step,event,lineage,other,size
5000,birth,3,0,569
5000,birth,9,0,63
6000,split,25,3,325
6000,split,29,2,210
7000,split,36,1,117
7000,split,37,4,8
7000,split,39,3,31
8000,split,52,1,249
8000,split,54,29,20
8000,split,56,29,66
8000,extinct,9,0,18
8000,extinct,37,0,8
10000,split,101,3,37
10000,split,102,25,24
10000,split,109,29,76
10000,split,131,39,23
10000,extinct,54,0,6
11000,split,150,3,25
11000,extinct,25,0,10
11000,extinct,101,0,37
11000,extinct,131,0,23
12000,split,178,109,22
12000,split,186,25,26
12000,extinct,39,0,23
12000,extinct,52,0,5
12000,extinct,56,0,5
12000,extinct,102,0,26
12000,extinct,109,0,76
13000,split,210,109,14
13000,extinct,29,0,13
13000,extinct,150,0,25
13000,extinct,178,0,22
14000,split,227,181,30
14000,split,235,181,13
15000,extinct,186,0,7
15000,extinct,210,0,14
16000,extinct,227,0,30
16000,extinct,235,0,13
18000,extinct,3,0,37
20000,split,270,3,1192
25000,split,276,36,14
26000,extinct,276,0,14
27000,split,289,36,34
28000,extinct,289,0,34
34000,split,338,36,12
36000,extinct,270,0,72
37000,extinct,338,0,12
38000,split,348,270,587
46000,split,365,348,18
46000,split,367,348,170
47000,split,373,348,1098
48000,extinct,365,0,7
49000,split,385,348,576
49000,extinct,367,0,9
51000,split,403,36,25
52000,split,411,36,43
53000,extinct,403,0,25
54000,extinct,373,0,38
55000,extinct,385,0,29
59000,split,433,348,564
60000,split,436,348,403
61000,extinct,411,0,6
63000,extinct,433,0,8
68000,extinct,436,0,22
70000,split,512,436,65
70000,split,516,482,14
72000,split,553,348,7
73000,extinct,553,0,7
74000,split,583,36,5
74000,split,591,36,8
74000,extinct,512,0,10
75000,extinct,516,0,13
75000,extinct,591,0,8
78000,extinct,583,0,5
83000,split,638,348,223
84000,split,644,348,151
86000,split,681,348,26
86000,split,689,36,27
87000,split,702,348,47
87000,extinct,638,0,31
87000,extinct,689,0,27
88000,split,723,36,35
88000,extinct,681,0,27
89000,split,734,348,27
89000,split,735,348,251
89000,extinct,644,0,27
89000,extinct,702,0,10
90000,split,759,348,8
91000,split,782,36,46
91000,extinct,734,0,27
91000,extinct,759,0,8
92000,split,799,36,134
92000,split,821,734,37
92000,extinct,735,0,18
93000,split,825,36,33
93000,extinct,821,0,37
94000,extinct,723,0,35
95000,split,874,825,22
95000,extinct,782,0,17
96000,extinct,799,0,30
97000,extinct,348,0,43
97000,extinct,825,0,5
99000,split,904,348,1396
