step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs
1000,11998,8564,131813,732384,692822,592746,7825,58578,222,0,159641,5000656,181390.638,71754.507,1.1104,60675.507,0.164,0.282,0.227,0.327,0.635,0.335,323,0.0231,0.6913,0.109,14.7,48.6,98.7,48.67,4.16,5.69,4.49,34.33,8.14,1.061,0.106,0.066,0.066,24.014,0.618,0.0024,131,439,1872,6415,133,0,0.000,6298,3397,3098,5503,860,3826,7312,0.00,0.63,15163,36.7821,66709,9500,540867,3187.1,-0.0,459762,56.430,2630988.763,1.63e-14,0.00093,30.00,221209,130.688,3.337,126.018,1.333,130.693,8858,1142,1998,0,0.3741,0.880,1.035,1.283,1.060,0.932,1.140,0.000,37856.410,12483.834,170258.898,38357.211,33450.036,0.000,6075.539,2637.383,2366.077,0.000,0.694,0.571,0.548,0.000,0.868,0.708,0.640,0.000,7004,58378,0.7063,0.5763,0.6149,0.0000,0.9999,0.0470,0.0531,0.0000,0.5249,0.7794,0.8419,0.0000,0.0984,0.0400,0.0293,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15414,0.9999,0.7455,0.7799,0.0000,0.9989,0.0470,0.0531,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8815,4.8602,5.0495,0.0000,0.1232,0.2980,0.2705,0.633,0.654,0.697,0.671,8729,0.1826,0.0096,0.0135,0.0000,0.00237,0.00155,0.00143,0.00000,23.35,28.34,27.86,0.00,78.6826,0.0227,71.0464,33.5320,22.8980,1079640,1531298,0.6939,0.0069,1723.0,78.6826,21.62,0,0,0,0,0,0,2974,11079.000,10256.010,0.9844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
2000,9848,2978,59797,114985,104527,54456,732,27639,104,0,167606,2537149,33934.662,24376.319,1.2890,10873.944,0.107,0.525,0.133,0.235,0.551,0.350,293,0.0577,0.6619,0.093,16.0,36.2,84.0,36.78,2.23,9.23,1.76,23.56,7.67,1.174,0.217,0.071,0.073,10.517,0.407,0.0034,109,884,1174,8884,94,0,0.000,5216,1151,2508,6189,446,1046,8356,0.00,5.40,15393,15.9125,66807,11740,500841,2353.3,-0.0,519841,23.728,2630988.763,1.35e-14,0.00068,25.34,40260,42.609,3.338,38.517,0.755,42.613,2936,1888,5024,0,0.2400,0.947,1.134,1.479,1.224,0.948,1.229,0.000,13003.344,12176.898,12291.670,12936.948,19579.989,0.000,7673.636,1832.051,3996.688,0.000,0.535,0.549,0.561,0.000,0.525,0.464,0.463,0.000,12794,22593,0.6918,0.4404,0.5569,0.0000,1.0000,0.0426,0.0502,0.0000,0.5510,0.9442,0.9077,0.0000,0.1214,0.0190,0.0199,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6159,0.9993,0.7767,0.7709,0.0000,0.9996,0.0426,0.0502,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8901,5.0424,5.0827,0.0000,0.0556,0.1608,0.1522,0.264,0.331,0.393,0.289,1942,0.1142,0.0021,0.0036,0.0000,0.00216,0.00081,0.00071,0.00000,26.38,27.35,26.81,0.00,290.7826,0.0533,32.7100,14.1653,9.5628,1093852,1528935,1.4291,0.0548,2916.6,290.7826,26.00,0,0,0,0,0,0,3510,13502.375,12391.919,0.9698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
3000,12053,2565,74900,148955,134442,73496,559,26328,99,0,251870,2951193,43032.613,29305.888,1.0701,12459.942,0.069,0.720,0.087,0.123,0.519,0.346,408,0.0786,0.6667,0.088,13.1,37.9,84.9,35.34,1.78,9.69,1.49,22.37,7.59,1.206,0.232,0.103,0.107,7.206,0.269,0.0036,78,334,879,14920,124,0,0.000,6273,36,1748,10269,451,1706,9896,0.50,8.69,14971,18.0296,66729,11830,467812,4141.7,-0.0,555411,14.084,2630988.763,1.43e-14,0.00102,14.43,52731,40.825,3.319,36.548,0.958,40.829,3964,3022,5067,0,0.2901,0.941,1.160,1.578,1.308,0.950,1.279,0.000,13848.677,17870.227,15309.294,13780.075,26403.186,0.000,7127.004,2875.847,6843.096,0.000,0.528,0.520,0.512,0.000,0.507,0.450,0.519,0.000,13807,34396,0.6547,0.3309,0.3995,0.0000,0.9994,0.0348,0.0501,0.0000,0.5887,0.9562,0.8725,0.0000,0.0915,0.0201,0.0199,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4609,0.9977,0.7571,0.8044,0.0000,0.9988,0.0348,0.0501,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.7517,5.0775,4.9569,0.0000,0.0424,0.1590,0.1493,0.265,0.286,0.363,0.312,1278,0.0745,0.0048,0.0043,0.0000,0.00231,0.00094,0.00101,0.00000,23.31,27.62,27.82,0.00,829.4850,0.0816,40.5764,5.4316,8.6526,1095909,1527036,1.9549,0.1100,3404.0,829.4850,22.38,0,0,0,0,0,0,5985,16845.946,15253.275,0.9606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
4000,9685,1888,68539,122281,107560,53097,645,26468,141,0,295835,2760919,32550.123,29314.746,1.0452,9989.321,0.050,0.795,0.071,0.085,0.482,0.361,457,0.1143,0.6661,0.091,8.0,36.7,83.8,31.02,2.02,10.12,0.43,18.45,7.35,1.265,0.253,0.155,0.160,6.369,0.275,0.0040,74,337,688,17078,99,0,0.000,5113,66,2116,7503,302,1063,8320,2.75,10.87,17047,17.1366,66772,15315,443284,1898.6,-0.0,586393,12.060,2630988.763,1.33e-14,0.00039,37.93,43405,35.174,3.312,31.221,0.641,35.178,3038,2602,4045,0,0.2844,0.973,1.251,1.665,1.407,0.967,1.350,0.000,10393.481,12826.864,13002.474,10337.239,19199.732,0.000,9695.620,2731.220,6898.584,0.000,0.518,0.435,0.490,0.000,0.484,0.367,0.458,0.000,18254,30727,0.7098,0.3173,0.3563,0.0000,0.9994,0.0382,0.0559,0.0000,0.5741,1.0656,0.8855,0.0000,0.1289,0.0152,0.0175,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2978,0.9981,0.8090,0.7882,0.0000,0.9986,0.0384,0.0559,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.8067,5.1901,4.9240,0.0000,0.0415,0.0716,0.0676,0.078,0.093,0.116,0.129,1304,0.0641,0.0052,0.0035,0.0000,0.00219,0.00070,0.00100,0.00000,26.84,26.98,27.26,0.00,1925.3072,0.1033,29.9550,4.9714,7.0884,1098901,1526275,2.0522,0.1294,2858.3,1925.3072,25.42,0,0,0,0,0,0,9289,19325.424,17289.844,0.9476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
5000,11571,2085,72900,128864,113916,55134,830,26968,216,0,285112,2993544,35569.594,28522.191,1.0686,9479.934,0.044,0.838,0.049,0.069,0.474,0.384,635,0.0941,0.6731,0.083,8.0,44.5,88.8,34.52,1.85,9.83,0.63,22.21,7.50,1.296,0.222,0.144,0.148,6.464,0.265,0.0039,75,314,549,14707,44,15,0.300,6247,111,2528,8932,301,2140,9130,4.25,11.26,19821,20.4358,66751,17646,424566,2668.4,0.0,611000,11.513,2630988.763,8.32e-15,0.00099,12.68,47539,36.260,3.279,31.894,1.087,36.264,4312,2819,4440,0,0.2634,0.959,1.257,1.758,1.444,0.943,1.378,0.000,11604.133,14175.676,13150.143,11475.156,20424.229,0.000,8737.903,2716.235,7588.119,0.000,0.502,0.436,0.486,0.000,0.471,0.363,0.460,0.000,25957,28691,0.6124,0.2903,0.3501,0.0000,0.9994,0.0297,0.0499,0.0000,0.5935,0.9333,0.8615,0.0000,0.0985,0.0154,0.0151,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4318,0.9995,0.7965,0.7821,0.0000,0.9994,0.0298,0.0500,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.7968,5.1418,4.9489,0.0000,0.0396,0.0742,0.0714,0.144,0.112,0.191,0.125,1083,0.0546,0.0046,0.0040,0.0000,0.00223,0.00062,0.00089,0.00000,25.25,27.23,27.56,0.00,1614.1991,0.1046,32.4162,4.4260,7.0869,1100190,1523481,1.4539,0.0928,2734.9,1614.1991,23.03,0,0,0,0,0,0,9738,19042.257,16931.772,0.9518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
6000,9369,2371,81651,165379,147371,82819,909,30264,182,0,326404,3333899,44669.819,36581.758,1.0959,14225.251,0.048,0.836,0.042,0.074,0.478,0.389,438,0.1189,0.6495,0.086,13.7,46.1,95.7,34.80,2.61,10.28,0.45,21.46,7.23,1.380,0.219,0.180,0.186,6.884,0.313,0.0039,75,326,580,15727,113,20,0.164,5290,454,1827,7088,1161,1656,6552,2.75,11.16,13393,18.8379,66762,19089,400214,2128.3,-0.0,648298,13.226,2630988.763,2.32e-14,0.00002,23.20,61359,43.650,3.328,39.520,0.802,43.654,4663,1888,2818,0,0.2229,0.973,1.347,1.871,1.497,0.965,1.467,0.000,10285.579,15772.365,24945.752,10232.888,23716.429,0.000,13664.480,1956.684,6735.343,0.000,0.499,0.441,0.483,0.000,0.550,0.397,0.516,0.000,31206,38322,0.5479,0.2820,0.2889,0.0000,0.9996,0.0312,0.0469,0.0000,0.5661,1.0607,0.9264,0.0000,0.1037,0.0370,0.0227,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4018,0.9996,0.8453,0.7797,0.0000,0.9992,0.0316,0.0471,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.7590,5.2339,4.7987,0.0000,0.0376,0.0670,0.0635,0.089,0.095,0.156,0.063,1480,0.0529,0.0040,0.0038,0.0000,0.00207,0.00059,0.00094,0.00000,21.71,25.79,26.90,0.00,1445.8100,0.1284,34.2930,6.3455,6.8806,1101489,1523431,0.7668,0.0298,2797.6,1445.8100,19.40,0,0,0,0,0,0,9587,22356.507,20023.363,0.9527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
7000,8734,2002,68765,141007,126753,71681,561,25850,129,0,253870,2781363,40360.641,28506.088,1.1244,10665.629,0.039,0.842,0.043,0.076,0.474,0.397,276,0.1026,0.6359,0.079,17.0,47.7,106.1,38.11,2.62,10.23,0.43,24.82,7.37,1.392,0.215,0.202,0.207,6.907,0.272,0.0040,77,344,477,15214,44,20,0.144,4848,977,1341,6416,801,1347,6586,5.00,12.51,14057,18.6046,66833,17137,373052,2886.4,-0.0,679413,11.800,2630988.763,3.45e-14,0.00036,24.47,54010,38.550,3.240,34.590,0.721,38.554,4067,1538,3129,0,0.2008,0.983,1.328,1.908,1.499,0.967,1.463,0.000,12324.429,15642.078,16522.734,12203.512,22300.025,0.000,10232.032,2345.821,5262.606,0.000,0.470,0.461,0.489,0.000,0.476,0.469,0.559,0.000,34013,31975,0.5494,0.2334,0.2429,0.0000,0.9997,0.0372,0.0504,0.0000,0.5620,0.8915,0.7986,0.0000,0.0965,0.0428,0.0334,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3462,0.9991,0.8024,0.7714,0.0000,0.9985,0.0372,0.0504,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0277,5.2168,5.0190,0.0000,0.0345,0.0516,0.0481,0.073,0.081,0.113,0.081,1105,0.0466,0.0034,0.0046,0.0000,0.00211,0.00073,0.00078,0.00000,26.95,26.80,26.83,0.00,1462.6542,0.1128,35.0079,5.4238,6.3760,1103520,1521453,0.5893,0.0143,2811.3,1462.6542,21.78,0,0,0,0,0,0,6879,17840.459,16043.708,0.9553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
8000,8724,2204,68107,146881,132775,77733,1041,23654,110,0,250735,2642614,41894.439,29293.955,1.1051,11975.871,0.043,0.804,0.044,0.109,0.465,0.399,146,0.1053,0.6386,0.095,17.0,45.8,92.3,34.26,2.58,10.24,0.65,20.78,7.09,1.378,0.223,0.238,0.244,7.242,0.280,0.0036,79,340,464,11940,46,24,0.190,4980,795,956,6973,1321,1109,6294,3.25,11.73,13962,18.0525,66734,17347,347153,3304.3,-0.0,705531,10.963,2630988.763,1.95e-15,0.00044,7.77,55816,39.402,3.303,35.392,0.707,39.406,4133,1332,3259,0,0.1732,0.988,1.286,1.937,1.472,0.962,1.428,0.000,10428.975,18806.170,17085.811,10352.079,26432.419,0.000,9943.509,1600.052,5774.523,0.000,0.497,0.437,0.454,0.000,0.508,0.458,0.581,0.000,32160,32192,0.5867,0.2073,0.2404,0.0000,0.9996,0.0292,0.0549,0.0000,0.5704,0.9237,0.8949,0.0000,0.1187,0.0270,0.0217,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3658,0.9995,0.8390,0.8204,0.0000,0.9986,0.0292,0.0549,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0770,5.0133,4.8359,0.0000,0.0373,0.0805,0.0769,0.115,0.132,0.183,0.128,1089,0.0450,0.0029,0.0067,0.0000,0.00218,0.00073,0.00095,0.00000,24.43,27.08,27.22,0.00,1619.1877,0.1063,37.3586,5.2300,5.7332,1105093,1519927,1.0491,0.1024,2697.5,1619.1877,16.84,0,0,0,0,0,0,7414,17318.084,15471.478,0.9494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
9000,8524,1946,67875,131270,117710,62959,436,22657,115,0,250148,2682693,36298.349,27464.541,1.0953,10340.505,0.054,0.814,0.056,0.076,0.488,0.374,290,0.1068,0.6565,0.075,17.6,43.4,77.9,32.98,2.81,8.94,0.43,20.80,6.82,1.355,0.220,0.271,0.277,6.814,0.270,0.0037,72,321,424,14479,96,24,0.337,4557,28,1684,6812,280,1447,6797,4.50,12.21,16315,18.2762,66715,17853,328298,2952.7,0.0,726322,10.664,2630988.763,1.61e-14,0.00541,30.68,48019,33.994,3.265,30.085,0.644,33.998,3253,1424,3847,0,0.1858,0.986,1.207,1.967,1.360,0.965,1.495,0.000,9463.082,16785.027,14010.554,9423.296,23205.004,0.000,8641.907,2082.953,6399.176,0.000,0.518,0.486,0.465,0.000,0.484,0.402,0.519,0.000,33774,33381,0.6453,0.1735,0.2360,0.0000,0.9996,0.0316,0.0535,0.0000,0.5546,0.9105,0.7996,0.0000,0.1500,0.0460,0.0291,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2609,0.9980,0.7740,0.6438,0.0000,0.9983,0.0316,0.0535,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1796,5.1849,4.8342,0.0000,0.0359,0.0711,0.0670,0.087,0.092,0.154,0.065,1284,0.0708,0.0032,0.0054,0.0000,0.00230,0.00063,0.00086,0.00000,24.89,26.07,27.42,0.00,1750.2247,0.0933,33.2633,4.9605,5.7034,1107435,1518103,1.9303,0.1881,2497.5,1750.2247,18.95,0,0,0,0,0,0,8029,17124.036,15199.282,0.9452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
10000,10085,2034,71327,144076,129846,72244,505,21612,106,0,221144,2780842,39537.457,26991.965,1.1323,11341.413,0.056,0.822,0.036,0.086,0.489,0.377,327,0.0901,0.6683,0.054,16.2,41.7,78.5,32.32,2.49,9.44,0.55,19.84,6.87,1.340,0.235,0.268,0.275,6.216,0.268,0.0034,69,302,491,17853,55,23,0.277,5355,31,1642,8412,379,1863,7843,5.50,13.85,20117,20.4849,66729,15491,312307,4224.8,-0.0,738813,10.414,2630988.763,4.18e-14,0.00322,11.37,54602,36.300,3.316,32.045,0.939,36.304,3917,1992,4176,0,0.2450,0.955,1.181,1.970,1.377,0.962,1.485,0.000,11845.853,18760.753,12124.310,11746.883,27007.677,0.000,6618.275,1746.539,7285.738,0.000,0.508,0.512,0.464,0.000,0.418,0.478,0.545,0.000,32845,35164,0.5623,0.1817,0.2146,0.0000,0.9998,0.0349,0.0488,0.0000,0.5626,1.0190,0.8584,0.0000,0.1302,0.0235,0.0344,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3817,0.9989,0.8490,0.7210,0.0000,0.9988,0.0349,0.0488,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0203,5.1975,4.8170,0.0000,0.0369,0.0776,0.0722,0.099,0.112,0.150,0.082,1186,0.0697,0.0024,0.0035,0.0000,0.00242,0.00072,0.00095,0.00000,26.90,27.10,27.41,0.00,1733.5050,0.0783,39.4004,4.4498,5.9645,1108854,1516015,2.3844,0.1975,2349.0,1733.5050,19.36,0,0,0,0,0,0,7881,15650.552,13855.494,0.9489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0
