run,seed,world,draw,invader,pop_end,pop_mean,pop_land,pop_surface,pop_bottom,err,browse_share,grazer_n0,grazer_end,grazer_max,grazer_alive,grazer_growth,grazer_r_1k,grazer_share,grazer_grown,grazer_wood,grazer_way,grazer_land,browser_n0,browser_end,browser_max,browser_alive,browser_growth,browser_r_1k,browser_share,browser_grown,browser_wood,browser_way,browser_land,woody_at_inject,grassy_at_inject,tooth_at_inject,residents_at_inject,woody_20k,grassy_20k,tooth_20k,residents_20k,woody_30k,grassy_30k,tooth_30k,residents_30k,woody_end,grassy_end,tooth_end,residents_end,browse_10k,browse_half_at,tooth_1k,tooth_10k,kinds_at,kinds_held,placed_at,ways
c1225_life9_mA_s1,9,mA,1,grazer,8473.4,7917.476190476191,3672.0476190476193,1604.8095238095239,2640.6190476190477,3.3e-14,0.03265691614366607,103.0,0.0,1567.0,False,0.0,-0.17759587229298604,0.0,0,nan,-,nan,100.0,40.4,1770.0,True,0.40399999999999997,-0.030211346700699568,0.004767861779214955,40,0.0,plant/no tooth/stays/bottom,0.23267326732673269,0.23096339924274295,0.4774436090225564,0.3874631888935633,2377,0.248868778280543,0.5916666666666667,0.38562091503267976,1989,0.21033925686591276,0.6220689655172413,0.43683360258481424,3095,0.266994266994267,0.4444444444444444,0.4283374283374283,2442,0.03672881262454283,2000,0.551,0.252,6.333333333333333,4,3,mixed/no tooth/stays/shore; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life9_mA_s2,9,mA,2,grazer,7657.4,7561.190476190476,3569.0476190476193,1575.2857142857142,2416.8571428571427,3.65e-14,0.034450887536381834,102.0,1620.8,2598.0,True,15.890196078431373,0.09219007734033827,0.2116645336537206,407,0.0,plant/no tooth/stays/shore,0.051085883514313916,100.0,17.0,1455.0,False,0.17,-0.05906522806439584,0.0022200746989839894,0,nan,-,0.7999999999999999,0.23096339924274295,0.4774436090225564,0.3874631888935633,2377,0.2722063037249284,0.4945188794153471,0.3653295128939828,1396,0.198919284025667,0.6884947703501592,0.3789260385005066,2961,0.35091743119266056,0.4153713298791019,0.4856651376146789,1744,0.036728840243365375,2000,0.551,0.252,7.666666666666667,5,3.6666666666666665,mixed/no tooth/roams/shore; plant/no tooth/roams/shore; plant/no tooth/stays/bottom; plant/no tooth/stays/shore; plant/tooth/roams/land
c1225_life9_mB_s1,9,mB,1,browser,8000.4,7959.714285714285,3803.1428571428573,1524.2380952380952,2632.3333333333335,3.22e-14,0.032865143082963774,102.0,0.0,2776.0,False,0.0,-0.17727066646147388,0.0,0,nan,-,nan,100.0,2869.4,4735.0,True,28.694000000000003,0.1118896013892066,0.3586570671466427,1067,0.25646070506453167,plant/tooth/roams/shore,0.8351571757161776,0.26478585995921144,0.4354243542435424,0.30591434398368456,2942,0.06681852695520121,0.8109540636042403,0.10630220197418375,1317,0.00887409872434831,0.9613130128956624,0.09706045479755962,1803,0.020239880059970013,0.909375,0.04872563718140929,1334,0.02989816558221202,3000,0.068,0.174,7,4,3.6666666666666665,plant/no tooth/roams/shore; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life9_mB_s2,9,mB,2,browser,8207.6,8268.666666666666,3841.6190476190477,1877.952380952381,2549.095238095238,3.06e-14,0.03347389242711982,103.0,1919.0,5697.0,True,18.631067961165048,0.09749435025926881,0.23380769043325697,341,0.002175724482168657,plant/no tooth/stays/shore,0.19843668577384055,100.0,4483.0,7307.0,True,44.83,0.12676258527224493,0.5462010819240704,1477,0.1990806278943845,plant/tooth/roams/shore,0.7298683917019853,0.26478585995921144,0.4354243542435424,0.30591434398368456,2942,0.18633540372670807,0.4551282051282051,0.2186335403726708,805,0.01610305958132045,0.8913043478260869,0.08051529790660225,621,0.0,1.0,0.005434782608695652,552,0.029898168832029084,3000,0.068,0.174,7,5,3.3333333333333335,mixed/no tooth/roams/shore; plant/no tooth/roams/shore; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life9_oA_s1,9,oA,1,browser,7879.8,8297.142857142857,3587.0476190476193,1811.952380952381,2898.1428571428573,3.65e-14,0.03264519555056962,101.0,0.0,518.0,False,0.0,-0.17694225658004017,0.0,0,nan,-,nan,100.0,1087.4,2326.0,True,10.874,0.07954582062412431,0.1379984263559989,201,0.06192880346212668,plant/tooth/roams/shore,0.8622402059959536,0.259375,0.5239596469104666,0.343359375,2560,0.2466740576496674,0.5192497532082923,0.3098669623059867,1804,0.2260391618000687,0.6185671039354188,0.42631398144967364,2911,0.27918781725888325,0.36315228966986157,0.34517766497461927,1970,0.031104642990883877,3000,0.053,0.208,6,5,3.3333333333333335,plant/no tooth/roams/shore; plant/no tooth/roams/surface; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life9_oA_s2,9,oA,2,browser,7888.0,8311.52380952381,3902.4285714285716,1772.5714285714287,2636.5238095238096,3.4e-14,0.03224851560044419,103.0,0.0,1084.0,False,0.0,-0.17759587229298604,0.0,0,nan,-,nan,100.0,2237.0,3197.0,True,22.37,0.10359069251673461,0.2835953346855984,844,0.21369359625335474,plant/tooth/roams/land,0.8395172105498435,0.259375,0.5239596469104666,0.343359375,2560,0.1976592977893368,0.5987606506584043,0.3016905071521456,2307,0.1312021312021312,0.7414277684092186,0.24242424242424243,3003,0.08164251207729468,0.7691342534504392,0.13285024154589373,2070,0.031104662073535023,3000,0.053,0.208,7,5,3,mixed/no tooth/stays/shore; plant/no tooth/roams/shore; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/roams/shore
c1225_life9_oB_s1,9,oB,1,grazer,8313.0,8371.047619047618,3713.4761904761904,1652.904761904762,3004.6666666666665,3.82e-14,0.03110952450963709,103.0,818.8,1497.0,True,7.949514563106796,0.0691036955185833,0.09849633104775653,178,0.0,plant/no tooth/roams/shore,0.06570591108939912,100.0,742.4,2863.0,True,7.4239999999999995,0.06682393318279664,0.0893059064116444,114,0.07893756709733109,plant/no tooth/stays/shore,0.5649245689655172,0.23315363881401618,0.4863070539419087,0.3454627133872417,2226,0.284,0.5232018561484919,0.3856,1250,0.22229916897506924,0.6146560319042872,0.3981994459833795,2888,0.2965144820814924,0.40865800865800866,0.406480117820324,2037,0.026114608926191486,2000,0.619,0.23,6.333333333333333,4,3.6666666666666665,plant/no tooth/stays/land; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life9_oB_s2,9,oB,2,grazer,8677.2,8365.142857142857,3709.6666666666665,1694.6666666666667,2960.809523809524,3.67e-14,0.03141759264916227,103.0,2748.0,4579.0,True,26.679611650485437,0.10946332217042014,0.3166920204674319,650,1.7330443978984705e-06,plant/no tooth/stays/shore,0.05181950509461427,100.0,0.0,633.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.23315363881401618,0.4863070539419087,0.3454627133872417,2226,0.28022318660880347,0.5797101449275363,0.4116553006819591,1613,0.2619647355163728,0.6003236245954693,0.46977329974811083,2382,0.303477846593616,0.4026898734177215,0.4340161981896141,2099,0.026114615308798914,2000,0.619,0.23,7.333333333333333,4,3.3333333333333335,mixed/no tooth/stays/shore; plant/no tooth/roams/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life10_mA_s1,10,mA,1,grazer,8046.0,7868.428571428572,3163.3333333333335,1869.5238095238096,2835.5714285714284,3.62e-14,0.03399034274268459,109.0,1711.6,3538.0,True,15.70275229357798,0.0917945334104506,0.21272682078051205,348,0.0,plant/no tooth/stays/shore,0.026992287917737792,100.0,1094.0,1535.0,True,10.94,0.07974752656646117,0.13596818294804872,266,0.01243998545590949,plant/no tooth/stays/shore,0.5166361974405851,0.2495860927152318,0.49198606271777,0.39114238410596025,2416,0.19930374238468232,0.6166037735849057,0.299390774586597,2298,0.1954177897574124,0.673404927353127,0.3921832884097035,2226,0.32573529411764707,0.33375634517766495,0.5352941176470588,1360,0.029180071749257453,2000,0.566,0.215,7.333333333333333,3,4.666666666666667,plant/no tooth/stays/bottom; plant/tooth/roams/land; plant/tooth/roams/shore
c1225_life10_mA_s2,10,mA,2,grazer,6508.8,6894.809523809524,2701.5714285714284,1538.6666666666667,2654.5714285714284,3.62e-14,0.03652203622514461,104.0,0.0,1720.0,False,0.0,-0.17791793599004394,0.0,0,nan,-,nan,100.0,0.0,1052.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.2495860927152318,0.49198606271777,0.39114238410596025,2416,0.12424242424242424,0.7346200241254524,0.18545454545454546,1650,0.11032388663967611,0.7380497131931166,0.22115384615384615,1976,0.10246913580246914,0.4371069182389937,0.13765432098765432,1620,0.02918007056046802,2000,0.566,0.215,7.333333333333333,4,4.333333333333333,mixed/no tooth/stays/bottom; plant/no tooth/stays/bottom; plant/no tooth/stays/shore; plant/tooth/roams/shore
c1225_life10_mB_s1,10,mB,1,browser,7465.8,7405.0,3107.285714285714,1761.2380952380952,2536.4761904761904,3.83e-14,0.03448709553320454,108.0,274.8,1075.0,True,2.5444444444444447,0.031130411107465825,0.036807843767580166,24,0.00019996159207671314,plant/no tooth/stays/shore,0.36098981077147013,100.0,9.4,1140.0,True,0.094,-0.07881534989040444,0.001259074714029307,1,0.0,plant/no tooth/stays/bottom,0.574468085106383,0.21671641791044777,0.5276497695852534,0.2865671641791045,1675,0.19220208676551345,0.6294896030245747,0.27896760021965955,1821,0.21311475409836064,0.49040867389491244,0.4275237273511648,2318,0.2658959537572254,0.3884964682139253,0.45191802417235943,1903,0.037212987465214356,3000,0.117,0.204,5.333333333333333,3,4,mixed/no tooth/stays/bottom; plant/no tooth/stays/bottom; plant/tooth/roams/land
c1225_life10_mB_s2,10,mB,2,browser,7618.0,7866.428571428572,3379.3809523809523,1763.0,2724.0476190476193,4.47e-14,0.03406016169605381,106.0,267.8,1951.0,True,2.526415094339623,0.030893377971500168,0.03515358361774744,86,5.551082078171996e-05,mixed/no tooth/roams/bottom,0.10828976848394324,100.0,0.4,1974.0,False,0.004,-0.17661057888493453,5.250721974271463e-05,0,nan,-,0.5,0.21671641791044777,0.5276497695852534,0.2865671641791045,1675,0.18888888888888888,0.6432203389830509,0.3476190476190476,1890,0.14746149458071878,0.714795008912656,0.3000570450656018,3506,0.26479915433403806,0.3866525423728814,0.3937632135306554,1892,0.037212977163153936,3000,0.117,0.204,6.666666666666667,5,3.3333333333333335,plant/no tooth/roams/shore; plant/no tooth/stays/bottom; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/roams/shore
c1225_life10_oA_s1,10,oA,1,browser,7577.6,7561.0,2975.904761904762,2017.5714285714287,2567.5238095238096,3.72e-14,0.035458875820129965,108.0,0.0,501.0,False,0.0,-0.1791759469228055,0.0,0,nan,-,nan,100.0,0.0,641.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.21784897025171623,0.5722356739305892,0.3501144164759725,2185,0.12606060606060607,0.6693620844564241,0.22747474747474747,2475,0.20093896713615023,0.5054509415262636,0.3694835680751174,2130,0.2127553562531141,0.4516829533116178,0.37369207772795215,2007,0.042094766262528296,3000,0.078,0.262,6.333333333333333,4,4.666666666666667,plant/no tooth/roams/surface; plant/no tooth/stays/bottom; plant/no tooth/stays/shore; plant/tooth/roams/land
c1225_life10_oA_s2,10,oA,2,browser,7111.2,7820.142857142857,3435.4761904761904,1632.952380952381,2751.714285714286,4.42e-14,0.03302228356980238,108.0,0.0,795.0,False,0.0,-0.1791759469228055,0.0,0,nan,-,nan,100.0,39.8,2778.0,True,0.39799999999999996,-0.03071010912325665,0.005596805039937001,20,0.09578856195838706,plant/tooth/stays/land,0.9396984924623116,0.21784897025171623,0.5722356739305892,0.3501144164759725,2185,0.19031531531531531,0.6325187969924813,0.30855855855855857,1776,0.15639961698052984,0.65527950310559,0.2856686881583147,3133,0.19030837004405288,0.6085552865213882,0.2682819383259912,2270,0.042094787013326036,3000,0.078,0.261,6.666666666666667,3,4.333333333333333,plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life10_oB_s1,10,oB,1,grazer,9039.2,8852.52380952381,4005.3809523809523,1473.5714285714287,3373.5714285714284,3.95e-14,0.02926055363280298,108.0,0.0,616.0,False,0.0,-0.1791759469228055,0.0,0,nan,-,nan,100.0,0.0,629.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.2699733688415446,0.4753747323340471,0.4866844207723036,3004,0.24107142857142858,0.578404774823657,0.4007142857142857,2800,0.2275711159737418,0.5877502944640753,0.33673717481157306,4113,0.2735119047619048,0.39232531500572737,0.3913690476190476,3360,0.03235795334959938,2000,0.549,0.3,5.333333333333333,4,3.3333333333333335,mixed/no tooth/stays/shore; plant/no tooth/stays/bottom; plant/no tooth/stays/shore; plant/tooth/stays/land
c1225_life10_oB_s2,10,oB,2,grazer,8915.2,9215.380952380952,3952.7619047619046,1799.142857142857,3463.4761904761904,3.23e-14,0.030713046455334125,105.0,0.0,1464.0,False,0.0,-0.17823691769058228,0.0,0,nan,-,nan,100.0,1689.6,2524.0,True,16.896,0.0942358969174617,0.18951902368987794,850,0.03652193902541484,mixed/no tooth/stays/shore,0.5793087121212122,0.2699733688415446,0.4753747323340471,0.4866844207723036,3004,0.3273019702452754,0.48639455782312924,0.48210695617209487,2487,0.24094745439695073,0.49803343166175024,0.41383065613939557,3673,0.3609055289508054,0.2416326530612245,0.4845450587723117,2297,0.032357978114690815,2000,0.549,0.3,6.666666666666667,4,3,mixed/no tooth/stays/shore; plant/no tooth/stays/shore; plant/tooth/stays/land; plant/tooth/stays/shore
c1225_life11_mA_s1,11,mA,1,grazer,7575.8,8048.0,3806.095238095238,1655.2857142857142,2586.6190476190477,3.93e-14,0.03160249688356932,103.0,0.0,915.0,False,0.0,-0.17759587229298604,0.0,0,nan,-,nan,100.0,0.0,891.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.24676445211389128,0.41899441340782123,0.34987057808455563,2318,0.20501930501930501,0.6143421795595708,0.3277992277992278,2590,0.1572683479739303,0.6788617886178862,0.34060640408047604,3529,0.2195225916453538,0.4931623931623932,0.31415174765558396,2346,0.024407085555749858,2000,0.459,0.261,5.666666666666667,3,3.6666666666666665,plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life11_mA_s2,11,mA,2,grazer,8129.8,8521.333333333334,3918.190476190476,1544.3333333333333,3058.809523809524,3.87e-14,0.029140763756894623,106.0,0.0,648.0,False,0.0,-0.1785528758224004,0.0,0,nan,-,nan,100.0,0.0,1213.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.24676445211389128,0.41899441340782123,0.34987057808455563,2318,0.19847939175670268,0.5545395166557805,0.321328531412565,2499,0.1739258387286639,0.6148681055155876,0.3225426721600942,3398,0.2298568507157464,0.41400709219858156,0.2740286298568507,2445,0.024407067307307066,2000,0.459,0.261,6.666666666666667,3,4,mixed/tooth/roams/land; plant/no tooth/stays/shore; plant/tooth/stays/land
c1225_life11_mB_s1,11,mB,1,browser,7399.2,7766.476190476191,3494.2380952380954,1611.4761904761904,2660.7619047619046,4.2e-14,0.03217255365696263,103.0,0.0,360.0,False,0.0,-0.17759587229298604,0.0,0,nan,-,nan,100.0,332.6,2153.0,True,3.326,0.04005901269235787,0.04495080549248568,147,0.053555932171205044,plant/no tooth/stays/shore,0.44678292242934453,0.21298283261802575,0.45968712394705175,0.27253218884120173,1864,0.20703346568349404,0.5264650283553876,0.3431650595575723,1763,0.1894397420395002,0.5661929693343306,0.3373639661426844,2481,0.20868409392999557,0.4681818181818182,0.3043863535666814,2257,0.03467025722918512,2000,0.108,0.207,7.333333333333333,5,4,mixed/no tooth/roams/shore; plant/no tooth/roams/surface; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life11_mB_s2,11,mB,2,browser,8035.0,8195.52380952381,3814.8571428571427,1534.095238095238,2846.5714285714284,5e-14,0.03130565553611042,106.0,0.0,821.0,False,0.0,-0.1785528758224004,0.0,0,nan,-,nan,100.0,0.0,1344.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.21298283261802575,0.45968712394705175,0.27253218884120173,1864,0.2202729044834308,0.5074758135444152,0.31189083820662766,2052,0.17984623833058758,0.6162092624356775,0.37918725974739154,3642,0.1754312158182583,0.5069324090121318,0.3180479596129575,2377,0.0346702537828004,2000,0.108,0.207,7,4,4.333333333333333,mixed/tooth/roams/land; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
c1225_life11_oA_s1,11,oA,1,browser,8429.2,8490.761904761905,3486.4761904761904,1869.0,3135.285714285714,3.57e-14,0.02896331267434943,104.0,0.0,1163.0,False,0.0,-0.17791793599004394,0.0,0,nan,-,nan,100.0,2042.6,3620.0,True,20.426,0.10056028663853024,0.24232430123855167,424,0.0028924236442360324,mixed/no tooth/stays/shore,0.21599921668461766,0.2391089108910891,0.5009259259259259,0.3594059405940594,2020,0.271721084670725,0.5217762596071733,0.381294964028777,1807,0.30779392338177014,0.4528052805280528,0.4482606781153677,2271,0.3232971372161895,0.4081336238198983,0.4723593287265548,2026,0.027627490140509484,4000,0.031,0.2,6.666666666666667,4,3.3333333333333335,mixed/no tooth/roams/shore; plant/no tooth/stays/shore; plant/tooth/stays/land; plant/tooth/stays/shore
c1225_life11_oA_s2,11,oA,2,browser,7616.4,9097.714285714286,4027.5238095238096,1926.5714285714287,3143.6190476190477,3.47e-14,0.029441806886016914,106.0,0.0,817.0,False,0.0,-0.1785528758224004,0.0,0,nan,-,nan,100.0,1220.8,3481.0,True,12.208,0.08340304915140337,0.1602856992805,251,0.06859063994933676,plant/no tooth/roams/shore,0.768348623853211,0.2391089108910891,0.5009259259259259,0.3594059405940594,2020,0.24281867145421904,0.48792672772689427,0.37118491921005387,2228,0.27833078101071973,0.4902186421173763,0.4448698315467075,2612,0.32318399304045237,0.2906688687035508,0.4214876033057851,2299,0.02762748762033599,4000,0.031,0.2,7.333333333333333,4,4,mixed/tooth/roams/land; plant/no tooth/stays/shore; plant/tooth/stays/land; plant/tooth/stays/shore
c1225_life11_oB_s1,11,oB,1,grazer,8184.2,8103.476190476191,3363.8571428571427,1951.3809523809523,2788.2380952380954,3.26e-14,0.030900159039144125,105.0,0.0,1029.0,False,0.0,-0.17823691769058228,0.0,0,nan,-,nan,100.0,0.0,1456.0,False,0.0,-0.17661057888493453,0.0,0,nan,-,nan,0.25610859728506785,0.4862119013062409,0.35203619909502265,2210,0.2536413862380713,0.541860465116279,0.34404821697639376,1991,0.20146392471244337,0.6164102564102564,0.42732659463227607,2869,0.21673189823874756,0.4435146443514644,0.3268101761252446,2044,0.03204793810743772,2000,0.538,0.239,7,3,4.333333333333333,mixed/no tooth/stays/shore; plant/no tooth/stays/shore; plant/tooth/roams/land
c1225_life11_oB_s2,11,oB,2,grazer,8759.0,8237.904761904761,3561.0,1774.2380952380952,2902.6666666666665,3.3e-14,0.03124372099765491,106.0,735.4,3014.0,True,6.937735849056604,0.06456584915850348,0.08395935609087796,205,0.0019645493755773274,plant/no tooth/stays/shore,0.5330432417731846,100.0,972.0,1580.0,True,9.72,0.07580618728241159,0.11097157209727138,351,0.03508934160643844,plant/no tooth/stays/shore,0.7366255144032922,0.25610859728506785,0.4862119013062409,0.35203619909502265,2210,0.2892753623188406,0.4727112676056338,0.39304347826086955,1725,0.2384169884169884,0.5490909090909091,0.37934362934362936,2072,0.3147268408551069,0.2746478873239437,0.37114014251781474,1684,0.03204792424226287,2000,0.538,0.239,7.666666666666667,5,5.666666666666667,plant/no tooth/stays/bottom; plant/no tooth/stays/land; plant/no tooth/stays/shore; plant/tooth/roams/land; plant/tooth/stays/land
