step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,11729,8495,129146,778770,745218,639583,10041,57441,1775,2,229491,5154752,182309.778,67964.106,0.2553,64301.730,0.216,0.284,0.208,0.292,0.645,0.328,737,0.0212,0.6967,0.105,13.1,45.1,87.0,46.38,3.78,4.70,3.57,34.33,7.95,1.016,0.106,0.047,0.046,23.066,0.650,0.0024,134,438,1837,9858,85,0,0.000,5967,3446,3229,5054,761,3823,7145,0.00,0.84,12322,34.7531,66714,9457,540246,2707.4,-0.0,465454,58.887,2630837.750,7.08e-15,0.00093,30.00,232184,97.165,1.769,94.499,0.897,97.165,8901,1251,1577,0.4845,0.838,1.005,1.208,1.012,0.914,1.119,37519.194,11479.809,176670.957,38316.137,31624.414,2289.791,563.453,809.132,0.704,0.562,0.554,0.876,0.722,0.660,7756,58298,0.6913,0.5690,0.5506,1.0000,0.0537,0.0493,0.5512,0.7159,0.8398,0.0935,0.0392,0.0279,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15181,0.9998,0.7129,0.7255,0.9992,0.0537,0.0493,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0241,4.9201,5.1144,0.1226,0.2493,0.2149,0.476,0.609,0.536,0.523,8851,0.1809,0.0105,0.0125,0.00239,0.00158,0.00148,23.40,27.07,27.52,72.4913,0.0187,69.1155,36.2755,22.6116,1080826,1531375,0.6967,0.0063,1729.5,72.4913,21.62
2000,9630,2714,46206,93284,83661,46301,777,18050,1588,0,211163,2247247,30703.732,12886.388,0.2795,9197.770,0.120,0.546,0.170,0.163,0.536,0.353,1216,0.0602,0.6726,0.097,12.9,34.0,64.7,35.10,1.89,6.29,1.76,25.16,7.49,1.068,0.184,0.063,0.064,10.543,0.412,0.0026,125,1025,1060,13542,42,0,0.000,5216,992,2387,6251,434,878,8318,0.00,7.43,13875,14.2533,66814,10969,499503,2460.2,-0.0,524151,22.068,2630837.750,1.04e-14,0.00068,25.34,31324,25.309,1.761,23.070,0.478,25.310,2489,2540,4601,0.3613,0.883,1.041,1.320,1.070,0.924,1.146,13167.059,10669.846,9920.886,13063.417,16917.199,1332.668,1063.958,1291.991,0.555,0.497,0.553,0.534,0.500,0.487,13639,21213,0.6134,0.4898,0.4931,0.9997,0.0532,0.0510,0.5997,0.8697,0.9322,0.1265,0.0197,0.0162,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,5734,0.9978,0.7014,0.7513,0.9989,0.0532,0.0510,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0954,5.1817,5.2447,0.0638,0.1547,0.1363,0.253,0.379,0.283,0.286,1720,0.1043,0.0041,0.0041,0.00242,0.00092,0.00073,26.37,26.61,26.91,354.1959,0.0304,30.2428,13.8657,8.2024,1094373,1528623,1.4415,0.0562,2861.3,354.1959,26.00
3000,12093,2708,56433,120027,108429,62968,626,18546,2200,1,286083,2944257,39798.587,14807.593,0.2657,10056.648,0.077,0.705,0.111,0.107,0.550,0.327,1441,0.0674,0.6949,0.096,15.4,37.0,65.3,36.76,1.56,8.07,1.92,25.22,7.32,1.073,0.219,0.118,0.127,8.415,0.309,0.0027,100,392,949,18554,87,0,0.000,6253,31,1747,10315,386,2113,9594,2.50,11.94,15452,18.3278,66737,11692,466222,2822.6,-0.0,558059,15.491,2630837.750,2.94e-14,0.00237,14.43,38078,24.562,1.803,22.228,0.531,24.563,4525,3670,3898,0.3806,0.904,1.037,1.323,1.154,0.938,1.106,14365.822,14642.965,13904.750,14289.365,21661.120,1919.200,1182.384,1649.360,0.613,0.501,0.542,0.549,0.485,0.547,14813,27842,0.6633,0.2740,0.3374,0.9997,0.0430,0.0505,0.6235,0.8588,0.8209,0.0839,0.0159,0.0144,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4085,0.9985,0.7591,0.7395,0.9991,0.0430,0.0505,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0506,4.9940,5.1216,0.0519,0.1602,0.1541,0.433,0.262,0.319,0.531,1296,0.1036,0.0047,0.0037,0.00230,0.00086,0.00084,21.87,27.81,27.75,1849.7163,0.0532,36.2640,5.9851,9.5063,1095253,1526842,1.9641,0.1090,2457.0,1849.7163,22.38
4000,9952,2707,61062,128461,115074,66810,589,19948,2821,2,344019,3412916,40058.068,17296.251,0.2782,11314.393,0.076,0.752,0.067,0.105,0.561,0.317,1405,0.0920,0.7000,0.098,13.8,33.6,69.1,36.49,1.61,9.22,0.87,24.79,7.52,1.094,0.247,0.130,0.145,8.261,0.352,0.0027,92,370,970,25001,212,0,0.000,5683,58,1962,7932,262,1182,8508,4.50,13.68,15704,17.0448,66702,10701,435098,3083.3,-0.0,593399,16.316,2630837.750,1.75e-14,0.00775,37.93,41729,25.277,1.727,23.139,0.412,25.277,2944,2883,4125,0.3448,0.891,1.057,1.430,1.145,0.925,1.177,15543.123,13750.454,15068.272,15404.817,20899.371,2420.199,1264.932,2296.728,0.599,0.547,0.539,0.547,0.490,0.535,16173,34068,0.6306,0.2727,0.2841,0.9991,0.0314,0.0571,0.6075,0.7890,0.9343,0.0981,0.0189,0.0176,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4459,0.9991,0.7893,0.8112,0.9984,0.0314,0.0571,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0112,5.4029,5.6274,0.0531,0.1021,0.0899,0.166,0.184,0.161,0.175,1905,0.1218,0.0041,0.0036,0.00219,0.00084,0.00090,27.00,27.30,27.38,1503.2760,0.0646,36.7253,6.7548,9.5614,1098175,1525665,2.0788,0.1300,2498.7,1503.2760,25.42
5000,8165,2647,56217,117675,106456,60912,546,17188,2480,3,301231,3127867,37593.801,14946.949,0.2701,9861.420,0.075,0.779,0.052,0.094,0.556,0.321,1207,0.1047,0.6946,0.093,16.8,36.5,62.8,32.47,1.91,8.87,0.73,20.95,6.96,1.140,0.238,0.177,0.201,9.022,0.379,0.0026,86,373,924,20047,206,12,0.641,4912,105,2045,6015,265,1449,6451,5.50,13.83,15910,17.9933,66696,12850,409392,2128.0,-0.0,621937,13.697,2630837.750,6.02e-15,0.00028,12.68,36713,22.517,1.774,20.468,0.275,22.518,3452,1839,2874,0.2631,0.958,1.094,1.430,1.212,0.957,1.169,13239.872,12624.755,15641.825,13117.486,18695.910,2143.324,1211.024,1731.181,0.579,0.540,0.546,0.527,0.482,0.546,17739,32869,0.6541,0.3125,0.3029,0.9984,0.0448,0.0591,0.6409,0.9696,0.9532,0.1038,0.0221,0.0203,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4325,0.9995,0.7865,0.7843,0.9982,0.0449,0.0594,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9963,5.3410,5.4650,0.0561,0.0920,0.0812,0.158,0.144,0.123,0.152,1139,0.0704,0.0053,0.0042,0.00261,0.00083,0.00097,25.17,26.35,26.30,1642.9250,0.0713,32.1961,5.2819,8.4152,1099606,1525269,1.4523,0.0926,2429.8,1642.9250,23.03
6000,10334,2915,57586,122285,110688,64270,429,17699,2127,5,320231,3282368,40549.940,15656.793,0.2730,10192.873,0.060,0.802,0.055,0.083,0.555,0.327,919,0.0820,0.6770,0.074,16.1,39.5,69.4,35.95,2.44,8.22,0.82,24.47,7.10,1.116,0.204,0.203,0.223,8.373,0.352,0.0026,91,395,862,17727,162,12,0.213,5885,300,1771,8263,1222,1853,7259,5.00,13.49,12765,18.5376,66707,14592,385286,3276.3,-0.0,654886,14.579,2630837.750,2.90e-14,0.00089,23.20,40186,23.787,1.731,21.636,0.420,23.788,4911,2233,3190,0.3051,0.910,1.077,1.394,1.140,0.937,1.203,12789.488,12036.631,20556.711,12640.364,17545.739,2699.662,922.541,1841.717,0.579,0.524,0.546,0.570,0.490,0.515,23474,30742,0.5404,0.2888,0.3274,0.9987,0.0387,0.0608,0.5903,0.8923,0.8706,0.1121,0.0188,0.0215,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3620,0.9987,0.7908,0.7352,0.9984,0.0389,0.0612,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1536,5.3596,5.3959,0.0496,0.0883,0.0744,0.131,0.147,0.125,0.143,1224,0.0796,0.0046,0.0040,0.00229,0.00072,0.00074,22.89,27.15,27.36,1626.6577,0.0883,30.6448,7.0601,7.5188,1100096,1523373,0.7722,0.0295,2381.5,1626.6577,19.40
7000,7848,2489,54539,123972,112311,68998,435,17282,2020,5,347046,3044080,39027.967,17534.950,0.2829,11399.427,0.060,0.771,0.082,0.088,0.542,0.336,1399,0.1033,0.6617,0.077,17.8,39.5,66.4,35.23,2.34,9.28,1.21,22.40,7.10,1.137,0.233,0.213,0.234,8.452,0.353,0.0026,98,428,866,17201,189,15,0.581,4914,599,993,6256,765,958,6125,6.25,14.72,12870,16.6248,66776,14644,356806,2237.5,0.0,688257,14.905,2630837.750,2.67e-14,0.00028,24.47,40158,24.026,1.765,21.974,0.288,24.027,3237,1845,2766,0.2748,0.938,1.092,1.412,1.205,0.947,1.184,12506.795,14277.213,16880.454,12332.056,21214.883,3459.453,689.729,1986.341,0.562,0.506,0.538,0.568,0.516,0.581,25085,32964,0.5607,0.2450,0.3081,0.9992,0.0448,0.0612,0.6024,0.9131,0.8883,0.1236,0.0187,0.0238,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3264,0.9981,0.7641,0.7335,0.9982,0.0448,0.0612,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9874,5.4728,5.3148,0.0483,0.1068,0.0935,0.193,0.173,0.183,0.210,1490,0.0793,0.0043,0.0044,0.00245,0.00084,0.00082,28.11,27.85,27.20,1662.3172,0.0883,34.0264,7.7096,7.1952,1102911,1522356,0.6046,0.0146,2307.7,1662.3172,21.78
8000,7187,2195,61996,148127,137216,85517,614,15053,1745,2,308147,2758314,44818.356,17934.518,0.2684,12764.672,0.068,0.747,0.087,0.098,0.541,0.337,1212,0.1034,0.6627,0.084,16.1,39.2,68.1,35.19,2.12,8.58,1.21,23.27,7.17,1.156,0.210,0.185,0.202,8.551,0.361,0.0024,77,350,743,14367,131,12,0.548,4146,542,796,5849,903,681,5603,6.75,14.95,12884,17.2300,66674,12253,328563,2413.7,-0.0,713710,12.972,2630837.750,2.57e-14,0.00019,7.77,46037,23.572,1.767,21.590,0.215,23.572,2953,1360,2874,0.2286,0.971,1.095,1.502,1.237,0.957,1.167,14498.053,18092.619,16910.669,14335.892,26336.467,2728.164,707.099,1734.583,0.543,0.532,0.543,0.573,0.545,0.604,20457,37170,0.6107,0.2791,0.2657,0.9991,0.0427,0.0521,0.6292,0.9972,0.8926,0.1108,0.0212,0.0233,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,7497,0.9996,0.8283,0.7161,0.9981,0.0427,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0503,5.6645,5.4958,0.0476,0.1284,0.1124,0.230,0.190,0.191,0.208,1190,0.0791,0.0028,0.0044,0.00234,0.00124,0.00108,23.53,27.44,27.48,1461.4330,0.0814,41.1882,5.9723,6.9999,1104608,1521067,1.0738,0.1065,2422.5,1461.4330,16.84
9000,7529,2198,48699,102962,93906,53745,518,13263,1125,3,219150,2567164,33066.301,12804.708,0.2790,8983.640,0.056,0.782,0.088,0.074,0.555,0.336,923,0.0796,0.6709,0.067,17.5,40.8,65.9,36.00,2.17,10.51,0.60,22.72,7.34,1.124,0.253,0.200,0.221,8.478,0.354,0.0024,84,381,547,11541,178,11,0.487,4449,50,857,6622,162,1126,6241,5.00,12.60,16176,18.4210,66665,12885,312161,2527.5,-0.0,730545,11.816,2630837.750,1.89e-14,0.00265,30.68,32937,18.819,1.735,16.860,0.223,18.819,2656,1984,2889,0.2906,0.964,1.065,1.442,1.203,0.963,1.162,11131.955,12532.998,12755.385,11015.514,18279.042,1966.141,472.243,1382.685,0.552,0.536,0.572,0.502,0.512,0.547,22825,30505,0.5917,0.2804,0.2595,0.9994,0.0341,0.0581,0.6007,1.0843,0.9387,0.1232,0.0154,0.0266,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2181,0.9991,0.8664,0.8004,0.9980,0.0341,0.0581,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0302,5.7203,5.6068,0.0448,0.0729,0.0515,0.089,0.103,0.105,0.093,1280,0.1080,0.0032,0.0052,0.00244,0.00081,0.00081,26.12,28.30,27.62,1641.4065,0.0695,29.7735,5.2846,6.5312,1106093,1519324,1.9606,0.1935,2352.9,1641.4065,18.95
10000,8729,2371,48301,105694,96043,56838,555,11291,1309,0,234504,2465507,34335.070,12988.895,0.2759,8945.237,0.048,0.806,0.091,0.055,0.548,0.332,1052,0.0751,0.6589,0.066,19.4,43.1,71.2,38.30,2.14,8.74,0.88,26.55,7.26,1.147,0.210,0.201,0.220,8.793,0.314,0.0022,72,365,618,15357,147,12,0.664,4902,25,1269,7435,262,1350,7117,5.00,13.64,18903,20.6845,66683,13905,300262,3529.7,-0.0,742231,10.579,2630837.750,1.66e-14,0.00024,11.37,33510,18.101,1.702,16.100,0.299,18.127,3239,2087,3403,0.2765,0.939,1.090,1.522,1.219,0.949,1.200,10286.576,13315.912,14252.422,10157.450,18870.436,1845.046,718.990,1479.622,0.565,0.490,0.571,0.523,0.515,0.566,24912,31782,0.5834,0.2163,0.2278,0.9992,0.0350,0.0627,0.6133,0.9142,0.8816,0.1102,0.0212,0.0251,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1830,0.9988,0.8165,0.7753,0.9977,0.0350,0.0627,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2127,5.5044,5.5394,0.0461,0.0889,0.0716,0.106,0.236,0.138,0.148,889,0.0800,0.0032,0.0042,0.00266,0.00086,0.00097,26.51,27.59,27.68,1581.6695,0.0662,29.5509,4.5756,6.0029,1106839,1517332,2.4039,0.1988,2362.5,1581.6695,19.36
