step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,11509,9016,117066,728314,697935,601302,9946,51999,1175,1,183519,4063537,181515.828,64636.167,0.1853,62511.169,0.227,0.242,0.303,0.229,0.640,0.332,320,0.0178,0.6725,0.103,18.8,50.5,97.4,51.45,3.98,5.23,3.27,38.97,8.14,1.036,0.099,0.045,0.045,26.271,0.669,0.0023,142,451,1874,7980,70,0,0.000,5548,3467,3075,4967,834,4004,6671,0.00,0.64,12979,35.4503,66711,9386,540367,2777.1,-0.0,461787,55.413,2631075.518,1.49e-14,0.00093,30.00,215439,92.933,1.773,90.239,0.920,92.933,8980,888,1641,0.4375,0.840,1.020,1.251,1.031,0.902,1.139,37444.475,11419.971,174116.050,38063.860,31847.086,993.983,768.697,362.318,0.706,0.562,0.526,0.882,0.739,0.642,7232,52455,0.6982,0.6171,0.5782,0.9999,0.0556,0.0519,0.5201,0.6887,0.7371,0.0856,0.0560,0.0314,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16493,0.9999,0.7510,0.7270,0.9991,0.0556,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1673,5.1583,5.2918,0.1189,0.2309,0.1930,0.453,0.463,0.512,0.398,7698,0.1634,0.0096,0.0128,0.00236,0.00164,0.00148,23.37,27.85,27.95,64.3949,0.0134,69.0729,33.5012,21.9119,1078577,1531709,0.6671,0.0066,1737.0,64.3949,21.62
2000,11057,3132,45538,93227,85323,46886,803,16612,1600,0,203966,1706837,35065.802,12909.831,0.2186,10122.847,0.140,0.436,0.216,0.207,0.525,0.357,1009,0.0438,0.6234,0.084,16.0,40.7,84.4,44.17,2.00,7.63,1.53,33.01,8.24,1.039,0.184,0.046,0.044,12.129,0.409,0.0025,127,1080,1189,12396,46,0,0.000,5569,1017,2243,7797,346,1090,9621,0.00,6.06,12550,13.8621,66811,8496,498215,2503.1,-0.0,523337,23.379,2631075.518,7.08e-15,0.00068,25.34,32058,25.977,1.745,23.657,0.575,25.977,2677,3241,5139,0.4070,0.869,1.022,1.231,1.029,0.925,1.117,15814.931,11019.695,12021.352,15731.293,17436.004,780.193,1304.859,701.931,0.532,0.492,0.559,0.565,0.485,0.504,11770,19033,0.5938,0.4084,0.4559,0.9991,0.0637,0.0554,0.5211,0.7484,0.8146,0.0991,0.0214,0.0183,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7414,0.9987,0.6193,0.6424,0.9990,0.0637,0.0554,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2152,5.2665,5.4205,0.0553,0.1317,0.1032,0.183,0.246,0.266,0.183,1331,0.0939,0.0027,0.0018,0.00231,0.00106,0.00088,26.04,27.67,27.51,131.3018,0.0232,33.4248,15.1268,8.2520,1093090,1527490,1.4148,0.0574,3073.7,131.3018,26.00
3000,8325,2266,43183,90034,82069,46254,597,14317,1490,0,199094,2027894,31147.214,12873.828,0.2340,9962.311,0.082,0.637,0.184,0.097,0.535,0.337,1156,0.0726,0.6517,0.074,17.8,40.8,77.0,42.53,2.15,10.74,0.93,28.71,7.82,1.033,0.247,0.101,0.101,11.285,0.341,0.0026,104,414,1008,12141,53,0,0.000,4559,29,1760,6536,182,1029,7114,0.00,9.65,16551,16.8923,66733,10250,463059,1613.1,-0.0,556988,14.041,2631075.518,1.68e-14,0.00233,14.43,29959,20.312,1.733,18.306,0.274,20.313,2342,2810,3173,0.4788,0.891,1.004,1.229,1.016,0.946,1.121,12793.546,12043.572,8719.300,12681.796,19708.427,714.968,987.748,1208.802,0.552,0.518,0.543,0.528,0.467,0.549,11652,22859,0.7271,0.4502,0.4626,0.9982,0.0517,0.0577,0.5518,0.8374,0.8379,0.1003,0.0262,0.0211,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,6267,0.9975,0.6465,0.6546,0.9983,0.0517,0.0577,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0656,4.9505,5.1465,0.0575,0.1022,0.0824,0.137,0.160,0.220,0.088,982,0.1030,0.0047,0.0037,0.00204,0.00099,0.00090,23.44,27.18,27.01,638.8569,0.0353,32.8517,5.5593,8.4816,1096036,1527495,1.8968,0.1107,3699.3,638.8569,22.38
4000,8143,3353,54278,123345,114067,68569,498,15165,1854,1,270973,2671493,42120.974,16232.580,0.2372,12215.704,0.092,0.668,0.137,0.104,0.579,0.311,1058,0.0754,0.6401,0.077,16.8,43.8,81.1,43.28,2.49,10.39,1.09,29.32,7.81,1.061,0.229,0.151,0.152,12.945,0.425,0.0024,86,370,1310,16903,122,0,0.000,4889,49,1804,6290,233,1224,6686,0.25,7.74,11008,17.6828,66688,11174,432028,2744.3,0.0,596045,15.333,2631075.518,1.17e-14,0.01002,37.93,40009,23.980,1.734,21.924,0.323,23.980,3066,2148,2929,0.4237,0.891,1.027,1.300,1.054,0.950,1.149,13443.976,11586.842,23371.992,13300.283,17664.404,1570.900,1134.224,1311.752,0.653,0.551,0.537,0.674,0.438,0.497,14369,29494,0.6913,0.4163,0.4394,0.9986,0.0488,0.0699,0.5488,0.8393,0.8391,0.0957,0.0251,0.0240,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,6701,0.9992,0.6964,0.7665,0.9985,0.0488,0.0699,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0839,5.1046,5.4325,0.0632,0.1249,0.1099,0.206,0.177,0.259,0.131,1245,0.0878,0.0050,0.0033,0.00244,0.00095,0.00082,27.04,27.09,26.80,1477.7682,0.0482,31.4497,7.2300,8.1033,1096252,1526724,1.9496,0.1275,3499.9,1477.7682,25.42
5000,10577,2435,46015,99632,91468,53116,501,13997,1527,4,225010,2219152,34720.864,12301.410,0.2398,8929.134,0.069,0.674,0.156,0.101,0.557,0.329,526,0.0522,0.6473,0.067,18.6,45.1,74.0,43.70,2.12,8.96,0.87,31.74,7.84,1.044,0.200,0.142,0.146,9.744,0.318,0.0026,96,424,1619,15766,247,11,0.385,5596,79,2003,8495,490,1249,8838,1.75,10.60,13445,16.2508,66682,11969,407333,3473.4,-0.0,624125,13.238,2631075.518,9.91e-15,0.00058,12.68,32822,20.681,1.718,18.488,0.475,20.682,3366,3324,3887,0.4497,0.863,1.014,1.295,1.061,0.928,1.129,13757.303,12096.725,11839.944,13601.461,18208.593,910.172,1029.707,1432.396,0.616,0.547,0.525,0.560,0.498,0.555,18263,22875,0.6357,0.3741,0.3211,0.9958,0.0502,0.0722,0.5640,0.8210,0.8289,0.1024,0.0175,0.0161,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4397,0.9991,0.7365,0.7639,0.9981,0.0503,0.0722,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4001,4.9994,5.4385,0.0475,0.0878,0.0716,0.114,0.156,0.191,0.088,781,0.0695,0.0030,0.0025,0.00241,0.00101,0.00086,25.46,27.74,27.75,1582.1923,0.0414,32.2981,5.4131,7.8253,1098149,1524131,1.3703,0.0931,3257.7,1582.1923,23.03
6000,7316,2677,47865,100763,90775,52515,383,15953,1696,5,291104,2628479,36786.604,13840.534,0.2296,9662.454,0.055,0.733,0.142,0.070,0.558,0.322,874,0.0943,0.6377,0.067,17.1,43.8,76.9,40.34,3.25,11.42,0.79,24.88,7.66,1.080,0.251,0.237,0.252,12.701,0.425,0.0027,94,384,1741,17885,332,16,0.324,4692,231,1323,5762,604,1128,5584,3.25,11.81,12685,16.7620,66694,12620,379002,1579.0,-0.0,658068,15.157,2631075.518,3.01e-15,0.00015,23.20,34931,23.502,1.743,21.505,0.253,23.503,3384,1697,2235,0.3837,0.863,1.041,1.351,1.089,0.938,1.173,12998.170,10665.461,17592.072,12806.204,16050.781,1935.126,1216.483,1026.471,0.615,0.519,0.533,0.588,0.463,0.514,20583,28464,0.6770,0.4077,0.3951,0.9989,0.0531,0.0731,0.5741,0.9102,0.8956,0.1310,0.0192,0.0215,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3743,0.9990,0.8071,0.8149,0.9986,0.0533,0.0732,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3551,5.1817,5.6231,0.0602,0.0897,0.0768,0.186,0.105,0.189,0.095,1265,0.0789,0.0041,0.0034,0.00243,0.00095,0.00079,22.60,26.39,26.66,1721.5565,0.0649,29.3346,7.2317,7.9255,1099533,1524453,0.7201,0.0292,2979.0,1721.5565,19.40
7000,6963,2487,44260,84206,74964,39522,424,15259,1586,5,249143,2431787,33027.323,11781.341,0.2520,7857.440,0.080,0.745,0.119,0.056,0.552,0.323,903,0.0969,0.6346,0.074,18.9,47.6,86.8,43.56,3.37,10.51,0.75,28.93,7.78,1.097,0.235,0.219,0.230,11.949,0.384,0.0028,95,424,1725,16764,481,20,0.419,4286,534,1102,5327,576,999,5388,4.00,11.78,13150,18.1218,66759,13916,354608,2404.7,-0.0,688170,14.609,2631075.518,3.54e-15,0.00088,24.47,29571,20.923,1.755,18.948,0.221,20.924,3200,1400,2363,0.3519,0.891,1.052,1.392,1.102,0.934,1.187,10576.422,9666.799,16185.345,10415.442,14283.976,1756.733,842.252,1324.916,0.608,0.517,0.515,0.511,0.433,0.469,25805,22901,0.5497,0.3206,0.3224,0.9995,0.0583,0.0741,0.5624,0.7949,0.8403,0.1279,0.0230,0.0215,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3482,0.9996,0.7446,0.7706,0.9990,0.0585,0.0742,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3690,5.1735,5.4830,0.0538,0.0859,0.0754,0.151,0.112,0.125,0.147,1380,0.0917,0.0047,0.0041,0.00234,0.00079,0.00076,27.17,26.76,26.93,1633.4148,0.0675,25.1779,7.6364,6.9729,1101053,1523365,0.5827,0.0134,2813.8,1633.4148,21.78
8000,7724,2106,40050,76380,68510,36032,298,12079,1361,9,208715,2014964,28947.778,10262.942,0.2413,7115.418,0.058,0.754,0.114,0.074,0.539,0.337,724,0.0720,0.6335,0.080,18.4,44.0,77.7,41.94,2.26,10.03,0.85,28.81,7.70,1.093,0.229,0.137,0.148,9.881,0.349,0.0026,89,415,1158,12961,190,19,0.269,4609,415,961,6348,610,638,6476,3.00,11.49,15398,18.1048,66653,15082,337349,2328.0,-0.0,711498,11.294,2631075.518,5.66e-15,0.00077,7.77,26451,17.920,1.754,15.858,0.308,17.920,2572,1883,3269,0.3488,0.891,1.044,1.388,1.093,0.932,1.186,9797.557,9040.853,13207.875,9648.339,13206.982,1478.463,684.799,984.262,0.581,0.502,0.523,0.495,0.454,0.474,31650,21593,0.5231,0.2371,0.2738,0.9997,0.0572,0.0671,0.5520,0.8575,0.8827,0.1109,0.0104,0.0156,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3330,0.9984,0.7490,0.7296,0.9984,0.0572,0.0671,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3043,5.4200,5.5635,0.0458,0.0977,0.0887,0.164,0.142,0.118,0.157,917,0.0746,0.0037,0.0041,0.00243,0.00069,0.00067,23.16,27.49,27.50,1479.8148,0.0596,23.2366,5.6799,5.6141,1103115,1521584,1.0607,0.1026,2832.9,1479.8148,16.84
9000,5914,1935,39618,88419,81949,48609,192,9833,810,6,150763,1756954,32017.167,10224.196,0.2427,7937.454,0.070,0.735,0.106,0.089,0.551,0.335,637,0.0750,0.6196,0.070,21.1,45.8,81.1,42.62,3.02,10.23,0.65,28.72,7.78,1.100,0.225,0.211,0.222,11.220,0.357,0.0024,69,368,963,9728,217,16,0.312,3498,14,983,4917,126,922,4866,2.50,11.03,17134,19.5336,66644,15300,321369,1898.6,0.0,728420,9.625,2631075.518,5.84e-15,0.00171,30.68,31035,16.884,1.759,14.964,0.162,16.884,2455,1338,2121,0.3225,0.909,1.052,1.386,1.135,0.939,1.163,10156.603,10782.239,14869.766,10054.555,15030.299,1077.204,518.670,690.869,0.606,0.504,0.528,0.593,0.520,0.539,33412,26462,0.5960,0.2170,0.2385,0.9993,0.0577,0.0680,0.5573,0.8274,0.9062,0.1316,0.0205,0.0139,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3682,0.9991,0.7865,0.8659,0.9981,0.0577,0.0680,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6790,5.3797,5.4394,0.0489,0.0790,0.0621,0.118,0.086,0.087,0.122,635,0.0613,0.0022,0.0045,0.00246,0.00089,0.00082,25.94,27.07,27.27,1403.0499,0.0495,25.5060,4.4114,5.2140,1104101,1521578,1.9262,0.1860,2902.7,1403.0499,18.95
10000,9003,2268,49825,111670,103772,61493,352,11829,1758,1,219906,2206442,36903.848,12735.828,0.2529,9260.575,0.119,0.711,0.081,0.089,0.569,0.319,760,0.0582,0.6412,0.053,18.6,45.5,79.7,42.09,2.72,8.29,1.09,29.99,7.70,1.110,0.187,0.176,0.191,9.812,0.317,0.0024,73,332,855,13347,123,18,0.579,4881,17,1278,7708,260,1462,7281,3.00,10.51,20518,21.4478,66652,14279,305994,3567.6,-0.0,740154,10.805,2631075.518,1.42e-14,0.00251,11.37,36594,19.003,1.713,16.947,0.342,19.030,3179,2004,3820,0.2871,0.923,1.056,1.393,1.146,0.935,1.173,11821.917,14916.399,13237.227,11704.335,21222.860,1419.363,952.729,1103.161,0.613,0.524,0.560,0.547,0.491,0.593,32312,27852,0.6226,0.1970,0.2108,0.9996,0.0394,0.0575,0.5492,0.7543,0.7621,0.1381,0.0143,0.0194,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4524,0.9976,0.6508,0.6579,0.9986,0.0394,0.0575,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5475,5.2006,5.2016,0.0455,0.1160,0.1057,0.211,0.176,0.071,0.293,772,0.0798,0.0017,0.0028,0.00230,0.00091,0.00099,25.96,27.88,28.56,1660.5289,0.0502,33.4312,4.8138,5.9909,1104969,1518497,2.3235,0.1929,2737.4,1660.5289,19.36
