step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,11387,8930,116944,730141,699566,603209,9988,51281,1246,1,192125,4124683,180944.790,64662.815,0.1955,62315.154,0.236,0.243,0.296,0.225,0.645,0.328,518,0.0176,0.6734,0.102,15.4,50.0,95.3,49.45,4.01,5.33,3.21,36.90,8.10,1.037,0.100,0.050,0.051,26.036,0.682,0.0023,141,452,1864,7524,41,0,0.000,5552,3345,2903,5139,728,3743,6916,0.00,0.53,13250,35.2096,66665,9761,540616,2726.4,-0.0,458092,55.200,2631075.518,7.43e-15,0.00093,30.00,216336,92.730,1.806,89.988,0.936,92.731,8768,893,1726,0.4293,0.844,1.023,1.244,1.031,0.918,1.129,37309.001,11320.787,173659.674,37899.722,31700.547,1192.860,741.965,412.836,0.705,0.573,0.537,0.881,0.739,0.647,7485,52629,0.7166,0.6063,0.5366,0.9999,0.0550,0.0500,0.5267,0.7448,0.7708,0.0916,0.0423,0.0308,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16900,0.9999,0.7112,0.7152,0.9989,0.0550,0.0500,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1416,5.2466,5.2638,0.1235,0.2379,0.1980,0.456,0.466,0.529,0.389,7764,0.1632,0.0096,0.0130,0.00237,0.00165,0.00148,23.15,28.37,28.40,231.2060,0.0141,68.7927,33.6478,21.5521,1079179,1531623,0.6157,0.0066,5747.3,231.2060,21.62
2000,8901,3217,37564,81629,76755,43440,625,14432,719,0,106173,1410558,29607.438,11074.717,0.2587,9358.052,0.169,0.388,0.265,0.178,0.557,0.367,605,0.0268,0.6225,0.087,17.6,42.3,92.4,46.18,2.76,6.28,1.85,35.29,8.07,1.045,0.134,0.085,0.087,13.880,0.428,0.0024,134,1126,1113,4796,43,0,0.000,4139,801,2246,5854,347,878,7676,0.00,3.25,14822,14.8145,66756,12720,502541,2134.4,-0.0,513572,21.486,2631075.518,1.13e-14,0.00071,25.34,25329,21.964,1.758,19.877,0.330,21.965,2478,2253,4170,0.3545,0.876,1.031,1.240,1.067,0.911,1.104,12543.269,9670.560,10032.328,12497.397,16435.765,678.822,507.853,529.989,0.541,0.547,0.581,0.519,0.524,0.553,15662,17464,0.6794,0.4090,0.4604,0.9996,0.0631,0.0542,0.4923,0.6253,0.8045,0.1387,0.0166,0.0193,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6063,0.9987,0.5316,0.6621,0.9995,0.0631,0.0542,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2305,5.2276,5.4230,0.0615,0.1499,0.1334,0.298,0.293,0.386,0.209,1372,0.1007,0.0022,0.0030,0.00219,0.00082,0.00057,27.02,28.18,26.95,809.8753,0.0209,29.1126,14.5738,6.9118,1092684,1528870,1.2633,0.0563,9858.1,809.8753,26.00
3000,10409,3508,60166,141666,134179,80562,938,16738,1060,0,152825,2046340,45686.898,17149.821,0.2512,14750.688,0.118,0.466,0.230,0.185,0.577,0.330,354,0.0384,0.6507,0.090,16.4,42.7,81.8,42.06,2.91,7.23,1.47,30.45,7.91,1.066,0.152,0.166,0.173,13.373,0.385,0.0024,92,361,1141,7152,78,0,0.000,4942,26,1718,8665,181,1192,9036,0.00,6.21,16892,18.1252,66674,9625,466978,3187.3,-0.0,545442,15.704,2631075.518,1.82e-14,0.00159,14.43,44073,25.969,1.727,23.866,0.376,25.970,3330,2726,4353,0.3608,0.892,1.045,1.274,1.096,0.928,1.129,17331.641,16741.191,15541.671,17186.622,27709.294,904.954,669.130,825.050,0.675,0.511,0.564,0.632,0.555,0.560,14325,28730,0.7084,0.2981,0.3746,0.9998,0.0469,0.0427,0.5091,0.7931,0.8570,0.1424,0.0196,0.0209,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,11465,0.9977,0.6706,0.6915,0.9994,0.0469,0.0427,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2094,5.1021,5.3788,0.0640,0.1486,0.1357,0.362,0.158,0.422,0.181,665,0.0571,0.0020,0.0019,0.00241,0.00112,0.00093,23.84,27.36,27.72,3476.5098,0.0272,45.3481,5.7555,9.9486,1093494,1526741,1.7031,0.1076,10813.3,3476.5098,22.38
4000,10393,4318,44705,116651,109537,71308,638,14463,1310,3,198174,2333793,43481.145,15494.547,0.2837,11981.270,0.116,0.556,0.186,0.142,0.598,0.299,929,0.0477,0.6242,0.096,18.3,46.8,89.1,44.88,3.58,9.58,1.81,29.92,8.15,1.074,0.188,0.243,0.255,16.691,0.415,0.0023,108,439,1554,12256,227,0,0.000,5664,42,1882,8469,291,1405,8697,0.00,6.08,11857,17.3823,66708,12160,440889,2321.8,0.0,579836,16.096,2631075.518,6.55e-15,0.00123,37.93,35335,24.510,1.756,22.366,0.388,24.510,4183,2415,3795,0.3676,0.889,1.045,1.279,1.095,0.929,1.141,11850.419,10700.067,27224.804,11741.123,16496.488,1635.077,854.613,1023.587,0.721,0.487,0.543,0.718,0.520,0.537,17484,21868,0.7440,0.3789,0.3776,0.9996,0.0441,0.0594,0.5191,0.7559,0.8499,0.1401,0.0255,0.0231,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5583,0.9987,0.6035,0.6964,0.9991,0.0441,0.0594,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3062,5.4466,5.5852,0.0677,0.1753,0.1633,0.369,0.233,0.536,0.182,1494,0.0901,0.0043,0.0031,0.00225,0.00073,0.00061,27.26,27.74,26.95,5995.9066,0.0433,28.6981,7.8949,8.2014,1092503,1525578,1.7870,0.1250,9466.6,5995.9066,25.42
5000,11360,4156,48569,115932,108197,66462,901,14341,1392,7,198401,2449361,42428.424,15333.539,0.2875,11769.132,0.146,0.562,0.171,0.121,0.608,0.292,746,0.0439,0.6221,0.095,16.8,42.6,83.9,42.03,3.11,8.79,1.82,28.31,8.10,1.080,0.176,0.217,0.228,17.254,0.398,0.0022,97,424,2051,11952,294,13,0.617,6010,110,2196,9054,295,1280,9785,0.50,6.65,13418,15.6853,66688,12641,413060,2398.3,-0.0,609629,15.982,2631075.518,2.00e-14,0.00050,12.68,36323,25.196,1.785,22.982,0.429,25.196,4014,3124,4222,0.3695,0.911,1.045,1.296,1.129,0.939,1.137,14332.592,14666.879,17367.173,14194.299,22636.083,1490.735,838.720,1234.951,0.719,0.501,0.575,0.607,0.538,0.593,18865,23849,0.7209,0.3499,0.3664,0.9981,0.0467,0.0635,0.5379,0.8604,0.8647,0.1470,0.0207,0.0188,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,6949,0.9992,0.6613,0.7480,0.9981,0.0467,0.0636,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3503,5.4502,5.7102,0.0709,0.1693,0.1563,0.414,0.274,0.566,0.149,1064,0.0665,0.0028,0.0029,0.00236,0.00096,0.00085,25.71,27.60,27.78,5488.5637,0.0400,37.4320,7.3087,8.6730,1093673,1522913,1.2726,0.0915,8965.2,5488.5637,23.03
6000,12314,4745,46227,104365,96564,57351,787,14954,1067,12,205477,2665606,41123.690,14606.239,0.2821,10983.413,0.121,0.604,0.173,0.101,0.610,0.291,676,0.0432,0.6159,0.096,19.3,46.3,92.9,45.46,3.63,9.91,1.37,30.56,8.07,1.074,0.200,0.247,0.266,18.193,0.417,0.0022,105,424,3072,11516,467,15,0.727,6687,343,1735,10236,1111,1643,9560,0.50,6.57,13198,18.8240,66675,13910,386856,2347.3,-0.0,638714,16.539,2631075.518,1.43e-14,0.00013,23.20,33008,24.960,1.721,22.803,0.436,24.960,5574,2963,3777,0.3730,0.897,1.045,1.300,1.119,0.931,1.119,12069.140,11823.886,21351.862,11926.691,18828.550,1930.345,705.335,987.146,0.715,0.520,0.556,0.627,0.468,0.559,22805,24180,0.6322,0.2517,0.2978,0.9993,0.0468,0.0638,0.5066,0.8575,0.8673,0.1259,0.0243,0.0192,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4114,0.9994,0.6087,0.7312,0.9988,0.0470,0.0638,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3057,5.3579,5.5968,0.0695,0.1284,0.1189,0.314,0.156,0.434,0.127,946,0.0511,0.0025,0.0035,0.00232,0.00089,0.00082,22.83,27.41,27.48,5324.5372,0.0518,31.2751,8.0655,8.4737,1092567,1522036,0.6446,0.0290,8694.9,5324.5372,19.40
7000,7229,3781,36426,83304,76105,46433,445,13616,934,14,186546,2360521,35317.402,11964.930,0.2952,8522.891,0.113,0.644,0.159,0.084,0.595,0.295,677,0.0750,0.5971,0.078,21.1,50.1,96.0,45.24,4.63,12.47,1.36,26.79,8.07,1.113,0.238,0.366,0.398,25.851,0.460,0.0024,100,526,4287,10394,1013,18,0.124,4914,585,968,5676,456,1058,5715,1.03,7.45,15157,18.0783,66710,15542,360851,1316.2,-0.0,669671,16.355,2631075.518,2.32e-14,0.00089,24.47,25072,20.866,1.715,18.965,0.187,20.867,3987,1354,1888,0.2942,0.934,1.070,1.328,1.157,0.950,1.138,10403.940,10665.159,18126.258,10257.894,15456.141,1999.983,655.304,786.753,0.705,0.489,0.523,0.639,0.498,0.548,27063,23396,0.6666,0.2468,0.3317,0.9996,0.0476,0.0823,0.5364,0.9102,0.9166,0.1497,0.0186,0.0222,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2623,0.9992,0.6810,0.7878,0.9992,0.0477,0.0823,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3293,5.4041,5.5150,0.0923,0.1379,0.1275,0.340,0.135,0.454,0.086,928,0.0464,0.0043,0.0043,0.00233,0.00071,0.00063,27.83,26.88,26.42,4641.5759,0.0517,26.2282,9.6280,6.7272,1095233,1522785,0.4798,0.0134,9040.3,4641.5759,21.78
8000,8892,3894,43238,94693,87216,50787,668,10129,1268,27,236607,2495124,36859.537,13183.721,0.2615,9317.228,0.105,0.700,0.129,0.066,0.614,0.283,804,0.0569,0.6048,0.071,18.5,50.1,93.0,46.76,3.94,10.55,2.16,30.11,8.26,1.104,0.208,0.292,0.319,21.939,0.389,0.0019,76,404,4827,11734,1132,17,0.153,5534,624,937,7331,819,1110,6963,0.75,6.29,17013,20.6801,66568,16111,343527,2751.5,-0.0,690893,12.438,2631075.518,7.96e-15,0.00125,7.77,30356,21.028,1.755,18.985,0.287,21.028,4404,1687,2801,0.3049,0.942,1.069,1.313,1.145,0.958,1.128,10688.501,10999.122,19214.591,10531.567,16430.607,1915.633,1013.192,937.669,0.714,0.498,0.584,0.621,0.469,0.534,32406,26403,0.5973,0.2294,0.2733,0.9990,0.0468,0.0849,0.5200,0.8435,0.8524,0.1306,0.0175,0.0189,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3022,0.9993,0.7394,0.7816,0.9985,0.0468,0.0849,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4012,5.3842,5.4225,0.0798,0.1758,0.1544,0.344,0.326,0.494,0.192,726,0.0481,0.0044,0.0049,0.00242,0.00075,0.00080,24.55,27.51,27.43,4773.3944,0.0542,27.4313,6.7881,5.6503,1096373,1520514,0.8357,0.1001,9189.5,4773.3944,16.84
9000,7094,3418,45452,102934,95919,56616,866,10448,981,26,171407,2094465,38684.503,13829.955,0.2994,10622.913,0.106,0.628,0.176,0.090,0.597,0.296,654,0.0654,0.6032,0.100,17.7,52.8,92.2,45.03,4.66,10.55,2.05,27.77,8.14,1.117,0.207,0.326,0.355,25.140,0.413,0.0020,64,368,5610,9324,1249,17,0.626,4573,59,1224,5811,170,1164,5760,0.50,5.81,18360,20.1830,66496,15460,324957,2176.0,0.0,711047,12.449,2631075.518,9.38e-15,0.00611,30.68,32610,19.935,1.712,18.024,0.199,19.935,3719,1348,2027,0.2911,0.947,1.080,1.338,1.164,0.956,1.138,10725.695,13049.081,19555.175,10596.644,19155.597,1628.047,789.417,789.578,0.729,0.475,0.540,0.649,0.472,0.544,33396,31651,0.7157,0.2335,0.2720,0.9990,0.0411,0.0772,0.5382,0.8956,0.8544,0.1526,0.0414,0.0142,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3472,0.9993,0.8287,0.8095,0.9978,0.0411,0.0772,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3726,5.7556,5.5117,0.0908,0.1790,0.1608,0.345,0.285,0.479,0.191,672,0.0622,0.0028,0.0049,0.00222,0.00076,0.00083,24.95,26.93,27.03,4610.9886,0.0415,30.2740,6.8661,5.5828,1098077,1520389,1.5036,0.1824,9462.0,4610.9886,18.95
10000,9021,3595,41375,93902,87702,51914,613,9303,727,40,141394,2043390,36688.624,10838.843,0.2948,8233.532,0.075,0.642,0.189,0.094,0.611,0.295,419,0.0426,0.5982,0.077,21.0,51.2,89.2,46.04,4.04,10.13,1.50,30.36,8.03,1.107,0.192,0.289,0.316,20.857,0.357,0.0019,68,373,7040,6710,2253,18,0.463,5344,35,1418,7568,249,1291,7481,0.75,6.41,20486,21.5179,66457,15375,314136,4556.6,-0.0,723974,11.373,2631075.518,2.48e-15,0.00128,11.37,31418,19.296,1.746,17.219,0.331,19.323,4004,1932,3085,0.3012,0.918,1.070,1.352,1.176,0.939,1.122,10401.085,11693.862,18607.686,10321.356,15993.113,1619.384,555.023,430.904,0.735,0.493,0.545,0.633,0.521,0.527,36808,26699,0.6744,0.1651,0.2248,0.9999,0.0424,0.0764,0.5386,0.7489,0.7731,0.1602,0.0182,0.0185,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2074,0.9990,0.6649,0.7007,0.9988,0.0424,0.0764,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3224,5.5304,5.2276,0.0790,0.1405,0.1245,0.258,0.225,0.354,0.128,605,0.0588,0.0024,0.0047,0.00230,0.00075,0.00082,27.21,27.80,28.03,4937.3161,0.0361,26.7797,6.4629,4.9099,1099081,1518097,1.8241,0.1879,9374.9,4937.3161,19.36
