step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,4319,0.916,0.945,7.97,62746,47287,5342,835,6393,66450,1769325.0,625508.5,0.306,0.310,0.218,0.166,70,25.06,19.52,1.73,5.28,2.63,7.39,1.88,5.26,17.54,12.35,0.02,0.28,0.073,0.178,2041,0.020,0.052,0.926,0.001,0.021,344992,330093,62,0.169,0.192,0.232,8908525,0.262,3.683,0.073,10.81,106219,505,9.413,0.327,0.199,13393260,1.39,9.45,0.138,0.172,0.010,5.7,19.1,50.9,137.8,102731,0.392,0.00,0.0023,0.028,1273,0.977,0.000,0.756,0.819,4.18,5.71,5.55,0.07,0.026,1.35,1.47,1.38,0.979,0.00012,9.11,108.3158,5575.02,34068.1,140185.7,501.892,122.4094,295.927,0.000,0.998,0.000,121.5,130.898,983.172,638,2744.5,82.21,35.613,239.094,6897.9,164.834,0.134,2.00,19.5414,84399.5,0.9821,0.5717,23.79,0.999,0.167,1.5345,0.0000,0.494,0.128,0.501,0.0000,7.90,1.49,6,20,48,100,126.8398,3.5318,0.6082,0.0000,0.0000,244.7279,100.00,20.6192,420.1818,0.0,0.0000,0.0000
20000,5609,0.819,0.720,6.65,83189,66908,3337,2655,8999,103412,1061636.5,422994.7,0.248,0.437,0.203,0.112,104,15.06,17.20,0.59,3.24,2.23,6.83,1.79,6.11,11.32,9.06,0.01,0.22,0.051,0.146,1876,0.088,0.101,0.861,0.001,0.037,286744,273165,25,0.696,0.056,0.163,7274533,0.261,3.003,0.056,6.85,82803,528,4.090,0.220,0.206,15004648,1.15,16.16,0.030,0.203,0.004,3.3,7.7,41.3,121.2,89319,0.341,0.00,0.0017,0.037,1792,0.932,0.000,0.874,0.712,3.32,5.18,4.16,0.04,0.013,1.16,1.17,1.14,0.934,0.00014,2.13,63.2416,3336.22,49729.8,140185.7,83.650,81.8645,175.710,0.000,0.999,0.010,134.1,82.181,300.507,425,1690.5,58.00,11.862,155.629,6565.3,101.513,0.134,2.00,12.8798,72242.6,1.0458,0.6399,15.92,0.882,0.181,0.4655,0.0000,0.450,0.091,0.253,0.0000,8.60,1.28,4,9,40,107,76.8645,4.5418,0.5390,0.0000,0.0000,56.8336,100.00,71.4047,529.4535,0.0,0.0000,0.0000
30000,6671,0.882,0.843,5.93,218772,154233,3826,35464,24187,843529,1899811.2,1197959.8,0.145,0.567,0.197,0.092,70,19.32,25.43,0.60,3.13,3.87,9.13,1.85,6.68,10.58,8.16,0.01,0.14,0.066,0.143,2545,0.052,0.084,0.882,0.000,0.034,583627,528085,10,0.952,0.026,0.116,11858069,0.242,3.152,0.067,11.66,149872,468,1.420,0.174,0.273,41761307,1.18,17.76,0.046,0.398,0.004,3.1,7.7,64.6,145.3,112779,0.430,0.00,0.0027,0.048,1923,0.950,0.000,0.935,0.627,3.23,5.34,3.76,0.06,0.020,1.18,1.23,1.17,0.956,0.00048,8.51,115.9992,5400.91,43436.8,140185.7,471.497,116.0965,382.687,0.000,0.999,0.003,156.9,165.056,992.877,386,1424.1,65.75,18.019,270.119,6814.5,201.636,0.135,2.00,11.1408,74320.4,0.9452,0.6568,16.91,0.949,0.281,1.5345,0.0000,0.440,0.068,0.172,0.0000,8.92,1.20,4,10,49,99,151.6584,10.2120,0.5299,0.0000,0.0000,243.8339,100.00,33.2564,588.2586,0.0,0.0000,0.0000
40000,6975,0.916,0.970,6.80,148631,111452,1832,20839,14204,536705,1141715.5,666436.8,0.181,0.574,0.159,0.086,109,16.18,20.47,0.46,2.69,3.98,7.99,0.91,3.65,7.95,7.11,0.00,0.08,0.111,0.208,2811,0.110,0.086,0.881,0.001,0.032,346657,317002,4,0.763,0.021,0.153,5304865,0.249,3.459,0.075,7.31,87373,394,1.242,0.220,0.324,23639373,1.14,17.86,0.072,0.480,0.004,2.3,6.4,45.8,131.5,92768,0.354,0.00,0.0021,0.054,2005,0.905,0.000,0.891,0.574,2.94,4.88,3.33,0.04,0.020,1.14,1.17,1.13,0.912,0.00042,2.39,62.3684,5977.27,50910.6,140185.7,80.731,74.0374,211.855,0.000,0.999,0.025,140.1,93.643,300.455,395,1465.1,65.98,11.299,159.623,8274.8,111.638,0.135,2.00,9.2621,64603.2,1.0780,0.5798,13.30,1.012,0.355,0.4655,0.0000,0.459,0.068,0.218,0.0000,8.48,1.51,3,8,32,121,85.2880,5.4319,0.4737,0.0000,0.0000,55.0390,100.00,78.4941,591.7398,0.0,0.0000,0.0000
50000,7102,1.132,1.680,18.30,487880,220600,402,233913,32838,4288590,2134110.0,3213797.8,0.216,0.558,0.143,0.082,36,18.08,12.69,0.30,2.04,3.70,4.71,0.08,1.21,6.22,5.14,0.01,0.12,0.153,0.174,2751,0.043,0.052,0.918,0.000,0.030,1298143,1081846,5,0.472,0.192,0.010,7290045,0.221,5.176,0.119,13.42,499352,220,0.749,0.238,0.430,52027538,1.13,9.55,0.251,0.577,0.004,3.1,16.0,32.0,121.8,73119,0.279,0.00,0.0048,0.052,1940,0.872,0.001,0.842,0.625,2.02,3.55,3.31,0.02,0.012,1.14,1.13,1.14,0.903,0.00196,8.30,255.3152,8952.38,50231.7,140185.7,326.193,296.4611,462.232,0.000,0.997,0.038,121.9,146.646,994.022,744,2957.5,84.34,19.694,429.757,15335.7,253.508,0.135,2.00,7.2807,51707.5,1.1504,0.5488,10.30,1.620,0.541,1.5345,0.0000,0.643,0.190,0.709,0.0000,5.78,2.54,3,10,16,81,126.0047,6.7469,0.4395,0.0000,0.0000,227.9582,100.00,37.8925,623.6412,0.0,0.0000,0.0000
60000,5540,1.158,1.541,22.63,156373,99121,494,51786,6534,1136370,1094685.0,1132729.0,0.185,0.576,0.143,0.095,67,20.67,13.37,0.44,2.50,4.54,5.24,0.17,1.32,6.52,5.35,0.00,0.09,0.165,0.178,1909,0.048,0.073,0.900,0.000,0.027,426559,358789,8,0.312,0.181,0.045,1220019,0.187,5.149,0.107,9.17,212289,282,0.997,0.252,0.391,20906759,1.18,8.01,0.365,0.452,0.001,3.2,24.0,32.0,130.7,64709,0.247,0.00,0.0030,0.069,1567,0.832,0.000,0.711,0.636,2.09,3.78,3.47,0.01,0.007,1.18,1.20,1.19,0.852,0.00107,2.09,88.5657,7176.47,48711.6,140185.8,56.403,122.7997,194.795,0.000,0.994,0.003,100.6,72.489,300.436,672,2671.7,104.73,13.923,186.271,15136.7,104.256,0.133,2.00,10.3655,57424.8,1.2876,0.5988,11.68,1.622,0.529,0.4655,0.0000,0.769,0.231,0.781,0.0000,5.59,2.27,3,13,16,64,63.7193,2.8316,0.4643,0.0000,0.0000,51.1558,100.00,78.5692,534.5157,0.0,0.0000,0.0000
70000,5809,0.967,1.284,29.48,174120,106197,4333,58536,4785,1380949,1592001.6,1332149.2,0.163,0.661,0.110,0.066,40,28.47,12.21,0.80,3.25,5.99,4.51,0.02,0.53,7.58,5.24,0.02,0.18,0.202,0.145,1825,0.091,0.087,0.900,0.000,0.013,476329,387423,21,0.389,0.268,0.004,1217507,0.192,3.506,0.115,22.44,278387,254,0.965,0.264,0.275,44045372,1.33,2.96,0.562,0.380,0.011,10.0,32.0,32.0,166.3,83591,0.319,0.00,0.0036,0.066,1722,0.925,0.000,0.622,0.637,2.01,3.99,3.93,0.04,0.024,1.37,1.30,1.35,0.936,0.00108,6.69,109.1493,3642.44,32413.3,140185.8,448.795,165.2352,355.824,0.000,0.997,0.001,139.0,144.043,987.182,1461,5741.7,111.27,35.636,288.470,11248.9,172.517,0.135,2.00,13.3707,77670.6,1.0841,0.5511,14.39,1.875,0.366,1.5345,0.0000,0.824,0.192,0.882,0.0000,4.67,1.81,7,16,16,100,135.8291,1.9244,0.5815,0.0000,0.0000,239.2358,100.00,24.8400,486.0100,0.0,0.0000,0.0000
80000,4366,1.096,0.965,24.23,74306,54717,2781,16370,1881,469830,953587.5,556718.6,0.131,0.684,0.123,0.061,74,25.55,14.70,1.41,4.56,4.62,4.71,0.11,1.14,7.64,5.33,0.03,0.24,0.155,0.152,1635,0.055,0.112,0.867,0.000,0.022,218236,183344,22,0.303,0.160,0.013,238245,0.259,4.574,0.070,9.68,132861,283,1.185,0.268,0.272,21413004,1.53,7.92,0.357,0.460,0.022,6.0,30.0,39.4,116.0,60145,0.229,0.00,0.0029,0.088,1330,0.891,0.000,0.555,0.663,2.33,3.93,4.05,0.06,0.033,1.58,1.51,1.54,0.898,0.00082,1.96,54.8707,4134.26,34219.6,140185.8,76.648,101.2047,170.742,0.000,0.996,0.000,96.2,72.328,299.790,709,2964.2,159.65,16.335,163.672,8441.7,88.078,0.135,2.00,19.0200,83041.2,1.6054,0.5637,13.78,1.670,0.499,0.4655,0.0000,0.681,0.247,0.686,0.0000,5.93,2.81,5,15,18,71,67.7182,1.0111,0.5135,0.0000,0.0000,53.1336,100.00,68.8913,491.4999,0.0,0.0000,0.0000
90000,4693,1.151,1.180,27.11,109572,76494,5260,24736,2755,750539,1487695.2,839487.4,0.079,0.743,0.120,0.058,53,30.79,16.23,1.49,4.55,5.56,4.68,0.04,0.80,8.20,5.25,0.05,0.31,0.174,0.137,1769,0.098,0.090,0.897,0.000,0.012,318298,255630,20,0.182,0.159,0.004,261908,0.280,4.453,0.089,22.39,192150,298,1.119,0.243,0.190,38389062,1.57,3.93,0.469,0.439,0.032,9.0,32.0,50.0,188.0,71734,0.274,0.00,0.0039,0.078,1316,0.915,0.000,0.643,0.659,2.41,4.06,4.19,0.12,0.056,1.65,1.46,1.61,0.922,0.00125,7.61,94.3594,4994.29,31247.0,140185.8,494.133,154.1200,290.275,0.000,0.998,0.001,110.7,119.170,984.636,997,4137.4,184.70,30.156,251.196,9855.5,146.895,0.134,2.00,17.3040,81207.8,1.3621,0.5426,15.29,1.833,0.377,1.5345,0.0000,0.753,0.190,0.828,0.0000,5.08,1.96,7,16,25,77,110.9733,2.3244,0.5395,0.0000,0.0000,230.3005,100.00,21.4714,419.3143,0.0,0.0000,0.0000
100000,4330,1.148,1.033,21.73,70477,54260,2835,11271,2474,360514,956527.8,480662.5,0.071,0.746,0.124,0.059,88,24.42,16.09,1.48,4.78,4.25,4.76,0.11,1.49,7.51,4.93,0.03,0.25,0.137,0.146,1582,0.086,0.101,0.885,0.001,0.014,203619,169605,22,0.383,0.084,0.010,317336,0.276,5.381,0.065,10.43,114545,340,1.333,0.253,0.248,21347988,1.53,8.32,0.334,0.421,0.018,4.8,28.0,43.2,158.0,57821,0.221,0.00,0.0029,0.086,1380,0.858,0.000,0.679,0.659,2.38,3.85,4.07,0.06,0.029,1.59,1.51,1.54,0.864,0.00088,2.64,56.7922,5588.12,34324.1,140185.8,91.428,91.0566,162.420,0.000,0.998,0.000,92.4,68.225,298.275,538,2323.1,212.57,13.409,148.545,8756.9,87.101,0.136,1.99,18.8835,81765.7,1.7489,0.5847,13.35,1.618,0.487,0.4655,0.0000,0.621,0.224,0.604,0.0000,5.98,2.35,4,14,21,65,62.2405,2.1725,0.5104,0.0000,0.0000,52.0489,100.00,67.1001,454.3558,0.0,0.0000,0.0000
