step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,4247,1.059,1.464,8.09,56130,38369,5067,4807,5070,368654,1688361.1,950341.4,0.276,0.360,0.182,0.182,62,33.22,23.04,4.73,8.72,5.29,8.22,1.46,3.80,14.72,12.40,0.46,1.11,0.127,0.190,2843,0.024,0.039,0.951,0.000,0.010,415077,383351,56,0.190,0.155,0.266,9860774,0.254,4.338,0.117,9.41,126721,690,2.578,0.172,0.242,16018609,2.38,6.83,0.161,0.510,0.164,5.8,28.8,67.1,157.8,111257,0.424,0.00,0.0027,0.042,1368,0.974,0.000,0.729,0.865,4.37,5.54,5.55,0.52,0.178,2.64,1.58,2.70,0.980,0.00030,9.37,142.8346,6819.86,27200.3,140185.7,491.404,153.5734,261.751,0.000,0.996,0.000,97.0,106.652,983.651,1040,4490.2,83.90,33.958,248.094,12413.0,162.159,0.134,2.00,19.2086,81579.1,0.9589,0.6076,26.20,1.099,0.176,1.5345,0.0000,0.540,0.120,0.624,0.0000,7.21,1.13,6,25,49,85,102.7862,2.6192,0.6416,0.0000,0.0000,247.3464,100.00,16.4246,350.9641,0.0,0.0000,0.0000
20000,3405,1.271,1.292,8.61,39087,30393,3587,3123,2826,277411,1012977.9,527759.0,0.190,0.478,0.147,0.186,94,34.30,21.90,3.88,8.03,3.13,6.84,3.84,7.51,19.34,13.76,0.27,0.96,0.077,0.158,2047,0.073,0.057,0.935,0.000,0.008,252197,235121,28,0.364,0.074,0.344,7801877,0.254,5.097,0.088,5.00,80547,750,1.902,0.162,0.248,14045935,2.10,4.47,0.299,0.369,0.082,7.3,33.6,64.2,161.3,102811,0.392,0.00,0.0015,0.043,927,0.956,0.000,0.746,0.846,4.72,5.86,5.78,0.30,0.091,2.34,1.63,2.28,0.961,0.00044,1.65,78.3431,8028.91,30847.8,140185.7,67.375,118.8314,146.097,0.000,0.997,0.000,86.3,62.045,301.886,670,2866.5,118.90,9.416,175.510,10047.9,97.941,0.135,2.00,23.9116,81418.8,1.0446,0.5625,30.19,1.075,0.166,0.4655,0.0000,0.582,0.101,0.786,0.0000,6.89,0.95,7,32,49,95,58.5125,2.0360,0.5665,0.0000,0.0000,55.5590,100.00,65.7674,453.0161,0.0,0.0000,0.0000
30000,4678,1.079,1.220,8.83,63243,44626,5401,7630,4313,600011,1653805.1,1034651.2,0.123,0.590,0.131,0.155,65,30.68,21.73,4.69,8.22,3.97,6.77,1.21,3.50,13.77,11.45,0.56,1.34,0.101,0.159,3208,0.027,0.041,0.949,0.000,0.010,425244,380288,30,0.291,0.274,0.219,11442762,0.224,4.039,0.096,9.33,145233,735,1.724,0.168,0.233,30009186,2.40,5.86,0.154,0.517,0.173,6.5,26.4,63.1,170.4,110565,0.422,0.00,0.0026,0.039,1343,0.970,0.000,0.781,0.852,4.16,5.31,5.33,0.60,0.183,2.69,1.62,2.73,0.975,0.00048,6.34,139.4524,6747.67,29742.7,140185.7,465.658,180.5584,270.849,0.000,0.998,0.000,111.8,109.955,995.241,607,2400.6,87.23,16.008,281.291,10619.2,173.085,0.134,2.00,17.6187,82420.1,1.0783,0.6266,23.64,1.136,0.180,1.5345,0.0000,0.558,0.098,0.716,0.0000,6.72,0.97,6,22,48,81,103.8783,3.8474,0.6116,0.0000,0.0000,243.0025,100.00,20.9991,403.7111,0.0,0.0000,0.0000
40000,4440,1.064,1.127,9.63,50223,38793,3324,4483,3861,304426,1061503.6,602145.4,0.123,0.608,0.140,0.129,104,27.35,19.67,2.46,5.74,4.67,7.26,1.20,3.54,12.00,9.82,0.26,0.87,0.143,0.194,2747,0.015,0.065,0.922,0.000,0.013,284795,262918,32,0.436,0.202,0.193,5429021,0.223,4.343,0.078,5.26,97823,695,1.978,0.197,0.248,20571392,1.69,6.72,0.093,0.451,0.095,5.6,22.8,55.3,149.4,90228,0.344,0.00,0.0020,0.051,1171,0.957,0.000,0.839,0.824,3.88,4.96,5.12,0.34,0.117,1.85,1.36,1.81,0.961,0.00039,2.15,82.0359,6058.72,37743.1,140185.7,71.597,110.7501,160.325,0.000,0.998,0.000,92.4,68.314,301.123,426,1589.8,69.92,8.120,173.002,10569.5,103.312,0.135,2.00,17.2837,76739.5,1.2721,0.6431,20.32,1.257,0.200,0.4655,0.0000,0.558,0.085,0.769,0.0000,6.65,0.91,4,17,42,81,63.8033,2.7889,0.5887,0.0000,0.0000,53.0813,100.00,65.2613,468.9025,0.0,0.0000,0.0000
50000,5473,1.014,1.260,10.36,78946,56513,5587,10001,5812,619327,1638871.4,1052146.6,0.076,0.669,0.150,0.105,69,27.47,19.91,3.28,6.96,4.11,6.16,0.95,3.43,10.07,8.48,0.42,1.13,0.118,0.155,3799,0.008,0.045,0.944,0.000,0.010,419480,376001,49,0.241,0.292,0.176,11051368,0.198,4.271,0.093,9.70,144270,695,1.699,0.162,0.309,38589722,1.97,6.19,0.127,0.596,0.142,5.8,23.4,55.6,145.9,100816,0.385,0.00,0.0030,0.050,1616,0.973,0.000,0.894,0.812,3.58,4.67,4.71,0.47,0.157,2.18,1.46,2.20,0.977,0.00045,7.20,129.9871,7805.22,33778.1,140185.8,473.996,165.6601,282.270,0.000,0.997,0.000,116.2,114.641,995.244,592,2280.2,67.92,14.640,270.994,10333.5,171.335,0.135,2.00,14.0848,77086.3,1.1662,0.6953,18.42,1.383,0.347,1.5345,0.0000,0.532,0.112,0.639,0.0000,6.19,1.28,4,15,39,68,108.4239,3.7414,0.6064,0.0000,0.0000,243.7351,100.00,24.0852,437.4277,0.0,0.0000,0.0000
60000,5209,1.259,1.619,13.51,67540,49555,3037,10902,4310,510654,1075712.8,768606.8,0.111,0.655,0.135,0.099,103,23.39,15.69,1.17,4.45,4.94,5.20,0.35,2.08,7.18,6.83,0.11,0.54,0.188,0.171,2984,0.016,0.052,0.930,0.000,0.018,301743,268305,24,0.438,0.176,0.059,4551811,0.214,5.709,0.103,6.35,101917,560,1.505,0.186,0.389,24155596,1.36,5.46,0.228,0.647,0.045,4.1,23.5,41.9,141.1,71072,0.271,0.00,0.0029,0.067,1319,0.930,0.000,0.839,0.777,2.68,3.80,4.05,0.13,0.060,1.42,1.21,1.43,0.937,0.00061,2.58,84.0765,8963.66,44010.0,140185.8,64.590,117.3586,173.151,0.000,0.997,0.000,96.5,69.778,298.654,362,1223.9,97.14,7.929,179.764,16116.7,104.321,0.136,2.00,11.6271,60565.4,1.4322,0.7159,13.64,1.674,0.404,0.4655,0.0000,0.523,0.140,0.588,0.0000,5.24,1.47,3,13,25,81,63.3912,3.1950,0.4838,0.0000,0.0000,51.8050,100.00,66.2697,475.6851,0.0,0.0000,0.0000
70000,4424,1.111,1.300,18.92,161674,91422,2354,63049,5634,1926913,1801717.6,1918174.9,0.060,0.694,0.154,0.091,41,36.96,22.04,5.46,8.81,5.53,6.49,0.84,3.26,11.35,8.81,0.57,1.19,0.132,0.142,2680,0.052,0.045,0.947,0.000,0.008,644853,516558,11,0.394,0.224,0.204,5484414,0.167,4.280,0.101,9.99,306846,361,0.995,0.195,0.299,43565210,2.68,4.33,0.232,0.664,0.207,9.1,32.0,63.1,161.8,102555,0.391,0.00,0.0036,0.068,1325,0.911,0.000,0.775,0.750,3.99,4.81,5.36,0.60,0.216,2.90,1.86,3.19,0.928,0.00200,7.03,174.7134,6077.58,29434.9,140185.8,387.177,270.9881,324.777,0.000,0.997,0.000,99.3,111.765,994.806,747,3141.8,80.10,15.812,374.218,11871.7,198.350,0.134,2.00,18.3463,81164.2,1.1048,0.6500,23.18,1.461,0.469,1.5345,0.0000,0.497,0.229,0.582,0.0000,6.14,1.37,7,20,48,81,100.2651,2.6310,0.6408,0.0000,0.0000,227.2111,100.00,29.3304,487.9469,0.0,0.0000,0.0000
80000,3847,1.468,1.110,28.00,64148,48723,2885,10745,2372,584910,1045931.1,643817.2,0.051,0.735,0.107,0.107,77,31.93,19.73,0.46,2.76,7.18,6.55,0.12,1.32,9.83,8.99,0.03,0.34,0.194,0.158,1714,0.056,0.075,0.908,0.000,0.017,232959,187373,12,0.258,0.142,0.018,3031494,0.180,4.844,0.076,8.04,115783,457,1.101,0.208,0.316,20266334,1.15,4.35,0.470,0.436,0.010,5.8,32.0,50.0,288.0,67693,0.258,0.00,0.0028,0.104,1091,0.845,0.000,0.696,0.727,3.11,4.12,4.39,0.05,0.018,1.14,1.13,1.18,0.854,0.00174,3.01,72.2085,6136.47,35594.2,140185.8,68.867,114.8982,165.405,0.000,0.997,0.000,85.6,67.200,296.724,456,1814.0,130.05,8.707,173.443,10030.3,98.367,0.134,2.00,20.3329,78220.7,1.5879,0.5538,17.60,1.751,0.421,0.4655,0.0000,0.275,0.192,0.109,0.0000,5.32,1.36,4,16,25,144,58.5228,1.9881,0.4598,0.0000,0.0000,51.7287,100.00,65.5138,457.9782,0.0,0.0000,0.0000
90000,4500,1.349,1.101,34.88,84067,58355,5555,17794,1710,811066,1470587.5,828376.4,0.032,0.749,0.121,0.098,52,41.13,18.95,0.21,1.97,9.61,6.55,0.00,0.12,10.71,7.66,0.00,0.09,0.229,0.127,1481,0.067,0.068,0.922,0.000,0.011,253819,186480,34,0.153,0.361,0.002,297007,0.237,3.356,0.094,17.12,151128,356,1.021,0.210,0.177,34421740,1.07,1.29,0.711,0.274,0.001,18.0,46.0,50.0,226.0,92377,0.352,0.00,0.0031,0.074,1314,0.908,0.000,0.391,0.671,3.38,4.52,4.58,0.02,0.008,1.07,1.07,1.07,0.916,0.00165,7.13,91.1443,4935.75,24304.6,140185.8,510.354,135.6451,286.366,0.000,0.998,0.000,114.8,116.038,989.313,1073,4501.3,79.87,24.440,235.691,8288.0,148.662,0.134,2.00,19.5470,87961.3,1.1398,0.5048,20.53,1.985,0.118,1.5345,0.0000,0.237,0.177,0.116,0.0000,4.86,0.91,10,23,25,102,107.4944,1.1013,0.5596,0.0000,0.0000,235.3273,100.00,20.0581,399.3853,0.0,0.0000,0.0000
100000,3127,1.633,1.240,35.89,42680,33318,3290,6988,457,378162,988804.5,479340.3,0.037,0.712,0.131,0.120,74,40.71,20.75,0.13,0.94,9.74,6.25,0.00,0.00,10.35,8.35,0.00,0.03,0.232,0.120,1134,0.097,0.092,0.898,0.000,0.010,163330,126952,33,0.269,0.135,0.000,16784,0.233,5.417,0.080,7.52,108228,423,1.268,0.228,0.182,17544037,1.04,1.56,0.665,0.304,0.001,16.0,40.0,50.0,338.0,63230,0.241,0.00,0.0031,0.090,907,0.877,0.000,0.335,0.740,3.37,4.47,4.52,0.02,0.014,1.03,1.06,1.04,0.883,0.00162,2.04,63.6221,5939.97,25603.2,140185.8,81.513,104.0001,159.365,0.000,0.996,0.000,72.4,64.935,300.515,740,3370.9,183.04,10.822,161.284,10729.9,93.284,0.136,2.00,27.6778,86548.4,1.7143,0.5507,20.22,2.000,0.001,0.4655,0.0000,0.270,0.185,0.130,0.0000,4.88,1.05,8,20,25,169,59.3812,0.4865,0.5158,0.0000,0.0000,52.7328,100.00,59.2118,434.1802,0.0,0.0000,0.0000
