step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,1287,26.24,2.64,1.47,2.18,17.87,0.02,1.69,0.008,0.356,565043.1,183736.1,25,47,4.37,1.66,1.83,32.6656,1427.02,12689.7,60.3517,2.5247,5462,37.1073,140,76.7246,503980.7,165.42,5.8141,0.0,0.0000
10000,1,1378,22.77,2.01,2.43,1.96,15.22,0.02,1.47,0.007,0.343,585785.7,202729.3,36,66,4.07,1.44,1.55,37.4873,1706.33,19089.0,55.0038,2.1267,5461,37.1005,147,84.0224,532156.2,81.35,40.3669,0.0,0.0000
10000,2,1021,23.55,1.94,2.39,0.91,15.84,0.04,1.42,0.012,0.244,463269.3,153629.7,27,58,3.98,1.36,1.58,27.5079,657.51,23660.5,30.6240,2.0737,5461,37.1005,173,65.0011,402375.7,53.21,74.2316,0.0,0.0000
20000,0,1538,16.03,0.42,3.40,0.40,9.89,0.01,1.13,0.003,0.249,397285.1,142222.9,6,132,3.32,1.11,1.17,22.0355,814.22,13855.4,13.5063,3.2326,5462,20.2626,56,51.4691,366982.0,165.42,2.1650,0.0,0.0000
20000,1,1271,17.45,0.58,3.95,0.17,10.27,0.01,1.16,0.002,0.217,216838.5,76108.4,3,105,3.48,1.12,1.24,11.2417,719.33,21016.3,3.9378,3.3648,5461,20.2589,52,26.9904,184059.1,81.35,8.9491,0.0,0.0000
20000,2,935,20.31,0.70,5.62,0.34,10.48,0.01,1.18,0.003,0.183,136922.3,41135.0,3,167,3.77,1.08,1.28,5.7233,466.57,34226.1,0.9959,3.5172,5461,20.2589,50,15.1991,101510.8,53.21,15.1301,0.0,0.0000
30000,0,1568,21.43,0.51,6.40,0.35,8.45,0.00,1.17,0.000,0.282,534131.8,274210.9,1,121,3.20,1.13,1.24,33.0528,1568.93,15581.9,63.5023,1.6737,5462,34.2821,60,82.2042,523864.6,165.42,5.7479,0.0,0.0000
30000,1,1490,22.48,0.48,6.71,0.43,8.72,0.00,1.15,0.002,0.277,531553.9,274931.0,1,127,3.31,1.12,1.19,34.0419,1469.02,19518.5,60.5268,1.7498,5461,34.2758,94,83.7262,518591.0,81.35,38.6287,0.0,0.0000
30000,2,1007,25.33,0.70,7.48,0.60,9.38,0.01,1.17,0.004,0.210,399903.9,210653.7,1,99,3.50,1.15,1.23,23.4617,697.16,26997.2,29.5850,1.9893,5461,34.2758,132,60.3727,383280.2,53.21,68.1439,0.0,0.0000
40000,0,2077,15.59,0.52,3.55,0.15,6.38,0.00,1.20,0.000,0.254,405387.5,250762.5,7,167,2.72,1.15,1.25,23.4311,1518.28,14514.6,9.9027,2.3024,5462,18.9385,35,59.7760,383773.9,165.42,2.0777,0.0,0.0000
40000,1,1535,14.92,0.53,3.28,0.09,6.43,0.00,1.19,0.000,0.178,197118.7,117052.8,5,167,2.80,1.14,1.26,9.9326,1161.26,23430.9,2.5093,2.4812,5461,18.9350,60,26.4492,173192.6,81.35,7.9327,0.0,0.0000
40000,2,1518,14.00,0.35,3.29,0.04,6.01,0.00,1.13,0.000,0.170,137570.0,71693.4,3,212,2.73,1.12,1.18,5.9485,621.17,34800.0,0.7475,2.6163,5461,18.9350,71,17.9352,111442.5,53.21,15.4419,0.0,0.0000
