step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
60000,5209,0.4838,60565.4,548,2068,1822,1319,188,160,130,8072,13078,22860,0,0,0
61000,5734,0.4676,58606.6,514,2179,2116,1439,196,207,159,6470,11441,22248,0,0,0
62000,6357,0.4244,50489.7,404,2165,2389,1803,241,230,237,6455,10946,20336,0,0,0
63000,6410,0.4465,60880.1,451,2203,2475,1732,291,224,257,5560,8998,18647,0,0,0
64000,7172,0.4591,61316.7,400,2360,2721,2091,279,222,236,6575,8434,17753,0,0,0
65000,6852,0.4682,61936.3,478,2313,2505,2034,237,227,208,6439,8206,16257,0,0,0
66000,6541,0.5103,67271.8,540,2185,2334,2022,264,195,249,6052,7803,15775,0,0,0
67000,5750,0.6017,81848.9,740,1926,2002,1822,232,170,209,5030,7812,13433,0,0,0
68000,5307,0.6490,82575.9,915,1909,1774,1624,191,136,203,4558,7769,12678,0,0,0
69000,4860,0.6508,84026.1,1023,1729,1669,1462,162,144,151,4845,7444,12807,0,0,0
70000,4424,0.6408,81164.2,1028,1550,1549,1325,140,159,157,5520,9269,14646,0,0,0
71000,4212,0.6135,75628.6,947,1612,1448,1152,155,172,166,6913,12319,17871,0,0,0
72000,3875,0.6320,64999.0,917,1542,1312,1021,136,163,154,9996,17215,24304,0,0,0
73000,2915,0.6659,51474.9,1018,1314,926,675,109,148,145,12911,24982,33273,0,0,0
74000,2052,0.6818,33748.7,1041,1195,502,355,73,148,117,18262,33724,41445,0,0,0
75000,1440,0.6069,25060.0,788,1140,235,65,46,110,50,19099,38221,46792,0,0,0
76000,1470,0.5218,24369.4,706,1098,255,117,74,122,108,18197,37865,48733,0,0,0
77000,2351,0.4921,32515.4,539,1286,614,451,93,156,213,16158,32682,45666,0,0,0
78000,3042,0.4638,45395.2,539,1376,998,668,148,158,201,14102,24026,37337,0,0,0
79000,3303,0.4662,67187.0,701,1359,1102,842,154,190,186,9133,14943,25433,0,0,0
80000,3847,0.4598,78220.7,720,1513,1243,1091,194,208,189,6711,10563,18320,0,0,0
81000,4070,0.5118,85267.0,777,1553,1299,1218,212,227,261,5305,8378,14025,0,0,0
82000,4425,0.5424,88051.2,800,1632,1471,1322,220,191,239,4674,8000,13186,0,0,0
83000,4720,0.5504,91280.9,827,1748,1553,1419,208,183,214,3587,6701,11532,0,0,0
84000,4896,0.5729,91378.9,866,1813,1520,1563,214,199,233,3430,6352,10535,0,0,0
85000,4707,0.5900,91640.5,937,1585,1590,1532,182,198,212,3177,5442,9601,0,0,0
86000,4796,0.5934,94266.5,963,1620,1622,1554,197,185,212,3127,5413,8862,0,0,0
87000,4878,0.5619,91623.7,930,1687,1621,1570,189,166,178,2876,5312,8689,0,0,0
88000,4658,0.5863,92845.7,957,1614,1588,1456,195,156,201,3315,5848,9678,0,0,0
89000,4626,0.5694,90694.4,941,1566,1632,1428,174,153,193,3269,5734,10517,0,0,0
90000,4500,0.5596,87961.3,921,1566,1620,1314,194,139,200,3762,7463,13079,0,0,0
91000,4136,0.5730,84919.6,944,1554,1380,1202,179,151,173,4313,9209,16799,0,0,0
92000,3472,0.6008,75132.3,978,1375,1210,887,160,148,188,6090,13882,22910,0,0,0
93000,2761,0.5969,57890.0,990,1288,882,591,149,139,157,9356,22276,31909,0,0,0
94000,1895,0.6290,41586.8,1105,1212,385,298,94,97,148,12756,30721,41847,0,0,0
95000,1325,0.5857,29822.6,1045,1048,200,77,43,98,61,14910,35554,47933,0,0,0
96000,1318,0.5258,29424.2,867,1047,195,76,32,120,68,14656,34980,48619,0,0,0
97000,1787,0.4706,34897.0,699,1116,420,251,61,143,124,13127,30207,45118,0,0,0
98000,2472,0.4745,54760.5,698,1080,810,582,115,124,159,9860,19869,34372,0,0,0
99000,2789,0.4801,75950.8,841,1105,922,762,150,121,195,6004,11306,21568,0,0,0
100000,3127,0.5158,86548.4,911,1183,1037,907,147,135,179,4709,7289,13605,0,0,0
