step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,3191,0.7982,100072.1,877,1058,1114,1019,11,21,32,4165,5935,9198,0,0,0
2000,2869,0.9136,105967.2,1741,938,993,938,15,22,32,1753,3256,6038,0,0,0
3000,2898,0.9165,103324.2,2518,993,1009,896,16,22,33,1241,2348,4359,0,0,0
4000,3864,0.6361,94867.1,744,1357,1323,1184,48,49,37,5236,7403,11774,0,0,0
5000,3607,0.6892,99619.1,1117,1337,1214,1056,61,58,36,3038,5226,8210,0,0,0
6000,3898,0.6993,102293.3,1375,1481,1274,1143,69,74,73,2919,4587,6551,0,0,0
7000,4679,0.5751,89106.2,806,1610,1680,1389,85,80,91,4164,6203,9656,0,0,0
8000,4579,0.6427,92213.9,963,1585,1549,1445,81,93,77,3986,6502,9906,0,0,0
9000,4522,0.6822,88740.1,1111,1557,1488,1477,100,80,78,4152,6762,11763,0,0,0
10000,4247,0.6416,81579.1,1055,1441,1438,1368,90,88,75,4601,7929,14670,0,0,0
11000,4102,0.6511,79085.8,1031,1518,1453,1131,88,97,70,5644,10629,17590,0,0,0
12000,3659,0.7073,68556.7,1102,1495,1244,920,82,86,79,7505,15632,25235,0,0,0
13000,3052,0.7258,49002.5,1183,1419,977,656,74,88,58,11379,24745,35751,0,0,0
14000,2256,0.7340,27781.2,1156,1424,544,288,52,70,35,17137,34197,45067,0,0,0
15000,1565,0.7073,20838.8,1068,1246,280,39,38,66,13,18026,38545,49548,0,0,0
16000,1289,0.6447,21642.5,1118,1066,199,24,31,44,17,16287,37813,50337,0,0,0
17000,1740,0.5805,27322.4,742,1231,332,177,40,33,42,13497,33344,48306,0,0,0
18000,2510,0.5825,46352.4,732,1267,724,519,67,67,90,10124,23492,40049,0,0,0
19000,3167,0.5898,67428.4,864,1346,1026,795,71,74,99,6685,14521,27973,0,0,0
20000,3405,0.5665,81418.8,966,1353,1125,927,61,86,83,4867,8748,17234,0,0,0
21000,3933,0.5721,83637.6,897,1481,1414,1038,73,85,80,4426,7761,13891,0,0,0
22000,4081,0.6018,88909.0,975,1434,1454,1193,76,82,93,4327,6694,12030,0,0,0
23000,4357,0.6238,88940.1,1015,1631,1497,1229,104,80,97,3779,5831,10519,0,0,0
24000,4664,0.5804,86460.8,900,1677,1529,1458,107,90,105,3682,6049,10082,0,0,0
25000,4796,0.6243,90151.8,968,1636,1716,1444,104,101,122,3806,5086,10479,0,0,0
26000,4786,0.6346,88882.0,1017,1665,1592,1529,102,80,107,4042,5578,10051,0,0,0
27000,4934,0.6303,88266.8,982,1646,1677,1611,98,86,98,4259,5927,10384,0,0,0
28000,5022,0.6284,87047.0,969,1811,1668,1543,93,108,100,4471,7204,11436,0,0,0
29000,5041,0.6080,85343.1,950,1769,1781,1491,93,103,97,5335,8276,13380,0,0,0
30000,4678,0.6116,82420.1,991,1717,1618,1343,93,91,96,5780,9389,14574,0,0,0
31000,4513,0.6242,75295.8,932,1722,1567,1224,86,90,85,7838,12574,18883,0,0,0
32000,3954,0.6571,68150.1,1004,1577,1358,1019,77,96,90,9185,17243,24387,0,0,0
33000,3289,0.6713,55727.6,1073,1621,988,680,77,94,74,11032,24374,31987,0,0,0
34000,2530,0.7126,32741.7,1104,1509,612,409,54,78,78,18001,33827,42193,0,0,0
35000,1699,0.6221,26021.2,1045,1343,290,66,42,93,19,17612,38039,47487,0,0,0
36000,1435,0.6362,23533.2,951,1164,230,41,29,58,24,17437,38128,49425,0,0,0
37000,2023,0.5546,30956.2,669,1194,526,303,31,66,38,14963,33251,45877,0,0,0
38000,2998,0.5560,48255.5,695,1390,945,663,58,84,86,11084,24163,37415,0,0,0
39000,3902,0.5669,68168.2,782,1582,1410,910,75,121,107,8133,15100,25901,0,0,0
40000,4440,0.5887,76739.5,853,1659,1610,1171,106,122,111,6965,11550,19228,0,0,0
41000,4695,0.5998,84661.1,925,1772,1680,1243,122,119,118,5739,8733,15062,0,0,0
42000,4672,0.6261,85641.8,989,1649,1680,1343,129,115,104,5032,8037,14229,0,0,0
43000,5194,0.6020,87956.3,911,1716,1819,1659,117,108,121,4790,6930,12072,0,0,0
44000,5255,0.5886,87183.7,939,1796,1891,1568,117,124,112,4918,6669,11031,0,0,0
45000,5336,0.6209,88936.9,950,1800,1941,1595,129,125,117,5194,6576,11155,0,0,0
46000,5302,0.5875,88021.8,948,1845,1757,1700,143,115,131,4823,6764,10857,0,0,0
47000,5275,0.6030,87574.2,940,1842,1786,1647,129,128,124,5114,7160,11950,0,0,0
48000,5554,0.5988,86391.2,913,1818,1972,1764,121,131,145,5858,7723,11921,0,0,0
49000,5602,0.5939,82453.3,852,1920,1907,1775,127,120,150,7021,9344,12772,0,0,0
50000,5473,0.6064,77086.3,849,1982,1875,1616,141,130,157,7003,10722,16053,0,0,0
51000,5073,0.6267,75425.3,879,1888,1801,1384,120,134,126,8068,13355,19346,0,0,0
52000,4518,0.6313,65935.1,920,1793,1583,1142,111,135,128,10426,17722,24603,0,0,0
53000,3604,0.6762,52231.5,991,1761,1109,734,113,120,107,12508,24838,32458,0,0,0
54000,2556,0.7367,32529.8,1085,1577,590,389,92,82,105,18225,34680,42438,0,0,0
55000,1827,0.6404,25333.7,1008,1495,286,46,65,75,25,19134,37467,46601,0,0,0
56000,1585,0.5868,26187.8,982,1307,211,67,35,64,40,17097,37105,47951,0,0,0
57000,2399,0.5069,35055.8,687,1455,591,353,92,70,113,14575,31976,44880,0,0,0
58000,3284,0.4896,47553.9,611,1510,996,778,126,96,115,11982,23961,36366,0,0,0
59000,4205,0.5206,62491.7,631,1812,1411,982,170,96,108,8307,17265,27728,0,0,0
