step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
66000,5827,0.5626,72468.6,700,2137,2096,1594,149,212,183,9354,11968,19582,0,0,0
67000,6011,0.5350,69594.0,648,2021,2254,1736,147,212,200,10097,12218,20521,0,0,0
68000,5711,0.5400,70978.7,695,1985,2114,1612,159,200,191,10269,12440,20940,0,0,0
69000,5239,0.5419,66202.0,674,1841,2076,1322,174,181,161,11699,14532,23709,0,0,0
70000,4840,0.5184,60298.2,652,1762,1842,1236,150,177,143,13609,17078,26998,0,0,0
71000,4040,0.5715,53463.1,744,1560,1548,932,132,147,162,16791,21710,30856,0,0,0
72000,3199,0.5849,40689.5,761,1339,1175,685,141,111,142,21820,28596,35679,0,0,0
73000,2228,0.5853,27802.3,771,1222,676,330,96,118,99,26008,34799,41843,0,0,0
74000,1529,0.5958,16586.4,771,1041,314,174,51,89,91,29501,40393,46487,0,0,0
75000,1182,0.5330,11614.7,604,946,170,66,34,112,54,29621,43403,50218,0,0,0
76000,1289,0.5112,13209.5,522,978,205,106,21,114,104,26956,43115,51520,0,0,0
77000,2043,0.4988,18262.8,488,1279,442,322,63,189,210,23866,40506,50499,0,0,0
78000,2984,0.4916,23999.5,449,1512,855,617,117,158,245,22952,35560,47112,0,0,0
79000,3660,0.4760,35850.1,474,1509,1241,910,148,124,208,20201,28767,40449,0,0,0
80000,4017,0.4914,53968.2,581,1540,1436,1041,149,105,157,15879,21250,30835,0,0,0
81000,4869,0.4662,65686.0,574,1794,1732,1343,183,127,187,12439,16146,24156,0,0,0
82000,5602,0.4739,64335.3,534,2158,1897,1547,191,144,213,13420,15844,21809,0,0,0
83000,5564,0.5187,72049.6,616,2134,1953,1477,187,195,177,10645,13720,20675,0,0,0
84000,5861,0.5137,74395.3,650,2148,2096,1617,193,194,193,10015,12667,20031,0,0,0
85000,6066,0.5106,73394.7,616,2113,2190,1763,206,199,201,9840,12269,19408,0,0,0
86000,5986,0.5257,75277.4,642,2205,2133,1648,207,177,201,9178,12396,18947,0,0,0
87000,5769,0.5235,74323.5,659,2057,2028,1684,217,166,208,9805,12767,19088,0,0,0
88000,5561,0.4987,72178.4,655,1948,2009,1604,177,178,201,10576,13718,19153,0,0,0
89000,5261,0.5193,65334.5,646,1944,1904,1413,215,141,196,12619,16882,22128,0,0,0
90000,4830,0.4994,60928.3,643,1747,1701,1382,173,123,175,14745,19212,24094,0,0,0
91000,4071,0.5303,53067.9,686,1660,1380,1031,151,108,144,17999,23401,27536,0,0,0
92000,3304,0.5297,40833.6,652,1495,1130,679,125,150,133,22729,29519,33389,0,0,0
93000,2480,0.5520,27080.3,641,1375,723,382,86,133,147,27717,36253,40457,0,0,0
94000,1620,0.6068,16739.2,733,1085,348,187,56,125,130,29287,41249,46598,0,0,0
95000,1169,0.5227,12432.6,652,944,154,71,35,92,64,28681,43332,50241,0,0,0
96000,1301,0.4950,14004.4,541,959,223,119,28,145,117,26507,42956,51782,0,0,0
97000,2049,0.4876,18352.7,486,1261,468,320,57,259,244,23806,40407,50878,0,0,0
98000,2962,0.4652,25089.8,433,1466,828,668,120,205,297,21450,36023,47581,0,0,0
99000,3618,0.4572,38962.2,494,1589,1192,837,159,167,204,17653,28545,40920,0,0,0
100000,4257,0.4639,53559.7,549,1701,1572,984,167,166,177,14925,21562,32483,0,0,0
