step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,3271,1.148,0.864,8.16,43534,31340,4918,851,4584,119600,1515510.5,730070.8,0.311,0.331,0.186,0.171,76,36.03,24.34,2.03,5.93,5.07,9.80,2.51,6.69,21.93,15.88,0.02,0.26,0.112,0.194,1819,0.033,0.042,0.946,0.000,0.012,343949,326262,57,0.251,0.250,0.197,7808626,0.278,3.587,0.065,5.97,104743,619,6.104,0.262,0.263,11965822,1.45,5.91,0.248,0.286,0.011,7.4,33.3,67.3,166.8,103191,0.394,0.00,0.0021,0.030,863,0.974,0.000,0.660,0.874,4.86,6.18,6.19,0.12,0.040,1.36,1.58,1.44,0.977,0.00023,4.33,128.6241,5499.49,39542.6,140185.7,163.695,129.7150,216.028,0.000,1.000,0.000,84.7,88.711,494.161,527,2411.6,80.07,28.126,208.497,6055.4,140.170,0.134,2.00,24.5443,80284.4,0.9588,0.5876,31.55,1.091,0.218,1.5345,0.0000,0.482,0.117,0.438,0.0000,7.55,1.06,8,32,58,121,86.2244,1.7366,0.6438,0.0000,0.0000,120.3189,100.00,25.3703,394.9428,0.0,0.0000,0.0000
20000,3046,1.474,0.970,10.20,34861,27253,2740,2033,3060,214879,714785.9,404592.0,0.240,0.446,0.154,0.160,130,33.61,25.63,1.81,4.66,7.76,10.74,1.15,4.28,14.01,12.72,0.22,0.83,0.185,0.225,2195,0.013,0.061,0.924,0.000,0.015,174559,162422,19,0.355,0.071,0.120,3095477,0.279,4.328,0.063,4.92,57832,579,1.883,0.182,0.351,9402363,1.51,6.45,0.195,0.555,0.076,5.4,29.1,69.7,144.4,75380,0.288,0.00,0.0017,0.061,713,0.916,0.000,0.735,0.802,4.32,5.44,5.37,0.40,0.125,1.47,1.49,1.56,0.922,0.00055,1.22,56.2539,6231.32,57936.5,140185.7,9.410,70.2626,109.832,0.000,1.000,0.000,62.1,47.059,148.443,239,837.3,86.76,6.094,110.561,8647.9,67.393,0.133,2.00,19.6175,59755.0,1.1479,0.5439,24.75,1.225,0.257,0.4655,0.0000,0.548,0.104,0.648,0.0000,6.94,1.14,5,23,49,106,44.0552,1.3379,0.5062,0.0000,0.0000,26.4319,100.00,81.9750,370.5178,0.0,0.0000,0.0000
30000,3707,1.141,1.089,16.47,99271,70720,1915,21663,4312,1263614,1480256.1,1362556.4,0.095,0.681,0.093,0.132,70,35.49,22.58,4.32,6.89,4.67,6.04,0.20,1.42,9.70,8.70,0.65,1.27,0.124,0.141,2570,0.025,0.041,0.946,0.001,0.012,469219,401208,22,0.218,0.452,0.038,2780096,0.202,4.130,0.077,5.53,209781,472,1.078,0.216,0.317,30557683,2.45,4.01,0.213,0.657,0.233,8.0,32.0,63.3,161.9,70028,0.267,0.00,0.0041,0.070,1005,0.929,0.000,0.776,0.789,3.60,4.52,4.81,0.74,0.247,2.66,1.87,2.73,0.942,0.00164,3.15,139.4041,4276.50,57534.1,140185.7,102.176,200.5016,232.607,0.000,1.000,0.015,71.4,85.881,498.512,543,1945.6,70.60,10.007,280.889,11359.0,154.084,0.135,2.00,15.6146,57883.3,1.3316,0.6038,18.89,1.658,0.383,1.5345,0.0000,0.738,0.206,0.849,0.0000,5.61,1.44,4,16,36,85,76.3535,3.4539,0.6234,0.0000,0.0000,111.0636,100.00,42.4333,502.7137,0.0,0.0000,0.0000
40000,3100,1.426,0.782,14.96,29592,24211,2317,2428,1243,193431,679363.2,364109.2,0.118,0.664,0.119,0.100,135,38.66,22.33,3.87,6.62,3.94,7.06,0.25,2.50,14.93,11.67,0.62,1.32,0.081,0.134,1747,0.086,0.066,0.921,0.000,0.013,146296,132755,13,0.293,0.152,0.033,895211,0.222,3.771,0.051,6.52,65204,686,1.882,0.182,0.314,13866566,2.18,3.27,0.315,0.465,0.203,8.2,37.5,65.0,161.9,71264,0.272,0.00,0.0015,0.053,769,0.906,0.000,0.645,0.799,4.01,4.85,5.05,0.71,0.212,2.43,1.65,2.40,0.910,0.00096,1.86,48.3896,4536.86,55030.9,140185.7,8.825,72.3826,102.994,0.000,1.000,0.000,71.2,43.952,146.004,255,838.0,111.56,6.629,110.066,7201.7,62.006,0.134,2.00,21.1156,65458.3,1.4025,0.6208,22.99,1.536,0.353,0.4655,0.0000,0.662,0.212,0.778,0.0000,5.75,1.14,5,23,36,96,40.1139,0.8525,0.5603,0.0000,0.0000,25.2800,100.00,84.8997,366.5194,0.0,0.0000,0.0000
50000,3528,1.200,0.991,13.62,49606,36347,5409,4290,3132,333524,1376651.1,770769.8,0.111,0.648,0.144,0.097,84,41.76,23.68,5.64,7.57,5.20,7.50,0.44,2.62,13.47,10.87,0.98,1.53,0.100,0.143,2346,0.047,0.044,0.946,0.000,0.010,314973,283116,55,0.491,0.265,0.060,1837770,0.218,4.120,0.067,6.15,133459,736,2.311,0.186,0.295,27940669,2.71,3.29,0.277,0.530,0.324,10.1,40.9,69.8,183.5,87303,0.333,0.00,0.0029,0.054,947,0.956,0.000,0.684,0.843,4.29,5.07,5.39,1.12,0.336,3.12,1.89,3.01,0.959,0.00081,3.72,113.0976,5808.70,49205.0,140185.7,142.893,153.6878,210.759,0.000,1.000,0.014,72.5,85.543,497.324,299,1106.7,83.54,9.489,233.660,9112.8,138.496,0.135,2.00,19.1293,67488.3,1.1443,0.7104,24.75,1.460,0.326,1.5345,0.0000,0.643,0.181,0.814,0.0000,6.01,1.09,7,25,43,81,80.2602,2.4237,0.6338,0.0000,0.0000,116.3857,100.00,34.4761,450.0476,0.0,0.0000,0.0000
60000,3086,1.400,0.901,14.22,28913,22672,2931,1940,1812,172518,713099.4,368804.0,0.099,0.702,0.106,0.093,139,38.17,23.09,4.27,6.69,4.03,6.68,0.43,2.20,13.69,11.55,0.68,1.32,0.081,0.130,1763,0.052,0.066,0.921,0.000,0.014,147065,132912,14,0.384,0.273,0.073,1282494,0.211,4.390,0.056,6.93,62863,751,2.138,0.167,0.300,14582136,2.35,4.42,0.264,0.482,0.229,6.8,38.5,65.2,155.1,69193,0.264,0.00,0.0017,0.057,760,0.893,0.000,0.660,0.805,4.08,4.75,5.23,0.76,0.236,2.68,1.69,2.60,0.896,0.00111,2.07,53.4126,5103.56,57504.7,140185.7,7.803,73.8719,105.959,0.000,1.000,0.000,64.3,44.763,145.029,293,959.7,98.85,5.761,110.870,8452.5,65.084,0.134,2.00,19.8247,61179.0,1.3981,0.6658,22.42,1.491,0.243,0.4655,0.0000,0.624,0.164,0.812,0.0000,6.06,1.07,5,23,36,81,40.4659,0.8574,0.5561,0.0000,0.0000,24.8649,100.00,80.9988,355.4796,0.0,0.0000,0.0000
70000,3712,1.080,0.942,12.60,56563,40581,4894,4989,5473,345992,1369206.8,758807.8,0.068,0.679,0.118,0.136,86,38.87,23.82,5.64,7.31,4.86,7.18,0.61,2.95,11.80,10.57,0.91,1.43,0.095,0.136,2306,0.027,0.049,0.941,0.000,0.010,309643,275459,62,0.521,0.171,0.077,2330906,0.228,3.872,0.067,6.00,131014,738,2.193,0.184,0.287,28959050,2.84,4.57,0.230,0.557,0.314,7.2,38.0,66.2,167.1,85052,0.324,0.00,0.0031,0.056,973,0.946,0.000,0.756,0.818,4.16,4.85,5.36,1.03,0.326,3.21,1.96,3.21,0.949,0.00084,3.82,110.4369,4694.29,48845.1,140185.7,144.401,160.1673,209.595,0.000,1.000,0.003,75.8,84.350,497.066,356,1323.2,77.90,9.016,239.380,9229.5,138.409,0.136,2.00,18.5707,68934.3,1.2710,0.7447,22.91,1.413,0.230,1.5345,0.0000,0.596,0.135,0.832,0.0000,6.21,1.03,5,23,36,100,78.4641,2.7556,0.6624,0.0000,0.0000,109.2122,100.00,34.4888,449.1748,0.0,0.0000,0.0000
80000,3127,1.323,0.789,13.57,35023,27373,2775,2537,2923,199373,726397.4,378722.1,0.089,0.684,0.102,0.125,138,38.20,24.11,4.43,6.90,4.09,6.97,0.45,2.45,14.32,11.04,0.81,1.41,0.074,0.127,1871,0.079,0.083,0.903,0.000,0.014,154942,139813,16,0.361,0.104,0.050,1542466,0.237,3.967,0.051,7.06,64671,713,1.900,0.170,0.307,14433918,2.36,6.64,0.256,0.489,0.271,7.2,37.5,67.3,155.1,72850,0.278,0.00,0.0016,0.074,853,0.872,0.000,0.728,0.775,4.20,4.79,5.65,0.92,0.279,2.64,1.65,2.67,0.876,0.00112,2.34,51.7145,4465.53,59084.0,140185.7,7.452,72.0487,110.095,0.000,1.000,0.000,67.9,46.900,143.479,196,681.6,128.05,4.829,110.869,7659.1,66.307,0.137,1.99,19.6924,61578.0,1.3217,0.6785,23.30,1.411,0.181,0.4655,0.0000,0.537,0.197,0.693,0.0000,6.83,1.77,5,24,40,97,41.9465,1.4556,0.5756,0.0000,0.0000,24.8308,100.00,82.0876,355.1675,0.0,0.0000,0.0000
90000,3650,1.148,0.945,13.06,62269,46053,4737,5064,5892,434143,1413916.5,826997.6,0.085,0.664,0.122,0.129,85,38.85,24.94,5.51,7.36,5.07,7.15,0.25,1.69,12.31,9.77,0.98,1.46,0.097,0.132,2402,0.019,0.056,0.933,0.000,0.011,332073,292889,26,0.462,0.376,0.038,1696937,0.227,3.914,0.067,5.27,131912,736,1.905,0.176,0.304,28720134,2.71,7.74,0.204,0.574,0.346,7.5,37.2,69.5,153.5,84450,0.322,0.00,0.0031,0.061,1004,0.945,0.000,0.807,0.813,4.23,4.89,5.82,1.11,0.353,3.10,1.82,3.08,0.949,0.00091,3.67,116.6625,5461.82,49976.6,140185.7,145.369,160.3542,212.804,0.000,1.000,0.000,76.9,84.590,497.168,304,1135.6,71.26,7.668,240.588,8711.8,143.485,0.134,2.00,18.5264,67621.3,1.1464,0.7034,23.14,1.361,0.171,1.5345,0.0000,0.483,0.184,0.592,0.0000,7.22,2.06,6,23,36,100,78.2954,2.9853,0.6263,0.0000,0.0000,107.9211,100.00,33.9941,449.8034,0.0,0.0000,0.0000
100000,3431,1.306,0.873,13.12,43708,33883,2491,3285,4268,264629,716802.9,379954.6,0.080,0.669,0.149,0.103,134,34.21,24.75,4.17,6.39,4.45,7.36,0.16,1.35,12.38,10.89,0.79,1.37,0.085,0.139,2125,0.027,0.069,0.913,0.000,0.018,151097,133136,14,0.415,0.134,0.027,721107,0.220,4.016,0.058,6.50,60707,646,1.436,0.182,0.338,15079175,2.36,9.44,0.157,0.531,0.273,4.6,30.5,65.9,170.3,72602,0.277,0.00,0.0017,0.077,866,0.880,0.000,0.836,0.713,4.00,4.60,5.71,0.86,0.275,2.58,1.58,2.79,0.884,0.00105,2.09,46.3629,4976.16,61058.8,140185.7,8.878,68.1513,114.950,0.000,1.000,0.000,73.8,49.434,144.690,214,808.6,122.85,5.025,109.981,8345.1,66.023,0.134,2.01,16.8823,57923.1,1.2552,0.5988,21.16,1.321,0.209,0.4655,0.0000,0.449,0.186,0.510,0.0000,7.44,1.90,4,20,36,91,44.2766,1.5433,0.5532,0.0000,0.0000,25.1029,100.00,84.6298,390.6520,0.0,0.0000,0.0000
