step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,1441,32.91,4.62,5.35,2.16,14.90,0.46,2.31,0.164,0.443,622436.1,333260.0,36,90,4.41,2.60,1.51,49.5688,1794.86,4601.2,201.6125,3.5112,5462,35.5550,482,87.2149,568319.6,165.42,10.7487,0.0,0.0000
10000,1,1438,32.09,4.20,5.00,1.10,14.99,0.40,2.20,0.142,0.418,612048.1,311548.5,40,88,4.39,2.48,1.49,48.0165,2992.10,7928.9,179.9401,3.1945,5461,35.5485,312,84.0271,555527.6,81.35,82.1262,0.0,0.0000
10000,2,1368,34.74,5.40,5.54,1.09,14.25,0.52,2.64,0.186,0.412,559594.3,309314.5,32,75,4.30,2.87,1.73,45.2494,2032.90,14670.2,109.8509,2.7052,5461,35.5485,246,76.8524,497740.5,53.21,154.4715,0.0,0.0000
20000,0,1353,31.21,4.47,3.58,2.90,15.72,0.39,2.29,0.121,0.411,526830.2,286641.4,28,61,4.38,2.52,1.70,42.0453,2303.73,4866.6,45.4308,2.1653,5462,20.6841,269,88.7208,509498.1,165.42,4.4120,0.0,0.0000
20000,1,1125,36.03,4.05,2.87,4.08,21.05,0.21,2.14,0.060,0.414,298018.9,149538.7,17,86,4.87,2.42,1.67,22.3598,3011.73,8747.6,16.6713,1.6078,5461,20.6804,196,51.2940,284321.9,81.35,19.0483,0.0,0.0000
20000,2,927,36.73,2.82,2.80,4.93,22.55,0.15,1.76,0.051,0.351,196749.3,91097.3,8,83,5.05,1.97,1.47,13.9381,2713.45,17233.5,5.2724,1.2288,5461,20.6804,205,35.4949,185595.0,53.21,32.0987,0.0,0.0000
30000,0,1717,30.24,4.58,4.64,1.30,12.46,0.61,2.36,0.183,0.453,581141.9,340039.8,25,93,4.12,2.62,1.55,41.1804,2674.36,5779.9,189.0207,3.6939,5462,36.6562,236,90.0050,557290.9,165.42,11.8955,0.0,0.0000
30000,1,1618,30.95,4.72,3.73,0.99,14.27,0.51,2.39,0.156,0.437,641820.2,381460.4,24,91,4.14,2.69,1.66,52.5675,2200.43,9388.9,175.9005,3.0444,5461,36.6495,177,101.6604,630577.4,81.35,79.5680,0.0,0.0000
30000,2,1343,30.92,4.78,3.39,1.37,14.84,0.57,2.45,0.179,0.376,560296.6,322009.9,18,96,4.22,2.76,1.66,45.7045,1872.88,14573.9,100.7371,2.5953,5461,36.6495,194,89.6253,542977.6,53.21,151.5391,0.0,0.0000
40000,0,1659,26.48,2.65,4.52,1.26,11.10,0.30,1.74,0.108,0.374,540715.9,323124.8,30,106,3.77,1.95,1.35,44.3133,2007.22,6964.8,46.3431,1.8705,5462,22.7742,171,86.2547,528767.1,165.42,3.7495,0.0,0.0000
40000,1,1610,27.73,2.63,4.77,1.10,11.88,0.25,1.76,0.099,0.373,333175.4,180877.3,17,122,3.88,1.90,1.42,24.4681,2621.36,11550.3,18.5925,1.6005,5461,22.7701,120,55.3288,319538.0,81.35,19.1504,0.0,0.0000
40000,2,1171,28.06,1.94,4.76,1.24,13.42,0.21,1.53,0.072,0.286,201617.1,100176.6,12,111,4.04,1.62,1.29,13.2545,1430.14,19228.0,6.6609,1.7910,5461,22.7701,135,31.4189,184815.8,53.21,30.1814,0.0,0.0000
50000,0,1982,26.80,3.31,4.04,1.07,9.88,0.45,1.95,0.150,0.415,609060.8,373104.5,32,141,3.55,2.19,1.44,45.3423,3100.24,7003.4,185.7115,3.4710,5462,38.2184,187,91.0017,592248.7,165.42,12.6080,0.0,0.0000
50000,1,1875,27.02,3.06,4.03,0.76,10.02,0.38,1.94,0.131,0.382,639261.4,386191.7,30,130,3.52,2.11,1.45,48.7970,3067.24,10721.9,182.7493,3.0430,5461,38.2114,185,101.1289,632035.1,81.35,85.4368,0.0,0.0000
50000,2,1616,28.81,3.50,4.30,1.03,10.37,0.44,2.04,0.144,0.356,515413.2,304060.8,21,157,3.67,2.26,1.50,35.8478,1637.74,16052.9,105.5348,3.1895,5461,38.2114,220,78.8637,489063.7,53.21,145.6903,0.0,0.0000
60000,0,2068,25.45,1.86,5.02,0.45,7.52,0.20,1.56,0.079,0.350,550770.9,370398.2,21,188,2.89,1.67,1.32,43.6340,3469.63,8072.0,42.5272,1.9700,5462,23.2622,187,93.0391,538842.4,165.42,3.9711,0.0,0.0000
60000,1,1822,22.31,0.94,4.82,0.29,6.96,0.07,1.29,0.031,0.273,334832.9,247281.9,14,160,2.60,1.34,1.18,26.2655,3000.17,13078.1,16.4988,1.9101,5461,23.2580,125,55.0326,317332.9,81.35,17.9641,0.0,0.0000
60000,2,1319,21.65,0.43,4.98,0.27,6.96,0.03,1.13,0.013,0.190,211144.9,159003.0,6,130,2.46,1.15,1.09,14.1769,2493.86,22859.9,5.5644,2.4693,5461,23.2580,50,31.6923,187039.3,53.21,29.8698,0.0,0.0000
70000,0,1550,36.96,5.51,5.60,0.58,11.43,0.57,2.68,0.212,0.408,665875.1,630107.1,9,140,4.00,2.91,1.85,55.7266,2485.09,5520.0,162.3435,4.0395,5462,37.2597,305,120.4848,655847.7,165.42,10.4741,0.0,0.0000
70000,1,1549,35.98,5.20,5.53,0.82,11.14,0.55,2.60,0.199,0.404,725876.7,757506.8,10,159,3.87,2.80,1.80,64.6525,2058.93,9269.1,149.9420,3.4699,5461,37.2529,222,138.3219,729866.8,81.35,77.1331,0.0,0.0000
70000,2,1325,38.11,5.71,5.44,1.18,11.50,0.57,2.78,0.210,0.361,607535.9,622630.6,8,157,4.11,3.00,1.92,54.3343,1533.56,14645.8,74.8916,2.4836,5461,37.2529,220,115.4112,597786.7,53.21,139.6039,0.0,0.0000
80000,0,1513,31.43,0.42,7.58,0.15,8.77,0.04,1.13,0.013,0.293,546342.7,336985.8,11,194,3.03,1.14,1.10,41.0595,2096.71,6710.9,42.9314,2.3212,5462,22.4027,182,95.9501,527680.9,165.42,3.4147,0.0,0.0000
80000,1,1243,32.72,0.37,7.42,0.07,9.84,0.01,1.13,0.003,0.254,302545.7,187750.6,11,208,3.13,1.13,1.10,18.8990,2335.76,10562.8,18.4596,2.7871,5461,22.3986,199,46.9778,276127.3,81.35,17.6837,0.0,0.0000
80000,2,1091,31.74,0.63,6.34,0.15,11.30,0.03,1.20,0.013,0.228,208974.8,122324.2,11,189,3.22,1.17,1.21,12.2500,1704.01,18320.4,7.4763,2.9308,5461,22.3986,75,30.5153,179859.2,53.21,30.6302,0.0,0.0000
90000,0,1566,41.74,0.18,9.98,0.00,10.56,0.00,1.06,0.001,0.371,563317.5,280066.8,33,194,3.35,1.05,1.08,30.3489,1489.30,3762.2,206.3381,6.6763,5462,38.6840,488,81.2666,508039.1,165.42,12.0611,0.0,0.0000
90000,1,1620,40.84,0.25,9.37,0.01,10.84,0.01,1.08,0.002,0.380,566090.2,290684.8,32,139,3.39,1.10,1.08,31.8658,1869.53,7462.9,187.7090,5.7664,5461,38.6769,309,80.3443,516675.1,81.35,75.7992,0.0,0.0000
90000,2,1314,40.76,0.18,9.45,0.00,10.74,0.00,1.06,0.001,0.306,507251.4,264500.1,24,200,3.41,1.07,1.06,28.9296,1576.92,13079.5,116.3069,4.6784,5461,38.6769,276,74.0799,461907.3,53.21,147.4669,0.0,0.0000
100000,0,1183,39.34,0.16,9.57,0.00,9.79,0.00,1.05,0.001,0.264,499657.0,231210.8,28,147,3.29,1.03,1.07,32.9179,2787.07,4709.1,52.9663,3.2919,5462,21.6475,318,83.9139,469484.4,165.42,3.5282,0.0,0.0000
100000,1,1037,40.76,0.15,9.56,0.00,10.52,0.00,1.05,0.001,0.239,297244.2,149995.2,24,135,3.33,1.04,1.06,18.5448,1805.53,7289.1,19.4758,2.3195,5461,21.6436,256,45.9829,275639.6,81.35,17.9624,0.0,0.0000
100000,2,907,42.43,0.08,10.16,0.00,10.88,0.00,1.03,0.001,0.221,206447.7,98840.6,24,179,3.53,1.02,1.04,12.1594,1347.37,13604.9,9.0707,1.9093,5461,21.6436,166,31.3874,187716.8,53.21,31.2422,0.0,0.0000
