step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
5000,2,119,14.6,0.1,3.5,0.0,14.7,0.0,1.01,11.6,64,137,9.41,4.94,57,55,7,0.0,1.02,1.02,1.01,3.76,4.76,5.54,23.9,0.788,0.404
6000,17,89,13.4,0.0,0.1,1.5,18.6,0.0,1.00,12.5,50,119,13.44,3.54,64,24,1,0.0,1.00,1.00,1.00,3.63,5.08,4.73,20.5,0.689,0.232
6000,2,35,10.4,0.0,0.3,0.0,12.4,0.0,1.00,15.4,18,140,10.62,4.13,22,12,1,0.0,1.00,1.00,1.00,3.11,3.54,4.77,19.5,0.798,0.382
7000,24,193,72.6,1.1,16.2,0.4,34.3,0.0,1.20,2.3,145,291,55.11,30.55,100,86,7,0.3,1.20,1.11,1.24,6.54,7.37,7.52,22.3,1.372,0.452
7000,17,97,14.2,0.0,0.1,0.4,20.0,0.0,1.00,11.2,49,92,8.62,3.02,82,15,0,0.0,1.00,1.00,1.00,3.75,5.63,4.84,17.7,0.696,0.234
7000,26,41,14.1,0.0,0.0,0.4,18.9,0.0,1.01,13.1,22,100,8.99,2.50,24,17,0,0.0,1.01,1.00,1.01,3.00,4.78,4.66,21.9,0.730,0.349
7000,2,19,7.2,0.0,0.0,0.0,9.1,0.0,1.00,18.3,6,96,5.89,1.38,19,0,0,0.0,1.00,1.00,1.00,2.16,3.05,3.79,8.0,0.786,0.378
8000,33,686,10.3,0.0,0.1,0.2,14.1,0.0,1.01,15.1,200,124,8.19,3.18,208,328,150,0.0,1.01,1.01,1.01,2.86,4.44,4.08,30.3,0.716,0.279
8000,24,136,81.1,1.1,18.6,0.2,34.6,0.0,1.22,2.2,80,288,50.42,31.22,79,54,3,0.1,1.23,1.24,1.21,6.85,7.38,7.50,22.4,1.447,0.469
8000,17,110,16.3,0.1,1.6,1.5,20.1,0.0,1.03,9.7,77,86,10.18,3.10,101,9,0,0.0,1.04,1.03,1.03,4.01,5.45,5.75,14.0,0.711,0.249
