step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
14000,2,33,19.4,0.6,0.0,3.1,14.7,0.0,1.15,3.0,9,230,14.33,7.76,25,8,0,0.0,1.20,1.13,1.14,6.61,7.79,7.85,21.9,1.109,0.485
14000,32,30,18.6,0.0,1.8,1.7,15.1,0.0,1.00,11.1,13,88,8.42,1.55,15,8,7,0.0,1.00,1.00,1.00,3.53,7.87,2.70,27.5,1.052,0.299
15000,35,198,18.2,0.2,0.1,0.8,15.4,0.0,1.07,14.3,60,131,9.38,3.25,85,90,23,0.0,1.10,1.09,1.05,3.33,5.05,3.87,27.2,1.122,0.350
15000,1,65,15.6,0.3,0.0,0.4,16.4,0.0,1.06,14.6,12,140,8.64,4.12,38,25,2,0.0,1.07,1.07,1.04,3.26,5.58,3.09,23.2,0.912,0.461
15000,50,23,20.3,0.0,0.5,3.0,14.6,0.0,1.00,13.3,11,109,8.95,1.46,11,9,3,0.0,1.00,1.00,1.00,3.61,4.96,4.91,25.7,1.239,0.290
15000,32,17,26.4,0.0,0.8,0.3,24.2,0.0,1.00,9.4,10,91,7.88,1.75,5,12,0,0.0,1.00,1.00,1.00,4.41,7.82,3.71,25.9,1.041,0.364
16000,35,259,18.5,0.0,0.1,0.8,16.1,0.0,1.00,14.1,77,121,9.10,2.78,128,117,14,0.0,1.00,1.00,1.00,3.42,5.20,3.73,24.6,1.124,0.352
16000,1,42,19.5,0.0,0.2,0.8,20.3,0.0,1.00,12.7,14,113,8.39,3.10,4,37,1,0.0,1.00,1.00,1.00,3.88,5.98,3.69,30.6,0.929,0.464
16000,50,23,16.0,0.0,0.1,0.5,12.8,0.0,1.00,16.0,9,141,9.90,2.45,2,6,15,0.0,1.00,1.00,1.00,2.43,4.30,3.96,42.7,1.224,0.293
17000,35,357,18.8,0.1,0.1,0.4,16.5,0.0,1.02,13.7,125,108,8.46,2.40,168,162,27,0.0,1.03,1.03,1.02,3.55,5.55,3.65,26.1,1.117,0.337
17000,1,14,11.4,0.0,0.0,1.1,11.5,0.0,1.00,17.0,5,121,5.94,2.39,0,13,1,0.0,1.00,1.00,1.00,2.71,4.71,2.79,33.9,0.948,0.467
17000,50,11,19.2,0.0,0.0,0.0,16.7,0.0,1.00,13.6,5,204,15.66,3.94,0,9,2,0.0,1.00,1.00,1.00,2.82,4.64,4.55,34.3,1.160,0.283
18000,35,590,18.2,0.1,0.2,0.6,16.0,0.0,1.01,13.5,166,117,8.45,2.76,274,253,63,0.0,1.01,1.02,1.01,3.44,5.69,3.58,26.6,1.105,0.322
18000,59,55,19.9,0.0,0.0,1.5,20.4,0.0,1.00,11.2,26,141,10.32,4.36,42,12,1,0.0,1.00,1.00,1.00,4.02,5.73,4.69,19.5,0.968,0.239
18000,50,14,19.5,0.0,0.5,0.0,16.1,0.0,1.00,13.6,6,188,11.73,3.30,0,8,6,0.0,1.00,1.00,1.00,2.36,4.57,4.64,39.5,1.233,0.335
19000,35,755,18.4,0.0,0.4,0.6,15.7,0.0,1.01,13.8,223,132,9.27,3.69,372,319,64,0.0,1.02,1.01,1.01,3.36,5.36,3.75,25.7,1.114,0.321
19000,59,130,18.3,0.4,0.1,1.4,16.9,0.0,1.11,12.0,61,127,9.32,3.46,56,62,12,0.0,1.01,1.16,1.12,3.65,5.79,4.42,25.7,1.012,0.261
19000,61,30,16.2,1.2,0.1,0.5,10.8,0.0,1.35,12.9,10,191,11.08,5.10,30,0,0,0.0,1.43,1.58,1.27,3.60,7.07,2.47,8.9,1.186,0.333
19000,50,16,13.8,0.0,0.0,0.0,10.9,0.0,1.00,15.9,3,105,6.27,2.00,2,10,4,0.0,1.00,1.00,1.00,2.38,4.00,4.06,36.7,1.266,0.342
20000,35,1016,17.4,0.1,0.4,0.4,15.1,0.0,1.03,14.1,311,132,8.48,3.82,555,373,88,0.0,1.02,1.02,1.04,3.34,5.29,3.69,24.3,1.103,0.326
20000,59,101,17.1,0.2,0.0,1.6,14.7,0.0,1.05,12.8,47,125,7.86,3.36,60,34,7,0.0,1.01,1.07,1.06,3.33,5.27,4.51,26.5,1.095,0.301
20000,50,23,47.6,0.0,6.4,0.0,30.4,0.0,1.00,2.2,13,113,15.68,4.96,0,23,0,0.0,1.00,1.00,1.00,6.83,7.70,7.70,30.7,1.292,0.326
20000,61,18,14.6,0.0,0.0,0.0,12.6,0.0,1.00,11.9,7,179,9.32,4.58,14,1,3,0.0,1.00,1.00,1.00,3.83,7.17,2.89,14.9,1.168,0.324
21000,35,1307,18.7,0.1,0.4,0.3,16.2,0.0,1.02,13.5,365,139,9.18,4.18,666,551,90,0.0,1.02,1.02,1.01,3.50,5.45,3.86,24.4,1.108,0.320
21000,59,24,22.9,1.4,1.2,0.2,16.5,0.0,1.32,8.7,16,200,14.55,8.33,12,6,6,0.1,1.28,1.38,1.32,4.04,6.04,6.17,27.5,1.110,0.366
21000,61,7,11.1,0.0,0.0,0.0,9.3,0.0,1.00,14.6,3,185,9.96,4.78,7,0,0,0.0,1.00,1.00,1.00,3.00,6.86,1.86,2.2,1.196,0.348
22000,35,1389,17.7,0.1,0.3,0.4,15.4,0.0,1.02,13.9,410,145,9.33,4.54,694,549,146,0.0,1.02,1.02,1.02,3.34,5.35,3.73,25.4,1.110,0.325
22000,61,20,11.1,0.0,0.2,0.0,9.2,0.0,1.00,14.4,8,157,8.63,3.85,18,2,0,0.0,1.00,1.00,1.00,2.90,6.75,2.05,13.6,1.179,0.332
22000,59,19,26.7,0.0,0.1,0.0,24.4,0.0,1.00,5.3,6,134,11.22,4.77,5,5,9,0.0,1.00,1.00,1.00,5.53,5.47,8.00,32.8,1.099,0.358
23000,35,1409,17.5,0.1,0.4,0.4,15.0,0.0,1.03,13.9,395,150,9.80,4.71,662,619,128,0.0,1.03,1.02,1.03,3.39,5.31,3.76,25.7,1.109,0.330
23000,61,12,13.1,0.0,0.5,0.8,10.2,0.0,1.00,12.5,3,220,11.81,5.28,7,5,0,0.0,1.00,1.00,1.00,2.83,7.17,2.67,22.3,1.182,0.338
24000,35,938,23.1,0.3,5.6,0.3,12.9,0.0,1.09,11.9,498,126,8.79,6.58,373,470,95,0.0,1.09,1.08,1.10,3.73,5.47,4.64,26.7,1.157,0.333
24000,61,14,12.5,0.5,0.2,0.0,10.0,0.0,1.14,13.4,9,170,10.83,4.34,5,9,0,0.0,1.07,1.15,1.18,3.00,6.00,3.50,27.4,1.125,0.351
25000,35,575,16.8,0.2,0.1,0.4,14.6,0.0,1.06,14.2,270,132,10.96,3.20,241,255,79,0.0,1.08,1.04,1.06,3.21,5.35,3.60,26.2,1.102,0.327
26000,35,309,17.5,0.3,0.1,0.6,15.0,0.0,1.08,13.3,149,177,15.16,4.80,197,79,33,0.0,1.11,1.07,1.07,3.48,5.78,3.66,22.9,1.098,0.341
27000,35,141,15.1,0.5,0.0,0.6,12.3,0.0,1.21,14.9,58,151,10.61,3.03,92,35,14,0.0,1.27,1.24,1.20,2.95,5.50,3.51,23.7,1.108,0.343
28000,101,158,21.6,0.0,0.6,0.2,18.5,0.0,1.00,10.6,80,140,13.09,3.95,32,117,9,0.0,1.00,1.01,1.00,3.85,5.67,5.09,29.5,1.123,0.275
28000,35,29,17.6,0.0,0.0,3.7,14.4,0.0,1.00,11.6,12,193,17.58,3.92,28,1,0,0.0,1.00,1.00,1.00,3.41,6.41,3.79,17.7,1.072,0.340
28000,100,10,22.3,0.0,0.0,1.0,15.7,0.0,1.00,10.2,5,204,22.00,6.00,9,1,0,0.0,1.00,1.00,1.00,4.50,4.90,6.00,24.5,1.379,0.147
29000,101,106,20.1,0.0,0.7,0.1,16.7,0.0,1.00,12.2,55,142,11.89,4.79,26,64,16,0.0,1.00,1.00,1.00,3.60,5.27,4.78,29.7,1.164,0.261
29000,114,75,41.2,0.0,14.6,0.6,10.6,0.0,1.00,3.6,50,187,15.19,16.40,43,30,2,0.0,1.00,1.00,1.00,6.45,7.76,7.01,23.0,1.605,0.342
29000,115,53,16.9,0.2,0.0,0.2,14.8,0.0,1.03,13.7,26,138,9.90,3.25,1,37,15,0.0,1.00,1.06,1.02,3.49,5.28,3.87,35.4,1.114,0.256
29000,117,23,23.4,0.0,2.0,0.0,18.1,0.0,1.00,12.3,12,175,10.10,9.37,21,2,0,0.0,1.00,1.00,1.00,4.09,4.57,5.30,13.3,1.162,0.279
29000,35,14,13.8,0.0,0.0,0.0,13.6,0.0,1.00,14.9,8,119,8.45,3.12,6,8,0,0.0,1.00,1.00,1.00,2.71,6.14,2.50,26.8,1.014,0.379
29000,116,10,47.8,0.0,0.0,2.6,44.0,0.0,1.00,2.2,6,131,27.04,8.49,10,0,0,0.0,1.00,1.00,1.00,6.00,7.80,7.10,17.4,1.054,0.310
29000,100,9,22.6,0.0,0.0,2.7,15.1,0.0,1.00,8.7,5,184,11.33,5.93,0,9,0,0.0,1.00,1.00,1.00,4.33,4.00,7.67,31.2,1.375,0.201
30000,126,275,17.2,0.5,0.4,0.3,13.6,0.0,1.17,13.7,119,114,7.85,3.30,196,73,6,0.0,1.20,1.15,1.22,3.43,5.23,3.97,19.9,1.142,0.329
30000,101,123,22.2,0.2,0.7,0.7,18.3,0.0,1.03,11.2,57,152,12.82,3.82,33,72,18,0.0,1.03,1.03,1.03,3.76,5.37,5.20,31.5,1.154,0.265
30000,128,99,21.7,0.0,0.8,0.2,19.5,0.0,1.00,7.8,48,144,10.55,5.19,69,27,3,0.0,1.00,1.00,1.00,4.31,5.36,6.76,18.3,1.084,0.332
30000,115,83,17.1,0.1,0.1,1.5,14.5,0.0,1.07,12.2,32,123,9.74,2.96,3,57,23,0.0,1.05,1.07,1.08,3.53,5.14,4.75,35.4,1.095,0.241
30000,117,38,21.2,0.0,0.6,0.0,18.2,0.0,1.00,12.8,19,179,11.67,6.31,20,11,7,0.0,1.00,1.00,1.00,3.55,4.74,4.84,27.6,1.135,0.251
30000,129,28,12.3,0.0,0.3,0.2,11.5,0.0,1.00,17.1,12,261,14.91,4.13,0,3,25,0.0,1.00,1.00,1.00,2.39,4.39,3.04,47.6,1.035,0.316
30000,114,25,38.1,0.0,14.2,0.6,8.8,0.0,1.00,2.7,22,176,12.37,22.66,13,8,4,0.0,1.00,1.00,1.00,5.96,7.48,7.28,21.8,1.635,0.470
30000,130,9,17.8,0.0,0.0,0.7,15.7,0.0,1.00,12.9,3,188,11.79,5.28,5,4,0,0.0,1.00,1.00,1.00,3.33,6.56,3.22,18.1,1.105,0.235
31000,126,281,17.1,0.3,0.2,0.4,14.1,0.0,1.10,14.0,78,137,8.31,4.04,180,85,16,0.0,1.13,1.10,1.09,3.36,5.12,3.92,22.5,1.139,0.331
31000,140,111,16.2,0.0,1.1,0.1,13.1,0.0,1.00,14.7,53,155,9.38,4.58,35,64,12,0.0,1.00,1.00,1.00,3.05,5.44,3.23,27.6,1.145,0.342
31000,115,81,19.5,0.0,0.0,1.1,16.3,0.0,1.00,13.4,20,138,8.84,4.80,3,54,24,0.0,1.00,1.00,1.00,3.42,5.21,4.12,33.3,1.154,0.273
31000,128,71,21.5,0.0,0.3,0.2,19.1,0.0,1.00,7.4,38,134,9.09,4.69,27,31,13,0.0,1.00,1.00,1.00,4.08,5.37,6.97,27.8,1.114,0.343
31000,129,59,14.9,0.1,0.0,0.1,14.6,0.0,1.01,16.0,24,148,8.52,3.23,7,20,32,0.0,1.02,1.00,1.02,2.86,4.49,3.63,38.7,1.015,0.309
31000,101,40,19.7,0.0,0.2,0.1,16.8,0.0,1.00,11.3,15,113,7.86,3.04,23,14,3,0.0,1.00,1.00,1.00,3.92,5.30,5.12,24.1,1.150,0.266
31000,141,20,22.0,0.8,0.0,0.3,20.8,0.0,1.17,8.9,10,144,12.33,4.27,6,14,0,0.0,1.29,1.17,1.13,4.50,7.40,4.15,25.1,0.996,0.333
31000,142,16,14.2,0.7,0.9,2.6,11.6,0.0,1.19,10.9,10,99,6.34,3.81,4,12,0,0.0,1.00,1.29,1.22,3.62,5.12,5.50,29.1,0.928,0.192
31000,117,13,21.8,0.0,0.0,0.0,19.4,0.0,1.00,12.6,6,95,8.47,3.45,12,1,0,0.0,1.00,1.00,1.00,3.46,4.77,4.92,18.9,1.123,0.263
32000,126,262,16.1,0.5,0.3,0.2,12.8,0.0,1.17,14.5,82,146,8.84,4.08,142,111,9,0.0,1.21,1.17,1.17,3.10,4.97,3.83,25.0,1.135,0.331
32000,115,79,19.7,0.0,0.2,1.2,16.5,0.0,1.00,12.7,27,122,8.57,3.79,18,50,11,0.0,1.00,1.00,1.00,3.68,5.51,4.16,31.1,1.141,0.273
32000,140,60,17.4,0.0,1.5,0.2,13.4,0.0,1.00,14.1,33,181,11.86,4.69,7,43,10,0.0,1.00,1.00,1.00,3.03,5.47,3.57,33.4,1.154,0.345
32000,101,57,21.0,0.0,1.9,0.1,17.3,0.0,1.00,10.1,22,136,9.65,3.94,42,13,2,0.0,1.00,1.00,1.00,4.04,5.61,5.58,20.7,1.090,0.279
32000,128,37,21.6,0.3,0.9,0.0,19.0,0.0,1.06,8.9,23,222,15.42,7.07,23,11,3,0.0,1.00,1.11,1.07,4.11,5.68,5.92,25.7,1.076,0.328
32000,129,32,18.7,0.2,0.0,0.0,18.3,0.0,1.03,14.2,13,166,10.69,3.99,9,8,15,0.0,1.06,1.00,1.03,3.16,4.19,4.69,36.5,1.031,0.310
33000,126,258,16.1,0.2,0.3,0.3,13.2,0.0,1.08,14.7,71,139,9.02,3.13,149,90,19,0.0,1.10,1.06,1.08,3.04,5.01,3.64,24.5,1.144,0.332
33000,115,100,16.4,0.0,0.0,1.3,14.2,0.0,1.00,13.0,39,111,6.71,3.55,37,55,8,0.0,1.00,1.00,1.00,3.42,5.38,4.16,25.4,1.108,0.277
33000,157,79,26.6,0.7,0.5,1.4,20.9,0.1,1.19,11.1,45,109,8.53,3.63,49,21,9,0.1,1.31,1.21,1.12,4.09,5.10,5.33,21.7,1.143,0.309
33000,140,53,17.2,0.0,0.7,0.5,13.9,0.0,1.02,14.5,25,153,9.99,4.13,11,39,3,0.0,1.02,1.02,1.01,3.08,5.28,3.51,27.4,1.157,0.353
33000,128,25,18.6,0.1,0.0,0.0,17.7,0.0,1.02,11.8,12,160,10.09,4.30,12,9,4,0.0,1.00,1.02,1.02,3.76,5.24,4.84,29.0,1.041,0.320
33000,101,24,21.8,0.0,0.5,0.0,18.1,0.0,1.00,9.6,11,158,12.42,3.49,9,13,2,0.0,1.00,1.00,1.00,3.83,5.88,5.75,26.0,1.175,0.254
33000,129,16,15.3,0.6,0.0,0.0,13.6,0.0,1.14,16.2,8,120,6.64,3.27,0,8,8,0.0,1.19,1.15,1.10,2.88,4.50,3.38,41.3,1.029,0.314
34000,126,238,18.0,0.4,0.3,0.3,14.7,0.0,1.14,13.9,95,157,10.04,3.43,127,82,29,0.1,1.19,1.16,1.11,3.30,5.23,3.86,25.3,1.131,0.328
34000,115,100,16.8,0.0,0.1,0.4,15.0,0.0,1.00,13.6,39,130,8.07,3.73,22,75,3,0.0,1.00,1.00,1.00,3.30,5.31,3.92,29.5,1.107,0.290
34000,140,27,15.3,0.1,1.1,0.1,11.9,0.0,1.04,15.7,16,148,9.23,3.55,6,17,4,0.1,1.06,1.06,1.02,2.56,5.11,3.07,26.1,1.161,0.349
34000,101,12,24.3,0.0,0.0,0.0,20.3,0.0,1.00,9.3,6,92,5.84,3.72,6,2,4,0.0,1.00,1.00,1.00,4.17,5.33,6.25,32.6,1.176,0.274
35000,126,199,14.3,0.3,0.3,0.3,11.8,0.0,1.09,15.0,72,162,9.95,3.16,116,63,20,0.0,1.14,1.07,1.07,3.04,5.17,3.38,22.7,1.121,0.333
35000,115,128,16.8,0.0,0.0,0.5,15.2,0.0,1.00,13.1,46,111,7.88,2.52,65,50,13,0.0,1.00,1.00,1.00,3.51,5.53,4.00,26.3,1.089,0.290
35000,140,56,16.0,0.0,0.4,0.1,13.3,0.0,1.00,15.4,26,120,7.68,2.15,9,37,10,0.0,1.00,1.00,1.00,2.82,4.91,3.45,31.3,1.175,0.362
36000,115,193,17.6,0.0,0.3,0.6,15.5,0.0,1.00,13.0,56,129,8.62,3.14,93,81,19,0.0,1.00,1.00,1.00,3.49,5.51,4.01,24.8,1.096,0.294
36000,126,72,14.6,0.5,0.2,0.0,11.7,0.0,1.12,15.2,34,161,10.04,2.96,34,27,11,0.0,1.14,1.12,1.12,3.01,4.42,3.97,25.1,1.135,0.315
36000,140,13,13.9,0.0,0.0,0.5,11.8,0.0,1.00,16.9,5,109,6.51,2.61,5,7,1,0.0,1.00,1.00,1.00,2.54,4.46,3.08,25.0,1.179,0.385
37000,191,220,19.9,0.4,0.1,0.7,17.1,0.0,1.09,11.9,95,128,9.07,3.49,123,80,17,0.0,1.08,1.12,1.08,3.84,4.97,5.09,23.9,1.108,0.316
37000,115,142,16.3,0.0,0.2,0.6,14.8,0.0,1.00,13.3,47,109,7.62,2.63,53,84,5,0.0,1.00,1.00,1.00,3.35,5.37,4.06,26.0,1.082,0.298
37000,126,69,15.9,0.3,0.7,0.0,12.8,0.0,1.13,14.1,31,134,7.82,3.42,37,25,7,0.0,1.23,1.06,1.13,3.19,5.10,3.84,25.0,1.121,0.318
37000,140,39,12.7,0.0,0.7,0.0,10.1,0.0,1.00,17.5,16,169,7.81,5.22,14,22,3,0.0,1.00,1.00,1.00,2.26,4.51,2.87,26.5,1.185,0.389
37000,190,11,24.4,0.0,0.7,0.0,18.8,0.0,1.00,12.5,5,146,10.33,2.18,3,8,0,0.0,1.00,1.00,1.00,3.73,5.27,4.82,27.6,1.241,0.341
38000,191,311,20.2,0.6,0.2,0.8,16.3,0.0,1.15,11.4,120,137,9.69,3.48,152,138,21,0.0,1.09,1.21,1.15,3.74,4.97,5.35,25.4,1.119,0.319
38000,115,75,17.0,0.0,0.0,1.0,14.9,0.0,1.00,13.0,29,131,8.06,3.87,33,35,7,0.0,1.00,1.01,1.01,3.40,5.33,4.23,27.5,1.107,0.312
38000,140,32,17.4,0.0,0.0,0.0,15.0,0.0,1.00,14.5,10,88,6.61,2.05,23,3,6,0.0,1.00,1.00,1.00,3.41,5.50,3.25,18.9,1.161,0.350
38000,126,31,15.0,0.3,0.0,0.0,13.2,0.0,1.09,14.5,13,186,9.21,4.50,6,19,6,0.0,1.00,1.20,1.08,3.13,5.42,3.35,33.1,1.104,0.363
39000,191,528,19.2,0.2,0.1,0.1,16.6,0.0,1.06,12.1,182,124,8.67,3.61,251,238,39,0.0,1.05,1.09,1.06,3.67,4.99,4.97,24.9,1.128,0.327
39000,126,124,17.3,0.1,0.3,0.5,15.2,0.0,1.03,13.3,42,128,8.45,3.89,44,71,9,0.1,1.03,1.03,1.04,3.23,5.17,4.25,26.9,1.094,0.296
39000,140,69,16.5,0.0,1.1,0.0,13.3,0.0,1.00,14.6,21,105,7.80,3.18,32,33,4,0.0,1.00,1.00,1.00,2.97,5.22,3.54,24.7,1.143,0.380
39000,115,40,17.0,0.0,0.7,0.4,13.9,0.0,1.00,12.6,14,158,10.32,4.12,6,27,7,0.0,1.00,1.00,1.00,3.58,5.88,3.83,31.0,1.149,0.325
40000,191,623,19.1,0.3,0.2,0.2,16.0,0.0,1.07,12.0,212,135,9.06,3.71,329,234,60,0.0,1.05,1.10,1.07,3.56,5.08,4.91,25.0,1.152,0.316
40000,126,142,20.3,0.1,0.0,0.6,18.4,0.0,1.02,11.4,55,132,8.84,4.15,58,76,8,0.0,1.00,1.02,1.02,3.61,5.15,5.25,26.6,1.086,0.279
40000,140,119,16.1,0.0,0.1,0.3,13.8,0.0,1.00,15.1,36,120,7.52,3.48,73,32,14,0.0,1.00,1.00,1.00,3.16,5.21,3.25,24.0,1.157,0.357
40000,115,18,22.5,0.0,0.4,1.1,20.3,0.0,1.00,10.3,8,158,11.71,7.58,18,0,0,0.0,1.00,1.00,1.00,3.83,6.00,4.83,7.8,1.067,0.344
40000,200,11,21.6,0.0,5.6,0.0,12.2,0.0,1.00,8.4,3,54,2.26,5.42,11,0,0,0.0,1.00,1.00,1.00,4.45,6.55,5.27,16.6,1.217,0.258
41000,191,456,19.1,0.3,0.1,0.3,17.0,0.0,1.08,11.6,159,136,9.12,4.16,258,142,56,0.0,1.06,1.12,1.08,3.72,5.19,5.03,24.6,1.088,0.296
41000,126,80,16.5,0.0,0.0,0.8,15.0,0.0,1.00,13.7,37,156,9.72,4.05,15,45,20,0.0,1.00,1.00,1.00,3.17,4.36,4.89,34.4,1.087,0.290
41000,140,72,22.8,0.0,0.4,0.2,18.8,0.0,1.00,12.3,30,162,10.50,6.05,37,29,6,0.0,1.00,1.00,1.00,3.83,5.61,4.26,24.7,1.173,0.366
41000,204,33,15.8,0.3,0.1,0.1,15.8,0.0,1.07,7.7,10,131,9.03,4.71,1,32,0,0.0,1.09,1.09,1.05,4.36,7.82,5.03,31.0,0.950,0.429
41000,200,30,25.7,0.0,4.0,0.5,18.0,0.0,1.00,8.8,11,90,6.96,4.30,21,8,1,0.0,1.00,1.00,1.00,4.43,6.90,4.70,16.2,1.174,0.280
41000,115,9,15.8,0.0,0.0,2.6,14.6,0.0,1.00,12.7,5,253,18.56,9.31,9,0,0,0.0,1.00,1.00,1.00,3.67,5.44,4.22,3.8,0.986,0.315
42000,191,209,16.9,0.4,0.0,0.2,14.3,0.0,1.10,13.3,70,128,8.28,3.27,124,66,19,0.0,1.06,1.15,1.10,3.32,4.53,4.80,24.5,1.132,0.283
42000,140,88,17.2,0.0,0.0,0.0,14.7,0.0,1.00,14.8,29,138,7.60,4.21,37,24,27,0.0,1.00,1.00,1.00,3.14,5.18,3.43,28.3,1.167,0.355
42000,213,70,12.8,0.2,0.4,0.0,13.8,0.0,1.04,14.0,37,152,8.46,3.92,53,11,6,0.0,1.00,1.08,1.03,3.00,3.81,5.17,20.6,0.889,0.211
