step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
280000,1391,1.950,0.566,6.28,58737,57037,0,0,1758,302,460948.1,167330.2,0.004,0.652,0.087,0.256,163,18.58,8.60,0.10,1.57,0.00,0.16,0.46,3.23,13.30,5.67,0.00,0.00,0.000,0.003,147,0.300,0.035,0.949,0.000,0.016,51301,46060,1,1.000,0.000,0.050,489059,0.143,1.563,0.043,19.49,17546,0,554.074,0.000,0.124,4292648,1.03,10.21,0.003,0.000,0.000,11.5,16.9,23.1,109.0,19286,0.074,0.00,0.0025,0.081,143,0.632,0.000,0.770,0.067,4.01,3.35,7.85,0.00,0.000,1.01,1.04,1.04,0.632,0.00311,1.18,58.9844,3878.18,112732.6,139958.7,35.357,44.2395,59.557,184.672,0.851,0.352,5.8,4.326,104.321,915,2706.4,23.88,17.100,55.669,1894.1,40.084,0.136,2.00,10.5749,14709.7,1.0353,0.1764,13.86,1.360,0.070,0.6817,0.0000,0.198,0.032,0.000,26.8220
290000,1539,1.946,0.526,6.05,114251,109566,21,2,4514,692,857658.9,400433.4,0.004,0.657,0.134,0.205,136,18.41,8.05,0.04,0.65,0.00,0.11,0.35,2.58,13.45,6.27,0.00,0.00,0.000,0.008,161,0.263,0.029,0.964,0.000,0.007,145627,136662,1,1.000,0.000,0.062,978629,0.161,1.591,0.037,23.62,41939,23,578.661,1.000,0.161,11213002,1.01,10.32,0.003,0.000,0.000,10.7,16.9,23.1,75.2,21310,0.081,0.00,0.0041,0.081,136,0.750,0.000,0.814,0.258,4.10,3.55,7.84,0.00,0.000,1.00,1.01,1.01,0.750,0.00371,2.79,122.2087,4014.95,109289.8,139958.7,73.572,75.5598,115.277,300.652,0.843,0.347,5.7,5.716,202.769,735,1935.9,40.86,19.760,116.011,1916.6,89.240,0.134,2.00,12.0054,18476.4,1.1521,0.2522,13.85,1.354,0.081,1.3183,0.0000,0.204,0.048,0.000,58.0114
300000,1412,1.913,0.555,6.12,59132,57353,4,1,1901,214,456465.9,166044.5,0.004,0.645,0.088,0.263,165,17.72,7.24,0.10,1.35,0.00,0.03,0.42,2.81,12.52,4.49,0.00,0.00,0.000,0.001,168,0.262,0.040,0.949,0.000,0.011,52595,47264,1,1.000,0.000,0.067,475131,0.146,1.521,0.040,18.97,17947,342,775.909,0.000,0.117,4443546,1.02,10.89,0.003,0.000,0.000,13.2,16.4,21.9,102.9,18415,0.070,0.00,0.0026,0.073,130,0.645,0.000,0.761,0.076,4.00,3.48,7.86,0.00,0.000,1.01,1.03,1.03,0.645,0.00285,1.17,58.9654,3414.80,112890.9,139958.7,35.370,44.9358,58.968,179.011,0.806,0.351,5.0,4.021,103.710,948,2834.2,23.07,16.333,56.176,2023.6,40.034,0.136,1.99,10.4533,14760.0,1.0736,0.4640,13.04,1.379,0.075,0.6817,0.0000,0.194,0.033,0.000,26.5487
310000,1523,1.901,0.564,6.18,111494,106902,18,1,4462,295,840905.2,398795.2,0.002,0.619,0.131,0.248,137,17.26,6.88,0.03,0.57,0.00,0.00,0.28,1.90,12.54,5.11,0.00,0.00,0.000,0.000,203,0.295,0.030,0.963,0.000,0.008,145915,134436,1,0.988,0.012,0.054,943050,0.166,1.620,0.039,21.34,40052,21,1351.848,1.000,0.160,10959370,1.01,11.01,0.001,0.000,0.000,12.0,15.8,24.3,71.3,19585,0.075,0.00,0.0044,0.066,128,0.771,0.000,0.803,0.276,4.10,3.86,7.80,0.00,0.000,1.00,1.01,1.02,0.771,0.00318,2.79,121.2920,4407.50,108905.5,139958.7,75.627,75.0111,113.064,287.405,0.795,0.338,4.3,4.840,199.835,707,1990.3,23.60,17.246,116.238,2016.6,89.388,0.135,2.00,12.0688,18380.9,1.2013,0.3543,12.86,1.364,0.083,1.3183,0.0000,0.197,0.042,0.000,57.3259
320000,1406,1.869,0.595,5.92,59765,57973,4,1,1904,232,448604.5,169147.2,0.003,0.607,0.090,0.300,167,16.52,7.20,0.05,0.80,0.00,0.05,0.24,2.02,12.02,5.70,0.00,0.00,0.000,0.002,173,0.341,0.031,0.954,0.000,0.015,54972,49593,1,0.995,0.005,0.062,548446,0.146,1.635,0.044,17.38,17381,17,729.083,1.000,0.132,4551738,1.01,11.49,0.004,0.000,0.000,11.3,14.5,21.7,72.4,17317,0.066,0.00,0.0027,0.071,85,0.676,0.000,0.758,0.087,3.94,3.70,7.80,0.00,0.000,1.01,1.01,1.01,0.676,0.00238,1.12,59.1507,3667.62,112072.2,139958.7,36.265,44.7180,58.445,176.535,0.787,0.350,3.5,3.349,103.373,998,3194.9,26.47,14.772,56.920,2024.1,40.590,0.133,1.99,10.6931,15034.6,1.1618,0.3186,12.32,1.368,0.093,0.6817,0.0000,0.195,0.038,0.000,26.5497
330000,1494,1.867,0.581,5.74,111785,107358,26,0,4313,530,834789.9,397980.5,0.002,0.607,0.129,0.263,138,16.69,7.99,0.09,1.24,0.02,0.32,0.37,2.33,11.85,5.10,0.00,0.05,0.000,0.008,173,0.375,0.023,0.969,0.000,0.008,147068,137532,1,1.000,0.000,0.060,1182503,0.163,1.874,0.040,20.48,39506,0,750.907,0.000,0.178,11127371,1.02,11.67,0.004,0.004,0.001,12.0,14.5,21.7,97.3,18405,0.070,0.00,0.0047,0.083,99,0.783,0.000,0.807,0.278,4.05,3.77,7.88,0.00,0.001,1.01,1.02,1.02,0.783,0.00287,2.68,121.2657,4507.98,108797.7,139958.7,75.708,75.7602,112.603,284.231,0.769,0.340,4.1,4.284,199.729,688,1871.3,54.71,16.453,117.125,2277.3,89.661,0.136,2.00,12.2787,18344.4,1.3114,0.2046,12.32,1.380,0.080,1.3183,0.0000,0.201,0.042,0.001,57.2348
340000,1448,1.868,0.532,6.06,59260,57559,3,3,1741,1121,446964.2,169874.9,0.002,0.613,0.085,0.301,170,17.01,7.41,0.03,0.62,0.10,0.86,0.37,2.78,12.00,5.09,0.00,0.00,0.003,0.023,190,0.450,0.035,0.957,0.000,0.008,55370,50819,1,0.958,0.042,0.075,670561,0.144,1.574,0.038,17.24,17137,40,151.539,0.667,0.137,4766160,1.01,11.54,0.003,0.008,0.000,13.2,14.5,21.9,75.7,18098,0.069,0.00,0.0026,0.077,126,0.691,0.000,0.761,0.091,3.96,3.75,7.85,0.00,0.001,1.00,1.01,1.01,0.691,0.00221,1.20,58.9971,3778.19,111672.0,139958.7,36.282,44.6385,58.346,174.290,0.782,0.346,3.9,3.204,102.450,722,2115.5,34.82,14.452,56.965,1967.8,40.555,0.134,2.00,11.3059,16371.0,1.2049,0.2495,12.50,1.389,0.082,0.6817,0.0000,0.192,0.034,0.000,26.6461
350000,1521,1.856,0.553,5.61,108690,104603,24,2,3988,2270,821795.9,384038.2,0.001,0.629,0.109,0.261,136,17.36,8.72,0.11,1.29,0.07,0.61,0.39,2.89,12.23,5.79,0.00,0.00,0.002,0.021,185,0.454,0.032,0.955,0.000,0.013,140917,133600,2,0.997,0.000,0.063,1084503,0.157,1.513,0.039,20.26,36427,12,169.180,1.000,0.164,11805327,1.03,11.82,0.003,0.009,0.000,12.0,14.5,23.7,95.3,19471,0.074,0.00,0.0044,0.074,112,0.803,0.000,0.812,0.268,4.11,3.70,7.87,0.00,0.001,1.01,1.03,1.03,0.803,0.00265,2.62,118.7638,3882.07,110047.7,139958.7,77.659,76.1720,110.716,280.159,0.812,0.342,3.9,4.032,199.751,776,2284.0,19.62,16.379,115.453,2043.1,87.550,0.136,2.00,11.4976,17487.9,1.2302,0.2873,12.80,1.384,0.091,1.3183,0.0000,0.199,0.043,0.000,55.3421
360000,1427,1.876,0.543,5.82,57281,55635,4,0,1736,900,442706.9,164244.5,0.001,0.628,0.074,0.297,167,16.87,7.92,0.11,1.42,0.04,0.51,0.35,2.56,11.95,5.03,0.00,0.00,0.002,0.023,139,0.509,0.040,0.953,0.000,0.007,53622,50771,1,1.000,0.000,0.076,841617,0.141,1.591,0.038,16.26,16466,0,182.494,0.000,0.129,5095405,1.02,11.80,0.004,0.001,0.000,12.0,14.5,22.5,96.2,17763,0.068,0.00,0.0026,0.080,86,0.722,0.000,0.751,0.098,4.07,3.71,7.91,0.00,0.000,1.01,1.03,1.03,0.722,0.00204,1.16,58.1460,3698.86,110802.1,139958.7,37.054,44.9314,57.351,171.720,0.779,0.345,3.4,2.911,102.060,770,2305.9,36.42,13.690,57.217,2024.0,40.428,0.135,2.00,11.9798,17095.1,1.2731,0.2672,12.45,1.380,0.097,0.6817,0.0000,0.177,0.042,0.000,25.7114
370000,1541,1.789,0.601,5.59,110697,106544,19,3,4017,1936,833954.2,389497.1,0.002,0.648,0.106,0.245,136,16.39,7.77,0.03,0.64,0.11,1.14,0.21,1.80,11.46,5.53,0.00,0.00,0.003,0.029,158,0.561,0.020,0.973,0.000,0.007,140848,136106,1,1.000,0.000,0.049,1139093,0.151,1.677,0.046,20.30,37945,13,201.186,1.000,0.133,12678677,1.01,12.48,0.003,0.012,0.000,11.5,14.8,21.0,86.8,18194,0.069,0.00,0.0047,0.080,117,0.811,0.000,0.808,0.253,4.02,3.56,7.86,0.00,0.000,1.00,1.01,1.01,0.811,0.00264,2.73,120.6852,4479.28,109100.1,139958.7,77.540,75.8407,113.085,280.298,0.819,0.339,3.6,4.065,198.773,817,2540.2,23.45,16.128,115.423,2008.6,88.337,0.137,1.99,11.5128,17741.2,1.2901,0.3020,11.81,1.414,0.081,1.3183,0.0000,0.185,0.038,0.000,55.6446
380000,1451,1.916,0.589,5.29,56562,54866,4,2,1780,1203,444595.8,163828.1,0.001,0.642,0.061,0.295,166,17.58,9.88,0.12,1.36,0.01,0.20,0.25,1.38,12.22,7.00,0.00,0.00,0.001,0.010,122,0.597,0.032,0.957,0.000,0.010,52760,51129,1,1.000,0.000,0.091,773036,0.143,1.758,0.041,16.09,15051,86,136.183,0.500,0.121,5287107,1.03,12.25,0.006,0.002,0.000,13.7,15.0,24.1,106.8,18294,0.070,0.00,0.0025,0.068,96,0.732,0.000,0.756,0.098,4.25,3.71,7.91,0.00,0.000,1.01,1.04,1.04,0.732,0.00201,1.13,58.3274,3983.74,110439.7,139958.7,36.892,45.0390,57.471,170.216,0.764,0.344,3.4,2.917,102.541,861,2578.3,35.13,13.504,57.571,2123.4,40.992,0.137,1.99,11.4200,16570.4,1.2395,0.2834,12.61,1.418,0.090,0.6817,0.0000,0.190,0.037,0.001,25.8399
390000,1515,1.860,0.564,5.66,107044,102817,34,16,4113,1913,826214.8,384404.7,0.001,0.653,0.097,0.249,136,16.99,8.43,0.06,0.77,0.07,1.62,0.21,1.46,11.80,5.80,0.00,0.03,0.002,0.022,162,0.541,0.020,0.971,0.000,0.009,139400,135351,1,1.000,0.000,0.050,1341378,0.163,1.555,0.039,19.85,33291,192,200.943,0.438,0.146,12762035,1.01,12.36,0.002,0.003,0.001,13.2,15.0,21.8,87.8,18395,0.070,0.00,0.0046,0.071,121,0.816,0.000,0.812,0.269,4.15,3.69,7.88,0.00,0.002,1.01,1.02,1.03,0.816,0.00259,2.65,119.1318,3987.10,107949.5,139958.7,77.942,75.8568,111.225,276.812,0.783,0.337,3.7,3.923,198.799,814,2235.7,28.31,15.866,115.547,2112.4,88.171,0.135,2.01,12.8222,19425.6,1.3908,0.3470,12.14,1.420,0.084,1.3183,0.0000,0.189,0.036,0.000,55.3660
400000,1320,1.998,0.556,6.25,56908,55401,3,120,1579,6516,445666.4,169782.1,0.002,0.631,0.070,0.297,167,19.54,13.27,0.11,1.08,0.46,2.65,0.50,2.11,13.12,7.13,0.00,0.06,0.008,0.046,226,0.366,0.036,0.959,0.000,0.005,54056,50626,1,0.965,0.035,0.117,794855,0.139,1.578,0.039,16.56,16368,196,26.056,0.292,0.140,5093614,1.02,10.68,0.005,0.037,0.001,12.5,15.0,30.1,132.3,18737,0.071,0.00,0.0026,0.075,88,0.719,0.000,0.770,0.103,4.35,4.22,7.86,0.00,0.002,1.01,1.02,1.01,0.719,0.00234,1.19,58.7872,3730.72,111908.8,139958.7,36.076,45.2271,57.990,173.271,0.766,0.345,4.7,3.083,101.997,793,2401.5,32.00,13.739,57.870,2012.7,40.928,0.134,2.00,11.9552,15780.8,1.1824,0.3471,14.19,1.397,0.097,0.6817,0.0000,0.193,0.038,0.000,26.5107
410000,1274,2.072,0.542,6.94,86881,80845,17,3348,2717,217851,786502.8,383027.3,0.006,0.602,0.122,0.271,134,20.53,14.24,0.44,3.44,0.30,2.13,0.54,2.71,14.33,7.14,0.01,0.15,0.006,0.040,287,0.115,0.030,0.958,0.000,0.013,126299,115958,3,0.989,0.009,0.100,1028050,0.158,1.725,0.038,20.27,38971,237,1.758,0.233,0.173,7610838,1.07,9.01,0.009,0.042,0.004,10.6,17.7,30.6,140.5,19883,0.076,0.00,0.0043,0.069,114,0.745,0.000,0.785,0.352,4.40,4.71,7.62,0.01,0.005,1.04,1.11,1.07,0.753,0.00496,2.52,97.2600,3811.86,110593.1,139958.7,71.160,81.2963,96.741,304.612,0.791,0.343,3.9,6.322,198.224,629,1760.4,38.36,17.360,122.037,2475.0,83.554,0.134,2.00,13.5931,17317.6,1.1596,0.3886,15.61,1.317,0.112,1.3183,0.0000,0.211,0.051,0.000,54.5587
420000,1396,1.922,0.539,6.28,59494,57740,2,12,1618,4391,451451.2,183131.4,0.003,0.614,0.101,0.282,173,18.18,9.14,0.13,1.32,0.25,1.45,0.24,1.75,12.90,6.23,0.01,0.14,0.009,0.054,253,0.269,0.029,0.958,0.000,0.013,60409,55503,1,0.994,0.006,0.049,732279,0.135,1.555,0.038,17.26,19846,112,41.706,0.500,0.150,4707156,1.03,10.15,0.005,0.032,0.002,12.2,15.7,24.1,77.4,18875,0.072,0.00,0.0025,0.070,95,0.701,0.000,0.771,0.133,4.31,4.45,7.82,0.01,0.003,1.03,1.05,1.03,0.702,0.00231,1.28,60.4751,3636.01,111828.2,139958.7,35.403,44.0176,59.249,179.700,0.753,0.352,3.8,3.229,100.786,762,2105.8,24.36,14.142,57.741,2153.4,41.216,0.134,2.01,11.5375,16106.4,1.1564,0.3112,13.52,1.360,0.118,0.6817,0.0000,0.200,0.045,0.000,27.8826
430000,1110,2.232,0.622,8.03,86129,80275,31,3562,2547,232034,757224.1,372304.7,0.007,0.644,0.112,0.237,136,23.46,17.21,0.29,2.23,1.40,4.84,0.77,3.13,14.39,8.05,0.01,0.14,0.029,0.093,446,0.066,0.042,0.946,0.000,0.012,134474,121280,1,0.701,0.299,0.114,1245513,0.137,1.775,0.045,18.08,44352,263,1.605,0.227,0.135,8354731,1.06,8.74,0.009,0.212,0.004,9.1,18.2,46.6,118.1,18713,0.071,0.00,0.0047,0.089,140,0.775,0.000,0.823,0.388,4.33,4.82,7.38,0.01,0.004,1.05,1.08,1.06,0.785,0.00491,2.34,91.2268,3491.11,115882.0,139958.7,71.922,84.4874,91.562,304.303,0.878,0.360,6.4,5.448,194.170,957,2766.4,41.50,15.212,123.649,3015.8,79.758,0.135,2.00,9.8004,10878.5,0.9268,0.4200,16.86,1.367,0.178,1.3183,0.0000,0.202,0.058,0.000,52.1960
440000,1390,2.000,0.480,7.19,58655,56237,1,720,1417,44673,456579.3,190618.9,0.007,0.617,0.096,0.280,172,19.70,9.61,0.19,1.62,0.24,1.46,0.49,2.34,14.09,5.55,0.00,0.05,0.008,0.052,316,0.134,0.045,0.943,0.000,0.012,59804,52725,1,1.000,0.000,0.096,905651,0.139,1.425,0.030,18.65,21611,190,4.267,0.271,0.149,4189498,1.03,8.49,0.000,0.037,0.001,11.0,17.8,26.6,89.6,20864,0.080,0.00,0.0023,0.078,125,0.669,0.000,0.784,0.140,4.32,4.73,7.71,0.00,0.002,1.01,1.05,1.05,0.672,0.00294,1.34,57.6261,3265.87,112863.6,139958.7,33.960,43.1567,59.374,190.613,0.762,0.351,4.3,4.081,101.865,689,1697.2,28.81,15.766,57.741,1959.9,40.665,0.134,2.00,11.4350,15894.7,1.0331,0.3506,15.01,1.323,0.082,0.6817,0.0000,0.206,0.038,0.000,28.8501
450000,1139,2.182,0.581,7.19,96953,89809,17,4460,2918,237672,792903.2,415614.1,0.011,0.594,0.137,0.259,136,24.04,16.44,0.26,2.08,1.27,4.76,0.44,2.21,15.68,7.63,0.00,0.06,0.023,0.079,403,0.090,0.032,0.956,0.000,0.011,146002,129708,1,0.851,0.149,0.071,1252167,0.146,1.719,0.041,20.46,49540,234,1.749,0.247,0.185,7922260,1.06,8.82,0.004,0.166,0.001,11.0,19.6,44.5,144.1,20105,0.077,0.00,0.0044,0.073,135,0.740,0.000,0.828,0.369,4.26,4.76,7.25,0.00,0.001,1.02,1.07,1.07,0.750,0.00568,2.55,98.8396,3108.30,114046.2,139958.7,70.487,78.5644,99.518,321.438,0.902,0.355,7.8,6.466,198.737,962,2767.4,29.05,17.350,122.490,2859.0,84.614,0.136,2.00,11.7199,13348.9,0.9973,0.4068,17.65,1.336,0.157,1.3183,0.0000,0.222,0.051,0.000,58.0391
460000,1311,2.070,0.464,7.11,58672,56796,4,282,1418,22496,456299.2,194400.4,0.008,0.628,0.113,0.251,176,20.41,10.71,0.15,1.51,0.35,1.87,0.55,2.76,14.63,6.12,0.00,0.14,0.011,0.054,333,0.156,0.041,0.948,0.000,0.011,59608,53405,1,0.955,0.045,0.114,839194,0.138,1.402,0.030,18.71,21130,209,8.642,0.298,0.172,4064315,1.02,8.31,0.002,0.054,0.001,11.0,17.8,28.7,134.3,20561,0.078,0.00,0.0024,0.063,110,0.655,0.000,0.770,0.140,4.26,4.86,7.57,0.01,0.002,1.00,1.03,1.02,0.657,0.00318,1.31,59.6761,3191.89,113757.3,139958.7,33.824,42.8569,59.909,189.918,0.774,0.356,5.3,4.169,101.544,612,1625.8,27.83,15.704,57.849,1882.1,41.253,0.135,2.01,11.7053,15345.6,1.0035,0.3388,15.68,1.308,0.077,0.6817,0.0000,0.220,0.050,0.000,29.5019
470000,1275,2.218,0.510,7.29,88633,83580,25,2459,2605,169831,794255.9,390817.6,0.015,0.615,0.132,0.239,140,24.55,18.91,0.25,1.65,1.32,4.94,0.56,2.55,15.60,7.84,0.00,0.06,0.022,0.078,374,0.155,0.033,0.955,0.000,0.013,140411,129265,2,0.927,0.061,0.110,1387864,0.150,1.629,0.035,18.77,44910,241,2.301,0.246,0.177,8011068,1.05,7.55,0.013,0.116,0.001,10.8,18.1,38.8,119.1,22607,0.086,0.00,0.0040,0.064,113,0.766,0.000,0.823,0.396,4.48,5.34,7.59,0.00,0.002,1.04,1.06,1.06,0.772,0.00434,2.42,102.3046,3427.69,112247.7,139958.7,70.483,81.8537,97.187,303.504,0.792,0.354,7.3,5.529,196.255,628,1718.4,26.23,15.483,124.327,2372.8,86.022,0.136,1.99,12.4661,15894.3,1.0419,0.3999,17.73,1.358,0.132,1.3183,0.0000,0.205,0.059,0.007,55.5592
480000,1371,2.045,0.478,7.22,58538,56707,4,458,1273,32534,461144.4,197220.9,0.006,0.634,0.102,0.257,175,20.00,9.74,0.14,1.61,0.37,1.95,0.65,2.88,14.28,5.80,0.00,0.00,0.012,0.056,358,0.150,0.029,0.953,0.000,0.018,61379,55489,1,0.900,0.100,0.142,1047934,0.137,1.423,0.032,18.44,21589,235,6.062,0.251,0.185,4322932,1.03,8.16,0.001,0.050,0.000,10.6,18.0,30.2,88.9,21188,0.081,0.00,0.0024,0.068,101,0.677,0.000,0.778,0.154,4.31,4.81,7.56,0.00,0.001,1.02,1.04,1.04,0.679,0.00302,1.31,59.8310,3227.24,113312.1,139958.7,33.879,43.0569,60.300,190.668,0.775,0.355,4.1,4.138,101.255,697,1852.5,21.11,15.234,58.051,1863.8,41.484,0.135,2.00,11.2808,15466.0,0.9949,0.3974,15.45,1.308,0.093,0.6817,0.0000,0.202,0.052,0.001,29.4067
490000,1447,2.017,0.507,7.02,105142,101393,56,213,3404,19229,824609.4,411273.2,0.006,0.590,0.135,0.269,140,19.60,9.84,0.11,1.63,0.46,2.54,0.40,2.01,13.86,5.24,0.00,0.05,0.014,0.060,310,0.185,0.031,0.959,0.000,0.010,165800,155052,1,0.963,0.037,0.080,1949585,0.151,1.742,0.032,17.41,51981,204,21.388,0.324,0.196,10212866,1.02,8.45,0.000,0.073,0.001,9.8,18.1,28.3,110.6,21458,0.082,0.00,0.0041,0.063,120,0.807,0.000,0.864,0.386,4.38,4.85,7.61,0.00,0.002,1.00,1.03,1.02,0.807,0.00264,2.48,120.2961,3758.77,108373.9,139958.7,75.469,75.9731,107.574,283.934,0.779,0.337,4.4,3.815,196.542,706,1797.8,53.15,13.163,120.637,1926.6,90.947,0.134,2.00,13.6790,19793.5,1.1873,0.4174,14.83,1.327,0.108,1.3183,0.0000,0.200,0.053,0.000,57.7650
500000,1294,2.112,0.473,7.45,58825,57354,5,325,1294,24308,467227.2,200968.4,0.006,0.639,0.099,0.256,177,21.46,9.84,0.15,1.43,0.28,1.49,0.64,2.83,14.86,5.93,0.00,0.11,0.011,0.061,312,0.064,0.032,0.946,0.000,0.022,62822,56039,1,0.979,0.021,0.118,1044048,0.136,1.486,0.030,18.38,21581,243,8.268,0.240,0.156,4498095,1.03,7.77,0.002,0.032,0.001,12.9,19.3,29.6,102.7,20620,0.079,0.00,0.0024,0.077,96,0.677,0.000,0.789,0.167,4.49,4.95,7.64,0.01,0.003,1.02,1.04,1.03,0.679,0.00315,1.34,61.7793,3069.38,112198.1,139958.7,34.368,42.7200,61.205,189.671,0.763,0.348,3.7,4.080,102.032,708,1856.9,31.92,14.827,57.599,1941.8,41.761,0.136,2.00,12.9147,16711.6,1.0350,0.3747,15.94,1.360,0.095,0.6817,0.0000,0.186,0.045,0.000,29.5573
