step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest
100000,14.96,16,0,0,0,16,0,1.00,6,0.000,2877,2.51,379.91,113.00,311,0,0,0,1.00,1.00,1.00,7,8,8,18.8,184.128,16,0.935,0.291
100000,14.22,18,0,0,5,13,0,1.00,0,0.000,2518,3.27,238.85,80.93,311,0,0,0,1.00,1.00,1.00,7,8,8,20.1,171.224,18,0.918,0.291
100000,14.96,16,0,0,0,16,0,1.00,6,0.000,2513,2.45,323.48,74.41,311,0,0,0,1.00,1.00,1.00,7,8,8,19.7,160.832,16,0.935,0.291
100000,35.24,34,0,0,0,34,0,1.00,0,0.000,2204,3.15,317.56,81.94,311,0,0,0,1.00,1.00,1.00,8,8,8,15.3,220.400,34,1.037,0.264
100000,4.17,14,0,0,0,5,0,1.00,22,0.000,1855,0.41,122.28,47.51,106,0,0,0,1.00,1.00,1.00,3,3,2,23.1,46.278,5,0.833,0.266
100000,15.87,18,0,0,3,15,0,1.00,0,0.000,1846,2.02,192.35,66.60,311,0,0,0,1.00,1.00,1.00,6,8,8,18.7,125.528,18,0.962,0.297
100000,9.79,16,0,0,0,10,0,1.00,12,0.000,1797,1.56,180.10,51.10,311,0,0,0,1.00,1.00,1.00,6,8,8,24.6,88.080,10,0.979,0.309
100000,15.87,18,0,0,3,15,0,1.00,0,0.000,1752,2.69,121.93,41.39,311,0,0,0,1.00,1.00,1.00,6,8,8,17.6,119.136,18,0.962,0.297
100000,15.67,16,0,0,0,16,0,1.00,4,0.000,1588,3.17,148.18,65.88,311,0,0,0,1.00,1.00,1.00,6,8,8,23.0,101.632,16,0.979,0.309
100000,11.06,18,0,0,3,10,0,1.00,8,0.000,1569,2.59,130.88,42.83,311,0,0,0,1.00,1.00,1.00,4,4,8,13.0,83.068,13,0.962,0.297
100000,15.67,16,0,0,0,16,0,1.00,4,0.000,1560,1.90,133.17,45.95,311,0,0,0,1.00,1.00,1.00,6,8,8,22.5,99.840,16,0.979,0.309
100000,20.59,19,0,0,0,19,0,1.00,2,0.000,1532,1.94,185.21,58.13,311,0,0,0,1.00,1.00,1.00,7,8,8,11.8,107.240,19,1.084,0.303
100000,17.41,17,3,0,0,14,0,1.50,0,0.000,1446,1.96,147.43,26.38,311,0,0,0,1.00,1.88,1.56,7,8,8,15.4,95.436,17,0.870,0.298
100000,15.67,16,0,0,0,16,0,1.00,4,0.000,1391,2.02,115.40,51.69,311,1,1,0,1.00,1.00,1.00,6,8,8,27.8,89.024,16,0.979,0.309
100000,16.71,22,0,0,0,16,0,1.00,8,0.000,1342,2.64,164.98,31.91,311,1,1,0,1.00,1.00,1.00,4,8,8,30.2,78.618,16,1.044,0.250
100000,15.87,18,0,0,3,15,0,1.00,0,0.000,1281,1.14,137.55,24.11,311,0,0,0,1.00,1.00,1.00,7,8,8,14.8,87.108,18,0.962,0.297
100000,11.66,14,0,0,0,14,0,1.00,10,0.000,1202,2.05,78.51,47.75,106,1,1,0,1.00,1.00,1.00,4,3,8,32.8,72.120,14,0.833,0.266
100000,2.65,24,0,0,0,3,0,1.00,24,0.000,1200,0.55,184.96,33.06,311,0,0,0,1.00,1.00,1.00,2,2,2,21.8,13.019,3,0.883,0.305
100000,13.00,15,0,0,3,12,0,1.00,4,0.000,1192,2.01,87.55,33.58,311,1,1,0,1.00,1.00,1.00,6,8,8,33.2,73.904,15,0.963,0.298
100000,23.28,24,0,0,0,24,0,1.00,0,0.000,1177,3.97,124.73,74.38,311,1,1,0,1.00,1.00,1.00,8,8,8,34.7,94.160,24,0.970,0.303
100000,14.96,16,0,0,0,16,0,1.00,6,0.000,1160,3.31,86.18,32.36,311,0,0,0,1.00,1.00,1.00,4,8,8,17.3,74.240,16,0.935,0.291
100000,10.60,13,0,0,0,12,0,1.00,6,0.000,1158,1.99,79.55,32.80,311,0,0,0,1.00,1.00,1.00,6,8,8,19.9,62.034,12,0.883,0.317
100000,14.96,16,0,0,0,16,0,1.00,6,0.000,1122,3.13,69.35,70.39,311,0,0,0,1.00,1.00,1.00,7,8,8,19.8,71.808,16,0.935,0.291
100000,11.33,13,0,0,0,13,0,1.00,12,0.000,1083,1.79,54.86,38.00,420,1,1,0,1.00,1.00,1.00,2,3,8,35.8,62.814,13,0.872,0.288
100000,15.87,18,0,0,3,15,0,1.00,0,0.000,1080,0.14,81.41,23.93,311,0,0,0,1.00,1.00,1.00,6,8,8,19.0,73.440,18,0.962,0.297
100000,15.18,16,0,0,1,15,0,1.00,2,0.000,1064,3.01,89.97,21.95,311,1,1,0,1.00,1.00,1.00,5,8,8,34.0,68.096,16,0.979,0.309
100000,27.03,26,0,0,0,26,0,1.00,0,0.000,1054,3.66,155.06,35.56,311,1,2,0,1.00,1.00,1.00,7,8,8,28.7,88.536,26,1.040,0.314
100000,8.08,10,0,0,0,10,0,1.00,14,0.000,1046,2.66,61.35,26.59,420,0,0,0,1.00,1.00,1.00,4,4,8,23.7,54.392,10,0.808,0.238
100000,12.22,34,0,5,0,7,0,1.00,8,0.409,1018,1.82,62.03,39.43,311,1,0,0,1.00,1.00,1.00,7,7,8,29.9,52.965,12,1.018,0.441
100000,8.08,10,0,0,0,10,0,1.00,14,0.000,978,2.55,53.63,29.20,420,1,1,0,1.00,1.00,1.00,5,4,8,34.4,50.856,10,0.808,0.238
100000,13.00,15,0,0,3,12,0,1.00,4,0.000,937,2.96,60.79,23.66,311,1,1,0,1.00,1.00,1.00,6,8,8,34.9,58.094,15,0.963,0.298
100000,10.76,12,0,0,0,11,0,1.00,10,0.000,921,1.65,66.00,29.99,311,1,1,0,1.00,1.00,1.00,4,8,6,31.1,48.603,11,0.978,0.308
100000,14.22,18,0,0,5,13,0,1.00,0,0.000,889,1.41,72.03,35.39,311,0,0,0,1.00,1.00,1.00,8,8,8,17.5,60.452,18,0.918,0.291
100000,16.74,17,3,0,0,14,0,1.50,0,0.000,862,1.11,77.33,13.53,311,0,0,0,1.00,1.88,1.56,7,8,8,14.8,56.892,17,0.837,0.318
100000,8.21,10,0,0,0,10,0,1.00,14,0.000,846,1.59,46.65,24.90,420,1,2,0,1.00,1.00,1.00,3,4,8,34.3,43.992,10,0.821,0.248
100000,15.67,16,0,0,0,16,0,1.00,4,0.000,829,2.31,54.58,12.10,311,0,0,0,1.00,1.00,1.00,7,8,8,20.5,53.056,16,0.979,0.309
100000,5.00,16,0,0,0,6,0,1.00,20,0.000,822,1.53,59.22,20.29,106,0,0,0,1.00,1.00,1.00,1,2,4,0.3,22.022,6,0.833,0.266
100000,27.45,33,0,0,2,31,0,1.00,0,0.000,814,2.26,127.39,28.56,106,0,0,0,1.00,1.00,1.00,6,8,8,21.6,79.772,33,0.858,0.225
100000,28.52,28,0,0,0,28,0,1.00,2,0.000,785,4.02,109.73,11.40,311,0,0,0,1.00,1.00,1.00,5,7,8,8.9,69.080,28,1.018,0.261
100000,5.03,13,0,0,1,5,0,1.00,18,0.000,784,0.33,42.31,10.32,455,0,0,0,1.00,1.00,1.00,2,2,5,12.5,27.982,6,0.914,0.255
100000,11.74,12,0,0,0,12,0,1.00,8,0.000,781,1.81,52.01,17.45,311,0,0,0,1.00,1.00,1.00,5,8,8,16.5,43.736,12,0.978,0.308
