step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest
100000,31.34,20,0,0,0,20,0,1.00,8,0.000,846,4.33,98.51,70.33,95,0,0,0,1.00,1.00,1.00,8,8,8,22.7,60.912,20,1.567,0.588
100000,20.53,14,0,0,0,14,0,1.00,8,0.000,844,4.05,67.86,19.26,95,0,0,0,1.00,1.00,1.00,7,8,8,19.1,50.640,14,1.466,0.470
100000,20.53,14,0,0,0,14,0,1.00,8,0.000,843,3.77,43.09,34.31,95,1,1,0,1.00,1.00,1.00,7,8,8,28.4,50.580,14,1.466,0.470
100000,28.33,20,0,0,0,20,0,1.00,8,0.000,840,3.70,29.85,52.21,95,0,0,0,1.00,1.00,1.00,8,8,8,17.6,60.480,20,1.416,0.521
100000,31.34,20,0,0,0,20,0,1.00,8,0.000,837,4.96,94.20,28.82,95,0,0,0,1.00,1.00,1.00,8,8,8,3.6,60.264,20,1.567,0.588
100000,21.73,13,0,0,0,13,0,1.00,8,0.000,836,3.85,62.57,27.87,95,1,1,0,1.00,1.00,1.00,6,8,8,28.9,48.488,13,1.671,0.515
100000,30.29,20,0,0,0,20,0,1.00,8,0.000,830,4.29,61.47,48.79,95,0,0,0,1.00,1.00,1.00,8,8,8,22.6,59.760,20,1.515,0.575
100000,20.53,14,0,0,0,14,0,1.00,8,0.000,829,1.85,63.74,20.71,95,0,0,0,1.00,1.00,1.00,7,8,8,18.5,49.740,14,1.466,0.470
100000,21.09,19,0,4,0,15,0,1.00,6,0.190,827,2.48,43.41,50.44,310,0,0,0,1.00,1.00,1.00,5,5,8,17.0,57.890,19,1.110,0.457
100000,20.53,14,0,0,0,14,0,1.00,8,0.000,826,3.55,81.23,42.11,95,1,1,0,1.00,1.00,1.00,7,8,8,31.9,49.560,14,1.466,0.470
100000,17.94,12,0,0,0,12,0,1.00,16,0.000,826,3.10,51.92,27.12,95,0,0,0,1.00,1.00,1.00,6,8,8,15.4,46.256,12,1.495,0.570
100000,14.06,12,0,0,0,12,0,1.00,16,0.000,820,1.83,17.27,44.34,95,0,0,0,1.00,1.00,1.00,6,8,8,23.5,45.920,12,1.172,0.446
100000,20.32,19,0,0,0,19,0,1.00,0,0.000,815,3.50,74.31,29.94,310,0,0,0,1.00,1.00,1.00,4,8,8,25.3,57.050,19,1.069,0.412
100000,20.53,14,0,0,0,14,0,1.00,8,0.000,814,3.00,91.79,20.24,95,0,0,0,1.00,1.00,1.00,7,8,8,14.8,48.840,14,1.466,0.470
100000,14.42,9,0,0,0,9,0,1.00,16,0.000,804,3.12,21.46,49.51,95,1,1,0,1.00,1.00,1.00,5,8,8,34.4,40.200,9,1.603,0.585
100000,19.91,14,0,0,0,14,0,1.00,8,0.000,799,1.24,47.33,31.88,95,0,0,0,1.00,1.00,1.00,5,8,8,12.1,47.940,14,1.422,0.529
100000,28.36,18,0,0,0,18,0,1.00,4,0.000,794,2.45,62.13,27.06,95,0,0,0,1.00,1.00,1.00,6,8,8,13.0,53.992,18,1.576,0.628
100000,21.28,20,0,0,0,20,0,1.00,0,0.000,793,0.82,81.89,13.81,310,2,1,0,1.00,1.00,1.00,3,8,8,46.1,57.096,20,1.064,0.440
100000,28.33,20,0,0,0,20,0,1.00,8,0.000,792,2.18,45.85,50.17,95,0,0,0,1.00,1.00,1.00,8,8,8,20.1,57.024,20,1.416,0.521
100000,31.34,20,0,0,0,20,0,1.00,8,0.000,785,3.97,41.36,60.60,95,0,0,0,1.00,1.00,1.00,8,8,8,24.2,56.520,20,1.567,0.588
100000,28.33,20,0,0,0,20,0,1.00,8,0.000,780,0.97,53.05,38.07,95,0,0,0,1.00,1.00,1.00,8,8,8,22.3,56.160,20,1.416,0.521
100000,31.34,20,0,0,0,20,0,1.00,8,0.000,779,4.11,49.41,60.21,95,1,0,0,1.00,1.00,1.00,8,8,8,29.0,56.088,20,1.567,0.588
