step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,507,17.58,0.04,1.76,0.20,17.34,0.00,1.01,0.000,0.112,335823.5,196699.0,4,32,3.42,1.00,1.01,41.5026,1650.55,103114.5,0.0713,8.4476,5462,2.9765,207,60.5743,369510.4
10000,1,383,17.95,0.03,2.22,0.11,17.20,0.00,1.01,0.000,0.086,323063.3,182794.5,3,31,3.51,1.01,1.01,40.5471,1257.86,16775.3,14.0884,9.5948,5461,2.9760,181,52.6461,341183.7
10000,2,139,10.36,0.00,0.06,0.06,14.04,0.00,1.00,0.000,0.023,150724.5,71841.9,1,15,2.82,1.00,1.00,20.4027,572.47,310.4,45.2233,8.5334,5461,2.9760,208,14.8720,93508.4
20000,0,392,21.96,0.39,4.35,0.30,18.23,0.00,1.07,0.000,0.104,198424.8,109454.8,1,23,4.09,1.06,1.09,25.4193,1172.05,107031.6,0.0000,8.1951,5462,1.3538,273,28.5035,193048.7
20000,1,336,19.63,0.45,3.32,0.27,16.81,0.00,1.16,0.003,0.081,151784.7,72824.6,1,28,3.78,1.19,1.09,18.9134,1054.52,16394.0,10.4613,7.5658,5461,1.3535,272,20.0087,134100.5
20000,2,105,12.08,0.00,1.13,0.29,13.84,0.00,1.00,0.000,0.018,41979.3,12376.2,1,16,3.01,1.00,1.00,5.2826,373.47,214.2,29.3346,4.3297,5461,1.3535,228,2.2315,13981.6
30000,0,433,26.15,0.79,3.76,0.19,15.82,0.00,1.23,0.000,0.102,312763.6,208503.2,4,40,4.04,1.20,1.25,37.2532,1235.05,104516.6,0.0000,7.5213,5462,2.5455,290,59.3796,379204.5
30000,1,406,18.99,0.42,3.24,0.11,13.02,0.00,1.10,0.002,0.078,275198.5,169293.2,4,26,3.45,1.07,1.14,31.5786,1090.60,16363.6,22.3201,7.9849,5461,2.5450,282,49.6706,316704.5
30000,2,128,11.96,0.04,0.88,0.22,13.27,0.00,1.01,0.000,0.021,77691.4,30333.0,3,11,2.84,1.01,1.00,9.7545,525.29,384.5,54.8444,7.5084,5461,2.5450,341,4.6366,33154.1
40000,0,596,17.84,0.08,1.03,0.26,15.60,0.00,1.02,0.000,0.116,200911.2,96779.7,1,27,3.53,1.00,1.03,25.8295,1444.16,105017.7,0.0000,7.6965,5462,1.4414,167,29.1303,196410.5
40000,1,410,18.97,0.10,1.19,0.48,16.06,0.00,1.01,0.000,0.083,145200.4,60583.5,2,49,3.53,1.00,1.02,17.5927,1041.34,15238.7,10.4411,7.0212,5461,1.4412,239,20.3077,127511.5
40000,2,122,14.93,0.24,0.23,0.73,13.48,0.00,1.08,0.000,0.021,40860.6,11662.7,1,16,3.27,1.05,1.12,5.0105,449.48,200.5,29.5988,4.0242,5461,1.4412,267,2.4896,14772.0
50000,0,523,21.41,0.19,1.39,0.51,17.07,0.00,1.06,0.000,0.114,368544.4,230811.3,2,21,3.84,1.04,1.08,46.0693,1189.16,104097.7,0.0000,7.3529,5462,2.6406,224,64.0990,439873.9
50000,1,408,19.10,0.14,1.28,0.31,15.51,0.00,1.04,0.000,0.081,282684.6,157358.2,2,31,3.56,1.04,1.05,34.0075,1215.25,15554.6,24.2414,8.5794,5461,2.6401,287,41.0932,297977.1
50000,2,130,16.07,0.02,0.13,0.17,15.31,0.00,1.01,0.000,0.023,86312.3,32318.6,1,7,3.44,1.01,1.01,10.8297,407.58,365.4,55.3162,7.3807,5461,2.6401,292,5.4504,40500.7
60000,0,673,16.42,0.13,0.42,0.34,15.24,0.00,1.04,0.000,0.123,209618.0,104837.6,4,30,3.51,1.01,1.05,28.1479,1499.03,105297.2,0.0000,7.6820,5462,1.5179,121,29.0752,207348.1
60000,1,455,15.80,0.04,0.14,0.31,15.14,0.00,1.01,0.000,0.082,154842.4,68232.2,4,38,3.43,1.01,1.02,19.4632,1129.35,15094.3,10.6069,7.1180,5461,1.5176,159,19.9526,138287.1
60000,2,105,14.25,0.00,0.07,0.32,14.06,0.00,1.00,0.000,0.017,43838.1,12240.4,3,20,3.33,1.00,1.00,5.4636,302.41,155.0,29.3327,4.2239,5461,1.5176,234,2.5612,16202.7
70000,0,595,19.50,0.44,1.62,0.14,15.48,0.00,1.11,0.000,0.121,381640.2,258044.6,4,31,3.68,1.06,1.15,50.1705,1357.84,104738.0,0.0000,7.8255,5462,2.6427,237,62.7660,458828.8
70000,1,444,18.32,0.40,0.61,0.30,15.79,0.00,1.08,0.002,0.086,294895.0,171568.0,5,29,3.55,1.03,1.12,36.9997,1162.90,15520.7,24.2370,8.7109,5461,2.6422,239,41.9546,315047.2
70000,2,130,14.72,0.02,0.43,0.15,13.37,0.00,1.00,0.000,0.021,84719.8,31429.7,4,18,3.22,1.00,1.01,10.7080,664.59,352.8,55.2494,7.3035,5461,2.6422,283,5.2996,39497.8
80000,0,629,18.16,0.15,1.45,0.85,15.27,0.08,1.03,0.027,0.128,214561.8,106928.1,1,45,3.54,1.05,1.02,28.3697,1708.94,105358.9,0.0000,7.7357,5462,1.5246,139,29.1069,208419.0
80000,1,466,16.04,0.08,0.36,0.93,14.44,0.00,1.02,0.000,0.084,160717.0,70338.8,1,44,3.34,1.02,1.03,20.4434,1142.77,14755.2,10.7937,7.0106,5461,1.5243,186,20.0395,142038.3
