step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
21000,106,63,16.3,0.0,0.0,0.4,16.5,0.0,1.00,7.8,27,120,8.52,3.51,37,26,0,0.0,1.00,1.00,1.00,4.21,4.40,7.76,20.1,1.011,0.439
21000,111,27,9.8,0.1,0.0,0.0,11.7,0.0,1.02,10.6,13,151,8.95,4.47,3,24,0,0.0,1.06,1.00,1.01,4.00,7.78,3.11,25.9,0.820,0.140
22000,80,530,14.3,0.0,0.3,0.9,15.7,0.0,1.01,8.4,183,213,19.29,6.84,184,302,44,0.0,1.00,1.01,1.01,4.67,5.81,7.06,25.5,0.869,0.350
22000,110,492,13.9,0.2,0.0,0.2,13.4,0.0,1.06,10.3,144,180,12.10,4.94,242,162,88,0.0,1.02,1.08,1.07,3.81,3.99,7.19,25.8,1.006,0.316
22000,126,111,14.7,0.4,0.0,0.1,13.9,0.0,1.09,9.8,50,190,13.82,4.84,102,8,1,0.0,1.01,1.12,1.13,3.92,3.59,7.80,13.0,0.994,0.299
22000,106,73,15.3,0.1,1.4,0.5,11.5,0.0,1.08,10.6,35,245,19.95,6.14,40,30,3,0.0,1.05,1.05,1.14,3.88,3.82,7.70,20.3,1.145,0.449
22000,111,31,11.3,0.6,0.8,0.0,11.2,0.0,1.11,11.6,15,215,14.16,5.79,9,22,0,0.0,1.15,1.12,1.09,3.84,7.03,3.35,25.4,0.857,0.145
22000,128,6,31.9,3.8,0.0,0.2,19.8,0.0,1.88,4.3,5,329,40.00,14.38,4,2,0,0.0,1.00,2.23,2.28,5.00,5.83,8.00,22.7,1.157,0.466
23000,110,570,14.0,0.2,0.1,0.1,13.5,0.0,1.05,10.0,149,161,10.57,4.61,318,170,82,0.0,1.02,1.07,1.06,3.81,4.07,7.27,23.7,1.004,0.323
23000,80,514,14.1,0.0,0.4,0.9,15.7,0.0,1.00,7.9,209,274,25.10,9.69,200,291,23,0.0,1.00,1.00,1.00,4.99,5.95,7.23,23.9,0.859,0.363
23000,126,170,14.7,0.3,0.0,0.3,14.0,0.0,1.06,9.6,69,178,13.16,5.19,136,33,1,0.0,1.00,1.08,1.09,4.29,3.78,7.65,12.5,1.008,0.271
23000,106,72,15.8,0.0,1.7,0.0,11.5,0.0,1.00,12.2,27,270,19.38,7.46,20,52,0,0.0,1.00,1.00,1.00,4.38,3.94,7.61,25.5,1.216,0.460
23000,143,22,11.5,0.0,0.0,0.8,12.5,0.0,1.00,12.2,14,211,11.34,5.18,17,5,0,0.0,1.00,1.00,1.00,3.27,2.64,7.55,19.6,0.918,0.491
23000,137,9,11.4,0.0,1.6,0.0,9.3,0.0,1.00,12.0,6,307,14.61,7.41,3,6,0,0.0,1.00,1.00,1.00,3.89,2.78,8.00,27.3,1.054,0.284
23000,128,6,38.1,1.5,0.0,0.0,31.0,0.0,1.31,3.0,3,612,93.72,19.91,5,1,0,0.0,1.00,1.50,1.40,5.33,6.50,8.00,22.3,1.124,0.467
24000,80,523,13.8,0.0,0.2,0.7,15.2,0.0,1.00,9.1,191,246,21.29,8.69,197,313,13,0.0,1.00,1.00,1.01,4.63,5.79,6.67,24.1,0.874,0.366
24000,110,462,14.9,0.4,0.1,0.2,14.1,0.0,1.12,9.4,164,203,16.63,5.98,236,145,81,0.0,1.04,1.15,1.15,4.04,4.28,7.33,25.7,0.989,0.319
24000,126,144,15.5,0.3,0.1,0.5,14.0,0.0,1.09,10.0,67,259,22.50,6.34,119,25,0,0.0,1.04,1.09,1.11,4.08,3.46,7.77,12.8,1.038,0.274
24000,106,48,13.4,0.0,1.2,0.0,9.8,0.0,1.00,14.0,21,384,28.03,11.20,6,42,0,0.0,1.00,1.00,1.00,4.23,4.79,7.44,27.9,1.270,0.476
24000,111,30,8.4,0.3,0.1,0.0,9.7,0.0,1.08,13.6,13,165,7.97,3.19,4,26,0,0.0,1.13,1.18,1.05,3.80,7.80,2.23,26.8,0.807,0.125
24000,146,10,12.5,0.0,0.0,0.0,13.2,0.0,1.00,9.8,2,177,9.43,5.02,0,3,7,0.0,1.00,1.00,1.00,3.40,3.20,7.90,44.2,0.948,0.296
24000,128,7,42.2,0.0,0.0,0.0,37.1,0.0,1.00,0.0,3,437,70.69,25.26,7,0,0,0.0,1.00,1.00,1.00,6.14,8.00,8.00,21.2,1.136,0.482
24000,143,7,11.1,0.0,0.0,0.0,11.0,0.0,1.00,12.6,5,271,13.24,7.60,1,6,0,0.0,1.00,1.00,1.00,3.71,2.43,7.29,28.1,1.006,0.514
25000,80,574,12.6,0.1,0.3,0.3,13.5,0.0,1.02,10.5,193,273,24.22,10.09,234,330,10,0.0,1.02,1.02,1.02,4.25,5.30,6.39,24.0,0.887,0.366
25000,110,544,14.7,0.3,0.7,0.4,13.1,0.0,1.06,9.9,166,224,18.24,6.44,228,237,79,0.0,1.01,1.08,1.08,3.99,4.02,7.40,26.1,1.005,0.336
25000,126,145,12.3,0.1,0.1,0.3,12.1,0.0,1.03,11.8,63,356,34.77,7.77,143,2,0,0.0,1.00,1.04,1.04,3.84,3.15,7.52,7.9,0.979,0.251
25000,106,27,13.2,0.0,1.2,0.0,8.6,0.0,1.00,13.6,14,307,16.10,9.05,8,19,0,0.0,1.00,1.00,1.00,4.07,5.78,7.56,25.2,1.331,0.496
25000,111,20,9.2,0.8,0.2,0.0,9.9,0.0,1.16,13.2,13,110,6.23,2.80,0,20,0,0.0,1.39,1.00,1.15,3.60,7.90,2.50,27.1,0.797,0.137
25000,128,8,53.9,0.0,3.2,0.8,40.4,0.0,1.00,0.0,4,376,79.09,22.02,4,4,0,0.0,1.00,1.00,1.00,8.75,8.00,8.00,23.6,1.228,0.450
26000,80,636,12.2,0.1,0.3,0.3,13.1,0.0,1.02,10.8,228,274,21.19,9.25,254,370,12,0.0,1.02,1.01,1.02,4.12,5.22,6.21,24.2,0.900,0.383
26000,110,477,13.2,0.2,0.1,0.5,12.8,0.0,1.06,10.5,154,163,10.71,4.43,211,173,93,0.0,1.02,1.07,1.07,3.67,3.88,7.18,27.7,0.987,0.319
26000,126,162,12.6,0.1,0.2,0.1,12.5,0.0,1.03,11.6,65,256,16.71,7.68,152,10,0,0.0,1.00,1.04,1.04,3.78,3.17,7.69,9.1,0.968,0.260
26000,106,19,13.9,0.0,0.6,0.1,10.1,0.0,1.00,13.3,9,223,8.97,7.16,1,18,0,0.0,1.00,1.00,1.00,3.95,3.68,7.68,28.7,1.294,0.493
26000,158,18,21.3,0.0,0.0,0.0,22.2,0.0,1.00,4.0,9,469,63.22,24.94,18,0,0,0.0,1.00,1.00,1.00,6.22,6.00,8.00,17.3,0.961,0.460
26000,128,10,52.2,4.1,1.5,3.3,30.6,0.0,1.85,1.2,9,310,54.16,25.03,5,5,0,0.2,1.00,2.06,2.17,7.20,8.00,7.70,23.2,1.248,0.473
26000,111,6,6.0,0.0,0.0,0.0,7.8,0.0,1.00,16.7,4,160,8.07,4.17,0,6,0,0.0,1.00,1.00,1.00,2.83,4.50,3.17,27.4,0.768,0.158
27000,80,447,11.6,0.0,0.2,0.5,12.6,0.0,1.01,11.4,191,266,17.25,6.97,181,254,12,0.0,1.02,1.01,1.01,4.04,5.33,6.02,23.7,0.895,0.362
27000,110,326,12.9,0.2,0.0,0.1,12.8,0.0,1.05,11.3,104,154,9.17,4.11,138,151,37,0.0,1.04,1.09,1.06,3.54,3.89,6.63,23.9,0.996,0.350
27000,126,234,12.1,0.0,0.1,0.2,12.0,0.0,1.01,11.8,90,236,16.73,5.28,189,42,3,0.0,1.00,1.01,1.01,3.68,2.89,7.56,13.8,0.997,0.263
27000,129,78,16.2,0.2,0.3,0.0,13.0,0.0,1.08,11.5,28,189,11.27,5.49,76,2,0,0.0,1.05,1.07,1.11,3.46,4.51,7.19,8.0,1.192,0.426
27000,167,45,15.9,0.0,0.1,2.3,15.3,0.0,1.00,9.5,25,141,8.20,4.99,1,42,2,0.0,1.00,1.00,1.00,4.24,3.42,7.84,28.1,0.953,0.555
27000,166,25,10.2,0.0,0.0,0.1,10.5,0.0,1.00,12.5,12,233,13.65,7.15,25,0,0,0.0,1.00,1.00,1.00,3.76,2.20,7.64,15.5,0.962,0.307
27000,128,19,38.4,0.7,12.8,0.9,15.9,0.0,1.15,4.3,15,189,19.26,11.89,5,14,0,0.2,1.00,1.21,1.24,5.74,6.21,7.63,24.6,1.242,0.428
27000,106,11,20.0,0.0,0.5,0.0,17.3,0.0,1.00,10.7,3,104,5.41,4.29,2,9,0,0.0,1.00,1.00,1.00,4.36,4.55,8.00,25.2,1.152,0.450
27000,172,8,11.4,0.0,0.0,0.6,11.0,0.0,1.00,12.5,7,536,48.40,17.68,8,0,0,0.0,1.00,1.00,1.00,3.88,3.62,6.88,14.2,0.995,0.327
28000,110,370,12.9,0.1,0.0,0.2,12.6,0.0,1.02,11.1,95,159,9.34,4.14,141,177,52,0.0,1.02,1.03,1.02,3.63,3.92,6.72,27.1,1.016,0.336
28000,80,200,12.8,0.0,0.2,0.6,14.7,0.0,1.01,9.3,79,233,16.93,8.35,95,105,0,0.0,1.01,1.01,1.01,4.78,7.06,6.62,21.2,0.852,0.361
28000,126,186,13.4,0.1,0.0,0.1,13.2,0.0,1.02,11.4,76,234,14.93,6.67,176,4,6,0.0,1.00,1.03,1.03,3.73,3.22,7.24,12.8,0.995,0.265
28000,129,105,18.0,0.5,0.2,0.1,14.3,0.0,1.15,9.2,33,145,8.65,5.28,80,22,3,0.0,1.05,1.18,1.21,3.90,4.34,7.59,16.4,1.170,0.466
28000,166,27,12.1,0.0,0.0,0.1,12.9,0.0,1.00,10.7,12,169,11.05,5.96,13,14,0,0.0,1.00,1.00,1.00,3.56,2.78,7.85,21.6,0.932,0.269
28000,167,20,24.7,0.1,0.0,0.8,23.2,0.0,1.02,6.4,10,118,9.62,6.11,1,19,0,0.0,1.00,1.02,1.04,4.95,4.85,8.00,28.0,1.038,0.585
28000,172,15,13.9,0.0,0.0,0.0,12.0,0.0,1.00,11.6,4,169,9.19,4.52,15,0,0,0.0,1.00,1.00,1.00,3.33,3.60,6.60,15.6,1.153,0.398
28000,128,9,35.0,0.3,2.9,0.2,23.4,0.1,1.05,2.7,7,461,56.78,22.61,1,8,0,0.2,1.10,1.00,1.05,6.89,6.89,7.78,26.4,1.291,0.455
