step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
44000,127,71,22.7,0.3,0.1,0.4,16.7,0.0,1.04,7.1,37,340,38.41,16.00,0,71,0,0.0,1.04,1.04,1.05,6.27,7.73,7.55,29.4,1.303,0.245
44000,114,57,19.9,0.1,0.7,0.0,16.4,0.0,1.02,5.8,22,168,12.00,6.51,56,1,0,0.0,1.00,1.04,1.01,4.61,7.84,5.39,16.9,1.143,0.405
44000,119,39,15.0,0.0,0.0,0.0,13.7,0.0,1.00,11.2,14,397,28.07,9.51,33,6,0,0.0,1.00,1.00,1.00,6.59,8.00,7.31,19.5,1.102,0.221
44000,125,21,26.2,0.0,0.0,0.0,22.8,0.0,1.00,5.0,5,516,49.83,24.35,8,12,1,0.0,1.00,1.00,1.00,8.05,8.00,8.00,27.6,1.166,0.407
44000,123,12,10.2,0.0,0.0,0.0,10.7,0.0,1.00,12.8,5,253,16.74,11.27,3,9,0,0.0,1.00,1.00,1.00,3.83,7.58,3.33,27.8,0.963,0.318
45000,1,1179,17.7,0.2,0.4,0.1,16.6,0.0,1.05,7.1,387,296,28.79,11.56,625,496,58,0.0,1.03,1.06,1.05,4.99,5.85,7.51,24.1,1.009,0.430
45000,119,57,13.0,0.2,0.0,0.0,12.1,0.0,1.00,13.2,24,327,28.63,10.59,30,27,0,0.0,1.00,1.00,1.00,4.84,6.42,5.44,25.3,1.053,0.255
45000,127,57,23.8,0.2,0.0,0.0,17.8,0.0,1.05,6.2,27,553,56.40,26.85,0,57,0,0.0,1.06,1.05,1.04,7.02,8.00,7.74,29.3,1.302,0.247
45000,123,29,10.3,0.0,0.0,0.0,10.9,0.0,1.00,12.8,11,273,21.51,10.07,1,28,0,0.0,1.00,1.00,1.00,3.62,5.66,4.45,29.9,0.936,0.312
45000,125,23,26.0,0.6,0.1,0.0,21.3,0.0,1.00,5.9,8,362,36.19,18.67,3,20,0,0.0,1.00,1.00,1.00,7.17,7.74,7.74,29.9,1.165,0.414
46000,1,1127,16.9,0.2,0.3,0.2,15.9,0.0,1.03,7.9,388,285,25.85,11.94,604,477,46,0.0,1.03,1.04,1.03,4.98,6.00,7.23,23.9,1.014,0.426
46000,127,72,21.2,0.2,0.2,0.4,16.7,0.0,1.05,8.5,35,413,39.51,18.56,1,71,0,0.1,1.05,1.06,1.05,6.33,7.31,7.40,29.7,1.232,0.258
46000,119,64,17.8,0.0,0.0,0.0,16.6,0.0,1.00,8.3,35,242,18.16,8.49,35,29,0,0.0,1.00,1.00,1.00,6.09,7.77,6.69,23.9,1.068,0.255
46000,125,36,14.6,0.0,0.0,0.0,12.7,0.0,1.00,11.9,10,376,31.65,16.34,8,28,0,0.0,1.00,1.00,1.00,4.61,4.36,7.83,28.7,1.145,0.421
47000,1,954,16.5,0.2,0.2,0.1,15.9,0.0,1.03,7.7,274,288,25.17,11.95,530,387,37,0.0,1.02,1.05,1.03,5.05,6.00,7.42,24.1,0.991,0.441
47000,127,49,21.3,0.3,0.0,0.0,15.8,0.0,1.05,8.5,24,563,50.62,18.80,0,49,0,0.0,1.07,1.07,1.04,6.45,7.90,7.78,29.4,1.304,0.243
47000,119,42,17.8,0.0,0.0,0.3,16.1,0.0,1.00,8.2,27,204,14.74,7.31,9,32,1,0.0,1.00,1.00,1.00,5.26,7.74,5.81,29.3,1.085,0.277
47000,125,26,15.6,0.0,0.0,0.0,12.3,0.0,1.00,8.2,10,439,24.32,15.91,2,24,0,0.0,1.00,1.00,1.00,4.81,6.38,8.00,29.7,1.265,0.466
48000,1,1025,17.7,0.3,0.4,0.2,16.2,0.0,1.04,7.6,348,301,27.51,12.48,561,440,24,0.0,1.03,1.03,1.04,5.50,6.71,7.46,23.4,1.014,0.425
48000,127,37,17.3,0.0,0.0,0.0,13.8,0.0,1.00,10.2,18,460,36.82,13.41,0,37,0,0.0,1.00,1.00,1.00,6.03,7.68,6.86,29.5,1.255,0.189
48000,125,17,15.9,0.0,0.0,0.0,12.4,0.0,1.00,7.9,5,483,21.86,14.49,0,17,0,0.0,1.00,1.00,1.00,4.76,6.94,7.82,31.8,1.283,0.481
48000,119,15,19.8,0.0,0.0,0.1,16.6,0.0,1.00,7.7,11,325,18.19,6.74,3,12,0,0.0,1.00,1.00,1.00,5.60,7.67,6.40,29.0,1.178,0.261
49000,1,698,17.5,0.0,0.3,0.2,17.4,0.0,1.01,6.7,236,268,22.69,11.78,342,321,35,0.0,1.01,1.01,1.01,5.34,6.28,7.35,24.5,0.977,0.430
49000,127,30,21.4,0.0,0.0,0.0,17.3,0.0,1.00,7.5,13,468,41.89,15.46,0,30,0,0.0,1.00,1.00,1.00,7.43,8.00,7.80,29.6,1.240,0.152
49000,119,11,22.7,0.0,0.0,0.0,19.5,0.0,1.00,5.3,5,179,17.41,7.28,0,11,0,0.0,1.00,1.00,1.00,6.64,8.00,8.00,33.3,1.175,0.229
49000,125,11,14.3,0.0,0.0,0.0,11.0,0.0,1.00,10.7,6,309,14.10,7.77,0,11,0,0.0,1.00,1.00,1.00,4.64,8.00,7.18,33.3,1.295,0.507
50000,1,657,17.4,0.1,0.5,0.3,17.1,0.0,1.01,6.4,187,248,19.64,10.25,290,304,63,0.0,1.01,1.02,1.01,5.30,6.30,7.54,26.0,0.969,0.432
50000,127,40,20.9,0.2,0.0,0.0,16.1,0.0,1.01,8.0,20,193,15.01,7.73,0,37,3,0.0,1.00,1.00,1.02,6.60,7.85,7.85,29.9,1.273,0.208
50000,125,6,15.3,0.0,0.0,0.0,11.7,0.0,1.00,8.7,3,445,23.43,11.17,0,6,0,0.0,1.00,1.00,1.00,4.67,7.17,7.17,33.8,1.319,0.473
51000,1,650,17.3,0.2,0.2,0.1,17.1,0.0,1.04,7.2,213,259,21.17,10.13,277,346,27,0.0,1.01,1.05,1.04,5.54,6.51,7.50,25.2,0.977,0.417
51000,153,24,19.3,0.0,0.6,0.0,14.8,0.0,1.00,5.2,11,249,18.45,7.53,15,9,0,0.0,1.00,1.00,1.00,5.00,6.88,7.79,21.2,1.255,0.406
51000,152,23,24.6,0.8,0.0,0.2,19.8,0.0,1.07,2.8,11,238,20.24,7.01,4,19,0,0.0,1.08,1.17,1.02,6.65,8.00,7.57,31.0,1.138,0.220
51000,127,12,19.6,0.2,0.0,0.0,14.4,0.0,1.03,8.8,8,193,12.80,6.27,0,12,0,0.0,1.04,1.04,1.02,5.92,8.00,6.17,29.8,1.338,0.178
51000,154,10,14.1,0.2,0.0,0.0,11.9,0.0,1.08,11.4,6,369,17.85,10.47,7,3,0,0.0,1.10,1.10,1.05,5.60,8.00,7.20,25.3,1.162,0.302
52000,1,475,16.3,0.1,0.2,0.1,16.6,0.0,1.02,7.3,131,223,17.24,7.93,199,252,24,0.0,1.00,1.02,1.02,5.16,6.13,7.26,26.3,0.968,0.425
52000,155,15,24.3,0.5,0.0,0.0,17.0,0.0,1.02,7.7,10,467,57.96,16.74,0,15,0,0.0,1.00,1.00,1.04,6.27,8.00,6.00,30.5,1.296,0.224
52000,153,14,32.3,0.3,5.7,0.1,20.8,0.0,1.01,0.0,7,207,19.29,8.56,14,0,0,0.0,1.00,1.04,1.00,6.50,8.00,8.00,17.0,1.186,0.478
52000,152,7,28.6,1.1,0.0,0.0,20.6,0.0,1.20,3.4,4,517,63.16,19.53,3,4,0,0.0,1.34,1.07,1.19,7.00,8.00,8.00,26.3,1.257,0.210
52000,119,7,27.2,0.0,1.4,0.0,24.1,0.0,1.00,2.0,4,244,29.28,9.62,0,7,0,0.0,1.00,1.00,1.00,8.43,8.00,8.00,33.2,1.080,0.225
53000,1,415,19.5,0.3,0.2,0.1,18.3,0.0,1.07,5.8,164,231,17.69,7.86,191,201,23,0.0,1.03,1.09,1.07,5.86,6.93,7.62,25.3,1.021,0.407
53000,152,10,27.5,0.0,0.0,0.0,21.9,0.0,1.00,3.6,7,367,48.92,16.25,7,3,0,0.0,1.00,1.00,1.00,7.30,8.00,8.00,25.2,1.241,0.199
53000,155,9,32.5,0.0,0.0,0.0,22.7,0.0,1.00,1.3,8,755,98.36,27.41,0,9,0,0.0,1.00,1.00,1.00,7.78,8.00,8.00,31.2,1.431,0.218
53000,119,9,26.3,0.0,0.8,0.0,22.8,0.0,1.00,1.3,4,263,37.97,11.96,1,7,1,0.0,1.00,1.00,1.00,7.67,8.00,8.00,33.6,1.115,0.208
54000,1,269,19.0,0.1,0.2,0.1,18.3,0.0,1.02,5.7,91,191,15.00,6.02,115,142,12,0.0,1.01,1.03,1.03,5.43,6.21,7.59,25.8,1.010,0.427
54000,119,10,24.4,0.0,1.1,0.0,20.6,0.0,1.00,4.2,10,381,56.74,14.37,0,10,0,0.0,1.00,1.00,1.00,7.60,7.40,7.40,34.6,1.119,0.221
54000,155,8,35.9,0.0,0.0,0.0,25.0,0.0,1.00,0.8,8,674,58.14,25.05,0,8,0,0.0,1.00,1.00,1.00,8.00,8.00,8.00,32.2,1.438,0.226
54000,152,5,27.4,0.0,0.0,0.0,24.8,0.0,1.00,4.0,3,402,40.11,13.44,2,3,0,0.0,1.00,1.00,1.00,6.20,8.00,6.80,26.9,1.115,0.261
55000,1,231,16.3,0.0,0.1,0.0,16.8,0.0,1.01,6.3,60,186,15.53,4.92,110,101,20,0.0,1.00,1.01,1.01,5.10,6.09,7.40,26.9,0.959,0.420
55000,163,23,13.7,0.0,0.2,0.7,11.6,0.0,1.00,10.7,8,279,15.32,6.84,11,11,1,0.0,1.00,1.00,1.00,5.91,8.00,7.78,27.7,1.123,0.450
55000,155,11,34.0,0.0,0.1,0.0,24.9,0.0,1.00,0.4,8,632,64.74,20.48,0,11,0,0.0,1.00,1.00,1.00,7.91,8.00,8.00,31.7,1.375,0.220
55000,119,8,20.9,0.1,0.0,0.0,18.8,0.0,1.00,3.5,3,424,39.41,13.72,0,8,0,0.0,1.00,1.00,1.00,7.12,8.00,8.00,32.7,1.110,0.190
56000,1,294,16.6,0.2,0.3,0.1,16.9,0.0,1.05,6.0,66,167,13.10,4.65,145,129,20,0.0,1.01,1.06,1.06,5.02,5.82,7.59,25.6,0.935,0.427
56000,163,24,16.9,0.0,2.5,0.0,12.3,0.0,1.00,9.1,11,146,8.16,4.11,8,16,0,0.0,1.00,1.00,1.00,5.62,7.46,7.42,28.9,1.143,0.429
56000,119,10,19.1,0.0,0.0,0.0,17.0,0.0,1.00,3.8,4,628,59.85,14.17,0,10,0,0.0,1.00,1.00,1.00,6.90,7.60,8.00,32.6,1.125,0.193
56000,155,8,37.6,0.0,0.0,0.0,27.0,0.0,1.00,0.8,7,541,53.83,22.23,0,8,0,0.0,1.00,1.00,1.00,8.25,8.00,8.00,31.0,1.411,0.246
57000,1,363,15.0,0.3,0.2,0.1,15.2,0.0,1.03,8.3,89,142,10.20,3.82,195,149,19,0.0,1.00,1.07,1.02,4.39,5.18,7.07,24.1,0.924,0.429
57000,163,25,14.2,0.0,0.4,0.0,12.0,0.0,1.00,10.5,10,241,11.57,5.39,2,21,2,0.0,1.00,1.00,1.00,5.24,7.72,7.52,29.7,1.147,0.454
57000,119,9,20.3,2.1,0.0,0.0,13.3,0.0,1.43,8.0,4,406,34.05,13.42,0,9,0,0.0,1.43,1.58,1.36,6.44,6.56,7.22,33.1,1.155,0.200
57000,155,9,30.0,0.7,0.0,0.0,19.7,0.0,1.18,3.3,8,499,49.66,16.52,0,9,0,0.0,1.00,1.21,1.33,6.78,7.56,8.00,31.0,1.432,0.245
57000,164,6,36.7,3.5,0.0,0.0,23.5,0.0,1.18,0.0,2,282,28.49,9.48,0,6,0,0.0,1.00,1.00,1.36,8.00,8.00,8.00,28.1,1.218,0.181
58000,1,537,16.4,0.2,0.5,0.1,16.2,0.0,1.04,7.4,153,135,9.67,4.12,304,215,18,0.0,1.02,1.04,1.05,4.67,5.63,7.24,22.9,0.941,0.439
58000,172,90,20.8,0.8,0.4,0.1,18.1,0.0,1.14,5.1,40,215,19.19,6.40,21,62,7,0.0,1.11,1.21,1.14,6.64,7.71,7.86,28.8,1.017,0.378
58000,163,34,18.5,0.0,0.1,0.6,15.7,0.0,1.00,7.8,12,253,17.98,4.80,20,14,0,0.0,1.00,1.00,1.00,6.21,8.00,8.00,25.7,1.152,0.452
58000,155,11,25.9,0.0,0.0,0.0,17.8,0.0,1.00,6.7,7,411,42.33,16.04,0,11,0,0.0,1.00,1.00,1.00,5.91,6.73,6.73,30.7,1.446,0.226
58000,119,5,16.5,0.0,0.0,0.0,15.0,0.0,1.00,5.6,2,603,46.80,19.18,0,5,0,0.0,1.00,1.00,1.00,6.60,8.00,8.00,31.1,1.092,0.194
59000,1,566,14.5,0.2,0.1,0.0,15.4,0.0,1.05,7.8,127,148,9.71,4.41,318,222,26,0.0,1.00,1.07,1.07,4.42,5.25,7.20,23.1,0.903,0.437
59000,172,110,17.4,1.1,0.3,0.3,14.1,0.0,1.18,8.8,56,215,16.76,5.82,34,70,6,0.0,1.10,1.28,1.18,5.75,7.52,7.51,27.9,1.041,0.374
59000,163,61,17.5,0.1,0.0,0.6,14.9,0.0,1.00,7.4,29,201,14.86,6.21,37,24,0,0.0,1.00,1.00,1.00,5.59,7.46,7.11,24.6,1.126,0.414
59000,155,13,33.1,0.0,0.0,0.0,22.8,0.0,1.00,0.0,5,588,61.40,22.03,0,13,0,0.0,1.00,1.00,1.00,7.38,8.00,8.00,31.3,1.455,0.216
59000,119,8,16.6,0.0,0.0,0.0,14.5,0.0,1.00,7.8,4,535,43.34,13.14,0,8,0,0.0,1.00,1.00,1.00,5.75,8.00,6.75,34.0,1.162,0.205
60000,1,837,14.3,0.1,0.4,0.0,14.9,0.0,1.01,8.4,215,179,12.48,5.21,478,327,32,0.0,1.01,1.02,1.01,4.39,5.31,6.97,23.1,0.918,0.435
60000,172,108,21.1,1.8,0.2,0.3,15.6,0.0,1.23,7.1,45,238,19.40,6.92,30,75,3,0.0,1.30,1.10,1.25,6.43,7.70,7.94,27.7,1.069,0.343
60000,163,73,25.9,0.8,0.0,1.8,19.1,0.0,1.10,5.8,24,202,17.97,6.93,48,21,4,0.0,1.00,1.14,1.12,6.27,7.92,7.78,25.4,1.152,0.398
60000,177,62,17.7,0.2,0.0,0.2,16.2,0.0,1.03,7.2,28,203,12.48,6.92,50,12,0,0.0,1.03,1.04,1.02,6.44,7.71,7.81,23.4,1.087,0.436
60000,155,15,33.7,0.0,0.0,0.0,23.5,0.0,1.00,0.0,5,976,117.94,36.83,0,15,0,0.0,1.00,1.00,1.00,7.53,8.00,8.00,30.9,1.437,0.227
60000,119,11,17.6,0.8,0.4,0.0,14.5,0.0,1.16,8.5,7,386,37.49,13.29,0,11,0,0.0,1.11,1.22,1.16,5.82,7.45,7.45,32.8,1.069,0.225
61000,1,716,14.7,0.1,0.2,0.0,15.7,0.0,1.02,7.5,179,223,17.35,6.89,383,268,65,0.0,1.00,1.03,1.02,4.50,5.39,7.34,23.6,0.912,0.439
61000,172,143,19.0,0.7,0.2,0.4,15.8,0.0,1.10,6.8,57,252,24.04,9.00,55,83,5,0.0,1.13,1.11,1.08,6.30,7.62,7.61,25.9,1.074,0.349
61000,177,100,20.0,0.0,0.8,0.4,17.8,0.0,1.00,5.3,53,273,21.53,10.41,64,36,0,0.0,1.00,1.00,1.00,6.86,7.94,7.86,23.7,1.076,0.418
61000,163,99,29.2,1.5,0.2,1.2,21.1,0.0,1.09,3.2,30,259,30.14,12.10,67,32,0,0.0,1.03,1.02,1.15,7.22,7.51,7.42,23.2,1.155,0.367
61000,155,25,29.8,0.5,0.0,0.0,19.9,0.0,1.01,2.7,7,524,51.75,27.66,0,25,0,0.0,1.00,1.00,1.03,6.96,7.80,7.24,31.3,1.427,0.213
62000,1,889,16.7,0.3,0.5,0.2,16.0,0.0,1.06,6.9,264,222,18.75,8.21,498,353,38,0.0,1.03,1.06,1.07,4.91,5.86,7.28,23.5,0.962,0.424
62000,177,147,15.4,0.0,0.5,0.1,13.9,0.0,1.00,9.3,70,300,27.82,9.89,93,54,0,0.0,1.00,1.00,1.00,5.82,7.74,7.40,23.2,1.072,0.414
62000,172,100,23.3,1.6,0.8,1.0,17.0,0.0,1.19,5.8,48,407,44.42,16.89,29,65,6,0.0,1.21,1.22,1.15,6.90,7.94,7.90,28.0,1.083,0.354
62000,155,32,33.7,0.8,0.0,0.0,22.5,0.0,1.04,0.6,10,572,64.36,31.20,0,32,0,0.0,1.00,1.09,1.03,7.38,7.84,7.84,31.1,1.395,0.207
63000,1,1174,17.5,0.3,0.6,0.4,16.1,0.0,1.03,6.9,360,279,23.68,9.69,587,520,67,0.0,1.01,1.03,1.03,5.21,6.39,7.38,24.6,1.003,0.424
63000,177,205,13.6,0.1,0.3,0.0,12.0,0.0,1.01,12.7,77,307,21.77,10.42,138,67,0,0.0,1.00,1.00,1.01,5.45,7.80,7.03,23.3,1.067,0.417
63000,155,34,33.0,0.7,0.0,0.0,22.5,0.0,1.20,1.9,13,728,87.64,38.28,0,34,0,0.0,1.15,1.16,1.27,7.26,7.65,7.88,30.5,1.385,0.210
64000,1,990,17.1,0.2,0.6,0.2,15.7,0.0,1.03,7.2,306,293,25.99,10.66,577,369,44,0.0,1.02,1.04,1.04,5.03,6.54,7.11,23.2,1.014,0.436
64000,177,197,14.9,0.1,0.5,0.1,13.3,0.0,1.00,11.4,76,292,18.31,9.67,130,67,0,0.0,1.00,1.00,1.00,5.77,7.82,7.60,22.8,1.073,0.419
64000,155,61,25.4,0.2,0.1,0.0,18.0,0.0,1.05,6.2,24,412,43.01,18.84,0,61,0,0.0,1.07,1.07,1.03,6.48,7.90,7.51,30.6,1.348,0.224
65000,1,1108,15.9,0.2,0.6,0.1,14.6,0.0,1.03,8.3,338,285,25.00,10.20,569,479,60,0.0,1.02,1.05,1.03,4.80,6.13,7.00,23.9,1.009,0.431
65000,177,171,11.9,0.0,0.1,0.0,11.3,0.0,1.00,14.5,44,287,16.53,9.37,99,72,0,0.0,1.00,1.00,1.00,5.65,7.92,7.71,24.7,1.041,0.434
65000,155,58,28.7,0.3,0.1,0.0,19.9,0.0,1.07,3.0,25,373,33.37,16.97,0,58,0,0.0,1.09,1.10,1.04,6.93,7.72,7.66,30.8,1.398,0.226
66000,1,1007,16.4,0.3,0.3,0.2,14.9,0.0,1.04,7.9,297,297,24.19,10.80,587,393,27,0.0,1.02,1.06,1.04,4.96,6.25,7.09,23.4,1.020,0.432
66000,177,137,14.1,0.1,0.3,0.0,13.3,0.0,1.02,11.9,50,349,20.48,12.78,54,83,0,0.0,1.02,1.02,1.02,6.06,7.82,7.68,25.9,1.033,0.447
66000,155,63,29.0,0.3,0.2,0.0,21.2,0.0,1.01,2.8,24,582,60.52,23.74,0,63,0,0.0,1.00,1.01,1.01,6.98,7.62,7.56,30.7,1.352,0.214
67000,1,569,14.0,0.1,0.2,0.0,14.3,0.0,1.02,8.6,142,229,16.08,7.72,315,213,41,0.0,1.00,1.03,1.02,4.73,5.88,7.53,23.9,0.943,0.445
67000,177,133,14.7,0.0,0.3,0.2,13.2,0.0,1.00,11.9,38,285,16.24,10.23,55,78,0,0.0,1.00,1.00,1.00,6.08,7.89,7.91,25.7,1.083,0.465
67000,155,78,25.4,0.6,0.3,0.0,17.3,0.0,1.05,6.6,32,445,45.74,20.12,0,78,0,0.0,1.04,1.04,1.05,5.91,7.26,6.58,30.2,1.371,0.208
68000,1,558,13.9,0.0,0.0,0.0,14.4,0.0,1.00,8.7,134,257,17.17,8.18,353,179,26,0.0,1.01,1.01,1.00,4.83,6.25,7.37,22.0,0.948,0.449
68000,184,171,17.3,0.1,0.0,0.4,16.2,0.0,1.01,8.9,65,330,25.77,12.57,60,108,3,0.0,1.01,1.00,1.01,6.55,7.68,7.88,26.6,1.048,0.435
68000,177,137,14.6,0.0,0.3,0.0,13.1,0.0,1.00,11.6,55,254,14.91,9.03,42,94,1,0.0,1.00,1.00,1.00,6.05,7.77,7.91,27.1,1.090,0.437
68000,155,52,29.4,0.5,0.8,0.0,20.3,0.0,1.04,4.2,32,583,63.07,25.84,0,52,0,0.0,1.00,1.09,1.04,6.83,8.00,7.63,30.4,1.334,0.242
69000,1,682,15.0,0.0,0.2,0.1,15.0,0.0,1.00,7.7,184,249,18.47,8.60,375,289,18,0.0,1.00,1.00,1.00,4.91,6.27,7.50,23.2,0.982,0.444
69000,177,147,15.5,0.0,0.4,0.1,14.1,0.0,1.00,10.7,55,206,11.00,7.26,40,107,0,0.0,1.00,1.00,1.00,6.03,7.67,7.76,28.4,1.064,0.438
69000,184,109,17.0,0.4,0.0,0.5,16.0,0.0,1.00,8.8,36,292,19.11,10.41,61,47,1,0.0,1.00,1.00,1.00,6.45,7.67,7.58,23.4,1.014,0.447
69000,155,47,28.3,0.3,0.2,0.0,20.7,0.0,1.01,2.6,28,560,54.23,26.44,0,47,0,0.0,1.00,1.03,1.01,7.11,7.66,7.72,30.4,1.334,0.215
69000,186,14,11.5,0.0,0.0,0.0,12.1,0.0,1.00,10.4,6,294,18.48,12.04,14,0,0,0.0,1.00,1.00,1.00,3.93,3.36,7.64,8.8,0.962,0.622
69000,187,8,10.5,0.0,0.0,0.0,9.0,0.0,1.00,18.0,1,84,5.24,2.20,8,0,0,0.0,1.00,1.00,1.00,5.62,8.00,8.00,10.5,1.171,0.409
70000,1,610,15.4,0.1,0.1,0.0,15.2,0.0,1.02,7.7,186,236,16.81,8.54,317,261,32,0.0,1.03,1.01,1.02,4.93,6.14,7.52,24.0,0.993,0.435
70000,177,89,23.3,0.0,4.2,0.9,15.7,0.0,1.00,7.8,52,283,20.07,11.48,13,76,0,0.0,1.00,1.00,1.00,6.46,7.72,7.66,29.5,1.122,0.431
70000,184,77,17.1,0.5,0.1,0.4,15.8,0.0,1.04,8.8,25,300,20.72,9.60,36,41,0,0.0,1.04,1.04,1.05,6.39,8.00,7.35,23.3,1.015,0.444
70000,155,47,36.7,2.1,0.3,0.0,22.5,0.0,1.08,2.5,24,494,52.88,23.58,0,47,0,0.0,1.05,1.18,1.05,7.17,7.77,7.89,31.0,1.358,0.195
71000,1,517,15.2,0.1,0.2,0.1,15.2,0.0,1.02,7.8,139,216,14.54,7.15,262,242,13,0.0,1.01,1.02,1.01,4.79,5.97,7.32,23.5,0.979,0.436
71000,190,196,20.0,0.2,0.1,0.2,17.5,0.0,1.05,4.5,65,356,31.20,13.36,127,69,0,0.0,1.04,1.06,1.05,5.96,7.35,7.70,22.5,1.110,0.396
71000,177,62,22.7,0.5,0.6,1.1,18.7,0.0,1.01,6.9,32,191,14.03,6.29,19,43,0,0.0,1.00,1.00,1.01,7.29,7.81,7.76,28.9,1.093,0.432
71000,184,29,12.8,0.4,0.0,1.6,12.3,0.0,1.04,13.0,9,194,11.23,6.35,9,20,0,0.0,1.04,1.04,1.04,6.34,8.00,7.76,24.4,0.938,0.437
71000,155,27,33.1,0.2,0.0,0.0,25.2,0.0,1.02,1.9,18,696,72.65,29.40,0,27,0,0.0,1.00,1.00,1.03,7.26,8.00,7.78,30.9,1.303,0.202
72000,1,656,17.3,0.3,0.3,0.2,16.4,0.0,1.04,6.9,201,212,15.49,7.47,359,267,30,0.0,1.04,1.04,1.04,5.25,6.26,7.55,24.0,0.998,0.413
72000,177,47,16.4,0.1,0.0,0.2,16.0,0.0,1.02,8.6,20,137,8.34,4.97,12,35,0,0.0,1.04,1.03,1.01,6.45,7.94,7.60,30.0,1.035,0.432
72000,155,27,28.5,0.1,0.0,0.0,21.1,0.0,1.00,2.7,15,354,27.98,13.99,0,27,0,0.0,1.00,1.00,1.01,6.52,8.00,6.89,31.4,1.338,0.277
73000,1,361,14.8,0.0,0.3,0.2,15.8,0.0,1.01,7.6,90,182,12.06,5.72,222,119,20,0.0,1.01,1.01,1.01,4.87,5.61,7.54,23.5,0.919,0.428
73000,155,32,30.6,0.2,0.1,0.0,22.7,0.0,1.02,2.4,20,423,44.23,19.47,0,32,0,0.0,1.00,1.02,1.03,7.00,7.81,7.81,30.7,1.339,0.175
73000,177,24,15.3,0.0,0.0,0.6,12.9,0.0,1.00,10.1,10,224,15.31,6.26,3,21,0,0.0,1.00,1.00,1.00,6.04,7.54,8.00,32.1,1.159,0.424
73000,188,7,8.4,0.0,1.0,0.0,6.3,0.0,1.00,15.7,2,201,10.76,1.33,7,0,0,0.0,1.00,1.00,1.00,3.14,2.00,8.00,12.6,1.154,0.433
74000,1,292,15.7,0.1,0.3,0.0,16.8,0.0,1.00,6.8,63,165,11.69,4.88,149,114,29,0.0,1.00,1.01,1.01,5.02,6.06,7.67,25.2,0.914,0.432
74000,188,18,17.7,0.0,0.2,0.1,14.9,0.0,1.00,10.3,7,124,6.49,3.92,17,1,0,0.0,1.00,1.00,1.00,4.67,5.00,7.78,19.4,1.141,0.450
74000,155,17,37.7,0.0,0.1,0.0,28.6,0.0,1.00,0.2,7,376,43.25,17.17,0,17,0,0.0,1.00,1.00,1.00,8.29,8.00,8.00,30.8,1.312,0.124
74000,177,11,17.1,0.0,0.0,0.5,14.1,0.0,1.00,8.0,5,518,33.68,13.77,5,6,0,0.0,1.00,1.00,1.00,7.09,7.55,8.00,28.6,1.184,0.442
75000,1,237,14.5,0.1,0.1,0.1,16.3,0.0,1.02,7.7,68,139,8.83,3.75,116,101,20,0.0,1.02,1.04,1.02,4.62,5.24,7.60,25.2,0.872,0.436
75000,177,14,19.6,0.0,0.0,0.4,16.2,0.0,1.00,6.0,6,224,14.59,7.44,8,6,0,0.0,1.00,1.00,1.00,7.36,8.00,8.00,26.8,1.188,0.445
75000,188,13,32.1,0.0,0.0,0.0,27.0,0.0,1.00,0.0,3,130,11.58,6.75,13,0,0,0.0,1.00,1.00,1.00,7.46,8.00,8.00,19.9,1.189,0.451
75000,155,10,31.5,0.0,0.4,0.0,24.9,0.0,1.00,1.2,9,625,68.56,25.94,0,10,0,0.0,1.00,1.00,1.00,7.80,8.00,8.00,31.2,1.232,0.143
76000,1,312,14.4,0.1,0.0,0.0,15.6,0.0,1.01,7.9,63,139,9.63,3.37,170,118,24,0.0,1.00,1.03,1.01,4.37,5.16,7.57,23.6,0.906,0.429
76000,155,7,26.5,0.0,0.0,0.0,19.4,0.0,1.00,4.0,5,470,55.63,20.72,0,7,0,0.0,1.00,1.00,1.00,6.57,8.00,8.00,32.0,1.371,0.162
76000,177,6,22.9,0.0,0.2,0.0,19.5,0.0,1.00,4.3,3,429,26.60,15.54,4,2,0,0.0,1.00,1.00,1.00,7.00,8.00,8.00,24.4,1.173,0.452
77000,1,419,14.1,0.1,0.4,0.0,15.2,0.0,1.02,8.6,101,138,9.36,3.22,229,175,15,0.0,1.00,1.03,1.02,4.16,4.63,7.44,23.7,0.888,0.432
77000,206,72,17.1,0.1,0.6,0.1,14.8,0.0,1.01,6.6,23,196,14.83,5.22,41,31,0,0.1,1.02,1.03,1.00,5.89,7.38,7.56,22.6,1.097,0.376
77000,155,13,34.2,0.1,0.0,0.0,26.9,0.0,1.00,0.2,7,306,27.42,14.01,0,13,0,0.0,1.00,1.00,1.01,7.38,8.00,8.00,31.9,1.270,0.179
77000,207,9,12.7,0.0,0.0,0.0,11.4,0.0,1.00,10.9,4,283,15.78,6.07,1,8,0,0.0,1.00,1.00,1.00,4.44,3.56,8.00,30.7,1.123,0.305
77000,177,8,16.7,0.0,0.0,3.5,12.6,0.0,1.00,7.5,6,414,30.94,15.37,4,4,0,0.0,1.00,1.00,1.00,6.88,8.00,8.00,24.7,1.162,0.411
78000,1,758,15.3,0.1,0.5,0.2,15.6,0.0,1.01,7.9,179,152,10.83,4.40,401,337,20,0.0,1.00,1.01,1.01,4.64,5.36,7.53,24.3,0.933,0.423
