step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest
100000,13.19,12,0,0,0,12,0,1.00,12,0.000,1067,0.94,72.98,27.39,659,0,0,0,1.00,1.00,1.00,4,5,5,2.9,59.752,12,1.099,0.290
100000,16.65,16,0,0,0,16,0,1.00,6,0.000,1017,2.35,89.72,32.17,659,0,0,0,1.00,1.00,1.00,5,5,8,12.1,65.088,16,1.041,0.239
100000,17.47,17,0,0,0,17,0,1.00,4,0.000,949,1.53,98.96,25.49,659,0,1,0,1.00,1.00,1.00,4,8,6,13.4,62.634,17,1.027,0.264
100000,16.46,15,0,0,0,15,0,1.00,8,0.000,936,3.39,75.36,38.41,659,0,0,0,1.00,1.00,1.00,4,4,8,4.7,58.032,15,1.097,0.292
100000,14.56,14,0,0,0,14,0,1.00,12,0.000,927,2.56,51.40,27.72,725,1,1,0,1.00,1.00,1.00,3,5,5,33.7,55.620,14,1.040,0.271
100000,17.14,15,0,0,0,15,0,1.00,12,0.000,918,0.05,53.40,25.94,549,1,1,0,1.00,1.00,1.00,4,5,5,30.3,56.916,15,1.143,0.383
100000,12.56,12,0,0,0,12,0,1.00,14,0.000,912,1.82,56.94,8.88,725,2,2,0,1.00,1.00,1.00,3,5,4,45.2,51.072,12,1.047,0.290
100000,13.28,12,0,0,0,12,0,1.00,14,0.000,848,2.82,47.38,24.78,715,1,1,0,1.00,1.00,1.00,3,4,5,29.4,47.488,12,1.107,0.372
100000,17.20,17,0,0,0,17,0,1.00,10,0.000,829,3.67,48.43,27.67,724,0,0,0,1.00,1.00,1.00,4,5,6,10.6,54.714,17,1.012,0.242
100000,12.56,12,0,0,0,12,0,1.00,14,0.000,783,2.62,59.79,19.63,725,1,2,0,1.00,1.00,1.00,3,5,4,31.0,43.848,12,1.047,0.290
100000,16.65,16,0,0,0,16,0,1.00,6,0.000,738,3.51,63.08,28.48,659,0,0,0,1.00,1.00,1.00,4,5,8,17.5,47.232,16,1.041,0.239
100000,17.80,16,0,0,0,16,0,1.00,6,0.000,732,3.20,44.25,19.76,659,1,1,0,1.00,1.00,1.00,4,5,8,27.3,46.848,16,1.112,0.260
100000,18.23,16,0,0,0,16,0,1.00,10,0.000,722,0.55,41.95,22.85,549,0,0,0,1.00,1.00,1.00,5,6,5,21.6,46.208,16,1.139,0.368
100000,15.73,15,0,0,0,15,0,1.00,8,0.000,722,3.37,43.71,16.74,659,0,0,0,1.00,1.00,1.00,4,4,8,15.1,44.764,15,1.049,0.207
100000,14.65,14,0,0,0,14,0,1.00,14,0.000,715,0.71,64.33,23.69,725,0,1,0,1.00,1.00,1.00,4,5,4,24.8,42.900,14,1.047,0.290
100000,13.82,12,0,0,0,12,0,1.00,12,0.000,706,1.75,49.16,16.95,677,2,0,0,1.00,1.00,1.00,3,6,4,39.9,39.536,12,1.152,0.348
100000,27.28,25,0,0,0,25,0,1.00,6,0.000,702,3.38,61.54,31.18,726,1,1,0,1.00,1.00,1.00,6,5,8,35.5,57.564,25,1.091,0.298
100000,14.42,14,0,0,0,14,0,1.00,12,0.000,692,1.45,37.95,21.17,725,2,1,0,1.00,1.00,1.00,3,6,4,40.4,41.520,14,1.030,0.279
100000,20.22,19,0,0,0,19,0,1.00,6,0.000,687,2.59,46.72,17.76,659,0,0,0,1.00,1.00,1.00,4,5,8,1.5,48.090,19,1.064,0.246
100000,15.79,15,0,0,0,15,0,1.00,12,0.000,670,2.01,54.84,12.04,725,2,2,0,1.00,1.00,1.00,4,5,5,53.8,41.540,15,1.053,0.275
100000,14.78,12,0,0,0,12,0,1.00,14,0.000,667,1.07,37.77,20.86,549,1,1,0,1.00,1.00,1.00,4,5,4,32.5,37.352,12,1.231,0.395
100000,6.39,11,0,0,0,6,0,1.00,20,0.000,662,2.52,35.71,13.95,659,1,1,0,1.00,1.00,1.00,1,3,3,30.4,23.565,6,1.065,0.257
100000,15.27,14,0,0,0,14,0,1.00,8,0.000,653,0.05,32.16,28.22,659,0,0,0,1.00,1.00,1.00,2,4,8,7.8,39.180,14,1.090,0.238
100000,12.61,11,0,0,0,11,0,1.00,14,0.000,650,2.29,33.84,10.71,538,1,0,0,1.00,1.00,1.00,3,5,4,29.7,35.100,11,1.146,0.267
100000,7.91,8,0,0,0,8,0,1.00,18,0.000,630,0.06,26.73,7.34,659,0,0,0,1.00,1.00,1.00,2,3,4,9.0,30.240,8,0.989,0.225
100000,13.40,13,0,0,0,13,0,1.00,12,0.000,625,1.02,39.56,6.65,724,2,2,0,1.00,1.00,1.00,4,5,5,54.9,36.250,13,1.031,0.281
100000,11.47,10,0,0,0,10,0,1.00,14,0.000,624,1.73,31.57,16.83,677,0,0,0,1.00,1.00,1.00,2,6,3,6.1,32.448,10,1.147,0.330
100000,30.91,31,0,0,0,31,0,1.00,0,0.000,606,2.34,87.00,19.67,659,0,0,0,1.00,1.00,1.00,7,8,8,9.0,56.964,31,0.997,0.330
100000,14.56,14,0,0,0,14,0,1.00,12,0.000,604,1.29,32.09,19.86,725,1,1,0,1.00,1.00,1.00,4,5,5,29.8,36.240,14,1.040,0.271
100000,15.45,15,0,0,0,15,0,1.00,12,0.000,597,3.41,47.61,14.86,538,0,0,0,1.00,1.00,1.00,3,5,5,5.5,37.014,15,1.030,0.288
100000,15.45,15,0,0,0,15,0,1.00,12,0.000,593,0.89,31.00,23.44,538,1,2,0,1.00,1.00,1.00,4,5,5,30.1,36.766,15,1.030,0.288
100000,20.22,19,0,0,0,19,0,1.00,6,0.000,591,3.14,42.54,16.81,659,0,0,0,1.00,1.00,1.00,5,5,8,17.3,41.370,19,1.064,0.246
100000,9.50,9,0,0,0,9,0,1.00,16,0.000,589,2.01,37.46,8.50,659,1,0,0,1.00,1.00,1.00,3,5,3,30.0,29.450,9,1.055,0.224
100000,12.68,11,0,0,0,11,0,1.00,14,0.000,583,1.98,29.81,17.02,677,2,0,0,1.00,1.00,1.00,3,6,3,38.0,31.482,11,1.152,0.347
100000,17.14,15,0,0,0,15,0,1.00,12,0.000,581,3.37,42.05,19.39,549,1,1,0,1.00,1.00,1.00,4,5,5,35.4,36.022,15,1.143,0.383
100000,7.99,8,0,0,0,8,0,1.00,18,0.000,581,2.76,26.08,9.02,659,0,0,0,1.00,1.00,1.00,4,3,4,8.0,27.888,8,0.999,0.236
100000,17.70,13,4,0,0,9,0,2.14,10,0.000,579,2.40,31.49,16.35,659,0,0,0,2.33,2.00,2.10,3,5,6,14.5,33.582,13,1.041,0.239
100000,16.65,16,0,0,0,16,0,1.00,6,0.000,573,2.60,39.23,16.83,659,0,0,0,1.00,1.00,1.00,5,5,8,15.7,36.672,16,1.041,0.239
100000,6.22,6,0,0,0,6,0,1.00,20,0.000,551,0.84,16.35,9.85,538,0,1,0,1.00,1.00,1.00,3,3,3,11.4,24.244,6,1.037,0.244
100000,15.36,15,0,0,0,15,0,1.00,8,0.000,547,2.19,38.08,16.35,659,1,1,0,1.00,1.00,1.00,4,4,8,28.3,33.914,15,1.024,0.267
100000,21.89,21,0,0,0,21,0,1.00,4,0.000,536,3.30,49.39,10.02,659,0,0,0,1.00,1.00,1.00,4,6,8,21.3,39.664,21,1.042,0.277
100000,17.69,17,0,0,0,17,0,1.00,8,0.000,528,1.34,33.79,15.38,659,1,1,0,1.00,1.00,1.00,3,7,5,37.7,34.848,17,1.041,0.239
100000,15.36,15,0,0,0,15,0,1.00,8,0.000,528,1.41,27.48,13.62,659,1,1,0,1.00,1.00,1.00,2,4,8,36.0,32.736,15,1.024,0.267
100000,10.10,8,0,0,0,8,0,1.00,18,0.000,506,2.57,17.59,15.25,538,1,1,0,1.00,1.00,1.00,1,3,4,32.0,24.288,8,1.262,0.361
100000,9.35,16,1,0,0,7,0,1.29,18,0.000,506,0.71,25.03,10.84,659,1,1,0,1.00,1.40,1.50,2,4,5,32.9,20.348,8,1.039,0.243
100000,14.09,12,0,0,0,12,0,1.00,12,0.000,505,1.43,21.48,17.61,677,0,0,0,1.00,1.00,1.00,5,6,4,20.2,28.280,12,1.174,0.347
100000,16.25,15,0,0,0,15,0,1.00,12,0.000,487,1.53,32.38,17.06,659,1,1,0,1.00,1.00,1.00,3,5,5,28.5,30.194,15,1.084,0.248
100000,12.14,11,0,0,0,11,0,1.00,14,0.000,486,1.47,23.63,15.85,659,0,0,0,1.00,1.00,1.00,3,5,4,18.7,26.244,11,1.103,0.269
100000,10.90,10,0,0,0,10,0,1.00,16,0.000,484,2.38,20.50,13.23,715,0,0,0,1.00,1.00,1.00,1,4,4,23.5,25.168,10,1.090,0.407
100000,30.51,26,0,0,0,26,0,1.00,4,0.000,482,3.55,56.35,21.97,549,1,0,0,1.00,1.00,1.00,4,6,8,36.9,40.488,26,1.173,0.306
100000,11.45,10,0,0,0,10,0,1.00,16,0.000,482,1.31,25.58,11.93,724,0,1,0,1.00,1.00,1.00,4,5,3,24.0,25.064,10,1.145,0.306
100000,15.45,15,0,0,0,15,0,1.00,10,0.000,475,1.67,43.14,4.68,538,1,2,0,1.00,1.00,1.00,5,5,6,31.1,29.450,15,1.030,0.288
100000,17.09,16,0,0,0,16,0,1.00,10,0.000,470,2.50,29.91,10.87,659,1,0,0,1.00,1.00,1.00,4,6,5,27.6,30.080,16,1.068,0.248
100000,13.98,13,0,0,0,13,0,1.00,8,0.000,469,1.63,24.84,4.62,659,0,0,0,1.00,1.00,1.00,2,4,8,10.1,27.202,13,1.075,0.209
100000,14.56,14,0,0,0,14,0,1.00,12,0.000,467,2.77,28.06,17.30,725,1,1,0,1.00,1.00,1.00,4,5,5,36.6,28.020,14,1.040,0.271
100000,30.37,29,0,0,0,29,0,1.00,4,0.000,461,4.50,38.92,11.98,724,1,0,0,1.00,1.00,1.00,7,6,8,28.3,41.490,29,1.047,0.311
100000,20.82,20,0,0,0,20,0,1.00,6,0.000,460,1.82,42.01,17.96,659,0,1,0,1.00,1.00,1.00,6,5,8,25.4,33.120,20,1.041,0.239
100000,15.68,14,0,0,0,14,0,1.00,10,0.000,460,1.62,25.02,12.53,659,1,1,0,1.00,1.00,1.00,4,5,6,31.3,27.600,14,1.120,0.290
100000,19.37,17,0,0,0,17,0,1.00,10,0.000,456,2.22,29.77,22.25,549,0,0,0,1.00,1.00,1.00,5,5,6,14.0,30.096,17,1.139,0.368
100000,16.00,15,0,0,0,15,0,1.00,12,0.000,454,0.58,29.25,15.79,659,0,1,0,1.00,1.00,1.00,4,4,6,26.3,28.148,15,1.066,0.238
