step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
11000,2,41,14.4,0.4,0.2,0.0,16.5,0.0,1.00,9.3,11,109,6.86,3.29,29,10,2,0.0,1.00,1.00,1.00,4.34,3.59,7.93,22.9,0.803,0.577
11000,53,31,14.3,0.0,0.0,0.0,14.5,0.0,1.00,12.8,9,183,8.45,5.48,19,12,0,0.0,1.00,1.00,1.00,3.55,2.84,6.84,23.4,0.984,0.624
11000,26,30,17.5,0.0,0.0,0.5,17.5,0.0,1.00,7.7,13,132,7.12,4.76,12,14,4,0.0,1.00,1.00,1.00,4.17,4.50,7.67,27.4,1.007,0.469
11000,51,23,9.8,0.0,0.0,0.0,11.5,0.0,1.00,16.3,9,130,6.07,3.89,10,12,1,0.0,1.00,1.00,1.00,3.17,5.22,2.61,26.1,0.846,0.606
11000,16,23,16.6,0.0,0.1,0.0,15.1,0.0,1.00,9.7,10,186,9.57,5.37,1,22,0,0.0,1.00,1.00,1.00,3.91,4.00,7.52,31.1,1.107,0.442
11000,43,21,17.4,0.0,0.0,0.0,16.3,0.0,1.00,9.9,8,161,9.56,6.54,9,11,1,0.0,1.00,1.00,1.00,4.10,3.14,7.90,26.0,1.069,0.307
11000,54,7,16.5,0.1,0.0,0.0,20.0,0.0,1.01,8.0,4,187,11.01,5.01,7,0,0,0.0,1.00,1.04,1.00,5.29,4.00,8.00,17.8,0.826,0.493
12000,37,112,12.7,0.1,0.0,0.3,16.2,0.0,1.04,11.5,26,98,6.08,2.91,51,48,13,0.0,1.03,1.04,1.04,3.74,5.54,4.82,28.1,0.768,0.445
12000,1,107,15.3,0.2,0.0,0.1,15.6,0.0,1.06,9.2,32,138,8.56,4.88,73,28,6,0.0,1.01,1.10,1.07,4.04,5.35,6.19,21.1,0.940,0.408
12000,36,47,18.7,0.5,0.2,0.4,17.1,0.0,1.13,8.3,20,138,9.69,5.18,32,13,2,0.0,1.02,1.17,1.17,3.89,4.96,6.91,24.2,1.015,0.550
12000,62,40,12.6,0.0,0.0,0.0,12.2,0.0,1.00,11.9,15,175,9.00,4.70,20,15,5,0.0,1.00,1.00,1.00,3.47,2.38,7.80,26.0,1.021,0.437
12000,64,39,19.3,0.0,1.4,0.1,16.8,0.0,1.00,9.9,16,115,7.47,3.33,12,25,2,0.0,1.00,1.00,1.00,4.26,4.41,6.79,28.4,1.058,0.443
12000,2,24,11.2,0.0,0.8,0.0,13.1,0.0,1.00,10.2,11,114,6.29,2.87,16,8,0,0.0,1.00,1.00,1.00,3.71,2.88,8.00,22.9,0.804,0.562
12000,70,21,22.7,0.2,0.0,1.9,21.9,0.0,1.05,3.5,11,166,15.23,9.03,7,13,1,0.0,1.00,1.06,1.06,5.90,7.00,7.33,28.3,0.966,0.281
12000,65,20,16.8,0.0,0.0,2.9,16.6,0.0,1.00,6.4,9,96,7.84,2.69,20,0,0,0.0,1.00,1.00,1.00,4.20,5.50,7.40,13.2,0.929,0.428
12000,53,12,22.3,0.0,0.2,0.0,21.6,0.0,1.00,7.5,5,98,5.90,5.63,12,0,0,0.0,1.00,1.00,1.00,4.67,5.67,7.08,17.1,1.021,0.606
12000,54,11,15.3,0.0,0.0,0.0,20.7,0.0,1.00,6.4,5,73,6.13,1.17,2,9,0,0.0,1.00,1.00,1.00,5.18,8.00,4.82,30.5,0.734,0.436
12000,26,10,33.0,0.0,0.0,0.0,31.9,0.0,1.00,0.4,5,108,10.40,5.69,10,0,0,0.0,1.00,1.00,1.00,5.10,7.80,8.00,16.5,1.034,0.352
12000,43,8,20.0,0.0,0.0,0.0,18.0,0.0,1.00,10.0,1,80,6.82,1.78,0,8,0,0.0,1.00,1.00,1.00,5.38,3.00,8.00,30.2,1.111,0.306
12000,16,6,17.1,0.0,0.0,0.0,14.8,0.0,1.00,10.3,2,58,4.19,2.28,0,6,0,0.0,1.00,1.00,1.00,4.33,3.00,7.83,34.3,1.156,0.462
13000,37,47,9.9,0.0,0.0,0.3,13.3,0.0,1.00,12.6,10,135,7.83,3.72,21,26,0,0.0,1.00,1.00,1.00,3.34,5.30,4.64,27.0,0.743,0.428
13000,36,43,20.0,0.1,0.0,0.1,19.6,0.0,1.01,6.0,11,113,7.65,4.66,28,13,2,0.0,1.00,1.02,1.00,4.42,5.21,7.77,24.9,1.012,0.527
13000,64,30,26.0,0.2,1.1,4.0,23.6,0.0,1.03,7.4,12,114,11.68,3.88,4,20,6,0.2,1.00,1.05,1.03,4.50,4.60,7.70,33.4,0.973,0.376
13000,62,27,15.9,0.0,0.0,0.6,15.4,0.0,1.00,9.6,12,174,11.41,4.12,6,12,9,0.0,1.00,1.00,1.00,3.93,3.22,7.96,31.7,1.013,0.410
13000,1,24,14.8,0.1,0.0,0.0,14.1,0.0,1.03,10.7,6,146,9.93,4.25,21,3,0,0.0,1.00,1.05,1.02,3.67,5.25,5.42,22.9,1.027,0.462
14000,36,93,23.5,0.8,0.0,0.4,20.9,0.0,1.15,6.7,36,111,8.65,3.89,34,52,7,0.0,1.08,1.25,1.14,4.70,5.30,7.74,27.2,1.031,0.515
14000,37,52,10.3,0.3,0.0,0.0,13.6,0.0,1.05,13.5,12,120,6.71,2.71,14,36,2,0.0,1.01,1.09,1.05,3.35,5.23,4.10,29.9,0.734,0.418
14000,1,20,16.3,0.7,0.0,0.0,14.8,0.0,1.12,10.2,8,130,7.02,4.61,13,7,0,0.0,1.00,1.22,1.12,3.85,5.45,5.45,24.7,1.015,0.470
14000,62,10,23.2,0.0,0.2,0.0,19.2,0.0,1.00,8.2,7,124,7.59,4.46,1,8,1,0.0,1.00,1.00,1.00,4.50,4.00,7.90,31.2,1.167,0.422
14000,64,9,22.1,0.0,0.2,0.7,21.8,0.0,1.00,8.0,5,198,17.65,3.31,1,5,3,0.0,1.00,1.00,1.00,4.22,4.00,8.00,32.5,1.001,0.413
14000,82,6,23.2,0.0,0.0,0.0,25.7,0.0,1.00,2.7,3,111,5.15,8.13,2,2,2,0.0,1.00,1.00,1.00,5.50,6.67,8.00,30.3,0.904,0.456
15000,36,92,20.4,0.1,0.1,0.1,19.4,0.0,1.02,7.6,31,129,10.13,4.18,39,43,10,0.0,1.00,1.04,1.03,4.57,5.24,7.52,27.3,1.037,0.503
15000,37,33,17.7,0.0,0.0,3.8,21.5,0.0,1.00,8.2,9,116,8.44,2.89,15,18,0,0.0,1.00,1.00,1.00,4.61,5.94,5.94,27.2,0.751,0.422
15000,100,27,15.8,0.4,0.0,0.0,16.6,0.0,1.13,11.1,8,115,9.19,2.31,8,19,0,0.0,1.00,1.33,1.12,3.85,5.89,4.56,27.0,0.913,0.428
15000,99,25,11.6,0.0,1.0,0.1,12.3,0.0,1.01,9.7,13,133,8.73,2.29,20,5,0,0.0,1.00,1.01,1.01,3.64,4.04,7.76,18.1,0.873,0.362
15000,1,23,15.3,0.6,0.0,0.0,14.2,0.0,1.11,11.4,7,150,9.89,3.69,12,8,3,0.0,1.00,1.22,1.11,3.74,5.22,5.09,26.4,0.990,0.461
15000,82,16,21.3,0.0,0.2,0.0,22.9,0.0,1.00,6.0,6,153,10.12,6.04,6,5,5,0.0,1.00,1.00,1.00,4.94,5.00,8.00,33.8,0.917,0.464
16000,106,159,11.6,0.3,0.0,0.1,12.2,0.0,1.07,13.4,39,109,6.43,2.41,77,69,13,0.0,1.00,1.15,1.07,3.32,4.92,4.40,25.6,0.899,0.362
16000,36,57,24.5,1.6,0.0,0.4,19.3,0.0,1.28,7.9,22,128,10.98,3.30,33,18,6,0.0,1.04,1.50,1.31,4.93,5.46,7.46,24.9,1.063,0.491
16000,99,41,11.7,0.6,0.4,0.0,11.8,0.0,1.14,9.9,14,136,8.20,2.33,38,3,0,0.0,1.00,1.20,1.19,4.00,3.83,7.90,11.7,0.886,0.377
16000,1,26,19.1,1.2,0.0,0.8,16.3,0.0,1.23,8.5,12,130,9.21,4.47,16,8,2,0.0,1.05,1.49,1.21,4.38,6.04,5.69,25.8,1.006,0.469
16000,107,25,23.9,0.0,1.1,0.0,20.0,0.0,1.00,7.4,11,212,16.94,7.05,9,16,0,0.0,1.00,1.00,1.00,4.92,4.32,8.00,27.1,1.134,0.507
16000,37,22,28.3,3.1,0.0,5.8,27.6,0.0,1.48,1.7,5,89,9.06,4.71,16,6,0,0.0,1.00,2.05,1.44,6.41,7.18,8.00,21.3,0.765,0.431
16000,100,14,12.9,0.0,0.0,0.0,14.0,0.0,1.00,13.3,6,123,8.16,2.75,4,10,0,0.0,1.00,1.00,1.00,3.57,5.29,4.07,30.7,0.924,0.454
16000,82,6,24.9,0.0,1.3,2.2,23.5,0.0,1.00,4.3,5,155,7.29,9.59,0,3,3,0.0,1.00,1.00,1.00,4.67,5.83,8.00,39.5,0.953,0.460
17000,106,217,12.8,0.4,0.0,0.4,12.7,0.0,1.08,12.8,50,141,8.20,3.43,100,106,11,0.0,1.03,1.11,1.08,3.41,5.05,4.55,26.0,0.913,0.380
17000,99,93,13.1,0.6,0.6,0.0,12.4,0.0,1.13,10.2,41,167,9.82,3.69,59,28,6,0.1,1.04,1.21,1.14,3.85,3.67,7.56,21.9,0.902,0.379
17000,36,87,19.7,0.4,0.0,0.9,17.6,0.0,1.07,9.2,28,139,11.32,3.58,36,39,12,0.0,1.01,1.11,1.09,4.21,5.15,7.46,27.9,1.039,0.497
17000,1,29,19.8,0.6,0.0,0.9,19.7,0.0,1.08,7.8,12,149,10.69,3.66,16,10,3,0.0,1.00,1.12,1.10,3.97,6.14,5.97,26.5,0.965,0.468
17000,115,28,14.1,0.3,0.0,0.0,13.3,0.0,1.14,13.1,8,109,7.65,1.69,7,18,3,0.0,1.18,1.19,1.11,3.46,5.18,4.29,29.1,1.016,0.383
17000,82,26,31.5,0.4,1.4,5.5,27.2,0.0,1.01,2.9,13,78,7.92,4.41,2,16,8,0.0,1.00,1.02,1.02,6.19,6.65,7.88,35.0,0.979,0.435
17000,107,22,14.9,0.0,0.0,1.1,11.2,0.0,1.00,11.6,5,169,10.32,4.89,13,9,0,0.0,1.00,1.00,1.00,4.32,4.45,7.55,22.7,1.258,0.495
17000,118,18,27.2,0.0,0.0,6.7,20.3,0.0,1.00,3.1,6,69,9.79,0.85,0,15,3,0.0,1.00,1.00,1.00,6.39,6.89,8.00,34.5,1.142,0.378
18000,106,402,13.4,0.2,0.4,0.1,13.7,0.0,1.06,12.0,107,119,6.77,3.26,207,160,35,0.0,1.01,1.09,1.06,3.62,5.23,4.89,25.5,0.910,0.365
18000,36,150,18.4,0.3,0.1,1.2,16.7,0.0,1.07,10.1,56,116,9.13,3.44,85,55,10,0.0,1.03,1.11,1.07,3.86,4.91,6.53,24.3,1.005,0.478
18000,99,124,13.7,0.2,1.2,0.1,13.5,0.0,1.05,9.2,40,179,11.86,3.81,54,60,10,0.0,1.00,1.06,1.07,3.90,3.92,7.76,24.7,0.898,0.370
18000,1,25,22.0,1.3,0.0,0.3,19.0,0.0,1.23,7.7,11,110,7.88,4.24,15,7,3,0.0,1.00,1.40,1.27,4.60,5.80,6.36,26.5,1.020,0.447
18000,82,18,34.8,0.7,3.6,3.2,28.7,0.0,1.06,0.8,11,122,12.52,7.91,2,16,0,0.4,1.00,1.17,1.05,5.83,7.61,8.00,32.3,0.990,0.446
18000,115,9,11.3,0.0,0.0,0.6,11.4,0.0,1.00,16.4,3,175,12.05,3.90,6,0,3,0.0,1.00,1.00,1.00,2.89,4.78,3.00,24.6,0.967,0.392
18000,118,8,10.7,0.0,0.0,0.0,9.9,0.0,1.00,13.2,4,179,7.82,4.47,2,6,0,0.0,1.00,1.00,1.00,2.88,1.62,8.00,28.3,1.072,0.438
18000,107,6,16.5,0.0,0.0,0.0,13.0,0.0,1.00,10.7,3,207,14.02,4.69,0,6,0,0.0,1.00,1.00,1.00,4.00,2.67,8.00,32.2,1.284,0.534
19000,106,647,13.1,0.2,0.2,0.2,13.9,0.0,1.06,12.4,136,134,7.71,3.93,280,295,72,0.0,1.03,1.08,1.06,3.49,5.17,4.64,27.9,0.897,0.371
19000,99,159,17.8,0.5,1.4,0.2,16.5,0.0,1.08,7.6,61,118,8.60,4.20,91,61,7,0.0,1.00,1.17,1.07,4.28,4.69,7.64,22.1,0.924,0.372
19000,36,114,21.8,1.1,0.1,1.3,18.0,0.0,1.31,8.5,43,144,10.82,5.76,77,33,4,0.0,1.19,1.41,1.36,4.45,5.40,6.97,22.3,1.038,0.499
19000,107,14,16.5,0.0,0.0,0.0,12.8,0.0,1.00,10.7,5,170,8.66,6.09,9,3,2,0.0,1.00,1.00,1.00,3.36,2.64,8.00,22.6,1.304,0.523
19000,115,9,13.5,0.1,0.0,0.0,13.4,0.0,1.06,14.9,5,196,10.39,4.72,8,1,0,0.0,1.07,1.07,1.04,2.89,5.11,3.56,19.2,0.982,0.382
20000,106,941,13.2,0.2,0.0,0.2,14.2,0.0,1.04,12.2,177,130,7.40,4.05,416,473,52,0.0,1.02,1.08,1.04,3.53,5.13,4.80,26.8,0.897,0.370
20000,99,211,18.0,0.5,0.5,0.1,17.9,0.0,1.12,7.1,81,144,11.08,4.88,139,66,6,0.2,1.01,1.16,1.15,4.52,5.15,7.46,20.0,0.918,0.361
20000,36,141,20.5,0.5,0.0,0.2,18.6,0.0,1.13,9.0,49,178,12.09,6.15,100,31,10,0.0,1.08,1.18,1.13,4.43,5.34,6.93,23.0,1.031,0.505
20000,126,70,16.3,0.3,0.0,0.1,14.7,0.0,1.08,9.5,21,141,8.92,4.81,25,40,5,0.0,1.04,1.13,1.08,3.84,4.21,7.73,27.5,1.064,0.512
21000,106,1149,13.4,0.1,0.2,0.1,14.1,0.0,1.04,12.1,225,139,7.82,4.58,490,570,89,0.0,1.00,1.08,1.04,3.49,5.18,4.77,27.4,0.909,0.372
21000,36,148,18.1,0.3,0.1,0.4,16.8,0.0,1.11,9.5,54,144,9.18,4.98,88,40,20,0.0,1.10,1.16,1.10,4.16,5.19,6.72,25.5,1.024,0.506
21000,99,102,13.3,0.0,1.3,0.1,13.6,0.0,1.00,10.4,51,138,11.18,4.15,32,56,14,0.0,1.00,1.00,1.00,3.87,4.94,6.06,26.9,0.890,0.353
21000,126,59,15.6,0.1,0.3,0.1,14.7,0.0,1.05,9.0,22,148,7.74,5.33,14,43,2,0.0,1.03,1.03,1.09,3.88,4.25,7.76,28.8,1.048,0.502
22000,106,1172,13.9,0.2,0.3,0.2,14.6,0.0,1.04,11.7,288,152,9.50,4.91,485,632,55,0.0,1.03,1.07,1.05,3.61,5.10,5.05,27.0,0.907,0.365
22000,36,104,18.4,0.2,0.3,0.5,17.1,0.0,1.04,9.3,33,182,15.79,7.01,68,31,5,0.0,1.01,1.06,1.04,3.86,5.19,6.17,23.0,1.021,0.510
22000,126,77,13.6,0.0,0.5,0.0,12.0,0.0,1.00,10.8,24,184,8.52,6.11,28,48,1,0.0,1.00,1.01,1.01,3.90,4.05,7.74,27.3,1.070,0.497
22000,99,26,22.5,1.4,2.8,1.4,17.3,0.0,1.29,3.6,20,181,15.26,10.86,11,12,3,0.1,1.01,1.45,1.35,5.42,7.15,7.23,26.6,0.948,0.411
23000,106,1374,12.9,0.1,0.2,0.2,13.6,0.0,1.02,12.4,288,155,9.89,5.20,690,584,100,0.0,1.01,1.04,1.02,3.52,4.95,4.93,26.5,0.909,0.367
23000,99,182,29.6,1.9,2.5,0.4,19.9,0.0,1.35,4.4,91,269,27.31,11.98,109,68,5,0.8,1.04,1.59,1.38,6.32,7.07,7.72,21.4,1.123,0.442
23000,126,63,15.2,0.1,0.0,0.4,13.7,0.0,1.03,7.8,15,189,11.02,6.82,24,38,1,0.0,1.00,1.04,1.04,4.03,4.41,7.73,25.3,1.071,0.498
23000,36,34,15.0,0.2,0.0,0.0,14.4,0.0,1.05,11.8,20,263,22.49,10.07,18,14,2,0.0,1.00,1.05,1.10,3.65,4.35,5.97,23.5,1.008,0.513
24000,106,1262,12.8,0.1,0.1,0.1,13.6,0.0,1.04,12.5,277,184,12.64,6.34,623,548,91,0.0,1.02,1.07,1.04,3.47,4.79,5.05,26.4,0.905,0.364
24000,99,240,25.2,1.2,1.7,0.9,17.6,0.0,1.21,7.5,108,274,28.42,12.94,145,93,2,0.4,1.04,1.37,1.22,5.34,6.43,6.66,20.5,1.136,0.428
24000,36,65,13.0,0.3,0.1,0.1,12.4,0.0,1.07,15.3,29,168,12.34,4.48,16,43,6,0.0,1.02,1.09,1.11,3.00,3.55,4.91,27.9,0.984,0.526
24000,126,32,16.6,0.9,0.0,0.0,13.4,0.0,1.24,7.6,6,275,23.70,8.72,4,27,1,0.0,1.00,1.29,1.38,3.72,4.31,8.00,28.8,1.098,0.478
25000,106,1116,11.5,0.1,0.1,0.1,12.2,0.0,1.04,13.7,225,197,12.53,6.21,573,483,60,0.0,1.01,1.07,1.04,3.15,4.84,4.36,25.6,0.904,0.381
25000,99,166,27.5,1.4,2.0,1.0,18.6,0.0,1.26,6.1,95,392,42.69,20.49,125,41,0,0.5,1.06,1.45,1.26,5.73,6.84,6.87,17.6,1.156,0.440
25000,126,28,17.0,1.4,0.0,0.0,13.0,0.0,1.40,7.9,6,649,73.25,14.41,0,25,3,0.0,1.00,1.47,1.62,3.86,4.21,8.00,29.5,1.077,0.475
25000,36,16,12.4,0.1,0.0,0.0,12.8,0.0,1.02,15.5,3,182,8.61,6.16,4,11,1,0.0,1.00,1.03,1.02,2.81,3.62,4.62,29.0,0.958,0.513
26000,106,1364,11.9,0.2,0.1,0.2,12.7,0.0,1.07,12.8,254,189,11.87,6.40,661,603,100,0.0,1.05,1.13,1.06,3.39,4.74,4.90,26.2,0.896,0.354
26000,99,156,27.9,0.6,1.8,0.6,20.5,0.0,1.13,4.9,80,399,45.04,21.07,109,46,1,0.2,1.01,1.22,1.15,5.65,6.60,7.63,19.2,1.167,0.439
26000,126,63,13.7,0.6,0.0,0.9,11.1,0.0,1.12,10.8,19,289,24.34,8.99,1,60,2,0.0,1.00,1.19,1.15,3.71,3.37,7.84,29.4,1.067,0.465
26000,143,28,8.6,0.0,0.1,1.2,10.8,0.0,1.00,12.4,8,222,13.20,5.67,19,3,6,0.0,1.00,1.00,1.00,3.36,2.00,7.79,26.9,0.742,0.332
26000,140,17,9.2,0.0,0.0,0.0,10.0,0.0,1.00,12.0,1,127,8.58,3.67,17,0,0,0.0,1.00,1.00,1.00,3.12,2.00,8.00,19.8,0.917,0.357
26000,36,5,10.5,0.0,0.0,0.0,11.0,0.0,1.00,18.0,1,312,16.54,9.26,4,1,0,0.0,1.00,1.00,1.00,2.60,3.00,4.00,24.0,0.951,0.508
27000,106,1324,12.6,0.2,0.1,0.1,13.5,0.0,1.05,12.2,270,180,10.75,6.11,639,603,82,0.0,1.02,1.10,1.05,3.55,4.79,5.22,25.9,0.897,0.351
27000,99,189,24.4,0.7,1.6,0.2,17.5,0.0,1.17,8.0,89,290,31.80,13.85,138,51,0,0.1,1.07,1.27,1.17,4.99,5.68,7.19,17.2,1.174,0.434
27000,126,50,12.5,0.4,0.0,0.8,10.5,0.0,1.16,10.2,12,232,13.26,8.00,13,37,0,0.0,1.16,1.26,1.19,3.64,3.04,7.86,26.7,1.054,0.460
27000,148,22,7.9,0.1,0.0,0.2,9.3,0.0,1.03,16.0,9,232,11.00,5.14,2,19,1,0.0,1.00,1.06,1.02,2.55,4.50,3.50,29.7,0.821,0.374
27000,143,22,8.2,0.0,0.0,0.0,10.5,0.0,1.00,13.6,14,290,15.82,8.02,12,10,0,0.0,1.00,1.00,1.00,3.50,1.91,7.36,25.4,0.762,0.328
27000,140,14,9.2,0.0,0.0,0.0,10.0,0.0,1.00,12.0,1,264,14.10,8.04,11,3,0,0.0,1.00,1.00,1.00,3.50,2.00,8.00,20.4,0.917,0.357
27000,146,10,13.3,0.0,0.0,0.0,12.8,0.0,1.00,11.4,5,244,13.98,7.55,4,6,0,0.0,1.00,1.00,1.00,3.40,3.80,8.00,26.6,1.030,0.491
