step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
6000,5,10,11.7,0.0,0.0,0.0,10.5,0.0,1.00,14.4,6,202,16.76,7.77,7,3,0,0.0,1.00,1.00,1.00,3.60,5.50,3.30,20.7,1.132,0.481
6000,32,7,14.9,1.1,0.0,4.6,7.6,0.0,1.30,14.6,6,238,14.52,7.44,0,7,0,0.0,2.07,1.00,1.21,2.71,6.14,2.86,27.8,1.247,0.425
6000,2,7,9.2,0.0,0.0,1.7,10.6,0.0,1.00,14.3,3,34,3.27,0.84,0,7,0,0.0,1.00,1.00,1.00,2.57,2.57,6.29,28.4,0.804,0.612
7000,14,334,19.7,0.5,0.2,0.3,17.7,0.0,1.13,10.3,167,191,15.87,7.86,147,171,16,0.0,1.05,1.20,1.13,3.97,4.11,6.91,27.2,1.044,0.453
7000,4,183,24.0,0.3,0.3,0.9,21.1,0.0,1.09,7.7,90,165,11.25,9.44,24,110,49,0.0,1.07,1.11,1.10,4.54,4.83,7.38,33.7,1.073,0.587
7000,3,84,20.7,0.1,0.1,3.3,20.4,0.0,1.02,7.1,52,235,25.75,8.34,39,29,16,0.0,1.01,1.03,1.02,5.46,5.60,7.29,29.2,0.915,0.445
7000,11,72,12.7,0.3,0.0,0.0,12.9,0.0,1.12,13.8,35,150,6.92,9.06,55,15,2,0.0,1.07,1.10,1.26,3.56,3.74,5.83,20.7,0.929,0.617
7000,5,26,10.4,0.0,0.0,0.0,10.0,0.0,1.00,15.1,9,125,5.69,4.00,20,6,0,0.0,1.00,1.00,1.00,3.04,5.19,3.27,22.3,1.071,0.525
7000,2,18,15.3,0.0,0.0,0.5,18.3,0.0,1.00,10.3,12,194,18.67,9.54,13,5,0,0.0,1.00,1.00,1.00,3.83,4.00,6.83,24.5,0.819,0.629
7000,36,17,8.5,0.0,0.0,0.0,9.5,0.0,1.00,18.7,9,148,7.17,3.22,10,3,4,0.0,1.00,1.00,1.00,2.24,3.82,2.82,28.0,0.905,0.383
7000,1,15,20.3,0.0,0.1,0.0,24.3,0.0,1.00,6.5,10,211,18.60,17.41,0,5,10,0.0,1.00,1.00,1.00,5.47,7.00,6.40,40.5,0.832,0.472
7000,6,12,14.9,0.0,0.0,0.0,16.2,0.0,1.00,11.3,5,170,13.14,6.40,4,1,7,0.0,1.00,1.00,1.00,4.08,2.92,7.42,33.7,0.916,0.393
7000,35,11,12.6,0.0,0.0,0.0,12.1,0.0,1.00,16.4,6,209,17.08,5.28,0,11,0,0.0,1.00,1.00,1.00,2.55,4.64,3.27,30.4,1.030,0.396
8000,14,394,18.0,0.6,0.1,0.2,16.1,0.0,1.13,9.8,174,182,13.47,8.29,183,186,25,0.0,1.04,1.18,1.15,3.88,4.24,7.15,26.1,1.026,0.440
8000,4,208,25.5,0.6,0.2,0.5,21.5,0.0,1.13,6.9,111,160,15.73,9.61,33,88,87,0.0,1.06,1.19,1.14,4.70,5.30,7.51,35.7,1.101,0.581
8000,3,58,13.9,0.0,0.0,1.2,16.1,0.0,1.00,10.5,24,204,17.84,7.73,34,24,0,0.0,1.00,1.00,1.00,4.24,3.76,7.33,24.4,0.826,0.478
8000,11,43,16.4,0.3,0.0,0.0,15.6,0.0,1.13,12.1,19,122,6.28,6.52,35,8,0,0.0,1.18,1.18,1.10,3.35,4.86,5.26,19.8,1.002,0.585
8000,6,22,32.4,0.0,0.2,0.0,33.5,0.0,1.00,2.9,11,133,12.46,8.50,0,19,3,0.0,1.00,1.00,1.00,6.32,6.64,8.00,33.2,0.965,0.394
8000,2,11,25.6,0.0,0.0,3.2,27.3,0.0,1.00,5.3,7,238,36.68,10.06,2,9,0,0.0,1.00,1.00,1.00,4.55,5.45,7.91,29.9,0.881,0.585
9000,14,675,17.6,0.2,0.1,0.1,15.9,0.0,1.05,10.3,253,165,11.90,7.05,320,287,68,0.0,1.02,1.07,1.07,3.77,4.44,6.56,27.1,1.055,0.443
9000,4,165,25.8,0.3,0.1,0.1,23.0,0.0,1.08,7.7,63,150,10.67,10.25,37,79,49,0.0,1.03,1.10,1.10,4.68,4.75,7.45,31.9,1.084,0.576
9000,3,69,10.4,0.0,0.1,0.5,12.6,0.0,1.00,13.1,35,172,14.55,5.91,29,40,0,0.0,1.00,1.00,1.00,3.22,3.16,6.57,26.0,0.802,0.495
9000,2,13,28.6,0.0,0.0,2.8,31.0,0.0,1.00,4.6,10,207,23.70,13.70,4,8,1,0.0,1.00,1.00,1.00,5.31,5.69,8.00,29.1,0.876,0.589
9000,6,13,18.4,0.5,0.0,0.0,18.0,0.0,1.11,9.7,6,145,7.94,6.15,0,12,1,0.0,1.12,1.10,1.12,4.08,3.69,7.46,33.2,0.950,0.396
10000,14,591,18.8,0.4,0.2,0.6,16.8,0.0,1.10,9.5,259,137,9.44,5.64,262,255,74,0.0,1.07,1.13,1.12,4.09,4.53,6.90,27.3,1.038,0.444
10000,4,216,24.6,0.6,0.3,0.1,21.9,0.0,1.14,7.9,102,134,10.89,7.77,59,95,62,0.0,1.13,1.17,1.14,4.60,4.72,7.48,31.5,1.036,0.556
10000,62,89,58.6,0.5,14.2,0.1,22.2,0.0,1.14,4.4,57,281,39.03,41.50,70,18,1,0.0,1.08,1.19,1.15,5.71,7.12,6.89,20.9,1.574,0.625
10000,67,57,34.5,2.6,0.7,0.1,21.7,0.0,1.41,4.6,25,195,14.80,10.44,34,23,0,0.0,1.31,1.72,1.26,5.37,6.63,7.61,22.4,1.238,0.489
10000,3,56,15.3,0.0,0.0,0.0,17.8,0.0,1.00,9.3,20,80,5.71,3.07,20,35,1,0.0,1.00,1.00,1.00,4.34,3.82,7.52,27.5,0.849,0.463
10000,64,25,11.9,0.0,0.0,0.0,10.7,0.0,1.00,15.0,4,105,5.13,3.22,4,20,1,0.0,1.00,1.00,1.00,2.76,4.36,4.16,31.5,1.114,0.525
10000,63,19,18.1,0.0,0.0,0.0,15.2,0.0,1.00,11.4,6,154,8.95,7.49,2,16,1,0.0,1.00,1.00,1.00,3.95,3.00,7.32,34.0,1.185,0.437
10000,75,14,86.8,0.0,25.3,0.0,28.4,0.0,1.00,0.0,8,178,28.51,29.54,7,7,0,0.0,1.00,1.00,1.00,8.14,8.00,8.00,26.0,1.636,0.558
11000,14,721,17.2,0.2,0.0,0.2,15.8,0.0,1.06,10.4,282,121,7.36,5.10,343,281,97,0.0,1.04,1.08,1.08,3.79,4.43,6.47,26.9,1.047,0.457
11000,4,193,20.7,0.3,0.3,0.4,18.7,0.0,1.06,9.0,91,143,9.73,7.81,66,91,36,0.0,1.03,1.08,1.07,4.10,4.19,7.40,28.5,1.033,0.570
11000,3,51,18.2,0.0,0.7,1.1,20.5,0.0,1.00,7.1,26,133,9.12,6.43,31,15,5,0.0,1.00,1.00,1.00,4.96,5.10,7.55,25.5,0.831,0.464
11000,67,31,37.7,0.5,1.9,0.0,27.6,0.0,1.04,1.2,15,108,9.22,7.72,11,20,0,0.2,1.00,1.03,1.06,5.74,7.81,7.81,27.1,1.234,0.430
11000,62,27,94.2,0.0,37.2,0.0,22.1,0.0,1.00,0.7,9,175,22.75,30.05,10,15,2,0.0,1.00,1.00,1.00,7.22,7.89,7.78,24.8,1.589,0.600
11000,75,19,82.7,0.0,19.9,1.1,31.9,0.0,1.00,0.1,16,140,11.18,31.94,17,2,0,0.0,1.00,1.00,1.00,7.16,8.00,7.95,20.6,1.589,0.518
12000,14,523,19.5,0.4,0.2,0.3,18.0,0.0,1.12,8.6,164,117,7.67,5.11,265,211,47,0.0,1.06,1.16,1.13,4.14,4.67,7.08,25.2,1.013,0.452
12000,4,83,22.3,0.3,1.0,0.5,21.1,0.0,1.06,7.8,35,91,5.62,5.37,19,36,28,0.0,1.00,1.09,1.09,4.41,4.43,7.90,33.2,0.963,0.578
12000,3,36,14.3,0.3,0.0,0.0,16.6,0.0,1.21,11.4,19,87,4.63,3.54,25,10,1,0.0,1.25,1.25,1.18,3.81,4.06,6.25,25.9,0.829,0.430
12000,67,16,35.3,0.2,1.0,0.0,28.8,0.0,1.02,1.8,10,123,9.51,5.70,8,8,0,0.0,1.00,1.07,1.00,5.19,7.88,7.25,24.3,1.162,0.350
13000,14,373,20.8,0.6,0.2,0.4,18.7,0.0,1.13,8.3,121,123,7.62,5.60,198,145,30,0.0,1.11,1.14,1.15,4.21,4.88,7.05,24.5,1.026,0.435
13000,4,42,18.3,0.2,0.0,0.2,19.7,0.0,1.12,8.8,18,120,6.49,6.84,27,9,6,0.0,1.14,1.14,1.10,3.93,3.83,7.79,20.4,0.900,0.575
13000,95,36,31.6,0.0,1.5,0.0,18.8,0.0,1.00,4.5,13,160,9.05,11.70,11,25,0,0.1,1.00,1.01,1.00,6.47,7.97,7.67,26.6,1.565,0.622
13000,67,19,33.7,0.0,5.3,0.0,22.5,0.0,1.00,0.8,11,106,6.61,9.63,18,1,0,0.0,1.00,1.00,1.00,5.58,7.74,7.95,19.9,1.217,0.335
13000,3,14,22.9,0.2,0.0,0.0,26.2,0.0,1.04,7.3,8,170,11.36,9.73,9,5,0,0.0,1.00,1.06,1.05,5.07,5.93,6.43,25.1,0.849,0.377
14000,14,425,21.0,0.4,0.1,0.5,19.3,0.0,1.09,8.1,125,117,8.12,4.88,154,233,38,0.0,1.04,1.13,1.10,4.26,5.16,6.84,27.8,1.028,0.441
14000,67,31,34.4,0.3,0.8,0.0,27.1,0.0,1.07,0.9,8,138,14.97,5.50,26,5,0,0.0,1.06,1.10,1.07,5.03,7.90,7.65,18.8,1.209,0.335
14000,95,21,28.4,0.0,0.0,0.0,18.2,0.0,1.00,5.6,5,399,27.82,22.79,8,13,0,0.0,1.00,1.00,1.00,6.95,7.38,7.71,25.8,1.566,0.629
14000,4,7,20.1,0.0,3.0,0.0,17.6,0.0,1.00,4.0,3,140,8.96,4.64,7,0,0,0.0,1.00,1.00,1.00,4.71,6.57,8.00,16.5,0.968,0.555
15000,14,417,19.0,0.3,0.1,0.7,17.3,0.0,1.09,8.9,116,121,7.90,4.71,228,136,53,0.0,1.07,1.10,1.10,3.97,5.27,6.34,25.9,1.029,0.441
15000,95,15,22.8,0.0,0.0,0.0,14.5,0.0,1.00,8.9,4,428,35.78,24.03,2,13,0,0.0,1.00,1.00,1.00,6.07,7.07,7.07,27.6,1.546,0.632
16000,14,330,20.9,0.3,0.1,0.8,19.5,0.0,1.06,6.8,70,115,7.98,4.98,154,124,52,0.0,1.02,1.09,1.06,4.56,5.90,6.72,27.0,1.008,0.453
16000,112,65,16.8,0.0,0.0,0.1,15.3,0.0,1.00,11.6,27,136,8.50,4.13,25,30,10,0.0,1.00,1.00,1.00,3.58,3.86,6.35,29.0,1.094,0.422
16000,95,34,29.3,0.1,0.5,0.0,18.0,0.1,1.02,4.4,11,290,18.53,14.24,7,26,1,0.1,1.02,1.01,1.02,6.76,7.82,8.00,30.0,1.561,0.631
16000,114,30,17.1,0.0,0.0,0.2,17.2,0.0,1.00,8.6,11,96,5.91,4.17,4,21,5,0.0,1.00,1.00,1.00,3.70,5.07,7.03,32.9,1.007,0.621
17000,14,712,16.9,0.1,0.2,0.3,15.9,0.0,1.04,9.1,175,131,7.77,4.80,340,311,61,0.0,1.03,1.05,1.03,3.94,4.57,6.88,26.3,1.029,0.452
17000,112,118,14.7,0.1,0.4,0.0,13.0,0.0,1.02,13.3,27,121,7.43,3.33,60,47,11,0.0,1.01,1.02,1.02,3.55,3.36,6.02,27.0,1.088,0.406
17000,114,49,19.3,0.0,0.5,0.0,18.3,0.0,1.00,8.2,15,97,5.96,4.96,28,7,14,0.0,1.00,1.00,1.00,3.39,4.59,7.31,23.0,1.025,0.613
17000,95,45,29.5,0.3,0.8,0.0,17.5,0.0,1.05,5.6,16,246,17.18,10.61,6,39,0,0.0,1.00,1.08,1.06,6.27,7.78,7.73,30.6,1.551,0.654
18000,14,862,18.2,0.4,0.1,0.5,16.5,0.0,1.11,8.9,234,133,7.76,5.08,431,347,84,0.0,1.10,1.13,1.12,4.10,4.43,7.17,25.9,1.029,0.447
18000,112,74,19.6,0.6,0.7,0.0,15.4,0.0,1.16,11.3,28,150,9.77,4.23,39,26,9,0.0,1.14,1.17,1.18,3.89,4.09,6.27,25.7,1.127,0.416
18000,114,66,17.1,0.7,0.3,0.0,14.8,0.0,1.17,9.6,20,128,6.51,5.17,36,25,5,0.0,1.00,1.23,1.23,4.06,4.05,7.26,23.5,1.040,0.609
18000,95,52,29.7,0.2,0.1,0.0,18.8,0.0,1.04,4.0,17,302,22.92,13.06,9,40,3,0.0,1.00,1.07,1.05,6.25,7.67,8.00,30.5,1.544,0.629
19000,14,1165,17.5,0.3,0.2,0.4,16.1,0.0,1.07,9.3,282,141,8.24,5.15,584,453,128,0.0,1.05,1.09,1.07,4.03,4.24,7.16,26.4,1.033,0.440
19000,95,85,28.2,0.5,0.2,0.0,17.9,0.0,1.13,6.2,28,296,21.20,11.54,21,60,4,0.0,1.08,1.20,1.12,6.01,7.27,7.68,29.5,1.497,0.607
19000,114,58,17.2,0.0,0.0,1.1,16.3,0.0,1.01,8.8,23,149,7.58,7.07,32,26,0,0.0,1.00,1.02,1.01,3.95,3.91,7.72,17.1,1.029,0.632
19000,112,28,18.6,2.4,0.0,0.0,11.6,0.0,1.51,13.6,12,148,6.89,4.76,23,5,0,0.0,1.00,1.89,1.59,3.14,3.54,5.68,23.1,1.140,0.432
20000,14,1392,18.0,0.3,0.2,0.2,16.5,0.0,1.08,9.0,329,141,8.36,6.12,677,561,154,0.0,1.07,1.11,1.09,4.08,4.39,7.20,26.3,1.039,0.449
20000,95,107,29.1,0.2,0.1,0.0,18.8,0.0,1.04,6.1,41,233,16.79,12.69,32,75,0,0.0,1.01,1.05,1.06,6.00,7.60,7.55,27.7,1.540,0.595
20000,114,74,16.0,0.2,0.0,0.2,14.7,0.0,1.06,9.8,32,142,7.23,6.04,50,19,5,0.0,1.00,1.08,1.07,3.74,4.03,7.18,18.0,1.044,0.608
20000,112,7,8.7,0.0,0.0,0.0,8.4,0.0,1.00,17.4,5,219,8.02,6.66,7,0,0,0.0,1.00,1.00,1.00,2.71,2.29,5.00,19.7,1.052,0.455
21000,14,914,19.7,0.4,0.1,0.4,18.4,0.0,1.09,8.0,208,151,10.29,7.52,461,339,114,0.0,1.08,1.10,1.09,4.23,4.97,7.08,26.2,1.007,0.467
21000,95,127,28.0,0.1,1.6,0.0,16.6,0.0,1.01,6.3,40,323,23.70,15.76,32,95,0,0.0,1.00,1.01,1.02,5.67,6.93,7.67,27.9,1.548,0.620
21000,114,73,22.4,2.1,0.0,1.0,16.6,0.0,1.43,7.0,35,149,9.14,7.67,47,20,6,0.0,1.00,1.65,1.54,4.23,4.97,7.67,20.3,1.054,0.604
21000,112,8,11.9,0.0,1.5,0.0,8.2,0.0,1.00,14.8,4,204,8.66,8.01,8,0,0,0.0,1.00,1.00,1.00,3.25,3.75,5.88,20.6,1.217,0.371
22000,14,1785,16.9,0.3,0.1,0.2,15.5,0.0,1.07,9.5,355,172,11.48,7.74,948,668,169,0.0,1.05,1.09,1.08,3.89,4.07,7.23,25.4,1.050,0.455
22000,137,160,16.8,0.1,0.0,0.0,14.3,0.0,1.02,10.1,29,172,10.85,7.01,101,53,6,0.0,1.02,1.02,1.03,3.88,3.28,7.74,24.0,1.155,0.478
22000,95,157,27.5,0.2,0.6,0.0,16.9,0.0,1.04,7.0,57,314,24.02,17.39,46,106,5,0.0,1.00,1.05,1.05,5.74,6.96,7.56,28.0,1.532,0.604
22000,114,23,16.5,0.0,0.0,0.0,15.1,0.0,1.00,10.3,9,200,10.33,9.39,19,3,1,0.0,1.00,1.00,1.00,4.04,3.65,7.35,14.4,1.075,0.591
23000,14,1252,16.5,0.2,0.2,0.3,15.5,0.0,1.05,10.0,299,180,12.35,8.52,697,435,120,0.0,1.04,1.07,1.05,3.80,4.61,6.49,25.1,1.010,0.474
23000,137,173,20.7,0.5,0.9,0.0,16.1,0.0,1.12,9.4,50,185,11.91,8.35,93,75,5,0.1,1.10,1.09,1.21,4.26,3.63,7.76,23.2,1.150,0.481
23000,95,170,31.2,0.2,0.3,0.0,19.6,0.0,1.01,4.9,54,375,30.82,21.47,66,98,6,0.0,1.00,1.01,1.01,6.39,7.57,7.83,25.5,1.542,0.604
23000,114,10,13.0,0.0,0.0,0.0,12.7,0.0,1.00,10.8,5,212,8.84,10.59,8,1,1,0.0,1.00,1.00,1.00,3.80,3.20,7.40,25.5,1.027,0.584
24000,14,1265,15.9,0.2,0.3,0.4,15.0,0.0,1.06,10.2,302,204,13.26,9.76,733,402,130,0.0,1.05,1.07,1.05,3.75,4.75,6.33,24.9,1.002,0.473
24000,137,181,17.7,0.5,0.2,0.0,14.4,0.0,1.10,10.2,50,215,13.97,10.81,115,57,9,0.0,1.05,1.13,1.12,4.05,3.44,7.46,23.1,1.132,0.484
24000,95,158,29.0,0.2,0.3,0.0,18.2,0.0,1.02,5.8,42,413,32.25,23.50,47,111,0,0.0,1.01,1.02,1.02,6.28,7.52,7.59,25.6,1.557,0.608
24000,114,27,12.1,0.0,0.0,0.0,11.8,0.0,1.00,11.6,5,255,13.85,12.07,26,1,0,0.0,1.00,1.00,1.00,3.74,3.00,7.22,20.8,1.026,0.579
25000,14,1726,15.9,0.1,0.2,0.2,15.1,0.0,1.03,10.3,377,205,14.03,9.26,987,598,141,0.0,1.02,1.04,1.03,3.75,4.36,6.55,25.4,1.021,0.468
25000,95,220,25.5,0.0,0.3,0.0,15.9,0.0,1.01,7.5,55,369,28.27,20.67,97,120,3,0.0,1.01,1.01,1.01,5.64,6.88,7.50,22.5,1.551,0.603
25000,137,216,18.1,0.3,0.0,0.0,15.4,0.0,1.06,9.6,49,220,18.12,9.77,129,68,19,0.0,1.02,1.09,1.07,4.12,3.72,7.54,24.2,1.127,0.462
25000,114,89,11.7,0.0,0.0,0.1,11.4,0.0,1.00,13.3,22,231,12.13,9.68,60,29,0,0.0,1.00,1.00,1.00,3.25,3.13,6.24,23.4,1.026,0.571
25000,147,37,13.7,0.8,0.0,0.2,11.8,0.0,1.18,10.7,13,227,20.61,9.05,3,33,1,0.0,1.10,1.21,1.24,3.59,3.68,7.11,31.5,0.987,0.312
25000,149,16,24.7,1.8,0.0,0.1,19.7,0.0,1.34,7.9,5,203,14.71,12.08,1,11,4,0.0,1.20,1.52,1.33,4.38,4.06,8.00,32.7,1.059,0.458
26000,14,1572,15.5,0.1,0.5,0.2,14.4,0.0,1.03,10.8,374,199,14.24,8.91,841,603,128,0.0,1.03,1.04,1.03,3.68,4.17,6.47,25.6,1.025,0.469
26000,95,225,25.7,0.1,0.3,0.0,16.0,0.0,1.01,7.3,72,358,26.70,21.84,98,125,2,0.0,1.01,1.02,1.02,5.65,7.06,7.35,23.7,1.564,0.606
26000,137,219,19.1,0.7,0.0,0.0,15.7,0.0,1.15,9.6,60,226,16.07,12.31,133,75,11,0.0,1.05,1.21,1.17,4.03,3.94,7.29,23.5,1.124,0.474
26000,114,106,12.4,0.0,0.0,0.0,12.1,0.0,1.00,12.0,25,218,10.33,9.98,73,31,2,0.0,1.00,1.00,1.00,3.70,3.37,6.81,22.4,1.027,0.576
26000,147,41,16.3,0.0,0.0,0.0,16.5,0.0,1.06,9.7,19,167,15.11,5.77,17,14,10,0.0,1.05,1.05,1.06,3.80,4.05,7.12,30.2,0.975,0.344
27000,14,1562,15.6,0.1,0.3,0.2,14.6,0.0,1.05,10.6,372,197,13.51,9.40,769,632,161,0.0,1.05,1.06,1.05,3.73,4.34,6.45,26.3,1.025,0.468
27000,95,210,28.1,0.1,0.2,0.0,17.5,0.0,1.04,6.1,58,360,26.36,22.59,112,95,3,0.0,1.01,1.05,1.06,5.94,7.30,7.85,22.0,1.574,0.606
27000,137,200,16.3,0.3,0.0,0.1,13.7,0.0,1.07,11.2,41,240,17.16,12.65,148,48,4,0.0,1.06,1.08,1.08,3.75,4.04,6.43,21.7,1.132,0.460
27000,114,114,15.7,0.0,0.1,0.1,14.9,0.0,1.01,9.5,45,203,9.61,10.71,66,45,3,0.0,1.00,1.01,1.02,3.96,4.30,7.32,24.0,1.035,0.584
27000,152,30,12.9,0.0,0.0,0.0,14.1,0.0,1.00,10.9,16,289,27.78,17.01,22,8,0,0.0,1.00,1.00,1.00,3.93,3.27,7.30,23.5,0.927,0.366
27000,147,6,18.7,0.3,0.0,0.0,17.8,0.0,1.05,6.0,3,474,55.07,23.78,4,2,0,0.0,1.00,1.10,1.04,4.17,5.33,7.67,24.3,1.011,0.310
28000,14,1636,15.6,0.1,0.2,0.2,14.7,0.0,1.04,10.8,369,188,11.46,8.87,791,693,152,0.0,1.04,1.06,1.04,3.73,4.31,6.37,26.4,1.028,0.463
28000,95,223,26.4,0.2,0.0,0.0,16.5,0.0,1.06,6.7,55,411,30.03,24.61,144,76,3,0.0,1.05,1.06,1.07,5.84,7.36,7.56,20.0,1.575,0.604
28000,137,206,18.1,0.4,0.0,0.1,14.9,0.0,1.13,10.9,61,183,11.52,9.78,138,58,10,0.0,1.08,1.16,1.16,3.70,4.26,6.44,23.3,1.145,0.462
28000,114,85,15.9,0.0,0.0,0.0,15.7,0.0,1.00,9.8,36,170,9.70,8.59,46,34,5,0.0,1.00,1.00,1.00,3.80,4.05,7.13,24.0,1.010,0.561
28000,147,27,17.1,0.9,0.0,2.1,14.4,0.0,1.40,7.6,8,86,5.65,4.40,24,3,0,0.0,1.41,1.41,1.39,4.26,5.00,7.22,18.3,0.995,0.308
28000,161,9,10.9,0.0,0.0,0.0,10.7,0.0,1.00,13.8,3,174,5.20,7.42,9,0,0,0.0,1.00,1.00,1.00,2.89,1.56,8.00,13.6,1.040,0.604
29000,14,1112,16.1,0.2,0.1,0.1,15.6,0.0,1.04,9.7,255,171,9.75,8.69,475,522,115,0.0,1.02,1.05,1.04,3.85,4.60,6.62,27.7,1.006,0.475
29000,95,261,27.0,0.1,0.1,0.0,17.1,0.0,1.02,7.1,73,365,25.86,22.39,164,97,0,0.0,1.03,1.02,1.02,5.89,7.75,7.42,19.3,1.570,0.596
29000,137,136,18.0,0.1,0.0,0.1,15.5,0.0,1.07,10.0,32,156,8.27,8.49,108,22,6,0.0,1.06,1.06,1.09,3.67,3.42,7.74,21.4,1.131,0.455
29000,114,74,13.2,0.0,0.0,0.1,13.0,0.0,1.00,11.6,21,166,9.00,9.34,24,47,3,0.0,1.00,1.00,1.00,3.39,3.73,6.61,27.5,1.016,0.578
29000,147,22,18.5,0.0,0.0,1.1,17.8,0.0,1.00,6.4,7,151,8.80,9.35,20,2,0,0.0,1.00,1.00,1.00,4.23,5.05,7.77,16.8,1.011,0.309
30000,14,1135,17.0,0.1,1.2,0.2,15.2,0.0,1.03,9.3,304,147,7.90,7.41,507,493,135,0.0,1.02,1.04,1.04,3.88,4.81,6.58,27.5,1.013,0.465
30000,95,266,24.7,0.0,0.3,0.0,15.4,0.0,1.01,7.7,68,364,24.51,19.51,161,101,4,0.0,1.00,1.02,1.02,5.74,7.60,7.09,20.4,1.566,0.584
30000,137,79,18.5,0.6,0.0,0.0,15.6,0.0,1.13,10.4,23,163,8.59,7.36,50,28,1,0.0,1.08,1.16,1.15,3.68,3.73,7.09,22.9,1.099,0.437
30000,114,48,12.4,0.0,0.0,0.0,11.9,0.0,1.00,13.8,22,179,8.29,7.43,17,29,2,0.0,1.00,1.00,1.00,3.27,3.31,5.85,28.0,1.026,0.580
31000,14,859,16.6,0.2,0.1,0.2,16.0,0.0,1.05,9.4,196,141,7.44,6.31,402,351,106,0.0,1.04,1.06,1.05,3.88,4.72,6.63,27.2,1.011,0.460
31000,95,225,27.3,0.2,0.2,0.0,17.1,0.0,1.03,6.6,70,394,24.89,21.00,120,101,4,0.0,1.01,1.03,1.03,6.01,7.42,7.59,22.5,1.554,0.588
31000,137,43,17.8,0.3,0.0,0.0,15.4,0.0,1.12,9.7,15,161,9.70,7.09,26,10,7,0.0,1.09,1.09,1.18,3.60,3.14,8.00,24.6,1.119,0.449
31000,114,41,13.9,0.0,0.7,0.1,13.9,0.0,1.00,9.5,18,239,9.53,11.25,19,21,1,0.0,1.00,1.00,1.00,3.68,3.66,7.63,23.7,0.946,0.599
