step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,3,560,22.4,1.2,0.2,0.8,20.2,0.0,1.22,6.2,177,113,17.56,3.84,273,217,70,0.0,1.02,1.34,1.26,4.99,5.71,7.38,26.2
6000,3,790,20.9,0.7,0.2,0.3,19.6,0.0,1.17,8.0,228,128,20.26,5.53,352,344,94,0.0,1.10,1.25,1.18,4.50,5.25,6.94,25.9
7000,3,655,22.7,1.4,0.1,0.2,21.0,0.0,1.30,7.0,197,131,22.45,5.19,291,236,128,0.0,1.06,1.52,1.31,4.66,5.45,7.09,27.7
7000,14,17,20.2,0.0,0.0,0.0,20.2,0.0,1.00,4.7,2,54,8.56,0.58,0,8,9,0.0,1.00,1.00,1.00,5.88,7.29,8.00,39.3
8000,3,653,22.2,1.0,0.7,0.3,20.1,0.0,1.23,6.6,221,161,27.27,5.87,308,279,66,0.0,1.13,1.33,1.24,4.74,5.94,6.83,26.6
9000,3,493,21.9,1.2,0.2,0.0,20.6,0.0,1.27,7.3,155,120,18.57,4.13,268,195,30,0.0,1.18,1.51,1.27,4.51,5.58,6.85,23.9
10000,3,368,15.3,0.6,0.0,0.0,14.6,0.0,1.14,10.5,86,119,15.04,3.44,263,99,6,0.0,1.07,1.23,1.15,3.84,5.29,5.50,22.3
11000,21,458,18.0,0.0,0.3,0.6,17.1,0.0,1.00,10.3,172,130,18.06,4.89,214,144,100,0.0,1.00,1.00,1.00,3.82,3.62,7.28,26.1
11000,3,267,14.5,1.0,0.3,0.0,13.1,0.0,1.26,10.0,60,173,21.94,4.30,106,155,6,0.0,1.12,1.35,1.29,3.64,4.62,6.40,25.6
12000,21,363,13.5,0.0,0.0,0.4,13.1,0.0,1.01,11.8,119,148,16.09,2.87,103,198,62,0.0,1.00,1.01,1.01,3.37,3.04,7.29,30.4
12000,3,145,16.0,0.2,0.5,0.2,15.1,0.0,1.07,10.0,38,269,38.57,10.15,89,49,7,0.0,1.09,1.12,1.05,3.54,5.28,5.95,25.2
13000,21,574,14.0,0.1,0.0,0.4,13.4,0.0,1.04,11.8,170,174,19.26,3.39,232,197,145,0.0,1.00,1.04,1.05,3.44,3.35,6.83,28.8
13000,3,134,17.3,0.7,0.0,0.0,16.5,0.0,1.22,8.1,41,154,21.27,6.68,28,98,8,0.0,1.17,1.28,1.23,4.14,5.16,6.87,30.5
14000,21,691,12.9,0.1,0.0,0.4,12.4,0.0,1.01,12.2,144,260,23.41,2.23,174,258,259,0.0,1.00,1.02,1.02,3.30,2.62,7.31,33.2
14000,3,57,19.2,0.3,0.0,0.0,18.9,0.0,1.04,9.5,14,253,38.38,5.48,19,33,5,0.0,1.00,1.08,1.05,3.82,5.16,6.11,30.1
15000,21,860,10.6,0.1,0.0,0.1,10.3,0.0,1.03,13.5,125,262,20.61,1.80,209,377,274,0.0,1.00,1.04,1.03,3.01,1.81,7.45,32.8
15000,3,145,14.1,0.2,0.0,0.1,13.8,0.0,1.03,10.7,35,120,13.92,2.95,24,108,13,0.0,1.01,1.05,1.03,3.70,4.19,6.57,31.9
16000,21,1069,10.4,0.0,0.0,0.2,10.1,0.0,1.00,13.6,167,236,17.90,2.13,392,438,239,0.0,1.00,1.01,1.00,3.03,1.88,7.33,29.1
16000,3,105,12.7,0.4,0.0,0.0,12.3,0.0,1.12,11.5,28,198,23.26,5.38,19,86,0,0.0,1.07,1.13,1.15,3.55,4.11,6.24,27.9
