step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,746,2.131,0.649,4.53,69130,67693,14,4,2110,4296,698902.8,168650.2,0.160,0.496,0.275,0.068,103,20.89,11.35,2.08,4.98,1.96,4.51,1.16,4.38,15.69,8.18,0.00,0.06,0.085,0.196,134,0.227,0.035,0.930,0.000,0.035,155695,153131,1,0.992,0.008,0.131,1065634,0.134,2.481,0.051,9.47,32062,45,39.258,0.750,0.169,2796646,1.37,8.74,0.027,0.023,0.004,7,22,30,64,15583,0.059,0.00,0.0060,0.034,75,0.741,0.000,0.696,0.569,5.68,7.92,5.91,0.16,0.067,1.51,1.45,1.31,0.742,0.00326,0.86,28.6113,1019.82,127147.6,139736.6,38.326,78.3276,59.051,737.450,0.997,0.395,57.0,59.046,159.880,827,3711.7,40.59,30.267,115.188,5398.4,47.960,0.136,2.00
20000,710,2.337,0.582,4.33,81092,78102,44,1,2981,3290,653277.7,141325.7,0.093,0.555,0.297,0.056,131,24.44,12.39,3.60,7.47,1.40,4.00,1.31,4.97,18.14,9.11,0.04,0.38,0.070,0.190,131,0.182,0.039,0.918,0.000,0.042,168029,167929,1,1.000,0.000,0.169,841745,0.102,2.276,0.046,9.11,27742,111,42.956,0.000,0.183,3579465,1.80,6.60,0.048,0.034,0.013,12,24,35,64,17350,0.066,0.00,0.0051,0.056,80,0.758,0.000,0.709,0.531,6.28,7.90,6.58,0.11,0.069,1.95,2.01,1.65,0.759,0.00314,0.85,24.3696,1004.90,128129.4,139736.4,43.975,63.8183,55.295,640.326,0.997,0.401,59.8,55.295,160.340,760,3414.2,31.38,13.350,109.907,4661.1,56.410,0.134,2.00
30000,819,2.191,0.564,4.32,87311,83298,137,0,3767,3452,709594.7,142508.1,0.071,0.563,0.278,0.088,130,24.48,11.56,5.47,7.27,0.76,2.86,0.86,2.97,17.39,9.94,0.02,0.29,0.029,0.104,136,0.171,0.048,0.922,0.000,0.031,164414,164199,1,1.000,0.000,0.247,2365406,0.062,2.180,0.046,7.89,27616,0,41.283,0.000,0.166,4066755,2.17,5.07,0.028,0.044,0.007,13,24,32,64,20050,0.076,0.00,0.0050,0.033,124,0.778,0.000,0.526,0.488,7.04,7.72,7.48,0.14,0.062,2.41,2.39,1.97,0.778,0.00286,0.89,23.4814,832.19,128232.8,139736.0,40.900,60.1126,61.947,712.431,0.998,0.402,68.0,61.946,160.436,707,3478.2,31.02,10.957,114.160,4564.2,63.304,0.136,2.00
40000,916,2.220,0.591,4.56,92605,87954,268,0,4286,2296,761603.2,149788.6,0.086,0.542,0.268,0.104,132,23.21,9.43,5.35,6.34,0.35,2.38,0.38,2.85,17.13,8.16,0.01,0.19,0.011,0.076,136,0.202,0.045,0.906,0.000,0.049,162516,162101,1,1.000,0.000,0.057,1140724,0.071,2.243,0.049,6.92,28990,0,65.239,0.000,0.193,4063556,2.16,5.53,0.013,0.024,0.003,12,24,30,64,21259,0.081,0.00,0.0049,0.028,146,0.776,0.000,0.340,0.459,7.05,7.65,7.09,0.02,0.007,2.32,2.32,2.06,0.776,0.00271,0.92,23.5606,869.27,127522.0,139736.5,40.184,54.8385,67.823,742.972,0.996,0.396,73.6,67.823,160.578,807,4171.2,42.32,8.884,115.815,4287.7,69.567,0.135,2.00
50000,818,2.368,0.548,4.54,101132,95699,408,0,5123,1631,809888.3,169307.0,0.127,0.520,0.258,0.096,134,25.07,9.48,7.39,5.99,0.17,1.81,0.20,1.62,17.31,9.07,0.00,0.00,0.007,0.057,139,0.259,0.031,0.917,0.000,0.053,178367,177936,1,1.000,0.000,0.020,352415,0.108,2.249,0.045,6.24,33889,0,103.806,0.000,0.178,4140760,2.73,3.68,0.013,0.015,0.000,14,26,32,64,20504,0.078,0.00,0.0057,0.038,93,0.772,0.000,0.311,0.460,7.40,7.78,7.37,0.00,0.000,3.16,3.09,2.48,0.772,0.00323,0.93,25.9922,897.15,128338.3,139737.4,39.925,50.8621,72.202,776.291,0.994,0.399,69.3,72.203,160.660,677,3596.1,43.49,7.654,116.739,4104.6,74.925,0.136,2.00
60000,866,2.311,0.632,4.63,98069,92946,500,0,4575,2280,807784.8,161553.8,0.103,0.543,0.261,0.093,130,24.17,11.10,5.62,6.63,0.31,2.09,0.56,2.75,17.68,10.62,0.01,0.15,0.009,0.059,155,0.121,0.025,0.938,0.000,0.037,165628,164869,1,1.000,0.000,0.079,478275,0.080,2.305,0.053,6.25,33279,0,70.857,0.000,0.181,4262658,2.30,4.78,0.032,0.025,0.002,11,24,32,64,20934,0.080,0.00,0.0053,0.033,131,0.786,0.000,0.205,0.441,7.33,7.90,7.41,0.05,0.016,2.46,2.45,2.19,0.786,0.00305,0.95,24.2291,811.78,126892.1,139737.8,37.750,51.9580,73.038,783.562,0.996,0.398,72.4,73.038,160.632,845,4322.3,42.41,7.478,118.894,4811.0,74.922,0.134,2.00
70000,923,2.264,0.528,4.54,101396,95873,417,0,5049,1275,804243.5,169898.4,0.143,0.540,0.237,0.080,134,24.49,10.28,4.71,6.62,0.06,0.93,0.42,2.80,19.29,9.80,0.01,0.21,0.002,0.024,150,0.184,0.030,0.941,0.000,0.028,174846,173957,1,1.000,0.000,0.049,487423,0.108,2.151,0.044,6.39,34528,0,133.254,0.000,0.216,4175934,2.13,4.55,0.023,0.020,0.002,12,26,32,64,22602,0.086,0.00,0.0045,0.021,154,0.766,0.000,0.236,0.448,7.31,7.86,7.40,0.02,0.004,2.34,2.40,1.93,0.767,0.00304,0.90,25.4820,796.14,128465.0,139739.1,40.415,50.4811,72.197,775.394,0.997,0.399,77.9,72.197,160.615,711,3591.2,31.24,7.700,116.133,3917.1,74.209,0.134,2.00
80000,972,2.134,0.503,4.55,110424,103775,457,1,6142,1495,833550.1,193941.0,0.149,0.538,0.234,0.079,137,23.37,9.84,4.41,6.82,0.15,1.41,0.32,1.76,18.50,9.01,0.01,0.21,0.004,0.048,158,0.172,0.040,0.914,0.000,0.046,195022,194072,1,1.000,0.000,0.056,373619,0.123,2.001,0.045,6.46,37549,505,129.726,0.000,0.236,4286738,2.05,5.32,0.012,0.014,0.005,10,24,31,64,22718,0.087,0.00,0.0046,0.031,124,0.761,0.000,0.252,0.457,7.23,7.79,7.46,0.02,0.006,2.26,2.28,1.87,0.761,0.00301,0.91,28.6132,953.68,128889.8,139739.8,40.507,47.9710,74.490,784.019,0.997,0.402,79.3,74.490,160.715,667,3480.9,52.33,7.638,115.956,3478.3,77.196,0.134,2.00
90000,906,2.154,0.493,4.79,108998,102844,366,1,5853,1536,825166.0,193743.2,0.112,0.529,0.265,0.095,135,24.02,10.63,3.03,5.10,0.13,0.96,0.25,2.09,20.61,10.64,0.00,0.07,0.005,0.054,170,0.104,0.062,0.900,0.001,0.038,193218,192261,1,1.000,0.000,0.024,421536,0.112,2.074,0.042,6.87,39638,242,126.135,0.000,0.236,4242586,1.73,4.34,0.015,0.012,0.001,8,25,30,64,21765,0.083,0.00,0.0044,0.038,103,0.765,0.000,0.251,0.462,7.04,7.74,7.19,0.01,0.004,1.99,1.77,1.62,0.765,0.00315,0.94,28.7137,896.29,129197.4,139740.9,42.074,47.3335,73.523,790.798,0.998,0.395,75.6,73.524,160.672,673,3390.2,32.50,8.015,113.957,3423.5,75.943,0.136,2.00
100000,834,2.211,0.565,4.80,107696,101694,426,0,5648,2082,813492.9,189459.2,0.073,0.536,0.288,0.103,134,24.32,10.95,4.15,5.77,0.47,3.42,0.41,2.73,19.28,10.11,0.04,0.40,0.011,0.075,173,0.135,0.025,0.930,0.000,0.044,191576,190524,1,0.920,0.080,0.036,488060,0.101,2.254,0.047,6.73,39739,0,90.999,0.000,0.224,4257144,1.92,4.27,0.022,0.024,0.008,8,25,32,64,20281,0.077,0.00,0.0051,0.035,103,0.765,0.000,0.265,0.463,7.19,7.46,7.69,0.07,0.016,2.20,1.81,1.94,0.765,0.00343,0.92,28.2817,999.28,128170.7,139741.9,41.000,49.5086,72.308,777.495,0.996,0.403,69.4,72.309,160.533,725,3576.4,37.71,7.786,115.195,4265.0,74.897,0.136,2.00
