step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
110000,1355,1.588,0.236,8.93,105282,99403,129,1,5761,408,879740.3,138396.0,0.018,0.602,0.209,0.171,161,11.97,7.08,0.19,1.60,0.22,1.91,0.32,2.95,11.25,5.88,0.01,0.16,0.008,0.062,127,0.672,0.193,0.787,0.001,0.019,163501,161978,1,0.980,0.020,0.029,251270,0.135,1.528,0.015,39.52,54588,0,339.206,1.000,0.083,5056404,1.06,11.91,0.002,0.001,0.002,9,10,18,64,16226,0.062,0.00,0.0058,0.058,401,0.467,0.000,0.538,0.418,3.49,2.63,7.60,0.01,0.004,1.05,1.07,1.05,0.467,0.00363,15.31,20.2402,403.35,68595.5,140231.7,37.298,29.4125,81.934,1190.924,0.991,0.184,65288.2,81.920,116.297,241,1004.4,47.62,6.925,71.717,1874.0,48.750,0.134,2.00
120000,1350,1.658,0.320,9.13,101673,96101,108,3,5466,415,868705.2,124906.0,0.021,0.598,0.213,0.168,158,12.58,10.65,0.74,4.07,0.58,3.42,0.07,0.91,11.19,8.14,0.00,0.00,0.021,0.101,145,0.615,0.144,0.830,0.000,0.025,153990,152534,2,0.989,0.004,0.013,216132,0.157,1.857,0.023,40.92,52521,223,300.978,0.000,0.090,4937994,1.17,12.29,0.023,0.004,0.000,6,10,19,64,16989,0.065,0.00,0.0057,0.050,314,0.451,0.000,0.522,0.405,3.40,2.63,7.47,0.01,0.009,1.10,1.20,1.19,0.451,0.00370,16.36,18.1040,564.86,70699.0,140232.2,33.832,31.9373,81.563,1187.424,0.999,0.181,61716.4,81.920,113.648,367,1531.5,55.12,6.609,72.724,2620.5,46.296,0.135,2.00
130000,1348,1.619,0.293,9.13,108709,102839,106,3,5763,403,875943.9,130326.5,0.020,0.596,0.210,0.174,159,12.50,8.58,0.72,3.48,0.80,4.09,0.09,1.23,10.89,5.74,0.01,0.12,0.023,0.109,177,0.546,0.150,0.826,0.000,0.024,165133,162992,1,0.978,0.022,0.013,141202,0.157,1.569,0.021,39.62,56614,469,323.391,0.667,0.111,5177294,1.19,12.06,0.004,0.004,0.002,7,10,23,64,16847,0.064,0.00,0.0060,0.032,347,0.465,0.000,0.554,0.403,3.55,2.78,7.64,0.06,0.022,1.12,1.22,1.21,0.465,0.00366,15.59,18.7155,449.64,68281.6,140232.6,35.453,30.6373,82.212,1227.964,0.998,0.167,64636.1,81.920,115.636,319,1352.8,30.76,6.726,73.183,2432.9,48.242,0.135,2.00
140000,1183,1.708,0.314,9.06,105035,99507,134,1,5558,376,868755.4,125587.0,0.023,0.605,0.205,0.167,161,13.67,10.36,0.85,3.65,0.20,1.84,0.13,1.42,12.49,8.60,0.01,0.18,0.007,0.064,154,0.641,0.166,0.822,0.000,0.013,157918,155806,2,0.964,0.023,0.018,326807,0.124,1.714,0.023,39.61,55291,1,334.008,1.000,0.093,5202831,1.18,11.31,0.014,0.002,0.002,10,10,27,64,16173,0.062,0.00,0.0059,0.028,341,0.471,0.000,0.535,0.401,3.67,2.84,7.71,0.02,0.011,1.09,1.26,1.18,0.471,0.00418,15.54,18.2084,472.36,72256.3,140233.0,36.835,29.9469,81.505,1188.052,1.000,0.191,60489.3,81.920,116.078,354,1490.8,35.86,6.610,71.862,2658.5,47.519,0.135,2.00
150000,1337,1.598,0.269,9.00,107275,100887,82,3,6149,305,878064.6,132675.6,0.021,0.599,0.212,0.168,160,12.00,7.47,0.62,3.34,0.30,2.63,0.01,0.23,11.07,6.19,0.00,0.00,0.011,0.080,147,0.644,0.166,0.806,0.000,0.028,163369,160573,1,0.993,0.007,0.004,178655,0.158,1.630,0.019,41.33,56279,2,435.002,1.000,0.100,5061672,1.19,12.07,0.001,0.001,0.000,8,10,21,64,16048,0.061,0.00,0.0059,0.040,364,0.453,0.000,0.531,0.407,3.49,2.68,7.55,0.02,0.017,1.16,1.23,1.19,0.453,0.00377,16.44,18.9090,480.69,68187.1,140233.1,37.267,27.8092,82.389,1201.909,0.998,0.165,65180.0,81.920,113.326,270,1216.5,49.52,6.481,68.802,2197.5,46.664,0.134,2.00
160000,1394,1.633,0.251,9.20,101817,95881,65,2,5812,341,866697.1,126148.0,0.019,0.613,0.212,0.156,162,12.45,8.38,0.23,1.57,0.32,2.74,0.10,0.86,11.79,7.09,0.00,0.09,0.010,0.078,166,0.612,0.156,0.822,0.000,0.022,154610,150420,1,0.930,0.070,0.019,147612,0.129,1.574,0.018,43.06,52448,24,369.936,1.000,0.116,5078037,1.05,11.83,0.003,0.003,0.002,8,10,22,64,17360,0.066,0.00,0.0053,0.040,383,0.441,0.000,0.505,0.410,3.60,2.89,7.48,0.01,0.003,1.03,1.07,1.05,0.441,0.00374,17.46,18.0238,601.65,72150.5,140233.3,35.418,29.4398,81.537,1186.712,0.992,0.185,61353.9,81.920,109.567,254,1173.3,57.76,6.143,67.908,1833.0,43.889,0.136,2.00
170000,1312,1.597,0.295,8.95,106640,100427,92,0,6203,436,869083.8,130863.0,0.016,0.609,0.211,0.163,159,12.38,7.81,0.71,3.23,0.15,1.44,0.15,2.06,11.37,6.34,0.00,0.00,0.008,0.065,159,0.575,0.161,0.812,0.000,0.027,163934,161266,1,0.976,0.024,0.017,241073,0.119,1.711,0.021,40.03,55525,0,300.144,0.000,0.133,5588740,1.18,11.77,0.006,0.005,0.000,7,10,22,64,16249,0.062,0.00,0.0058,0.034,366,0.482,0.000,0.537,0.410,3.55,2.95,7.49,0.02,0.005,1.10,1.24,1.20,0.482,0.00367,16.10,18.5087,537.21,73020.8,140233.8,33.336,32.5675,81.781,1203.294,0.999,0.191,59967.2,81.920,114.275,295,1374.6,39.29,5.973,74.367,2445.4,47.151,0.135,2.00
180000,1360,1.699,0.351,9.14,109281,103204,110,3,5916,299,876587.2,134294.5,0.020,0.597,0.210,0.173,160,13.43,8.69,0.63,2.87,0.44,2.77,0.23,1.96,12.13,7.29,0.00,0.05,0.023,0.126,193,0.510,0.131,0.823,0.001,0.046,169448,165514,1,0.984,0.016,0.019,305644,0.132,1.806,0.026,40.45,55932,0,449.145,1.000,0.149,5224485,1.17,11.58,0.004,0.003,0.001,7,10,27,64,18268,0.070,0.00,0.0053,0.040,376,0.463,0.000,0.546,0.414,3.57,2.91,7.60,0.05,0.016,1.09,1.21,1.19,0.464,0.00364,15.97,19.1132,598.15,68849.7,140234.3,36.853,28.6799,82.219,1210.740,0.999,0.172,62963.5,81.920,114.615,402,1781.6,48.74,6.792,70.570,2845.1,47.516,0.134,2.00
190000,1261,1.726,0.331,8.96,100826,95399,85,0,5441,485,876980.0,124334.5,0.014,0.610,0.217,0.158,164,13.28,8.99,0.73,3.78,0.21,1.58,0.15,1.27,12.19,7.09,0.00,0.00,0.008,0.063,143,0.705,0.190,0.791,0.000,0.019,151023,146601,1,0.959,0.041,0.018,140719,0.159,1.834,0.023,43.99,51895,0,256.360,0.000,0.087,4854865,1.18,11.21,0.006,0.001,0.000,10,10,25,64,16742,0.064,0.00,0.0057,0.029,344,0.429,0.000,0.496,0.405,3.59,2.73,7.79,0.01,0.009,1.10,1.25,1.19,0.429,0.00424,17.80,17.8610,483.63,63087.3,140234.4,35.002,28.5395,82.545,1186.149,0.988,0.156,69217.7,81.920,109.071,352,1561.9,48.04,6.069,67.044,2770.8,43.938,0.135,2.00
200000,1248,1.802,0.258,9.01,95934,90935,110,0,4902,664,852611.1,114975.1,0.019,0.610,0.211,0.160,161,15.03,12.93,1.02,4.23,0.89,3.81,0.28,2.26,12.84,9.32,0.00,0.08,0.026,0.114,177,0.603,0.185,0.801,0.000,0.014,141605,138087,2,0.967,0.022,0.038,300741,0.131,1.656,0.017,41.83,48647,0,173.155,0.000,0.093,4632331,1.16,11.14,0.019,0.008,0.002,9,10,32,64,18755,0.072,0.00,0.0053,0.066,285,0.433,0.000,0.499,0.396,3.71,3.03,7.57,0.05,0.018,1.10,1.25,1.14,0.433,0.00409,16.93,16.8981,618.19,82632.3,140234.4,34.437,32.5068,80.073,1172.855,0.999,0.224,50753.8,81.920,112.069,228,1047.7,49.13,6.618,70.645,2010.0,43.588,0.135,2.00
210000,1225,1.618,0.313,8.97,103869,98109,122,1,5660,446,879612.3,119469.0,0.031,0.593,0.217,0.158,164,12.13,8.60,0.41,2.17,0.44,2.79,0.12,1.91,11.17,6.80,0.00,0.03,0.015,0.094,130,0.675,0.155,0.823,0.000,0.022,152434,148900,1,1.000,0.000,0.007,188392,0.128,1.749,0.022,41.82,50982,0,267.868,1.000,0.108,4856576,1.06,12.13,0.005,0.007,0.001,7,10,18,64,14864,0.057,0.00,0.0064,0.047,340,0.441,0.000,0.521,0.389,3.53,2.65,7.62,0.04,0.014,1.02,1.12,1.06,0.441,0.00418,16.86,17.4355,387.35,74277.0,140234.7,34.900,29.3287,82.700,1180.382,0.999,0.197,58556.0,81.920,112.111,360,1691.9,42.22,6.132,70.265,2455.3,46.391,0.135,2.00
220000,1400,1.607,0.234,9.07,102847,97064,133,1,5474,276,883588.1,117897.5,0.021,0.609,0.213,0.157,166,11.65,7.11,0.36,2.40,0.46,3.29,0.04,0.49,10.80,5.34,0.00,0.13,0.015,0.094,158,0.645,0.160,0.819,0.000,0.021,150026,146810,1,0.970,0.030,0.009,126713,0.152,1.448,0.016,44.45,50688,2,427.165,1.000,0.099,4953643,1.10,12.27,0.002,0.004,0.001,8,10,17,64,16312,0.062,0.00,0.0058,0.055,401,0.425,0.001,0.501,0.388,3.47,2.58,7.62,0.03,0.007,1.07,1.12,1.10,0.425,0.00385,18.35,16.9621,433.96,62075.7,140234.8,34.642,27.7071,83.239,1171.628,0.982,0.145,71747.3,81.920,106.699,252,1075.8,33.96,6.256,66.402,1772.3,43.918,0.136,2.00
230000,1426,1.647,0.341,9.02,102714,96678,118,1,5891,452,845553.0,121522.1,0.015,0.610,0.214,0.162,159,12.36,9.33,0.57,3.37,0.21,1.78,0.04,0.52,11.54,7.70,0.00,0.00,0.008,0.068,156,0.548,0.158,0.818,0.001,0.023,153276,149840,1,1.000,0.000,0.008,92358,0.138,1.846,0.025,41.38,51511,33,268.854,1.000,0.129,5109081,1.11,12.24,0.008,0.000,0.000,8,10,20,64,17619,0.067,0.00,0.0051,0.036,407,0.456,0.000,0.518,0.398,3.51,2.67,7.62,0.01,0.006,1.05,1.16,1.13,0.456,0.00345,16.54,17.1768,554.47,81962.1,140234.7,35.802,31.5635,79.744,1204.754,0.997,0.225,49988.8,81.920,112.914,384,1568.0,41.52,6.439,70.114,2945.7,43.431,0.134,2.01
240000,1163,1.822,0.534,9.03,104599,99305,70,2,5485,321,866782.9,127237.9,0.022,0.599,0.213,0.166,160,14.77,12.84,0.72,3.70,0.44,2.56,0.38,2.78,13.23,10.64,0.00,0.15,0.016,0.087,173,0.517,0.146,0.826,0.000,0.028,159635,155539,1,0.979,0.021,0.037,147866,0.144,2.346,0.042,41.25,54814,8,396.380,1.000,0.126,5128564,1.14,11.26,0.022,0.003,0.001,8,10,30,64,17179,0.066,0.00,0.0056,0.053,300,0.456,0.000,0.530,0.408,3.72,3.19,7.49,0.06,0.025,1.10,1.19,1.15,0.456,0.00428,16.44,18.2776,798.81,84824.0,140234.9,35.361,30.4105,81.341,1195.712,0.999,0.223,44203.9,81.920,113.364,702,2941.1,68.33,6.542,70.793,4455.0,45.744,0.135,2.00
250000,1215,1.756,0.374,9.02,107911,102064,102,0,5693,370,892955.0,135550.4,0.030,0.594,0.208,0.168,157,13.76,11.36,0.67,3.56,0.14,1.34,0.21,1.38,12.75,9.53,0.00,0.00,0.006,0.057,181,0.532,0.140,0.832,0.000,0.028,168620,164500,1,0.982,0.018,0.031,309648,0.138,1.918,0.027,38.52,56538,0,366.352,0.000,0.117,5312749,1.12,11.56,0.013,0.000,0.000,6,10,30,64,16722,0.064,0.00,0.0058,0.056,337,0.478,0.000,0.536,0.417,3.69,3.16,7.47,0.00,0.002,1.11,1.14,1.11,0.478,0.00394,15.34,19.8969,648.27,74484.1,140235.4,32.346,33.1970,83.214,1211.650,0.994,0.195,57150.1,81.920,116.652,410,1717.1,34.73,6.550,77.628,3187.8,50.896,0.135,2.00
260000,1292,1.691,0.305,9.01,100905,95367,84,2,5375,341,889188.7,133308.1,0.025,0.608,0.213,0.153,160,13.26,9.30,0.59,3.30,0.20,1.81,0.27,1.99,12.20,7.35,0.00,0.08,0.006,0.058,150,0.598,0.166,0.810,0.000,0.023,157403,153480,2,0.950,0.039,0.043,288190,0.132,1.819,0.021,42.66,52859,16,390.933,1.000,0.109,4901149,1.12,11.50,0.005,0.002,0.001,8,10,24,64,17134,0.065,0.00,0.0056,0.030,319,0.439,0.000,0.498,0.422,3.60,2.92,7.67,0.02,0.008,1.07,1.18,1.12,0.440,0.00404,17.38,19.5634,761.46,65170.5,140235.5,32.158,31.4537,82.959,1176.678,0.998,0.160,67539.3,81.920,110.352,286,1234.8,48.45,6.342,71.646,2438.6,46.470,0.135,2.00
270000,1459,1.644,0.252,9.06,100743,95228,109,2,5237,403,877864.2,128586.0,0.026,0.602,0.211,0.161,162,12.23,9.61,0.37,2.42,0.14,1.59,0.13,1.02,11.59,8.15,0.00,0.00,0.006,0.057,133,0.672,0.163,0.816,0.000,0.021,153009,149365,2,0.953,0.044,0.023,243160,0.134,1.560,0.017,42.88,51954,30,319.072,0.500,0.096,4608415,1.06,12.14,0.010,0.002,0.000,8,10,17,64,17846,0.068,0.00,0.0052,0.062,375,0.427,0.000,0.506,0.411,3.54,2.64,7.55,0.01,0.004,1.04,1.07,1.06,0.427,0.00362,17.24,18.8222,503.36,64531.2,140236.0,34.750,29.8622,82.048,1172.840,0.976,0.149,68817.3,81.920,110.578,240,967.7,37.78,6.158,68.964,2076.1,45.112,0.135,2.00
280000,1262,1.618,0.326,8.91,103623,98033,129,0,5658,246,858598.4,127211.5,0.021,0.594,0.221,0.165,150,13.39,11.90,0.48,3.46,0.43,3.36,0.05,0.90,12.43,10.46,0.00,0.00,0.012,0.087,142,0.666,0.160,0.809,0.000,0.031,157830,153865,1,0.980,0.020,0.007,198560,0.146,1.806,0.024,40.32,51872,0,517.120,0.000,0.101,4900657,1.13,11.75,0.026,0.002,0.000,7,10,23,64,16897,0.064,0.00,0.0055,0.040,352,0.451,0.000,0.523,0.404,3.53,2.75,7.56,0.01,0.005,1.12,1.16,1.13,0.451,0.00387,16.41,18.3772,454.30,77767.2,140236.1,30.142,36.6943,80.513,1218.521,0.999,0.210,54744.6,81.920,113.439,358,1494.3,41.93,6.090,76.973,2873.3,45.844,0.135,2.00
290000,1386,1.634,0.285,8.96,104886,99213,111,0,5438,410,875022.9,121906.4,0.026,0.591,0.213,0.169,159,12.12,7.83,0.32,2.14,0.22,2.10,0.11,1.31,11.47,6.54,0.01,0.19,0.007,0.056,163,0.595,0.168,0.804,0.001,0.027,152676,148451,1,0.999,0.001,0.013,349786,0.156,1.675,0.020,40.75,51074,0,297.333,0.000,0.114,4864615,1.08,12.15,0.003,0.001,0.001,7,10,20,64,16797,0.064,0.00,0.0055,0.061,349,0.448,0.000,0.530,0.382,3.51,2.75,7.41,0.01,0.004,1.06,1.10,1.09,0.448,0.00362,16.24,17.3382,584.03,70572.1,140237.3,35.708,29.2556,82.685,1199.088,0.993,0.176,62395.4,81.920,113.989,309,1213.9,40.91,6.840,71.149,2303.3,47.067,0.136,2.00
300000,1298,1.636,0.296,8.89,100089,94555,88,1,5533,415,869124.6,123401.4,0.018,0.610,0.215,0.156,157,13.21,9.20,0.39,1.95,0.43,2.66,0.23,2.40,12.16,7.49,0.00,0.00,0.016,0.092,172,0.558,0.168,0.806,0.000,0.026,149843,145118,1,1.000,0.000,0.014,314820,0.131,1.756,0.021,43.63,50180,0,297.353,1.000,0.126,4777660,1.08,11.54,0.003,0.002,0.000,8,10,28,64,17145,0.065,0.00,0.0055,0.042,326,0.432,0.000,0.493,0.401,3.56,3.02,7.42,0.01,0.005,1.05,1.11,1.10,0.432,0.00403,17.76,17.5686,683.48,69248.5,140237.8,34.985,29.0430,82.048,1175.477,0.989,0.163,63675.4,81.920,109.458,298,1230.5,47.52,6.385,67.467,2401.3,43.619,0.135,2.01
310000,1274,1.572,0.333,9.10,95023,89284,67,0,5696,204,876544.8,116659.7,0.013,0.616,0.228,0.143,153,11.36,6.60,0.40,2.23,0.26,2.09,0.04,0.61,10.66,5.45,0.01,0.11,0.012,0.082,134,0.709,0.201,0.780,0.001,0.018,140289,135320,1,0.991,0.009,0.007,130890,0.136,1.756,0.025,49.55,46609,0,571.861,0.000,0.070,4547325,1.10,12.08,0.002,0.004,0.003,8,10,14,64,14477,0.055,0.00,0.0065,0.049,379,0.388,0.000,0.451,0.404,3.51,2.51,7.64,0.02,0.008,1.06,1.12,1.13,0.388,0.00452,20.88,16.4632,259.13,57674.3,140237.8,35.996,23.8877,83.033,1130.831,0.994,0.141,74811.4,81.920,99.037,413,1743.6,29.39,5.108,57.418,2878.1,38.309,0.135,2.00
