step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
100000,7,7,0,0,0,7,0,1.00,16,0.000,2979,1.19,159.78,3.27,16,2,1,0,1.00,1.00,1.00,2,1,7,51.4
100000,6,6,0,0,0,6,0,1.00,18,0.000,2978,1.62,148.66,0.87,16,2,1,0,1.00,1.00,1.00,3,1,8,38.4
100000,6,6,0,0,0,6,0,1.00,18,0.000,2965,2.27,152.59,0.94,16,1,2,0,1.00,1.00,1.00,3,1,8,33.8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2962,2.57,151.77,1.46,16,1,1,0,1.00,1.00,1.00,2,2,7,33.3
100000,9,9,0,0,0,9,0,1.00,12,0.000,2936,1.52,168.01,1.74,16,1,1,0,1.00,1.00,1.00,3,2,8,34.8
100000,8,8,0,0,0,8,0,1.00,14,0.000,2932,0.77,168.20,1.12,16,2,2,0,1.00,1.00,1.00,4,2,8,43.5
100000,9,9,0,0,0,9,0,1.00,12,0.000,2907,1.87,161.98,1.68,16,1,1,0,1.00,1.00,1.00,3,2,8,33.6
100000,7,7,0,0,0,7,0,1.00,16,0.000,2906,1.29,153.88,1.00,16,1,1,0,1.00,1.00,1.00,3,1,8,29.6
100000,8,8,0,0,0,8,0,1.00,14,0.000,2882,2.64,158.95,1.47,16,2,2,0,1.00,1.00,1.00,3,2,7,50.1
100000,9,9,0,0,0,9,0,1.00,12,0.000,2879,1.04,167.09,1.21,16,2,2,0,1.00,1.00,1.00,3,2,8,50.4
100000,8,8,0,0,0,8,0,1.00,14,0.000,2842,1.14,159.32,0.50,16,0,2,0,1.00,1.00,1.00,3,2,8,26.4
100000,7,7,0,0,0,7,0,1.00,16,0.000,2838,1.35,143.80,1.29,16,1,1,0,1.00,1.00,1.00,3,1,8,29.2
100000,9,9,0,0,0,9,0,1.00,12,0.000,2787,0.54,169.82,1.11,16,0,2,0,1.00,1.00,1.00,3,2,8,26.2
100000,8,8,0,0,0,8,0,1.00,14,0.000,2782,0.89,153.82,2.36,16,2,2,0,1.00,1.00,1.00,4,2,7,45.8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2778,1.48,142.55,1.72,16,2,2,0,1.00,1.00,1.00,3,1,8,63.5
100000,8,8,0,0,0,8,0,1.00,14,0.000,2749,2.30,156.09,1.38,16,2,2,0,1.00,1.00,1.00,4,2,7,55.7
100000,8,8,0,0,0,8,0,1.00,14,0.000,2740,0.60,154.05,0.87,16,2,2,0,1.00,1.00,1.00,3,2,7,45.9
100000,6,6,0,0,0,6,0,1.00,18,0.000,2714,1.29,137.40,0.54,16,1,1,0,1.00,1.00,1.00,3,1,8,33.0
100000,7,7,0,0,0,7,0,1.00,16,0.000,2703,1.26,134.37,0.27,16,0,1,0,1.00,1.00,1.00,3,1,8,7.4
100000,8,8,0,0,0,8,0,1.00,14,0.000,2672,1.80,142.76,1.55,16,0,2,0,1.00,1.00,1.00,3,2,7,26.1
100000,6,6,0,0,0,6,0,1.00,18,0.000,2670,1.08,135.77,1.44,16,1,1,0,1.00,1.00,1.00,3,1,8,28.7
100000,8,8,0,0,0,8,0,1.00,14,0.000,2661,0.67,136.42,0.69,16,1,1,0,1.00,1.00,1.00,2,2,7,32.2
100000,6,6,0,0,0,6,0,1.00,18,0.000,2622,0.93,127.47,0.35,16,0,1,0,1.00,1.00,1.00,3,1,8,16.8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2600,1.93,135.13,1.27,16,0,1,0,1.00,1.00,1.00,3,1,8,22.5
100000,8,8,0,0,0,8,0,1.00,14,0.000,2587,1.70,146.50,2.41,16,0,0,0,1.00,1.00,1.00,3,2,7,17.6
100000,7,7,0,0,0,7,0,1.00,16,0.000,2579,0.93,135.09,1.92,16,2,2,0,1.00,1.00,1.00,3,1,8,61.6
100000,8,8,0,0,0,8,0,1.00,14,0.000,2565,1.47,149.81,1.53,16,1,1,0,1.00,1.00,1.00,3,2,8,35.3
100000,9,9,0,0,0,9,0,1.00,12,0.000,2558,2.47,146.58,1.07,16,1,2,0,1.00,1.00,1.00,3,2,8,27.2
100000,6,6,0,0,0,6,0,1.00,18,0.000,2557,0.92,126.78,1.28,16,1,1,0,1.00,1.00,1.00,2,1,8,27.0
100000,6,6,0,0,0,6,0,1.00,18,0.000,2539,0.81,118.51,0.41,16,0,1,0,1.00,1.00,1.00,3,1,8,26.4
100000,7,7,0,0,0,7,0,1.00,16,0.000,2522,1.78,137.91,1.15,16,2,1,0,1.00,1.00,1.00,3,1,8,42.2
100000,7,7,0,0,0,7,0,1.00,16,0.000,2513,2.13,130.27,0.99,16,1,2,0,1.00,1.00,1.00,3,1,8,33.2
