step,event,lineage,other,size
5000,birth,1,0,746
59000,split,30,1,211
62000,extinct,30,0,5
97000,split,76,1,9
100000,split,82,1,29
100000,extinct,76,0,9
103000,extinct,82,0,6
122000,split,111,109,17
125000,split,116,1,21
127000,split,122,1,21
127000,extinct,111,0,17
127000,extinct,116,0,21
130000,extinct,122,0,161
134000,split,135,1,18
136000,split,140,1,129
137000,extinct,135,0,11
146000,split,151,140,9
149000,extinct,151,0,8
154000,split,161,140,14
160000,split,169,1,16
161000,extinct,161,0,28
161000,extinct,169,0,16
166000,split,173,1,15
167000,extinct,173,0,15
180000,split,201,1,27
181000,extinct,201,0,27
183000,split,213,1,28
184000,split,217,212,16
188000,split,222,140,160
188000,extinct,213,0,45
189000,split,226,1,5
190000,extinct,226,0,5
191000,split,232,140,49
192000,split,235,1,71
192000,merge,232,222,49
193000,extinct,140,0,15
194000,split,244,222,54
196000,extinct,244,0,10
200000,split,259,222,49
200000,extinct,235,0,10
201000,split,260,222,57
201000,extinct,217,0,6
201000,extinct,259,0,49
203000,split,263,1,9
203000,split,264,1,38
204000,extinct,222,0,45
205000,extinct,260,0,44
208000,split,277,1,51
208000,split,278,1,33
208000,extinct,264,0,21
210000,split,286,278,21
210000,extinct,277,0,9
210000,extinct,278,0,19
211000,extinct,286,0,21
213000,split,298,1,30
215000,extinct,263,0,43
217000,split,309,1,224
217000,extinct,298,0,23
219000,split,300,1,22
220000,split,318,1,241
220000,merge,309,1,104
222000,split,328,1,17
222000,extinct,318,0,67
223000,split,332,1,30
223000,extinct,300,0,8
224000,extinct,332,0,30
225000,split,340,1,119
225000,extinct,328,0,14
228000,split,357,1,22
228000,split,358,1,120
233000,split,386,1,15
233000,extinct,357,0,26
235000,extinct,340,0,37
235000,extinct,358,0,45
235000,extinct,386,0,17
237000,split,413,340,172
246000,split,439,1,7
247000,split,442,1,5
251000,extinct,413,0,5
252000,extinct,442,0,26
255000,split,467,1,468
261000,split,481,1,37
266000,split,499,1,53
267000,split,502,1,18
268000,split,504,502,8
268000,split,505,467,12
268000,extinct,481,0,12
268000,extinct,502,0,18
269000,extinct,505,0,12
271000,extinct,504,0,16
272000,split,516,1,53
272000,split,521,512,30
273000,extinct,521,0,30
277000,split,543,467,32
277000,extinct,499,0,26
278000,split,545,439,31
278000,extinct,543,0,32
279000,extinct,1,0,25
280000,split,557,1,246
281000,split,560,467,10
282000,split,563,516,36
282000,extinct,560,0,10
283000,split,569,516,131
283000,extinct,439,0,19
283000,extinct,545,0,11
283000,extinct,563,0,36
284000,split,571,516,57
289000,extinct,571,0,19
290000,split,596,557,12
292000,merge,557,569,616
292000,extinct,596,0,12
293000,extinct,516,0,58
295000,split,606,569,34
297000,split,610,569,57
299000,extinct,467,0,12
299000,extinct,606,0,123
299000,extinct,610,0,7
302000,split,624,606,6
304000,split,629,569,39
305000,split,632,569,23
305000,extinct,624,0,10
306000,extinct,629,0,27
307000,extinct,632,0,20
308000,split,643,632,54
310000,split,648,641,5
311000,extinct,648,0,5
312000,split,651,569,47
312000,extinct,643,0,7
313000,extinct,651,0,47
327000,split,697,569,28
327000,split,698,693,79
328000,extinct,697,0,28
330000,split,711,698,12
330000,extinct,698,0,54
331000,split,719,698,85
331000,split,724,717,11
332000,split,727,569,196
332000,split,729,719,54
333000,extinct,729,0,54
334000,extinct,711,0,20
334000,extinct,719,0,28
334000,extinct,727,0,196
336000,extinct,724,0,9
337000,split,746,569,31
338000,split,748,569,72
338000,split,750,569,53
339000,split,754,569,192
339000,merge,748,569,72
340000,split,762,569,18
