step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1063,1.835,0.551,9.74,88235,86079,4,1,2571,2050,795439.8,207698.2,0.186,0.603,0.085,0.126,107,17.34,11.25,0.63,2.33,0.11,1.08,0.31,1.45,16.29,10.33,0.00,0.00,0.004,0.037,323,0.063,0.123,0.842,0.000,0.035,184764,180719,1,0.356,0.644,0.062,790136,0.138,2.312,0.041,10.68,56827,351,101.316,0.000,0.189,4074531,1.15,10.38,0.012,0.000,0.000,7,14,32,64,18430,0.070,0.00,0.0046,0.035,133,0.697,0.000,0.599,0.541,3.88,4.67,6.30,0.01,0.010,1.04,1.23,1.18,0.697,0.00316,0.91,32.8269,896.85,128659.2,140074.2,30.174,77.1231,68.508,823.510,0.994,0.414,74.2,68.500,159.635,707,2883.4,48.37,33.453,122.076,4654.7,56.435,0.135,2.00
20000,1474,1.631,0.315,12.35,128952,119486,73,0,8982,102,954108.8,181466.1,0.054,0.571,0.144,0.231,137,11.50,9.02,0.24,1.77,0.15,1.25,0.38,1.90,10.73,7.55,0.00,0.00,0.005,0.038,226,0.475,0.166,0.812,0.001,0.021,214934,208843,4,0.836,0.123,0.077,1201539,0.114,1.737,0.023,34.74,85058,0,1779.079,0.000,0.130,5593468,1.05,13.05,0.009,0.000,0.000,7,8,21,64,16953,0.065,0.00,0.0060,0.045,341,0.515,0.000,0.577,0.443,3.20,2.22,7.33,0.00,0.001,1.01,1.06,1.07,0.515,0.00308,12.16,26.3168,634.55,132082.2,140074.1,29.297,35.0884,87.642,755.898,0.937,0.425,85.6,87.641,122.855,356,1531.2,35.33,9.144,87.642,2409.4,60.931,0.136,2.00
30000,1591,1.546,0.233,12.93,100717,91739,144,0,8717,30,878405.1,113802.7,0.012,0.551,0.246,0.191,149,10.30,6.48,0.10,0.97,0.06,0.85,0.35,1.85,9.79,5.20,0.00,0.00,0.004,0.055,197,0.641,0.200,0.783,0.000,0.017,143680,139929,2,0.975,0.018,0.060,1016049,0.133,1.341,0.017,49.64,62416,0,3793.424,0.000,0.102,3758833,1.03,13.49,0.001,0.000,0.000,8,8,18,64,16382,0.062,0.00,0.0056,0.080,315,0.334,0.000,0.461,0.386,3.10,1.70,7.60,0.00,0.000,1.01,1.03,1.04,0.334,0.00306,20.65,16.0210,381.21,133372.9,140073.9,32.055,27.6676,83.596,744.201,0.988,0.431,88.6,83.595,97.997,267,1276.7,30.92,4.893,61.493,1565.5,38.558,0.135,2.00
40000,1661,1.499,0.172,13.02,88394,80871,156,0,7297,28,909877.9,88975.6,0.006,0.563,0.274,0.157,162,9.78,7.13,0.04,0.55,0.09,0.91,0.47,3.31,9.18,5.17,0.00,0.00,0.004,0.038,174,0.683,0.208,0.781,0.000,0.011,114238,108954,2,0.927,0.063,0.048,738865,0.138,1.187,0.011,60.60,53292,0,3177.700,0.000,0.052,3176563,1.01,13.70,0.005,0.000,0.000,7,8,15,64,16252,0.062,0.00,0.0060,0.079,355,0.268,0.000,0.383,0.357,3.05,1.59,7.58,0.00,0.000,1.00,1.01,1.01,0.268,0.00339,26.20,12.5744,344.97,134342.9,140073.8,31.884,18.1675,87.684,719.183,0.979,0.434,91.5,87.684,82.213,177,790.4,37.96,3.812,45.158,1092.7,30.706,0.135,2.00
50000,1692,1.515,0.163,13.15,89117,81785,284,0,7017,22,944085.6,91418.2,0.010,0.565,0.278,0.147,161,9.42,6.10,0.11,1.23,0.05,0.52,0.34,1.94,8.93,5.35,0.00,0.02,0.003,0.037,183,0.730,0.207,0.780,0.000,0.012,117237,110788,3,0.940,0.045,0.058,957560,0.147,1.189,0.011,61.70,54727,0,4155.375,0.000,0.063,3569827,1.03,13.91,0.001,0.000,0.001,8,8,13,64,15935,0.061,0.00,0.0063,0.092,345,0.282,0.000,0.374,0.364,3.01,1.61,7.46,0.00,0.002,1.03,1.04,1.02,0.282,0.00337,27.26,13.2697,325.02,134428.7,140073.6,26.955,18.8203,90.815,698.852,0.941,0.440,91.7,90.815,79.088,142,725.9,48.74,3.269,47.929,1058.4,33.225,0.135,2.00
60000,1562,1.538,0.287,12.73,84063,77161,242,0,6790,17,940086.4,80624.2,0.009,0.568,0.290,0.133,168,9.70,7.47,0.13,1.76,0.07,1.00,0.11,0.90,9.38,6.43,0.00,0.00,0.003,0.038,150,0.691,0.197,0.784,0.000,0.019,102284,95047,3,0.924,0.031,0.026,617287,0.147,1.577,0.020,66.51,48635,0,4742.600,0.000,0.083,3059482,1.03,13.97,0.012,0.001,0.000,7,8,14,64,15150,0.058,0.00,0.0064,0.072,221,0.250,0.000,0.345,0.336,2.96,1.51,7.53,0.00,0.001,1.03,1.01,1.03,0.250,0.00389,29.47,11.4536,313.28,132573.4,140073.7,28.511,14.5405,91.134,702.319,0.960,0.416,86.0,91.135,72.836,330,1536.5,47.70,3.056,39.351,2212.4,28.075,0.136,2.00
70000,1572,1.509,0.194,12.93,86235,79236,233,0,6756,126,932315.6,82215.4,0.012,0.554,0.289,0.145,162,9.66,6.57,0.07,0.67,0.28,1.89,0.22,1.81,9.09,4.80,0.00,0.00,0.014,0.084,151,0.698,0.226,0.763,0.000,0.011,106180,97788,3,0.940,0.011,0.024,456192,0.151,1.333,0.012,62.98,49967,0,652.503,0.000,0.030,2872264,1.02,13.78,0.008,0.000,0.000,7,8,15,64,15183,0.058,0.00,0.0065,0.083,291,0.250,0.000,0.358,0.332,3.01,1.69,7.56,0.01,0.006,1.01,1.04,1.02,0.250,0.00370,27.73,12.0254,376.99,134135.8,140073.6,26.870,19.5613,89.834,737.239,0.971,0.440,86.7,89.834,77.949,183,921.4,40.35,3.845,46.260,1261.0,30.580,0.135,2.00
80000,1641,1.459,0.197,13.24,84799,77967,122,0,6641,118,880316.4,95585.7,0.013,0.548,0.285,0.153,158,9.34,4.82,0.04,0.61,0.11,1.08,0.07,0.75,9.12,4.23,0.00,0.00,0.004,0.044,198,0.689,0.173,0.802,0.000,0.025,115601,108036,2,0.877,0.105,0.013,675483,0.144,1.207,0.013,56.87,52078,0,810.048,0.000,0.095,2964276,1.01,13.93,0.000,0.000,0.000,7,8,14,47,15330,0.058,0.00,0.0059,0.065,240,0.276,0.000,0.393,0.385,2.96,1.61,7.44,0.00,0.000,1.00,1.01,1.01,0.276,0.00319,24.25,14.1209,369.32,134062.2,140073.5,33.529,22.1955,83.857,792.337,0.994,0.431,88.5,83.857,88.909,221,1138.9,36.78,4.431,49.193,1069.1,31.566,0.135,2.00
90000,1325,1.519,0.432,13.10,74913,69195,172,0,5862,213,842337.0,71699.0,0.011,0.560,0.307,0.123,161,10.35,7.89,0.40,2.91,0.26,1.70,0.38,2.26,9.31,4.90,0.00,0.00,0.011,0.072,173,0.650,0.183,0.795,0.000,0.021,90243,83497,4,0.820,0.091,0.052,520541,0.131,2.021,0.032,59.93,42945,0,336.615,0.000,0.080,2627837,1.08,13.62,0.004,0.002,0.000,7,8,16,64,13717,0.052,0.00,0.0068,0.078,172,0.252,0.000,0.330,0.338,3.05,1.87,7.35,0.03,0.008,1.03,1.12,1.08,0.252,0.00405,25.98,10.3182,360.92,130637.3,140073.4,35.244,20.8116,81.456,753.833,0.991,0.405,73.7,81.458,84.212,534,2475.7,44.47,4.244,42.686,3646.9,24.758,0.134,2.00
100000,1294,1.558,0.393,12.74,83311,76041,263,0,7038,97,876173.4,77596.3,0.013,0.533,0.321,0.134,160,10.14,6.10,0.05,0.66,0.17,1.32,0.22,1.22,9.70,5.46,0.00,0.00,0.009,0.062,179,0.608,0.180,0.806,0.000,0.014,100928,94083,4,0.740,0.205,0.049,643973,0.140,1.926,0.030,60.26,46258,0,799.962,0.000,0.073,2716896,1.02,13.35,0.000,0.000,0.000,7,8,17,48,13118,0.050,0.00,0.0070,0.074,131,0.255,0.000,0.352,0.335,3.04,1.87,7.50,0.00,0.001,1.01,1.02,1.03,0.255,0.00414,26.35,11.2239,471.21,131289.9,140073.3,33.032,20.0638,84.456,748.966,0.997,0.417,71.7,84.456,83.237,514,2471.5,60.04,4.182,44.197,2898.1,27.650,0.135,2.00
