step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,295,64.0,0.2,3.4,6.8,53.5,0.0,1.03,0.0,102,84,27.94,4.35,83,122,90,0.0,1.03,1.03,1.03,7.98,8.00,8.00,31.6
6000,1,51,60.4,0.7,10.2,6.3,43.2,0.0,1.17,0.1,15,49,19.03,1.74,41,10,0,0.0,1.23,1.23,1.12,8.37,8.00,8.00,13.1
7000,1,178,61.3,0.6,10.3,5.7,44.7,0.0,1.13,0.1,52,79,25.94,3.83,69,41,68,0.1,1.17,1.17,1.10,8.50,7.97,8.00,30.5
8000,1,83,60.9,0.8,16.7,2.8,40.7,0.1,1.12,0.0,34,145,42.39,3.65,21,39,23,0.2,1.16,1.14,1.10,8.42,8.00,7.99,30.5
9000,14,71,63.9,0.2,22.0,0.1,41.7,0.0,1.04,0.0,19,149,47.61,3.56,39,18,14,0.2,1.00,1.08,1.04,7.73,8.00,8.00,24.1
9000,1,52,51.4,0.3,22.2,1.9,27.0,0.0,1.00,0.2,19,195,43.48,2.91,28,24,0,0.0,1.00,1.00,1.00,7.94,8.00,7.92,23.2
10000,1,755,18.1,0.3,1.3,1.1,15.4,0.0,1.09,10.9,159,123,17.66,2.47,285,368,102,0.0,1.03,1.12,1.13,3.88,4.32,6.31,27.6
10000,14,33,64.0,0.0,19.6,5.2,39.2,0.0,1.00,0.0,10,98,27.87,6.49,16,11,6,0.0,1.00,1.00,1.00,7.76,8.00,8.00,24.6
10000,23,9,40.9,0.0,7.9,0.0,33.0,0.0,1.00,4.4,6,284,69.79,4.89,5,4,0,0.0,1.00,1.00,1.00,6.33,6.89,6.89,20.9
11000,1,488,20.5,0.3,0.9,1.7,17.6,0.0,1.07,9.7,125,138,21.95,5.18,240,148,100,0.0,1.01,1.09,1.09,4.07,3.98,7.27,26.5
11000,14,9,64.0,0.0,36.6,1.0,26.4,0.0,1.00,0.0,2,467,145.81,18.47,8,1,0,0.0,1.00,1.00,1.00,6.11,8.00,8.00,9.8
12000,1,504,15.4,0.3,0.5,1.4,13.3,0.0,1.07,13.6,113,116,13.66,2.58,181,232,91,0.0,1.05,1.09,1.08,3.36,3.57,5.79,28.4
12000,14,18,64.0,0.0,34.8,0.0,29.2,0.0,1.00,0.0,3,634,212.42,6.93,10,8,0,0.0,1.00,1.00,1.00,7.50,8.00,8.00,17.9
13000,1,1353,13.9,0.2,0.3,0.6,12.8,0.0,1.06,13.8,211,213,24.64,4.42,397,557,399,0.0,1.05,1.07,1.07,3.21,3.67,5.54,31.9
13000,14,20,64.0,0.0,33.0,0.0,31.0,0.0,1.00,0.0,6,643,200.98,10.91,13,7,0,0.0,1.00,1.00,1.00,7.55,8.00,8.00,13.6
14000,1,1424,11.6,0.2,0.2,0.5,10.6,0.0,1.07,15.1,190,226,21.44,2.97,433,533,458,0.0,1.06,1.08,1.07,3.00,3.52,5.02,32.0
14000,14,17,64.0,0.0,32.4,0.0,31.6,0.0,1.00,0.0,4,1004,312.38,16.87,8,9,0,0.0,1.00,1.00,1.00,7.59,8.00,8.00,18.0
15000,1,1594,10.8,0.1,0.1,0.5,10.0,0.0,1.06,15.3,171,280,22.79,2.52,476,599,519,0.0,1.05,1.06,1.07,2.87,3.24,5.12,32.6
15000,14,21,64.0,0.0,29.0,0.0,35.0,0.0,1.00,0.0,6,758,241.07,15.55,10,10,1,0.0,1.00,1.00,1.00,7.14,8.00,8.00,20.6
15000,32,21,11.0,0.1,0.0,0.0,11.0,0.0,1.05,15.9,10,211,21.72,1.25,9,9,3,0.0,1.00,1.08,1.06,2.90,3.62,4.43,25.8
16000,1,1688,10.4,0.1,0.1,0.3,9.9,0.0,1.04,15.2,178,308,24.48,2.74,559,602,527,0.0,1.04,1.04,1.05,2.92,2.91,5.55,32.0
16000,32,21,11.2,0.0,0.0,0.0,11.1,0.0,1.00,16.3,5,301,33.24,2.39,9,11,1,0.0,1.00,1.00,1.00,3.33,5.19,2.67,24.6
16000,14,16,63.9,0.0,24.2,0.0,39.7,0.0,1.00,0.0,5,775,253.47,21.50,1,15,0,0.0,1.00,1.00,1.00,8.06,8.00,8.00,32.1
17000,1,1820,10.7,0.2,0.1,0.4,9.9,0.0,1.07,15.0,198,296,25.00,3.84,617,701,502,0.0,1.07,1.07,1.08,2.95,2.72,5.88,30.6
17000,32,12,8.2,0.0,0.0,0.0,8.2,0.0,1.00,18.8,4,802,96.91,6.01,0,12,0,0.0,1.00,1.00,1.00,2.67,4.00,2.58,31.0
17000,14,9,64.0,0.0,28.0,0.0,36.0,0.0,1.00,0.0,2,1361,423.18,26.58,0,9,0,0.0,1.00,1.00,1.00,8.33,8.00,8.00,33.8
18000,1,1647,10.6,0.2,0.1,0.4,10.0,0.0,1.05,14.7,207,212,17.21,2.59,567,620,460,0.0,1.04,1.05,1.06,2.95,2.49,6.24,30.7
19000,1,1334,12.1,0.1,0.1,1.0,10.8,0.0,1.04,14.6,209,191,16.63,2.60,488,500,346,0.0,1.03,1.05,1.06,3.05,2.67,6.11,29.4
20000,1,928,13.4,0.3,0.3,1.1,11.7,0.0,1.08,13.4,202,189,20.79,3.53,377,397,154,0.0,1.03,1.12,1.10,3.28,3.05,6.44,27.2
21000,1,825,14.1,0.4,0.1,0.2,13.5,0.0,1.10,13.1,147,178,19.60,4.06,356,271,198,0.0,1.08,1.11,1.11,3.40,3.12,6.38,27.5
22000,1,878,15.2,0.5,0.4,0.5,13.8,0.0,1.15,12.3,230,177,20.56,3.49,419,272,187,0.0,1.12,1.16,1.16,3.47,3.39,6.58,26.5
22000,46,90,12.7,0.4,1.3,0.2,10.8,0.0,1.15,17.0,16,118,19.54,1.66,81,9,0,0.0,1.15,1.21,1.12,2.82,3.27,4.21,11.9
23000,1,1009,13.9,0.6,0.1,0.7,12.6,0.0,1.19,13.4,220,217,23.97,4.03,456,334,219,0.0,1.14,1.22,1.20,3.23,3.15,6.30,27.9
23000,46,96,9.9,0.0,0.0,0.0,9.9,0.0,1.00,18.1,15,106,9.79,1.58,57,28,11,0.0,1.00,1.00,1.00,2.36,2.49,4.48,24.6
24000,1,1020,12.4,0.7,0.1,0.6,11.0,0.0,1.22,14.0,207,192,19.10,2.40,313,375,332,0.0,1.20,1.22,1.24,3.20,3.03,6.12,31.4
24000,46,45,12.9,1.5,0.0,0.0,11.4,0.0,1.52,15.9,9,190,22.03,4.58,13,10,22,0.0,1.01,1.83,1.61,3.11,3.84,4.20,35.4
25000,1,1128,12.5,0.4,0.2,0.4,11.5,0.0,1.12,13.7,180,186,18.76,2.92,556,356,216,0.0,1.08,1.12,1.15,3.23,3.00,6.31,26.3
25000,46,57,11.9,0.2,0.0,0.2,11.5,0.0,1.06,16.7,16,176,18.40,4.56,0,37,20,0.0,1.06,1.07,1.06,2.65,3.37,4.26,38.6
26000,1,1304,11.4,0.3,0.0,0.5,10.7,0.0,1.07,14.5,203,172,15.91,2.71,634,502,168,0.0,1.07,1.05,1.10,3.03,2.70,6.20,25.2
26000,46,70,13.4,0.4,1.4,0.0,11.6,0.1,1.09,15.3,17,101,10.42,1.83,0,26,44,0.1,1.11,1.09,1.08,2.69,4.16,4.33,44.0
26000,54,8,44.0,0.0,4.5,3.8,35.8,0.0,1.00,1.5,3,233,79.90,30.15,8,0,0,0.0,1.00,1.00,1.00,5.75,7.75,7.50,2.4
27000,1,1660,12.7,0.3,0.0,0.8,11.5,0.0,1.07,12.9,245,185,17.32,2.91,699,573,388,0.0,1.06,1.05,1.08,3.24,2.90,6.67,28.7
27000,46,47,11.2,0.0,0.0,0.0,11.2,0.0,1.00,17.1,11,114,8.46,0.20,0,3,44,0.0,1.00,1.00,1.00,2.66,3.21,4.23,50.4
28000,1,1719,11.9,0.2,0.2,0.4,11.0,0.0,1.07,13.2,229,262,25.09,4.21,562,685,472,0.0,1.06,1.06,1.09,3.17,2.74,6.68,30.8
28000,60,10,7.7,0.0,0.0,0.0,7.7,0.0,1.00,17.4,5,296,21.83,7.18,0,7,3,0.0,1.00,1.00,1.00,2.20,3.10,4.20,34.0
29000,1,831,12.3,0.5,0.0,0.5,11.3,0.0,1.14,12.8,132,221,19.57,3.28,425,237,169,0.0,1.10,1.17,1.17,3.28,2.67,7.01,26.0
30000,1,1296,10.8,0.5,0.0,0.1,10.2,0.0,1.13,15.0,164,263,21.80,2.95,468,559,269,0.0,1.06,1.15,1.17,2.86,2.45,6.12,29.7
31000,1,1483,11.4,0.2,0.0,0.7,10.5,0.0,1.06,14.2,200,281,24.16,4.41,649,562,272,0.0,1.06,1.05,1.09,2.99,2.52,6.45,27.1
32000,1,1254,11.2,0.3,0.0,0.3,10.6,0.0,1.08,14.0,153,236,18.69,2.85,625,370,259,0.0,1.07,1.07,1.11,3.06,2.38,6.65,26.7
33000,1,1033,12.6,0.2,0.1,0.7,11.6,0.0,1.05,12.7,148,193,17.35,2.76,447,336,250,0.0,1.06,1.04,1.05,3.27,2.76,6.91,28.3
34000,1,1381,11.0,0.2,0.0,0.9,9.9,0.0,1.05,14.2,180,226,19.46,2.48,601,434,346,0.0,1.03,1.05,1.06,3.01,2.26,6.67,29.1
35000,1,1428,10.9,0.1,0.0,0.6,10.2,0.0,1.03,13.9,171,229,22.49,3.22,634,516,278,0.0,1.02,1.02,1.03,3.04,1.98,7.13,26.7
35000,70,31,11.0,2.2,0.0,0.0,8.7,0.0,1.78,14.3,5,176,17.49,5.03,11,20,0,0.0,1.00,2.35,1.86,3.61,5.77,4.00,24.6
35000,69,13,64.0,0.0,3.0,0.0,61.0,0.0,1.00,0.0,1,227,78.06,12.34,0,13,0,0.0,1.00,1.00,1.00,7.85,8.00,8.00,33.0
36000,1,1339,10.5,0.1,0.0,0.6,9.7,0.0,1.02,14.0,189,239,22.87,3.18,597,517,225,0.0,1.01,1.03,1.03,2.95,1.94,7.07,26.3
36000,70,32,9.9,1.9,0.0,0.0,8.0,0.0,1.78,15.4,5,394,40.92,12.18,24,8,0,0.0,1.34,2.37,1.77,3.00,5.25,3.81,23.1
37000,1,1450,10.3,0.0,0.0,0.5,9.8,0.0,1.01,13.6,159,225,19.89,2.22,681,505,264,0.0,1.01,1.01,1.01,2.99,1.85,7.36,26.7
38000,1,1539,10.9,0.1,0.1,0.6,10.2,0.0,1.02,13.3,171,224,19.68,2.89,661,565,313,0.0,1.02,1.03,1.03,3.11,1.98,7.40,27.4
39000,1,1613,11.0,0.0,0.0,0.4,10.5,0.0,1.02,13.5,195,210,18.87,3.09,711,599,303,0.0,1.02,1.02,1.02,3.08,2.04,7.27,27.1
39000,78,41,12.8,0.2,0.8,3.1,8.7,0.0,1.04,11.0,13,131,13.47,2.74,0,0,41,0.2,1.07,1.02,1.03,3.34,6.15,4.37,48.0
40000,1,1582,11.5,0.1,0.1,0.6,10.7,0.0,1.04,13.1,191,239,23.37,3.87,689,603,290,0.0,1.03,1.04,1.05,3.10,2.13,7.37,27.3
40000,78,44,12.8,0.1,0.8,2.7,9.2,0.0,1.01,10.5,7,415,47.10,5.88,0,2,42,0.2,1.01,1.02,1.01,3.41,6.02,4.70,47.1
41000,1,1539,10.8,0.1,0.1,0.5,10.1,0.0,1.03,13.4,182,230,22.00,3.02,672,541,326,0.0,1.04,1.03,1.04,3.04,1.97,7.37,27.4
41000,78,66,14.6,0.0,0.9,3.9,9.8,0.0,1.01,10.1,11,426,52.40,6.00,0,1,65,0.1,1.00,1.02,1.01,3.45,6.23,4.73,48.3
42000,1,1485,11.7,0.2,0.0,0.4,11.1,0.0,1.05,13.1,165,174,16.49,3.29,615,587,283,0.0,1.08,1.05,1.04,3.13,2.02,7.43,27.6
42000,78,81,11.4,0.3,0.2,2.7,8.2,0.0,1.06,12.0,9,273,25.70,1.96,0,1,80,0.0,1.09,1.00,1.07,3.27,5.84,4.15,50.7
43000,1,1532,11.9,0.2,0.1,0.5,11.1,0.0,1.06,13.3,188,188,17.76,3.01,763,516,253,0.0,1.10,1.07,1.05,3.20,2.04,7.37,25.4
