step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,1345,13.4,0.0,0.0,0.1,13.3,0.0,1.00,13.6,179,169,12.01,0.30,297,590,458,0.0,1.00,1.00,1.00,3.19,3.74,5.50,34.5
6000,1,1566,9.2,0.0,0.0,0.1,9.1,0.0,1.00,16.3,127,290,16.90,0.25,304,592,670,0.0,1.00,1.01,1.00,2.72,3.22,4.70,36.4
7000,1,1611,7.9,0.0,0.0,0.0,7.8,0.0,1.00,17.7,76,443,24.06,0.25,257,648,706,0.0,1.00,1.00,1.00,2.64,2.85,4.49,37.1
8000,1,1643,7.2,0.0,0.0,0.1,7.1,0.0,1.00,18.3,73,483,25.40,0.23,272,622,749,0.0,1.00,1.00,1.00,2.63,2.60,4.59,37.4
9000,1,1665,7.0,0.0,0.0,0.0,7.0,0.0,1.00,18.2,63,503,26.18,0.24,258,635,772,0.0,1.00,1.00,1.00,2.62,2.45,4.86,37.7
10000,1,1565,7.8,0.0,0.1,0.0,7.7,0.0,1.01,16.9,96,423,22.86,0.22,259,626,680,0.0,1.00,1.00,1.01,2.83,2.54,5.46,37.2
11000,1,1497,8.8,0.0,0.1,0.1,8.6,0.0,1.00,15.3,107,395,22.35,0.23,258,607,632,0.0,1.00,1.00,1.01,2.96,2.67,6.08,36.9
12000,1,1527,9.5,0.0,0.1,0.0,9.4,0.0,1.00,14.0,116,376,22.53,0.26,272,614,641,0.0,1.00,1.00,1.01,3.15,2.75,6.51,36.8
13000,1,1446,9.4,0.0,0.2,0.0,9.2,0.0,1.01,13.2,81,431,25.88,0.27,249,564,633,0.0,1.01,1.01,1.01,3.21,2.43,7.22,37.0
14000,1,1481,9.6,0.0,0.2,0.0,9.4,0.0,1.01,12.6,85,437,26.41,0.27,266,584,631,0.0,1.01,1.01,1.02,3.25,2.34,7.52,36.8
15000,1,1449,9.5,0.0,0.2,0.0,9.3,0.0,1.01,12.7,80,454,27.38,0.28,262,560,627,0.0,1.01,1.01,1.02,3.21,2.19,7.62,36.8
16000,1,1508,9.1,0.0,0.2,0.0,8.8,0.0,1.01,13.2,82,417,25.01,0.28,258,592,658,0.0,1.01,1.01,1.02,3.11,1.96,7.56,36.9
17000,1,1507,8.7,0.0,0.1,0.0,8.5,0.0,1.01,13.6,59,416,24.51,0.25,253,604,650,0.0,1.01,1.00,1.01,3.06,1.76,7.59,37.2
18000,1,1575,8.5,0.1,0.1,0.0,8.3,0.0,1.03,14.0,89,380,22.23,0.25,262,610,703,0.0,1.03,1.03,1.05,2.98,1.62,7.51,37.3
19000,1,1576,8.2,0.1,0.1,0.0,8.1,0.0,1.02,14.4,72,366,21.05,0.23,262,620,694,0.0,1.02,1.02,1.04,2.91,1.46,7.46,37.3
