step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1064,1.944,0.441,10.11,103212,98201,19,2,5363,1960,853160.1,206499.3,0.081,0.602,0.159,0.158,102,17.68,13.37,0.23,1.62,1.08,3.54,2.12,6.62,14.25,10.25,0.01,0.24,0.068,0.184,389,0.054,0.102,0.845,0.000,0.053,196509,191628,3,0.798,0.194,0.240,1906830,0.115,2.029,0.030,14.02,70310,64,105.357,0.500,0.164,4321069,1.07,12.34,0.013,0.008,0.004,5,14,36,64,18816,0.072,0.00,0.0056,0.050,200,0.651,0.000,0.784,0.499,3.49,4.24,5.91,0.02,0.007,1.09,1.07,1.08,0.651,0.00372,1.27,33.0772,947.54,130033.5,139737.3,33.950,67.7189,73.908,916.598,0.996,0.426,37.8,36.950,157.814,634,2212.6,41.23,32.747,114.597,3385.3,58.818,0.136,2.00
20000,1789,1.625,0.181,11.64,135742,125321,178,0,9518,462,1104337.0,170267.5,0.024,0.549,0.075,0.352,143,11.02,6.08,0.06,1.02,0.08,0.99,0.34,2.27,10.54,4.80,0.00,0.00,0.006,0.060,250,0.182,0.212,0.772,0.000,0.016,204268,198164,6,0.557,0.063,0.051,1699425,0.103,1.469,0.010,48.94,85707,0,368.544,0.000,0.077,5429638,1.02,15.29,0.003,0.000,0.000,7,11,14,64,19706,0.075,0.00,0.0059,0.053,632,0.456,0.000,0.456,0.406,2.94,3.15,5.34,0.00,0.001,1.02,1.02,1.02,0.456,0.00354,17.50,25.7766,582.02,133418.0,139737.6,14.539,29.1264,103.012,769.950,0.995,0.437,51.6,51.505,106.407,59,296.2,47.07,7.218,82.863,1346.2,62.678,0.136,2.00
30000,1418,1.655,0.228,11.96,110581,103279,162,0,7511,101,1006858.1,140061.0,0.019,0.535,0.064,0.381,153,12.45,7.84,0.06,0.55,0.50,3.87,0.18,1.67,11.71,5.86,0.00,0.05,0.021,0.111,261,0.215,0.177,0.792,0.000,0.031,172595,168372,2,0.733,0.234,0.028,930136,0.114,1.494,0.015,53.97,75758,0,1386.743,0.000,0.126,4148081,1.02,12.31,0.007,0.004,0.001,6,12,16,64,17661,0.067,0.00,0.0061,0.087,261,0.358,0.000,0.426,0.428,3.42,3.36,6.68,0.00,0.001,1.02,1.02,1.03,0.358,0.00444,23.06,20.2944,619.46,133252.6,139737.5,22.851,23.5844,94.330,775.832,0.980,0.431,43.2,47.166,92.539,188,931.4,37.87,3.443,63.967,1598.8,46.618,0.134,2.00
40000,1330,1.729,0.265,11.77,96662,90954,186,3,5607,89,930759.7,130284.5,0.013,0.576,0.029,0.382,155,14.00,9.31,0.09,0.75,0.23,1.56,0.33,1.92,13.35,8.58,0.00,0.03,0.016,0.096,250,0.408,0.178,0.801,0.000,0.021,159903,156933,5,0.792,0.117,0.054,640848,0.131,1.654,0.018,49.54,69604,1,1463.871,1.000,0.107,3956650,1.02,10.89,0.013,0.001,0.001,8,12,22,64,18619,0.071,0.00,0.0052,0.069,293,0.358,0.000,0.421,0.452,3.57,3.38,7.27,0.00,0.001,1.03,1.00,1.02,0.358,0.00479,22.18,19.4931,799.22,132683.0,139737.2,29.563,25.5435,86.498,776.378,0.982,0.430,43.0,43.249,96.567,249,1166.9,50.33,3.566,62.557,1814.6,43.423,0.135,2.00
50000,1144,1.793,0.375,11.59,89865,85104,163,0,4784,446,874549.5,130399.7,0.017,0.561,0.032,0.389,150,14.54,9.59,0.33,3.08,0.83,2.93,0.24,1.55,13.14,7.68,0.04,0.41,0.048,0.150,230,0.503,0.154,0.816,0.000,0.030,150820,148455,3,0.839,0.128,0.044,655824,0.154,1.840,0.028,43.61,63950,0,292.376,0.000,0.101,3673187,1.07,10.56,0.006,0.005,0.012,9,12,24,64,16633,0.063,0.00,0.0058,0.085,224,0.376,0.000,0.430,0.458,3.64,3.43,7.47,0.04,0.012,1.11,1.01,1.07,0.376,0.00491,18.91,19.7236,528.02,131170.1,139737.4,33.555,30.4716,80.751,784.582,0.983,0.424,38.1,40.376,106.152,464,2168.6,33.77,4.517,67.769,2799.9,43.897,0.135,2.00
60000,1232,1.763,0.324,11.73,86542,81645,301,0,4508,299,846179.9,107695.6,0.013,0.565,0.027,0.396,149,14.50,10.01,0.01,0.22,0.38,1.63,0.63,4.22,13.48,8.71,0.00,0.00,0.034,0.139,251,0.392,0.159,0.809,0.000,0.032,135046,133097,2,0.791,0.208,0.044,677068,0.122,1.864,0.023,43.53,59768,0,360.186,0.000,0.101,3748051,1.01,11.06,0.003,0.000,0.000,6,12,28,64,17869,0.068,0.00,0.0051,0.063,227,0.376,0.000,0.419,0.419,3.57,3.36,7.29,0.00,0.001,1.00,1.01,1.01,0.376,0.00460,19.25,16.2344,763.03,131861.9,139737.3,35.301,30.4091,78.953,759.912,0.993,0.431,40.2,39.476,105.855,339,1717.6,59.41,4.592,65.764,2252.1,40.833,0.134,2.00
70000,1411,1.650,0.330,12.03,80582,76075,358,0,3970,98,886812.3,110726.3,0.007,0.562,0.031,0.401,152,12.04,6.38,0.02,0.61,0.30,1.37,0.33,2.12,11.40,5.77,0.00,0.00,0.024,0.100,198,0.503,0.174,0.807,0.001,0.018,132228,130197,1,0.804,0.196,0.060,766019,0.128,1.903,0.023,51.48,58896,0,1129.860,0.000,0.088,3365362,1.01,11.73,0.005,0.000,0.000,6,12,14,64,16995,0.065,0.00,0.0055,0.064,340,0.325,0.000,0.370,0.454,3.45,3.12,7.41,0.00,0.000,1.00,1.01,1.01,0.325,0.00441,23.75,16.6726,440.60,131620.8,139737.0,28.586,28.5649,82.917,766.502,0.977,0.425,42.7,41.458,92.619,337,1489.9,40.52,3.623,60.026,2947.6,37.011,0.135,2.00
80000,1452,1.667,0.305,12.07,94152,88977,298,0,4836,44,957447.2,133400.7,0.010,0.565,0.029,0.396,148,12.26,7.13,0.02,0.27,0.55,2.63,0.59,2.71,11.10,5.63,0.00,0.00,0.038,0.153,282,0.336,0.145,0.817,0.000,0.039,163025,160229,5,0.866,0.067,0.086,952450,0.127,1.847,0.021,49.03,70352,0,3031.835,0.000,0.118,4587992,1.01,12.39,0.003,0.001,0.000,4,12,18,64,17797,0.068,0.00,0.0059,0.040,277,0.395,0.000,0.410,0.469,3.29,3.25,6.78,0.00,0.002,1.01,1.01,1.01,0.395,0.00420,22.98,20.2669,769.04,131919.2,139736.7,20.474,31.7438,88.674,757.796,0.995,0.425,43.8,44.337,96.110,266,1156.8,46.51,3.333,71.354,2572.1,46.518,0.135,2.00
90000,1089,1.808,0.371,11.51,84409,80015,261,1,4495,81,878451.9,120897.1,0.011,0.565,0.039,0.385,151,15.03,12.32,0.01,0.14,0.64,2.89,0.75,3.48,13.63,10.93,0.00,0.00,0.029,0.125,216,0.414,0.151,0.827,0.000,0.022,143841,140937,2,0.891,0.041,0.098,981348,0.115,1.969,0.027,46.07,64250,29,1492.556,1.000,0.110,3843633,1.00,10.92,0.026,0.000,0.000,6,12,26,64,16367,0.062,0.00,0.0059,0.080,119,0.369,0.000,0.400,0.468,3.66,3.64,7.29,0.00,0.002,1.00,1.00,1.00,0.369,0.00537,20.57,18.6046,801.12,131320.3,139736.3,32.313,29.6027,81.289,746.531,0.998,0.428,36.1,40.645,102.233,396,1920.6,55.65,3.803,64.886,2828.6,41.752,0.133,2.00
100000,1609,1.668,0.215,11.93,93578,88076,137,0,4845,174,852273.8,127225.9,0.016,0.560,0.036,0.388,143,12.32,6.88,0.07,0.62,0.55,2.17,0.22,2.30,11.48,6.17,0.00,0.18,0.048,0.159,338,0.332,0.154,0.806,0.000,0.040,155571,152290,3,0.799,0.171,0.039,772801,0.105,1.559,0.014,38.29,67765,0,731.183,0.000,0.121,4074414,1.03,12.14,0.001,0.003,0.001,5,12,19,64,19828,0.076,0.00,0.0046,0.046,411,0.422,0.000,0.474,0.448,3.46,3.34,6.97,0.01,0.003,1.02,1.03,1.03,0.422,0.00324,15.93,19.6026,797.44,133090.1,139736.1,37.391,32.3751,78.319,763.075,0.999,0.434,48.6,39.158,115.321,118,513.6,57.24,5.729,72.225,1662.6,46.828,0.136,2.00
