step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1547,1.481,0.069,6.22,77505,75369,1,1,2070,2127,998764.4,82747.5,0.046,0.683,0.063,0.209,125,8.37,2.12,0.01,0.12,0.03,0.78,0.01,0.17,8.32,1.80,0.00,0.00,0.002,0.034,71,0.540,0.261,0.736,0.000,0.004,68378,55534,3,0.923,0.000,0.002,760943,0.139,0.245,0.001,86.14,28991,24,38.903,1.000,0.000,3177253,1.00,14.27,0.000,0.000,0.000,7,9,9,43,12947,0.049,3.53,0.0078,0.080,706,0.363,0.000,0.374,0.242,2.81,2.02,6.88,0.00,0.000,1.00,1.00,1.00,0.364,0.00587,25.52,12.6434,19.00,1118.9,140074.9,48.643,4.3419,95.439,441.625,0.482,0.000,135272.1,81.912,68.002,38,158.1,8.00,49.176,0.000,0.0,0.000,0.135,2.00
20000,1521,1.457,0.057,6.01,35662,33732,250,0,1706,9,828488.8,8500.3,0.000,0.537,0.007,0.455,180,8.71,2.10,0.01,0.34,0.01,0.26,0.01,0.51,8.67,1.93,0.00,0.00,0.000,0.008,44,0.675,0.245,0.750,0.000,0.005,8410,8104,1,1.000,0.000,0.001,22534,0.147,0.096,0.000,82.06,5948,0,944.476,0.000,0.000,548722,1.00,13.09,0.000,0.001,0.000,6,9,10,37,13242,0.051,0.00,0.0063,0.087,684,0.066,0.000,0.177,0.001,3.04,1.91,7.59,0.00,0.000,1.00,1.00,1.00,0.066,0.00438,40.40,1.0099,19.68,1296.1,140075.1,41.373,0.1598,81.929,125.694,0.504,0.000,135358.5,81.920,7.430,5,13.3,7.47,0.107,0.000,0.0,0.000,0.136,2.01
30000,1516,1.445,0.054,6.06,32864,30980,319,0,1570,4,828009.6,8084.1,0.000,0.529,0.001,0.470,180,8.97,2.32,0.00,0.03,0.02,0.42,0.01,0.25,8.94,2.16,0.00,0.00,0.002,0.039,49,0.464,0.254,0.743,0.000,0.003,7443,7367,1,1.000,0.000,0.001,19433,0.150,0.070,0.000,82.06,5920,0,2021.015,0.000,0.000,484858,1.00,12.99,0.001,0.000,0.000,6,9,10,64,13596,0.052,0.00,0.0061,0.092,664,0.060,0.000,0.150,0.001,3.13,1.98,7.66,0.00,0.000,1.00,1.00,1.00,0.060,0.00442,41.26,0.9613,14.71,1418.1,140075.2,40.523,0.1534,81.915,132.805,0.512,0.000,135304.6,81.920,7.240,1,1.2,1.38,0.062,0.000,0.0,0.000,0.135,1.98
40000,1464,1.511,0.056,6.14,31886,30182,321,0,1435,13,826901.5,7939.9,0.000,0.533,0.001,0.466,177,9.32,1.87,0.00,0.03,0.04,0.83,0.01,0.26,9.27,1.71,0.00,0.00,0.003,0.048,35,0.560,0.249,0.749,0.000,0.003,7053,7048,1,1.000,0.000,0.002,18226,0.144,0.077,0.000,82.06,6050,0,610.760,0.000,0.000,489042,1.00,12.66,0.000,0.001,0.000,7,10,10,40,13650,0.052,0.00,0.0061,0.092,641,0.061,0.000,0.134,0.001,3.23,2.02,7.90,0.00,0.001,1.00,1.00,1.00,0.061,0.00465,42.46,0.9417,17.89,1485.7,140075.2,39.318,0.1476,81.909,145.467,0.516,0.000,135191.9,81.920,7.237,2,4.4,2.92,0.069,0.000,0.0,0.000,0.135,2.00
50000,1514,1.465,0.055,6.39,31678,29803,344,0,1481,5,826678.6,7947.6,0.000,0.524,0.001,0.475,175,8.82,2.45,0.00,0.05,0.03,0.48,0.00,0.00,8.80,2.27,0.00,0.00,0.001,0.024,43,0.499,0.252,0.746,0.000,0.002,6681,6676,1,1.000,0.000,0.000,18897,0.146,0.075,0.000,82.06,6276,0,1589.528,0.000,0.000,479058,1.00,13.54,0.001,0.000,0.000,6,10,10,64,13359,0.051,0.00,0.0062,0.100,652,0.060,0.000,0.120,0.001,3.22,1.92,7.90,0.00,0.000,1.00,1.00,1.00,0.060,0.00441,43.38,0.9437,16.70,1526.7,140075.2,38.398,0.1490,81.917,152.326,0.529,0.000,135162.9,81.920,7.160,2,2.9,1.95,0.052,0.000,0.0,0.000,0.134,2.02
60000,1573,1.450,0.056,6.92,33123,31069,332,0,1663,7,826982.6,8044.9,0.000,0.519,0.002,0.479,174,8.28,2.33,0.01,0.20,0.02,0.68,0.02,0.56,8.23,2.24,0.00,0.00,0.001,0.025,50,0.261,0.263,0.734,0.000,0.003,6956,6912,1,1.000,0.000,0.002,23478,0.145,0.126,0.000,82.09,7913,0,1149.275,0.000,0.000,558623,1.00,13.95,0.000,0.000,0.000,6,8,10,45,13025,0.050,0.00,0.0064,0.080,666,0.069,0.000,0.128,0.000,3.05,1.71,7.88,0.00,0.000,1.00,1.00,1.00,0.069,0.00404,43.24,0.9678,17.00,1481.9,140075.3,38.507,0.1633,81.918,149.888,0.514,0.000,135140.8,81.920,7.102,11,38.8,7.42,0.103,0.000,0.0,0.000,0.135,2.01
70000,1419,1.560,0.320,7.24,48209,45629,311,0,2423,17,820966.6,13054.0,0.011,0.536,0.009,0.443,159,10.45,6.96,0.10,1.29,0.05,0.81,0.08,1.17,10.23,6.51,0.00,0.00,0.001,0.022,155,0.490,0.197,0.800,0.000,0.004,16432,14754,1,1.000,0.000,0.008,72434,0.125,1.247,0.030,82.08,12677,0,767.881,0.000,0.000,1566089,1.02,12.96,0.000,0.000,0.000,5,8,21,53,14834,0.057,0.90,0.0057,0.078,497,0.180,0.000,0.157,0.013,3.42,2.28,7.76,0.00,0.001,1.01,1.03,1.02,0.180,0.00399,37.18,1.6504,57.81,3294.7,140075.4,43.682,0.3389,81.308,207.565,0.630,0.000,129020.9,81.920,22.588,753,4025.1,9.19,8.330,0.000,0.0,0.000,0.135,2.00
80000,1550,1.540,0.349,7.11,66493,63055,110,0,3197,14,829930.8,18252.7,0.015,0.597,0.027,0.362,136,9.63,4.46,0.03,0.92,0.02,0.31,0.05,0.80,9.53,4.25,0.00,0.00,0.002,0.034,94,0.615,0.175,0.817,0.000,0.008,27862,24478,1,1.000,0.000,0.005,87259,0.144,1.349,0.035,82.48,16531,0,1303.764,0.000,0.001,2793168,1.01,13.23,0.000,0.000,0.000,5,10,10,53,14929,0.057,2.21,0.0056,0.066,596,0.301,0.000,0.208,0.010,3.22,2.03,7.74,0.00,0.000,1.01,1.01,1.01,0.301,0.00379,28.62,2.3300,42.91,2714.7,140075.6,50.528,0.5022,81.914,332.481,0.732,0.000,128960.4,81.920,52.243,777,4559.3,8.01,20.966,0.000,0.0,0.000,0.136,2.00
90000,1627,1.438,0.102,7.24,45472,42779,223,0,2393,4,832535.8,10966.1,0.005,0.463,0.014,0.518,156,7.78,2.11,0.02,0.38,0.00,0.00,0.00,0.07,7.77,2.07,0.00,0.00,0.000,0.000,60,0.559,0.240,0.757,0.000,0.002,11090,10672,1,1.000,0.000,0.002,36457,0.168,0.570,0.006,82.31,10639,0,2741.537,0.000,0.000,1026037,1.01,14.78,0.000,0.000,0.000,5,8,9,42,12666,0.048,0.68,0.0066,0.084,703,0.135,0.000,0.160,0.002,2.92,1.29,7.68,0.00,0.000,1.01,1.01,1.01,0.135,0.00321,37.58,1.3509,20.41,1378.4,140075.6,43.274,0.2558,82.467,188.459,0.510,0.000,134431.1,81.920,26.806,135,777.7,8.79,6.009,0.000,0.0,0.000,0.136,2.00
100000,1585,1.455,0.124,7.37,43204,40495,351,0,2400,6,826201.9,10512.1,0.007,0.483,0.009,0.500,160,8.15,2.62,0.01,0.37,0.02,0.80,0.01,0.33,8.10,2.50,0.00,0.10,0.001,0.022,65,0.552,0.216,0.781,0.000,0.003,11321,9814,1,1.000,0.000,0.001,32705,0.160,0.682,0.009,82.15,11147,0,1752.015,0.000,0.000,1133349,1.00,14.20,0.000,0.000,0.001,5,8,9,47,12910,0.049,0.69,0.0064,0.087,684,0.140,0.000,0.145,0.003,2.98,1.43,7.83,0.00,0.001,1.00,1.00,1.00,0.140,0.00332,38.47,1.3022,23.62,1563.8,140075.7,42.524,0.2499,81.869,162.901,0.533,0.000,133917.8,81.920,19.563,193,1114.8,8.45,4.781,0.000,0.0,0.000,0.136,1.99
