step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
110000,1605,1.389,0.053,12.83,39383,37491,395,0,1485,18,827718.5,8853.1,0.007,0.468,0.524,0.001,162,7.69,2.24,0.09,1.14,0.03,0.58,0.03,0.58,7.54,1.73,0.00,0.00,0.002,0.031,106,0.491,0.240,0.753,0.000,0.007,7584,3913,2,0.502,0.475,0.006,49751,0.125,0.219,0.001,82.08,15281,0,491.836,0.000,0.000,825070,1.03,15.62,0.000,0.000,0.000,7,7,10,38,12350,0.047,0.15,0.0068,0.129,689,0.105,0.000,0.099,0.001,3.17,2.05,7.49,0.00,0.001,1.02,1.04,1.04,0.105,0.00328,45.50,1.0449,14.00,3743.0,139737.8,36.117,0.1596,81.985,371.902,0.572,0.000,132646.4,81.920,8.500,24,117.6,8.00,1.386,0.000,0.0,0.000,0.136,2.00
120000,1632,1.403,0.074,12.87,38091,36200,425,0,1439,16,827141.2,8448.9,0.004,0.454,0.541,0.000,163,7.72,2.16,0.07,0.93,0.02,0.51,0.02,0.46,7.62,1.60,0.00,0.00,0.001,0.032,90,0.452,0.257,0.736,0.000,0.007,6460,3392,4,0.521,0.318,0.006,58710,0.105,0.444,0.004,82.06,14545,0,528.054,0.000,0.001,705904,1.02,15.63,0.000,0.000,0.000,7,7,9,40,12607,0.048,0.08,0.0067,0.112,683,0.094,0.000,0.095,0.000,3.22,2.04,7.64,0.00,0.000,1.01,1.03,1.03,0.094,0.00319,46.41,0.9948,24.50,3816.2,139737.9,35.289,0.1489,81.872,377.446,0.580,0.000,132164.4,81.920,6.956,78,462.8,8.04,0.625,0.000,0.0,0.000,0.136,1.99
130000,1590,1.401,0.090,12.91,39546,37601,460,0,1527,21,828952.6,8890.8,0.011,0.451,0.536,0.002,162,7.92,2.01,0.06,0.80,0.04,0.66,0.02,0.39,7.80,1.68,0.00,0.00,0.003,0.047,87,0.392,0.244,0.751,0.000,0.005,7860,4769,2,0.901,0.082,0.004,72574,0.112,0.526,0.005,82.07,14489,0,423.369,0.000,0.000,818062,1.02,15.48,0.000,0.000,0.000,7,8,10,30,12591,0.048,0.21,0.0067,0.116,675,0.109,0.000,0.094,0.001,3.30,2.08,7.73,0.01,0.002,1.01,1.02,1.02,0.109,0.00324,46.25,1.0544,14.40,3938.7,139738.0,35.309,0.1662,81.888,387.509,0.594,0.000,131847.6,81.920,9.527,134,701.6,8.00,1.887,0.000,0.0,0.000,0.136,1.99
140000,1630,1.397,0.062,12.88,39742,37703,478,0,1521,16,829416.0,9001.9,0.012,0.443,0.542,0.003,163,8.00,2.20,0.11,1.20,0.05,0.77,0.01,0.27,7.83,1.63,0.00,0.12,0.003,0.048,88,0.393,0.253,0.741,0.000,0.006,7995,5535,2,0.591,0.057,0.003,71528,0.114,0.332,0.002,82.09,14803,0,562.621,0.000,0.000,816394,1.03,15.55,0.000,0.000,0.002,7,8,10,41,13038,0.050,0.22,0.0065,0.115,670,0.111,0.000,0.092,0.002,3.29,2.08,7.70,0.00,0.002,1.02,1.03,1.04,0.111,0.00312,46.57,1.0756,19.17,4010.3,139738.1,34.966,0.1749,81.953,391.932,0.596,0.000,132177.6,81.920,9.838,62,291.3,8.00,2.275,0.000,0.0,0.000,0.135,2.01
150000,1593,1.373,0.063,12.93,38048,36241,452,0,1392,12,829525.2,8607.0,0.007,0.438,0.553,0.001,163,7.97,2.11,0.07,0.99,0.01,0.42,0.03,0.61,7.86,1.61,0.00,0.00,0.001,0.019,80,0.475,0.227,0.771,0.000,0.002,6627,4954,3,0.732,0.000,0.005,81756,0.106,0.377,0.003,82.08,14450,0,717.254,0.000,0.000,696133,1.02,15.64,0.000,0.000,0.000,6,8,10,36,12701,0.048,0.15,0.0066,0.121,673,0.096,0.000,0.089,0.001,3.34,2.03,7.76,0.00,0.000,1.02,1.02,1.03,0.096,0.00322,47.31,1.0152,19.48,3955.5,139738.2,34.302,0.1545,81.933,398.630,0.588,0.000,132302.6,81.920,8.284,67,355.2,8.02,1.366,0.000,0.0,0.000,0.136,2.00
160000,1610,1.411,0.053,12.97,37834,35943,465,0,1409,17,829199.9,8745.1,0.006,0.438,0.555,0.001,165,7.97,1.84,0.05,0.82,0.03,0.51,0.03,0.46,7.86,1.67,0.00,0.00,0.002,0.033,83,0.488,0.242,0.752,0.000,0.006,6330,4859,3,0.826,0.000,0.007,93561,0.110,0.261,0.001,82.07,14603,0,514.420,0.000,0.000,667196,1.02,15.69,0.000,0.000,0.000,6,8,10,26,12827,0.049,0.13,0.0066,0.117,664,0.092,0.000,0.087,0.001,3.28,2.00,7.74,0.00,0.000,1.02,1.02,1.03,0.092,0.00319,47.36,1.0293,12.19,4023.3,139738.2,34.277,0.1557,81.922,399.353,0.587,0.000,132324.2,81.920,7.629,29,161.8,8.00,1.054,0.000,0.0,0.000,0.136,1.99
170000,1593,1.377,0.062,12.98,36438,34698,513,0,1244,20,829191.2,8442.7,0.003,0.437,0.559,0.000,163,7.98,1.93,0.06,0.67,0.03,0.51,0.02,0.41,7.87,1.67,0.00,0.00,0.003,0.044,82,0.518,0.232,0.764,0.000,0.004,5711,4559,2,0.881,0.000,0.005,120528,0.098,0.368,0.002,82.06,14116,0,422.134,0.000,0.000,583151,1.01,15.75,0.000,0.000,0.000,6,8,10,30,12710,0.048,0.10,0.0066,0.116,669,0.081,0.000,0.084,0.001,3.31,1.99,7.73,0.00,0.001,1.01,1.02,1.02,0.081,0.00325,47.70,0.9850,15.03,4037.8,139738.3,33.989,0.1407,81.912,398.962,0.591,0.000,132239.3,81.920,6.446,52,308.6,8.00,0.545,0.000,0.0,0.000,0.133,2.01
180000,1579,1.421,0.082,12.99,37420,35614,485,0,1335,19,829379.6,8645.7,0.005,0.440,0.554,0.001,162,8.02,2.49,0.14,1.48,0.03,0.49,0.01,0.24,7.84,1.83,0.00,0.00,0.002,0.030,87,0.475,0.245,0.751,0.000,0.004,6225,4827,2,0.818,0.006,0.004,90985,0.112,0.501,0.005,82.07,14549,0,455.039,0.000,0.000,662449,1.05,15.74,0.000,0.000,0.000,6,8,10,41,12669,0.048,0.14,0.0067,0.122,645,0.091,0.000,0.086,0.001,3.31,1.98,7.74,0.00,0.001,1.04,1.05,1.06,0.091,0.00326,47.32,1.0131,15.15,4009.5,139738.3,34.302,0.1487,81.886,399.744,0.591,0.000,131894.9,81.920,7.352,96,592.5,8.00,0.955,0.000,0.0,0.000,0.135,2.00
190000,1577,1.448,0.071,12.98,38074,36229,444,0,1403,29,829452.2,8819.9,0.007,0.444,0.547,0.002,160,7.89,2.22,0.12,1.57,0.02,0.42,0.01,0.15,7.75,1.58,0.00,0.00,0.001,0.016,90,0.466,0.238,0.758,0.000,0.003,6915,4752,2,0.757,0.000,0.003,97345,0.114,0.417,0.003,82.08,15149,0,304.135,0.000,0.000,720297,1.04,15.85,0.000,0.001,0.000,6,8,10,46,12446,0.047,0.15,0.0068,0.133,644,0.098,0.000,0.089,0.002,3.29,2.02,7.64,0.00,0.000,1.03,1.04,1.05,0.098,0.00328,46.99,1.0387,11.09,3936.4,139738.4,34.613,0.1573,81.941,398.324,0.590,0.000,132099.6,81.920,8.219,83,430.1,8.00,1.464,0.000,0.0,0.000,0.132,2.01
200000,1650,1.412,0.065,12.95,38695,36753,452,0,1417,28,829400.8,8715.3,0.008,0.454,0.535,0.002,159,8.11,2.56,0.09,1.01,0.06,0.99,0.02,0.30,7.94,1.94,0.00,0.05,0.003,0.046,101,0.474,0.250,0.747,0.000,0.003,7361,5218,1,0.696,0.304,0.006,90668,0.110,0.350,0.002,82.08,14887,0,311.262,0.000,0.000,773239,1.03,15.56,0.000,0.000,0.001,7,8,10,35,13379,0.051,0.22,0.0063,0.120,686,0.102,0.000,0.090,0.001,3.32,2.09,7.72,0.00,0.001,1.01,1.03,1.03,0.102,0.00317,46.83,1.0321,17.01,3977.2,139738.4,34.713,0.1599,81.920,395.022,0.588,0.000,132100.3,81.920,8.768,80,336.1,8.00,1.724,0.000,0.0,0.000,0.135,1.99
210000,1607,1.399,0.071,12.96,38032,36278,438,0,1359,34,829223.9,8646.4,0.007,0.451,0.541,0.002,161,8.06,2.31,0.04,0.52,0.04,0.77,0.03,0.43,7.95,2.08,0.00,0.00,0.002,0.039,92,0.452,0.245,0.750,0.000,0.005,6918,4857,2,0.696,0.004,0.007,79153,0.113,0.423,0.003,82.07,14565,0,254.304,0.000,0.000,725565,1.01,15.55,0.000,0.001,0.000,7,8,10,46,12953,0.049,0.18,0.0065,0.110,673,0.097,0.000,0.087,0.001,3.32,2.07,7.72,0.00,0.000,1.01,1.01,1.02,0.097,0.00327,47.28,1.0170,12.01,3985.4,139738.5,34.315,0.1531,81.918,398.309,0.591,0.000,132082.1,81.920,8.251,81,436.8,8.00,1.468,0.000,0.0,0.000,0.135,2.01
220000,1605,1.410,0.076,12.96,37827,36009,447,0,1373,25,829156.4,8593.0,0.006,0.446,0.546,0.002,161,7.98,2.15,0.06,0.75,0.02,0.40,0.04,1.04,7.86,1.57,0.00,0.00,0.001,0.028,82,0.436,0.253,0.743,0.000,0.004,6669,4728,2,0.665,0.000,0.005,82165,0.112,0.441,0.004,82.07,14308,0,343.721,0.000,0.000,697161,1.02,15.58,0.000,0.000,0.000,7,8,10,56,12807,0.049,0.16,0.0066,0.126,670,0.094,0.000,0.088,0.001,3.32,2.06,7.75,0.00,0.000,1.01,1.02,1.03,0.094,0.00324,47.40,1.0113,10.28,3988.3,139738.6,34.203,0.1521,81.910,400.546,0.590,0.000,131978.9,81.920,8.373,112,514.0,8.00,1.399,0.000,0.0,0.000,0.133,2.00
230000,1617,1.392,0.077,12.96,38117,36207,482,0,1416,14,829144.5,8795.4,0.006,0.444,0.548,0.002,160,7.97,2.02,0.08,0.97,0.03,0.69,0.02,0.28,7.84,1.59,0.00,0.00,0.002,0.036,94,0.440,0.241,0.756,0.000,0.003,6795,4717,2,0.680,0.003,0.007,76384,0.116,0.476,0.004,82.07,14383,0,628.245,0.000,0.000,695982,1.02,15.63,0.000,0.000,0.000,7,8,10,38,12882,0.049,0.17,0.0065,0.120,673,0.095,0.000,0.089,0.001,3.30,2.05,7.72,0.00,0.001,1.01,1.03,1.03,0.095,0.00322,47.33,1.0383,9.76,4084.3,139738.7,34.268,0.1587,81.911,400.813,0.591,0.000,131891.7,81.920,8.304,98,542.4,8.00,1.459,0.000,0.0,0.000,0.135,1.99
240000,1584,1.439,0.071,12.95,37692,35851,459,0,1415,16,829586.9,8662.8,0.006,0.439,0.553,0.002,162,8.01,2.14,0.05,0.63,0.03,0.49,0.02,0.51,7.92,1.71,0.00,0.00,0.002,0.038,84,0.491,0.241,0.757,0.000,0.003,6383,4576,2,0.732,0.000,0.004,80436,0.111,0.409,0.003,82.08,14242,0,541.425,0.000,0.000,654870,1.01,15.64,0.000,0.000,0.000,7,8,10,40,12692,0.048,0.16,0.0066,0.133,660,0.090,0.000,0.087,0.001,3.29,2.07,7.72,0.00,0.001,1.01,1.01,1.02,0.090,0.00325,47.51,1.0210,14.52,3992.2,139738.8,34.089,0.1543,81.937,401.331,0.587,0.000,132058.2,81.920,7.969,84,420.0,8.00,1.229,0.000,0.0,0.000,0.134,2.01
250000,1632,1.390,0.054,12.96,37422,35593,471,0,1310,18,829518.2,8563.5,0.004,0.439,0.555,0.001,160,7.96,1.92,0.05,0.88,0.02,0.45,0.03,0.40,7.86,1.50,0.00,0.07,0.001,0.030,78,0.477,0.265,0.730,0.000,0.004,6183,4566,2,0.700,0.000,0.006,83906,0.109,0.311,0.002,82.06,13882,0,475.749,0.000,0.000,625519,1.02,15.64,0.000,0.001,0.001,7,8,10,42,12985,0.050,0.13,0.0065,0.107,688,0.087,0.000,0.086,0.001,3.30,2.04,7.74,0.00,0.001,1.01,1.01,1.02,0.087,0.00317,47.66,1.0060,11.63,4068.3,139738.8,33.995,0.1501,81.940,401.856,0.588,0.000,132260.4,81.920,7.448,39,223.0,8.00,1.008,0.000,0.0,0.000,0.134,2.00
260000,1587,1.407,0.058,12.97,36621,34932,486,0,1248,9,829410.2,8368.5,0.004,0.439,0.557,0.001,162,7.96,2.07,0.04,0.60,0.04,0.85,0.02,0.33,7.87,1.68,0.00,0.03,0.003,0.048,75,0.442,0.247,0.750,0.000,0.003,5755,4160,2,0.660,0.006,0.005,80150,0.113,0.326,0.002,82.06,13825,0,929.828,0.000,0.001,587678,1.01,15.62,0.000,0.001,0.001,7,8,10,35,12637,0.048,0.10,0.0066,0.116,666,0.082,0.000,0.086,0.001,3.32,2.05,7.74,0.00,0.001,1.00,1.01,1.01,0.082,0.00327,47.86,0.9814,15.10,4071.1,139738.8,33.821,0.1442,81.918,403.985,0.590,0.000,132238.6,81.920,6.874,51,271.2,8.00,0.658,0.000,0.0,0.000,0.135,1.99
270000,1608,1.378,0.060,12.96,36885,35076,435,0,1353,5,829482.2,8480.3,0.003,0.436,0.559,0.001,162,8.07,2.34,0.10,1.24,0.05,0.88,0.02,0.38,7.90,1.65,0.00,0.00,0.003,0.042,85,0.455,0.245,0.750,0.000,0.005,5835,4413,2,0.712,0.000,0.005,81881,0.110,0.357,0.002,82.07,14285,0,1696.067,0.000,0.000,590908,1.03,15.55,0.000,0.000,0.000,7,8,10,48,12980,0.050,0.09,0.0065,0.116,667,0.083,0.000,0.086,0.001,3.35,2.06,7.75,0.00,0.000,1.02,1.03,1.04,0.083,0.00321,47.85,0.9944,10.64,4024.2,139738.9,33.827,0.1468,81.922,403.563,0.590,0.000,132256.2,81.920,6.727,49,293.2,8.00,0.758,0.000,0.0,0.000,0.134,2.00
280000,1611,1.411,0.046,12.96,37332,35522,458,0,1349,10,828850.9,8487.8,0.004,0.436,0.558,0.001,161,8.00,2.05,0.06,0.90,0.01,0.15,0.05,0.91,7.88,1.50,0.00,0.00,0.001,0.020,78,0.481,0.254,0.743,0.000,0.003,6077,4575,2,0.701,0.000,0.006,82117,0.109,0.169,0.000,82.07,14647,0,848.780,0.000,0.000,631485,1.02,15.65,0.000,0.000,0.000,7,8,10,36,12882,0.049,0.12,0.0065,0.109,668,0.088,0.000,0.087,0.001,3.33,2.08,7.70,0.00,0.000,1.01,1.02,1.02,0.088,0.00319,47.57,0.9961,8.73,4033.2,139739.0,34.075,0.1474,81.937,398.760,0.589,0.000,132421.0,81.920,6.875,17,71.3,8.00,0.885,0.000,0.0,0.000,0.137,2.01
290000,1589,1.385,0.053,12.96,37302,35512,459,0,1353,11,828869.1,8464.0,0.004,0.438,0.557,0.001,162,8.03,1.99,0.08,1.01,0.03,0.77,0.01,0.13,7.91,1.64,0.00,0.10,0.002,0.033,84,0.483,0.248,0.750,0.000,0.003,6123,4661,2,0.699,0.000,0.004,75554,0.111,0.239,0.001,82.07,14152,0,769.458,0.000,0.000,634421,1.03,15.56,0.000,0.000,0.001,7,8,10,43,12759,0.049,0.09,0.0066,0.117,655,0.088,0.000,0.087,0.001,3.35,2.05,7.81,0.01,0.002,1.02,1.03,1.04,0.088,0.00324,47.67,0.9933,15.03,4042.0,139739.1,34.022,0.1462,81.915,400.380,0.596,0.000,132370.8,81.920,6.972,33,153.6,8.00,0.841,0.000,0.0,0.000,0.135,1.99
300000,1644,1.420,0.059,12.98,36746,34857,486,0,1348,18,829021.6,8321.3,0.003,0.434,0.563,0.001,161,8.07,2.38,0.06,0.77,0.05,0.78,0.02,0.37,7.93,1.84,0.00,0.00,0.003,0.040,86,0.437,0.270,0.723,0.000,0.007,5614,4341,2,0.680,0.000,0.005,76304,0.103,0.310,0.002,82.07,14063,0,462.293,0.000,0.000,573345,1.02,15.55,0.000,0.001,0.000,6,8,10,41,13266,0.051,0.09,0.0064,0.105,670,0.081,0.000,0.085,0.000,3.28,2.06,7.69,0.00,0.001,1.01,1.02,1.03,0.081,0.00312,47.97,0.9768,17.72,3982.8,139739.1,33.705,0.1445,81.902,403.551,0.588,0.000,132190.2,81.920,6.477,43,234.5,8.00,0.584,0.000,0.0,0.000,0.133,2.00
310000,1571,1.395,0.072,12.94,37596,35786,423,0,1460,8,829318.6,8511.8,0.006,0.443,0.550,0.002,161,7.98,1.81,0.03,0.60,0.02,0.60,0.02,0.48,7.90,1.53,0.00,0.00,0.002,0.040,76,0.435,0.236,0.757,0.000,0.006,6210,4409,2,0.706,0.000,0.006,77787,0.107,0.412,0.003,82.07,14183,0,1063.976,0.000,0.000,662551,1.01,15.51,0.000,0.000,0.000,7,8,10,41,12538,0.048,0.14,0.0067,0.118,655,0.091,0.000,0.087,0.001,3.30,2.03,7.79,0.00,0.000,1.01,1.01,1.01,0.091,0.00330,47.40,1.0059,15.32,4008.1,139739.2,34.226,0.1548,81.911,401.138,0.596,0.000,132104.3,81.920,8.005,66,395.0,8.00,1.267,0.000,0.0,0.000,0.134,2.00
320000,1592,1.395,0.067,13.00,38310,36300,441,1,1547,29,829085.0,8603.6,0.008,0.445,0.545,0.002,161,7.96,2.18,0.07,0.89,0.01,0.20,0.02,0.47,7.86,1.61,0.00,0.06,0.001,0.028,87,0.433,0.231,0.768,0.000,0.002,6684,4455,1,0.994,0.006,0.003,67535,0.100,0.379,0.003,82.09,14606,187,296.675,0.000,0.000,693685,1.02,15.62,0.000,0.000,0.001,7,8,10,42,12671,0.048,0.16,0.0066,0.116,660,0.094,0.000,0.090,0.001,3.28,2.08,7.70,0.00,0.001,1.01,1.02,1.03,0.094,0.00326,47.27,1.0232,10.94,3973.4,139739.3,34.323,0.1632,81.928,400.213,0.587,0.000,132187.1,81.920,8.453,77,378.4,8.00,1.461,0.000,0.0,0.000,0.133,2.01
