step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1571,1.404,0.156,4.28,75837,73945,27,0,1790,1285,983745.1,76753.4,0.036,0.602,0.174,0.188,130,7.81,3.77,0.01,0.25,0.05,0.48,0.02,0.36,7.72,3.60,0.00,0.00,0.005,0.030,96,0.262,0.292,0.704,0.000,0.004,64510,55065,1,0.996,0.004,0.003,474313,0.146,0.695,0.009,85.93,22901,0,59.730,0.000,0.000,3085275,1.00,16.94,0.001,0.000,0.000,6,6,11,64,12262,0.047,3.54,0.0081,0.070,682,0.338,0.000,0.226,0.232,2.83,2.54,5.46,0.00,0.001,1.00,1.00,1.01,0.338,0.00466,28.43,11.9007,29.18,1818.5,140227.5,45.941,4.1987,95.252,411.611,0.557,0.000,133404.0,81.912,55.280,276,1273.4,8.00,42.947,0.000,0.0,0.000,0.136,2.00
20000,1593,1.436,0.070,5.03,48005,46764,55,0,1164,37,818420.0,10421.4,0.004,0.529,0.260,0.207,171,8.09,2.30,0.06,0.96,0.02,0.28,0.00,0.03,8.01,2.13,0.00,0.18,0.002,0.022,73,0.361,0.325,0.672,0.000,0.003,13918,9893,1,1.000,0.000,0.001,34061,0.157,0.232,0.001,82.11,9498,0,281.660,0.000,0.001,1103421,1.02,14.54,0.000,0.000,0.001,7,8,11,44,12886,0.049,0.17,0.0064,0.084,717,0.133,0.000,0.171,0.002,2.88,1.37,7.45,0.00,0.001,1.02,1.02,1.03,0.133,0.00400,39.51,1.2121,16.85,1647.8,140227.5,42.048,0.1716,82.068,161.786,0.558,0.000,134885.8,81.920,12.309,52,167.7,8.00,2.354,0.000,0.0,0.000,0.134,2.00
30000,1551,1.490,0.066,5.54,52949,51275,31,4,1681,111,820725.2,10891.2,0.000,0.504,0.392,0.103,178,8.13,1.37,0.02,0.48,0.00,0.00,0.02,0.89,8.08,1.16,0.00,0.00,0.000,0.000,48,0.794,0.288,0.709,0.000,0.003,13694,11141,1,0.974,0.026,0.001,29897,0.154,0.209,0.001,82.08,10743,680,98.119,0.000,0.001,1073369,1.01,14.08,0.000,0.000,0.000,8,8,9,37,12604,0.048,0.03,0.0065,0.092,689,0.130,0.000,0.190,0.000,2.90,1.13,7.84,0.00,0.000,1.01,1.01,1.02,0.130,0.00363,38.88,1.2595,16.91,1716.4,140227.6,42.852,0.1718,81.919,148.306,0.560,0.000,134874.6,81.920,10.196,38,128.1,8.00,1.255,0.000,0.0,0.000,0.135,2.00
40000,1575,1.458,0.058,5.99,43093,41375,111,0,1583,16,822925.3,9255.6,0.000,0.468,0.455,0.078,179,8.09,1.27,0.04,0.82,0.00,0.15,0.00,0.10,8.04,1.16,0.00,0.00,0.000,0.010,43,0.912,0.301,0.697,0.000,0.003,10238,9411,1,1.000,0.000,0.001,23647,0.173,0.085,0.000,82.07,8529,0,578.478,0.000,0.000,975820,1.01,14.03,0.000,0.000,0.000,8,8,8,27,12738,0.049,0.00,0.0065,0.097,721,0.128,0.000,0.157,0.000,2.91,1.09,7.90,0.00,0.000,1.01,1.01,1.03,0.128,0.00335,40.48,1.0645,15.32,1613.5,140227.6,41.288,0.1391,81.944,141.448,0.551,0.000,135113.1,81.920,7.297,7,13.5,3.38,0.326,0.000,0.0,0.000,0.135,2.01
50000,1564,1.498,0.056,6.00,41581,39915,129,0,1548,8,822640.6,9051.7,0.000,0.460,0.466,0.074,177,8.22,1.63,0.03,0.52,0.00,0.15,0.02,0.67,8.17,1.44,0.00,0.00,0.000,0.011,47,0.903,0.286,0.711,0.000,0.003,9813,9615,1,1.000,0.000,0.001,22529,0.183,0.073,0.000,82.05,8834,0,1131.468,0.000,0.000,954462,1.01,13.86,0.000,0.000,0.000,8,8,8,31,12862,0.049,0.00,0.0064,0.116,699,0.128,0.000,0.153,0.000,2.93,1.13,7.95,0.00,0.000,1.01,1.01,1.02,0.128,0.00333,40.73,1.0362,11.65,1657.4,140227.7,41.061,0.1314,81.914,140.460,0.551,0.000,135058.2,81.920,6.897,3,4.9,2.26,0.169,0.000,0.0,0.000,0.134,2.00
60000,1582,1.482,0.056,6.01,41519,39797,118,0,1586,7,822800.6,9138.6,0.000,0.460,0.465,0.074,178,8.26,2.84,0.02,0.39,0.00,0.00,0.01,0.13,8.23,2.80,0.00,0.00,0.000,0.000,43,0.903,0.293,0.706,0.000,0.001,9747,9546,1,1.000,0.000,0.003,26249,0.183,0.080,0.000,82.05,9944,0,1305.508,0.000,0.001,960953,1.01,13.94,0.001,0.000,0.000,8,8,8,64,13062,0.050,0.00,0.0063,0.109,696,0.128,0.000,0.153,0.000,2.93,1.11,7.92,0.00,0.000,1.01,1.01,1.02,0.128,0.00329,40.70,1.0468,13.60,1633.1,140227.7,41.085,0.1327,81.921,140.281,0.549,0.000,135073.2,81.920,6.925,2,5.6,4.17,0.187,0.000,0.0,0.000,0.135,2.01
70000,1604,1.446,0.054,6.00,41630,39965,148,0,1495,4,822585.5,9101.4,0.000,0.457,0.469,0.074,179,8.16,1.46,0.01,0.45,0.01,0.28,0.00,0.02,8.13,1.34,0.00,0.00,0.000,0.010,51,0.927,0.297,0.699,0.000,0.004,9754,9491,1,1.000,0.000,0.001,27292,0.185,0.082,0.000,82.05,10549,0,2275.362,0.000,0.000,948518,1.01,13.98,0.000,0.000,0.000,8,8,8,32,13083,0.050,0.00,0.0063,0.110,729,0.128,0.000,0.154,0.000,2.92,1.09,7.92,0.00,0.000,1.00,1.00,1.01,0.128,0.00322,40.73,1.0424,10.68,1652.3,140227.7,41.058,0.1326,81.923,140.792,0.558,0.000,135105.0,81.920,6.944,9,16.8,3.62,0.190,0.000,0.0,0.000,0.135,2.00
80000,1606,1.446,0.059,6.00,41561,39907,122,0,1530,4,822617.9,9051.0,0.000,0.456,0.470,0.074,179,8.22,1.85,0.01,0.19,0.01,0.26,0.00,0.07,8.21,1.80,0.00,0.00,0.001,0.018,55,0.932,0.293,0.702,0.000,0.004,9701,9475,1,1.000,0.000,0.001,26162,0.186,0.143,0.000,82.05,10310,0,2262.758,0.000,0.000,944964,1.00,13.95,0.000,0.000,0.000,8,8,8,37,13208,0.050,0.00,0.0062,0.096,725,0.127,0.000,0.154,0.000,2.92,1.10,7.93,0.00,0.000,1.00,1.00,1.01,0.127,0.00321,40.73,1.0376,15.95,1642.1,140227.7,41.059,0.1319,81.912,140.840,0.557,0.000,135029.5,81.920,6.967,11,44.0,8.00,0.202,0.000,0.0,0.000,0.135,2.00
90000,1583,1.449,0.057,6.00,41312,39689,126,0,1520,4,822633.7,9025.9,0.000,0.455,0.470,0.075,179,8.20,1.82,0.04,0.62,0.01,0.20,0.03,0.80,8.13,1.48,0.00,0.00,0.000,0.008,53,0.908,0.300,0.696,0.000,0.004,9563,8999,1,1.000,0.000,0.001,24793,0.194,0.076,0.000,82.05,10521,0,2256.483,0.000,0.001,920588,1.01,13.94,0.000,0.000,0.000,8,8,8,37,12981,0.050,0.00,0.0064,0.105,716,0.125,0.000,0.153,0.000,2.93,1.10,7.93,0.00,0.000,1.01,1.01,1.03,0.125,0.00326,40.78,1.0337,11.90,1652.8,140227.8,41.006,0.1314,81.926,141.573,0.552,0.000,135089.1,81.920,6.948,9,11.9,1.95,0.210,0.000,0.0,0.000,0.138,2.00
100000,1570,1.460,0.056,5.99,41546,39909,118,0,1532,18,822313.7,9077.4,0.000,0.463,0.460,0.077,177,8.18,2.06,0.02,0.42,0.00,0.00,0.02,0.71,8.15,1.78,0.00,0.00,0.000,0.000,40,0.926,0.288,0.710,0.000,0.002,9828,8791,1,1.000,0.000,0.001,26206,0.189,0.073,0.000,82.05,10826,0,504.301,0.000,0.000,944596,1.01,13.94,0.000,0.000,0.000,8,8,8,59,12847,0.049,0.00,0.0064,0.106,702,0.125,0.000,0.153,0.000,2.92,1.08,7.95,0.00,0.000,1.00,1.01,1.03,0.125,0.00334,40.70,1.0401,12.89,1675.2,140227.9,41.094,0.1324,81.920,140.895,0.553,0.000,135094.1,81.920,6.984,4,6.1,2.20,0.233,0.000,0.0,0.000,0.133,2.01
