step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,803,2.037,0.720,6.43,47305,47204,0,0,794,2287,716602.1,169138.4,0.243,0.582,0.090,0.085,103,20.58,16.95,0.31,2.19,2.37,7.64,1.24,4.04,16.66,13.11,0.00,0.00,0.054,0.163,179,0.102,0.091,0.878,0.000,0.031,104617,100953,3,0.940,0.007,0.235,1178787,0.145,2.573,0.057,11.77,33295,0,73.956,0.000,0.152,1949324,1.09,10.34,0.073,0.001,0.000,8,13,48,64,16528,0.063,0.00,0.0054,0.046,108,0.692,0.000,0.426,0.566,4.10,4.53,6.39,0.01,0.002,1.03,1.11,1.12,0.692,0.00549,0.76,28.6508,670.79,126429.3,140226.9,25.203,89.7667,60.754,822.525,0.996,0.389,31.3,30.374,159.204,952,4206.4,38.56,34.370,126.104,6381.5,47.369,0.135,2.00
20000,1078,1.725,0.541,7.05,138158,131756,104,12,6011,536,1000796.5,150503.9,0.045,0.600,0.189,0.166,152,14.23,12.42,0.44,2.16,0.60,3.79,1.06,5.01,12.13,9.75,0.01,0.13,0.024,0.104,241,0.080,0.147,0.822,0.000,0.031,198395,190539,1,0.862,0.138,0.084,1047399,0.118,2.266,0.039,40.68,57347,194,280.791,0.417,0.125,5405292,1.12,13.24,0.017,0.001,0.008,5,10,27,64,15335,0.058,0.00,0.0077,0.024,190,0.475,0.000,0.683,0.373,3.35,3.33,6.25,0.01,0.009,1.03,1.21,1.12,0.476,0.00514,12.63,22.0083,656.85,129164.8,140228.2,23.325,34.9502,93.205,757.564,0.994,0.397,33.5,46.602,120.184,692,2763.3,42.93,9.979,87.200,4694.0,59.347,0.134,2.00
30000,1527,1.627,0.334,6.64,132696,126029,28,14,6176,749,924737.2,158535.6,0.051,0.547,0.211,0.191,148,11.38,8.95,0.50,2.65,0.13,1.37,0.28,1.26,10.48,7.75,0.00,0.00,0.004,0.046,195,0.147,0.149,0.824,0.000,0.027,203674,198319,2,0.851,0.149,0.073,1007712,0.120,1.832,0.023,33.73,59078,62,211.663,0.714,0.114,5559986,1.13,14.25,0.005,0.001,0.000,6,9,18,64,17374,0.066,0.00,0.0058,0.039,368,0.556,0.000,0.728,0.404,2.99,2.79,6.14,0.00,0.001,1.09,1.13,1.17,0.557,0.00257,10.49,23.0632,676.06,131880.0,140229.2,26.006,42.2756,85.340,737.058,0.994,0.396,43.9,42.669,128.548,333,1380.9,37.90,10.636,93.611,2738.8,58.700,0.135,2.00
40000,1659,1.561,0.310,6.97,141289,133603,42,4,7508,236,986632.6,158174.8,0.022,0.557,0.227,0.195,159,11.66,8.58,0.13,1.27,0.09,1.08,0.70,3.41,10.74,7.20,0.02,0.29,0.004,0.039,208,0.479,0.151,0.819,0.000,0.030,206254,201412,2,0.954,0.020,0.087,1275514,0.105,1.762,0.021,38.38,59072,24,670.232,1.000,0.143,6218394,1.04,13.00,0.005,0.001,0.004,7,8,23,64,19339,0.074,0.00,0.0055,0.032,332,0.529,0.000,0.658,0.380,3.11,2.31,7.22,0.02,0.004,1.03,1.03,1.04,0.529,0.00249,12.94,22.7782,780.16,132133.4,140229.7,30.579,28.3597,91.990,816.884,0.999,0.395,47.9,45.995,120.939,353,1437.4,46.73,7.566,81.944,2257.9,60.545,0.136,2.00
50000,1417,1.569,0.422,7.15,146665,138777,82,1,8047,578,959371.9,148862.3,0.019,0.569,0.200,0.211,159,10.88,8.68,0.07,1.49,0.05,0.87,0.80,4.27,9.96,6.99,0.00,0.00,0.003,0.037,163,0.598,0.159,0.808,0.000,0.033,207340,203430,2,0.979,0.000,0.056,1103443,0.118,2.090,0.030,36.63,61688,2,257.547,1.000,0.076,6528926,1.02,13.40,0.008,0.000,0.000,7,8,21,64,15422,0.059,0.00,0.0068,0.043,257,0.544,0.000,0.667,0.358,3.09,2.07,7.32,0.00,0.000,1.02,1.03,1.03,0.544,0.00292,12.16,20.9963,466.71,130744.1,140230.6,31.434,30.0054,90.104,814.789,0.999,0.392,39.8,45.053,123.449,482,2081.7,37.49,7.728,83.621,3710.5,59.575,0.134,2.00
60000,1591,1.513,0.289,8.52,145376,137145,71,7,7979,367,968312.1,143448.7,0.020,0.587,0.205,0.187,158,11.06,9.42,0.01,0.29,0.37,3.03,0.56,3.17,10.11,7.52,0.00,0.00,0.010,0.077,187,0.516,0.183,0.787,0.000,0.030,200702,193046,2,0.514,0.476,0.089,1050961,0.119,1.574,0.021,37.72,65290,73,390.868,0.571,0.092,6789897,1.01,13.73,0.005,0.001,0.000,6,8,18,64,17599,0.067,0.00,0.0060,0.058,309,0.538,0.000,0.648,0.343,3.06,1.88,7.29,0.00,0.000,1.01,1.01,1.01,0.538,0.00272,12.89,20.2740,578.46,132694.4,140231.5,32.500,27.5435,91.106,830.561,0.999,0.397,45.5,45.553,121.402,325,1561.4,40.44,7.834,80.731,1999.7,59.245,0.135,2.00
70000,1723,1.554,0.226,9.70,144166,133714,173,5,10142,604,996992.9,146978.2,0.024,0.607,0.226,0.143,160,10.41,8.46,0.03,0.74,0.50,3.51,0.28,2.41,9.59,6.70,0.00,0.00,0.022,0.124,178,0.548,0.145,0.824,0.000,0.031,201171,197618,1,0.960,0.040,0.033,699274,0.136,1.507,0.015,40.78,67507,40,243.341,0.800,0.100,6430410,1.01,13.73,0.008,0.003,0.000,6,8,16,64,17936,0.068,0.00,0.0060,0.062,382,0.470,0.000,0.607,0.348,3.02,1.79,7.39,0.00,0.001,1.00,1.01,1.01,0.470,0.00295,15.29,20.9344,581.68,133449.3,140232.2,30.292,24.7097,93.624,845.713,0.999,0.402,47.8,46.812,114.401,182,826.3,48.57,5.890,77.474,1771.7,58.991,0.135,2.00
80000,1733,1.533,0.261,9.57,145839,135493,139,4,10193,487,985340.1,143888.1,0.024,0.607,0.232,0.137,158,10.29,7.07,0.11,0.78,0.37,2.84,0.43,2.73,9.38,5.15,0.00,0.00,0.014,0.093,229,0.467,0.147,0.817,0.000,0.036,205270,200015,1,0.983,0.017,0.057,706720,0.134,1.484,0.018,40.42,73498,214,295.458,0.500,0.140,6647991,1.04,13.99,0.001,0.003,0.000,5,8,17,64,17838,0.068,0.00,0.0061,0.036,333,0.474,0.000,0.605,0.352,3.02,1.89,7.22,0.00,0.000,1.05,1.03,1.04,0.474,0.00292,15.32,20.1163,536.09,132891.4,140232.7,31.594,23.9305,92.938,843.199,0.999,0.397,47.6,46.469,114.649,270,1348.3,35.48,5.653,76.500,1926.2,58.252,0.135,2.00
90000,1497,1.587,0.249,9.79,150140,141030,155,7,9184,353,978191.3,150988.1,0.035,0.593,0.235,0.138,154,12.43,11.39,0.05,0.86,0.46,2.90,0.79,4.17,11.13,8.95,0.00,0.03,0.016,0.085,184,0.569,0.172,0.805,0.000,0.023,214766,206007,2,0.643,0.345,0.062,923801,0.129,1.628,0.017,35.00,76092,2,427.728,1.000,0.112,6847563,1.01,12.82,0.019,0.001,0.001,7,8,27,64,18602,0.071,0.00,0.0059,0.037,296,0.517,0.001,0.624,0.356,3.23,2.07,7.61,0.00,0.001,1.01,1.01,1.02,0.517,0.00310,12.37,21.7349,801.53,133354.0,140233.6,32.879,27.2093,91.428,849.734,0.999,0.399,44.5,45.714,123.426,229,1059.2,57.82,6.749,83.596,1719.7,62.973,0.135,2.00
100000,1666,1.559,0.242,9.77,154101,144114,184,9,9625,700,976612.6,142711.3,0.027,0.579,0.244,0.150,151,11.35,9.58,0.04,0.72,0.70,4.38,0.59,3.71,10.01,6.39,0.00,0.00,0.022,0.112,188,0.525,0.139,0.831,0.000,0.030,213562,206203,1,0.980,0.020,0.041,775420,0.132,1.448,0.017,34.85,73132,131,203.873,0.333,0.125,6958309,1.01,13.31,0.010,0.004,0.000,7,8,18,64,18902,0.072,0.00,0.0059,0.039,329,0.526,0.001,0.625,0.334,3.13,1.89,7.50,0.01,0.003,1.00,1.02,1.01,0.526,0.00267,12.44,19.9424,531.69,133242.8,140234.2,32.487,26.7383,92.159,853.361,0.999,0.400,47.8,46.079,123.405,217,1053.5,38.27,6.895,84.061,1895.4,62.962,0.135,2.00
