step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
110000,1797,1.547,0.268,9.72,156498,145932,283,4,10148,348,967207.7,143141.4,0.026,0.594,0.233,0.147,149,11.39,9.44,0.00,0.05,0.65,3.92,0.76,3.88,9.98,6.04,0.00,0.05,0.025,0.121,245,0.464,0.144,0.822,0.000,0.033,216773,209427,1,0.969,0.031,0.066,792821,0.120,1.562,0.019,32.60,76795,286,411.326,0.250,0.116,7300125,1.00,13.49,0.004,0.001,0.001,7,8,18,64,20474,0.078,0.00,0.0054,0.037,447,0.550,0.001,0.633,0.330,3.10,2.05,7.25,0.01,0.001,1.00,1.00,1.00,0.550,0.00246,11.47,19.9731,745.60,132601.5,140235.2,32.123,28.9921,91.188,860.368,1.000,0.396,51.2,45.593,126.651,286,1270.1,44.75,7.436,87.641,1917.5,64.247,0.134,2.00
120000,1654,1.583,0.272,9.89,147190,138127,114,38,9054,969,975561.6,140373.7,0.031,0.589,0.242,0.138,152,11.46,9.31,0.05,1.00,0.79,4.29,0.71,4.11,9.91,5.87,0.00,0.10,0.031,0.134,223,0.443,0.145,0.820,0.001,0.034,204141,196080,3,0.774,0.205,0.053,844759,0.124,1.616,0.018,35.58,72954,247,144.865,0.368,0.119,6774094,1.01,13.45,0.005,0.002,0.001,6,8,19,64,18950,0.072,0.00,0.0060,0.031,363,0.524,0.001,0.602,0.339,3.13,2.01,7.34,0.01,0.001,1.02,1.01,1.01,0.524,0.00279,12.79,19.9598,516.45,132742.7,140236.3,30.889,28.4021,91.773,834.329,0.999,0.401,47.8,45.887,122.509,239,1055.2,32.13,6.881,84.578,2357.3,62.047,0.135,2.00
130000,1776,1.537,0.240,9.93,152259,142531,155,2,9449,310,959343.9,143272.1,0.030,0.589,0.240,0.141,149,11.07,9.25,0.06,1.05,0.74,4.29,0.62,4.19,9.64,5.18,0.00,0.10,0.023,0.114,223,0.452,0.154,0.814,0.000,0.033,212445,204603,2,0.777,0.124,0.046,786217,0.126,1.433,0.016,33.10,74484,14,462.168,1.000,0.133,7114652,1.01,13.64,0.008,0.001,0.001,6,8,18,64,19656,0.075,0.00,0.0056,0.032,358,0.549,0.001,0.619,0.337,3.11,1.96,7.29,0.02,0.005,1.00,1.02,1.01,0.549,0.00250,11.57,19.8939,483.75,133138.3,140237.0,33.438,28.2926,90.583,840.807,1.000,0.396,50.4,45.291,126.206,225,918.5,35.04,7.391,85.734,1945.0,63.013,0.134,2.00
140000,1452,1.674,0.297,9.87,144791,136011,129,8,8967,661,955247.3,134892.3,0.028,0.597,0.243,0.131,152,12.59,11.22,0.05,0.82,1.25,5.25,0.72,3.59,10.58,6.80,0.01,0.21,0.034,0.132,211,0.474,0.145,0.826,0.000,0.029,197766,188857,2,0.883,0.074,0.065,1073000,0.125,1.664,0.022,33.92,70995,99,204.073,0.500,0.101,6813842,1.01,12.90,0.012,0.001,0.001,6,8,26,64,18280,0.070,0.00,0.0062,0.048,289,0.537,0.001,0.608,0.327,3.26,2.15,7.47,0.02,0.006,1.00,1.01,1.01,0.537,0.00309,11.81,18.9799,570.32,132533.0,140238.3,32.868,28.8862,90.219,837.624,0.999,0.399,43.5,45.110,125.366,307,1262.3,35.39,7.605,85.246,2499.4,61.753,0.134,2.00
150000,1584,1.531,0.258,9.87,145930,136860,86,9,8843,580,946942.1,136942.5,0.027,0.597,0.241,0.136,151,10.89,9.02,0.00,0.00,0.63,3.91,0.67,3.94,9.59,5.82,0.00,0.00,0.027,0.135,196,0.451,0.148,0.817,0.000,0.035,201609,193358,1,0.953,0.047,0.057,1106110,0.114,1.607,0.019,33.08,71348,253,236.108,0.111,0.122,7045873,1.00,13.60,0.008,0.000,0.000,6,8,17,64,17249,0.066,0.00,0.0062,0.051,269,0.542,0.002,0.615,0.334,3.08,1.93,7.34,0.00,0.000,1.00,1.00,1.00,0.542,0.00277,11.67,19.0993,516.48,133200.1,140239.3,32.938,29.9030,89.399,833.413,0.999,0.404,44.5,44.699,125.939,244,1127.0,39.01,7.461,86.156,2156.7,61.661,0.135,2.00
160000,1458,1.606,0.360,9.92,148197,138770,136,6,9411,406,948939.9,139933.7,0.033,0.593,0.240,0.134,150,11.28,10.45,0.05,0.80,0.99,4.75,1.04,4.71,9.20,5.02,0.00,0.06,0.028,0.124,178,0.549,0.141,0.829,0.000,0.030,205803,198703,2,0.386,0.596,0.080,1349956,0.116,1.858,0.026,32.15,74051,279,344.664,0.667,0.128,7056375,1.02,13.53,0.009,0.002,0.003,6,8,19,64,16443,0.063,0.00,0.0071,0.049,214,0.549,0.001,0.622,0.335,3.13,1.89,7.40,0.00,0.003,1.01,1.01,1.06,0.549,0.00298,11.07,19.6267,417.22,131634.0,140240.1,33.214,29.9798,89.422,839.853,0.999,0.398,41.5,44.711,127.555,374,1706.1,28.15,7.342,87.410,3257.9,62.918,0.133,2.00
170000,1710,1.559,0.268,9.93,150247,139991,194,4,9806,552,942851.0,136548.4,0.026,0.594,0.236,0.144,151,10.99,9.51,0.00,0.00,0.49,3.33,0.88,4.22,9.62,6.48,0.00,0.00,0.016,0.095,198,0.526,0.151,0.819,0.000,0.030,204927,196428,1,0.687,0.313,0.075,893283,0.119,1.565,0.018,32.44,73575,138,247.370,0.750,0.129,7180290,1.00,13.82,0.008,0.001,0.000,5,8,18,64,18787,0.072,0.00,0.0057,0.036,418,0.556,0.001,0.623,0.324,3.05,1.81,7.38,0.00,0.000,1.00,1.00,1.00,0.556,0.00250,11.07,18.8727,561.83,132766.7,140241.1,33.669,29.9460,89.270,841.776,1.000,0.404,48.0,44.635,127.594,256,1237.9,40.13,7.930,86.665,2050.8,62.005,0.134,2.00
180000,1614,1.617,0.381,9.86,148471,139041,145,6,9375,236,950475.5,144649.5,0.028,0.593,0.247,0.131,150,11.47,9.62,0.03,0.45,0.67,3.80,0.62,3.31,10.14,7.19,0.00,0.00,0.026,0.124,234,0.416,0.116,0.840,0.000,0.044,207492,199403,1,0.846,0.154,0.075,900765,0.126,1.953,0.028,32.38,75474,177,612.921,0.500,0.130,6737400,1.01,13.88,0.009,0.002,0.000,5,8,22,64,18514,0.071,0.00,0.0058,0.055,314,0.539,0.001,0.608,0.339,3.09,2.08,7.06,0.02,0.006,1.01,1.00,1.01,0.539,0.00278,11.17,20.7356,638.65,130975.3,140242.0,32.568,30.9189,89.003,839.565,0.999,0.395,45.9,44.502,127.326,424,1742.0,51.49,7.654,87.724,3315.2,62.898,0.135,2.00
190000,1686,1.513,0.253,9.84,160202,148979,217,2,10932,355,969181.4,150501.7,0.031,0.597,0.221,0.151,150,10.49,8.89,0.05,0.81,0.69,4.03,0.69,3.57,9.06,5.29,0.00,0.00,0.023,0.110,216,0.536,0.123,0.831,0.000,0.046,223361,215582,1,1.000,0.000,0.065,1170734,0.120,1.490,0.018,31.33,78093,1184,423.949,0.500,0.129,7448112,1.01,14.09,0.003,0.002,0.000,5,8,16,64,17685,0.067,0.00,0.0063,0.034,310,0.553,0.001,0.650,0.334,3.02,1.77,7.24,0.00,0.000,1.00,1.02,1.01,0.554,0.00258,10.68,21.0569,452.83,133142.1,140243.9,32.758,29.4886,91.133,857.044,0.999,0.402,46.2,45.567,128.777,228,1147.3,42.38,7.728,89.080,2105.2,65.685,0.134,2.00
200000,1740,1.528,0.233,9.83,159542,148163,205,14,11106,617,984790.1,145651.0,0.026,0.604,0.235,0.134,153,10.74,8.74,0.05,0.61,0.85,4.83,0.43,2.48,9.41,5.44,0.02,0.22,0.025,0.123,212,0.506,0.147,0.819,0.000,0.034,219703,211925,1,0.901,0.099,0.052,939145,0.127,1.434,0.016,34.08,76143,257,236.063,0.571,0.137,7511181,1.02,13.86,0.003,0.006,0.009,6,8,17,64,18680,0.071,0.00,0.0060,0.045,346,0.540,0.001,0.640,0.327,3.03,1.84,7.28,0.02,0.010,1.01,1.01,1.02,0.540,0.00265,12.13,20.1037,511.75,133354.1,140244.8,32.085,26.5499,93.100,863.446,0.999,0.399,49.0,46.550,124.332,200,989.6,40.21,6.837,85.546,1834.0,64.517,0.134,2.00
210000,1513,1.526,0.333,9.76,148051,137677,105,3,10493,336,960253.3,135942.0,0.027,0.609,0.234,0.130,153,10.99,9.14,0.01,0.20,0.78,4.79,0.50,2.80,9.70,5.77,0.00,0.00,0.022,0.115,196,0.508,0.153,0.816,0.000,0.031,201877,193547,1,0.782,0.218,0.071,976505,0.131,1.758,0.026,36.99,71342,18,404.589,1.000,0.113,6876402,1.00,13.71,0.007,0.001,0.000,6,8,18,64,16629,0.063,0.00,0.0065,0.061,274,0.505,0.001,0.601,0.327,3.04,1.93,7.26,0.00,0.000,1.00,1.00,1.00,0.505,0.00313,13.35,19.1074,501.20,132106.1,140245.9,32.473,27.1833,90.706,840.517,1.000,0.399,42.8,45.353,120.577,375,1789.1,47.43,7.422,81.020,2633.9,59.237,0.135,2.00
220000,1635,1.514,0.274,9.86,155311,144395,142,0,10652,229,980216.8,145128.6,0.029,0.594,0.236,0.141,151,10.15,7.30,0.03,0.53,0.33,2.66,0.62,3.70,9.17,4.30,0.00,0.00,0.010,0.077,162,0.594,0.148,0.811,0.000,0.041,215540,207069,2,0.744,0.176,0.053,913774,0.131,1.641,0.021,35.35,75934,0,633.749,0.000,0.133,7195049,1.01,13.89,0.001,0.000,0.000,7,8,16,64,16590,0.063,0.00,0.0065,0.040,304,0.528,0.001,0.617,0.336,3.01,1.68,7.41,0.02,0.003,1.00,1.01,1.01,0.528,0.00276,12.79,20.2001,562.55,132900.5,140247.8,32.154,26.5143,92.458,853.174,0.999,0.392,44.5,46.229,122.467,262,1274.5,35.66,7.168,83.540,2195.8,62.712,0.134,2.00
230000,1734,1.537,0.212,9.72,150619,139996,178,10,10336,302,972553.5,144250.5,0.025,0.596,0.239,0.140,153,10.84,9.16,0.02,0.52,0.56,3.52,0.53,3.52,9.74,6.19,0.00,0.00,0.018,0.100,225,0.513,0.141,0.827,0.001,0.032,208253,199597,4,0.879,0.078,0.051,1091554,0.120,1.359,0.013,34.65,73369,653,477.651,0.400,0.130,6988353,1.00,13.96,0.010,0.002,0.000,6,8,19,64,18802,0.072,0.00,0.0058,0.042,384,0.527,0.001,0.606,0.334,3.04,1.80,7.26,0.00,0.001,1.00,1.00,1.01,0.527,0.00258,12.37,20.3648,535.28,133681.4,140248.8,32.699,27.3487,91.497,848.440,0.998,0.399,49.0,45.748,123.712,190,876.8,41.93,7.257,84.116,1459.1,62.740,0.135,2.00
240000,1669,1.559,0.294,9.73,159368,149696,192,3,9542,435,981540.0,146540.5,0.028,0.600,0.229,0.143,151,10.76,8.38,0.03,0.66,0.86,4.45,0.27,2.49,9.61,5.54,0.00,0.02,0.034,0.137,227,0.458,0.134,0.829,0.001,0.036,221291,212390,3,0.879,0.058,0.051,1080485,0.109,1.729,0.021,32.54,76214,268,336.875,0.333,0.136,7624815,1.01,13.81,0.003,0.003,0.001,6,8,16,64,17966,0.069,0.00,0.0061,0.039,374,0.557,0.001,0.629,0.330,3.06,1.91,7.32,0.00,0.001,1.01,1.00,1.01,0.557,0.00257,11.29,20.6262,600.35,132430.7,140250.3,30.879,29.1408,92.405,856.881,0.999,0.399,46.8,46.203,127.105,276,1193.2,44.34,7.667,89.135,2496.1,65.811,0.135,2.00
250000,1742,1.506,0.250,9.79,156487,147364,168,10,8872,497,980543.8,141864.6,0.024,0.597,0.237,0.142,150,10.51,9.02,0.20,2.68,0.68,4.32,0.37,2.45,9.26,4.77,0.00,0.00,0.020,0.110,184,0.566,0.142,0.817,0.001,0.041,215675,206856,2,0.607,0.133,0.055,913585,0.117,1.413,0.018,34.55,74065,448,285.442,0.200,0.133,7317221,1.04,13.95,0.012,0.001,0.000,5,8,16,64,18313,0.070,0.00,0.0061,0.045,332,0.532,0.001,0.615,0.329,3.02,1.64,7.43,0.00,0.000,1.00,1.07,1.05,0.532,0.00261,12.42,19.9365,435.24,133116.9,140251.3,31.188,27.7840,92.518,858.889,1.000,0.399,48.2,46.259,123.681,264,1306.1,38.19,7.057,85.680,1886.3,63.679,0.136,2.00
260000,1507,1.622,0.264,9.80,147696,139311,122,2,8496,377,967070.8,148924.8,0.028,0.601,0.236,0.135,148,12.59,10.84,0.02,0.61,0.97,4.57,0.66,3.68,10.94,7.85,0.00,0.05,0.031,0.130,215,0.466,0.137,0.831,0.001,0.031,210141,201764,3,0.630,0.078,0.066,889505,0.128,1.611,0.019,33.42,74077,1178,395.026,0.500,0.114,7026510,1.00,12.76,0.005,0.001,0.001,8,8,22,64,18974,0.072,0.00,0.0059,0.048,294,0.535,0.001,0.608,0.350,3.26,2.14,7.55,0.00,0.001,1.00,1.00,1.01,0.536,0.00301,11.96,21.1934,660.56,133054.1,140252.4,30.627,30.6169,90.631,861.643,1.000,0.400,45.1,45.316,125.090,244,1182.9,42.04,6.918,87.837,2037.9,63.445,0.134,2.00
270000,1552,1.581,0.303,9.90,145369,136014,159,6,9145,448,965903.1,144319.6,0.025,0.602,0.235,0.138,149,11.18,9.04,0.02,0.28,0.66,4.19,0.50,2.90,10.00,6.51,0.00,0.08,0.020,0.105,217,0.510,0.128,0.846,0.001,0.025,204086,196424,3,0.677,0.064,0.061,943763,0.133,1.624,0.021,34.67,72418,124,322.142,0.167,0.133,7018175,1.00,13.58,0.005,0.004,0.001,6,8,19,64,17347,0.066,0.00,0.0062,0.032,330,0.532,0.001,0.600,0.345,3.07,1.92,7.34,0.00,0.001,1.01,1.00,1.00,0.532,0.00292,12.47,20.6167,618.30,132447.1,140253.9,31.691,28.8895,90.726,846.071,0.999,0.399,44.0,45.363,123.492,361,1632.4,48.30,7.005,85.008,2171.8,62.252,0.136,1.99
280000,1490,1.606,0.311,9.74,147930,139246,112,5,8629,528,960887.1,140958.1,0.025,0.603,0.228,0.144,147,11.74,10.64,0.00,0.10,0.95,5.23,0.72,3.99,10.07,7.32,0.00,0.00,0.029,0.126,201,0.485,0.134,0.840,0.000,0.027,206662,198161,5,0.788,0.026,0.082,988306,0.126,1.744,0.022,33.55,74240,134,266.966,0.600,0.117,7051762,1.00,13.50,0.016,0.000,0.000,6,8,18,64,17496,0.067,0.00,0.0064,0.060,283,0.536,0.001,0.617,0.339,3.18,2.02,7.28,0.00,0.001,1.00,1.00,1.00,0.537,0.00303,11.83,20.0411,571.42,132381.1,140254.9,32.646,28.9227,90.437,844.735,1.000,0.396,43.7,45.219,125.336,313,1438.3,38.31,7.089,85.818,2564.1,62.766,0.134,2.00
290000,1624,1.553,0.204,9.93,142599,133150,105,13,9197,679,955896.9,142651.0,0.027,0.593,0.247,0.133,137,10.76,8.53,0.08,1.01,0.31,2.71,0.59,3.61,9.78,5.80,0.00,0.00,0.011,0.076,200,0.498,0.160,0.825,0.000,0.015,199200,190983,3,0.366,0.273,0.051,855490,0.129,1.338,0.013,35.58,71773,603,210.090,0.231,0.099,6548380,1.02,13.87,0.002,0.001,0.000,6,8,20,64,17482,0.067,0.00,0.0060,0.045,340,0.517,0.001,0.593,0.344,3.03,1.77,7.36,0.00,0.000,1.03,1.01,1.04,0.517,0.00276,12.76,20.2300,579.09,133995.4,140255.7,31.801,29.5285,89.910,838.449,0.999,0.403,46.0,44.955,122.446,186,850.8,33.41,7.203,83.696,1388.6,60.214,0.135,2.00
300000,1633,1.554,0.281,9.86,153318,142894,105,11,10299,961,982858.6,144600.6,0.028,0.586,0.245,0.140,149,10.92,8.30,0.03,0.66,0.96,4.37,0.39,2.63,9.54,5.41,0.00,0.00,0.038,0.139,225,0.552,0.136,0.840,0.000,0.024,212127,202807,2,0.345,0.346,0.039,938453,0.136,1.675,0.019,35.73,76118,288,150.469,0.273,0.123,7004708,1.01,13.70,0.003,0.002,0.000,6,8,19,64,17840,0.068,0.00,0.0063,0.043,269,0.524,0.001,0.615,0.335,3.08,1.96,7.29,0.00,0.000,1.01,1.01,1.02,0.524,0.00279,12.82,20.2346,607.08,132709.3,140257.3,32.185,26.0216,92.683,851.595,0.999,0.396,46.2,46.341,122.188,298,1280.7,38.49,6.753,83.105,2245.3,62.733,0.136,2.00
310000,1638,1.597,0.282,9.49,152057,141780,159,15,10098,747,963932.7,140308.3,0.032,0.594,0.238,0.137,147,11.38,8.77,0.05,0.58,0.73,4.59,0.89,4.30,9.71,4.97,0.02,0.28,0.022,0.116,218,0.441,0.148,0.817,0.000,0.035,207968,198592,3,0.561,0.132,0.089,1040471,0.133,1.590,0.021,33.44,73867,158,187.829,0.600,0.125,7223051,1.02,13.27,0.007,0.007,0.005,5,8,18,64,18638,0.071,0.00,0.0061,0.037,356,0.545,0.001,0.622,0.326,3.19,2.01,7.44,0.02,0.005,1.02,1.01,1.03,0.546,0.00268,11.74,19.6371,537.62,132608.2,140258.3,31.860,29.2304,91.002,853.740,1.000,0.399,46.8,45.501,125.664,283,1316.8,33.31,7.361,86.799,2321.9,63.127,0.135,2.00
320000,1733,1.572,0.264,9.36,149379,139681,145,19,9439,1312,958475.5,141204.3,0.028,0.591,0.235,0.145,148,11.49,9.88,0.12,1.83,0.84,4.74,0.41,2.75,10.12,6.04,0.00,0.10,0.022,0.116,218,0.537,0.143,0.818,0.000,0.039,205774,197148,3,0.455,0.063,0.043,827550,0.115,1.614,0.018,34.08,72611,238,107.625,0.526,0.134,7045454,1.03,13.50,0.010,0.003,0.002,6,8,19,64,19909,0.076,0.00,0.0055,0.042,389,0.539,0.001,0.623,0.332,3.07,1.85,7.43,0.01,0.003,1.01,1.04,1.03,0.540,0.00257,12.01,19.6735,659.73,132760.8,140259.6,32.708,28.6837,90.458,844.081,0.997,0.399,49.8,45.229,124.847,258,1005.5,40.25,7.513,85.047,2147.2,61.894,0.134,2.01
