step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1694,1.635,0.332,9.19,120578,114164,7,2,6148,2258,913761.9,212612.2,0.103,0.591,0.133,0.173,106,11.80,9.52,0.10,1.51,0.65,3.68,1.04,4.23,10.00,6.05,0.00,0.00,0.022,0.083,265,0.154,0.172,0.807,0.000,0.021,221087,214694,6,0.449,0.254,0.119,1355825,0.120,1.832,0.022,16.06,78163,18,94.160,1.000,0.120,4861338,1.03,15.23,0.006,0.001,0.000,6,8,23,64,19982,0.076,0.00,0.0054,0.040,478,0.648,0.000,0.753,0.479,2.94,4.89,3.55,0.00,0.002,1.03,1.04,1.02,0.648,0.00220,2.28,33.3581,734.85,110129.1,139737.4,23.667,70.7984,80.207,1336.468,0.953,0.381,20995.9,78.107,155.384,288,880.8,41.99,35.104,121.835,3096.4,62.688,0.136,2.00
20000,1571,1.393,0.230,8.07,54583,50315,909,0,3482,28,929818.4,48516.2,0.007,0.433,0.023,0.538,167,7.66,4.14,0.00,0.00,0.01,0.17,0.12,1.19,7.53,3.44,0.00,0.00,0.001,0.019,55,0.819,0.253,0.745,0.000,0.002,55399,54162,1,1.000,0.000,0.017,426049,0.127,1.458,0.015,76.82,23346,0,1732.723,0.000,0.008,1327881,1.00,17.30,0.001,0.000,0.000,7,7,8,64,12031,0.046,0.00,0.0079,0.080,695,0.146,0.000,0.134,0.296,2.35,3.86,3.51,0.00,0.000,1.00,1.00,1.00,0.146,0.00338,32.66,6.8640,137.52,13893.0,139737.9,22.140,17.5006,91.785,637.725,0.708,0.010,119649.0,81.920,46.824,237,994.4,36.90,1.967,32.220,1888.0,16.908,0.133,2.00
30000,1590,1.488,0.252,7.92,46352,41926,913,0,3494,1,811032.9,34837.9,0.000,0.424,0.005,0.570,170,9.64,8.69,0.01,0.38,0.07,0.93,0.45,3.40,9.11,7.06,0.00,0.00,0.001,0.017,110,0.715,0.214,0.775,0.000,0.011,37494,35996,1,0.972,0.028,0.024,188178,0.129,1.431,0.018,69.64,15895,0,34837.949,0.000,0.049,986522,1.01,16.34,0.006,0.000,0.000,7,7,14,64,15335,0.058,0.00,0.0056,0.068,585,0.121,0.000,0.125,0.226,2.62,3.96,3.91,0.00,0.000,1.00,1.01,1.01,0.121,0.00287,28.57,4.9651,318.10,33009.3,139738.2,35.390,19.8712,79.947,620.726,0.925,0.072,99919.8,81.920,55.528,313,1488.9,29.40,3.474,30.243,1659.0,11.856,0.137,1.99
40000,1861,1.472,0.261,7.94,58553,53154,674,0,4454,35,794723.2,60752.3,0.002,0.430,0.007,0.560,128,8.99,6.99,0.00,0.11,0.15,1.31,0.14,1.34,8.69,6.14,0.00,0.00,0.004,0.038,120,0.665,0.185,0.798,0.000,0.017,70588,68928,1,0.901,0.099,0.033,321215,0.106,1.531,0.017,60.33,24238,0,1735.780,0.000,0.061,1707634,1.00,16.54,0.002,0.000,0.000,7,7,14,64,16726,0.064,0.00,0.0049,0.079,615,0.209,0.000,0.176,0.345,2.57,4.13,3.65,0.00,0.000,1.00,1.00,1.01,0.209,0.00216,24.16,8.7484,418.64,81155.0,139739.3,20.556,42.0219,77.052,1272.291,0.943,0.251,51235.0,81.920,77.826,268,1149.0,33.97,3.846,58.801,1928.5,19.409,0.134,2.00
50000,1614,1.412,0.208,8.08,47591,43323,1006,0,3509,18,901464.8,44406.5,0.002,0.418,0.008,0.572,179,8.01,5.76,0.00,0.15,0.10,1.09,0.12,1.75,7.79,4.68,0.00,0.00,0.003,0.025,61,0.794,0.246,0.747,0.000,0.007,44101,42548,2,0.963,0.011,0.012,307242,0.134,1.245,0.013,76.35,18457,0,2467.026,0.000,0.019,1122453,1.01,17.20,0.001,0.000,0.000,7,7,8,64,12932,0.049,0.00,0.0072,0.077,747,0.125,0.000,0.111,0.284,2.43,3.73,3.68,0.00,0.000,1.00,1.00,1.01,0.125,0.00302,31.81,6.4343,165.48,12424.5,139739.6,28.866,14.3664,88.933,537.243,0.837,0.003,121367.0,81.920,47.978,255,1188.3,27.05,2.287,26.812,1278.4,14.526,0.135,2.00
60000,1587,1.378,0.088,8.00,42533,38622,994,0,2944,21,833120.2,29235.5,0.001,0.417,0.004,0.578,179,7.26,2.83,0.00,0.00,0.07,1.33,0.00,0.03,7.20,2.35,0.00,0.00,0.002,0.041,25,0.853,0.227,0.771,0.000,0.001,31812,30504,1,0.885,0.115,0.001,211726,0.120,0.509,0.004,74.43,15213,0,1392.166,0.000,0.000,814109,1.00,17.49,0.002,0.000,0.000,7,7,8,64,11528,0.044,0.00,0.0073,0.096,706,0.100,0.000,0.101,0.211,2.35,3.68,3.58,0.00,0.000,1.00,1.00,1.00,0.100,0.00294,30.58,4.0179,16.50,5290.9,139740.1,36.242,14.3876,82.842,562.976,0.642,0.000,130589.1,81.920,48.043,84,404.3,13.12,2.971,22.589,246.2,9.413,0.136,2.00
70000,1613,1.412,0.372,8.06,43212,39275,916,0,2995,64,802136.8,29542.2,0.000,0.413,0.004,0.583,170,8.08,5.74,0.08,0.71,0.07,0.82,0.28,2.50,7.65,3.82,0.00,0.00,0.003,0.035,71,0.849,0.240,0.757,0.000,0.003,33036,31534,1,0.970,0.030,0.015,221112,0.140,1.891,0.028,71.16,15432,0,461.598,0.000,0.014,838985,1.02,17.31,0.001,0.003,0.000,7,7,8,64,13033,0.050,0.00,0.0065,0.063,772,0.108,0.000,0.111,0.214,2.38,4.05,3.36,0.00,0.000,1.03,1.02,1.02,0.108,0.00274,28.77,4.1225,179.87,23140.7,139740.8,35.345,19.5924,79.657,700.766,0.888,0.036,107961.0,81.920,56.395,495,2327.5,36.33,2.981,28.572,2913.7,9.864,0.135,1.99
80000,1689,1.410,0.150,7.99,41136,37014,1159,0,2887,19,835087.4,34913.8,0.002,0.398,0.005,0.595,168,8.05,5.91,0.00,0.00,0.04,0.74,0.20,1.42,7.81,5.38,0.00,0.00,0.002,0.031,73,0.860,0.231,0.766,0.000,0.004,34148,33318,1,1.000,0.000,0.030,299292,0.155,1.154,0.008,73.06,15475,0,1837.568,0.000,0.015,811287,1.00,17.37,0.004,0.000,0.000,7,7,8,64,13599,0.052,0.00,0.0063,0.092,736,0.103,0.000,0.095,0.253,2.42,3.96,3.37,0.00,0.000,1.00,1.00,1.00,0.103,0.00258,30.13,5.0248,228.64,20362.4,139741.0,30.721,20.7925,82.551,555.157,0.752,0.050,114269.6,81.920,51.520,125,505.5,38.64,3.062,29.926,960.6,10.856,0.134,2.00
90000,1733,1.346,0.138,7.99,40337,36408,1148,0,2737,16,832709.4,22418.5,0.000,0.411,0.003,0.586,185,7.64,3.39,0.00,0.02,0.00,0.15,0.16,1.45,7.48,2.71,0.00,0.00,0.001,0.021,63,0.817,0.250,0.745,0.000,0.005,25599,23717,1,0.905,0.095,0.025,206799,0.121,0.921,0.007,75.93,13612,0,1401.158,0.000,0.002,676715,1.00,17.37,0.001,0.000,0.000,7,7,8,64,13237,0.050,0.00,0.0064,0.071,760,0.083,0.000,0.095,0.159,2.33,3.82,3.51,0.00,0.001,1.00,1.00,1.00,0.083,0.00271,31.52,3.0331,37.97,8800.3,139741.5,39.497,9.7499,83.102,464.882,0.783,0.000,126086.4,81.920,42.694,165,719.4,23.96,2.322,16.892,744.1,7.973,0.139,2.00
100000,1635,1.446,0.174,7.95,40698,37045,1021,0,2730,0,811694.6,27693.2,0.000,0.410,0.003,0.586,170,8.60,7.11,0.00,0.00,0.01,0.47,0.33,2.58,8.25,5.84,0.00,0.00,0.001,0.035,94,0.768,0.213,0.778,0.000,0.009,29056,27230,1,1.000,0.000,0.041,223919,0.121,1.027,0.010,72.58,14123,0,27693.182,0.000,0.024,702202,1.00,16.97,0.009,0.000,0.000,7,7,9,64,14066,0.054,0.00,0.0060,0.068,704,0.090,0.000,0.100,0.197,2.44,3.94,3.61,0.00,0.000,1.00,1.00,1.00,0.090,0.00280,29.75,3.8618,176.29,22686.2,139741.9,37.979,15.5800,80.468,533.732,0.879,0.044,111567.0,81.920,51.112,195,851.3,23.15,3.158,23.527,1022.5,8.997,0.135,1.99
