step,event,lineage,other,size
5000,birth,3,0,1406
13000,split,16,3,992
13000,split,17,3,16
16000,extinct,17,0,6
28000,split,22,3,35
32000,extinct,22,0,12
33000,extinct,3,0,9
135000,split,26,16,641
138000,extinct,26,0,650
157000,split,30,16,1048
160000,split,33,16,165
162000,merge,16,30,401
168000,split,36,30,425
175000,merge,33,30,270
177000,merge,36,30,357
213000,split,56,30,754
215000,split,58,30,207
226000,split,62,30,72
237000,merge,58,30,385
242000,split,63,30,418
243000,merge,63,30,418
247000,extinct,62,0,6
268000,split,68,30,427
285000,merge,68,30,400
291000,merge,56,30,654
296000,split,70,30,962
305000,split,74,70,348
311000,merge,74,70,367
322000,split,77,70,306
328000,merge,77,70,273
334000,split,78,70,145
350000,merge,78,70,181
355000,split,79,70,246
368000,merge,79,30,255
373000,split,80,30,262
375000,merge,80,30,227
380000,split,81,30,205
467000,merge,70,30,105
471000,extinct,81,0,5
474000,split,84,30,43
476000,split,85,30,169
479000,merge,85,30,119
484000,split,87,30,107
486000,extinct,84,0,6
487000,split,90,30,71
490000,merge,90,30,96
509000,split,94,30,123
510000,merge,94,30,123
533000,split,100,30,150
537000,merge,100,30,138
573000,split,108,30,6
574000,extinct,108,0,6
723000,extinct,87,0,5
889000,split,154,30,179
892000,merge,154,30,153
908000,split,155,30,40
913000,split,156,155,54
917000,merge,155,156,33
959000,extinct,156,0,6
