step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
100000,38,38,0,0,0,38,0,1.00,0,0.000,2853,4.54,1171.55,263.24,56,1,1,0,1.00,1.00,1.00,8,8,8,39.9
100000,38,38,0,0,0,38,0,1.00,0,0.000,2809,4.55,736.52,382.34,56,1,1,0,1.00,1.00,1.00,8,8,8,39.9
100000,38,38,0,0,0,38,0,1.00,0,0.000,2798,0.35,894.93,307.10,56,1,1,0,1.00,1.00,1.00,8,8,8,39.9
100000,38,38,0,0,0,38,0,1.00,0,0.000,2734,5.60,962.05,613.71,56,1,1,0,1.00,1.00,1.00,8,8,8,39.9
100000,38,38,0,0,0,38,0,1.00,0,0.000,2649,3.46,490.68,427.26,56,1,1,0,1.00,1.00,1.00,8,8,8,39.8
100000,10,10,0,0,0,10,0,1.00,12,0.000,2611,1.53,81.63,155.73,56,0,0,0,1.00,1.00,1.00,3,2,8,22.6
100000,48,48,0,1,0,47,0,1.00,0,0.021,2522,6.01,1047.92,702.69,56,1,1,0,1.00,1.00,1.00,6,8,8,39.6
100000,10,10,0,0,0,10,0,1.00,12,0.000,2366,1.13,164.91,4.75,56,2,2,0,1.00,1.00,1.00,5,2,8,41.5
100000,10,10,0,0,0,10,0,1.00,12,0.000,2313,2.29,148.49,1.74,56,2,1,0,1.00,1.00,1.00,3,2,8,44.8
100000,10,10,0,0,0,10,0,1.00,12,0.000,2252,1.08,152.71,1.41,56,1,1,0,1.00,1.00,1.00,4,2,8,24.1
100000,32,32,0,0,0,32,0,1.00,0,0.000,2154,3.64,952.76,136.33,56,0,0,0,1.00,1.00,1.00,8,8,8,16.1
100000,32,32,0,0,0,32,0,1.00,0,0.000,2137,2.85,376.68,21.73,56,0,0,0,1.00,1.00,1.00,8,8,8,17.1
100000,10,10,0,0,0,10,0,1.00,12,0.000,2042,1.45,41.30,101.18,56,0,0,0,1.00,1.00,1.00,3,2,8,19.8
100000,10,10,0,0,0,10,0,1.00,12,0.000,2039,0.79,129.63,2.14,56,1,1,0,1.00,1.00,1.00,5,2,8,35.3
100000,32,32,0,0,0,32,0,1.00,0,0.000,2002,3.56,609.13,203.19,56,0,0,0,1.00,1.00,1.00,8,8,8,14.6
100000,10,10,0,0,0,10,0,1.00,12,0.000,1986,1.16,129.55,3.58,56,1,1,0,1.00,1.00,1.00,3,2,8,35.2
100000,10,10,0,0,0,10,0,1.00,12,0.000,1966,0.77,132.64,2.08,56,1,1,0,1.00,1.00,1.00,3,2,8,38.1
100000,8,8,0,0,0,8,0,1.00,14,0.000,1965,1.46,121.47,2.35,56,0,0,0,1.00,1.00,1.00,3,2,8,10.9
100000,10,10,0,0,0,10,0,1.00,12,0.000,1865,1.35,123.06,1.91,56,1,1,0,1.00,1.00,1.00,2,2,8,34.2
100000,32,32,0,0,0,32,0,1.00,0,0.000,1811,3.76,270.46,22.36,56,2,2,0,1.00,1.00,1.00,6,8,8,43.2
100000,12,12,0,0,0,12,0,1.00,10,0.000,1749,2.58,46.70,119.35,56,1,1,0,1.00,1.00,1.00,3,3,8,39.8
100000,10,10,0,0,0,10,0,1.00,12,0.000,1733,1.61,117.63,1.18,56,2,0,0,1.00,1.00,1.00,4,2,8,40.8
100000,32,32,0,0,0,32,0,1.00,0,0.000,1733,3.95,539.73,87.38,56,2,2,0,1.00,1.00,1.00,8,8,8,42.1
100000,10,10,0,0,0,10,0,1.00,12,0.000,1692,2.44,103.11,1.60,56,2,1,0,1.00,1.00,1.00,3,2,8,43.8
100000,28,32,0,0,0,28,0,1.00,0,0.000,1685,4.19,427.58,88.31,56,2,2,0,1.00,1.00,1.00,8,8,8,41.9
100000,10,10,0,0,0,10,0,1.00,12,0.000,1674,1.23,106.98,0.61,56,0,1,0,1.00,1.00,1.00,3,2,8,20.9
100000,10,10,0,0,0,10,0,1.00,12,0.000,1647,1.70,106.97,1.84,56,1,1,0,1.00,1.00,1.00,3,2,8,24.1
100000,10,10,0,0,0,10,0,1.00,12,0.000,1639,1.69,114.77,0.31,56,2,1,0,1.00,1.00,1.00,3,2,8,42.0
100000,10,10,0,0,0,10,0,1.00,12,0.000,1632,1.22,114.46,0.99,56,1,1,0,1.00,1.00,1.00,3,2,8,39.2
100000,10,10,0,0,0,10,0,1.00,12,0.000,1615,1.19,110.69,2.88,56,1,1,0,1.00,1.00,1.00,3,2,8,32.4
100000,64,64,4,14,0,46,0,1.00,0,0.219,1571,6.82,532.80,151.75,56,2,2,0,1.00,1.00,1.00,9,8,8,40.9
100000,10,10,0,0,0,10,0,1.00,12,0.000,1566,2.04,100.80,3.16,56,2,1,0,1.00,1.00,1.00,3,2,8,54.5
100000,10,10,0,0,0,10,0,1.00,12,0.000,1530,2.72,104.21,1.84,56,2,2,0,1.00,1.00,1.00,3,2,8,42.8
