step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
220000,1153,2.044,0.440,7.14,121822,116246,569,0,5045,806,952803.1,287819.8,0.014,0.671,0.214,0.101,91,20.59,9.54,1.06,3.50,0.64,2.19,0.47,2.38,18.42,8.96,0.02,0.17,0.030,0.103,327,0.063,0.038,0.935,0.000,0.027,270845,269395,1,0.998,0.002,0.084,1225449,0.073,1.969,0.038,6.61,65221,0,357.097,0.000,0.239,8006747,1.18,3.20,0.001,0.020,0.011,10,20,31,64,23745,0.091,0.00,0.0045,0.018,214,0.867,0.000,0.404,0.560,6.47,7.56,7.64,0.03,0.014,1.14,1.22,1.18,0.867,0.00190,0.97,39.7699,1083.84,130080.3,140210.5,37.330,40.6068,84.931,826.650,0.999,0.375,86.2,84.931,160.663,568,2943.8,34.35,7.144,118.926,2947.3,89.242,0.136,2.00
230000,1149,2.060,0.424,7.34,124191,118211,485,0,5499,816,950730.0,288625.6,0.012,0.678,0.190,0.119,92,19.12,8.93,1.34,4.16,0.17,0.94,0.75,3.61,16.86,7.94,0.00,0.09,0.009,0.060,331,0.061,0.037,0.935,0.000,0.028,279274,277937,1,0.971,0.029,0.104,1051172,0.086,1.931,0.037,6.69,67821,0,353.708,0.000,0.243,8261914,1.29,4.45,0.002,0.009,0.001,8,19,29,64,21970,0.084,0.00,0.0049,0.006,161,0.858,0.000,0.474,0.564,6.34,7.47,7.56,0.01,0.005,1.26,1.38,1.27,0.858,0.00204,0.96,40.1251,1131.63,130377.4,140210.2,38.179,40.2497,84.479,820.643,1.000,0.371,82.2,84.479,160.777,493,2438.8,39.21,7.429,118.007,3099.9,88.939,0.135,2.00
240000,1099,2.130,0.509,6.70,117813,112172,545,0,5146,515,943363.7,290828.8,0.011,0.664,0.204,0.120,91,20.87,8.40,1.47,3.72,0.32,1.81,0.94,3.68,18.13,7.30,0.00,0.06,0.017,0.093,247,0.128,0.022,0.956,0.000,0.022,275691,274624,1,0.995,0.005,0.163,1452110,0.072,2.099,0.043,6.87,61890,0,564.716,0.000,0.234,7962136,1.21,1.93,0.002,0.009,0.001,16,20,29,64,22940,0.088,0.00,0.0047,0.022,193,0.873,0.000,0.419,0.581,6.59,7.80,7.76,0.01,0.004,1.10,1.25,1.25,0.873,0.00188,0.99,40.4768,1077.75,128982.0,140209.5,37.591,41.4991,83.624,798.914,0.998,0.369,82.8,83.624,160.685,689,3634.6,37.53,7.482,118.390,3288.6,88.203,0.135,2.00
250000,1101,2.125,0.467,6.56,118524,112818,570,0,5134,443,946146.4,284208.6,0.012,0.643,0.250,0.095,91,20.91,9.36,1.48,4.71,0.26,1.78,0.83,2.90,18.34,8.04,0.01,0.13,0.014,0.093,294,0.105,0.026,0.950,0.000,0.024,272664,271617,1,0.974,0.026,0.171,2139925,0.064,1.938,0.040,7.16,60007,0,641.554,0.000,0.244,7642186,1.28,2.97,0.002,0.006,0.002,9,20,32,64,23019,0.088,0.00,0.0047,0.015,180,0.869,0.000,0.433,0.573,6.47,7.67,7.67,0.01,0.003,1.23,1.30,1.30,0.869,0.00187,1.05,39.6264,1109.13,129681.4,140208.9,37.577,41.2409,84.044,798.481,0.999,0.358,83.4,84.044,160.603,631,3219.1,33.71,7.722,118.052,2959.9,87.996,0.135,2.00
260000,1268,2.015,0.421,6.58,123638,117389,557,0,5525,329,973223.0,302412.8,0.016,0.641,0.227,0.116,91,19.48,9.08,1.14,3.56,0.08,1.12,0.59,3.34,17.67,7.84,0.00,0.00,0.007,0.077,256,0.191,0.034,0.935,0.000,0.031,285456,284520,1,0.998,0.002,0.079,1317514,0.086,1.854,0.038,7.09,60377,0,919.188,0.000,0.260,7768514,1.18,3.24,0.002,0.001,0.000,7,19,31,64,24701,0.094,0.00,0.0043,0.013,204,0.870,0.000,0.375,0.575,6.25,7.56,7.66,0.01,0.002,1.11,1.26,1.17,0.871,0.00164,1.01,41.8548,1202.36,130177.4,140208.3,36.158,40.3218,86.401,818.622,0.999,0.368,91.9,86.400,160.692,539,3052.9,34.16,7.723,119.583,2366.1,90.884,0.134,2.00
270000,1231,2.073,0.413,6.48,126853,120241,663,0,5986,177,981977.0,314017.5,0.013,0.665,0.203,0.119,91,20.02,8.26,1.43,3.82,0.15,1.29,0.64,3.47,17.80,6.71,0.00,0.00,0.009,0.080,258,0.221,0.030,0.942,0.000,0.028,296603,295377,1,0.967,0.033,0.076,1026261,0.104,1.806,0.037,6.61,58604,0,1774.110,0.000,0.252,8364860,1.20,2.24,0.002,0.000,0.000,12,20,28,64,24644,0.094,0.00,0.0045,0.017,201,0.866,0.000,0.401,0.581,6.39,7.69,7.71,0.00,0.002,1.13,1.28,1.20,0.866,0.00180,0.99,42.9977,1083.19,130299.5,140208.1,37.042,38.5298,87.294,820.995,1.000,0.368,90.8,87.294,160.638,545,3022.9,30.85,6.964,119.206,2411.0,92.218,0.135,2.00
280000,1161,2.059,0.423,6.47,127082,120828,670,0,5654,188,969553.8,296156.9,0.013,0.666,0.196,0.126,92,19.94,9.24,1.31,3.88,0.05,0.79,0.66,2.54,17.91,7.91,0.00,0.00,0.004,0.055,256,0.209,0.042,0.935,0.000,0.022,285420,284355,1,0.992,0.008,0.134,900840,0.113,1.907,0.037,6.59,55157,0,1575.303,0.000,0.237,8095629,1.19,3.17,0.002,0.001,0.000,6,20,31,64,23146,0.088,0.00,0.0047,0.011,171,0.858,0.000,0.379,0.564,6.42,7.51,7.71,0.00,0.000,1.10,1.27,1.20,0.858,0.00199,0.99,40.9068,1180.63,130332.4,140207.6,38.046,38.3540,86.458,804.174,0.999,0.370,86.2,86.458,160.659,549,2978.2,34.67,6.830,118.215,2547.4,91.069,0.134,2.00
290000,1231,2.058,0.413,6.31,130398,123285,709,0,6334,164,990752.3,322378.5,0.012,0.664,0.203,0.121,92,20.63,9.75,1.60,5.56,0.15,1.29,0.65,3.14,18.23,7.68,0.01,0.11,0.006,0.056,246,0.257,0.028,0.945,0.000,0.028,301663,300848,1,1.000,0.000,0.090,892661,0.111,1.819,0.038,6.51,57792,0,1965.722,0.000,0.275,8234068,1.25,2.21,0.005,0.005,0.012,12,19,30,64,25396,0.097,0.00,0.0044,0.021,191,0.859,0.000,0.359,0.577,6.62,7.66,7.68,0.01,0.014,1.18,1.36,1.24,0.859,0.00191,0.98,43.8450,1080.41,130306.2,140206.9,37.641,36.8816,88.334,827.836,0.999,0.356,92.4,88.333,160.695,536,3125.7,35.93,6.841,118.708,2299.4,93.384,0.134,2.00
300000,1247,2.048,0.414,6.54,129010,122009,763,0,6222,208,984463.1,314432.5,0.012,0.660,0.210,0.117,90,20.05,9.65,1.34,4.13,0.11,1.45,0.70,3.50,17.90,7.78,0.00,0.00,0.003,0.043,270,0.303,0.030,0.940,0.001,0.029,297882,296864,1,1.000,0.000,0.090,1018721,0.097,1.936,0.036,6.49,61302,0,1511.695,0.000,0.248,8252425,1.20,2.72,0.004,0.001,0.000,10,18,34,64,25001,0.095,0.00,0.0044,0.013,225,0.861,0.000,0.373,0.575,6.40,7.65,7.67,0.00,0.004,1.11,1.24,1.22,0.861,0.00183,0.98,42.7174,1171.18,130271.1,140206.3,37.375,37.5767,87.907,822.958,1.000,0.361,92.4,87.907,160.680,524,2694.9,32.18,6.887,118.998,2712.2,92.579,0.136,2.00
310000,1172,2.081,0.421,6.58,125852,119260,706,0,5961,277,983328.1,312888.3,0.014,0.652,0.222,0.111,91,20.43,10.24,1.62,4.97,0.14,1.41,0.65,2.30,18.01,8.37,0.00,0.06,0.008,0.070,291,0.157,0.037,0.938,0.000,0.026,292608,291252,1,1.000,0.000,0.129,1052956,0.099,1.923,0.035,6.66,63415,0,1129.561,0.000,0.255,8007098,1.24,3.37,0.008,0.002,0.003,9,19,34,64,23946,0.091,0.00,0.0047,0.012,201,0.865,0.000,0.399,0.578,6.37,7.47,7.51,0.01,0.003,1.22,1.28,1.24,0.865,0.00186,0.99,42.6015,1186.41,130298.2,140205.7,36.046,39.0948,87.716,831.162,0.999,0.369,87.4,87.716,160.682,506,2647.5,27.37,7.082,120.147,2786.7,92.285,0.135,2.00
