step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,303,8.28,0.00,0.01,0.03,8.23,0.00,1.00,0.000,0.029,256125.1,23605.6,1,125,3.04,1.00,1.00,3.7357,3.20,128.6,23.8247,21.2754,5462,13.8177,0,0.0000,0.0
10000,1,574,8.72,0.00,0.03,0.01,8.68,0.00,1.00,0.000,0.057,360784.6,24733.5,1,33,3.11,1.00,1.00,3.8394,4.68,382.3,9.9667,30.6190,5461,27.4367,0,0.0000,0.0
10000,2,667,9.13,0.00,0.04,0.00,9.09,0.00,1.00,0.000,0.070,396483.1,24857.6,1,66,3.14,1.00,1.00,3.8215,6.58,1118.2,4.8778,33.9277,5461,40.6573,0,0.0000,0.0
20000,0,310,7.62,0.00,0.00,0.01,7.61,0.00,1.00,0.000,0.027,159059.6,1320.3,2,136,3.12,1.00,1.00,0.1744,4.66,128.3,29.8026,15.7979,5462,13.8191,1,0.0000,0.0
20000,1,569,8.64,0.00,0.01,0.00,8.63,0.00,1.00,0.000,0.057,309168.7,2850.2,2,19,3.16,1.00,1.00,0.3266,3.17,391.8,7.9462,30.4940,5461,27.4395,1,0.0000,0.0
20000,2,658,9.03,0.00,0.00,0.09,8.94,0.00,1.00,0.000,0.068,367165.8,4111.4,2,64,3.15,1.00,1.00,0.4630,5.48,1131.2,0.3549,35.7618,5461,40.6614,0,0.0000,0.0
30000,0,331,7.37,0.00,0.00,0.01,7.36,0.00,1.00,0.000,0.028,159616.3,1326.5,3,152,3.09,1.00,1.00,0.1747,2.63,134.6,29.6435,15.8504,5462,13.8191,1,0.0000,0.0
30000,1,593,7.95,0.01,0.01,0.05,7.88,0.00,1.00,0.000,0.055,309317.1,2741.5,3,20,3.09,1.00,1.00,0.3147,5.98,395.4,7.7989,30.5092,5461,27.4395,0,0.0000,0.0
30000,2,664,8.74,0.00,0.00,0.08,8.66,0.00,1.00,0.000,0.066,365753.1,3882.0,3,73,3.14,1.00,1.00,0.4370,4.95,1118.7,0.3394,35.6921,5461,40.6614,2,0.0000,0.0
40000,0,332,7.31,0.00,0.00,0.00,7.31,0.00,1.00,0.000,0.028,159750.2,1366.2,1,141,3.06,1.00,1.00,0.1810,5.73,127.6,29.4541,15.8549,5462,13.8191,0,0.0000,0.0
