step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1462,1.686,0.371,8.99,107185,99067,11,3,8147,1438,890749.5,228979.4,0.100,0.555,0.148,0.197,107,13.47,10.58,1.04,4.12,0.17,0.89,0.17,1.53,12.09,8.62,0.00,0.00,0.017,0.103,370,0.144,0.129,0.828,0.000,0.043,211168,206030,1,0.936,0.064,0.031,995596,0.147,1.749,0.027,14.66,64723,12,159.235,1.000,0.171,4599871,1.31,13.76,0.003,0.001,0.000,6,10,28,64,19693,0.075,0.00,0.0050,0.027,277,0.682,0.000,0.720,0.512,3.33,4.22,5.11,0.00,0.001,1.20,1.43,1.35,0.682,0.00200,1.97,35.9309,908.86,131234.9,140220.7,30.643,67.3028,77.052,889.128,0.994,0.398,44.9,38.521,155.850,478,1742.9,38.19,31.086,116.570,2785.4,61.875,0.135,2.00
20000,1649,1.694,0.274,7.91,133187,122151,90,0,10759,162,985324.4,178500.9,0.050,0.588,0.186,0.176,149,12.12,11.59,0.77,4.38,0.21,1.62,0.52,3.07,10.62,8.79,0.00,0.07,0.010,0.069,212,0.105,0.153,0.827,0.000,0.020,214119,208167,6,0.813,0.013,0.047,801298,0.128,1.682,0.017,34.28,66901,0,1101.857,0.000,0.106,5660292,1.20,14.24,0.018,0.001,0.003,6,9,23,64,19987,0.076,0.00,0.0056,0.038,499,0.493,0.000,0.625,0.421,3.27,3.47,5.62,0.02,0.003,1.14,1.24,1.24,0.493,0.00271,10.51,26.0093,747.85,132493.7,140220.6,30.550,32.3535,90.555,769.976,0.990,0.426,48.8,45.277,127.994,172,650.2,42.66,8.890,88.507,2387.3,64.323,0.135,2.00
30000,1238,1.719,0.475,7.31,101171,95092,104,0,6386,413,845029.5,131345.2,0.063,0.490,0.230,0.217,144,14.33,10.32,1.20,4.86,0.09,0.83,0.18,1.78,12.87,8.37,0.01,0.12,0.003,0.025,240,0.132,0.106,0.851,0.001,0.042,159866,155872,2,0.852,0.141,0.031,505315,0.147,2.106,0.037,37.16,46435,0,318.027,0.000,0.152,4083256,1.31,10.86,0.004,0.002,0.002,6,10,28,64,17740,0.068,0.00,0.0053,0.038,228,0.456,0.000,0.437,0.424,3.77,3.69,7.23,0.02,0.009,1.22,1.38,1.35,0.456,0.00287,14.09,19.1655,814.47,129923.0,140220.7,28.496,42.1729,78.822,638.391,0.999,0.381,39.1,39.412,119.334,612,2605.7,40.77,7.609,84.093,3881.4,47.775,0.133,2.00
40000,1276,1.834,0.437,7.13,134820,127265,53,0,7464,154,858948.6,187832.0,0.123,0.516,0.168,0.193,144,15.61,11.48,1.10,3.39,0.01,0.21,0.59,3.14,13.91,9.65,0.00,0.00,0.001,0.029,261,0.168,0.092,0.877,0.000,0.031,232503,230472,2,0.723,0.234,0.059,675611,0.116,2.000,0.035,15.61,61854,0,1219.689,0.000,0.187,5750564,1.26,10.23,0.005,0.000,0.000,6,11,34,64,19923,0.076,0.00,0.0048,0.040,181,0.675,0.000,0.718,0.443,3.85,3.98,7.21,0.00,0.000,1.20,1.33,1.27,0.675,0.00219,3.04,27.6437,983.37,130280.4,140221.0,38.351,45.1682,77.317,783.503,0.999,0.395,41.6,38.658,152.975,528,2289.0,35.68,12.643,106.838,3391.4,70.515,0.134,2.01
50000,1164,1.712,0.451,6.59,128112,121089,49,0,7086,112,827091.8,177731.8,0.128,0.541,0.161,0.170,144,13.08,10.01,0.68,3.17,0.02,0.42,0.32,3.13,12.06,8.73,0.00,0.03,0.002,0.044,195,0.121,0.123,0.831,0.000,0.046,221157,219056,1,1.000,0.000,0.029,649105,0.146,2.162,0.033,15.82,57708,0,1586.891,0.000,0.181,5701207,1.18,11.58,0.001,0.000,0.001,6,10,26,64,15228,0.058,0.00,0.0059,0.040,128,0.666,0.000,0.732,0.445,3.47,3.16,7.35,0.00,0.001,1.12,1.22,1.22,0.666,0.00247,3.23,26.4410,828.38,130492.4,140221.0,39.193,47.0139,74.420,759.733,0.999,0.388,34.9,37.211,152.093,542,2388.0,45.51,11.858,105.594,3685.1,67.183,0.135,2.00
60000,1109,1.729,0.516,6.84,138842,131150,30,1,7716,133,869385.2,190470.1,0.131,0.542,0.155,0.171,148,14.03,9.90,0.92,4.93,0.10,0.92,0.46,2.71,12.54,7.22,0.00,0.00,0.004,0.043,214,0.139,0.101,0.855,0.000,0.044,240723,237798,1,0.690,0.310,0.072,599876,0.131,2.342,0.038,16.87,61136,0,1432.106,1.000,0.197,6129566,1.23,10.76,0.001,0.000,0.000,5,11,26,64,15554,0.059,0.00,0.0063,0.042,101,0.663,0.000,0.745,0.447,3.70,3.57,7.30,0.01,0.003,1.04,1.31,1.29,0.663,0.00280,3.55,28.0386,801.43,129508.5,140220.9,37.510,44.4233,78.261,758.185,0.998,0.396,34.5,39.131,151.049,595,2524.7,39.51,12.178,105.911,4646.4,70.336,0.134,2.00
70000,1534,1.639,0.343,6.41,144241,135806,74,3,7933,260,898381.8,199629.5,0.146,0.543,0.160,0.151,147,13.52,9.26,0.46,2.70,0.13,1.33,0.34,1.79,12.58,8.54,0.00,0.00,0.013,0.104,269,0.122,0.103,0.850,0.000,0.047,251236,247896,1,0.673,0.327,0.054,1346320,0.123,1.656,0.028,14.09,62127,164,767.806,0.000,0.199,6171537,1.12,11.08,0.002,0.001,0.000,5,11,24,64,20739,0.079,0.00,0.0047,0.030,298,0.672,0.000,0.796,0.447,3.77,4.01,7.06,0.02,0.007,1.08,1.15,1.13,0.672,0.00208,2.19,29.7396,863.45,131625.9,140221.4,37.686,43.8145,80.363,790.029,1.000,0.396,46.7,40.180,155.522,399,1845.9,29.40,13.223,109.878,2486.9,75.995,0.135,2.00
80000,1251,1.721,0.507,6.85,153327,145638,68,1,7903,405,901418.2,191786.4,0.113,0.544,0.198,0.145,147,12.95,9.97,1.06,4.24,0.53,2.56,0.39,2.59,10.98,6.85,0.00,0.06,0.030,0.121,221,0.114,0.099,0.866,0.000,0.035,254593,251932,2,0.692,0.047,0.054,450293,0.126,2.225,0.040,16.10,56743,235,473.547,0.000,0.152,6519813,1.25,12.13,0.000,0.002,0.001,4,9,28,63,16204,0.062,0.00,0.0066,0.034,209,0.645,0.000,0.744,0.421,3.56,3.57,6.95,0.03,0.011,1.07,1.34,1.31,0.645,0.00258,3.11,27.2062,661.89,129393.9,140221.4,36.751,41.2833,82.472,797.051,0.999,0.392,37.7,41.237,152.820,722,2925.7,45.30,11.966,107.878,4322.9,74.395,0.134,2.00
90000,1483,1.675,0.355,7.14,169028,160540,106,0,8150,636,944668.1,168030.5,0.065,0.580,0.238,0.117,148,12.81,8.67,0.58,2.92,0.56,2.96,0.38,2.01,11.29,6.45,0.00,0.05,0.028,0.126,259,0.116,0.118,0.840,0.000,0.042,254603,249993,2,0.844,0.150,0.074,1030071,0.126,1.756,0.028,13.45,60510,0,264.199,0.000,0.151,7216209,1.16,11.46,0.000,0.004,0.001,7,10,24,63,18999,0.072,0.00,0.0056,0.030,273,0.635,0.000,0.815,0.362,3.51,3.52,6.94,0.05,0.021,1.05,1.21,1.20,0.636,0.00258,1.84,24.3977,696.13,131497.6,140221.5,36.092,38.9785,87.144,823.977,1.000,0.408,44.5,43.571,157.602,445,1993.4,36.32,13.178,112.458,2798.5,81.159,0.134,2.01
100000,1449,1.628,0.343,7.45,174374,165717,86,0,8605,600,945629.3,160358.9,0.040,0.574,0.285,0.100,146,12.39,9.11,0.78,3.25,0.88,3.64,0.38,1.93,10.35,6.12,0.00,0.13,0.038,0.139,265,0.222,0.106,0.849,0.000,0.046,254264,249016,1,0.734,0.266,0.070,932927,0.111,1.731,0.026,13.15,57211,0,267.265,0.000,0.145,6944998,1.20,11.71,0.003,0.006,0.001,5,9,25,64,17951,0.068,0.00,0.0063,0.037,244,0.610,0.000,0.826,0.344,3.54,3.43,7.09,0.05,0.022,1.05,1.26,1.28,0.610,0.00282,2.08,23.0973,633.93,131840.3,140221.8,38.538,35.4899,87.770,836.453,1.000,0.403,43.1,43.885,156.475,402,1888.5,34.96,11.077,110.072,2644.6,81.611,0.135,2.00
