step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
110000,1015,2.136,0.405,10.25,114535,111997,549,0,2153,1725,897599.0,210833.7,0.030,0.538,0.080,0.352,127,21.59,8.83,2.35,4.60,0.48,2.02,0.62,2.53,18.14,7.14,0.01,0.12,0.020,0.075,396,0.038,0.041,0.937,0.000,0.022,218053,215746,10,0.536,0.151,0.106,1612242,0.066,1.914,0.034,7.38,84665,0,122.222,0.000,0.224,5716271,1.40,2.95,0.003,0.011,0.003,10,21,32,64,21917,0.084,0.00,0.0049,0.016,218,0.820,0.000,0.433,0.498,6.63,7.41,7.75,0.02,0.012,1.14,1.66,1.40,0.820,0.00229,1.08,29.9479,914.05,64272.1,140072.2,43.871,37.4590,81.372,1244.752,1.000,0.150,66551.8,81.920,160.880,507,2637.2,37.88,8.769,111.510,2829.5,82.816,0.134,2.00
120000,1074,2.120,0.418,10.35,115934,113146,529,0,2200,1463,912225.4,221673.6,0.031,0.510,0.098,0.361,126,21.01,8.23,2.46,4.58,0.56,2.11,0.63,2.29,17.36,6.94,0.00,0.00,0.024,0.085,401,0.033,0.033,0.938,0.000,0.030,225572,223456,10,0.258,0.364,0.131,1287321,0.068,1.968,0.036,7.45,86834,0,151.520,0.000,0.194,5538484,1.46,2.77,0.004,0.016,0.000,12,20,31,64,22566,0.086,0.00,0.0049,0.014,244,0.818,0.000,0.436,0.510,6.44,7.51,7.78,0.04,0.020,1.13,1.75,1.49,0.818,0.00211,1.09,31.1386,929.72,56431.9,140071.9,43.544,36.5012,82.671,1248.853,0.999,0.118,74059.1,81.920,160.868,530,2899.9,40.05,8.661,111.758,2781.9,84.202,0.134,2.00
130000,1127,2.048,0.449,10.36,112554,110058,543,0,1900,2505,898189.0,218092.5,0.030,0.511,0.099,0.360,127,19.81,8.25,1.99,4.52,0.71,2.79,0.53,2.03,16.58,6.86,0.00,0.06,0.028,0.100,423,0.021,0.041,0.931,0.000,0.028,221298,219352,8,0.206,0.228,0.163,1519771,0.058,1.997,0.038,7.86,83855,0,87.063,0.000,0.224,5509580,1.35,4.03,0.001,0.015,0.001,9,20,29,64,22323,0.085,0.00,0.0048,0.016,252,0.821,0.000,0.431,0.515,6.30,7.32,7.68,0.04,0.026,1.22,1.49,1.36,0.821,0.00192,1.16,31.0153,950.33,63724.0,140071.4,43.656,37.8329,81.138,1256.751,1.000,0.142,66236.0,81.920,160.864,565,2864.2,31.16,9.285,111.165,3289.6,82.458,0.134,2.00
140000,1027,2.070,0.409,10.32,115694,113483,526,1,1784,1695,908295.6,217844.9,0.028,0.591,0.076,0.305,127,21.03,8.75,2.25,4.64,0.56,2.43,0.89,2.78,17.33,7.16,0.00,0.00,0.021,0.082,411,0.054,0.030,0.949,0.000,0.020,226381,223953,13,0.212,0.248,0.172,1721527,0.057,1.957,0.035,7.65,85913,73,128.522,0.000,0.211,6751082,1.40,2.84,0.001,0.015,0.000,10,20,30,64,21599,0.082,0.00,0.0051,0.007,233,0.835,0.000,0.478,0.513,6.50,7.54,7.78,0.06,0.036,1.12,1.68,1.41,0.835,0.00225,1.16,31.0434,824.70,62879.8,140071.0,41.771,38.9066,82.090,1233.053,1.000,0.139,67932.0,81.920,160.801,496,2645.0,52.92,9.058,113.265,2960.8,83.625,0.132,2.00
150000,1115,2.086,0.414,9.83,115695,113118,603,0,1886,1751,907277.9,219716.3,0.023,0.590,0.061,0.326,130,20.21,8.80,2.96,5.88,0.52,1.94,0.50,2.03,16.22,7.26,0.00,0.00,0.024,0.090,414,0.039,0.048,0.923,0.000,0.029,223255,221178,11,0.425,0.153,0.109,1635642,0.061,1.935,0.036,7.05,82924,0,125.480,0.000,0.214,6699182,1.55,3.60,0.004,0.012,0.000,8,20,29,64,22530,0.086,0.00,0.0050,0.018,280,0.839,0.000,0.452,0.508,6.36,7.47,7.56,0.07,0.039,1.29,1.77,1.58,0.839,0.00199,1.16,30.7175,844.27,58040.5,140070.5,43.657,36.6227,82.374,1237.536,0.999,0.120,72471.8,81.920,160.822,501,2664.8,38.55,8.185,111.973,3040.3,84.059,0.135,2.00
160000,1130,2.078,0.378,9.62,113427,110959,567,0,1886,2246,906069.4,219903.9,0.024,0.569,0.059,0.348,130,20.38,9.13,1.25,3.43,0.68,2.56,0.34,1.96,18.12,8.26,0.00,0.00,0.028,0.089,413,0.049,0.045,0.924,0.000,0.031,220876,218829,10,0.418,0.115,0.083,956754,0.074,1.890,0.032,7.57,83189,0,97.909,0.000,0.219,6221007,1.24,3.33,0.000,0.009,0.000,8,20,31,63,23030,0.088,0.00,0.0044,0.016,218,0.836,0.000,0.443,0.512,6.20,7.48,7.65,0.02,0.010,1.12,1.37,1.23,0.836,0.00198,1.13,31.2939,949.36,59745.9,140070.1,43.811,37.1447,81.804,1231.999,1.000,0.132,71314.0,81.920,160.827,446,2563.9,44.50,8.672,111.326,2459.1,83.499,0.134,2.00
170000,1080,2.111,0.390,9.15,117958,115410,515,0,2083,1599,906466.5,223599.3,0.021,0.578,0.056,0.345,132,20.19,8.01,1.75,3.85,0.65,2.22,0.74,3.04,17.05,6.49,0.00,0.00,0.032,0.107,388,0.042,0.035,0.939,0.000,0.026,228224,226423,9,0.647,0.117,0.135,1293915,0.060,1.871,0.034,7.44,82054,0,139.837,0.000,0.225,6511715,1.32,3.10,0.001,0.011,0.000,10,20,28,64,21807,0.083,0.00,0.0049,0.021,252,0.836,0.000,0.493,0.509,6.49,7.61,7.69,0.06,0.033,1.13,1.52,1.33,0.836,0.00207,1.12,31.4572,823.45,58698.4,140069.8,44.660,36.0370,82.015,1230.311,1.000,0.123,72261.4,81.920,160.853,482,2721.2,41.43,8.695,110.621,2654.4,83.642,0.134,2.00
180000,1071,2.050,0.380,8.15,115399,112718,592,0,2098,1706,906485.0,228249.3,0.021,0.596,0.058,0.326,135,20.26,8.33,1.81,4.17,0.92,2.96,0.43,1.98,17.10,7.03,0.00,0.00,0.038,0.109,359,0.037,0.035,0.939,0.000,0.025,227337,225541,4,0.728,0.025,0.088,1261172,0.064,1.783,0.032,7.23,76567,0,133.792,0.000,0.232,6694688,1.31,3.32,0.002,0.012,0.000,10,20,29,64,21694,0.083,0.00,0.0049,0.021,248,0.842,0.000,0.452,0.518,6.52,7.53,7.73,0.03,0.019,1.10,1.49,1.34,0.842,0.00210,1.16,31.7679,754.43,55946.3,140069.5,47.754,32.7271,82.221,1243.707,1.000,0.115,75272.4,81.920,160.766,478,2671.0,29.55,7.884,107.691,2554.1,83.886,0.134,2.00
190000,1079,2.054,0.371,7.68,115470,112510,646,1,2305,1582,904669.8,228999.5,0.018,0.597,0.053,0.332,136,20.15,7.29,1.42,3.61,0.58,2.63,0.30,1.86,17.84,6.39,0.00,0.00,0.026,0.087,347,0.078,0.035,0.944,0.000,0.020,224982,222995,2,0.945,0.032,0.060,1060641,0.063,1.800,0.032,7.26,72286,35,144.753,1.000,0.229,6744021,1.21,2.56,0.002,0.006,0.000,12,20,28,64,21738,0.083,0.00,0.0047,0.024,233,0.844,0.000,0.418,0.515,6.43,7.55,7.80,0.02,0.010,1.05,1.36,1.23,0.844,0.00207,1.17,31.4962,909.50,51570.1,140069.0,48.878,31.4350,82.369,1232.574,1.000,0.109,79767.7,81.920,160.694,472,2729.6,35.60,7.979,106.532,2193.5,83.682,0.135,2.00
200000,1026,2.149,0.413,7.29,118390,114963,638,0,2842,1161,891998.6,214281.2,0.029,0.584,0.061,0.326,139,21.13,9.40,2.21,5.75,0.45,1.90,0.20,1.46,18.27,7.83,0.00,0.03,0.023,0.095,301,0.068,0.033,0.942,0.000,0.024,218878,216672,4,0.834,0.100,0.051,812246,0.074,1.898,0.036,7.24,67310,0,184.566,0.000,0.208,6495343,1.39,2.55,0.012,0.001,0.001,12,20,30,64,21676,0.083,0.00,0.0048,0.015,249,0.834,0.000,0.398,0.492,6.45,7.58,7.77,0.01,0.008,1.09,1.64,1.41,0.834,0.00215,1.11,29.8292,986.52,56427.0,140068.7,51.399,29.9011,81.367,1231.065,1.000,0.125,74235.2,81.920,160.692,534,2954.0,39.33,7.870,104.094,2600.0,82.521,0.134,2.00
210000,1135,2.081,0.366,7.18,118411,114775,685,0,2842,1600,902713.4,226847.9,0.021,0.601,0.058,0.320,137,19.74,7.61,1.12,3.28,0.71,2.12,0.21,1.92,17.71,6.59,0.00,0.04,0.034,0.103,335,0.129,0.039,0.936,0.000,0.026,225945,224049,4,0.840,0.052,0.057,697904,0.056,1.682,0.033,7.02,67312,0,141.780,0.000,0.240,6789555,1.20,2.76,0.003,0.026,0.002,10,19,27,64,22410,0.085,0.00,0.0045,0.019,213,0.849,0.000,0.385,0.506,6.57,7.66,7.80,0.05,0.032,1.08,1.34,1.19,0.849,0.00192,1.09,31.1524,839.07,53029.1,140068.4,49.527,30.9607,82.319,1228.278,1.000,0.113,78227.1,81.920,160.735,492,2905.0,35.57,7.943,106.197,2040.9,83.752,0.135,2.00
220000,1081,2.026,0.361,7.30,120225,116622,751,1,2905,2574,896185.0,221002.0,0.023,0.612,0.055,0.311,139,19.34,7.42,1.15,2.54,0.60,2.23,0.23,1.50,17.36,6.86,0.00,0.00,0.030,0.096,325,0.083,0.030,0.940,0.000,0.031,223656,221990,5,0.582,0.072,0.048,731977,0.056,1.771,0.032,6.76,63891,0,85.859,1.000,0.237,7021656,1.20,3.31,0.003,0.007,0.000,10,20,27,64,20904,0.080,0.00,0.0048,0.017,222,0.854,0.000,0.360,0.494,6.51,7.56,7.77,0.05,0.045,1.06,1.34,1.21,0.854,0.00197,1.10,30.1173,812.03,50855.2,140068.4,52.383,28.2214,82.167,1246.788,1.000,0.103,80696.0,81.920,160.628,449,2666.7,29.99,7.301,103.598,2214.0,83.364,0.136,2.00
230000,1245,2.011,0.333,7.12,121696,117599,615,0,3318,1581,898881.9,231528.7,0.026,0.625,0.051,0.298,138,19.23,7.89,1.30,3.02,0.43,2.23,0.16,1.58,17.33,7.02,0.00,0.08,0.020,0.093,356,0.128,0.031,0.939,0.000,0.030,232682,230816,4,0.904,0.038,0.031,339551,0.056,1.608,0.031,6.86,65486,0,146.444,0.000,0.211,7301409,1.22,3.33,0.002,0.006,0.002,9,19,27,64,23946,0.091,0.00,0.0042,0.011,244,0.854,0.000,0.406,0.507,6.42,7.49,7.58,0.01,0.012,1.10,1.38,1.22,0.854,0.00173,1.08,31.4869,821.68,49288.3,140068.3,51.641,29.0417,82.085,1250.311,1.000,0.099,82343.3,81.920,160.684,432,2681.5,26.70,7.483,104.256,1746.8,83.567,0.135,2.00
240000,1142,1.962,0.346,6.94,124157,119648,745,0,3867,1201,893920.1,235605.5,0.020,0.607,0.064,0.308,139,19.06,7.52,0.81,2.50,0.11,1.23,0.15,1.82,17.99,6.57,0.00,0.03,0.004,0.036,254,0.106,0.037,0.934,0.000,0.029,233135,231496,4,0.555,0.385,0.010,221296,0.088,1.707,0.031,6.60,64154,0,196.174,0.000,0.227,7084415,1.14,2.94,0.004,0.000,0.001,10,19,26,64,21761,0.083,0.00,0.0044,0.019,266,0.848,0.000,0.374,0.500,6.37,7.51,7.72,0.00,0.003,1.05,1.24,1.14,0.848,0.00183,1.07,31.6003,864.34,49301.9,140068.1,53.939,26.9095,81.928,1256.203,1.000,0.100,82425.4,81.920,160.700,445,2610.3,32.40,7.090,102.223,1966.1,83.304,0.135,2.00
250000,1149,2.050,0.333,6.81,121861,117147,684,0,4023,1141,903007.1,244510.9,0.021,0.629,0.052,0.297,138,20.56,8.80,1.48,3.53,0.23,2.07,0.03,0.24,18.82,7.90,0.00,0.00,0.010,0.063,313,0.084,0.030,0.948,0.000,0.023,237055,235553,5,0.564,0.374,0.017,231425,0.089,1.723,0.030,6.79,67256,0,214.295,0.000,0.224,7407233,1.25,2.78,0.004,0.007,0.000,11,20,31,64,23622,0.090,0.00,0.0042,0.019,257,0.861,0.000,0.387,0.517,6.63,7.54,7.73,0.00,0.003,1.04,1.45,1.26,0.861,0.00174,1.11,33.2327,913.23,47711.4,140068.2,53.236,27.4120,82.084,1248.805,1.000,0.093,84066.3,81.920,160.668,454,2716.4,42.51,7.347,102.698,1627.9,84.066,0.135,2.00
260000,1155,2.026,0.309,6.65,121609,116808,713,1,4081,1113,893462.8,233107.2,0.019,0.607,0.058,0.316,129,19.58,7.51,0.99,2.37,0.14,1.00,0.18,1.41,18.26,6.44,0.00,0.00,0.006,0.041,278,0.112,0.032,0.947,0.000,0.021,229595,227972,1,0.631,0.369,0.037,380050,0.065,1.550,0.028,6.96,62662,450,209.440,0.000,0.225,7057085,1.16,2.75,0.003,0.004,0.000,10,19,28,64,22612,0.086,0.00,0.0042,0.016,261,0.855,0.000,0.383,0.503,6.40,7.53,7.78,0.01,0.005,1.03,1.29,1.17,0.855,0.00174,1.07,31.4057,766.91,48882.3,140068.4,52.842,28.1287,81.847,1241.510,1.000,0.097,83332.6,81.920,160.616,442,2703.9,29.47,7.595,102.973,1401.5,82.949,0.134,2.00
270000,1075,2.055,0.352,6.97,123837,118705,721,0,4491,893,895191.4,238802.2,0.021,0.602,0.060,0.318,142,19.70,8.06,0.68,2.61,0.17,1.43,0.31,2.24,18.55,7.18,0.00,0.07,0.009,0.074,296,0.106,0.043,0.933,0.000,0.024,234779,233317,1,0.980,0.020,0.039,414054,0.094,1.713,0.032,6.43,63447,0,267.416,0.000,0.253,6844422,1.12,3.22,0.005,0.004,0.002,10,19,29,64,21181,0.081,0.00,0.0045,0.012,236,0.840,0.000,0.403,0.504,6.34,7.46,7.64,0.01,0.005,1.04,1.20,1.12,0.840,0.00204,1.02,32.3615,839.63,51183.4,140068.2,53.960,27.1657,81.635,1262.140,0.999,0.103,80479.3,81.920,160.841,468,2769.6,38.26,6.963,102.425,1931.9,83.647,0.135,2.00
280000,1150,2.018,0.332,6.93,127177,121351,703,1,5047,454,897518.8,238691.6,0.022,0.610,0.067,0.301,138,19.57,7.52,0.50,2.21,0.24,1.57,0.12,1.18,18.71,6.55,0.00,0.00,0.008,0.045,262,0.129,0.038,0.943,0.000,0.018,237158,235783,1,0.655,0.345,0.017,404065,0.103,1.689,0.030,6.59,66683,0,525.752,1.000,0.268,7213057,1.09,2.68,0.001,0.006,0.000,10,19,25,64,22506,0.086,0.00,0.0042,0.019,246,0.846,0.000,0.374,0.495,6.41,7.47,7.67,0.01,0.006,1.03,1.14,1.09,0.846,0.00181,1.06,32.0111,835.42,49291.4,140068.0,52.293,28.3760,82.128,1255.538,1.000,0.099,82561.1,81.920,160.705,459,2666.8,41.30,7.420,103.898,1755.0,83.640,0.135,2.00
290000,1096,2.012,0.363,6.64,127351,121586,712,0,5107,431,903457.3,257761.2,0.023,0.613,0.057,0.306,135,19.09,7.03,0.70,2.12,0.10,1.12,0.06,0.90,18.23,6.59,0.00,0.03,0.004,0.036,271,0.173,0.038,0.938,0.000,0.024,251974,250328,1,0.565,0.435,0.007,165016,0.079,1.704,0.034,6.19,68889,0,598.054,0.000,0.222,7344869,1.12,2.80,0.001,0.001,0.001,9,19,26,64,20920,0.080,0.00,0.0045,0.016,243,0.849,0.000,0.455,0.522,6.34,7.54,7.63,0.01,0.004,1.03,1.20,1.13,0.849,0.00187,1.04,34.6535,805.38,47428.1,140067.7,53.118,27.5769,82.071,1260.633,1.000,0.095,84075.3,81.920,160.801,502,2993.5,29.74,6.789,103.497,1951.0,84.744,0.134,2.00
300000,1132,1.992,0.349,6.57,121588,116647,792,0,4113,920,896607.0,245199.9,0.019,0.629,0.051,0.300,134,19.80,8.06,0.92,2.87,0.27,2.45,0.15,1.32,18.46,6.59,0.00,0.00,0.008,0.055,257,0.145,0.042,0.930,0.000,0.027,234801,233646,1,0.603,0.397,0.029,189821,0.108,1.743,0.031,6.26,61743,0,266.522,0.000,0.224,7248033,1.15,2.65,0.011,0.002,0.000,11,20,25,64,22413,0.085,0.00,0.0043,0.016,255,0.861,0.000,0.389,0.514,6.58,7.65,7.64,0.02,0.005,1.03,1.27,1.16,0.861,0.00174,1.01,32.9581,881.38,49778.4,140067.5,54.318,26.8306,81.699,1250.613,1.000,0.105,81863.9,81.920,160.693,450,2725.2,30.53,6.907,102.254,1930.0,83.827,0.135,2.00
310000,1111,1.971,0.350,6.83,123181,118301,763,0,4138,1032,900255.1,240285.3,0.022,0.610,0.050,0.318,135,19.01,7.19,1.12,2.96,0.22,1.62,0.14,1.37,17.53,6.11,0.02,0.26,0.008,0.053,266,0.110,0.031,0.937,0.000,0.032,234039,232704,2,0.734,0.264,0.036,275993,0.086,1.729,0.032,6.15,62847,0,232.835,0.000,0.246,7024954,1.23,2.80,0.002,0.009,0.005,11,19,25,64,21121,0.081,0.00,0.0046,0.019,241,0.856,0.000,0.388,0.507,6.34,7.54,7.69,0.03,0.015,1.12,1.32,1.25,0.856,0.00178,1.05,32.5788,787.73,48333.6,140067.6,53.837,26.8905,82.072,1240.995,1.000,0.096,83384.1,81.920,160.720,446,2666.3,36.37,6.597,102.803,2115.5,84.417,0.135,2.00
