a,b,dist
1108,460,0.44320
1108,2280,0.37237
3469,1520,0.29398
2917,2980,0.50557
327,3442,0.48011
540,4862,0.40722
3966,481,0.31822
2040,1864,0.67476
1367,302,0.44448
1539,4521,0.48057
2348,3558,0.39608
1240,2128,0.47912
270,3075,0.26418
4448,2387,0.48534
4113,1252,0.31095
2934,2959,0.27942
1965,4195,0.28386
3669,1999,0.38715
104,2641,0.36591
4501,372,0.48034
2248,1790,0.34250
218,4408,0.48190
2485,4659,0.33146
3038,2647,0.23321
1930,2824,0.35658
1503,177,0.56221
4350,4511,0.35734
2691,4924,0.25900
3983,2261,0.46258
2935,1771,0.33470
688,3216,0.62758
835,9,0.34204
3162,3832,0.32230
4275,1859,0.46775
4786,1952,0.32243
4704,1791,0.19049
387,1609,0.95051
500,3338,0.43230
3156,4862,0.41436
514,2911,0.29373
787,759,0.66742
2599,2867,0.52385
1100,1895,0.74343
4137,2125,0.34226
1633,4238,0.25722
2032,2016,0.22588
3289,655,0.74180
2607,2426,0.39521
693,4885,0.42556
2903,2227,0.32573
1379,377,0.46028
665,814,0.48821
1148,192,0.36255
1883,1191,0.37146
845,3283,0.31255
4295,3432,0.51527
3772,175,0.33722
4579,4188,0.56140
2547,4726,0.50804
505,708,0.31146
739,2310,0.48723
4813,1657,0.52382
4873,3836,0.51034
3515,3864,0.44797
2307,3857,0.32309
3387,4709,0.38843
1472,2928,0.26586
312,2332,0.52932
3216,913,0.45940
250,448,0.33416
606,4766,0.47941
606,1442,0.47706
4388,2461,0.58673
4823,3346,0.54387
802,4219,0.39912
4782,1948,0.29721
2182,3592,0.70027
706,463,0.61873
4899,4129,0.46646
3303,1975,0.59029
3307,461,0.25645
4958,3480,0.43228
427,2293,0.46624
2243,3567,0.43053
1305,871,0.49200
3387,4316,0.73778
901,1824,0.25633
1640,4266,0.48363
4316,3559,0.50225
219,1264,0.43930
51,2857,0.41115
1632,751,0.30423
3204,4413,0.60381
3544,3412,0.35184
2956,1774,0.38065
4660,745,0.41613
2889,612,0.41343
1068,3311,0.43389
1305,184,0.55568
2917,4873,0.55075
2767,1666,0.51332
21,2613,0.57346
4866,388,0.39093
3118,1333,0.25024
1842,180,0.52878
720,1704,0.51683
812,3414,0.38084
404,4117,0.33053
4759,1911,0.31823
1059,2414,0.36392
4188,330,0.71096
3119,4261,0.22479
348,3445,0.45376
3873,497,0.50677
3091,4618,0.26541
3134,1855,0.23959
3248,1712,0.38539
2561,3013,0.38366
2787,2387,0.37577
702,3632,0.41507
4828,2157,0.28467
488,855,0.41887
4098,3348,0.29498
1619,2555,0.62483
425,3900,0.47054
3623,45,0.49677
3131,3103,0.40425
4148,3480,0.33131
2654,1017,0.39271
4723,2719,0.30838
2574,360,0.43404
4820,843,0.52495
1637,4947,0.68239
3920,2209,0.37473
203,3000,0.26231
3334,4604,0.45423
2355,1022,0.26262
2051,3800,0.44155
1508,2997,0.49318
904,4133,0.54114
4160,3136,0.36971
2732,1875,0.63897
4088,4907,0.35227
1720,669,0.25382
346,815,0.19748
1836,3241,0.36826
4941,4811,0.41720
136,834,0.45734
4800,4517,0.35535
796,3116,0.34613
1015,4650,0.18468
4678,2260,0.20756
2282,2642,0.44103
4199,1493,0.59504
3381,1824,0.34733
439,3223,0.34656
4119,4717,0.28868
1372,4254,0.83159
999,2786,0.40839
4825,1719,0.40696
2280,3525,0.34225
380,4417,0.45505
3833,2039,0.44977
2262,705,0.25751
2126,3897,0.30472
4907,3971,0.43680
762,2331,0.33464
3494,2228,0.27336
2498,2275,0.39748
2085,60,0.27738
4817,768,0.40389
1849,3946,0.35150
1315,2824,0.32422
3573,4051,0.31477
2066,3780,0.62991
652,259,0.36141
3609,4405,0.46453
3083,3811,0.25784
4954,2360,0.38588
4659,260,0.42493
2970,4550,0.47083
3921,1896,0.43257
2870,1444,0.27931
2274,883,0.54147
4153,4684,0.39740
330,4671,0.48025
1029,4255,0.63841
3709,2089,0.35787
3577,4902,0.33926
3296,3,0.18428
1000,4017,0.43504
2372,2699,0.37353
2139,1307,0.37432
3823,1123,0.44456
1269,702,0.22091
1679,249,0.30664
1582,1857,0.31772
3395,1933,0.26971
3188,978,0.40627
394,4295,0.48245
2628,916,0.48807
2586,2510,0.28805
685,4504,0.39302
4946,3815,0.44489
2985,2359,0.64853
1253,4834,0.33222
368,1942,0.75255
900,522,0.38830
792,3483,0.27614
3441,4286,0.41152
3174,3271,0.26517
1242,4515,0.33865
1728,977,0.67823
619,2007,0.44428
2039,4253,0.55412
4733,4521,0.31252
4658,2605,0.47058
2803,1195,0.47782
1923,4000,0.34895
1438,4691,0.58877
1294,596,0.33882
4972,4303,0.22644
1148,998,0.36868
1886,4647,0.25122
3109,2124,0.29073
1564,1601,0.35402
732,4513,0.38406
265,890,0.13398
1162,1337,0.37929
3985,1948,0.32232
4842,2439,0.36976
417,3190,0.39297
4486,2773,0.61570
1011,4153,0.35967
2749,2573,0.18414
484,1451,0.37564
2385,1436,0.41151
4020,1975,0.31148
3070,2991,0.31465
4846,2564,0.20262
3212,3362,0.34317
3259,1705,0.33985
2509,4066,0.56920
2583,3187,0.37939
725,1435,0.43638
231,881,0.68335
3923,4061,0.46509
537,825,0.47041
4232,563,0.45208
4694,3002,0.28394
1175,2288,0.32396
3244,641,0.85326
601,4925,0.74375
4780,4333,0.37553
4577,3283,0.26584
821,3775,0.35101
4146,4331,0.59399
1824,3491,0.47746
4075,2344,0.70614
176,4222,0.41199
3388,1493,0.48082
806,1562,0.57226
2357,540,0.33140
3433,535,0.33271
594,1754,0.55963
4301,2272,0.45893
4426,2404,0.56167
2135,778,0.56275
1764,3285,0.50268
4982,1944,0.38384
1892,935,0.34100
4344,3461,0.36044
4780,2715,0.26687
1615,1615,0.00000
3555,3088,0.38463
2387,1518,0.40563
162,2157,0.29578
50,1466,0.59528
4747,1510,0.41071
4271,2394,0.53653
92,3168,0.70505
1214,1205,0.33159
1619,666,0.92675
3122,2039,0.45547
3338,4004,0.31946
2123,2871,0.46854
3410,1582,0.45510
381,1144,0.46035
3054,1568,0.44240
334,4990,0.40728
2219,2476,0.55898
2972,3283,0.38406
1426,3360,0.36197
4446,614,0.57023
2486,3445,0.68331
634,4438,0.35551
1191,3502,0.45358
2514,3124,0.62371
529,1132,0.50863
686,3913,0.39474
859,501,0.51010
3844,4104,0.34834
2009,4786,0.30016
376,4498,0.34950
2568,88,0.48072
3763,231,0.50043
2621,615,0.29337
2033,607,0.32079
1240,803,0.41051
4470,3324,0.41508
391,2571,0.14209
3627,531,0.40240
1114,3131,0.44273
187,2741,0.39122
1526,3902,0.43651
1389,3250,0.41231
3746,881,0.37020
3365,2383,0.41088
3307,4369,0.50917
329,4553,0.54596
46,1260,0.77231
477,2316,0.25594
358,1892,0.61985
4353,2201,0.55269
1132,202,0.29635
2955,768,0.45099
2527,3445,0.48319
2995,3971,0.34595
279,1755,0.43771
4744,2005,0.46293
3431,2771,0.40733
4592,1425,0.28088
4694,4748,0.33028
3628,2407,0.58088
1309,1521,0.28821
3422,894,0.50068
3619,271,0.20667
3687,3263,0.29351
3106,144,0.50451
3556,3883,0.37613
4660,340,0.23017
4521,1333,0.28081
4620,2004,0.49668
1056,4880,0.50346
3168,3069,0.43931
786,4546,0.62732
2355,4364,0.34469
4084,3600,0.50807
1569,4221,0.44727
4647,3814,0.36695
3849,707,0.50513
4166,4273,0.35513
3752,3321,0.25273
19,418,0.58164
4557,2824,0.46016
1586,1220,0.39746
2863,4249,0.72778
3829,1199,0.39918
1897,3224,0.45787
1661,2908,0.39852
2304,3537,0.33161
1429,3483,0.43245
2039,3164,0.63248
4870,3502,0.50342
1245,1773,0.46357
4544,1952,0.26344
4559,2527,0.62721
3934,1375,0.43800
109,3278,0.49902
3031,2969,0.42192
3924,4933,0.35775
4677,1121,0.57614
1345,1835,0.48022
4565,2698,0.37650
3166,4692,0.44663
2188,2021,0.34569
1642,1063,0.64280
4896,3931,0.45624
2253,2560,0.31128
1578,3594,0.44107
4135,514,0.42152
547,761,0.38974
2589,4507,0.44710
4614,2108,0.68703
2405,3827,0.24076
3204,2777,0.68099
2610,3801,0.32113
2420,289,0.59145
4660,2335,0.41528
4176,813,0.33836
4057,1948,0.51197
3351,4061,0.21883
3583,3438,0.43842
3759,1685,0.20610
1248,4416,0.64940
2586,3766,0.28374
476,2673,0.35311
4806,418,0.49646
2460,3995,0.32680
852,2564,0.44600
1111,2100,0.93348
4221,2352,0.50113
1770,3274,0.49479
805,1072,0.56268
4045,967,0.44464
3751,646,0.38239
4350,400,0.51458
3530,2141,0.37637
1643,2801,0.35235
1390,2722,0.41739
1490,50,0.40349
3348,3818,0.26346
430,3351,0.55710
2596,3710,0.35351
3542,162,0.33318
2252,213,0.39619
3168,4172,0.64417
1520,2820,0.40661
3708,4506,0.45519
2731,4976,0.49271
389,4514,0.37615
2752,1739,0.42404
1631,1647,0.26420
3956,4132,0.29083
2341,1610,0.43813
791,2457,0.39170
424,3448,0.45052
811,168,0.24818
3095,3695,0.49251
2404,1008,0.49572
4732,474,0.40403
3834,4411,0.45598
489,4857,0.45565
4643,600,0.27601
3769,3291,0.51582
1163,3993,0.29299
2569,3224,0.44177
258,4727,0.35742
1228,2343,0.52510
3899,1170,0.20815
379,379,0.00000
783,4483,0.37307
3849,1462,0.30710
3973,2712,0.40554
2027,2638,0.56206
4411,349,0.46375
4031,2862,0.46920
4327,2938,0.66479
3129,3267,0.37822
399,4609,0.33534
498,819,0.34828
4782,4278,0.49377
1837,2189,0.53134
84,4666,0.62631
328,2519,0.30575
2238,1009,0.19224
4919,3597,0.40309
3239,4426,0.69715
2666,3031,0.58642
1990,661,0.38184
1380,3841,0.55143
1137,1981,0.27574
2763,1963,0.31720
4100,1599,0.43494
3194,773,0.84566
3703,2097,0.43774
2385,2523,0.53246
4692,991,0.31686
83,833,0.30383
2429,2129,0.30253
2171,1781,0.41021
2024,753,0.39747
3593,2409,0.36560
2854,3726,0.37895
2029,3456,0.27122
3012,2483,0.35768
759,559,0.55968
1722,3010,0.43248
1801,3429,0.40243
2937,3991,0.62884
1542,2358,0.68788
1983,1451,0.50884
4424,1317,0.41406
2291,846,0.29955
3981,4748,0.35521
1355,2971,0.31143
185,1270,0.29757
3276,1421,0.46362
974,3916,0.43350
1519,2083,0.37504
898,2151,0.37012
283,2983,0.31494
1823,795,0.50947
4865,3761,0.62329
660,3379,0.30215
2211,2139,0.34896
4619,1613,0.48931
2889,1571,0.47356
785,4950,0.10875
963,2728,0.52265
1397,4290,0.37143
3145,2274,0.48555
895,4371,0.42826
4227,3957,0.33888
933,1265,0.32877
1580,206,0.26238
4456,927,0.26829
426,612,0.53014
3235,4750,0.23391
2355,2800,0.36013
957,276,0.29861
2352,2566,0.53394
3939,1572,0.53827
3674,3113,0.32290
2056,1685,0.34386
3896,2116,0.30058
961,1716,0.60932
1126,2347,0.43034
929,2582,0.17304
75,4466,0.33151
1419,3191,0.53083
255,602,0.46356
1311,1855,0.49642
2764,2168,0.36856
2696,759,0.61143
4419,4358,0.47759
2051,3363,0.68437
654,2387,0.57356
3603,1749,0.54212
3418,1248,0.36136
4074,1621,0.43307
2495,3633,0.33381
3579,2027,0.40288
2806,998,0.24618
1173,269,0.33947
1553,4207,0.53493
2462,762,0.57493
2886,4824,0.63385
4873,3498,0.46489
3522,167,0.38690
696,3200,0.14960
1795,3614,0.63143
587,4376,0.35612
3310,3198,0.61813
4300,761,0.48369
2213,1287,0.45038
1755,2502,0.47280
2435,850,0.34494
3802,1533,0.43455
752,517,0.29477
2861,72,0.37824
4570,2692,0.55627
3781,330,0.52173
4828,4625,0.33201
396,2976,0.88737
4736,4997,0.43580
2720,3609,0.37388
2515,738,0.46204
4373,578,0.69312
3777,2310,0.78309
249,1772,0.63091
4127,2685,0.35676
433,4650,0.37227
234,41,0.51318
4521,2925,0.60138
1269,3762,0.47618
4450,4592,0.30766
4072,2695,0.50366
332,4083,0.35904
542,3697,0.76974
1926,3472,0.19029
2645,1727,0.38395
247,957,0.14851
4784,3421,0.26219
3538,60,0.33195
1477,2173,0.41024
4894,4549,0.70715
544,2269,0.53195
1417,4595,0.36574
150,3164,0.46805
4447,3707,0.24668
4184,2585,0.28428
1937,457,0.64830
3946,4479,0.34288
1783,49,0.34072
2125,897,0.50983
1700,1219,0.63143
3658,113,0.58967
2515,3129,0.39529
3723,2515,0.63988
1942,4621,0.52128
4264,929,0.50860
2569,3146,0.36717
2267,879,0.43653
416,2807,0.30962
3408,1572,0.43846
2975,789,0.21955
4765,3990,0.43676
2463,3264,0.41826
4272,2582,0.20854
4761,2790,0.25141
729,1133,0.51929
4481,1217,0.48773
2891,0,0.62555
2049,2524,0.38107
1433,4322,0.50523
1852,911,0.32731
4646,572,0.69193
763,3396,0.27654
172,4499,0.44727
2948,906,0.51490
112,1256,0.48931
2073,107,0.34163
3624,1844,0.36600
4823,2613,0.77711
333,2,0.49032
3098,1123,0.36170
1727,4754,0.55119
238,3436,0.29525
3197,2400,0.57830
4809,940,0.55254
795,2099,0.20286
567,2007,0.19001
1843,2218,0.58843
1132,4525,0.56209
1816,4735,0.48491
1589,4178,0.28691
4382,2862,0.25974
1462,3591,0.48338
4524,1173,0.70008
2143,4647,0.40927
375,3241,0.35505
1490,2828,0.55595
151,3525,0.39102
4068,3457,0.64505
2832,3770,0.46343
3128,1431,0.56910
4978,1032,0.43260
1404,4416,0.53175
1851,363,0.48031
3141,4907,0.41767
317,1659,0.36894
3641,2966,0.57191
947,4609,0.31805
1879,1006,0.35294
2667,853,0.35365
168,2751,0.32007
512,1566,0.64208
1094,4222,0.25017
2889,4646,0.59568
1550,923,0.53908
26,1104,0.48559
57,180,0.37715
1379,785,0.40545
2111,3217,0.34004
17,4580,0.35754
349,3219,0.48019
887,3182,0.48760
2495,2888,0.47924
1045,732,0.28974
4068,3072,0.47144
2949,4098,0.27239
803,2934,0.32608
1419,3261,0.51198
4232,3795,0.33061
1478,2977,0.30404
722,1034,0.35308
3991,3632,0.52061
872,2276,0.68115
335,3842,0.70120
1018,672,0.33712
2381,804,0.29978
3397,2223,0.29983
3678,1467,0.27371
2036,1883,0.46307
2489,3294,0.45479
2592,4536,0.45483
1570,1916,0.38365
1936,2034,0.35486
3711,4519,0.59296
4188,4657,0.38682
3125,1843,0.44465
3053,649,0.38831
507,4000,0.48373
366,170,0.33283
3296,2526,0.25899
3300,341,0.43107
3658,2997,0.35400
1354,3235,0.60099
2625,2802,0.20823
4262,4660,0.41673
2747,1356,0.26896
3279,178,0.34701
4969,4463,0.60742
2568,2875,0.61122
354,4550,0.57703
4928,1743,0.71812
2241,1027,0.69510
1417,1076,0.41431
1914,1415,0.29534
4055,2358,0.64679
2351,4633,0.35913
3250,1942,0.27665
1946,2930,0.57037
3281,1011,0.26931
2613,320,0.48218
1715,3191,0.45444
1239,1164,0.50309
950,2509,0.32119
3655,2341,0.30807
3738,946,0.45440
4128,4221,0.51488
3503,2788,0.45561
3487,289,0.43113
3853,1554,0.55885
1443,3677,0.62288
3920,4783,0.74437
4456,3598,0.42769
4333,2469,0.43114
4365,3069,0.34873
2312,226,0.57587
508,3207,0.27043
3589,3113,0.31301
2154,3342,0.49204
2683,3178,0.56124
2198,3162,0.32762
4656,1962,0.62427
1003,20,0.30543
264,1989,0.46576
1187,4396,0.43523
2097,4514,0.34235
807,4467,0.46432
3471,3566,0.57395
3118,67,0.31328
2027,3193,0.20483
853,321,0.20297
4265,3377,0.36429
385,1871,0.51876
3102,2680,0.42423
8,4456,0.39460
2207,4917,0.25962
4002,4183,0.43291
1130,3671,0.43484
231,3547,0.72961
1747,1114,0.37294
2388,370,0.46622
4207,3869,0.57696
2017,4913,0.39996
2250,2483,0.35482
941,4734,0.51621
426,196,0.49524
4899,964,0.54732
4334,185,0.36509
3725,2397,0.25714
1912,3111,0.37243
1038,2060,0.50994
1404,4257,0.37701
1259,1752,0.49110
2663,1026,0.42822
1631,2357,0.19987
2559,3931,0.36308
3611,3545,0.42395
3174,1766,0.37815
1583,2655,0.28475
3292,4089,0.39309
1836,2648,0.47993
2281,3460,0.35464
1220,3955,0.41566
2915,4903,0.39818
4666,3795,0.43225
697,2756,0.45591
3430,3652,0.35832
3008,4013,0.52274
3741,1256,0.74373
854,1348,0.46892
2381,2297,0.35866
1149,4889,0.47605
3835,4881,0.44926
2565,3291,0.63435
4501,3757,0.30038
2491,147,0.39577
1706,4427,0.41807
2056,3102,0.29351
793,3591,0.33760
1306,2393,0.55631
4935,2812,0.30233
2800,1881,0.32661
3808,1485,0.59299
3199,4694,0.45755
1631,3270,0.29379
3447,2554,0.44805
1901,4428,0.34715
4480,4134,0.47430
4546,3989,0.49612
541,3170,0.70493
2960,3162,0.36115
3744,4505,0.57217
709,4698,0.36537
3891,3099,0.56465
4014,2559,0.40415
4328,2084,0.40479
3727,2817,0.35906
3489,3451,0.36001
3461,4707,0.33717
712,4781,0.60854
3919,1469,0.52088
1021,1838,0.32103
2833,2729,0.36830
699,111,0.32186
3321,3052,0.39415
3662,2091,0.43517
3693,4519,0.27191
3835,83,0.44597
811,2144,0.16184
974,3154,0.19516
4679,889,0.52311
4759,3829,0.32680
494,4313,0.43681
4327,4988,0.54932
170,957,0.26358
3836,2281,0.61840
2555,2431,0.21410
2505,3850,0.79047
4385,4099,0.33750
1275,3212,0.25055
3349,4373,0.85896
1487,1301,0.62204
2728,1754,0.25546
481,4455,0.29695
3744,4981,0.85928
616,687,0.35633
3742,1554,0.39900
3263,2917,0.53009
1835,514,0.25929
3367,1234,0.46214
2820,4830,0.35959
2049,4617,0.25644
4186,1888,0.45568
709,1972,0.34000
2165,2559,0.44999
3454,2587,0.34389
2639,3849,0.62682
2881,4738,0.37122
1477,1637,0.53244
592,1419,0.46810
4046,4006,0.53151
3834,2011,0.48707
475,3096,0.52379
273,1179,0.36236
1483,3823,0.32600
4151,965,0.41716
3019,2789,0.36208
1709,23,0.33105
3238,3211,0.26805
3814,3338,0.27496
2013,646,0.37393
4951,4215,0.81063
1558,3740,0.37408
2492,852,0.48203
3815,4034,0.33328
3851,4254,0.83469
2827,2913,0.47728
1012,2657,0.28043
3900,1990,0.47893
1124,549,0.41911
1961,3746,0.33140
3860,4999,0.40730
3373,3499,0.22187
238,1643,0.33826
2348,3036,0.25510
440,4175,0.38219
732,365,0.48965
4037,3219,0.38893
4432,4001,0.39237
1694,2749,0.34388
3992,3126,0.42395
293,3550,0.49608
3284,1165,0.44095
1794,213,0.29517
2751,972,0.52829
4143,1198,0.51582
4809,4094,0.57484
4693,1042,0.28074
2871,2779,0.46898
4758,3964,0.39570
2089,4155,0.45182
3930,908,0.45735
252,641,0.49085
4198,1837,0.69876
43,4807,0.43399
650,288,0.51472
4943,3966,0.39984
3099,1319,0.48032
2728,719,0.24561
4040,4095,0.28552
636,3621,0.42202
4897,4713,0.40355
3071,2957,0.23920
4236,4796,0.31358
4555,7,0.25805
4787,1237,0.60488
1112,3729,0.27138
3372,1078,0.43886
1325,2380,0.50766
4028,3180,0.48006
993,3246,0.42978
3157,2121,0.35480
368,4367,0.59286
1631,315,0.40545
2977,846,0.24066
1921,1288,0.22920
3400,3416,0.43991
2697,3755,0.35120
4557,2960,0.42653
4981,4716,0.39637
316,4370,0.74109
2629,2425,0.50463
3501,516,0.34084
2811,3556,0.47929
309,2364,0.33714
4720,3524,0.55015
2802,1640,0.32999
4558,3087,0.33000
1034,847,0.54950
4462,3713,0.25497
4532,135,0.33113
958,418,0.60537
4665,41,0.57499
3958,2812,0.50048
4539,1743,0.42311
4369,1198,0.59426
232,1386,0.35028
2661,267,0.43290
4138,3505,0.30026
610,1137,0.34141
4229,4567,0.43230
380,2734,0.29094
4311,1738,0.28009
1657,592,0.32959
1849,68,0.36881
2656,569,0.70560
3248,4945,0.42955
232,3022,0.57035
2464,2874,0.30515
4171,2813,0.31952
1051,1377,0.27800
4599,121,0.59925
4794,123,0.25127
4028,3118,0.42681
1500,3489,0.37509
374,3273,0.80313
2233,914,0.59121
3966,4381,0.18371
950,2876,0.23256
1329,275,0.51928
2611,347,0.52875
3548,725,0.33639
4524,4074,0.56270
4536,4727,0.49207
2952,3814,0.42106
3218,3746,0.55335
4903,1764,0.37063
4903,633,0.40239
3225,167,0.20539
1892,471,0.43645
1435,3765,0.37547
894,897,0.39960
1467,100,0.28968
956,3717,0.53394
717,445,0.35790
1516,1132,0.44820
2088,4995,0.32886
899,1651,0.42419
4435,4578,0.51732
3090,459,0.38074
1125,2365,0.40963
1540,4602,0.42356
1586,4410,0.31355
2132,1175,0.33399
3196,2047,0.54530
1308,1215,0.31971
3684,2805,0.32022
4523,4894,0.31915
2631,127,0.52968
3955,2722,0.43561
2269,981,0.37179
1555,824,0.59432
720,79,0.38765
2835,4425,0.62948
694,3653,0.58830
4260,72,0.47000
4943,1759,0.45996
2479,2874,0.39983
4206,4709,0.51643
4242,2153,0.36864
1199,4109,0.50044
4936,4458,0.80604
3525,2786,0.19057
337,332,0.46321
4480,2150,0.38133
2632,295,0.31900
3278,4072,0.46169
1449,4279,0.45089
459,3115,0.35932
4348,1043,0.53926
3146,3566,0.44526
1572,2947,0.55566
1298,4628,0.44390
4932,3814,0.47269
1761,4829,0.47252
3580,3646,0.36245
2226,3045,0.48377
4721,3711,0.70828
1620,3086,0.46886
4931,1163,0.37136
533,4258,0.20656
1982,3493,0.47082
602,125,0.23206
4788,4159,0.21239
2443,4633,0.44319
2376,2741,0.44171
2790,3564,0.42025
1474,1057,0.59357
2841,2820,0.33138
640,4667,0.44600
3704,712,0.48580
1379,3697,0.57445
2578,496,0.83528
3462,1412,0.47915
907,1994,0.29417
3779,1390,0.46646
716,441,0.41550
3888,4038,0.20739
334,1299,0.36810
2858,4026,0.34866
364,2016,0.36617
3775,853,0.38810
3364,4438,0.29897
4489,3727,0.49405
4110,3077,0.28174
3067,3307,0.47998
3539,1973,0.58393
798,4786,0.24873
1752,666,0.43456
462,244,0.42696
1850,2651,0.26690
1520,4308,0.51757
3451,4753,0.34418
646,2479,0.53872
2336,281,0.21615
2278,1674,0.71581
3154,4567,0.41199
575,607,0.40326
1038,4327,0.44807
712,841,0.31689
99,4244,0.28807
3959,2777,0.39042
2343,3096,0.40314
176,2020,0.57460
141,4319,0.56706
436,2239,0.33350
3426,40,0.28750
2890,557,0.22177
3381,2021,0.45089
4812,3810,0.41342
140,2287,0.39629
2145,3178,0.50780
4840,3462,0.46670
4832,4444,0.23331
2429,4529,0.41704
4836,1454,0.49190
146,3873,0.59212
3504,1206,0.52650
1024,3065,0.30780
526,1139,0.18588
1997,2184,0.36290
2678,4884,0.64282
2817,4323,0.35768
517,2727,0.32100
4382,216,0.29566
1516,4614,0.55536
1960,666,0.51088
3604,1879,0.22505
3233,2760,0.42945
1178,1421,0.30649
1613,3432,0.56029
103,2501,0.29929
684,2883,0.41249
2876,947,0.42221
1927,4923,0.63140
1258,1500,0.67832
127,4034,0.48668
4625,3560,0.46731
3101,4833,0.51177
2254,2600,0.67039
4721,514,0.47804
986,4873,0.54015
227,3637,0.32565
1068,3285,0.43945
4015,3701,0.34456
2580,2689,0.22131
798,3800,0.44557
2793,3715,0.30871
2155,4738,0.41070
2020,2391,0.44723
1960,1692,0.61893
2148,875,0.45556
3591,3132,0.50248
1824,762,0.35630
4368,2946,0.58857
4489,634,0.41589
2721,4223,0.32919
3748,298,0.36929
3445,4303,0.55193
3493,3908,0.46026
856,1991,0.50320
855,4532,0.52021
1442,4021,0.25393
2192,962,0.40173
2912,688,0.61362
4623,2245,0.65138
974,3907,0.49577
4437,1216,0.28612
3842,1550,0.52666
3873,4180,0.50685
2990,3998,0.42409
32,3363,0.28344
43,704,0.46770
827,2753,0.42063
3491,4660,0.42351
4517,1358,0.17517
881,1801,0.35837
2084,4180,0.33739
3719,726,0.42398
464,4871,0.45417
