a,b,dist
3843,4997,0.42672
1241,4938,0.43858
1338,3336,0.38164
2258,3379,0.38041
1740,3410,0.41789
1820,1895,0.41325
3411,135,0.51304
58,3038,0.30064
899,3446,0.33921
3491,2374,0.28100
786,2212,0.51731
4698,2104,0.40959
4877,2442,0.43870
2061,3463,0.45033
938,2484,0.61967
2931,1532,0.53463
3254,978,0.25684
672,4587,0.48622
3047,1554,0.60163
2815,4846,0.45377
1743,4806,0.39408
4912,3590,0.24807
689,4347,0.59553
2301,3687,0.34625
4756,1439,0.47605
3603,4916,0.27706
2189,453,0.62527
2969,1435,0.55027
1337,4895,0.54125
331,1254,0.53170
3758,1150,0.31276
3641,74,0.17294
2995,4257,0.30323
1893,2869,0.60164
3324,1383,0.49742
1152,2091,0.30830
4967,2171,0.37326
4339,4058,0.41085
424,2761,0.30042
4965,1732,0.67725
171,2228,0.58709
4429,1900,0.29431
4726,2164,0.29727
1167,1509,0.37332
960,1375,0.31985
2096,3040,0.42101
4965,3093,0.24563
421,84,0.52569
3158,4795,0.34346
2345,2385,0.55508
2723,4123,0.41240
598,800,0.31938
428,3892,0.42079
2044,1771,0.25289
4910,2670,0.44759
2541,4218,0.22232
3203,3239,0.33636
3565,3028,0.35214
881,718,0.68349
275,1029,0.60311
4541,1010,0.42780
4010,2480,0.51992
70,4524,0.57840
4963,1816,0.35225
2670,551,0.46690
967,1095,0.47156
4762,3577,0.44494
2607,2525,0.23466
3375,3227,0.72007
463,4066,0.61170
3152,4129,0.24481
2905,1266,0.41201
4240,2347,0.56633
2506,1744,0.80068
3740,2950,0.57828
65,4521,0.26810
3698,949,0.49154
401,93,0.42692
4971,2908,0.37822
805,1439,0.38907
3670,842,0.26542
4157,1316,0.35483
3487,3062,0.56524
1186,4897,0.68743
1554,3118,0.47016
4251,4022,0.28623
4862,1854,0.43570
3333,2564,0.52050
1184,2333,0.37572
4226,1044,0.83130
906,1635,0.76587
2507,4948,0.33312
4515,1517,0.50742
1369,1698,0.41559
1675,4796,0.27833
2901,2090,0.56896
3939,2355,0.42773
2965,1182,0.26161
4602,912,0.42483
2794,706,0.36586
1354,77,0.30802
4952,3951,0.41858
1525,752,0.27712
3041,1262,0.34508
4684,4064,0.40631
2374,3645,0.26562
4279,2845,0.55015
2559,4031,0.49685
517,3006,0.44409
42,4290,0.38034
1360,681,0.38315
2540,2117,0.37088
4924,2171,0.40360
3072,4827,0.46723
4121,27,0.47702
2318,2822,0.48009
4673,3317,0.29849
4375,2750,0.40991
4324,1557,0.54266
883,3644,0.38077
805,2644,0.46388
4209,2354,0.36141
356,4802,0.29452
3109,1621,0.36820
3155,1219,0.41207
438,4408,0.73098
3610,1676,0.53408
2284,4874,0.50017
2652,1932,0.48063
2783,4814,0.36296
4236,3279,0.33793
3567,3934,0.42485
2863,2839,0.43765
883,2232,0.36391
3069,535,0.23555
2254,1764,0.20819
2164,2563,0.45549
560,2175,0.41215
1602,3124,0.50384
2097,4299,0.65203
2568,4296,0.24143
4949,2730,0.41741
3586,214,0.57518
4247,4915,0.40710
4792,2631,0.31810
2612,2224,0.42666
3328,881,0.46045
772,1947,0.42264
1960,4524,0.47346
2387,2233,0.44436
202,2420,0.46809
703,3835,0.22519
3222,4924,0.29358
2104,4392,0.32621
2310,4905,0.49269
1198,2689,0.39738
2808,4120,0.47025
4269,1271,0.39134
4416,2741,0.43302
3553,1068,0.36832
726,795,0.38663
262,4951,0.36941
4079,2715,0.38892
2318,1925,0.86306
3096,1295,0.45520
731,2127,0.32725
284,1795,0.71520
2244,3268,0.23675
3220,3917,0.63257
4246,2603,0.41481
4939,1469,0.36800
4685,3610,0.40131
960,3981,0.38479
4733,4209,0.47144
1390,381,0.37937
4198,663,0.38901
525,486,0.45281
2870,1693,0.35911
715,2763,0.34696
1029,3874,0.44845
4077,245,0.62222
2169,2286,0.63176
3396,4294,0.32050
122,3579,0.61272
1383,3240,0.64521
3578,155,0.42766
2319,4391,0.45954
1286,4644,0.38062
202,955,0.39998
1945,1042,0.58545
2409,32,0.21331
3516,3096,0.60572
3251,3622,0.47363
169,4168,0.44006
3049,3382,0.40992
4206,1551,0.38328
674,755,0.33169
4802,2984,0.25904
2038,3337,0.30191
4583,2945,0.45100
4217,867,0.62090
3070,2944,0.62331
4131,749,0.38213
464,4785,0.47040
4328,113,0.39960
2919,523,0.27069
4040,325,0.35526
1140,1017,0.58047
3277,1262,0.28708
1193,1110,0.24404
3702,4665,0.28794
2391,3923,0.36328
2596,3902,0.74846
271,941,0.38589
888,2885,0.50747
3543,2645,0.41318
199,64,0.33367
670,2764,0.28416
2235,1963,0.25831
846,2575,0.52601
3052,2558,0.64326
3926,1228,0.45107
873,1909,0.58991
1303,2094,0.56645
2180,4952,0.38321
2111,178,0.41566
675,647,0.48549
1140,1005,0.56551
1294,2448,0.39421
4267,3007,0.48227
4634,2967,0.16965
1350,4157,0.28046
649,1604,0.36817
1537,3683,0.35860
4154,3360,0.57420
1253,923,0.62111
4813,378,0.44251
2748,4633,0.50140
265,4614,0.42944
2540,4882,0.29608
4129,746,0.26376
4902,4661,0.58514
2109,4160,0.50069
3499,1691,0.24142
3772,2666,0.49384
3053,972,0.52110
1720,525,0.40243
2930,918,0.48677
144,1668,0.48012
1144,4202,0.28397
4828,3306,0.48230
3033,2171,0.29763
2836,4652,0.14988
3750,1737,0.38526
1130,2867,0.34582
664,2302,0.50396
2197,4902,0.34770
2351,1112,0.42813
688,401,0.35668
1728,3824,0.24969
1862,2473,0.28112
4713,1636,0.28098
1580,849,0.26120
1728,3570,0.55790
3081,4023,0.35718
2201,1588,0.43857
2301,3873,0.41952
4425,1200,0.27637
2439,3018,0.37851
2898,253,0.38353
353,1561,0.30238
4917,1408,0.56675
4207,1665,0.31861
3766,1447,0.32743
195,321,0.49008
3832,663,0.58155
3273,4619,0.33399
1200,431,0.28993
3526,2669,0.24441
2537,2821,0.52812
780,3113,0.46742
3353,2419,0.59077
3773,3252,0.34810
2282,930,0.75032
2404,2300,0.25596
4712,483,0.48363
2001,394,0.41137
3738,4241,0.38096
3941,1723,0.52977
2063,2169,0.37560
2327,1227,0.47690
1548,1416,0.54617
2898,2725,0.53291
512,1172,0.43419
4326,110,0.41444
4959,4108,0.49215
2438,511,0.63682
1850,1755,0.29519
4344,400,0.31735
4129,4596,0.23331
357,2550,0.56300
2951,3153,0.50031
2268,2784,0.34576
1114,229,0.32612
3532,2706,0.58026
1114,4278,0.57406
3744,1516,0.37875
3178,2299,0.31612
2283,3675,0.21578
4512,1259,0.37963
3267,3656,0.28607
2298,4854,0.26660
2180,1554,0.59235
392,2266,0.48526
2161,4887,0.23276
2193,2399,0.44920
3197,4332,0.40873
2250,4378,0.31715
4466,1787,0.38033
4708,4539,0.73302
1463,3511,0.38889
4582,4960,0.46432
4536,2247,0.47600
230,1581,0.22969
1757,3088,0.36246
1052,3979,0.52535
3656,630,0.36797
3638,3005,0.15805
3648,1535,0.31879
588,1077,0.52402
648,59,0.75669
4256,2226,0.50892
4905,836,0.53096
43,4564,0.49939
1898,1246,0.49858
3584,4959,0.60816
3100,1182,0.33477
1222,411,0.38090
3945,2189,0.66660
2608,3428,0.44125
3122,1428,0.34889
1141,4134,0.44513
2413,2210,0.24779
4975,1151,0.50872
1584,1624,0.36221
2833,1899,0.57072
3534,2542,0.52014
1975,2358,0.54264
3880,2126,0.31606
1247,460,0.43603
2281,439,0.26770
2028,4156,0.57269
4374,4672,0.54582
2263,4035,0.40276
2345,4300,0.37201
4760,2323,0.59659
2911,3264,1.00706
2159,308,0.28004
4705,2115,0.78290
895,779,0.59725
2202,2718,0.52879
2529,4426,0.59196
3387,2989,0.36427
2249,3303,0.48125
4869,1578,0.65464
2046,2380,0.69418
1719,72,0.51758
3290,3921,0.49074
1773,4636,0.64583
4214,4893,0.34643
1587,3247,0.51448
228,3582,0.30684
2693,3594,0.37879
1491,268,0.21748
431,892,0.45759
3009,636,0.29250
460,3195,0.56773
4837,3044,0.36888
1446,2262,0.36009
3982,1777,0.36827
1210,4008,0.44813
1984,1,0.33128
4216,1426,0.44584
3695,4955,0.43086
1731,3030,0.21530
845,3934,0.41098
588,4856,0.48612
293,60,0.47397
552,3369,0.46157
4174,2824,0.41371
4048,790,0.46156
4236,3774,0.44770
2307,4014,0.52894
2457,2444,0.57121
1979,2891,0.68390
1126,3716,0.36060
1621,4500,0.50847
2514,2059,0.50204
3553,3587,0.37117
4940,4071,0.37790
3964,1393,0.26962
1182,671,0.36388
2452,1960,0.51022
3986,2905,0.85664
2263,3315,0.32790
2101,509,0.39657
4866,2282,0.43684
914,2069,0.47049
1448,2544,0.15472
1452,4210,0.26579
3315,1403,0.51091
1288,3057,0.29324
3127,2237,0.51213
1467,1293,0.50064
2077,2395,0.28434
4159,2090,0.49709
3674,2861,0.17632
387,3909,0.57083
2948,2913,0.40088
1432,2030,0.39049
4351,4104,0.29089
3374,3266,0.32289
3676,572,0.35292
921,73,0.39573
1123,823,0.41525
1500,1480,0.34549
4031,1041,0.54420
2380,2905,0.55161
2370,4708,0.48408
2806,611,0.44181
704,493,0.46843
821,148,0.47673
3521,127,0.52195
4244,1133,0.37410
666,1840,0.28994
2545,144,0.47589
195,1727,0.51841
3539,1045,0.45278
330,4517,0.42891
4192,2251,0.31958
3955,930,0.57900
2519,2211,0.38958
851,2722,0.41378
2649,20,0.46913
2855,4667,0.42298
2862,4569,0.25466
4211,4084,0.40974
2692,4951,0.59387
4172,3455,0.48868
4528,3330,0.70900
4063,3619,0.34031
774,918,0.30166
150,1744,0.45386
861,4177,0.49633
3378,3530,0.56738
3309,256,0.34138
1734,56,0.35752
4699,4878,0.25262
3235,3760,0.35399
2146,611,0.30165
4073,3342,0.68912
4723,349,0.29670
2520,555,0.49692
1624,2309,0.38517
1101,3317,0.34985
3678,3018,0.25430
1641,18,0.50103
1189,1168,0.49554
2018,1043,0.42889
4268,222,0.34032
1274,401,0.53913
514,2193,0.52571
4565,3646,0.76776
3447,2128,0.14479
4919,2229,0.41606
4539,902,0.40048
786,957,0.72470
272,546,0.49798
2676,4206,0.44568
636,469,0.29488
3897,2568,0.49623
3825,400,0.27007
4882,776,0.49591
3938,1183,0.41330
4364,1791,0.43342
4140,4076,0.48878
458,1406,0.43901
2693,1067,0.39467
4970,4805,0.36190
795,2819,0.46563
4054,4885,0.53840
3298,174,0.36624
2153,3079,0.37540
3495,4271,0.30998
3623,2086,0.30807
1425,3573,0.33336
1558,4142,0.46448
3563,1533,0.40634
2804,2201,0.54666
2310,1587,0.51710
3515,1034,0.49028
2704,1773,0.37383
1280,1239,0.74566
3340,4618,0.43651
1359,3944,0.63078
4605,1191,0.55185
1612,4218,0.32699
1182,2728,0.38976
2640,3816,0.45506
3363,1957,0.48757
2823,3538,0.68165
1171,3187,0.53309
4976,2439,0.41799
4777,4829,0.34984
3900,3928,0.42865
4442,4300,0.40551
4386,4749,0.72776
4159,3300,0.38761
4319,1522,0.30262
3252,2413,0.25249
1378,1352,0.58562
4019,1951,0.50393
156,4182,0.50987
4303,3288,0.58281
861,897,0.39908
650,1652,0.36694
2417,1866,0.24532
1093,2921,0.42526
4736,4545,0.33870
4695,2693,0.22787
654,817,0.36435
2146,4515,0.55736
3066,3471,0.41559
2330,3047,0.47608
4251,3093,0.32556
1157,358,0.48465
2793,2692,0.72551
1830,1794,0.33736
2558,4333,0.44351
660,3139,0.54476
3681,2680,0.26562
4078,2033,0.26835
2144,3421,0.58874
2274,1486,0.29925
4545,642,0.14349
2884,2543,0.38367
2491,2431,0.51418
4617,3113,0.59205
4000,3961,0.51284
2833,4678,0.65792
2672,3312,0.53117
3353,3690,0.41174
4981,1081,0.83613
328,1466,0.49004
1377,580,0.41378
2944,2547,0.48500
833,4236,0.34140
378,1901,0.40234
3842,2989,0.36692
4229,4933,0.31543
3301,4207,0.29586
2221,1717,0.38878
4954,1410,0.36950
1008,2430,0.42427
1699,1518,0.48025
3106,1291,0.40710
3854,4020,0.34702
3001,779,0.65398
2589,3560,0.35125
3630,1446,0.39100
875,1407,0.29366
2084,1089,0.29500
1293,4292,0.34357
408,2418,0.36145
1275,329,0.47854
3629,4006,0.46362
3542,2012,0.63455
123,3265,0.47515
727,607,0.31288
1493,48,0.26239
2233,4409,0.32095
3041,136,0.40035
4458,922,0.23344
3205,2393,0.67668
3832,3065,0.60906
4611,1703,0.48540
3084,2091,0.20549
3635,4723,0.44245
2785,1480,0.49277
3300,4774,0.34253
2982,2236,0.64542
1854,2758,0.44110
3243,3786,0.42823
1247,476,0.38188
1300,4056,0.39428
251,531,0.46412
297,246,0.38876
122,4559,0.39978
6,4333,0.33972
2232,3271,0.28571
982,4520,0.37271
462,1813,0.35167
4804,606,0.63682
4587,4506,0.57112
2853,4844,0.50997
1504,3614,0.46703
4812,808,0.60239
1218,1744,0.66113
4297,4338,0.57623
4155,4103,0.53650
347,2391,0.30507
511,3375,0.69221
3010,3611,0.57053
3525,4182,0.21892
3109,2661,0.26463
3924,2645,0.37763
4105,3018,0.35087
3215,3537,0.49343
3331,3286,0.44687
4522,4601,0.51137
927,1235,0.28108
4036,4495,0.36322
413,1001,0.40752
1809,1902,0.51530
2580,2929,0.50624
1812,3286,0.28936
75,4046,0.51156
1505,3806,0.49602
4948,2863,0.45113
610,493,0.33809
3352,4022,0.30252
1270,2837,0.51158
1549,691,0.39596
3819,3846,0.25997
4116,2401,0.35354
2728,2107,0.28021
597,4704,0.48343
3984,1569,0.76075
3559,186,0.66525
1477,687,0.32233
4029,51,0.35174
1464,1151,0.46521
1805,1135,0.31560
2004,604,0.38014
1146,4139,0.55791
288,292,0.26250
4464,4480,0.34764
2849,2202,0.34224
52,3235,0.30703
1726,3598,0.46522
4302,2423,0.44019
970,3265,0.49858
3375,4698,0.68113
4518,3490,0.58593
1258,737,0.24588
3554,2700,0.45789
2776,4510,0.47437
4056,438,0.32064
1896,4265,0.49892
1612,2634,0.50036
4915,4047,0.23402
4797,2130,0.50646
2438,2688,0.79862
4314,962,0.35950
2878,1566,0.41140
1751,2955,0.45328
4602,3161,0.40662
419,947,0.32820
943,1272,0.37328
1082,2687,0.64702
4957,4477,0.40296
82,727,0.39200
4092,1475,0.60727
2952,49,0.35158
2934,584,0.56295
2789,4194,0.60292
2484,2102,0.57948
45,1523,0.47076
3533,2347,0.39013
1165,1537,0.31786
1182,3404,0.33820
3042,312,0.48791
1075,3565,0.41571
