id,n_genes,n_edges,decode_ns,speed,metabolism,sense,size,lifespan,greed,boldness,fertility
2531,3,0,1583,0.5405,0.5718,0.4713,0.3862,0.5626,0.4619,0.5818,0.4739
2532,7,8,3208,0.5143,0.2298,0.4999,0.6550,0.4221,0.4527,0.3187,0.8848
2533,3,0,1584,0.5786,0.5626,0.4865,0.5577,0.5358,0.4327,0.5633,0.6410
2534,8,4,3667,0.5260,0.4811,0.4992,0.5652,0.2967,0.6628,0.5414,0.7049
2535,8,3,3500,0.4449,0.4185,0.6011,0.4247,0.4093,0.5009,0.5898,0.4427
2536,7,4,3084,0.2932,0.4694,0.6632,0.7354,0.6080,0.4166,0.3450,0.4691
2537,6,3,2375,0.4746,0.6621,0.5712,0.5658,0.6701,0.4510,0.4101,0.5652
2538,6,2,2375,0.4343,0.5419,0.5432,0.5197,0.5256,0.5107,0.5599,0.6354
2539,6,1,2208,0.5849,0.4012,0.6078,0.3965,0.4985,0.6035,0.4063,0.4295
2540,11,6,5125,0.4784,0.7001,0.5315,0.5130,0.5908,0.3588,0.5354,0.5410
2541,11,3,5125,0.4452,0.7323,0.6269,0.2277,0.6303,0.4853,0.3592,0.5047
2542,9,3,4042,0.4511,0.4634,0.2958,0.4407,0.4939,0.4352,0.5263,0.4596
2543,8,1,3584,0.3231,0.5359,0.6170,0.4214,0.5050,0.4375,0.5162,0.4421
2544,11,12,5041,0.3986,0.4265,0.4572,0.6751,0.2841,0.4996,0.2665,0.6264
2545,6,1,2292,0.5487,0.4627,0.5361,0.6267,0.5350,0.3951,0.5259,0.4961
2546,6,0,2417,0.5611,0.3080,0.5331,0.5960,0.3373,0.5450,0.3750,0.6610
2547,11,6,5084,0.6594,0.5085,0.6130,0.2295,0.6546,0.3280,0.6813,0.6558
2548,8,7,3375,0.6042,0.4375,0.5674,0.4352,0.8180,0.5067,0.4260,0.3325
2549,9,0,3916,0.5954,0.4264,0.4922,0.5358,0.3722,0.3669,0.5396,0.5241
2550,7,3,3042,0.7208,0.5578,0.5919,0.6763,0.4229,0.2694,0.2693,0.5559
2551,9,2,3875,0.7376,0.3824,0.2629,0.4692,0.4242,0.5103,0.5101,0.6438
2552,7,3,3042,0.5148,0.4361,0.4228,0.7336,0.4586,0.4510,0.6172,0.5591
2553,10,8,4667,0.6286,0.4243,0.3198,0.7336,0.3216,0.4821,0.6497,0.6394
2554,10,6,4417,0.4940,0.3596,0.3927,0.4407,0.5435,0.4343,0.7157,0.4292
2555,6,2,2292,0.4776,0.5731,0.5002,0.5825,0.4508,0.4297,0.4767,0.5446
2556,7,5,3000,0.4753,0.4838,0.4457,0.5454,0.5180,0.4829,0.6157,0.3997
2557,9,7,3958,0.5552,0.6022,0.4052,0.4617,0.6568,0.4444,0.5202,0.5477
2558,9,4,3917,0.6955,0.6753,0.6206,0.3891,0.5921,0.4146,0.4171,0.5084
2559,6,1,2167,0.4998,0.5384,0.4105,0.4805,0.5158,0.3890,0.5614,0.5198
2560,13,9,6667,0.5898,0.5074,0.6927,0.6424,0.3703,0.6757,0.4265,0.4860
2561,6,1,2250,0.4624,0.5157,0.2867,0.7065,0.6806,0.6504,0.3746,0.3983
2562,9,2,3917,0.4319,0.3928,0.4666,0.4053,0.6183,0.4498,0.5267,0.5967
2563,1,0,1458,0.5086,0.5027,0.4892,0.5485,0.4458,0.4945,0.5562,0.4635
2564,7,3,2958,0.5255,0.4634,0.5136,0.4567,0.5097,0.4040,0.4285,0.5237
2565,11,5,5000,0.3876,0.4912,0.5471,0.8007,0.6240,0.4545,0.1907,0.7736
2566,3,1,1666,0.4912,0.4987,0.4411,0.4489,0.4236,0.4660,0.5700,0.5452
2567,9,6,3958,0.4666,0.6992,0.4620,0.3383,0.3563,0.5486,0.4342,0.5787
2568,14,15,7666,0.3788,0.6685,0.6584,0.6192,0.6850,0.1935,0.6009,0.3786
2569,8,4,3333,0.4823,0.5396,0.4113,0.3895,0.5485,0.6803,0.5899,0.6084
2570,8,4,3458,0.5868,0.4007,0.4485,0.3522,0.5395,0.4953,0.5928,0.4340
2571,6,0,2292,0.6421,0.4967,0.3995,0.4887,0.3450,0.4602,0.6522,0.5805
2572,7,2,3000,0.3187,0.6274,0.5762,0.4224,0.5389,0.5230,0.4445,0.4298
2573,6,1,2292,0.4511,0.4899,0.5657,0.5008,0.5995,0.6227,0.4941,0.6024
2574,10,6,4500,0.6418,0.6965,0.4467,0.4899,0.4552,0.3609,0.4787,0.4682
2575,11,8,5167,0.4191,0.6350,0.4555,0.7630,0.7240,0.6269,0.4767,0.6707
2576,6,1,2292,0.4574,0.5376,0.2671,0.5102,0.4394,0.5085,0.6006,0.5576
2577,7,4,3041,0.5462,0.6516,0.3273,0.5047,0.4341,0.5852,0.3438,0.6256
2578,14,7,7458,0.4731,0.1826,0.1243,0.5257,0.4348,0.7885,0.2997,0.6007
2579,9,4,3833,0.6969,0.4739,0.5754,0.4883,0.5671,0.5841,0.6764,0.3076
2580,7,3,3000,0.5883,0.5436,0.4983,0.4713,0.5913,0.4217,0.5732,0.5494
2581,14,12,7458,0.6476,0.3860,0.7256,0.5142,0.6285,0.4713,0.4929,0.3719
2582,12,5,5750,0.6399,0.5569,0.3854,0.5984,0.5246,0.4017,0.6321,0.6417
2583,7,1,2958,0.5632,0.4514,0.5343,0.5915,0.6777,0.5817,0.5750,0.6006
2584,8,2,3333,0.4239,0.4506,0.2653,0.3598,0.4077,0.5581,0.6131,0.4726
2585,6,2,2250,0.6150,0.6293,0.5562,0.5342,0.4732,0.3650,0.5623,0.6288
2586,5,1,1917,0.4675,0.4745,0.5642,0.3761,0.4917,0.5624,0.4955,0.4390
2587,9,3,4084,0.5682,0.3810,0.6617,0.5033,0.5753,0.4930,0.5580,0.4180
2588,8,6,4125,0.3026,0.4473,0.5405,0.5173,0.5329,0.3991,0.4808,0.4776
2589,16,15,11083,0.5393,0.4472,0.4522,0.2651,0.3367,0.3365,0.4465,0.4586
2590,3,0,1542,0.4745,0.5107,0.4404,0.5092,0.4539,0.5606,0.4694,0.5748
2591,8,3,3333,0.5868,0.4377,0.6436,0.4028,0.5218,0.3027,0.4382,0.5272
2592,7,3,3041,0.5476,0.4560,0.4656,0.4475,0.5970,0.2959,0.5170,0.4922
2593,11,9,5250,0.7159,0.7274,0.4901,0.3247,0.6899,0.4640,0.6096,0.6218
2594,7,2,3000,0.5759,0.4719,0.4457,0.4826,0.4936,0.5499,0.5798,0.7124
2595,7,2,3042,0.3823,0.6483,0.3360,0.5127,0.6304,0.6553,0.4870,0.5556
2596,9,5,3917,0.3768,0.2885,0.4797,0.3806,0.6114,0.4699,0.5524,0.4519
2597,5,0,1959,0.5561,0.5804,0.4172,0.6297,0.6250,0.4881,0.3831,0.6974
2598,7,4,2958,0.5867,0.5223,0.6929,0.5747,0.4298,0.4916,0.5273,0.4112
2599,12,9,6125,0.2158,0.5199,0.2857,0.3912,0.4106,0.3403,0.7716,0.6706
2600,10,7,4625,0.4146,0.3374,0.3985,0.3527,0.5063,0.2425,0.6048,0.5865
2601,9,6,4042,0.5312,0.5857,0.5740,0.6945,0.6440,0.4798,0.5020,0.4477
2602,7,2,2959,0.3845,0.3521,0.2354,0.4960,0.4868,0.4052,0.4262,0.6944
2603,6,0,2750,0.6165,0.5146,0.5376,0.5786,0.5158,0.5461,0.3826,0.4693
2604,4,1,1709,0.4593,0.5326,0.4728,0.4534,0.4735,0.4293,0.5394,0.4685
2605,11,13,5208,0.6564,0.3467,0.4558,0.5993,0.6691,0.6167,0.4111,0.5057
2606,6,1,2833,0.3566,0.3877,0.5061,0.5065,0.3486,0.3817,0.3334,0.6722
2607,12,7,5750,0.5574,0.4518,0.5362,0.3819,0.5052,0.3250,0.5951,0.6715
2608,9,1,3875,0.3210,0.5347,0.4979,0.2746,0.4629,0.5849,0.5243,0.4096
2609,8,2,3375,0.3570,0.4688,0.3624,0.3077,0.6811,0.3089,0.7237,0.4357
2610,8,2,3958,0.4028,0.4184,0.4083,0.5199,0.3236,0.5422,0.7177,0.6608
2611,10,6,4541,0.5428,0.2983,0.6402,0.5062,0.6148,0.4459,0.4785,0.6977
2612,10,5,4542,0.2133,0.4840,0.4663,0.4067,0.5833,0.5504,0.5576,0.5461
2613,7,2,2958,0.4704,0.2472,0.4768,0.2610,0.2678,0.2741,0.3209,0.6436
2614,10,2,4500,0.5950,0.5498,0.1679,0.4175,0.3539,0.4087,0.5676,0.4236
2615,8,4,3375,0.4391,0.6365,0.5710,0.4637,0.6266,0.4448,0.5225,0.4635
2616,6,2,2334,0.4494,0.4323,0.6638,0.5353,0.6355,0.6143,0.3308,0.4916
2617,13,5,6542,0.4016,0.3810,0.5085,0.2751,0.4441,0.4402,0.4702,0.5414
2618,7,4,3084,0.5768,0.4361,0.6323,0.6853,0.7319,0.4997,0.5429,0.5532
2619,6,1,2333,0.4369,0.6504,0.6099,0.3222,0.3546,0.4029,0.5433,0.4699
2620,7,3,3000,0.4236,0.4811,0.5266,0.3697,0.4286,0.6690,0.3397,0.4190
2621,5,5,2000,0.5460,0.5281,0.6217,0.4200,0.5104,0.6496,0.4719,0.4006
2622,7,2,4042,0.5464,0.5291,0.5231,0.4697,0.4878,0.5595,0.5633,0.5112
2623,14,5,7500,0.3812,0.5875,0.6650,0.3966,0.2366,0.5171,0.5846,0.6377
2624,9,3,4000,0.5142,0.6837,0.5313,0.4514,0.3899,0.5970,0.3228,0.4353
2625,6,3,2375,0.5436,0.5391,0.5361,0.5758,0.4999,0.5016,0.5564,0.4704
2626,5,0,2042,0.5521,0.4904,0.5550,0.4303,0.4267,0.5375,0.4825,0.4513
2627,4,0,1709,0.4232,0.5229,0.5469,0.5273,0.5355,0.5420,0.4296,0.5238
2628,11,4,5708,0.5274,0.2947,0.6985,0.3187,0.5488,0.4874,0.5008,0.4667
2629,7,4,3041,0.3549,0.5391,0.6281,0.5600,0.3593,0.6115,0.4547,0.6491
2630,8,7,3583,0.5305,0.4071,0.3323,0.5521,0.5342,0.4677,0.5887,0.5080
2631,10,4,4583,0.3642,0.7163,0.2290,0.4117,0.5469,0.4333,0.5738,0.7805
2632,7,4,3083,0.6604,0.4979,0.4385,0.3968,0.4846,0.5389,0.4315,0.6887
2633,7,5,3542,0.4542,0.3345,0.4899,0.6589,0.3689,0.4475,0.7005,0.4972
2634,3,0,1750,0.4505,0.3961,0.4418,0.5782,0.4988,0.4626,0.4912,0.5210
2635,5,1,1958,0.4593,0.5819,0.4051,0.4638,0.5405,0.4666,0.4586,0.3905
2636,5,2,1958,0.5261,0.4753,0.5031,0.4889,0.4308,0.4753,0.5991,0.5876
2637,9,3,3959,0.6123,0.4826,0.5823,0.6299,0.5497,0.4238,0.2091,0.5292
2638,13,9,6667,0.5818,0.5060,0.3978,0.3983,0.5027,0.6117,0.2805,0.4211
2639,12,9,7709,0.4835,0.4685,0.1834,0.5939,0.2256,0.6923,0.2658,0.7635
2640,5,0,2292,0.3935,0.3895,0.4656,0.4981,0.4020,0.5728,0.5407,0.5050
2641,5,1,1916,0.4760,0.4006,0.4683,0.5016,0.6646,0.5719,0.4094,0.5124
2642,10,9,4583,0.3541,0.7026,0.3547,0.2724,0.6636,0.4242,0.6136,0.3323
2643,5,1,2292,0.4424,0.4291,0.5263,0.3938,0.6359,0.5164,0.6498,0.5579
2644,9,2,4167,0.6019,0.3824,0.5661,0.3418,0.4250,0.4095,0.4407,0.5919
2645,6,5,2459,0.4502,0.5697,0.4338,0.6097,0.4500,0.4572,0.5260,0.6071
2646,7,3,3000,0.5787,0.5524,0.4202,0.3466,0.3551,0.4749,0.5549,0.5541
2647,6,4,2417,0.5560,0.5514,0.4463,0.5159,0.5664,0.3927,0.6636,0.5370
2648,11,9,6166,0.7403,0.7405,0.6009,0.4275,0.6055,0.5136,0.5580,0.4793
2649,13,11,6459,0.4023,0.2915,0.5436,0.4237,0.5921,0.4624,0.5810,0.4253
2650,14,6,7417,0.5575,0.3407,0.6694,0.5175,0.7370,0.6051,0.3404,0.3405
2651,2,0,1750,0.4531,0.4921,0.5808,0.3996,0.5167,0.4630,0.4903,0.5953
2652,7,2,2958,0.2136,0.4923,0.3578,0.2855,0.5727,0.4779,0.4571,0.6833
2653,9,3,4125,0.4349,0.4076,0.5507,0.4816,0.4658,0.4897,0.5198,0.5594
2654,8,3,3375,0.4732,0.5860,0.2844,0.4631,0.4882,0.4851,0.3680,0.4756
2655,6,0,2417,0.4336,0.5626,0.3528,0.6549,0.5571,0.3923,0.4889,0.5331
2656,11,3,5125,0.6881,0.2412,0.2123,0.4184,0.3108,0.3759,0.7108,0.7199
2657,3,1,1625,0.5224,0.4831,0.3835,0.4307,0.4681,0.4641,0.4863,0.4746
2658,6,5,2958,0.3993,0.4023,0.3064,0.3344,0.4124,0.5755,0.4125,0.5324
2659,8,6,3542,0.3812,0.6315,0.3538,0.4907,0.5437,0.5070,0.4849,0.5023
2660,7,4,3083,0.6357,0.4127,0.6933,0.3620,0.4871,0.5789,0.4269,0.4888
2661,10,3,4625,0.6279,0.5589,0.5346,0.5991,0.6907,0.5253,0.4331,0.6851
2662,3,0,1625,0.4094,0.4084,0.4617,0.3772,0.4907,0.5891,0.3692,0.5274
2663,6,2,2375,0.5815,0.5104,0.5160,0.4285,0.5038,0.4934,0.4309,0.6385
2664,9,5,4000,0.4951,0.5287,0.5123,0.4276,0.5661,0.6500,0.5991,0.5824
2665,6,0,2333,0.4608,0.4956,0.4288,0.5260,0.4373,0.5543,0.6568,0.4661
2666,14,17,7667,0.4729,0.6255,0.8117,0.2698,0.5931,0.6977,0.8975,0.6091
2667,8,1,3333,0.2615,0.5721,0.4739,0.4779,0.5625,0.4177,0.4405,0.5494
2668,6,1,2958,0.5049,0.3893,0.6536,0.6607,0.4860,0.3201,0.4052,0.4042
2669,7,5,2917,0.5565,0.4148,0.4999,0.6140,0.5041,0.3809,0.4278,0.3266
2670,10,6,4542,0.5284,0.2925,0.4824,0.6091,0.3599,0.8040,0.6919,0.2822
2671,3,0,1875,0.5133,0.4914,0.5367,0.3720,0.6382,0.4905,0.5243,0.5231
2672,9,8,4125,0.5837,0.4692,0.4297,0.5467,0.4298,0.5863,0.6100,0.5214
2673,8,3,4458,0.4847,0.6291,0.6118,0.5739,0.4672,0.5569,0.5647,0.4929
2674,9,5,3959,0.6783,0.5249,0.5492,0.3861,0.4817,0.3457,0.6658,0.6180
2675,6,1,2375,0.3430,0.6824,0.5036,0.5969,0.6683,0.3785,0.5823,0.4353
2676,7,2,3042,0.3909,0.4853,0.4293,0.6249,0.3472,0.4682,0.6263,0.5874
2677,5,1,1958,0.3494,0.4573,0.3981,0.3650,0.5322,0.6075,0.5837,0.6219
2678,7,4,3500,0.5652,0.4180,0.4442,0.5075,0.5577,0.6498,0.5288,0.4946
2679,8,6,3708,0.2783,0.5404,0.5292,0.4745,0.5850,0.5206,0.6316,0.4955
2680,7,2,2959,0.5935,0.4831,0.3211,0.5171,0.5025,0.4002,0.3713,0.6571
2681,11,5,5084,0.3151,0.5931,0.3668,0.4104,0.5818,0.5587,0.7071,0.5262
2682,11,3,5125,0.4863,0.4994,0.5296,0.2868,0.3261,0.4936,0.4162,0.3358
2683,8,3,3375,0.2757,0.6647,0.5759,0.4473,0.5401,0.4248,0.5408,0.6456
2684,8,2,3250,0.4391,0.6221,0.3896,0.6107,0.6569,0.4186,0.4332,0.5303
2685,5,0,2041,0.4693,0.6469,0.5009,0.4088,0.5491,0.4203,0.4357,0.4514
2686,10,4,5792,0.3327,0.5443,0.5711,0.7028,0.6090,0.4311,0.6685,0.2798
2687,6,1,2958,0.4399,0.4676,0.5386,0.4841,0.4276,0.4543,0.5894,0.6327
2688,7,1,3000,0.3724,0.5765,0.5222,0.4562,0.4029,0.5215,0.4628,0.4232
2689,4,1,1583,0.4292,0.5078,0.5086,0.5554,0.5400,0.5024,0.5379,0.4799
2690,9,4,4041,0.5384,0.5152,0.4279,0.6101,0.4901,0.5074,0.4845,0.5543
2691,11,7,5167,0.5140,0.4742,0.5310,0.6306,0.3897,0.3707,0.4562,0.4948
2692,6,1,2334,0.5148,0.3834,0.4558,0.4525,0.6027,0.3613,0.7203,0.3097
2693,11,4,5791,0.5121,0.5730,0.2968,0.5865,0.4728,0.6548,0.4078,0.4122
2694,8,3,3584,0.5898,0.3403,0.4149,0.3565,0.2710,0.6102,0.3520,0.4263
2695,11,4,5125,0.5237,0.5305,0.4556,0.6733,0.5142,0.5503,0.2615,0.6773
2696,5,2,2000,0.6741,0.5850,0.4306,0.4720,0.3351,0.6019,0.6501,0.4784
2697,7,4,3000,0.5040,0.5351,0.4346,0.3347,0.5642,0.6296,0.6214,0.6246
2698,6,0,2333,0.4248,0.4764,0.6882,0.3091,0.5743,0.5929,0.5966,0.4534
2699,1,0,1500,0.4517,0.5492,0.5033,0.4783,0.4811,0.5289,0.4918,0.4448
2700,4,3,1708,0.5632,0.5272,0.3816,0.5052,0.3961,0.5892,0.3809,0.6086
2701,6,2,2333,0.6512,0.6586,0.3572,0.2421,0.5042,0.4966,0.6193,0.4709
2702,3,1,1542,0.4006,0.6029,0.3309,0.5852,0.4594,0.6201,0.4692,0.4280
2703,5,1,2167,0.4714,0.4593,0.6405,0.3398,0.4010,0.4413,0.5459,0.3895
2704,15,10,8333,0.5745,0.5012,0.3221,0.4539,0.5422,0.7026,0.6281,0.4796
2705,6,4,2375,0.4438,0.3165,0.4691,0.6268,0.4672,0.6637,0.6271,0.5669
2706,11,6,5167,0.4032,0.4896,0.5086,0.3888,0.5786,0.3436,0.7408,0.5374
2707,6,1,2291,0.6231,0.3332,0.5086,0.4688,0.4729,0.6073,0.5332,0.5392
2708,15,12,8083,0.6168,0.3966,0.4475,0.3672,0.6878,0.6662,0.7132,0.6654
2709,10,3,4917,0.5043,0.5450,0.4428,0.5214,0.6066,0.4298,0.7325,0.3136
2710,4,0,1709,0.4949,0.4644,0.4975,0.4216,0.4762,0.5861,0.4425,0.5030
2711,7,4,3041,0.5783,0.4243,0.4271,0.4421,0.5862,0.3823,0.4458,0.4218
2712,9,9,4042,0.3391,0.5369,0.5298,0.6130,0.5164,0.5140,0.5149,0.4434
2713,6,1,2709,0.5935,0.3693,0.4511,0.5441,0.4554,0.5600,0.5132,0.5463
2714,8,2,3625,0.4351,0.4680,0.4017,0.2667,0.4220,0.4108,0.3928,0.4609
2715,7,0,3042,0.4667,0.5541,0.4553,0.5809,0.5729,0.4082,0.7048,0.5484
2716,10,7,4625,0.6528,0.4143,0.4528,0.4180,0.5243,0.4970,0.4110,0.5522
2717,10,7,4750,0.3913,0.2365,0.4896,0.6503,0.2698,0.6100,0.6765,0.3423
2718,1,0,1458,0.4524,0.4347,0.5476,0.4647,0.5165,0.5233,0.5289,0.4654
2719,12,7,8541,0.4439,0.4782,0.5910,0.4962,0.3880,0.1780,0.4475,0.4987
2720,4,0,1625,0.4770,0.5934,0.3906,0.5070,0.4636,0.4270,0.5276,0.5471
2721,4,0,1625,0.5799,0.4605,0.5322,0.4677,0.5020,0.4475,0.6048,0.4293
2722,4,1,1542,0.5438,0.3800,0.6270,0.4092,0.4437,0.4314,0.5174,0.4419
2723,9,7,4209,0.5707,0.4851,0.2356,0.5322,0.4673,0.6966,0.7275,0.4638
2724,8,7,3500,0.6925,0.7333,0.8072,0.4558,0.5304,0.6981,0.4450,0.6313
2725,5,4,2083,0.6140,0.5193,0.5726,0.6294,0.6649,0.5908,0.5660,0.5485
2726,6,1,2375,0.5646,0.3453,0.5941,0.3624,0.4808,0.3157,0.5559,0.5221
2727,7,0,3000,0.3657,0.5238,0.5061,0.4504,0.5426,0.6060,0.6337,0.4932
2728,4,1,1583,0.5223,0.5731,0.4606,0.5425,0.5378,0.4749,0.4622,0.6498
2729,10,4,4875,0.3612,0.2419,0.5862,0.3895,0.4304,0.4854,0.5746,0.4126
2730,7,3,3166,0.6795,0.4069,0.2956,0.4819,0.4013,0.5868,0.4805,0.5874
2731,6,2,2500,0.4283,0.6559,0.4346,0.5548,0.6270,0.5581,0.3589,0.6448
2732,5,2,2000,0.6092,0.3723,0.4879,0.4782,0.4497,0.4959,0.6153,0.4705
2733,10,4,4625,0.3919,0.5847,0.2396,0.3596,0.4606,0.4756,0.5483,0.2363
2734,7,2,3250,0.4269,0.3613,0.5106,0.5879,0.4405,0.5768,0.6310,0.5109
2735,16,9,9041,0.7378,0.1745,0.6173,0.4039,0.5290,0.5068,0.2903,0.6470
2736,8,3,3417,0.3851,0.3937,0.4526,0.7072,0.4619,0.3980,0.6612,0.4906
2737,4,0,1625,0.4964,0.5047,0.4243,0.4326,0.4557,0.4679,0.5327,0.5101
2738,10,1,5917,0.2535,0.5081,0.4016,0.3795,0.4525,0.6901,0.6967,0.4957
2739,14,12,7292,0.4119,0.3972,0.2077,0.6857,0.7606,0.2418,0.6744,0.7099
2740,7,0,3000,0.3728,0.6305,0.4441,0.5043,0.4241,0.4360,0.4259,0.4488
2741,3,1,1542,0.6481,0.3533,0.3884,0.5444,0.4026,0.5226,0.6105,0.5678
2742,6,2,2333,0.3674,0.4940,0.3207,0.2127,0.4436,0.4624,0.4053,0.5857
2743,11,6,5125,0.5677,0.4567,0.4673,0.4694,0.5045,0.6955,0.4222,0.5163
2744,6,3,2250,0.3941,0.4564,0.5354,0.6691,0.4757,0.5952,0.3067,0.6157
2745,8,2,3416,0.3564,0.4958,0.3769,0.4124,0.3686,0.6304,0.2926,0.3030
2746,6,4,2333,0.4568,0.5361,0.6397,0.3285,0.6725,0.4746,0.4775,0.5876
2747,9,3,4000,0.5003,0.4815,0.6816,0.5115,0.5583,0.4663,0.6378,0.4961
2748,5,2,1959,0.3770,0.6027,0.3761,0.6060,0.5273,0.6747,0.4565,0.5741
2749,8,5,3458,0.5554,0.4339,0.5989,0.5655,0.6925,0.5952,0.4235,0.6175
2750,6,1,2250,0.3865,0.4384,0.6268,0.4091,0.6316,0.5535,0.6454,0.3858
2751,12,5,5792,0.7626,0.3888,0.6342,0.5121,0.6410,0.3873,0.5256,0.6015
2752,6,1,2292,0.6141,0.6373,0.4224,0.3772,0.3633,0.6435,0.6071,0.5734
2753,11,6,5042,0.6216,0.4180,0.4480,0.5985,0.5329,0.4359,0.3981,0.6162
2754,7,1,3583,0.3437,0.3814,0.4998,0.3161,0.5460,0.4599,0.4499,0.3339
2755,11,7,5125,0.4702,0.4857,0.4343,0.7354,0.5021,0.4084,0.7474,0.7215
2756,4,1,1709,0.3931,0.4325,0.3532,0.5143,0.5308,0.5080,0.4393,0.5361
2757,4,3,1708,0.5821,0.4917,0.4805,0.6835,0.4349,0.3937,0.4982,0.6867
2758,15,6,8000,0.5129,0.4737,0.6061,0.3260,0.6101,0.3894,0.6301,0.2753
2759,10,8,4459,0.5188,0.7808,0.4123,0.2964,0.5114,0.4709,0.6759,0.6986
2760,8,1,3375,0.5503,0.4680,0.4952,0.5967,0.5802,0.4434,0.7569,0.4178
2761,7,3,3042,0.6372,0.5233,0.5222,0.4341,0.7092,0.5539,0.6713,0.6349
2762,6,1,2416,0.3923,0.4109,0.5422,0.4887,0.4531,0.4444,0.6520,0.5753
2763,8,0,3917,0.3355,0.4516,0.3627,0.3890,0.5609,0.5902,0.7326,0.5569
2764,8,4,3458,0.3706,0.5335,0.3300,0.4905,0.5820,0.4837,0.4620,0.6438
2765,9,2,4000,0.2718,0.4069,0.6228,0.4529,0.3503,0.3485,0.4578,0.5019
2766,12,8,5833,0.3249,0.1882,0.6446,0.5417,0.3674,0.3980,0.5916,0.4808
2767,7,5,3667,0.4033,0.5278,0.4057,0.6038,0.6862,0.5625,0.4240,0.4429
2768,8,1,4292,0.3885,0.2829,0.3478,0.4515,0.3081,0.4924,0.7092,0.4801
2769,10,2,4833,0.3484,0.5027,0.6037,0.4302,0.4552,0.3856,0.6995,0.4297
2770,6,3,3750,0.4421,0.3509,0.3606,0.5168,0.3380,0.5762,0.4690,0.4459
2771,9,5,4041,0.2682,0.5141,0.4330,0.3408,0.5502,0.3883,0.5587,0.4962
2772,7,2,3000,0.6238,0.4820,0.3818,0.4031,0.3495,0.3433,0.7126,0.6013
2773,10,4,4625,0.6532,0.7897,0.4394,0.5455,0.3900,0.3615,0.2611,0.3285
2774,6,2,2375,0.6155,0.4705,0.4308,0.4972,0.6807,0.5390,0.3943,0.5314
2775,6,0,2292,0.3962,0.4696,0.5249,0.4358,0.6034,0.5120,0.6406,0.4394
2776,9,6,4042,0.5176,0.5628,0.4642,0.5599,0.4757,0.2859,0.5220,0.5570
2777,9,5,4083,0.4960,0.4656,0.4213,0.6782,0.5138,0.3976,0.7301,0.3951
2778,10,4,4542,0.6801,0.2920,0.5408,0.6704,0.3999,0.3731,0.5444,0.6508
2779,8,3,3917,0.5046,0.5510,0.4305,0.4279,0.3868,0.5681,0.6899,0.3973
2780,12,3,6083,0.6506,0.5206,0.5971,0.2981,0.4485,0.4703,0.5239,0.5303
2781,17,22,12542,0.8071,0.7191,0.2486,0.2233,0.5832,0.4230,0.3701,0.7781
2782,7,0,3084,0.3121,0.3549,0.4080,0.3998,0.6836,0.5712,0.7080,0.5064
2783,4,1,2083,0.6872,0.3446,0.5447,0.5430,0.3549,0.4676,0.5386,0.4469
2784,7,0,3042,0.2983,0.2898,0.5300,0.4804,0.5287,0.3340,0.5551,0.5326
2785,6,1,2416,0.4978,0.5312,0.5728,0.5256,0.3954,0.3329,0.5477,0.5243
2786,5,0,2083,0.3944,0.4282,0.4322,0.6026,0.5945,0.4660,0.4744,0.5419
2787,6,2,2375,0.5378,0.5542,0.5454,0.5148,0.4994,0.4971,0.3887,0.4239
2788,9,3,5083,0.4265,0.5950,0.3536,0.5192,0.3590,0.5220,0.5215,0.5986
2789,4,1,1875,0.5051,0.5323,0.5059,0.4092,0.4888,0.5171,0.3798,0.4830
2790,9,5,4167,0.7269,0.3892,0.4569,0.4561,0.4057,0.4828,0.5852,0.6299
2791,6,3,2334,0.5948,0.4216,0.3596,0.3985,0.6085,0.4040,0.4925,0.6228
2792,12,3,6875,0.5616,0.4728,0.3486,0.5238,0.5139,0.5188,0.7267,0.5721
2793,6,3,2458,0.6678,0.5041,0.5718,0.4105,0.4712,0.4207,0.5541,0.3734
2794,8,2,3750,0.5149,0.4791,0.5116,0.4599,0.5253,0.3911,0.5375,0.5380
2795,7,3,3084,0.3457,0.3732,0.3963,0.2588,0.3007,0.6451,0.3845,0.3407
2796,6,1,2292,0.5323,0.3736,0.3348,0.3912,0.3330,0.6859,0.5246,0.5023
2797,12,9,5834,0.6972,0.6327,0.5669,0.4149,0.5143,0.4603,0.5115,0.6737
2798,8,4,4083,0.2995,0.5405,0.4985,0.3918,0.5186,0.5604,0.5201,0.4799
2799,14,13,7292,0.4069,0.5438,0.5372,0.5624,0.6868,0.5687,0.4801,0.5729
2800,6,0,2375,0.4496,0.4787,0.3947,0.4218,0.6680,0.6839,0.4930,0.6086
2801,5,1,2125,0.4260,0.5321,0.4801,0.3208,0.5816,0.4831,0.5383,0.4764
2802,4,2,1667,0.5588,0.4658,0.5660,0.4367,0.5012,0.5274,0.5382,0.5990
2803,10,2,4791,0.7213,0.3788,0.6573,0.4622,0.5826,0.2607,0.6228,0.6040
2804,11,7,4959,0.4406,0.6615,0.2207,0.4437,0.7320,0.4988,0.5867,0.6518
2805,5,0,2041,0.4596,0.5065,0.6481,0.5200,0.5201,0.5707,0.4837,0.5864
2806,10,4,4625,0.4862,0.5508,0.6405,0.3715,0.5910,0.5386,0.6842,0.6141
2807,7,1,3083,0.4554,0.7339,0.4512,0.4825,0.5860,0.4134,0.6277,0.5255
2808,5,1,1958,0.4828,0.4021,0.4188,0.3334,0.5799,0.6810,0.5840,0.4900
2809,9,5,4083,0.4663,0.5515,0.2129,0.5622,0.2560,0.5935,0.6903,0.3467
