a,b,dist
2907,4154,0.36211
3497,3158,0.31751
2231,3512,0.46605
2798,2261,0.53399
3314,3611,0.67201
3389,3328,0.33545
524,2601,0.46201
977,4584,0.25917
1735,2318,0.30851
114,4955,0.31307
2571,548,0.40870
4500,3500,0.53440
346,4410,0.29691
2442,1977,0.30652
3693,3444,0.65083
394,72,0.40119
2988,2859,0.39119
2832,2142,0.91705
2410,3488,0.29308
1009,4940,0.51032
2466,374,0.25839
2865,3569,0.31893
1011,304,0.34586
1775,1313,0.30890
33,3501,0.33944
112,2573,0.30297
1834,4947,0.44644
581,3619,0.36189
2730,27,0.63720
3398,4177,0.56733
1735,2432,0.38106
2652,4908,0.48929
3343,1014,0.32485
4412,1776,0.09142
4587,4742,0.47178
4793,3001,0.46016
3613,1410,0.43600
2361,4430,0.32643
4501,2233,0.46874
2484,2623,0.44766
3665,1643,0.24695
486,3379,0.26848
3116,290,0.25510
308,3415,0.30036
4291,1931,0.38841
372,1511,0.29048
4380,2831,0.32698
2108,339,0.40348
1873,4885,0.35317
4037,2507,0.34838
4944,859,0.42124
51,4378,0.46969
3821,1684,0.17621
2034,2033,0.38619
3553,2092,0.21937
4208,1555,0.27386
1027,207,0.37427
4522,2618,0.42904
1020,3839,0.60715
4667,976,0.49117
2288,317,0.32152
2067,2120,0.23589
1469,1483,0.42118
2531,1006,0.31588
4992,2718,0.42598
2884,2824,0.57141
1798,1689,0.38238
4566,1546,0.39652
1411,3374,0.56001
40,3289,0.47091
2632,34,0.39243
4533,3787,0.35290
382,4380,0.30192
4595,1017,0.53193
2120,3881,0.37681
2934,1929,0.24626
3621,1203,0.38744
2769,355,0.49725
101,1328,0.23331
2041,4390,0.38397
2103,4614,0.36974
168,4146,0.30792
3969,3207,0.38518
3955,3845,0.31479
4167,1919,0.47535
4247,1732,0.31436
715,998,0.24035
1636,819,0.54125
154,1997,0.32339
2869,3287,0.40503
862,2815,0.41849
1465,3050,0.54469
4129,3403,0.40579
1175,2205,0.40598
2404,3016,0.38602
3325,2031,0.30485
3784,2603,0.30363
1654,4025,0.35266
3192,4654,0.34993
388,2887,0.44933
3270,3580,0.37527
2111,3594,0.62337
2142,1374,0.46507
2311,3865,0.26535
3853,3566,0.59002
2298,4074,0.49198
2666,3487,0.30971
3316,2157,0.29178
615,1484,0.38769
1353,2725,0.37446
3237,4543,0.35979
2770,1353,0.36832
2997,4466,0.51066
392,4783,0.50407
4032,898,0.40183
743,4368,0.35999
4185,1646,0.30602
3190,3177,0.41556
3168,2100,0.23410
2139,3494,0.49847
191,3011,0.53812
2946,3470,0.54283
4596,954,0.60504
964,3870,0.39017
4490,157,0.40523
2308,1596,0.34865
2185,4296,0.44697
3086,3374,0.47026
2502,415,0.60913
88,3834,0.45498
327,1140,0.40449
1540,3670,0.57126
1277,2230,0.41832
3950,2631,0.65359
3428,809,0.54670
1878,4606,0.65148
319,303,0.33730
3648,3305,0.30569
3855,4166,0.11253
2224,3367,0.32015
2688,222,0.55343
650,1982,0.39116
4031,3299,0.36181
3363,4130,0.35882
4245,3686,0.48118
4156,2246,0.49756
2094,3556,0.54978
1429,1243,0.88032
974,4322,0.29443
2567,459,0.60544
1525,389,0.45101
3553,4372,0.51750
1814,3433,0.34332
4466,3072,0.51132
2826,1647,0.54892
1466,1528,0.51366
3435,4070,0.30953
2484,2120,0.41437
3735,2840,0.35128
3255,2252,0.36297
1979,2532,0.30929
3914,2882,0.26795
3653,4271,0.38811
3477,1946,0.46004
772,2644,0.32454
4634,4282,0.26173
4506,4892,0.35101
4371,3077,0.52558
2396,718,0.42822
1900,761,0.34982
3477,921,0.63139
3399,2126,0.40198
1800,420,0.67911
3668,966,0.38081
901,3173,0.54102
4831,1591,0.44001
3232,2438,0.26305
2192,2823,0.31119
130,877,0.42164
938,2380,0.42712
1482,3416,0.52075
3817,2836,0.33619
2001,3711,0.43342
4607,1059,0.20108
4850,3572,0.58851
2664,3136,0.40696
4999,4889,0.41610
372,4357,0.38102
4860,4481,0.41834
700,3387,0.51049
4424,3828,0.30474
3455,3244,0.38879
4272,2015,0.56078
4379,478,0.40900
2001,453,0.41297
4279,4905,0.30344
88,4812,0.36729
3659,1700,0.37159
1308,338,0.32094
3988,2150,0.34324
4893,2398,0.56352
4964,3058,0.29098
4049,4917,0.76366
3431,3354,0.41457
1652,771,0.67978
4187,1710,0.33690
4269,2882,0.39475
3183,4646,0.28073
2432,763,0.42876
1442,2155,0.48867
999,3954,0.50179
3040,4311,0.53106
2903,1615,0.70073
3201,412,0.27464
2381,4281,0.47673
394,2965,0.39313
2867,1144,0.49304
3367,4855,0.35856
2999,2848,0.24499
971,4678,0.58899
2955,470,0.63178
2495,3091,0.33380
591,561,0.27819
4397,785,0.34739
927,4950,0.25937
2686,2351,0.29987
1435,3891,0.30447
2905,896,0.26495
678,1799,0.57621
2379,2511,0.40574
3226,4781,0.56680
737,480,0.86571
2254,4044,0.92863
487,4178,0.31793
3668,2435,0.26204
3267,3346,0.43092
2029,2548,0.29702
1936,3542,0.46510
1707,1480,0.50339
4930,3943,0.54371
1812,875,0.34542
4156,2015,0.36688
3179,3887,0.38949
1378,2652,0.33033
1794,402,0.23930
4255,4252,0.47908
443,3551,0.38110
1352,1729,0.38405
928,3872,0.28586
242,1361,0.47295
760,3819,0.42493
583,1301,0.35295
1857,1643,0.41591
2,2251,0.50473
160,152,0.79024
3949,2880,0.13356
1995,667,0.34367
729,802,0.21746
3098,3305,0.45226
800,1131,0.64682
3584,3849,0.55763
3474,2082,0.31871
4319,3422,0.30048
523,2626,0.44749
335,2423,0.43527
2023,3566,0.53695
2706,249,0.44427
2140,2329,0.31917
2377,2132,0.55514
4812,56,0.47314
4973,3743,0.47337
4936,4642,0.45022
2779,4312,0.49560
3395,2454,0.40748
2528,2179,0.40544
2761,894,0.53734
4183,3636,0.28772
3025,4098,0.46688
4236,968,0.40290
644,2566,0.50313
4935,1538,0.50603
3237,2073,0.47239
674,1858,0.17154
2594,681,0.35287
2340,4662,0.46520
1679,4460,0.49639
1572,4147,0.39937
1137,2696,0.31922
1920,390,0.62218
2096,2421,0.31569
1697,4146,0.46769
695,3230,0.59763
4743,2879,0.34789
4475,1297,0.35252
2351,1853,0.42064
3881,977,0.36572
4305,3770,0.71241
3534,4266,0.45848
444,3461,0.17375
4288,2744,0.59769
698,3851,0.39099
1222,1089,0.32998
4707,3523,0.30255
3988,4001,0.48312
2893,1301,0.40156
1513,3658,0.36660
2711,4585,0.36221
124,1725,0.56035
2250,431,0.27314
3930,1660,0.53361
2969,188,0.40026
2881,1174,0.38824
630,442,0.36595
4590,197,0.49495
4320,3101,0.54326
1879,2782,0.43778
4481,4066,0.36519
4035,3974,0.50872
3399,193,0.64336
2253,1381,0.37972
378,39,0.37922
2208,196,0.62502
2357,2379,0.38144
1379,1609,0.53403
3704,2121,0.35448
3117,2384,0.42752
4761,546,0.55493
862,1690,0.35818
2413,2592,0.48999
3357,2057,0.39056
730,4259,0.53938
3229,3315,0.33783
3639,783,0.32638
4624,642,0.53158
1959,2544,0.19168
2536,3836,0.47930
4852,1984,0.27180
1102,4591,0.43606
3042,1077,0.70087
945,1684,0.37169
1662,1768,0.30720
2747,1853,0.56453
2484,2431,0.43561
59,1885,0.16926
3183,4579,0.36016
1696,363,0.49034
136,3644,0.37565
3321,2374,0.43941
2084,533,0.30316
3804,1358,0.22100
4419,757,0.51209
2627,3278,0.37579
171,2411,0.33767
2254,1752,0.59628
2866,2506,0.33371
3965,3925,0.40545
1264,4099,0.47109
4342,4168,0.58240
4905,1963,0.29091
431,4248,0.37885
4992,2755,0.35390
4203,3219,0.43395
3794,3274,0.46615
3730,115,0.36191
3516,1195,0.40429
903,3032,0.50092
3635,354,0.51018
4124,917,0.63139
1367,2099,0.32605
3612,3225,0.25616
288,2921,0.39757
2736,380,0.30292
3992,4231,0.51820
4207,1581,0.53620
2922,1781,0.25973
2340,4607,0.23507
773,1580,0.32832
2900,4629,0.40832
2503,4575,0.32622
4472,3856,0.39447
4246,166,0.51943
4311,477,0.37121
1316,3857,0.15911
3917,1106,0.36620
851,3,0.24631
670,757,0.29794
2836,4520,0.29860
3055,4064,0.43910
2022,3913,0.35778
1174,4517,0.29709
3622,2260,0.50419
3825,4216,0.20368
1680,4208,0.31177
3222,3418,0.26393
3880,749,0.33167
2057,1050,0.33237
1388,2996,0.35988
1091,1166,0.83572
3184,3025,0.42790
1801,2396,0.39105
2247,4061,0.34589
3874,4918,0.33603
2300,3965,0.38175
1197,44,0.50290
3842,1462,0.50157
2785,1102,0.28869
874,4832,0.47612
3326,532,0.37680
3340,877,0.46297
784,3164,0.32121
4633,820,0.79943
1520,4641,0.32321
4294,2655,0.33763
1597,1108,0.42635
2839,3673,0.24843
3055,3599,0.48221
4257,786,0.37731
180,405,0.21111
2915,978,0.40021
1833,4180,0.35850
848,1752,0.47625
1523,675,0.23785
3339,2166,0.50022
1562,770,0.47756
1093,2493,0.70807
4142,445,0.52792
4459,1779,0.36489
3317,2385,0.38386
3150,942,0.41314
2981,910,0.26960
4216,3835,0.44569
4597,3939,0.35823
3892,2847,0.72870
1304,156,0.23143
4674,2156,0.23721
1920,4663,0.52805
1780,4300,0.42779
650,2746,0.38955
1351,3007,0.43470
3834,2375,0.46701
660,2674,0.55933
4827,3082,0.63975
2970,1459,0.38669
2060,2101,0.30694
4382,2067,0.49136
1559,4157,0.41871
1252,3219,0.47345
1767,359,0.29755
2193,857,0.66077
3327,3041,0.40270
2299,2389,0.34144
2359,4152,0.61234
1867,4232,0.53218
3109,306,0.43652
3099,1572,0.46405
2777,2416,0.25636
725,3261,0.43775
1383,1474,0.64777
1210,4271,0.50870
1800,1134,0.44865
1381,4695,0.40433
225,4606,0.60954
906,1445,0.42133
3526,4975,0.47617
1177,2766,0.33372
4828,4209,0.27278
43,130,0.32364
1928,1192,0.30964
1816,4786,0.67975
2022,1213,0.49352
355,4734,0.65070
2456,4014,0.44964
2610,2841,0.47289
532,2502,0.48195
3997,2275,0.31500
129,4715,0.32467
694,3142,0.32307
3171,4548,0.44359
1363,2314,0.34771
2285,2697,0.27352
3962,782,0.35748
1401,2785,0.42163
3463,3189,0.35385
1920,419,0.45354
2427,1971,0.32030
1993,1271,0.64012
4357,1868,0.33478
2845,4792,0.37285
284,3608,0.46295
2126,2906,0.51284
3601,2899,0.48860
3609,4624,0.34738
2766,1864,0.41781
4916,4686,0.42569
698,4294,0.39185
2086,1027,0.39533
2404,1942,0.31865
62,2700,0.47693
1908,1560,0.37560
1735,3291,0.32991
1495,2775,0.54008
4356,1672,0.43111
2141,1570,0.43826
4752,1119,0.39823
1240,715,0.37618
1355,3693,0.48138
4827,2662,0.44749
3920,134,0.64163
1317,4006,0.32550
3697,516,0.34661
2124,2300,0.63457
172,325,0.56904
2364,2787,0.51650
2748,2183,0.29196
1835,3337,0.45310
844,1379,0.33092
2443,3394,0.23998
1642,111,0.44567
635,3464,0.55469
3883,4,0.41986
1049,3562,0.26422
1047,1525,0.34572
1162,1841,0.40260
829,533,0.36092
3898,426,0.30075
2929,0,0.45641
587,1837,0.25658
4929,1931,0.38619
3595,1836,0.35172
71,3410,0.28136
4516,1623,0.34873
4621,3822,0.32869
1673,4166,0.27300
1389,2225,0.19786
1607,4061,0.24897
4191,2670,0.50283
4846,1423,0.32014
1359,2056,0.43626
4747,3828,0.25207
2040,1396,0.39584
692,4573,0.53132
3750,2804,0.42429
4074,354,0.37717
909,4301,0.45920
598,622,0.67284
4341,3362,0.58893
745,389,0.32219
4112,3643,0.50257
2238,4719,0.52619
2167,3021,0.29552
1310,1519,0.48212
4762,4790,0.58606
4729,4149,0.34819
1257,4463,0.39581
1641,2786,0.47562
3304,2110,0.37360
57,2166,0.55964
4398,4111,0.41676
2958,4845,0.38535
2517,261,0.29639
4942,1627,0.40894
186,2579,0.21851
1043,4666,0.33345
4428,3413,0.37940
3233,2916,0.36212
847,2210,0.32937
1862,2853,0.40817
1978,700,0.28673
2758,2928,0.40092
103,1141,0.41723
3954,2731,0.54788
3273,3821,0.42761
4955,4926,0.33276
1989,4843,0.41696
4302,1934,0.35997
293,2394,0.42319
2156,2395,0.44130
2120,4175,0.43983
4401,2887,0.38628
875,1705,0.29732
1565,4306,0.33180
389,1546,0.39008
2677,4128,0.30385
3615,4579,0.44469
3746,683,0.56839
2085,4578,0.55556
1945,1904,0.40382
3373,2029,0.42213
3257,4196,0.69517
2414,4706,0.61246
901,4247,0.45229
469,4145,0.58305
3689,1290,0.52917
2727,3029,0.51320
1010,4332,0.29338
3196,2253,0.35591
358,2310,0.18899
4493,1633,0.32376
4095,4596,0.40641
1535,3274,0.62730
1959,1742,0.30562
2208,2610,0.50921
4463,2167,0.33333
3521,1015,0.51648
3097,1573,0.53357
4001,1938,0.65198
1979,1956,0.29543
3338,3707,0.38534
4296,806,0.42021
2964,3730,0.32339
1145,621,0.38972
3548,208,0.30418
3878,1280,0.24186
2127,3907,0.34614
2166,951,0.43233
3911,793,0.48246
1387,3649,0.46793
2748,3022,0.20252
3179,1084,0.38957
769,4945,0.30348
3572,3447,0.40823
4294,1023,0.42204
2058,3729,0.38092
1908,3633,0.47355
3005,227,0.32919
3179,3303,0.47952
4155,3629,0.20545
4184,2153,0.80853
1859,2216,0.66007
985,1887,0.37224
4964,4697,0.49675
3894,1974,0.64131
1678,1283,0.59492
3662,979,0.42635
1055,1781,0.33184
4440,3943,0.41960
2826,3324,0.33999
2889,3985,0.33826
3470,559,0.45799
3448,4916,0.42976
42,805,0.30642
33,2287,0.24109
4608,4723,0.53820
4487,2581,0.54088
2584,4440,0.23863
1129,1486,0.38526
4140,4074,0.56663
2804,889,0.30157
4141,3756,0.61682
327,1678,0.51604
4882,947,0.48436
1821,1599,0.38720
705,2768,0.39461
2590,1033,0.33924
4620,1662,0.48187
1165,1227,0.45496
3048,2282,0.57049
954,2432,0.37699
2806,3679,0.50001
2569,4757,0.32019
3279,3698,0.36339
4653,965,0.37886
628,2004,0.49604
3421,245,0.19662
3324,3733,0.42905
2994,1416,0.35759
4119,1757,0.39197
3906,828,0.31703
3704,423,0.34548
1884,1111,0.58280
1479,2195,0.21356
1376,2374,0.33096
1573,4561,0.38566
3553,2734,0.37115
1554,3140,0.38575
3124,879,0.70794
2681,456,0.38371
4467,698,0.34383
372,4678,0.24793
1584,4776,0.28010
4203,112,0.30974
4906,3488,0.39380
