step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,901.3533,185.29,88.00,1.83,49,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,964.1300,139.66,644.03,0.93,33,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,0.9154,0.01,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1097.7293,177.26,95.54,15.06,73,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,680.8371,89.85,498.83,14.14,39,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,1.8834,0.00,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,784.2113,119.00,63.06,26.41,126,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,699.3421,69.72,635.55,23.27,109,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.5395,0.00,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4323,630.4787,85.36,88.03,33.45,165,27.92,10.259,5.139,0.3251,219.547,0.00,0.0000
1000,-30,1,3255,1102.0582,170.63,1520.51,29.61,231,27.20,10.104,5.560,0.4805,310.876,0.00,0.0000
1000,-30,2,599,193.1508,27.51,844.86,34.76,30,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,289.0664,29.43,41.42,55.87,50,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,875.7376,101.83,1071.21,30.03,142,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,1411.8240,113.67,11057.49,33.07,211,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,257.5149,46.21,24.36,65.26,11,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,716.9361,94.95,921.15,35.06,20,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,1709.6720,141.21,15834.54,34.84,260,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1823,273.9145,47.51,31.02,72.13,2,38.85,17.518,2.984,0.2174,429.393,0.00,0.0000
1000,0,1,1741,680.5904,120.91,842.02,40.69,18,38.58,17.318,3.014,0.3684,748.800,0.00,0.0000
1000,0,2,4803,2036.3192,153.86,15262.54,38.05,306,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,613.5126,53.39,51.75,74.60,32,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2709,1282.4756,176.75,1338.76,44.81,102,37.15,16.386,3.346,0.4104,699.023,0.00,0.0000
1000,10,2,3722,1725.9269,157.79,9757.66,22.85,176,32.18,13.944,5.047,0.6875,819.885,0.00,0.0000
1000,20,0,3994,511.6629,66.00,62.13,62.26,51,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,1450.8548,189.12,1560.85,36.39,223,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,587.9226,68.68,2055.87,8.26,61,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,889.2239,166.41,85.11,37.43,205,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,1023.4245,114.21,1004.22,42.41,270,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,105.3097,24.28,242.93,71.00,54,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
1000,40,0,6695,675.7407,148.04,63.83,28.38,146,19.87,6.114,7.799,0.2641,86.650,0.00,0.0000
1000,40,1,1252,520.1014,59.73,492.05,49.77,156,23.75,7.459,5.916,0.6896,224.322,0.00,0.0000
1000,40,2,223,105.3749,21.91,262.08,65.79,45,23.86,7.756,6.108,0.8089,275.454,0.00,0.0000
1000,50,0,5138,266.6729,164.86,13.83,19.39,9,11.20,2.312,10.936,0.1882,26.657,0.00,0.0000
1000,50,1,567,172.2134,39.52,138.70,53.69,14,17.61,4.010,7.475,0.8436,135.741,0.00,0.0000
1000,50,2,11,5.8850,2.56,13.68,35.34,2,19.14,4.263,6.382,0.9458,172.595,0.00,0.0000
1000,60,0,3853,69.7476,67.00,0.77,11.91,0,2.35,0.233,15.057,0.1138,5.121,0.00,0.0000
1000,60,1,2,0.1979,0.03,0.32,20.07,0,9.32,0.587,10.123,0.9626,63.711,0.00,0.0000
1000,70,0,4656,3.8750,4.92,0.16,8.42,0,-5.43,0.001,20.728,0.0813,0.899,0.00,0.0000
