step,medium,hab,reach,blocks,hit_body,hit_wall,near,ring,axis,free_here,free_around
18532,0,2,6,36,24,0,10,11,0,0,26
18532,2,11,5,25,20,0,5,5,0,4,86
18532,1,14,5,25,20,0,6,3,1,4,40
18533,1,11,8,59,32,0,13,5,0,0,9
18535,1,11,8,20,32,0,13,5,1,3,9
18537,2,11,4,16,16,0,4,4,0,4,76
18538,2,10,9,74,36,0,9,4,0,8,62
18540,2,14,6,23,24,0,11,2,1,4,46
18544,2,11,5,22,20,0,6,3,0,10,58
18545,1,11,8,53,32,0,13,1,0,4,26
18546,0,4,6,36,24,0,6,6,0,4,61
18547,1,11,9,75,36,0,8,2,0,12,72
18548,0,6,6,36,24,0,6,5,0,8,65
18549,1,14,6,26,24,0,12,1,0,5,21
18550,2,13,4,15,16,0,4,8,0,4,87
18551,1,14,6,36,24,0,7,4,0,4,52
18555,2,10,5,25,20,0,5,1,0,3,75
18558,0,1,8,64,32,0,14,1,0,12,28
18561,0,6,8,64,32,0,17,4,0,0,5
18561,0,1,6,36,24,0,6,4,0,10,74
18564,2,14,6,36,24,0,6,3,0,3,30
18565,2,14,7,29,28,0,5,1,0,10,66
18568,1,11,6,16,24,0,5,2,0,8,73
18570,2,14,9,53,36,0,17,1,0,14,54
18571,1,11,8,64,32,0,16,9,0,9,14
18573,2,11,6,36,24,0,12,1,0,2,63
18573,2,14,5,23,20,0,5,4,0,4,42
18574,2,14,4,16,16,0,9,3,1,3,41
18574,1,11,7,36,28,0,7,2,0,9,27
18578,1,11,6,36,24,0,12,8,1,2,38
18581,1,14,6,36,24,0,12,23,1,2,41
18582,2,11,4,16,16,0,12,3,0,1,43
18583,2,11,5,24,20,0,9,2,1,6,40
18585,0,6,8,64,32,0,26,33,0,0,0
18587,2,11,4,16,16,0,8,1,0,0,27
18587,0,7,7,17,28,0,4,1,0,13,59
18589,2,11,6,36,24,0,6,2,0,7,79
18589,2,10,7,12,28,0,5,1,0,7,45
18593,2,11,8,58,32,0,15,7,1,0,43
18593,2,11,7,24,28,0,7,12,0,3,62
18594,1,11,9,81,36,0,8,2,0,4,42
18595,0,1,7,49,28,0,7,5,0,6,70
18597,2,11,6,36,24,0,6,1,0,3,54
18598,2,10,8,52,32,0,9,1,0,3,88
18602,0,8,7,36,28,0,6,7,0,5,52
18602,0,2,6,36,24,0,6,2,0,11,27
18602,2,11,4,16,16,0,9,2,0,1,15
18603,1,14,7,49,28,0,8,2,0,5,79
18604,2,14,8,64,32,0,9,2,0,0,28
18605,2,14,4,16,16,0,8,2,1,0,32
18607,0,8,6,36,24,0,9,2,0,7,58
18610,2,11,8,64,32,0,15,17,1,0,0
18612,0,2,5,25,20,0,5,4,0,6,78
18613,2,11,4,16,16,0,7,1,0,13,30
18614,0,6,8,61,32,0,15,4,0,3,4
18616,2,11,7,41,28,0,6,3,0,15,85
18621,0,6,6,36,24,0,12,23,1,0,23
18622,2,11,7,36,28,0,16,4,0,7,42
18623,2,11,7,49,28,0,7,2,0,12,62
18623,2,11,4,15,16,0,7,3,0,5,34
18628,2,11,5,17,20,0,2,1,0,7,53
18629,0,7,6,25,24,0,8,4,0,8,35
18629,0,6,9,59,36,0,17,1,0,3,20
18629,1,11,7,49,28,0,14,16,0,0,0
18631,2,11,4,16,16,0,5,5,0,10,55
18632,2,11,5,19,20,0,6,2,0,5,52
18634,2,11,4,16,16,0,8,3,0,1,30
18635,2,11,8,64,32,0,18,9,0,0,31
18637,2,14,4,16,16,0,4,2,0,4,61
18638,1,14,8,41,32,0,14,19,0,12,70
18644,2,11,7,17,28,0,7,1,0,7,69
18645,2,11,4,16,16,0,4,4,0,4,61
18646,2,11,5,25,20,0,9,4,0,4,43
18648,2,11,4,16,16,0,4,3,0,10,45
18648,1,11,8,64,32,0,16,5,1,1,8
18649,2,11,7,9,28,0,6,2,0,9,61
18649,1,11,8,53,32,0,8,1,0,6,10
18652,0,2,6,36,24,0,6,3,0,13,63
18653,1,11,9,81,36,0,17,34,1,0,0
18656,1,8,9,28,36,0,5,1,0,16,80
18656,0,1,7,32,28,0,13,2,0,2,41
18661,2,11,4,16,16,0,7,3,0,5,53
18661,2,11,5,17,20,0,5,1,0,8,78
18664,0,6,9,81,36,0,17,4,0,4,37
18664,1,11,9,81,36,0,19,20,1,0,0
18667,0,6,4,13,16,0,4,3,0,7,67
18668,1,11,7,49,28,0,7,4,0,0,11
18669,2,14,7,20,28,0,6,1,0,5,64
18676,2,10,8,57,32,0,5,4,0,8,82
18677,2,11,4,16,16,0,4,3,0,12,59
18678,2,14,5,15,20,0,4,2,0,2,82
18678,0,7,9,81,36,0,17,9,0,8,5
18681,0,6,8,50,32,0,24,4,0,3,30
18682,0,7,8,64,32,0,24,41,1,0,0
18683,1,11,8,49,32,0,12,8,0,4,51
18685,2,11,8,41,32,0,10,2,0,9,59
18687,0,2,6,36,24,0,5,1,0,4,21
18690,0,2,5,25,20,0,8,2,0,4,18
18692,1,11,8,36,32,0,11,2,0,1,40
18693,0,2,4,15,16,0,5,3,0,0,41
18697,0,6,6,36,24,0,8,1,0,5,44
18701,1,11,7,42,28,0,7,1,0,0,21
18703,2,11,8,61,32,0,9,1,1,2,30
18703,0,6,5,25,20,0,10,5,0,0,19
18705,0,2,4,16,16,0,4,6,0,7,66
18707,0,7,9,77,36,0,17,17,0,0,11
18707,2,11,4,14,16,0,4,4,0,10,84
18707,2,11,7,29,28,0,9,4,0,2,32
18707,1,14,8,19,32,0,4,3,0,3,68
18710,1,11,9,17,36,0,6,3,0,10,54
18711,2,11,5,24,20,0,5,1,0,1,63
18712,2,11,4,16,16,0,4,5,0,7,68
18716,0,7,8,64,32,0,16,1,1,0,0
18717,0,6,8,64,32,0,8,8,0,4,31
18721,0,8,6,36,24,0,6,1,0,2,34
18727,2,11,8,64,32,0,12,4,0,8,55
18728,0,6,8,38,32,0,4,2,0,4,91
18729,1,11,7,24,28,0,5,2,0,14,68
18731,0,1,6,36,24,0,13,7,0,0,48
18736,2,11,4,16,16,0,4,2,0,3,57
18737,2,11,4,16,16,0,4,2,0,4,51
18739,0,6,8,31,32,0,31,3,0,2,49
18742,2,11,5,21,20,0,5,1,0,1,78
18742,1,11,7,27,28,0,7,6,0,9,25
18744,2,11,7,17,28,0,4,3,0,4,72
18744,0,7,6,36,24,0,11,11,0,8,48
18746,2,11,5,25,20,0,5,1,0,5,52
18749,0,7,8,49,32,0,8,1,0,0,0
18751,2,10,7,17,28,0,10,1,0,8,62
18751,2,14,6,14,24,0,8,2,0,2,68
18751,0,2,6,36,24,0,12,7,0,2,37
18752,2,11,4,16,16,0,7,1,1,0,38
18752,2,14,6,26,24,0,6,1,0,0,59
18753,2,14,4,16,16,0,7,1,0,0,54
18760,2,11,7,22,28,0,13,2,0,4,22
18760,0,2,6,36,24,0,11,5,0,3,38
18767,0,6,8,58,32,0,16,2,1,1,20
18768,0,6,8,64,32,0,24,5,0,0,24
18768,2,11,7,18,28,0,3,1,0,10,51
18771,2,14,7,36,28,0,6,4,0,3,46
18771,2,14,7,49,28,0,13,7,1,8,32
18771,2,14,5,23,20,0,8,4,0,4,34
18773,2,11,6,22,24,0,18,1,0,9,32
18773,0,6,7,49,28,0,14,8,0,0,0
18775,0,6,8,64,32,0,16,2,0,2,19
18779,2,11,5,24,20,0,5,9,0,1,70
18783,2,11,5,25,20,0,5,2,0,7,66
18784,2,11,5,11,20,0,4,1,0,3,51
18784,1,11,8,56,32,0,8,1,0,0,36
18784,2,11,4,15,16,0,8,3,0,5,58
18788,0,6,9,79,36,0,18,7,0,0,0
18788,0,7,8,64,32,0,24,2,0,0,0
18788,0,1,4,16,16,0,5,2,0,8,57
18789,2,11,8,61,32,0,8,8,0,14,90
18791,2,11,7,17,28,0,7,14,0,10,82
18792,2,14,6,32,24,0,15,1,0,10,41
18794,0,7,8,61,32,0,8,1,0,8,18
18795,0,6,7,46,28,0,14,3,0,5,46
18797,2,11,9,39,36,0,15,1,0,5,66
18797,0,7,8,64,32,0,16,12,1,0,0
18797,2,14,6,21,24,0,6,3,0,7,53
18798,2,11,7,26,28,0,16,3,0,0,60
18798,1,11,6,36,24,0,9,4,0,2,55
18806,2,14,6,29,24,0,6,1,0,4,23
18807,0,6,7,46,28,0,22,2,0,2,5
18808,0,2,6,36,24,0,6,5,0,14,67
18811,1,11,6,35,24,0,6,1,0,0,1
18818,2,14,6,33,24,0,17,1,0,1,46
18821,2,11,4,16,16,0,4,1,0,0,40
18822,2,14,5,25,20,0,5,2,0,7,88
18823,2,11,6,19,24,0,16,8,0,4,26
18824,0,6,8,48,32,0,16,22,0,0,40
18825,0,7,6,36,24,0,6,2,0,2,37
18825,2,11,5,23,20,0,10,1,0,6,27
18826,2,11,7,29,28,0,14,1,0,4,61
18826,2,11,4,16,16,0,6,4,0,7,50
18827,0,6,8,35,32,0,11,1,0,10,42
18828,0,2,8,64,32,0,9,2,0,5,74
18829,2,11,4,16,16,0,4,1,0,8,45
18829,2,11,9,81,36,0,15,8,0,0,0
18833,2,11,5,23,20,0,5,1,0,5,71
18834,2,11,7,24,28,0,9,2,0,5,55
18835,0,6,7,31,28,0,14,1,0,4,17
18835,1,11,7,34,28,0,9,1,0,11,43
18836,0,6,7,49,28,0,21,1,0,4,37
18839,0,6,8,64,32,0,31,13,0,2,4
18839,0,6,7,45,28,0,7,3,0,4,60
18840,1,11,6,11,24,0,4,1,0,7,61
18840,2,10,7,33,28,0,9,1,0,11,66
18840,2,14,4,16,16,0,5,4,0,1,70
18841,0,7,6,36,24,0,5,4,0,5,59
18843,2,11,9,50,36,0,19,2,0,0,30
18844,0,7,9,64,36,0,17,27,1,5,15
18844,2,11,4,16,16,0,5,3,0,7,62
18846,1,11,8,35,32,0,11,4,0,3,63
18846,0,6,7,49,28,0,7,1,0,10,39
18848,2,11,5,25,20,0,5,1,0,3,26
18848,1,11,7,24,28,0,6,1,0,11,47
18849,1,11,8,62,32,0,10,2,0,4,26
18850,0,6,7,49,28,0,14,7,0,0,1
18850,0,9,6,36,24,0,10,4,0,10,50
18851,2,11,7,33,28,0,16,1,0,0,13
18854,0,6,8,64,32,0,24,5,0,2,8
18855,0,7,8,64,32,0,23,1,1,0,0
18855,0,8,6,36,24,0,6,8,0,5,46
18857,0,2,7,49,28,0,10,1,0,4,41
18860,2,11,4,16,16,0,3,1,0,7,95
18860,0,6,7,49,28,0,7,1,0,0,0
18865,0,2,6,36,24,0,6,6,0,0,22
18870,2,11,6,36,24,0,18,11,0,1,24
18871,2,11,7,26,28,0,7,1,0,4,46
18874,2,11,8,28,32,0,3,2,0,10,85
18877,0,7,8,64,32,0,16,18,0,12,32
18878,2,11,5,25,20,0,16,4,0,7,34
18879,2,11,8,61,32,0,15,3,0,2,2
18880,1,14,5,25,20,0,7,7,0,6,29
18884,0,4,9,64,36,0,8,2,0,3,45
18884,0,6,8,24,32,0,4,2,0,3,71
18885,2,14,4,16,16,0,4,1,0,10,72
18890,2,13,4,16,16,0,5,4,0,5,65
18890,1,14,6,24,24,0,7,1,0,2,49
18892,2,11,8,31,32,0,7,1,0,8,63
18893,0,6,7,19,28,0,8,1,0,6,33
18896,1,11,6,25,24,0,12,3,0,0,16
18898,0,11,12,144,48,0,24,25,0,9,43
18899,0,2,6,36,24,0,6,9,0,3,53
18901,2,11,7,25,28,0,12,4,0,4,37
18901,1,11,7,49,28,0,12,1,0,7,12
18901,2,11,8,53,32,0,15,2,0,8,64
18902,0,11,6,36,24,0,4,1,0,4,87
18902,0,6,7,49,28,0,15,1,1,3,31
18903,0,7,9,81,36,0,18,10,0,0,1
18906,1,11,8,38,32,0,12,12,0,11,74
18907,0,6,7,49,28,0,16,2,0,0,8
18912,2,11,6,22,24,0,9,1,0,6,51
18912,1,11,6,32,24,0,12,3,0,1,15
18921,1,14,8,35,32,0,10,3,0,1,80
18921,2,14,7,24,28,0,13,1,0,4,62
18923,2,11,8,64,32,0,30,1,0,0,50
18927,2,14,5,24,20,0,10,4,0,6,66
18928,2,11,7,17,28,0,5,3,0,11,59
18931,0,2,4,16,16,0,7,4,0,8,65
18931,2,11,6,36,24,0,6,5,0,12,52
18931,0,2,4,16,16,0,5,2,0,0,26
18932,2,11,5,25,20,0,9,2,0,4,65
18935,0,6,8,60,32,0,16,18,1,0,0
18935,0,4,7,49,28,0,11,9,0,0,71
18937,0,4,6,36,24,0,9,3,0,2,64
18937,2,7,7,13,28,0,6,1,0,4,82
18937,1,11,5,25,20,0,7,7,0,7,55
18938,0,5,9,29,36,0,10,1,0,8,74
18939,2,11,7,31,28,0,12,1,0,4,42
18939,2,11,8,49,32,0,23,16,0,0,12
18945,0,5,9,28,36,0,3,1,0,12,96
18945,0,8,7,49,28,0,7,7,0,3,27
18946,0,5,7,49,28,0,7,5,0,9,63
18948,2,14,7,44,28,0,14,9,0,1,4
18948,1,14,9,81,36,0,18,3,0,0,0
18949,2,11,9,81,36,0,18,9,0,0,14
18950,2,11,7,19,28,0,11,4,0,5,52
18951,0,7,8,61,32,0,7,3,0,13,97
18951,2,11,8,64,32,0,15,8,0,7,14
18953,0,1,4,16,16,0,4,6,0,4,73
18955,2,11,5,24,20,0,5,2,0,9,67
18956,0,8,6,36,24,0,6,13,0,10,87
18957,0,6,10,100,40,0,16,8,0,6,36
18957,1,11,6,32,24,0,18,7,1,0,24
18960,2,14,7,33,28,0,7,8,0,4,56
18961,2,10,5,16,20,0,4,1,0,1,54
18962,2,10,5,25,20,0,6,5,0,2,49
18963,0,8,6,36,24,0,6,4,0,0,71
18963,1,14,7,49,28,0,14,1,0,0,0
18965,2,11,4,16,16,0,4,4,0,12,80
18966,2,14,5,22,20,0,5,3,0,12,69
18967,1,11,6,31,24,0,12,2,0,9,34
18967,0,4,8,64,32,0,8,4,0,13,53
18970,0,6,7,45,28,0,9,2,0,8,59
18971,1,14,9,81,36,0,23,4,0,8,33
18972,2,11,7,49,28,0,8,1,0,7,31
18973,2,11,6,35,24,0,6,1,0,7,36
18973,1,14,7,49,28,0,14,52,2,0,0
18975,2,11,5,25,20,0,9,4,0,2,30
18977,1,11,6,32,24,0,9,2,0,8,52
18978,0,6,7,49,28,0,21,6,0,4,8
18980,2,14,4,16,16,0,4,5,0,6,79
18982,2,11,7,42,28,0,12,2,1,2,30
18984,2,14,8,43,32,0,24,2,0,4,49
18984,1,11,7,42,28,0,12,7,0,6,53
18985,2,14,7,24,28,0,7,1,0,7,66
18985,2,11,5,25,20,0,8,12,1,4,37
18985,2,11,4,16,16,0,4,3,0,4,51
18986,2,14,4,16,16,0,4,10,0,4,97
18986,0,1,6,25,24,0,5,2,0,0,56
18988,0,11,8,32,32,0,9,1,0,3,75
18988,1,14,7,49,28,0,14,2,1,0,0
18988,2,14,8,15,32,0,20,2,0,4,11
18990,2,14,4,16,16,0,7,8,1,4,52
18990,1,14,7,6,28,0,2,1,0,2,62
18994,2,14,6,33,24,0,21,8,0,4,40
18994,0,1,4,16,16,0,4,1,0,6,64
18996,2,14,6,36,24,0,20,1,0,0,2
18996,0,7,7,48,28,0,14,3,1,0,19
18996,1,11,6,32,24,0,22,1,0,0,29
18997,1,14,9,42,36,0,8,3,0,4,78
18998,1,14,8,64,32,0,12,6,0,0,5
18999,2,11,7,49,28,0,13,9,0,12,66
19000,2,11,4,16,16,0,4,2,0,2,57
19000,2,14,4,16,16,0,4,4,0,0,78
19001,2,11,7,49,28,0,6,1,0,0,52
19001,2,14,7,49,28,0,36,5,0,0,37
19003,2,14,8,64,32,0,40,2,0,6,14
19005,2,14,6,36,24,0,13,2,0,0,13
19008,2,14,4,16,16,0,4,5,0,1,58
19009,2,14,4,16,16,0,4,7,0,14,98
19010,2,11,4,15,16,0,4,2,0,6,50
19011,2,14,7,49,28,0,33,3,0,1,4
19012,0,7,9,81,36,0,18,10,0,0,6
19012,2,14,6,36,24,0,26,1,0,0,12
19016,2,11,7,49,28,0,11,5,0,0,14
19017,2,14,7,49,28,0,11,5,0,4,12
19018,0,6,9,81,36,0,27,2,0,0,0
19021,2,11,4,14,16,0,4,1,0,4,70
19021,1,14,6,28,24,0,6,2,0,4,61
19022,2,11,7,17,28,0,4,1,0,9,56
19024,0,2,4,16,16,0,4,2,0,0,12
19024,1,14,7,34,28,0,7,11,0,13,65
19033,0,7,6,25,24,0,6,10,0,4,16
19037,0,6,7,49,28,0,17,1,0,0,40
19038,1,10,6,36,24,0,6,1,0,0,73
19039,1,14,10,100,40,0,12,3,0,3,4
19040,1,14,7,15,28,0,7,1,0,5,45
19041,2,14,6,33,24,0,30,1,0,4,39
19041,2,11,6,36,24,0,18,1,0,8,32
19042,2,11,7,23,28,0,9,1,0,0,50
19043,1,11,8,49,32,0,10,3,0,0,0
19045,1,11,6,36,24,0,6,8,0,2,65
19046,2,11,6,36,24,0,6,1,0,8,32
19046,2,14,7,49,28,0,13,10,0,4,36
19046,2,11,4,16,16,0,4,2,0,4,35
19047,2,14,5,25,20,0,6,3,1,4,40
19048,2,11,11,121,44,0,11,2,0,13,100
19050,0,6,7,17,28,0,4,2,0,8,71
19051,2,6,7,19,28,0,6,1,0,4,52
19051,2,11,8,42,32,0,8,1,0,5,61
19051,1,11,5,25,20,0,9,1,0,4,27
19052,2,14,7,44,28,0,41,8,0,1,8
19053,1,11,6,36,24,0,12,2,1,5,36
19054,2,11,4,16,16,0,4,1,0,3,62
19055,0,6,9,56,36,0,9,9,0,6,74
19055,1,14,7,49,28,0,15,1,0,1,4
19056,2,11,7,49,28,0,7,4,0,0,0
19058,2,11,7,43,28,0,15,2,0,11,55
19060,0,6,7,33,28,0,11,1,0,8,56
19060,1,11,6,16,24,0,11,2,1,6,34
19060,1,11,9,64,36,0,25,1,0,0,0
19061,2,10,8,43,32,0,7,4,0,7,55
19061,2,14,7,49,28,0,50,7,0,4,8
19062,0,7,7,36,28,0,9,4,0,1,28
19066,1,14,8,49,32,0,10,2,0,8,37
19068,1,14,10,81,40,0,18,1,0,0,28
19071,0,6,7,17,28,0,8,2,0,3,65
19072,2,11,6,36,24,0,6,6,0,0,56
19073,1,11,6,36,24,0,18,8,1,0,40
19073,0,7,8,40,32,0,6,2,0,4,61
19074,2,11,6,36,24,0,16,6,0,0,6
19075,2,11,5,25,20,0,5,3,0,5,42
19076,0,7,9,81,36,0,17,1,0,1,8
19076,1,11,6,32,24,0,13,1,0,4,40
19076,2,10,8,27,32,0,9,1,0,5,55
19076,2,11,6,36,24,0,12,9,0,4,47
19077,2,14,8,18,32,0,18,6,0,6,38
19078,2,11,8,64,32,0,8,5,0,16,80
19079,2,10,4,16,16,0,4,5,0,10,80
19079,2,14,6,36,24,0,25,2,0,0,14
19079,2,11,7,32,28,0,14,14,1,0,3
19080,0,8,6,36,24,0,6,8,0,4,93
19081,2,14,6,25,24,0,11,1,0,0,5
19081,2,11,7,9,28,0,3,1,0,11,56
19082,1,11,8,44,32,0,12,2,1,0,51
19083,0,6,6,36,24,0,8,3,0,0,20
19083,1,14,8,64,32,0,15,3,0,8,28
19086,1,14,7,49,28,0,14,29,1,0,0
19089,0,5,6,36,24,0,6,6,0,3,35
19090,2,14,7,44,28,0,42,1,1,1,4
19090,2,14,8,36,32,0,28,1,0,2,14
19091,0,2,6,36,24,0,13,4,0,1,31
19091,1,14,9,81,36,0,17,3,0,0,0
19092,1,11,6,24,24,0,12,10,1,3,47
19093,2,14,8,64,32,0,30,4,0,0,17
19096,2,14,6,36,24,0,33,4,0,2,36
19097,2,14,7,49,28,0,20,1,0,0,12
19099,0,6,9,80,36,0,27,11,0,0,3
19099,0,6,8,60,32,0,21,13,0,4,39
19099,2,13,4,15,16,0,4,8,0,10,86
19099,2,14,5,14,20,0,6,1,0,4,58
19100,1,14,8,64,32,0,18,1,0,8,28
19101,2,10,7,37,28,0,7,1,0,4,68
19102,2,14,7,49,28,0,49,10,0,4,10
19102,2,14,9,81,36,0,9,9,0,7,56
19103,2,14,7,36,28,0,35,1,0,12,25
19103,2,14,8,64,32,0,8,1,0,3,4
19103,2,11,5,24,20,0,7,6,0,5,57
19104,1,11,8,62,32,0,10,7,1,8,68
19104,1,11,6,36,24,0,6,5,0,14,57
19105,2,14,7,25,28,0,5,2,0,1,19
19105,1,14,7,49,28,0,28,8,0,6,33
19108,2,14,7,17,28,0,7,4,0,8,40
19109,0,7,5,25,20,0,5,3,0,1,39
19110,2,11,8,64,32,0,28,3,0,10,53
19111,1,11,7,12,28,0,7,10,0,13,68
19112,1,11,8,64,32,0,30,1,0,4,5
19112,2,14,9,71,36,0,14,15,1,0,33
19112,2,11,5,25,20,0,4,5,0,4,97
19113,2,14,9,71,36,0,13,5,0,8,80
19113,1,14,6,20,24,0,12,7,0,4,69
19113,2,14,9,71,36,0,9,6,0,8,84
19115,2,14,7,49,28,0,8,2,0,13,43
19115,1,11,8,64,32,0,23,2,0,8,40
19115,2,11,7,18,28,0,6,2,0,0,75
19116,2,14,7,49,28,0,31,5,0,16,42
19117,2,14,6,36,24,0,20,2,0,0,0
19117,2,14,7,49,28,0,21,3,2,0,24
19118,1,11,8,35,32,0,4,1,0,14,91
19119,2,11,5,13,20,0,5,1,0,11,59
19120,1,14,8,61,32,0,17,10,0,0,1
19123,1,11,8,64,32,0,18,4,0,0,0
19123,2,11,6,26,24,0,12,2,0,7,37
19124,0,7,9,81,36,0,18,10,0,0,0
19126,2,11,8,64,32,0,16,7,0,2,8
19126,2,11,6,36,24,0,18,7,0,2,8
19128,1,10,9,29,36,0,11,3,0,14,61
19128,2,11,6,36,24,0,7,3,0,4,38
19128,1,14,8,64,32,0,17,10,0,0,10
19129,2,14,8,60,32,0,8,2,0,1,1
19129,2,11,9,43,36,0,8,6,0,0,57
19133,2,14,4,9,16,0,6,5,0,2,48
19133,1,10,8,30,32,0,6,4,0,12,51
19133,2,11,6,36,24,0,7,2,0,4,40
19133,1,14,6,36,24,0,12,14,0,2,25
19134,0,2,6,36,24,0,6,1,0,2,41
19140,0,6,7,49,28,0,28,1,0,0,32
19140,2,14,8,64,32,0,8,1,0,0,18
19142,0,6,7,49,28,0,28,36,0,0,0
19143,1,11,5,25,20,0,6,5,0,1,57
19143,0,6,7,49,28,0,21,8,0,0,0
19143,2,11,4,16,16,0,6,3,0,6,76
19145,2,14,9,73,36,0,9,1,0,7,64
19146,2,14,7,49,28,0,21,24,1,2,13
19146,0,6,7,49,28,0,15,14,0,8,28
19147,2,11,6,36,24,0,17,6,0,0,0
19148,2,11,6,24,24,0,5,2,0,1,63
19149,1,14,10,100,40,0,20,11,0,0,0
19150,0,2,7,49,28,0,7,5,0,4,52
19151,2,10,5,13,20,0,4,3,0,9,69
19151,2,14,7,49,28,0,7,8,0,5,60
19152,1,14,5,25,20,0,5,1,0,0,38
19158,2,11,5,25,20,0,4,1,0,4,49
19161,0,2,6,36,24,0,23,4,0,0,38
19161,2,14,6,36,24,0,25,11,0,0,0
19161,2,11,8,64,32,0,24,5,0,13,51
19161,2,11,4,16,16,0,4,1,0,2,65
19163,2,11,8,51,32,0,18,1,0,2,34
19163,2,11,7,49,28,0,7,4,0,10,23
19165,0,8,6,36,24,0,6,1,0,4,54
19166,0,6,9,81,36,0,9,1,0,0,16
19168,1,14,6,27,24,0,18,5,1,4,72
19172,1,14,7,28,28,0,14,1,0,1,62
19173,1,14,5,25,20,0,5,2,0,4,67
19178,2,14,5,23,20,0,9,4,1,11,64
19179,2,11,8,42,32,0,16,2,0,12,39
19179,0,6,10,100,40,0,28,9,0,0,3
19182,2,11,6,36,24,0,9,1,1,6,66
19183,2,14,8,64,32,0,30,5,0,2,21
19183,0,7,7,17,28,0,7,3,0,9,67
19187,2,11,9,62,36,0,8,2,0,0,19
19188,0,7,6,36,24,0,10,3,0,6,64
19189,0,6,8,45,32,0,6,1,0,4,57
19191,2,11,9,69,36,0,25,2,0,10,48
19191,2,14,7,44,28,0,8,6,0,7,61
19192,2,11,7,42,28,0,22,2,0,1,6
19193,2,11,8,45,32,0,6,1,0,3,47
19197,2,11,7,43,28,0,6,3,0,9,19
19204,2,14,6,35,24,0,6,1,0,3,36
19205,0,1,5,25,20,0,7,5,0,6,66
19212,2,14,4,16,16,0,4,2,0,12,62
19213,2,10,7,34,28,0,7,4,0,4,96
19213,2,14,4,16,16,0,3,2,0,6,77
19218,0,6,6,36,24,0,6,4,0,12,40
19218,2,11,5,25,20,0,5,1,0,2,41
19220,1,10,8,19,32,0,10,2,0,5,52
19222,2,14,7,49,28,0,12,9,0,12,66
19223,0,6,6,36,24,0,5,5,0,2,19
19223,2,11,8,28,32,0,7,12,0,1,105
19223,2,14,8,64,32,0,16,9,0,4,8
19225,0,6,6,36,24,0,10,3,0,9,71
19228,2,11,8,42,32,0,10,2,1,1,52
19228,2,11,4,16,16,0,4,2,0,0,65
19229,2,11,7,49,28,0,15,1,0,1,8
19231,0,6,10,62,40,0,18,2,0,10,44
19235,2,11,5,25,20,0,5,1,0,5,55
19236,0,6,7,17,28,0,7,6,0,15,82
19238,2,11,9,75,36,0,18,15,0,0,22
19238,2,11,4,16,16,0,8,5,0,5,40
19238,2,11,6,36,24,0,11,3,0,6,30
19242,0,6,6,36,24,0,6,1,0,4,53
19242,0,7,8,64,32,0,8,5,0,0,48
19248,2,11,8,38,32,0,7,1,0,7,52
19250,2,11,7,23,28,0,8,1,0,1,17
19250,2,10,7,35,28,0,9,1,0,5,76
19252,2,11,4,16,16,0,4,1,0,6,73
19252,0,6,7,17,28,0,2,1,0,12,80
19253,2,11,4,10,16,0,4,4,0,9,97
19257,2,11,7,17,28,0,7,7,0,9,71
19257,2,11,4,16,16,0,3,1,0,7,89
19257,2,14,5,25,20,0,5,5,0,12,61
19260,2,11,8,42,32,0,11,1,0,1,61
19262,2,14,7,17,28,0,3,1,0,4,93
19264,2,10,5,25,20,0,4,2,0,7,56
19265,1,10,8,19,32,0,9,2,0,4,53
19266,1,10,8,20,32,0,9,2,0,3,64
19269,2,11,7,38,28,0,14,3,0,3,40
19269,0,6,6,36,24,0,7,8,1,2,39
19272,0,7,7,45,28,0,9,3,0,8,26
19281,2,6,9,81,36,0,18,1,0,0,0
19281,2,11,5,22,20,0,8,2,1,2,57
19281,2,10,8,40,32,0,7,5,0,7,81
19281,0,6,10,55,40,0,9,5,0,6,17
19285,2,11,4,16,16,0,4,4,0,10,76
19285,0,2,6,36,24,0,8,1,0,14,79
19292,0,1,6,36,24,0,6,1,0,6,47
19293,2,11,4,16,16,0,4,5,0,6,66
19295,2,11,9,81,36,0,19,1,0,0,0
19296,0,6,6,36,24,0,6,1,0,8,59
19298,0,6,10,91,40,0,10,2,0,0,60
19299,2,14,5,25,20,0,11,4,0,4,54
19303,2,11,6,36,24,0,11,1,0,3,33
19307,0,7,8,49,32,0,15,1,0,0,0
19307,2,11,4,16,16,0,5,7,0,7,66
19310,2,11,5,8,20,0,3,1,0,13,42
19314,0,5,6,36,24,0,8,2,0,4,57
19318,2,14,8,47,32,0,14,12,0,3,11
19325,2,10,4,16,16,0,4,1,0,1,30
19328,2,11,7,18,28,0,6,1,0,13,70
19330,2,11,7,18,28,0,9,7,0,0,61
19337,2,11,5,25,20,0,5,1,0,5,73
19338,2,6,7,17,28,0,3,2,0,5,39
19338,2,14,4,16,16,0,4,2,0,7,62
19338,0,6,8,59,32,0,14,1,0,3,33
19349,2,7,7,49,28,0,7,1,0,3,14
19352,2,11,9,80,36,0,18,14,0,4,9
19352,1,11,6,25,24,0,5,5,0,8,57
19360,0,2,4,16,16,0,5,2,0,3,52
19371,2,11,7,17,28,0,7,2,0,11,56
19372,2,14,7,48,28,0,8,6,0,13,52
19376,0,6,5,25,20,0,10,5,1,2,15
19377,2,14,4,16,16,0,3,3,0,12,81
19379,2,11,8,64,32,0,16,3,0,2,12
19382,2,11,7,17,28,0,2,1,0,6,80
