step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5252,939.8801,626.64,88.57,1.83,262,2.52,0.215,14.846,0.3802,78.235,0.00,0.0000
1000,-60,1,2480,830.2766,659.75,633.97,0.92,303,0.35,0.100,16.346,0.5626,91.393,0.00,0.0000
1000,-60,2,2,0.8865,1.46,2.46,22.54,1,9.05,0.490,9.940,0.4526,66.491,0.00,0.0000
1000,-50,0,7107,1507.0932,898.93,96.00,15.03,566,11.85,2.198,10.186,0.3066,92.681,0.00,0.0000
1000,-50,1,1587,721.6679,456.25,489.23,14.26,265,10.59,1.970,10.962,0.4744,146.035,0.00,0.0000
1000,-50,2,4,1.8487,0.00,6.71,30.22,2,13.44,1.574,7.922,0.6792,171.221,0.00,0.0000
1000,-40,0,6344,1515.0908,674.47,63.02,26.40,536,21.32,6.384,6.819,0.2807,143.983,0.00,0.0000
1000,-40,1,1735,910.5707,491.86,625.73,23.31,297,19.29,5.712,7.777,0.4636,238.657,0.00,0.0000
1000,-40,2,2,0.8654,0.04,2.38,13.17,0,21.68,5.175,5.171,0.3976,234.264,0.00,0.0000
1000,-30,0,4328,1829.7791,1123.47,88.36,33.47,274,27.92,10.258,5.139,0.3083,250.973,0.00,0.0000
1000,-30,1,3253,1841.2948,914.76,1513.89,29.57,413,27.20,10.104,5.559,0.4298,371.441,0.00,0.0000
1000,-30,2,596,296.9308,106.08,835.85,34.86,73,28.98,11.027,4.985,0.5164,500.779,0.00,0.0000
1000,-20,0,1823,984.7619,1230.70,41.73,55.83,9,33.35,13.794,4.024,0.2917,358.267,0.00,0.0000
1000,-20,1,2520,2027.2720,2062.08,1070.41,29.98,155,32.56,13.427,4.306,0.4237,528.580,0.00,0.0000
1000,-20,2,3876,2295.2495,1130.59,10987.08,33.10,559,31.75,13.097,4.630,0.6498,816.410,0.00,0.0000
1000,-10,0,1806,878.2650,1446.44,24.26,65.28,19,36.98,16.285,3.358,0.2765,465.210,0.00,0.0000
1000,-10,1,2073,1842.1975,3183.72,918.86,35.06,8,36.81,16.185,3.393,0.3849,681.914,0.00,0.0000
1000,-10,2,4345,2523.6747,1238.73,15754.01,34.84,625,34.17,14.830,4.249,0.6806,1076.337,0.00,0.0000
1000,0,0,1824,812.5437,1508.53,31.23,72.14,11,38.85,17.518,2.984,0.2163,440.146,0.00,0.0000
1000,0,1,1742,1477.8377,2582.45,843.33,40.66,1,38.58,17.318,3.014,0.3645,769.717,0.00,0.0000
1000,0,2,4801,3206.9985,2343.22,15182.00,38.05,426,35.21,15.593,4.114,0.6287,1086.719,0.00,0.0000
1000,10,0,3015,1595.8810,2515.56,51.79,74.59,4,37.73,16.756,3.207,0.2386,433.772,0.00,0.0000
1000,10,1,2716,2468.9573,3750.21,1344.08,44.75,6,37.15,16.384,3.347,0.3974,725.772,0.00,0.0000
1000,10,2,3714,2500.5501,1874.21,9677.94,22.84,383,32.17,13.940,5.050,0.6033,876.282,0.00,0.0000
1000,20,0,3995,1193.5004,1419.61,62.05,62.25,19,32.28,13.501,4.650,0.1815,213.751,0.00,0.0000
1000,20,1,3286,2549.6665,2655.46,1562.93,36.32,79,32.28,13.450,4.577,0.4289,549.763,0.00,0.0000
1000,20,2,1164,769.9726,497.15,2028.09,8.24,104,29.29,12.125,5.727,0.5685,653.556,0.00,0.0000
1000,30,0,6748,1724.0356,1225.99,85.04,37.44,67,26.43,9.894,6.054,0.2270,184.904,0.00,0.0000
1000,30,1,2321,1548.5848,1034.97,1010.27,42.57,79,29.29,11.105,4.849,0.4647,415.622,0.00,0.0000
1000,30,2,205,112.1427,52.59,224.73,71.07,31,26.60,9.551,5.580,0.5555,413.479,0.00,0.0000
1000,40,0,6701,1078.9254,684.25,63.74,28.39,103,19.88,6.115,7.797,0.2274,110.403,0.00,0.0000
1000,40,1,1262,600.7218,239.14,497.87,50.00,143,23.74,7.456,5.921,0.5024,275.719,0.00,0.0000
1000,40,2,207,95.9462,33.15,241.35,65.69,35,23.92,7.790,6.090,0.5826,335.108,0.00,0.0000
1000,50,0,5139,344.7170,276.95,13.72,19.40,25,11.21,2.312,10.935,0.1688,32.204,0.00,0.0000
1000,50,1,566,205.5101,99.93,135.66,53.68,32,17.61,4.008,7.476,0.5873,155.280,0.00,0.0000
1000,50,2,11,4.3145,3.40,13.48,35.34,0,19.14,4.263,6.382,0.7399,166.818,0.00,0.0000
1000,60,0,3853,74.5264,73.76,0.77,11.91,0,2.35,0.233,15.057,0.1131,6.222,0.00,0.0000
1000,60,1,2,2.2230,2.33,0.32,20.07,0,9.32,0.587,10.123,0.9882,68.643,0.00,0.0000
1000,70,0,4656,3.6751,4.55,0.16,8.42,0,-5.43,0.001,20.728,0.0807,1.615,0.00,0.0000
1000,80,0,3564,0.0161,0.36,0.06,4.84,0,-11.91,0.000,26.913,0.0674,0.732,0.00,0.0000
2000,-60,0,5309,69.1532,375.58,90.23,-15.58,10,-8.97,0.000,24.035,0.5045,13.188,0.00,0.0000
2000,-60,1,2423,25.2491,287.34,599.16,-19.22,14,-11.28,0.000,26.309,0.7573,18.571,0.00,0.0000
2000,-60,2,2,0.1629,0.00,2.36,-6.37,0,0.29,0.000,15.175,0.6447,42.716,0.00,0.0000
2000,-50,0,7134,416.7393,695.36,95.75,-8.99,54,0.99,0.123,15.925,0.3859,28.790,0.00,0.0000
2000,-50,1,1560,176.4358,275.71,473.45,-2.33,34,0.60,0.109,16.270,0.6137,48.839,0.00,0.0000
2000,-50,2,4,0.0000,0.00,6.50,-2.40,0,5.28,0.039,11.713,0.6518,65.042,0.00,0.0000
2000,-40,0,6350,537.5300,479.31,62.46,2.54,216,12.02,2.270,10.121,0.3414,66.103,0.00,0.0000
2000,-40,1,1729,265.5765,194.91,615.11,8.40,134,10.80,2.025,10.925,0.5038,101.014,0.00,0.0000
2000,-40,2,2,0.0621,0.00,2.36,-7.22,0,13.35,1.702,8.058,0.8277,147.546,0.00,0.0000
2000,-30,0,4332,836.9017,330.40,87.99,12.55,313,20.48,6.084,7.178,0.3654,150.730,0.00,0.0000
2000,-30,1,3263,710.9096,445.16,1518.01,19.56,274,20.57,6.314,7.375,0.4906,203.888,0.00,0.0000
2000,-30,2,582,92.6258,58.79,820.06,24.62,42,23.15,7.499,6.419,0.6351,290.578,0.00,0.0000
2000,-20,0,1821,946.0551,762.83,41.53,14.51,135,28.03,10.382,5.167,0.3522,259.752,0.00,0.0000
2000,-20,1,2520,1283.3655,727.11,1071.25,22.68,256,27.61,10.309,5.440,0.4982,384.385,0.00,0.0000
2000,-20,2,3878,1001.5113,665.28,10967.40,32.17,405,27.38,10.250,5.604,0.7272,520.464,0.00,0.0000
2000,-10,0,1808,954.2722,1480.21,24.43,24.65,14,34.55,14.529,3.760,0.3140,394.547,0.00,0.0000
2000,-10,1,2070,1995.1303,2946.03,920.41,25.95,21,34.29,14.498,3.881,0.4456,586.912,0.00,0.0000
2000,-10,2,4346,1240.5416,1043.18,15734.80,40.54,471,32.26,13.426,4.589,0.7448,823.212,0.00,0.0000
2000,0,0,1823,772.0410,1518.79,30.88,25.86,3,38.82,17.357,2.898,0.2203,439.313,0.00,0.0000
2000,0,1,1742,1491.3062,2637.71,840.61,30.23,2,38.52,17.281,3.001,0.3777,754.641,0.00,0.0000
2000,0,2,4802,2151.8131,2571.42,15161.92,44.54,257,35.94,15.902,3.877,0.6485,1006.223,0.00,0.0000
2000,10,0,3020,1260.6003,2478.37,51.68,24.92,11,40.19,18.283,2.652,0.1990,464.100,0.00,0.0000
2000,10,1,2736,2225.7535,3877.50,1362.14,33.78,20,39.78,18.152,2.804,0.3517,795.228,0.00,0.0000
2000,10,2,3689,1561.3153,1767.07,9639.80,57.94,172,35.83,16.129,4.176,0.5749,904.107,0.00,0.0000
2000,20,0,4001,987.6610,1554.49,62.19,30.01,8,37.77,16.884,3.353,0.1495,267.794,0.00,0.0000
2000,20,1,3280,2059.5697,2975.97,1555.18,49.26,23,38.27,17.239,3.249,0.3551,658.771,0.00,0.0000
2000,20,2,1164,455.5933,447.98,2030.20,65.93,33,35.25,15.645,4.213,0.5136,745.330,0.00,0.0000
2000,30,0,6751,1624.2773,1816.54,84.97,43.12,50,35.06,14.968,3.826,0.1956,271.326,0.00,0.0000
2000,30,1,2311,1203.2798,1448.24,1000.57,42.13,15,37.23,16.020,3.027,0.3662,538.184,0.00,0.0000
2000,30,2,212,89.1680,100.21,232.87,19.02,0,35.12,14.579,3.414,0.5299,641.957,0.00,0.0000
2000,40,0,6700,1086.8651,1070.02,63.58,43.92,80,31.12,12.077,4.412,0.1955,175.310,0.00,0.0000
2000,40,1,1255,440.4141,378.22,494.19,28.41,44,33.94,13.298,3.235,0.4827,480.334,0.00,0.0000
2000,40,2,215,53.0735,46.72,251.29,16.99,9,33.31,13.151,3.567,0.5883,592.817,0.00,0.0000
2000,50,0,5136,560.6288,547.08,13.55,41.75,38,25.00,8.039,5.642,0.1424,61.996,0.00,0.0000
2000,50,1,569,303.3717,227.06,138.18,18.65,20,29.83,10.177,3.702,0.5937,339.199,0.00,0.0000
2000,50,2,11,4.3260,0.96,13.78,26.53,1,28.47,9.094,3.678,0.8171,420.188,0.00,0.0000
2000,60,0,3853,176.1768,170.48,0.77,34.55,4,18.77,3.947,6.704,0.0926,15.373,0.00,0.0000
2000,60,1,2,3.8496,4.50,0.34,35.46,0,21.43,4.747,5.302,0.9650,186.878,0.00,0.0000
2000,70,0,4656,45.5126,41.09,0.15,26.53,0,15.11,1.227,6.292,0.0644,2.644,0.00,0.0000
2000,80,0,3564,5.6510,5.32,0.06,26.15,0,15.33,0.201,3.831,0.0536,0.030,0.00,0.0000
3000,-60,0,5371,1.7329,227.10,91.89,-15.88,4,-15.20,0.000,30.198,0.5459,5.518,0.00,0.0000
3000,-60,1,2361,0.1764,166.04,563.91,-18.08,0,-17.47,0.000,32.473,0.8320,5.091,0.00,0.0000
3000,-60,2,2,0.0000,0.00,2.26,-14.98,0,-5.04,0.000,20.042,0.8329,24.942,0.00,0.0000
3000,-50,0,7166,224.2737,516.60,95.12,-3.51,24,-5.15,0.000,20.555,0.4308,13.575,0.00,0.0000
3000,-50,1,1528,102.1129,220.06,452.99,-20.53,9,-5.97,0.000,21.329,0.7299,20.608,0.00,0.0000
3000,-50,2,4,0.0000,0.00,6.24,-10.77,0,0.12,0.000,15.318,0.6497,56.372,0.00,0.0000
3000,-40,0,6358,472.9461,493.43,62.01,6.32,99,6.31,0.701,12.849,0.3899,40.034,0.00,0.0000
3000,-40,1,1721,197.8144,190.84,604.17,-11.79,41,4.62,0.542,14.070,0.6369,54.648,0.00,0.0000
3000,-40,2,2,0.0000,0.00,2.35,27.50,1,9.71,0.359,9.391,0.9782,123.173,0.00,0.0000
3000,-30,0,4344,423.7711,332.03,88.34,12.10,141,15.52,3.828,8.928,0.4116,98.641,0.00,0.0000
3000,-30,1,3255,511.2475,374.21,1510.74,2.90,156,15.38,3.996,9.228,0.5632,138.153,0.00,0.0000
3000,-30,2,578,115.7914,54.41,814.81,-2.09,64,18.04,5.032,8.080,0.7424,217.020,0.00,0.0000
3000,-20,0,1819,478.0690,344.95,41.30,14.51,97,23.99,8.198,6.317,0.3721,207.331,0.00,0.0000
3000,-20,1,2523,606.7142,347.60,1073.71,19.92,149,23.75,8.115,6.456,0.5253,281.691,0.00,0.0000
3000,-20,2,3877,746.9207,402.61,10927.16,6.84,451,23.12,7.915,6.773,0.7878,386.954,0.00,0.0000
3000,-10,0,1807,995.1313,1495.02,24.29,12.62,18,31.50,12.711,4.429,0.3385,348.002,0.00,0.0000
3000,-10,1,2063,1964.6997,2860.47,917.51,31.31,34,32.02,12.957,4.305,0.4784,503.751,0.00,0.0000
3000,-10,2,4354,967.8322,449.66,15699.10,11.07,455,29.23,11.571,5.250,0.7857,701.879,0.00,0.0000
3000,0,0,1822,816.3459,1553.68,30.47,24.22,6,37.42,16.501,3.147,0.2294,426.787,0.00,0.0000
3000,0,1,1746,1564.4333,2784.08,843.32,37.44,19,37.89,16.771,3.080,0.3873,703.839,0.00,0.0000
3000,0,2,4799,2202.9285,2418.07,15126.93,16.98,419,34.46,14.929,4.115,0.6699,967.756,0.00,0.0000
3000,10,0,3024,1102.4686,2356.01,51.26,35.84,7,40.63,18.684,2.574,0.1734,440.399,0.00,0.0000
3000,10,1,2754,2101.0757,3951.49,1372.29,39.59,6,40.89,18.907,2.606,0.3149,774.904,0.00,0.0000
3000,10,2,3667,1548.8489,1859.06,9584.55,10.38,104,35.65,15.943,4.091,0.5676,958.657,0.00,0.0000
3000,20,0,4007,966.2022,1673.65,61.85,30.00,12,39.70,18.274,2.974,0.1262,297.992,0.00,0.0000
3000,20,1,3298,2050.1667,3308.40,1561.49,23.71,13,40.37,18.643,2.795,0.3008,727.356,0.00,0.0000
3000,20,2,1140,540.7087,609.81,1997.80,18.28,17,36.81,16.564,3.777,0.4650,820.763,0.00,0.0000
3000,30,0,6760,1821.6616,2435.35,84.71,23.69,16,38.74,17.388,3.022,0.1571,336.464,0.00,0.0000
3000,30,1,2305,1331.9275,1860.88,993.07,33.34,21,41.05,18.612,2.288,0.2824,625.003,0.00,0.0000
3000,30,2,209,160.3455,187.09,230.15,37.18,0,39.21,17.337,2.609,0.4456,815.948,0.00,0.0000
3000,40,0,6702,1319.6635,1576.41,63.21,19.33,32,36.46,15.412,3.130,0.1487,232.164,0.00,0.0000
3000,40,1,1246,762.9560,757.27,490.89,39.82,22,39.58,16.998,2.120,0.4119,654.579,0.00,0.0000
3000,40,2,222,136.3533,135.65,260.95,41.48,1,38.35,16.451,2.536,0.5421,819.748,0.00,0.0000
3000,50,0,5134,612.2441,716.40,13.37,12.38,23,31.97,11.952,3.645,0.1033,92.865,0.00,0.0000
3000,50,1,571,542.3917,549.58,141.51,37.27,7,36.75,14.449,2.160,0.5399,556.178,0.00,0.0000
3000,50,2,11,2.1076,0.79,14.25,40.85,1,34.40,12.649,2.345,0.8404,693.984,0.00,0.0000
3000,60,0,3853,184.6454,241.37,0.77,12.87,1,28.19,8.396,3.506,0.0619,25.307,0.00,0.0000
