step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share
53000,7695,3352,21822,39813,33159,17779,212,15274,1304,10,200380,1742168,20036.905,6937.310,0.2890,3317.837,0.041,0.702,0.206,0.051,0.473,0.328,1690,0.1232,0.6412,0.152,20.5,43.9,60.7,38.86,1.34,14.86,1.06,21.60,7.08,1.095,0.363,0.097,0.092,11.475,0.464,0.0031,205,699,1619,7627,342,20,0.717,4075,145,1462,6088,413,1399,5883,6.75,34.64,3774,8.3563,67540,2841,72562,408.0,-0.0,1019355,14.284,2631002.543,4.60e-15,0.00011,35.70,11170,14.409,1.327,12.948,0.134,14.409,2610,2833,2252,0.5038,0.961,1.000,1.309,1.117,0.984,1.208,7944.850,4126.952,10545.900,7884.508,4924.333,885.067,1898.976,835.430,0.558,0.488,0.368,0.611,0.260,0.295,1772,4264,0.5588,1.0000,1.0000,0.0747,0.9999,1.0000,0.6256,0.7623,0.7233,0.0361,0.0367,0.0291,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260
54000,6073,2864,17207,27854,21777,10482,165,15813,1121,4,175816,1512662,16577.911,5184.287,0.2898,1999.400,0.051,0.706,0.194,0.049,0.438,0.345,1306,0.1602,0.6446,0.141,23.6,43.9,59.5,39.36,1.30,15.66,1.26,21.12,6.95,1.091,0.379,0.103,0.097,12.687,0.472,0.0034,234,815,1792,7141,303,22,0.585,3386,230,711,5132,399,908,4766,8.31,39.96,4777,7.8085,67523,2625,70957,288.9,-0.0,1021542,14.492,2631002.543,1.36e-14,0.00000,11.91,7725,12.597,1.307,11.200,0.090,12.597,1856,2348,1869,0.5156,0.965,1.000,1.287,1.105,0.986,1.211,7562.533,4147.104,6147.459,7493.674,4936.178,711.523,1586.682,886.682,0.502,0.475,0.341,0.552,0.255,0.315,1638,1891,0.5406,1.0000,0.9997,0.0898,1.0000,1.0000,0.6155,0.7244,0.7234,0.0414,0.0329,0.0232,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256
55000,6399,3073,19412,31849,25691,12273,164,13997,1066,8,183888,1480729,18013.047,5788.802,0.2877,2482.401,0.044,0.719,0.196,0.041,0.431,0.340,1588,0.1598,0.6388,0.138,23.3,43.4,58.3,38.99,1.31,15.89,1.24,20.55,6.92,1.099,0.386,0.108,0.103,12.145,0.458,0.0031,201,735,1806,5783,357,25,0.765,3567,491,575,5333,677,901,4821,7.85,39.50,4326,9.1804,67429,2749,70024,403.6,-0.0,1023371,13.735,2631002.543,2.69e-14,0.00011,18.47,8795,13.443,1.328,12.020,0.096,13.444,2380,2204,1815,0.4723,0.971,1.009,1.294,1.114,0.986,1.216,6774.625,3843.313,9349.694,6717.219,4428.536,970.180,1573.631,762.590,0.533,0.437,0.309,0.515,0.230,0.269,1585,4015,0.4621,1.0000,1.0000,0.0663,1.0000,1.0000,0.6273,0.7285,0.7187,0.0348,0.0397,0.0246,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259
56000,5331,2527,17518,27193,21590,9566,109,13323,959,10,178544,1347694,15860.059,5346.582,0.2829,2189.910,0.042,0.725,0.194,0.039,0.419,0.347,1221,0.1828,0.6444,0.140,20.0,42.5,57.1,37.96,1.28,15.64,1.09,19.95,6.82,1.100,0.391,0.105,0.093,12.512,0.480,0.0031,206,752,1762,5885,386,25,0.549,2976,364,577,4390,323,584,4424,9.02,45.16,4418,7.4242,67433,2251,69026,279.6,-0.0,1025834,12.660,2631002.543,5.31e-16,0.00028,25.84,7697,11.822,1.315,10.443,0.063,11.822,1486,2146,1699,0.5087,0.979,1.000,1.312,1.137,0.986,1.211,6872.898,3698.619,6906.908,6812.356,4330.705,994.193,1361.840,800.640,0.495,0.447,0.311,0.487,0.237,0.270,1423,4294,0.5055,1.0000,1.0000,0.0795,1.0000,1.0000,0.6143,0.7278,0.7174,0.0404,0.0336,0.0262,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256
57000,5613,2415,17693,30985,25722,13128,164,12902,982,7,156643,1266125,15647.728,5157.420,0.2827,2389.767,0.041,0.700,0.207,0.052,0.425,0.341,1508,0.1606,0.6555,0.143,18.1,41.2,55.1,37.66,1.21,14.84,1.19,20.42,6.82,1.079,0.380,0.105,0.094,11.504,0.465,0.0032,195,710,1587,5236,269,21,0.340,2951,28,709,4876,334,751,4528,8.04,44.35,3457,7.1381,67329,2372,68658,398.8,0.0,1028154,11.714,2631002.543,1.61e-14,0.00005,6.93,8605,10.804,1.308,9.426,0.070,10.804,1649,2323,1641,0.5152,0.968,1.000,1.249,1.105,0.985,1.187,6414.772,3114.886,8003.776,6356.405,3677.314,731.614,1411.055,624.984,0.509,0.450,0.300,0.596,0.216,0.282,1637,3520,0.5161,1.0000,1.0000,0.0711,1.0000,1.0000,0.6222,0.7169,0.7154,0.0283,0.0395,0.0265,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257
58000,6329,2610,18009,27212,21386,8979,224,13723,905,2,156194,1332531,15334.351,4568.802,0.2835,1801.475,0.046,0.722,0.187,0.045,0.422,0.342,1367,0.1537,0.6639,0.144,16.0,40.4,55.7,37.11,1.15,14.43,1.11,20.43,6.97,1.067,0.385,0.095,0.087,10.884,0.483,0.0033,190,702,1636,4940,281,18,0.530,3259,122,788,5419,435,1021,4873,8.84,44.28,3913,7.5610,67379,2306,67793,287.6,-0.0,1029182,12.080,2631002.543,3.19e-15,0.00001,30.20,7444,11.130,1.318,9.733,0.080,11.131,2041,2504,1784,0.5456,0.959,1.000,1.207,1.068,0.985,1.182,6654.623,3403.729,6609.256,6601.693,3924.877,660.654,1461.349,645.324,0.501,0.449,0.301,0.498,0.191,0.229,1634,2663,0.4880,1.0000,0.9997,0.0708,0.9999,1.0000,0.6169,0.7669,0.7137,0.0284,0.0369,0.0266,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256
59000,7080,2783,19152,31332,25523,11929,251,14340,917,11,160763,1389285,16379.086,4961.019,0.2760,2187.753,0.045,0.716,0.194,0.046,0.430,0.335,1736,0.1391,0.6659,0.143,16.0,40.5,56.1,37.98,1.16,14.03,1.48,21.32,6.91,1.053,0.368,0.094,0.086,10.811,0.459,0.0033,183,687,1564,5158,297,16,0.477,3577,12,760,6308,845,1166,5069,7.27,39.44,4521,9.1557,67512,2424,67109,392.5,-0.0,1029403,12.396,2631002.543,1.36e-14,0.00003,16.19,8458,11.414,1.313,9.999,0.102,11.414,2468,2665,1947,0.5275,0.951,1.000,1.199,1.049,0.983,1.153,6633.952,3562.462,7866.019,6577.142,4123.679,683.286,1440.992,648.988,0.521,0.453,0.305,0.554,0.205,0.267,1649,3133,0.3918,1.0000,0.9999,0.0675,1.0000,1.0000,0.6150,0.7466,0.7023,0.0237,0.0425,0.0261,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252
60000,6716,2656,18156,29582,23881,11252,174,14456,848,3,150317,1398786,16446.070,4587.217,0.2836,1922.482,0.040,0.728,0.187,0.044,0.423,0.343,1186,0.1508,0.6661,0.130,16.0,40.7,53.4,36.94,1.13,14.11,1.39,20.31,6.86,1.059,0.380,0.094,0.093,10.844,0.445,0.0033,200,713,1471,4888,236,17,0.582,3264,305,1050,5361,541,1035,5140,8.28,43.01,5031,9.3657,67562,2535,66523,591.3,-0.0,1030138,12.941,2631002.543,5.31e-16,0.00034,15.16,7910,11.870,1.327,10.452,0.091,11.885,2483,2496,1737,0.5292,0.968,1.000,1.203,1.059,0.984,1.166,6662.888,3499.305,7754.633,6609.990,4003.929,703.657,1308.886,652.191,0.505,0.433,0.323,0.563,0.180,0.239,1677,3213,0.3744,0.9997,1.0000,0.0689,1.0000,1.0000,0.6339,0.7600,0.7125,0.0252,0.0418,0.0249,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256
61000,6366,2826,22506,36722,30287,13900,316,15799,1259,2,193997,1647901,17913.362,6346.527,0.2769,2989.295,0.044,0.731,0.182,0.043,0.448,0.326,1780,0.1680,0.6760,0.131,16.0,38.9,56.7,35.67,1.30,14.01,1.19,19.17,6.87,1.071,0.385,0.098,0.099,11.212,0.485,0.0033,164,610,1482,6053,285,16,0.852,3412,170,786,5410,337,850,5179,7.75,40.01,4040,8.1843,67696,2574,65613,385.4,-0.0,1033484,12.871,2631002.543,6.90e-15,0.00005,36.46,9526,12.831,1.320,11.421,0.090,12.832,1707,2694,1965,0.5449,0.958,1.000,1.260,1.069,0.982,1.194,7057.235,3884.890,9357.234,7011.260,4534.162,782.810,1765.659,808.764,0.560,0.449,0.337,0.540,0.203,0.288,1662,5796,0.3891,1.0000,1.0000,0.0617,1.0000,1.0000,0.6103,0.7727,0.7153,0.0391,0.0426,0.0266,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260
62000,6591,2685,20950,29221,22264,7839,432,16926,1425,11,194632,1686958,15674.371,5072.054,0.2856,1597.547,0.038,0.743,0.169,0.050,0.449,0.324,1888,0.1672,0.7021,0.142,14.0,37.1,54.0,33.19,0.86,13.46,0.98,17.89,7.16,1.078,0.398,0.078,0.080,10.192,0.453,0.0035,181,657,1609,6644,293,15,0.639,3329,143,969,5479,557,634,5400,8.31,42.59,4803,7.3027,67633,3141,65176,241.5,-0.0,1034509,12.896,2631002.543,5.13e-15,0.00008,13.00,7349,11.499,1.295,10.123,0.081,11.499,1659,2868,2064,0.5288,0.971,1.000,1.236,1.066,0.984,1.217,7166.787,4096.218,5340.988,7125.769,4805.162,546.754,2033.790,893.963,0.491,0.483,0.357,0.400,0.202,0.280,1726,2363,0.5017,0.9999,0.9998,0.0971,1.0000,1.0000,0.6478,0.8818,0.7392,0.0173,0.0353,0.0243,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265
63000,8724,3065,27841,46708,38106,18317,550,19467,1801,11,252845,2172052,20689.273,7556.338,0.2785,3154.570,0.030,0.745,0.172,0.053,0.481,0.309,2598,0.1396,0.7065,0.132,14.0,38.9,56.9,34.71,1.02,13.02,1.01,19.65,7.18,1.075,0.370,0.068,0.072,10.190,0.425,0.0034,160,566,1563,8742,320,14,0.722,4329,61,1718,6945,538,1242,6944,7.35,37.90,2884,6.7982,67580,3118,64812,533.9,-0.0,1036833,14.055,2631002.543,1.82e-14,0.00000,29.99,11758,14.303,1.319,12.834,0.150,14.304,2125,3671,2928,0.5303,0.967,1.000,1.209,1.047,0.982,1.212,8803.349,5221.589,8772.798,8763.637,6307.407,719.977,2506.410,1175.380,0.519,0.514,0.395,0.584,0.251,0.350,1599,4429,0.3897,1.0000,1.0000,0.0880,1.0000,1.0000,0.6170,0.8492,0.7206,0.0220,0.0409,0.0248,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263
64000,7630,3100,23532,34562,26360,10441,589,20454,1770,5,236883,2132862,17038.162,6325.751,0.2860,2091.992,0.033,0.752,0.167,0.047,0.477,0.317,2349,0.1548,0.7094,0.139,14.0,38.0,55.4,33.34,0.85,13.65,0.97,17.87,7.21,1.080,0.397,0.075,0.078,10.640,0.490,0.0037,174,647,1528,9056,268,12,0.343,3909,50,1434,6146,282,974,6374,7.06,37.11,3756,6.0556,67617,3029,64043,218.8,-0.0,1038278,14.826,2631002.543,7.61e-15,0.00006,25.46,8889,13.252,1.326,11.812,0.115,13.252,1717,3395,2518,0.5459,0.966,1.000,1.260,1.038,0.985,1.236,8480.171,4930.695,4605.711,8441.077,6083.366,490.707,2509.031,1234.022,0.489,0.516,0.405,0.428,0.252,0.357,1661,2397,0.5937,1.0000,1.0000,0.1199,1.0000,1.0000,0.6450,0.8855,0.7216,0.0227,0.0286,0.0242,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262
65000,7367,3008,23461,35193,27534,11257,475,19217,1537,6,220957,1970721,17974.773,6014.865,0.2899,2011.491,0.035,0.738,0.186,0.041,0.466,0.321,2123,0.1571,0.6984,0.138,14.0,37.6,55.0,34.24,0.93,13.95,0.84,18.53,7.00,1.082,0.394,0.090,0.094,10.882,0.469,0.0036,176,653,1509,8289,195,12,0.556,3743,70,1164,6133,660,880,5827,7.96,39.43,3964,7.2584,67555,2677,63341,384.5,-0.0,1039350,14.534,2631002.543,1.38e-14,0.00001,11.33,8912,13.512,1.326,12.076,0.111,13.513,1928,3066,2373,0.5481,0.968,1.000,1.275,1.046,0.985,1.236,8188.296,4685.512,6195.555,8136.158,5654.550,636.510,2183.819,1183.046,0.511,0.496,0.385,0.459,0.233,0.356,1535,2964,0.5084,1.0000,0.9999,0.0995,1.0000,1.0000,0.6698,0.8258,0.7239,0.0230,0.0342,0.0231,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264
66000,5998,2859,21617,34330,27363,12345,368,17391,1099,4,183890,1668154,17130.081,5969.858,0.2934,2597.475,0.039,0.725,0.197,0.039,0.441,0.337,1486,0.1815,0.6822,0.142,14.0,40.5,56.8,35.42,1.19,14.62,1.24,18.37,6.95,1.098,0.388,0.117,0.119,12.145,0.503,0.0035,176,652,1687,7296,215,10,0.500,3325,210,561,5227,331,586,5081,8.02,41.41,3723,7.2187,67601,2608,62379,336.8,-0.0,1041616,13.738,2631002.543,3.89e-15,0.00000,33.72,8951,12.867,1.321,11.466,0.079,12.867,1392,2484,2122,0.5018,0.983,1.000,1.328,1.057,0.984,1.259,7262.569,4158.108,7540.619,7223.037,4963.900,537.955,1819.647,1014.780,0.534,0.453,0.351,0.527,0.225,0.305,1578,4492,0.5100,1.0000,1.0000,0.0790,1.0000,1.0000,0.6368,0.7862,0.7303,0.0357,0.0396,0.0257,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260
67000,6783,2917,19584,27700,21451,7926,190,14454,818,7,154171,1509250,16876.168,4608.551,0.2876,1837.706,0.033,0.745,0.189,0.033,0.432,0.340,1363,0.1521,0.6619,0.138,20.3,42.2,57.2,37.50,1.10,15.65,1.49,19.26,6.78,1.092,0.392,0.109,0.106,11.729,0.461,0.0032,188,715,2031,5240,437,9,0.817,3385,410,828,5545,516,870,5397,8.25,41.45,3816,8.2178,67522,2431,61877,477.6,-0.0,1042267,12.795,2631002.543,4.78e-15,0.00000,9.25,7163,12.142,1.313,10.746,0.084,12.142,2078,2674,2031,0.5181,0.977,1.000,1.346,1.049,0.984,1.277,6823.130,3955.429,7307.254,6772.922,4633.698,566.136,1354.456,850.255,0.511,0.440,0.343,0.384,0.206,0.272,1581,3520,0.4225,1.0000,0.9998,0.0774,1.0000,1.0000,0.6312,0.7249,0.7225,0.0280,0.0359,0.0221,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261
68000,5156,2361,16112,24939,19766,8657,170,12795,654,14,133608,1255500,14593.877,4539.844,0.2943,2082.042,0.034,0.732,0.196,0.038,0.409,0.352,1082,0.1856,0.6580,0.143,19.9,41.4,57.0,37.32,1.33,15.63,1.21,19.15,6.77,1.086,0.392,0.192,0.195,12.118,0.450,0.0031,201,754,1909,4631,386,9,0.825,2756,482,628,4046,378,522,4256,8.90,48.65,3466,6.6337,67415,2592,61428,265.3,-0.0,1044839,12.050,2631002.543,3.38e-14,0.00003,20.48,6910,11.020,1.323,9.645,0.052,11.020,1357,2199,1600,0.5427,0.981,1.000,1.275,1.065,0.985,1.242,6029.783,3325.137,6813.110,5987.285,3875.524,594.475,1184.404,678.923,0.486,0.434,0.292,0.489,0.205,0.256,1578,4276,0.5100,1.0000,0.9998,0.0695,1.0000,1.0000,0.6398,0.7173,0.7026,0.0242,0.0456,0.0339,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263
69000,4689,2315,15050,21703,16748,6517,136,11979,596,9,122456,1212587,14288.169,3725.492,0.2900,1505.848,0.036,0.731,0.202,0.031,0.414,0.351,1159,0.1905,0.6554,0.144,20.8,42.6,58.2,37.93,1.38,15.73,1.36,19.47,6.79,1.089,0.389,0.176,0.175,12.799,0.473,0.0031,208,750,1769,4720,377,10,0.572,2594,17,401,4271,330,626,3733,8.63,49.40,3807,6.8101,67446,2040,60868,371.5,-0.0,1045405,11.446,2631002.543,7.08e-15,0.00000,23.82,5693,10.441,1.312,9.089,0.040,10.441,1341,1917,1431,0.5308,0.977,1.000,1.274,1.066,0.986,1.248,6300.890,3248.795,5730.698,6242.817,3820.502,450.240,1102.419,666.984,0.481,0.435,0.317,0.394,0.227,0.291,1458,2933,0.4404,0.9998,1.0000,0.0785,1.0000,1.0000,0.6311,0.7082,0.7043,0.0229,0.0470,0.0375,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260
70000,6780,2854,16582,27470,22678,10742,146,10980,473,14,110367,1254055,15829.763,4124.413,0.2915,2113.420,0.036,0.726,0.206,0.032,0.438,0.338,1122,0.1225,0.6494,0.143,26.1,44.8,59.2,40.65,1.38,14.69,1.64,22.95,6.83,1.060,0.355,0.146,0.142,11.738,0.450,0.0029,193,754,1775,3753,358,11,0.924,3261,33,765,5982,848,1669,4263,6.73,39.69,2845,8.2362,67423,2227,60896,374.5,-0.0,1045640,10.832,2631002.543,0.00e0,0.00001,7.77,6874,10.357,1.294,8.988,0.075,10.373,3216,2087,1477,0.5041,0.968,1.000,1.174,1.041,0.985,1.206,5931.815,2731.509,8831.360,5888.072,3223.750,514.560,996.957,499.476,0.539,0.434,0.302,0.515,0.224,0.276,1701,3024,0.4676,1.0000,1.0000,0.0599,1.0000,1.0000,0.6147,0.6862,0.7061,0.0277,0.0483,0.0301,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259
71000,4968,2442,14228,20540,15469,6143,169,12964,533,12,111748,1265621,13932.788,3657.839,0.2920,1618.320,0.039,0.727,0.189,0.045,0.418,0.349,975,0.1845,0.6500,0.145,22.0,41.6,55.5,38.15,1.35,16.12,1.30,19.39,6.73,1.061,0.403,0.182,0.178,12.625,0.486,0.0032,232,767,1684,3834,325,10,0.900,2639,41,715,4212,276,647,4045,9.62,49.37,2649,5.7478,67567,2089,59471,242.0,-0.0,1049191,12.749,2631002.543,4.78e-15,0.00004,33.11,5332,10.994,1.315,9.638,0.041,10.994,1414,2158,1396,0.5127,0.973,1.000,1.173,1.059,0.982,1.185,6124.050,3045.748,5955.991,6081.331,3513.787,501.667,1043.573,494.279,0.527,0.408,0.295,0.455,0.199,0.215,1607,2531,0.4917,1.0000,1.0000,0.0603,1.0000,1.0000,0.6342,0.7027,0.7001,0.0295,0.0456,0.0268,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259
72000,5655,2550,13005,17662,13209,4547,110,10332,409,8,94218,1020659,13124.635,2689.691,0.2908,977.504,0.036,0.745,0.195,0.025,0.388,0.362,854,0.1527,0.6530,0.142,23.9,41.6,54.8,38.52,1.17,16.17,1.52,19.65,6.73,1.059,0.404,0.162,0.163,11.925,0.462,0.0030,219,883,1602,3140,278,11,0.574,2823,92,640,4923,591,857,4207,9.62,50.05,4425,7.5905,67681,2096,58530,183.4,-0.0,1048491,10.651,2631002.543,5.66e-15,0.00015,16.62,4444,9.554,1.328,8.182,0.045,9.555,2023,2189,1443,0.5512,0.966,0.999,1.168,1.041,0.988,1.193,5979.612,3070.153,4703.023,5943.332,3455.784,371.674,879.467,461.046,0.444,0.418,0.279,0.366,0.192,0.212,1518,1569,0.5015,1.0000,1.0000,0.0810,1.0000,1.0000,0.6443,0.7048,0.7016,0.0275,0.0375,0.0250,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257
73000,5664,2667,15864,25569,20832,9602,103,11840,497,6,119961,1335564,15980.723,4169.302,0.2872,2016.233,0.041,0.727,0.190,0.042,0.435,0.333,1036,0.1631,0.6474,0.145,22.8,41.5,55.4,38.64,1.32,16.26,1.22,19.84,6.75,1.053,0.404,0.174,0.175,12.432,0.475,0.0029,216,758,1622,3914,287,11,0.912,2836,131,605,4928,877,668,4119,9.50,50.02,2728,6.9243,67668,2243,57884,285.7,-0.0,1051253,12.282,2631002.543,4.60e-15,0.00005,18.56,6801,11.287,1.298,9.941,0.048,11.287,1844,2342,1478,0.5906,0.977,0.999,1.140,1.034,0.988,1.180,6008.561,3107.908,8552.870,5970.826,3473.260,802.280,834.704,516.085,0.561,0.428,0.264,0.521,0.163,0.230,1443,3512,0.4040,1.0000,0.9998,0.0481,1.0000,1.0000,0.6195,0.7056,0.6979,0.0428,0.0315,0.0254,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262
74000,4794,2145,13458,18747,14090,5156,133,11371,474,8,99398,1077837,12949.164,3056.179,0.2955,1220.294,0.036,0.751,0.179,0.033,0.389,0.359,1059,0.1894,0.6608,0.146,21.8,39.8,53.3,37.83,1.13,15.66,1.46,19.59,6.75,1.053,0.398,0.155,0.165,12.346,0.442,0.0032,217,813,1725,3637,283,10,0.526,2374,273,929,3592,483,478,3833,11.63,60.18,3656,6.7210,67727,2163,57381,288.3,-0.0,1051658,11.027,2631002.543,9.56e-15,0.00021,35.96,4475,9.580,1.329,8.220,0.032,9.580,1608,2007,1179,0.5125,0.973,1.000,1.145,1.072,0.986,1.141,6018.481,2748.480,5016.882,5993.536,3159.040,385.569,1047.296,403.020,0.486,0.417,0.235,0.395,0.202,0.215,1483,2475,0.4762,0.9999,0.9994,0.0824,1.0000,1.0000,0.6510,0.7170,0.7149,0.0223,0.0407,0.0244,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263
75000,5926,2415,17065,24844,19174,7563,216,12294,623,8,131472,1316814,14698.687,3949.406,0.2888,1576.209,0.031,0.741,0.192,0.036,0.430,0.335,1243,0.1568,0.6765,0.146,14.0,38.9,54.2,35.59,1.21,14.82,1.16,18.39,6.82,1.057,0.401,0.177,0.184,11.327,0.445,0.0031,188,691,1662,4856,334,8,0.481,3082,32,973,4921,318,963,4645,9.50,51.73,4225,7.2344,67629,2590,57517,292.8,-0.0,1051728,11.042,2631002.543,1.95e-15,0.00011,12.11,6264,10.236,1.328,8.855,0.053,10.236,1656,2508,1762,0.5292,0.984,1.000,1.160,1.071,0.987,1.143,6675.555,3320.555,5801.149,6649.079,3824.669,521.723,1321.631,529.843,0.502,0.461,0.298,0.465,0.193,0.226,1537,3008,0.4928,1.0000,1.0000,0.0847,1.0000,1.0000,0.6469,0.7529,0.7065,0.0342,0.0418,0.0242,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267
76000,6289,2778,19245,30720,24553,11187,288,14124,829,7,156062,1489895,16720.206,5049.722,0.2924,2197.871,0.034,0.728,0.204,0.035,0.438,0.331,1638,0.1621,0.6779,0.137,16.0,39.2,53.8,36.39,1.30,15.11,1.06,18.93,6.80,1.046,0.403,0.147,0.154,11.779,0.441,0.0032,179,660,1907,6151,364,8,0.814,3208,40,936,5313,234,1056,4999,9.06,49.79,4725,8.4576,67614,2690,57926,455.1,-0.0,1051077,12.282,2631002.543,6.37e-15,0.00004,31.62,7371,11.007,1.298,9.645,0.064,11.007,1722,2633,1934,0.5252,0.968,1.000,1.144,1.042,0.982,1.137,7250.727,3846.767,7130.903,7218.300,4568.874,634.568,1499.682,717.601,0.538,0.457,0.318,0.531,0.224,0.288,1558,3922,0.4567,1.0000,0.9999,0.0768,1.0000,1.0000,0.6468,0.7383,0.6974,0.0345,0.0462,0.0246,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270
77000,5936,2859,20675,33786,27543,12840,271,15620,905,12,174874,1628906,18031.774,5837.384,0.2880,2689.972,0.041,0.723,0.198,0.038,0.440,0.334,1555,0.1834,0.6769,0.144,16.5,39.6,56.2,36.67,1.73,15.06,0.96,18.91,6.80,1.053,0.395,0.158,0.166,12.464,0.490,0.0032,184,663,1857,6475,343,6,0.852,3157,55,900,4981,426,1049,4461,9.19,50.08,3856,8.1676,67660,2642,57673,469.2,-0.0,1052564,13.624,2631002.543,7.79e-15,0.00017,20.50,8709,12.280,1.319,10.899,0.062,12.280,1816,2304,1816,0.4911,0.971,1.007,1.151,1.058,0.986,1.133,7169.560,4011.158,8911.905,7130.695,4679.145,847.136,1630.326,669.949,0.542,0.456,0.306,0.544,0.208,0.266,1438,4491,0.4647,1.0000,1.0000,0.0711,1.0000,1.0000,0.6256,0.7403,0.7033,0.0623,0.0500,0.0266,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266
78000,6664,2822,19139,27669,21287,8265,265,14474,762,11,151644,1425133,16335.763,4586.696,0.2916,1823.212,0.037,0.721,0.209,0.034,0.413,0.345,1411,0.1636,0.6833,0.146,14.0,38.6,54.0,35.39,1.25,14.47,1.07,18.61,6.84,1.049,0.397,0.146,0.156,11.667,0.487,0.0032,189,716,1980,5885,370,6,0.309,3509,145,946,5573,375,697,5592,9.25,54.53,6486,9.7750,67570,2560,57627,289.6,-0.0,1050959,12.709,2631002.543,5.31e-15,0.00004,11.73,7173,11.231,1.318,9.844,0.068,11.231,1664,2787,2213,0.4935,0.970,1.003,1.154,1.051,0.986,1.128,7325.357,4254.067,5955.228,7291.667,4912.080,558.484,1538.889,666.111,0.501,0.441,0.298,0.455,0.197,0.251,1339,3164,0.5154,1.0000,0.9993,0.0844,1.0000,1.0000,0.6449,0.7613,0.7107,0.0223,0.0548,0.0246,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266
79000,6793,3217,21837,43028,37148,20972,219,14962,657,8,158853,1722291,20695.734,6702.846,0.2881,3842.772,0.043,0.707,0.207,0.044,0.454,0.328,1648,0.1571,0.6627,0.158,16.0,39.6,54.9,36.27,1.51,14.07,1.06,19.62,6.80,1.057,0.373,0.145,0.151,12.070,0.483,0.0029,196,658,2289,5796,375,6,0.858,3717,449,603,5741,631,1100,5062,7.70,48.11,4383,10.9661,67573,2376,57976,545.3,-0.0,1052180,14.386,2631002.543,1.91e-14,0.00005,31.48,10933,13.617,1.302,12.234,0.081,13.617,2387,2530,1876,0.4705,0.969,1.013,1.192,1.077,0.985,1.131,6535.258,3905.482,13543.629,6505.385,4489.493,969.350,1165.819,724.905,0.632,0.417,0.285,0.625,0.179,0.244,1283,6081,0.3903,1.0000,0.9993,0.0458,1.0000,1.0000,0.6388,0.7423,0.7211,0.0352,0.0585,0.0301,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263
