step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,4514,45.47,1.33,12.29,2.47,29.54,0.31,0.085,643,39.43,7.01,2220
5000,6,450,23.13,0.76,8.88,0.93,11.81,0.32,0.100,450,22.49,2.92,320
5000,5,354,44.97,2.79,18.43,0.34,22.31,0.58,0.138,549,31.64,10.09,279
5000,103,343,30.98,0.71,11.02,4.75,17.03,0.20,0.052,529,30.87,2.83,218
5000,598,164,45.88,1.00,14.05,3.49,26.57,0.35,0.098,564,32.02,7.19,111
5000,114,48,49.06,1.33,11.29,1.06,28.04,0.19,0.062,1370,79.23,26.57,25
5000,172,41,54.91,2.98,0.00,0.00,46.63,0.00,0.000,2346,115.68,43.94,28
5000,501,38,67.45,2.42,18.08,0.95,33.76,0.92,0.263,1036,56.20,16.01,29
5000,186,35,53.96,0.11,0.03,1.54,52.23,0.00,0.000,2148,130.42,33.47,26
5000,726,27,120.47,0.00,0.00,0.00,83.78,0.00,0.000,2515,140.78,52.11,17
5000,235,26,48.75,0.23,12.77,11.85,26.23,0.15,0.038,1812,106.88,22.45,23
5000,577,26,31.98,0.54,1.92,0.12,27.77,0.08,0.038,1715,89.09,16.15,21
5000,386,24,45.02,0.00,17.96,7.04,26.62,0.00,0.000,2023,123.53,3.23,20
5000,291,23,58.95,4.57,0.00,0.22,43.09,0.00,0.000,2903,139.67,39.15,19
5000,542,23,56.80,8.30,0.61,0.26,37.91,0.00,0.000,2619,151.76,25.15,20
5000,789,23,146.57,0.00,0.00,0.00,113.09,0.00,0.000,2498,258.59,61.59,11
5000,548,23,56.13,9.35,0.00,0.00,34.96,0.00,0.000,1901,107.30,30.18,16
5000,127,20,43.93,0.00,0.00,1.30,34.00,0.00,0.000,2652,117.38,57.52,16
5000,145,20,67.48,2.45,1.30,1.55,56.80,0.15,0.050,3062,154.31,65.17,20
5000,742,18,58.08,0.11,10.72,1.06,45.44,0.44,0.056,1455,86.76,25.92,16
5000,729,18,87.03,0.00,12.83,0.00,62.44,0.00,0.000,2750,153.23,67.19,17
5000,116,18,9.28,0.00,0.00,0.00,7.83,0.00,0.000,975,31.03,12.84,8
5000,77,17,35.03,0.00,1.53,0.00,32.53,0.00,0.000,2140,99.30,52.36,13
5000,81,16,52.99,0.50,17.69,0.00,32.00,0.00,0.000,1762,80.39,33.41,13
5000,306,15,37.21,0.00,0.60,0.00,34.40,0.00,0.000,1780,81.69,39.20,10
5000,62,15,39.02,6.87,0.00,0.60,24.73,0.00,0.000,3069,131.57,52.37,14
5000,204,15,49.60,10.67,0.00,0.40,29.33,0.00,0.000,1908,98.49,17.28,9
5000,350,14,42.33,0.00,2.50,1.14,32.93,0.00,0.000,2094,111.75,71.44,11
5000,97,14,52.73,0.00,0.00,2.14,46.21,0.00,0.000,2842,144.97,47.53,12
5000,61,14,35.23,0.00,0.07,0.00,28.14,0.00,0.000,2141,85.14,50.54,11
5000,632,13,97.99,19.85,5.69,0.00,29.85,2.00,1.000,2658,134.25,30.32,11
5000,206,13,74.99,0.00,2.62,0.00,63.54,0.00,0.000,2514,162.43,112.46,9
5000,315,11,93.81,0.00,0.00,0.00,68.00,0.00,0.000,4044,204.79,89.53,11
5000,214,11,62.56,0.00,0.00,0.00,56.36,0.00,0.000,2617,158.69,60.05,9
5000,99,11,20.12,0.09,0.18,0.00,17.00,0.00,0.000,2220,61.77,49.16,10
5000,177,10,51.75,4.10,0.20,0.00,37.90,0.10,0.000,3722,142.79,68.20,10
5000,228,10,78.96,14.50,0.00,0.00,48.10,0.00,0.000,3448,164.96,36.33,10
5000,638,9,73.85,0.00,9.00,0.00,38.67,0.00,0.000,2674,115.87,52.32,8
5000,363,9,74.08,0.00,0.00,0.00,60.00,0.00,0.000,2489,151.90,30.06,6
5000,305,9,64.20,2.11,3.56,0.00,53.89,0.00,0.000,2989,175.95,81.82,9
5000,255,9,45.08,0.00,17.22,1.00,25.56,0.00,0.000,1044,43.53,18.81,4
5000,134,9,33.46,0.00,0.00,1.89,32.33,0.00,0.000,1599,67.06,38.91,9
5000,716,8,82.88,0.25,10.50,0.00,59.38,0.88,0.125,3489,286.60,101.54,8
5000,282,8,14.99,0.00,1.25,0.00,12.25,0.00,0.000,1869,65.53,32.58,7
5000,162,7,71.14,9.57,4.00,0.00,46.14,0.29,0.143,3118,196.27,46.56,7
5000,683,7,32.09,0.00,0.00,0.00,27.14,0.00,0.000,2503,105.26,77.07,5
5000,149,7,75.12,0.00,0.00,20.00,41.71,0.00,0.000,2802,151.57,30.25,7
5000,700,7,58.66,0.00,0.00,0.00,45.29,0.00,0.000,478,31.51,7.54,2
5000,786,6,74.33,11.00,0.00,0.00,34.50,0.00,0.000,3630,147.24,86.21,6
5000,788,6,87.06,20.00,10.00,0.00,31.17,0.33,0.167,3896,148.81,37.19,6
5000,278,6,58.29,0.00,0.00,5.67,45.00,0.00,0.000,3358,155.91,42.97,6
5000,741,6,42.35,1.83,0.00,0.00,36.33,0.00,0.000,2505,113.23,60.57,6
5000,571,6,27.75,0.00,1.67,6.83,17.17,0.00,0.000,2361,87.10,22.97,6
5000,156,6,46.57,1.83,0.00,0.00,40.83,0.00,0.000,2247,98.32,31.85,6
5000,320,5,67.10,17.60,5.60,0.00,17.60,2.40,0.800,4853,239.48,54.56,5
5000,804,5,16.46,0.00,6.80,2.60,5.20,0.00,0.000,3867,192.32,59.40,5
5000,148,5,60.96,3.60,0.00,0.00,41.80,0.00,0.000,2853,137.63,81.65,5
5000,273,5,36.53,0.00,19.60,0.00,11.80,0.00,0.000,1867,81.15,11.11,4
