step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,4708,52.65,1.26,17.47,1.74,30.04,0.20,0.043,667,42.03,11.93,2840
5000,443,81,54.34,0.19,23.63,0.25,22.42,0.04,0.012,761,34.90,23.13,72
5000,294,71,19.30,3.31,0.00,0.00,13.93,0.00,0.000,263,15.54,5.36,42
5000,215,66,56.60,8.03,13.95,0.12,27.64,0.98,0.303,1461,68.47,16.56,58
5000,62,60,44.83,0.07,0.00,0.72,36.90,0.00,0.000,2895,137.46,65.09,45
5000,139,54,98.29,7.07,0.00,0.28,73.46,0.00,0.000,3230,197.28,76.06,45
5000,106,46,43.60,4.13,8.41,0.72,21.35,2.41,0.739,582,31.73,7.92,29
5000,146,43,72.31,8.37,17.79,0.72,32.65,0.21,0.047,1790,112.32,13.39,40
5000,140,42,41.09,0.14,19.86,0.00,20.50,0.00,0.000,803,42.35,8.43,35
5000,323,35,57.26,6.40,11.86,0.00,31.26,1.06,0.400,2046,112.35,17.01,33
5000,12,33,24.55,1.55,0.73,0.03,16.30,0.12,0.061,1368,52.41,29.08,21
5000,183,21,32.40,0.00,0.00,0.00,29.90,0.00,0.000,984,54.49,15.09,10
5000,774,20,39.86,0.00,6.70,0.00,32.30,0.00,0.000,1242,60.70,18.29,14
5000,134,19,35.73,0.00,0.00,0.00,34.11,0.00,0.000,1822,98.06,46.62,14
5000,53,18,34.90,1.39,6.11,0.22,25.72,0.17,0.056,2384,113.12,33.99,17
5000,237,18,47.57,8.00,7.72,0.00,28.78,1.67,0.389,1159,67.98,15.58,14
5000,135,16,62.39,6.00,0.00,0.00,40.19,0.00,0.000,2892,142.70,35.34,14
5000,141,16,48.43,0.12,4.25,2.25,53.19,0.19,0.062,449,45.86,11.26,7
5000,445,15,89.30,14.27,1.47,0.00,44.40,0.47,0.200,3186,236.40,56.21,11
5000,351,14,45.30,7.86,0.14,7.93,18.43,0.14,0.000,2043,99.79,26.03,11
5000,557,13,17.55,0.23,3.23,0.00,11.00,0.00,0.000,2260,91.96,76.49,12
5000,109,13,16.05,1.54,0.00,1.23,11.15,0.00,0.000,1010,43.76,21.12,9
5000,533,12,44.13,0.00,0.00,1.17,36.00,0.00,0.000,1921,82.52,47.51,6
5000,773,12,42.44,0.00,0.00,0.00,36.42,0.00,0.000,2151,89.44,22.62,9
5000,219,11,77.53,15.55,0.00,0.73,36.45,0.00,0.000,2505,164.81,50.83,10
5000,144,10,32.59,0.00,9.20,0.00,19.20,0.00,0.000,1774,81.25,14.09,10
5000,80,9,32.77,1.89,2.67,0.00,25.11,0.11,0.000,1646,73.41,38.67,7
5000,218,9,24.44,0.00,1.00,2.78,21.56,0.00,0.000,2379,126.26,49.30,9
