run,c3,wet,rest,kinds_at,placed_at,kills,pop,d_hunger,d_thirst,d_cold,d_broken,d_wound,pop_land,stand_summer,stand_winter,stand_equinox,lawn_summer,lawn_winter,lawn_equinox,stand_SE,stand_WE,home,n_stand_summer,water_stand_summer,cool_stand_summer,warm_stand_summer,n_stand_winter,water_stand_winter,cool_stand_winter,warm_stand_winter,n_stand_equinox,water_stand_equinox,cool_stand_equinox,warm_stand_equinox,n_lawn_summer,water_lawn_summer,cool_lawn_summer,warm_lawn_summer,n_lawn_winter,water_lawn_winter,cool_lawn_winter,warm_lawn_winter,n_lawn_equinox,water_lawn_equinox,cool_lawn_equinox,warm_lawn_equinox,lines,line,line_SE
life9_c0,0.0,1.0,0.5,7,4.32,0.32310001938939875,8567.774193548386,0.4530414873372649,0.4384147405823284,0.014941588322162169,0.0011549545246695501,0.09244722923357496,4031.516129032258,0.03858064371876712,0.0509350435119258,0.07725746894931185,0.0038010698354049863,0.012599503607206698,0.023962672941418506,0.4993775261273398,0.659289570375959,3.224075591991887,2722,0.4012597354886108,0.004773735974724461,0.00017163049169714324,4084,0.9539857982370228,0.0003089425319541098,0.01451637396789606,17532,0.7228110312571246,0.002274104840330693,0.002724556889010848,424,0.25587264150943406,0.003505257597495093,0.0003496372708267934,1499,0.753426951300867,0.00036452042893886296,0.012522756326795366,9174,0.4912347939829973,0.0012476972096085958,0.003710876382140393,1,205,0.41922759379873403
life9_c0.1,0.1,1.0,0.5,5.84,3.72,0.3111169505593229,9436.935483870968,0.4412197668128466,0.44342980034306145,0.019660273381587934,0.000819407352213638,0.09487075211029036,4262.451612903225,0.0541175682540037,0.046623559998207005,0.07977136343826477,0.004978041841327736,0.011558293582588208,0.02434581386853679,0.6784084654123457,0.5844648754723752,3.2765946486330844,3842,0.47344377928162323,0.003909728528852909,0.00024132890294947904,3516,0.9507172923777025,0.00020793444698934488,0.019959390918131065,15658,0.7938188146634299,0.0017859952972000455,0.004137566961704964,849,0.28669729093050633,0.0037022136719525203,9.901328965742569e-05,1439,0.7731362056984018,0.00024623175962179105,0.014458085232326695,8388,0.4937054124940416,0.0012547808509845188,0.005112421748141662,3,1687,2.5558867362146054
life9_c0.2,0.2,1.0,0.5,6.2,3.4,0.3312011432274213,8538.193548387097,0.4570134828866254,0.3867902450592392,0.035517520055832856,0.0012528069845159505,0.1194259450137866,3174.451612903226,0.04077498702588685,0.03560546656211493,0.054736789188373984,0.005513773120840834,0.010438089826333173,0.01790233446957959,0.7449283677484575,0.6504851141264508,3.0575224299034893,3048,0.5229461942257211,0.0037707922727031142,0.0035673107404789834,2778,0.9414496040316783,0.00025816023699428044,0.02980431149343985,10176,0.7880302672955989,0.001737891203583923,0.010412189203699438,844,0.28037796208530813,0.0034809526812150477,0.001549380502024069,1304,0.7315973926380369,0.0005084357278633359,0.0195242010939199,6101,0.46463678085559784,0.0016660640079472027,0.0072110156091873745,1,112,0.9121275384323402
life9_c0.4,0.4,1.0,0.5,3.72,2.24,0.3349716726470033,9126.129032258064,0.49689814188935455,0.3546193940948571,0.036616831263309564,0.0010919187612441635,0.1107737139912346,3795.032258064516,0.06636906092164663,0.03861125133209939,0.06566801913779266,0.006130993439099119,0.010403654091313845,0.022189545781455478,1.010675543332333,0.5879764889981003,2.9594124992262594,5024,0.7655179140127379,0.002062218059814187,0.002045184302937695,3005,0.9499787021630614,9.066976451216722e-05,0.036963183959096604,12860,0.889656376360805,0.0007317769742364136,0.010891224602018022,949,0.32806849315068476,0.003550652072941332,0.0005873865416285972,1375,0.7657381818181824,0.0002288191134553266,0.01470179280664256,7390,0.5441086603518274,0.0013830638693688494,0.004433810024865064,1,1,0.9776680805781766
e078 life9_h0d0,0.0,0.0,0.0,7.08,4.44,0.28189704173222596,9509.0,0.35887906425078114,0.4813635689136505,0.01790174508678738,0.0020727899493294955,0.13978283179945147,4138.129032258064,0.027045075125208682,0.0807671937656049,0.10366648055090266,0.005773411966959168,0.01705035509147964,0.0371220937572448,0.2608854374286288,0.7791061617640846,2.7925817231327628,250,0.2005479999999999,0.003938328533812128,0.00015715912688284714,906,0.8924470198675497,0.0005774247613053627,0.011324843695018122,3404,0.6261010575793196,0.0020622748207186903,0.0025864364597763412,1041,0.25843227665706037,0.002903925955434164,0.00033514313565245166,3545,0.6955458392101556,0.0003186817978410043,0.01562543545331638,17630,0.4436640952921148,0.001155093174932228,0.004972097465067472,4,1885,0.38665132336018415
