step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2868,0.3044,22157.5,142,1031,1062,775,20,22,38,22717,25417,26998,0,0,0,1.000,1.000,1.000,770,432,14,0.3961,0.0974,0.4955,0.0663
2000,3107,0.4435,24473.3,267,1147,1148,812,96,87,104,27252,25617,30558,0,0,0,1.000,1.000,1.000,872,437,16,0.3525,0.1366,0.5488,0.0601
3000,3469,0.3964,24822.8,245,1186,1280,1003,124,117,131,25456,21734,28095,0,0,0,1.000,1.000,1.000,856,526,21,0.3896,0.1364,0.5837,0.0539
4000,3471,0.3789,25203.4,225,1220,1228,1023,135,106,137,22422,17126,25187,0,0,0,1.000,1.000,1.000,900,475,21,0.4953,0.1044,0.6335,0.0498
5000,3910,0.3537,26154.9,230,1285,1376,1249,136,97,135,18891,13880,23089,0,0,0,1.000,1.000,1.000,968,572,41,0.5609,0.0905,0.6724,0.0410
6000,4196,0.3622,26284.9,233,1337,1556,1303,112,127,116,19913,14564,21994,0,0,0,1.000,1.000,1.000,997,604,34,0.5633,0.0910,0.6829,0.0411
7000,4230,0.3790,24411.8,238,1377,1578,1275,117,135,128,20155,14427,20555,0,0,0,1.000,1.000,1.000,1014,643,40,0.6246,0.0705,0.7170,0.0341
8000,4906,0.3854,25222.7,234,1626,1822,1458,115,129,135,21095,16161,20914,0,0,0,1.000,1.000,1.000,1195,708,33,0.5823,0.0763,0.6876,0.0345
9000,4207,0.3798,20960.4,224,1655,1440,1112,122,137,133,21091,16040,21827,0,0,0,1.000,1.000,1.000,1289,589,31,0.6542,0.0614,0.7507,0.0308
10000,4171,0.3719,21220.5,218,1642,1388,1141,123,133,149,23177,19395,25384,0,0,0,1.000,1.000,1.000,1292,563,29,0.5919,0.0718,0.7351,0.0362
