step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2240,0.621,0.825,7.90,49885,38762,3862,412,6026,36612,1013816.3,334897.3,0.296,0.405,0.175,0.124,69,22.49,18.32,1.23,4.64,2.83,7.14,2.75,6.89,15.31,11.57,0.02,0.21,0.085,0.175,1027,0.025,0.077,0.900,0.000,0.023,224870,218794,22,0.231,0.174,0.226,7706888,0.247,3.085,0.065,5.81,63374,269,9.147,0.544,0.194,11878237,1.29,9.14,0.114,0.168,0.009,5.1,15.5,46.2,129.4,49537,0.189,0.00,0.0030,0.051,397,0.956,0.000,0.706,0.780,4.06,5.67,4.92,0.08,0.031,1.32,1.30,1.27,0.957,0.00024,2.43,61.1056,1980.01,94974.1,139882.8,84.744,104.8468,158.730,792.883,0.988,0.311,62.1,74.022,248.922,1070,5175.4,68.24,25.044,163.557,5915.5,86.832,0.136,2.00,12.9190,28938.7,0.8899,0.3657,22.11,1.022,0.126,1.5658,0.0000,0.492,0.095,0.429,0.0000,7.50,1.09,5,16,49,100,69.6435,3.8368,0.6812,0.0000,0.0000
20000,1853,1.005,0.601,10.58,34376,28564,1127,2963,2109,124716,348970.6,128256.0,0.209,0.534,0.141,0.115,153,24.52,21.18,0.61,2.50,7.84,11.60,0.86,3.11,9.62,9.27,0.05,0.45,0.207,0.256,1305,0.033,0.089,0.898,0.000,0.013,68526,62247,6,0.559,0.020,0.179,2971593,0.180,2.419,0.048,9.02,23330,498,1.028,0.158,0.333,5858952,1.16,8.94,0.138,0.571,0.015,3.8,15.4,55.6,109.4,35069,0.134,0.00,0.0020,0.096,321,0.732,0.000,0.732,0.522,3.66,4.92,4.74,0.14,0.042,1.14,1.21,1.15,0.738,0.00088,1.36,12.6275,1886.74,114910.3,139882.8,13.217,27.4993,65.081,457.009,0.974,0.379,45.5,31.056,64.560,633,2611.5,41.86,6.379,47.541,4925.1,25.919,0.135,2.00,6.6457,12314.4,0.7507,0.4792,18.93,1.208,0.207,0.4342,0.0000,0.532,0.098,0.625,0.0000,6.99,0.82,4,13,40,81,28.4077,1.0158,0.5321,0.0000,0.0000
30000,2983,0.928,0.445,11.80,121727,78498,223,33626,8250,1035089,977312.8,922815.2,0.045,0.596,0.195,0.163,91,15.92,14.85,0.81,3.04,2.19,4.73,0.28,2.26,7.00,6.87,0.13,0.57,0.080,0.150,1805,0.026,0.083,0.898,0.000,0.019,335790,284961,7,0.651,0.274,0.040,3945507,0.151,2.224,0.031,13.46,133613,353,0.892,0.190,0.324,16881052,1.29,13.17,0.058,0.578,0.058,2.5,10.6,36.0,99.1,30654,0.117,0.00,0.0047,0.084,487,0.768,0.000,0.838,0.643,2.53,3.49,3.57,0.14,0.067,1.29,1.27,1.31,0.787,0.00275,4.30,71.4588,2122.95,106359.8,139882.8,86.961,101.4014,166.532,591.044,0.872,0.321,59.4,63.022,239.714,363,1135.1,61.83,9.464,151.820,3350.3,87.001,0.135,2.00,7.5286,22457.8,1.3301,0.5735,10.28,1.395,0.397,1.5658,0.0000,0.577,0.204,0.422,0.0000,6.75,1.57,2,8,20,64,51.6639,3.1708,0.4532,0.0000,0.0000
40000,2963,0.905,0.437,13.07,63205,47158,166,13208,2693,506022,441233.1,355427.5,0.019,0.665,0.171,0.145,168,14.97,12.00,0.30,2.33,3.20,4.90,0.19,1.52,5.72,5.39,0.00,0.09,0.134,0.183,1324,0.037,0.091,0.882,0.001,0.026,107955,85091,3,0.617,0.025,0.042,706285,0.137,2.060,0.035,17.26,44183,395,0.702,0.178,0.354,6321970,1.10,11.16,0.142,0.591,0.002,2.5,10.9,32.0,79.2,27897,0.106,0.00,0.0026,0.099,426,0.480,0.000,0.704,0.437,2.46,3.06,4.22,0.01,0.004,1.08,1.14,1.10,0.500,0.00232,3.34,17.7651,2075.62,114130.9,139882.8,12.169,18.7966,88.895,372.438,0.975,0.376,58.5,37.606,54.525,412,1740.9,42.55,4.296,38.361,3032.9,27.077,0.135,2.00,5.0494,14961.4,1.0572,0.5014,9.42,1.498,0.392,0.4342,0.0000,0.541,0.116,0.465,0.0000,6.23,1.72,2,8,16,66,29.8324,0.9074,0.4367,0.0000,0.0000
50000,2841,0.761,0.466,18.00,119363,78680,913,31910,7982,650316,927546.5,731454.1,0.034,0.642,0.145,0.179,87,18.05,13.00,0.19,1.70,4.54,5.93,0.21,1.47,5.66,4.82,0.00,0.02,0.155,0.187,1161,0.067,0.093,0.891,0.000,0.015,287602,241677,7,0.392,0.265,0.052,1606292,0.132,2.665,0.034,14.81,122608,386,1.125,0.199,0.291,20902104,1.07,9.68,0.276,0.411,0.000,3.0,14.6,32.0,104.0,30092,0.115,0.00,0.0058,0.090,555,0.786,0.000,0.793,0.591,2.32,3.27,3.95,0.01,0.003,1.07,1.09,1.07,0.798,0.00216,6.43,56.2434,2094.37,90930.9,139882.8,91.671,92.7482,162.200,589.758,0.888,0.270,56.3,63.374,233.005,257,995.6,116.50,7.107,143.635,4029.0,80.265,0.135,2.00,13.4029,38077.7,1.7404,0.7463,10.59,1.571,0.402,1.5658,0.0000,0.596,0.190,0.560,0.0000,5.95,1.79,3,11,16,64,52.4260,4.8009,0.5449,0.0000,0.0000
60000,2552,0.842,0.396,17.12,39292,31051,944,5980,1606,188818,410227.2,213546.6,0.037,0.711,0.134,0.117,166,20.32,15.62,0.14,1.41,4.86,6.77,0.36,2.00,6.62,5.46,0.00,0.08,0.143,0.181,1049,0.043,0.099,0.883,0.000,0.018,72736,58832,7,0.546,0.100,0.096,1171852,0.092,2.587,0.027,16.05,35436,563,1.131,0.193,0.297,8150240,1.05,8.18,0.222,0.404,0.001,3.8,14.0,46.4,115.2,30549,0.117,0.00,0.0024,0.113,474,0.621,0.000,0.643,0.482,2.88,3.33,4.75,0.01,0.003,1.04,1.06,1.05,0.628,0.00162,3.75,15.2029,1738.38,101754.4,139882.8,11.831,22.0806,77.856,323.786,0.878,0.331,45.0,34.554,52.659,215,815.7,116.15,2.842,39.504,3534.8,25.177,0.132,2.00,11.1303,28404.5,1.4625,0.7346,11.97,1.581,0.385,0.4342,0.0000,0.483,0.143,0.380,0.0000,5.89,1.40,3,10,24,81,29.0187,1.3874,0.5435,0.0000,0.0000
70000,2653,0.973,0.508,21.72,62555,46637,2130,10825,2862,311307,846254.5,503870.3,0.048,0.717,0.124,0.112,90,22.24,13.82,0.11,1.34,4.92,5.51,0.26,1.32,6.99,5.01,0.01,0.16,0.163,0.165,1149,0.043,0.096,0.891,0.000,0.012,200614,165262,16,0.370,0.094,0.080,2559092,0.087,3.216,0.032,16.00,105354,602,1.619,0.192,0.307,18753763,1.04,5.93,0.376,0.417,0.003,4.0,26.0,32.0,128.0,32604,0.124,0.00,0.0046,0.100,597,0.812,0.000,0.708,0.694,2.69,3.44,4.24,0.02,0.006,1.04,1.04,1.05,0.818,0.00182,9.74,55.1139,3317.24,84410.0,139882.8,96.405,94.7386,135.218,476.596,0.881,0.257,56.1,53.928,219.721,219,754.0,114.06,5.208,134.401,3759.3,70.691,0.134,2.00,16.3351,43337.0,1.7712,0.8667,12.29,1.714,0.375,1.5658,0.0000,0.444,0.163,0.347,0.0000,5.23,1.42,3,15,16,64,44.4485,4.6646,0.5322,0.0000,0.0000
80000,2265,0.864,0.370,17.95,32319,25801,1010,4789,1107,185312,411172.4,221563.6,0.050,0.746,0.131,0.073,164,23.50,16.17,0.15,1.55,5.55,6.99,0.57,1.88,7.51,5.77,0.00,0.09,0.154,0.173,972,0.049,0.105,0.883,0.000,0.011,71179,56858,5,0.491,0.058,0.189,1662168,0.078,2.271,0.025,16.80,37761,596,1.196,0.183,0.276,7920276,1.06,6.67,0.304,0.379,0.002,4.7,19.0,49.0,98.0,31188,0.119,0.00,0.0024,0.111,451,0.634,0.000,0.518,0.565,3.01,3.48,4.82,0.01,0.005,1.05,1.06,1.06,0.640,0.00197,4.26,17.9291,1303.32,99117.6,139882.8,11.931,22.7696,76.412,306.071,0.862,0.311,40.6,33.647,50.829,258,982.7,99.79,2.496,38.149,3387.1,24.531,0.135,2.01,13.9718,31646.1,1.4754,0.7110,13.77,1.623,0.386,0.4342,0.0000,0.408,0.144,0.269,0.0000,5.74,1.31,4,14,25,62,28.1915,0.9808,0.5726,0.0000,0.0000
90000,2442,0.949,0.435,19.76,55357,41008,2349,8907,2916,292480,846156.2,462890.3,0.073,0.716,0.115,0.096,96,23.21,15.76,0.20,2.02,5.74,6.61,0.40,1.54,6.64,4.72,0.00,0.06,0.171,0.168,1076,0.031,0.103,0.882,0.000,0.015,178782,147433,8,0.374,0.173,0.135,3935314,0.092,2.425,0.029,17.38,91774,638,1.583,0.187,0.256,17353498,1.07,6.32,0.396,0.395,0.002,4.0,24.0,48.0,112.0,31720,0.121,0.00,0.0052,0.088,509,0.791,0.000,0.695,0.697,2.74,3.50,4.34,0.01,0.004,1.06,1.08,1.08,0.796,0.00203,11.31,54.9582,1834.94,83145.8,139882.8,95.801,95.3069,134.615,433.075,0.839,0.256,50.5,52.525,209.631,193,751.1,61.88,4.376,132.045,4014.0,69.409,0.134,2.00,18.8825,46111.1,1.8991,0.8399,12.99,1.687,0.379,1.5658,0.0000,0.416,0.166,0.219,0.0000,5.42,1.40,3,14,25,55,43.6090,3.9704,0.5414,0.0000,0.0000
100000,2234,0.970,0.460,18.92,29980,23731,1182,4160,1115,160173,391544.5,201490.9,0.075,0.733,0.110,0.083,165,21.17,14.48,0.12,1.26,4.49,5.66,0.46,1.98,7.33,5.93,0.01,0.17,0.147,0.167,921,0.095,0.107,0.879,0.000,0.014,67724,55418,7,0.275,0.104,0.099,1602961,0.089,2.836,0.033,14.16,34813,616,1.258,0.189,0.277,7607308,1.04,6.79,0.349,0.393,0.003,4.5,18.4,32.0,125.0,27689,0.106,0.00,0.0024,0.102,389,0.645,0.000,0.575,0.574,2.61,3.23,4.64,0.01,0.005,1.04,1.04,1.05,0.651,0.00159,3.20,18.6080,2055.20,100458.3,139882.8,13.580,24.9759,71.332,319.347,0.887,0.319,41.8,31.116,54.001,323,1362.6,122.68,2.787,40.204,3683.9,25.227,0.134,1.99,12.8619,28733.4,1.4465,0.7217,12.39,1.632,0.399,0.4342,0.0000,0.409,0.151,0.162,0.0000,5.55,1.49,4,12,18,63,26.2527,1.3144,0.5130,0.0000,0.0000
