step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2115,0.774,0.446,8.75,33686,26577,3326,361,2737,46023,980577.1,331997.3,0.305,0.386,0.165,0.145,103,26.76,20.78,1.95,5.30,2.60,7.01,1.70,6.01,18.31,14.97,0.02,0.19,0.073,0.174,940,0.057,0.112,0.875,0.000,0.013,186260,180089,23,0.525,0.111,0.153,5273825,0.270,2.671,0.029,10.18,56427,535,7.214,0.399,0.178,8771457,1.50,8.15,0.124,0.183,0.008,6.4,19.6,56.0,124.3,51943,0.198,0.00,0.0025,0.056,361,0.883,0.000,0.652,0.821,4.31,5.33,5.77,0.11,0.058,1.31,1.67,1.54,0.885,0.00083,5.25,59.2681,2398.15,86072.2,140185.7,72.379,78.5024,149.868,593.334,0.878,0.288,61.5,68.418,195.137,312,1267.6,84.02,22.697,128.129,3108.4,77.264,0.134,2.00,20.7943,43980.0,1.0953,0.4632,24.56,1.034,0.136,1.3180,0.0000,0.458,0.120,0.335,0.0000,7.55,1.12,6,18,49,100,64.0480,2.6132,0.6444,0.0000,0.0000
20000,2107,1.026,0.395,9.00,45566,37774,1975,2281,3544,162586,680362.8,291575.2,0.154,0.553,0.174,0.119,183,28.14,24.25,1.41,4.54,6.56,11.21,0.16,1.65,13.67,10.49,0.05,0.36,0.142,0.211,1314,0.033,0.088,0.896,0.001,0.016,141603,131935,10,0.449,0.027,0.032,2064480,0.228,2.260,0.027,16.54,43324,672,1.793,0.164,0.286,7996197,1.40,7.77,0.132,0.474,0.023,5.2,17.5,66.1,149.7,45943,0.175,0.00,0.0024,0.095,371,0.634,0.000,0.730,0.684,3.99,4.88,5.40,0.12,0.042,1.20,1.55,1.44,0.639,0.00164,4.89,36.8743,2175.22,93730.9,140185.7,17.874,37.1433,115.147,432.885,0.879,0.319,54.2,52.601,92.226,219,875.2,51.15,4.085,72.438,2935.5,52.308,0.134,2.00,17.3637,36585.2,1.1850,0.5709,21.80,1.141,0.182,0.6820,0.0000,0.479,0.115,0.412,0.0000,7.01,0.69,5,16,49,100,46.9523,2.1927,0.5629,0.0000,0.0000
30000,2707,0.876,0.431,11.63,62992,46793,1486,8788,5325,479779,958851.6,679573.7,0.096,0.592,0.200,0.112,151,20.85,17.60,1.03,3.31,3.71,5.87,0.07,0.72,8.64,7.12,0.02,0.20,0.122,0.173,1655,0.029,0.083,0.903,0.000,0.014,245039,218246,5,0.478,0.068,0.012,414024,0.214,2.507,0.028,16.22,78675,638,1.416,0.168,0.310,13153627,1.35,8.62,0.143,0.554,0.011,3.7,15.3,46.4,196.8,36367,0.139,0.00,0.0041,0.098,408,0.743,0.000,0.776,0.747,3.01,3.93,4.22,0.14,0.057,1.22,1.47,1.37,0.752,0.00182,9.44,70.2996,2040.74,94782.1,140185.7,64.785,79.7909,152.200,470.625,0.822,0.324,61.7,62.037,179.138,194,664.8,80.35,4.438,125.505,3791.6,81.814,0.134,2.00,12.8507,34786.8,1.4738,0.7169,13.43,1.362,0.442,1.3180,0.0000,0.385,0.096,0.139,0.0000,6.17,1.39,3,11,25,64,52.5226,4.5778,0.5368,0.0000,0.0000
40000,2967,0.866,0.405,14.24,68803,53042,863,10467,4171,394567,660801.4,479264.8,0.100,0.652,0.128,0.120,180,14.99,12.84,0.60,3.04,2.85,4.80,0.01,0.28,6.78,5.29,0.01,0.15,0.114,0.169,1520,0.043,0.095,0.883,0.000,0.021,170181,143247,3,0.606,0.179,0.003,172816,0.193,2.491,0.026,18.64,66534,585,1.215,0.167,0.335,11608684,1.23,11.18,0.111,0.585,0.005,2.7,10.0,32.0,98.0,30392,0.116,0.00,0.0033,0.103,538,0.645,0.000,0.677,0.604,2.60,3.39,3.88,0.02,0.011,1.14,1.34,1.23,0.655,0.00181,5.50,35.8117,2559.37,105351.6,140185.7,15.021,41.1848,120.545,380.594,0.858,0.352,55.6,51.086,88.395,129,434.3,78.47,3.471,72.576,3141.2,48.296,0.134,2.00,8.3189,24682.1,1.3619,0.7411,10.24,1.323,0.510,0.6820,0.0000,0.398,0.112,0.181,0.0000,6.36,1.71,3,9,18,60,42.2418,3.4661,0.4510,0.0000,0.0000
50000,3207,0.872,0.393,15.82,107549,78807,893,18487,9122,517151,946849.4,723465.2,0.081,0.633,0.140,0.146,130,16.04,16.16,0.86,3.27,2.27,4.88,0.01,0.32,6.95,5.27,0.03,0.26,0.078,0.142,1677,0.036,0.098,0.877,0.001,0.025,295122,252450,13,0.588,0.168,0.001,55578,0.297,2.665,0.024,18.69,130124,538,1.399,0.186,0.278,17868165,1.34,11.74,0.105,0.501,0.013,2.8,9.7,36.0,150.0,32344,0.123,0.00,0.0043,0.079,632,0.722,0.000,0.739,0.641,2.44,3.40,3.81,0.09,0.037,1.24,1.44,1.34,0.732,0.00179,10.16,61.1457,2332.97,89442.9,140185.7,62.135,75.5622,161.798,498.690,0.913,0.288,65.1,66.494,178.282,175,582.2,116.17,4.162,124.957,2952.8,78.532,0.135,2.00,12.6031,40418.0,1.8332,0.8085,10.09,1.336,0.511,1.3180,0.0000,0.519,0.254,0.345,0.0000,6.46,1.76,3,9,19,64,53.1906,7.5799,0.4699,0.0000,0.0000
60000,2998,0.870,0.341,16.33,77638,60690,1438,9793,5926,321549,695055.7,437554.0,0.060,0.606,0.158,0.177,161,14.29,13.58,0.63,3.05,2.55,4.74,0.00,0.13,6.40,4.31,0.01,0.14,0.090,0.155,1183,0.042,0.090,0.885,0.000,0.025,174341,145387,6,0.637,0.075,0.002,36084,0.222,2.447,0.023,23.51,79743,566,1.361,0.196,0.276,9603100,1.25,12.53,0.147,0.473,0.007,2.8,8.4,32.0,140.0,28756,0.110,0.00,0.0036,0.088,539,0.531,0.000,0.651,0.561,2.30,3.09,3.98,0.03,0.011,1.16,1.32,1.26,0.540,0.00170,7.79,34.4922,2144.33,94372.6,140185.7,14.951,33.0344,128.439,410.342,0.850,0.317,61.2,56.455,82.032,94,331.9,120.71,2.716,65.485,2674.1,47.116,0.134,2.00,12.2437,36706.5,1.7521,0.7497,9.59,1.277,0.487,0.6820,0.0000,0.414,0.203,0.128,0.0000,6.60,1.70,3,8,16,64,46.4076,4.9490,0.4353,0.0000,0.0000
70000,2672,0.944,0.412,19.56,89927,65346,2050,14338,8519,322409,912804.3,585189.8,0.102,0.588,0.139,0.171,127,17.09,14.12,0.50,2.25,3.14,4.97,0.00,0.00,6.82,4.70,0.01,0.14,0.104,0.156,1041,0.052,0.082,0.897,0.001,0.020,251587,219791,9,0.496,0.108,0.000,20863,0.248,2.657,0.027,20.80,122783,517,1.815,0.192,0.237,14086810,1.22,10.72,0.257,0.433,0.004,2.8,10.5,32.0,100.0,27970,0.107,0.00,0.0050,0.076,505,0.667,0.000,0.694,0.647,2.16,3.31,3.78,0.03,0.016,1.13,1.31,1.23,0.674,0.00160,12.64,57.8770,2493.94,84764.5,140185.7,65.845,72.4044,152.654,464.393,0.746,0.290,56.5,64.097,169.321,91,330.1,120.10,3.006,116.666,3455.5,72.651,0.135,2.01,16.9096,45182.4,2.0370,0.9286,10.47,1.390,0.520,1.3180,0.0000,0.362,0.128,0.103,0.0000,6.18,1.83,3,10,16,64,51.7519,8.0578,0.4712,0.0000,0.0000
80000,2659,0.873,0.348,18.20,61403,47558,2150,7033,4675,206158,680444.1,364199.4,0.064,0.629,0.130,0.178,157,16.23,14.77,0.63,3.00,2.30,4.29,0.00,0.06,7.83,5.22,0.01,0.11,0.077,0.136,985,0.057,0.104,0.877,0.001,0.018,154336,132772,8,0.629,0.209,0.000,29490,0.145,2.348,0.023,22.62,77103,482,1.767,0.195,0.214,9528264,1.24,11.65,0.214,0.407,0.003,3.0,10.1,32.0,234.0,28616,0.109,0.00,0.0033,0.078,558,0.563,0.000,0.600,0.608,2.38,3.40,4.03,0.02,0.008,1.16,1.35,1.24,0.569,0.00153,7.58,36.4773,2170.21,92324.9,140185.7,15.311,36.0622,120.965,375.806,0.817,0.305,58.3,53.537,81.645,99,355.5,79.36,2.379,66.227,2777.6,46.430,0.134,2.00,14.6351,38914.7,1.7708,0.7881,10.76,1.288,0.506,0.6820,0.0000,0.328,0.103,0.057,0.0000,6.58,1.78,3,10,16,81,45.4737,3.9906,0.4592,0.0000,0.0000
90000,2593,0.959,0.402,21.59,85294,61266,2272,14148,7674,334414,946105.0,620357.3,0.085,0.587,0.136,0.192,118,20.21,15.18,0.53,2.50,3.46,4.89,0.00,0.00,7.88,4.47,0.01,0.16,0.109,0.143,952,0.094,0.096,0.892,0.000,0.012,270559,236347,15,0.472,0.057,0.000,9855,0.317,2.609,0.028,22.02,135715,466,1.855,0.211,0.258,13654505,1.22,8.96,0.343,0.393,0.004,3.1,16.0,32.0,182.0,30785,0.117,0.00,0.0046,0.075,501,0.670,0.000,0.638,0.688,2.22,3.51,3.96,0.03,0.015,1.11,1.31,1.25,0.677,0.00176,13.73,66.7231,2573.83,78838.6,140185.7,65.233,71.6694,154.512,441.219,0.811,0.261,59.7,63.962,166.116,113,408.1,94.54,3.150,114.963,3150.9,74.523,0.136,2.00,19.7337,51169.4,2.0065,0.8135,11.87,1.478,0.530,1.3180,0.0000,0.305,0.129,0.059,0.0000,5.95,1.88,3,12,16,81,52.8163,6.5697,0.4929,0.0000,0.0000
100000,2441,0.939,0.344,19.74,58312,45786,2153,6629,3896,216125,673359.0,367449.9,0.066,0.637,0.120,0.176,156,17.82,14.45,0.64,2.85,2.85,4.40,0.00,0.00,7.77,4.52,0.00,0.07,0.095,0.141,923,0.069,0.082,0.902,0.000,0.016,155019,134726,16,0.565,0.107,0.000,6638,0.323,2.219,0.024,22.66,77694,465,1.700,0.212,0.227,9267029,1.26,10.45,0.258,0.413,0.001,3.7,10.7,32.0,186.0,27482,0.105,0.00,0.0036,0.103,486,0.563,0.000,0.542,0.629,2.32,3.42,4.07,0.02,0.009,1.14,1.38,1.27,0.569,0.00165,7.89,37.9122,2157.37,90187.4,140185.7,16.100,36.5807,119.289,374.887,0.861,0.305,50.1,52.300,81.269,76,283.8,65.20,2.434,65.083,2858.6,45.544,0.136,2.00,16.8600,41155.3,1.7932,0.7367,11.26,1.371,0.527,0.6820,0.0000,0.304,0.109,0.030,0.0000,6.32,1.88,4,11,16,81,45.1372,3.1402,0.4547,0.0000,0.0000
