step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
172000,1580,0.5139,41926.2,1069,703,479,398,68,49,101
173000,1329,0.5229,31921.5,1017,663,370,296,75,63,93
174000,924,0.5574,20926.9,1068,581,205,138,51,74,89
175000,689,0.5080,13736.5,901,538,102,49,28,75,43
176000,789,0.5260,14883.5,769,559,144,86,12,125,82
177000,1074,0.4767,20937.8,816,595,260,219,19,180,173
178000,1502,0.4594,30399.0,912,691,446,365,32,217,227
179000,1843,0.4650,33475.1,824,700,639,504,59,128,187
180000,1812,0.4586,42190.0,963,785,623,404,81,90,142
181000,1884,0.4363,51765.0,998,831,612,441,87,72,121
182000,2001,0.4453,49660.7,881,895,638,468,77,71,140
183000,1990,0.4724,57591.6,1001,1004,575,411,82,51,138
184000,2080,0.4524,60376.4,1028,1058,575,447,92,72,128
185000,2167,0.4282,59815.5,945,1013,605,549,92,55,131
186000,2073,0.4260,61794.6,1029,1090,567,416,100,57,118
187000,2064,0.4327,60814.8,1028,1024,547,493,87,52,126
188000,2138,0.4607,58390.8,983,1049,568,521,95,70,127
189000,2046,0.4409,58290.5,1014,994,577,475,97,68,117
190000,2125,0.4551,45371.9,809,905,695,525,88,58,112
191000,1953,0.5182,35889.8,773,801,700,452,61,69,69
192000,1749,0.5843,28605.8,882,756,575,418,75,63,81
193000,1405,0.6313,22788.6,960,669,423,313,61,68,81
194000,1070,0.7121,14338.8,1164,616,252,202,66,68,69
195000,673,0.6389,10101.3,964,516,125,32,27,61,26
196000,714,0.5322,10792.6,777,502,144,68,18,113,63
197000,1063,0.5306,16936.5,798,601,272,190,22,170,119
198000,1527,0.5724,18232.6,636,708,439,380,78,102,149
199000,1648,0.6675,23199.3,901,642,578,428,83,87,140
200000,1752,0.6473,31376.3,1181,739,614,399,76,75,138
201000,2009,0.5500,32833.3,886,780,751,478,56,61,96
202000,2142,0.5826,38837.6,879,856,756,530,67,62,102
203000,2394,0.5940,44179.8,1028,970,915,509,65,53,99
204000,2443,0.5137,44226.5,899,1024,874,545,63,59,96
205000,2614,0.5360,46306.0,804,1096,881,637,76,71,79
206000,2805,0.5633,48023.1,895,1221,923,661,83,75,81
207000,2488,0.5627,47185.0,999,1082,872,534,74,65,77
208000,2483,0.5155,46348.1,880,1086,884,513,75,69,99
209000,2344,0.5772,39906.2,878,1010,762,572,72,66,90
210000,2126,0.5579,42042.6,1011,873,699,554,71,65,109
211000,1946,0.5699,37194.8,1023,799,624,523,82,64,112
212000,1763,0.5757,30156.6,883,798,557,408,63,69,111
213000,1454,0.6272,20256.1,902,690,413,351,59,67,96
214000,1110,0.7099,12252.0,1054,585,276,249,47,80,85
215000,730,0.6808,8801.4,970,583,117,30,40,54,25
216000,708,0.6299,10422.3,841,498,137,73,26,98,69
217000,1021,0.5289,15464.5,776,566,242,213,35,138,139
218000,1460,0.5945,19059.3,797,632,412,416,66,110,177
219000,1747,0.6703,22173.5,956,710,557,480,76,71,155
220000,1876,0.6269,28272.7,1077,839,613,424,59,59,108
221000,2148,0.5656,32557.7,887,904,734,510,59,54,107
222000,2390,0.5510,38249.8,807,1027,847,516,41,72,93
223000,2688,0.5286,41283.5,874,1234,888,566,60,62,105
224000,2822,0.5613,41506.5,832,1322,944,556,79,62,106
225000,2957,0.6067,42474.1,865,1331,1009,617,68,71,77
226000,2991,0.6028,43389.1,963,1403,994,594,84,77,81
227000,2981,0.5676,41469.5,827,1315,1057,609,69,74,58
228000,3001,0.5991,39989.2,819,1271,1050,680,76,58,85
229000,2620,0.6489,34588.1,994,1018,1028,574,80,81,82
230000,2268,0.6243,32226.0,1022,944,830,494,64,66,71
231000,2124,0.5899,29747.1,884,966,755,403,54,68,81
232000,1752,0.6307,22886.4,955,764,556,432,66,64,95
233000,1595,0.6966,20356.7,968,744,467,384,58,56,99
234000,1269,0.7439,11299.0,1055,663,334,272,53,87,92
235000,772,0.6710,7856.8,887,582,159,31,34,70,24
236000,738,0.6084,9480.5,1018,513,152,73,18,101,70
237000,1010,0.5119,16222.1,869,560,255,195,17,153,125
238000,1548,0.6059,17372.8,685,662,478,408,66,109,125
239000,1557,0.6609,20974.6,960,617,510,430,70,76,132
240000,1809,0.6468,24941.8,1039,704,601,504,79,59,103
241000,2025,0.5990,27754.3,832,885,655,485,55,65,104
242000,2135,0.6136,32835.1,924,851,755,529,58,57,114
243000,2465,0.5826,38456.1,921,1016,931,518,59,62,88
244000,2682,0.5570,37809.0,839,1161,913,608,70,76,99
245000,2791,0.5898,41260.0,872,1164,1034,593,66,60,65
246000,2877,0.5794,44523.8,930,1310,922,645,84,52,92
247000,2931,0.5589,45561.5,901,1314,1007,610,81,44,62
248000,2921,0.5806,43378.4,861,1416,899,606,95,65,91
249000,2822,0.5819,39288.9,834,1245,1012,565,78,60,94
250000,2378,0.5921,36874.3,886,1023,827,528,61,77,93
251000,2157,0.6356,31115.2,903,866,771,520,61,60,79
252000,1957,0.6571,25805.3,1015,849,641,467,68,80,73
253000,1493,0.6892,17499.5,1071,718,421,354,74,76,70
254000,997,0.7272,12600.8,1050,578,239,180,44,81,76
255000,717,0.6067,10756.0,1008,514,173,30,26,97,26
256000,708,0.5353,10851.1,817,515,141,52,24,87,51
257000,1027,0.5540,12445.3,659,571,274,182,23,119,101
258000,1441,0.6634,14698.5,739,643,411,387,76,96,111
259000,1596,0.6767,21294.6,1046,640,535,421,82,75,141
260000,1862,0.5698,23995.8,945,799,627,436,93,54,116
261000,2127,0.5712,29028.2,778,926,722,479,80,58,93
262000,2137,0.5845,35001.3,884,898,757,482,64,65,85
263000,2517,0.5574,41473.4,882,1069,902,546,56,78,91
264000,2749,0.5766,38508.6,822,1190,962,597,63,97,80
265000,2741,0.5691,42942.6,926,1244,929,568,69,88,85
266000,2845,0.5272,41936.9,841,1132,1120,593,68,76,89
267000,2769,0.5612,43960.0,836,1186,1033,550,67,87,97
268000,2654,0.5769,45926.7,988,1089,967,598,80,79,82
269000,2557,0.5628,38654.5,874,1009,966,582,60,68,87
270000,2323,0.6143,38981.9,959,930,837,556,66,63,81
271000,2019,0.6602,30971.1,1045,776,740,503,63,45,74
272000,1738,0.6502,23829.8,1044,687,652,399,62,47,80
273000,1396,0.7149,16656.6,979,672,393,331,73,58,95
274000,1113,0.7179,10961.9,1033,665,263,185,61,71,84
275000,727,0.6919,7356.9,1058,572,133,22,35,63,17
276000,729,0.5898,8651.5,854,540,148,41,24,91,41
277000,1009,0.5074,14964.5,775,570,248,191,21,153,138
278000,1583,0.5957,17504.3,670,713,455,415,68,126,174
279000,1879,0.6791,19262.0,827,714,645,520,88,94,152
280000,1935,0.6729,25393.6,1171,770,663,502,75,79,129
281000,1970,0.5838,29409.4,1002,812,696,462,47,55,92
282000,2306,0.5143,31225.4,690,974,841,491,61,53,88
283000,2518,0.5870,38131.0,839,987,937,594,54,58,117
284000,2815,0.5751,40165.2,929,1253,978,584,67,56,91
285000,2794,0.5444,40220.1,846,1200,964,630,74,76,89
286000,2760,0.5623,41725.2,845,1240,908,612,75,67,74
287000,2691,0.5886,42550.7,957,1197,896,598,56,62,102
288000,2638,0.5826,39799.6,908,1093,949,596,68,72,104
289000,2466,0.5880,38768.7,932,1058,837,571,67,69,86
290000,2221,0.5660,38205.8,1019,940,759,522,54,65,62
291000,2053,0.6089,29804.8,883,860,670,523,80,64,84
292000,1817,0.6247,24440.5,909,785,578,454,81,75,93
293000,1485,0.6949,19750.6,1089,669,441,375,79,85,106
294000,1201,0.7311,11449.2,1052,592,347,262,37,97,104
295000,730,0.6822,9596.4,1057,549,154,27,36,78,17
296000,740,0.5730,10260.5,931,530,152,58,18,103,54
297000,1021,0.5671,14240.8,810,590,233,198,34,134,129
298000,1388,0.6282,17887.8,841,655,377,356,66,107,150
299000,1643,0.7066,17994.6,949,704,475,464,84,52,125
300000,1908,0.6588,21988.7,974,843,569,496,60,43,120
