step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
35000,736,0.6046,6506.8,726,571,122,43,19,69,37
36000,857,0.5216,7998.0,637,642,143,72,22,99,69
37000,1224,0.4673,14121.2,656,673,300,251,64,129,154
38000,1795,0.5014,14530.4,460,873,557,365,88,109,125
39000,2239,0.4962,16112.1,409,981,865,393,96,105,122
40000,2841,0.4766,20318.1,423,1247,1057,537,108,66,125
41000,3245,0.4817,30244.9,494,1424,1209,612,96,75,112
42000,3623,0.4899,36724.7,544,1551,1316,756,102,87,88
43000,3981,0.4476,35071.1,540,1689,1481,811,90,97,123
44000,4428,0.4824,42358.8,576,1847,1632,949,127,115,146
45000,4566,0.4573,35685.9,434,1954,1811,801,103,114,146
46000,4471,0.4386,29275.7,357,1923,1823,725,114,104,140
47000,4270,0.4293,30402.3,351,1611,1949,710,122,115,132
48000,4009,0.4632,28971.2,398,1590,1711,708,123,79,114
49000,3760,0.4731,29287.1,444,1595,1449,716,112,82,127
50000,3319,0.4899,29473.8,511,1309,1351,659,112,81,116
51000,2931,0.5135,23808.5,522,1192,1083,656,99,69,151
52000,2390,0.5130,21159.6,579,1060,785,545,110,71,147
53000,1792,0.5698,15462.5,627,905,485,402,103,107,144
54000,1259,0.5981,11032.4,798,757,293,209,59,119,127
55000,881,0.5551,7839.0,770,643,174,64,28,112,60
56000,905,0.5204,9819.8,710,601,210,94,15,166,93
57000,1329,0.4612,15095.1,729,732,316,281,29,190,216
58000,2131,0.4749,15632.6,478,970,678,483,87,165,201
59000,2533,0.4864,22056.4,514,1055,880,598,119,115,158
60000,2885,0.5075,32840.6,649,1193,1015,677,114,72,181
61000,3334,0.5099,35583.0,662,1487,1143,704,103,92,168
62000,3792,0.4797,37573.5,575,1571,1493,728,88,79,151
63000,4261,0.5163,35026.0,573,1713,1692,856,97,74,147
64000,4108,0.5460,38339.9,733,1690,1625,793,104,81,166
65000,4190,0.5274,44929.1,834,1854,1569,767,97,95,151
66000,4529,0.4983,42820.1,651,1974,1723,832,107,101,134
67000,4499,0.5339,41310.0,655,1978,1631,890,120,95,142
68000,3988,0.5494,42231.7,795,1741,1475,772,119,75,118
69000,3608,0.5396,40533.3,805,1425,1404,779,89,92,109
70000,3396,0.5512,34054.1,699,1399,1279,718,96,93,120
71000,3050,0.5961,30182.4,763,1232,1117,701,89,106,142
72000,2603,0.6001,24849.6,828,1085,903,615,88,95,191
73000,1909,0.6260,17693.7,974,849,590,470,72,126,180
74000,1268,0.6711,13016.1,1086,735,311,222,62,107,112
75000,943,0.6129,9757.5,938,710,186,47,42,107,42
76000,964,0.5332,8361.5,816,679,209,76,24,128,72
77000,1363,0.4615,14751.4,682,791,363,209,39,186,143
78000,2100,0.4805,18348.4,583,1025,572,503,76,179,214
79000,2732,0.5425,22545.4,613,1157,908,667,101,135,230
80000,3016,0.5365,28883.1,675,1278,1099,639,92,99,166
81000,3557,0.5229,32872.7,629,1509,1302,746,109,90,144
82000,3720,0.4747,42394.2,621,1611,1450,659,96,77,115
83000,3872,0.5359,45451.7,668,1615,1420,837,89,87,127
84000,3838,0.5021,47885.9,685,1625,1461,752,109,86,128
85000,4063,0.4922,54709.2,707,1805,1445,813,111,93,107
86000,4065,0.4972,51959.8,668,1724,1481,860,107,113,131
87000,3818,0.4882,51966.9,699,1732,1311,775,106,83,141
88000,3660,0.4984,46229.9,670,1670,1255,735,90,81,118
89000,3547,0.5106,44923.6,702,1457,1329,761,105,79,130
90000,3142,0.5029,40008.5,698,1250,1133,759,78,69,125
91000,2820,0.5110,35793.9,719,1099,1061,660,89,91,144
92000,2211,0.5256,27540.6,716,933,765,513,88,65,148
93000,1676,0.5752,19356.1,805,774,496,406,88,91,140
94000,1176,0.5986,13467.4,991,671,259,246,63,85,123
95000,816,0.5074,8459.7,788,620,151,45,30,102,42
96000,823,0.4617,9805.5,711,576,164,83,18,125,82
97000,1236,0.4385,14905.6,710,690,302,244,33,169,166
98000,1974,0.4833,17343.8,535,916,580,478,85,157,181
99000,2452,0.4670,22631.8,513,1012,944,496,93,111,153
100000,2709,0.4607,30737.9,596,1064,1016,629,107,78,132
101000,2934,0.4625,36959.9,588,1204,1124,606,115,88,108
102000,3363,0.4496,41975.9,569,1337,1314,712,108,99,128
103000,3132,0.4792,46808.6,669,1235,1197,700,86,103,126
104000,3210,0.4642,50290.2,660,1258,1255,697,110,77,112
105000,3407,0.4585,50978.9,633,1510,1147,750,129,101,114
106000,3415,0.4659,51115.3,623,1528,1163,724,112,105,98
107000,3361,0.4677,50747.1,665,1347,1257,757,105,103,125
108000,2990,0.4666,50526.3,720,1164,1137,689,104,70,135
109000,2845,0.4787,49570.2,713,1154,1005,686,122,75,131
110000,2637,0.4717,41366.7,650,981,1041,615,87,86,100
111000,2394,0.4958,37628.9,696,944,889,561,86,79,116
112000,2239,0.4819,29715.4,630,996,697,546,95,95,126
113000,1665,0.5447,18827.5,672,865,460,340,81,66,124
114000,1101,0.5840,12795.2,819,691,228,182,61,88,100
115000,766,0.5444,7906.6,773,589,126,51,29,92,37
116000,850,0.5024,9644.2,656,616,152,82,17,116,76
117000,1352,0.4379,15579.8,631,791,305,256,49,173,160
118000,2141,0.4773,16464.3,500,951,655,535,99,139,204
119000,2452,0.4662,22339.4,514,1014,870,568,105,118,195
120000,2618,0.5092,32165.6,648,1111,957,550,111,79,124
121000,2898,0.4834,40080.5,674,1191,1085,622,98,99,137
122000,3001,0.4792,43763.1,666,1218,1152,631,99,101,100
123000,3206,0.4538,46211.7,611,1255,1248,703,117,87,106
124000,3196,0.4772,48604.0,650,1219,1231,746,122,100,97
125000,3115,0.5140,53212.0,757,1338,1123,654,107,97,120
126000,3225,0.4812,51418.5,705,1308,1191,726,111,98,111
127000,3149,0.4760,49578.8,644,1297,1163,689,111,82,120
128000,3227,0.4670,47341.8,637,1231,1267,729,121,85,134
129000,3174,0.5139,46025.0,679,1145,1307,722,101,109,117
130000,3005,0.4609,42335.8,667,1207,1082,716,110,88,147
131000,2619,0.5304,35285.0,669,955,1039,625,79,100,132
132000,2111,0.5078,27923.9,705,944,665,502,99,69,119
133000,1644,0.5839,18681.7,758,814,501,329,82,93,105
134000,1113,0.6011,11968.1,859,658,267,188,59,100,91
135000,842,0.5523,8220.7,730,644,142,56,28,97,44
136000,861,0.4750,9175.6,606,619,169,73,5,130,69
137000,1330,0.4444,14132.3,613,787,303,240,49,170,152
138000,2100,0.4814,16702.8,493,955,665,480,95,156,203
139000,2385,0.4721,21219.7,492,1044,813,528,85,100,152
140000,2572,0.4666,30848.6,591,1054,1002,516,87,79,139
141000,2848,0.4870,40856.9,666,1175,1053,620,86,87,118
142000,2942,0.4956,45588.4,694,1224,1093,625,106,94,102
143000,3133,0.4966,48323.1,687,1294,1141,698,97,95,88
144000,3346,0.4725,54074.5,716,1446,1195,705,116,118,104
145000,3391,0.4942,56270.2,700,1550,1138,703,152,124,97
146000,3352,0.4905,53425.4,704,1491,1105,756,121,98,104
147000,3237,0.5171,50606.4,700,1456,1081,700,115,109,98
148000,3070,0.4928,51077.6,729,1310,1124,636,122,132,108
149000,2974,0.5061,46932.5,702,1218,1109,647,109,108,103
150000,2936,0.5310,41704.6,689,1114,1157,665,142,134,106
151000,2479,0.5224,34849.5,742,1092,910,477,112,92,114
152000,2224,0.5585,29089.3,719,916,817,491,95,90,143
153000,1730,0.5572,19513.8,725,845,547,338,93,87,124
154000,1191,0.6138,12343.4,855,760,250,181,63,100,104
155000,757,0.5244,8812.0,797,575,115,67,26,75,57
156000,834,0.4640,8969.1,659,594,160,80,21,114,77
157000,1320,0.4311,14194.3,608,717,327,276,42,149,177
158000,1884,0.4788,18276.7,541,829,624,431,86,120,162
159000,2314,0.4823,22440.7,535,925,854,535,135,84,181
160000,2516,0.4785,31449.9,616,1010,1012,494,109,70,130
161000,2599,0.4867,38690.9,698,1010,1032,557,115,76,109
162000,2913,0.4792,43224.1,646,1149,1195,569,124,89,110
163000,3004,0.4797,48889.2,692,1192,1161,651,117,107,96
164000,2873,0.4824,51727.9,745,1189,1115,569,128,99,108
165000,2919,0.5057,50749.3,735,1306,961,652,120,107,127
166000,2963,0.4617,57007.5,787,1312,983,668,116,81,109
167000,2862,0.5000,54424.3,750,1285,957,620,91,100,96
168000,2779,0.5085,49053.0,750,1237,967,575,124,97,120
169000,2836,0.5130,45828.9,708,1322,887,627,128,85,115
170000,2705,0.5150,39479.4,697,1178,973,554,103,94,83
171000,2269,0.5496,32873.7,734,961,830,478,80,90,99
172000,2061,0.5303,24676.6,709,876,722,463,88,61,104
173000,1618,0.6255,15346.8,727,896,451,271,75,95,122
174000,1091,0.6187,11288.5,858,720,225,146,47,82,90
175000,804,0.5410,9481.1,795,630,138,36,29,76,28
176000,792,0.5126,10117.9,728,567,143,82,12,118,76
177000,1272,0.4159,15481.0,676,707,332,233,35,193,140
178000,1841,0.4813,18833.3,596,792,606,443,75,142,179
179000,2269,0.5046,24897.6,589,921,866,482,106,104,163
180000,2534,0.4921,30830.5,614,1081,951,502,109,79,148
181000,2452,0.5008,38535.2,716,1119,878,455,97,79,81
182000,2637,0.4824,46295.4,767,1260,908,469,105,65,92
183000,2827,0.4669,48214.6,701,1281,1041,505,81,73,72
184000,2794,0.4914,50935.1,765,1287,971,536,89,103,79
185000,2848,0.4765,54838.0,782,1318,968,562,99,100,86
186000,2847,0.4921,55154.3,760,1293,951,603,90,88,118
187000,2826,0.4519,55182.5,741,1275,997,554,101,99,99
188000,2636,0.4882,54701.0,779,1156,919,561,95,88,84
189000,2472,0.4790,48476.8,771,1065,919,488,91,102,82
190000,2414,0.5087,46487.6,785,1017,927,470,109,77,84
191000,2170,0.5175,37797.5,748,893,871,406,88,94,78
192000,1991,0.5329,30571.5,730,831,741,419,87,78,110
193000,1576,0.5971,20853.4,794,811,454,311,93,72,103
194000,1065,0.5746,13067.5,873,614,266,185,50,88,94
195000,734,0.5354,9681.6,770,586,111,37,23,69,30
196000,813,0.5166,10334.9,687,600,143,70,20,112,67
197000,1294,0.4606,15377.2,635,734,292,268,46,141,152
198000,1853,0.4744,21047.9,649,762,660,431,60,163,196
199000,2080,0.5034,23148.1,598,874,811,395,85,88,119
200000,2333,0.5036,33002.1,653,944,926,463,105,87,120
201000,2412,0.4813,42392.9,746,1048,870,494,108,76,108
202000,2477,0.4711,46903.3,755,1123,896,458,88,82,67
203000,2565,0.4807,51898.8,798,1181,892,492,75,87,74
204000,2814,0.4794,52324.0,762,1245,1037,532,95,91,77
205000,2656,0.4853,54834.6,803,1195,953,508,96,109,84
206000,2761,0.4622,55594.6,776,1228,935,598,78,90,91
207000,2664,0.4996,53929.3,806,1174,931,559,116,88,99
208000,2796,0.5082,52431.6,797,1236,1001,559,119,78,80
209000,2493,0.4826,52684.6,853,1011,919,563,84,73,65
210000,2278,0.4943,44805.0,799,938,875,465,88,67,60
211000,2078,0.5303,37303.1,782,876,809,393,72,71,75
212000,1812,0.5850,27600.2,801,856,652,304,76,62,76
213000,1409,0.5593,19589.1,796,675,454,280,76,65,104
214000,1014,0.6124,13280.2,884,623,249,142,62,75,82
215000,716,0.5656,10047.8,885,541,132,43,26,86,34
216000,762,0.5184,11149.7,758,554,133,75,14,104,74
217000,1280,0.4508,16266.7,669,750,322,208,41,188,135
218000,1872,0.4808,16687.5,503,862,540,470,78,115,173
219000,1997,0.5118,24653.7,645,881,707,409,99,100,151
220000,2266,0.4890,34079.9,706,949,924,393,96,79,124
221000,2202,0.5509,42622.1,870,949,908,345,87,76,81
222000,2397,0.5440,46950.0,813,1088,918,391,104,58,76
223000,2559,0.4877,49547.8,813,1172,912,475,82,63,81
224000,2770,0.4621,53503.8,754,1201,1042,527,84,79,85
225000,2894,0.5117,54749.9,786,1200,1076,618,127,76,71
226000,2757,0.5245,53061.6,828,1343,855,559,120,67,88
227000,2665,0.5047,56105.1,851,1204,940,521,104,86,97
228000,2638,0.4981,52568.9,801,1122,910,606,107,90,119
229000,2675,0.4927,51089.2,794,1221,881,573,111,90,94
230000,2386,0.5260,46038.6,802,970,865,551,77,81,89
231000,2342,0.5325,37460.2,741,949,865,528,74,91,100
232000,2117,0.5593,29635.9,742,899,691,527,114,64,128
233000,1473,0.6015,18844.8,843,762,410,301,71,69,91
234000,1061,0.6192,12482.4,848,676,243,142,43,85,80
235000,754,0.5225,8778.9,721,592,112,50,27,73,43
236000,735,0.5075,10938.9,863,520,139,76,23,111,76
237000,1258,0.4467,17641.7,733,725,320,213,40,175,153
238000,2102,0.4762,20359.4,579,912,662,528,82,138,198
239000,2212,0.5203,25710.1,613,952,784,476,112,75,144
240000,2211,0.5237,34592.1,740,917,840,454,94,65,116
241000,2308,0.5355,40251.4,837,970,958,380,91,66,90
242000,2541,0.5155,41261.2,746,1089,1055,397,99,91,108
243000,2525,0.5192,47046.1,780,1070,1015,440,88,79,86
244000,2493,0.5459,53826.6,906,1139,903,451,98,78,81
245000,2548,0.5031,51379.2,862,1131,911,506,89,84,85
246000,2497,0.5166,49838.6,868,1197,909,391,101,72,84
247000,2652,0.5075,55722.2,858,1225,919,508,95,61,105
248000,2701,0.4813,48025.2,762,1207,955,539,97,90,102
249000,2524,0.5131,46433.1,781,1146,865,513,87,78,93
250000,2251,0.5367,49640.9,867,890,894,467,88,100,97
251000,2266,0.5344,40389.7,798,906,850,510,88,70,101
252000,2017,0.5469,29436.8,775,803,735,479,85,62,122
253000,1640,0.5506,19069.8,743,853,407,380,79,67,143
254000,1049,0.6168,11690.0,842,665,217,167,68,69,93
255000,753,0.5046,9831.4,767,571,140,42,26,88,37
256000,770,0.4792,10330.0,711,538,149,83,17,113,80
257000,1228,0.4218,17726.9,736,687,282,259,46,149,181
258000,1842,0.4473,20565.7,636,823,603,416,65,143,184
259000,2154,0.4856,23709.1,576,943,763,448,105,65,147
260000,2126,0.5151,34761.3,765,915,840,371,85,71,92
261000,2208,0.5127,43217.0,858,942,899,367,78,73,81
262000,2375,0.5036,45420.7,764,1033,936,406,79,90,79
263000,2652,0.4891,50651.4,769,1235,1008,409,110,76,101
264000,2515,0.4911,52144.6,810,1095,959,461,116,88,95
265000,2547,0.5147,51571.1,816,1203,880,464,84,91,82
266000,2588,0.4842,54825.8,811,1166,938,484,78,94,84
267000,2501,0.4894,56940.2,863,1193,830,478,93,73,84
268000,2711,0.4755,53363.2,755,1232,864,615,110,82,108
269000,2598,0.4892,49578.7,736,1138,888,572,92,88,103
270000,2389,0.5303,46983.1,819,961,844,584,94,80,85
271000,2082,0.5168,39492.9,801,857,746,479,77,50,76
272000,1949,0.5285,30966.7,748,838,645,466,69,60,115
273000,1517,0.5465,19999.9,784,711,479,327,66,93,103
274000,1067,0.5726,14445.6,850,650,254,163,56,76,80
275000,742,0.4973,10227.0,754,600,103,39,23,70,36
276000,789,0.5006,10498.0,748,569,154,66,25,116,65
277000,1159,0.4150,17204.1,723,625,310,224,31,160,150
278000,1817,0.4573,21758.3,633,811,544,462,77,131,219
279000,2068,0.4632,27463.3,618,902,730,436,99,72,171
280000,2179,0.5149,34029.6,721,979,826,374,112,87,130
281000,2237,0.4904,41431.4,788,1013,824,400,84,78,111
282000,2359,0.4786,46474.9,762,1029,897,433,90,80,80
283000,2393,0.4822,54222.1,858,1136,842,415,88,87,74
284000,2489,0.4793,56444.5,872,1211,782,496,91,78,71
285000,2598,0.4565,55716.6,777,1155,918,525,93,81,77
286000,2511,0.4588,58485.7,824,1202,823,486,78,80,96
287000,2555,0.4716,58226.7,827,1211,830,514,67,73,108
288000,2624,0.4729,53986.3,780,1184,854,586,83,73,92
289000,2449,0.4635,51451.8,782,1094,806,549,97,64,103
290000,2493,0.4685,46668.3,746,1032,853,608,96,73,108
291000,2150,0.4944,38573.4,753,881,762,507,93,61,84
292000,2070,0.5425,30582.2,751,875,656,539,106,67,119
293000,1573,0.5397,19870.8,739,800,441,332,101,60,108
294000,929,0.6071,12647.8,970,561,212,156,56,66,89
295000,820,0.5549,9554.7,772,645,136,39,26,61,31
296000,760,0.4842,10121.4,707,571,131,58,14,81,54
297000,1190,0.4563,15872.7,721,685,265,240,28,152,161
298000,1996,0.4589,19207.7,577,881,613,502,71,140,193
299000,2090,0.5110,25033.9,595,872,780,438,78,92,161
300000,2117,0.5272,35915.4,773,946,830,341,100,65,115
