step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2
1000,2862,0.8826,40181.4,860,1016,890,956,15,11,12
2000,2707,0.9003,50286.8,1752,990,841,876,20,13,12
3000,2609,0.9214,54097.5,2685,955,796,858,15,17,12
4000,2070,0.7063,32199.6,624,850,710,510,24,40,16
5000,2435,0.6982,44086.2,965,1143,720,572,42,41,29
6000,2379,0.7604,51128.6,1475,1212,605,562,45,28,27
7000,2776,0.6715,44782.6,858,1405,711,660,36,50,29
8000,2894,0.6610,39031.7,864,1485,852,557,50,55,33
9000,2685,0.6976,38065.8,1072,1330,735,620,41,54,47
10000,2240,0.6813,28938.7,889,1034,809,397,52,62,46
11000,2039,0.7131,21779.1,847,1062,666,311,55,63,37
12000,1634,0.7044,14707.0,946,822,523,289,58,91,46
13000,1289,0.7075,8764.0,852,657,421,211,59,89,53
14000,784,0.7551,5624.3,1050,484,176,124,37,62,56
15000,510,0.7118,3802.7,909,430,47,33,13,27,23
16000,457,0.7155,3708.4,870,401,23,33,7,19,23
17000,950,0.5453,7763.1,591,594,224,132,33,87,57
18000,1699,0.5739,12562.4,522,868,519,312,108,109,127
19000,1944,0.5617,15825.7,522,906,679,359,93,98,83
20000,1853,0.5321,12314.4,396,887,645,321,98,79,77
21000,2378,0.5177,23288.3,468,1062,902,414,101,93,69
22000,2982,0.4705,31009.7,477,1365,1142,475,117,124,64
23000,3104,0.4330,23612.9,366,1358,1248,498,102,146,88
24000,3102,0.4236,22286.6,315,1455,1271,376,136,128,77
25000,3692,0.4317,31079.9,379,1757,1426,509,132,126,110
26000,3725,0.4797,36109.3,457,1827,1333,565,129,142,97
27000,3694,0.4491,30385.0,436,1748,1369,577,149,159,97
28000,3218,0.4316,20479.3,330,1471,1318,429,144,146,83
29000,3148,0.4311,20279.8,309,1470,1224,454,156,148,109
30000,2983,0.4532,22457.8,376,1357,1139,487,124,128,104
31000,2655,0.4787,21702.6,411,1101,1011,543,147,122,100
32000,2102,0.4924,12673.3,363,1004,676,422,125,142,152
33000,1429,0.5199,8374.4,408,724,410,295,94,111,128
34000,907,0.5568,6848.4,607,589,166,152,43,97,96
35000,468,0.5726,4826.3,709,355,71,42,6,63,36
36000,601,0.4825,5769.6,553,442,87,72,3,85,71
37000,1189,0.4668,10420.5,527,638,263,288,32,180,151
38000,1916,0.4661,10286.3,343,940,591,385,91,157,148
39000,2658,0.4308,12828.7,293,1247,987,424,142,177,171
40000,2963,0.4367,14961.4,284,1408,1129,426,141,152,133
41000,3008,0.4285,16296.3,292,1407,1186,415,178,134,168
42000,2968,0.4835,22730.4,376,1409,1148,411,148,125,122
43000,3608,0.4673,26239.0,400,1623,1376,609,199,180,128
44000,4280,0.5054,30197.0,459,1948,1665,667,251,158,101
45000,4236,0.5401,39087.4,612,1851,1663,722,238,183,115
46000,3897,0.5414,37474.4,642,1726,1380,791,199,158,122
47000,3821,0.5216,35320.5,578,1715,1404,702,167,158,112
48000,3690,0.5244,38263.8,615,1823,1226,641,176,137,107
49000,3206,0.5365,37811.2,673,1462,1083,661,150,140,118
50000,2841,0.5449,38077.7,733,1260,1026,555,126,130,101
51000,2809,0.5518,32038.0,659,1206,976,627,145,114,96
52000,2183,0.5786,21593.3,703,942,742,499,119,95,120
53000,1668,0.6361,15964.5,833,846,478,344,98,94,103
54000,1029,0.7046,10503.3,1050,574,249,206,41,89,102
55000,507,0.6272,5938.7,842,424,58,25,19,42,20
56000,588,0.4711,7283.0,593,452,70,66,3,63,63
57000,1055,0.4531,14527.4,671,610,226,219,26,152,140
58000,1825,0.5129,14925.7,512,847,563,415,121,150,170
59000,2145,0.5431,20553.6,638,867,782,496,163,130,177
60000,2552,0.5435,28404.5,744,973,1105,474,151,137,143
61000,2611,0.5377,31021.2,727,1154,1003,454,140,125,108
62000,2870,0.5401,35975.4,723,1343,1051,476,142,119,120
63000,2854,0.5494,43785.1,794,1221,1057,576,146,82,106
64000,2916,0.4986,45765.6,749,1282,1040,594,155,155,104
65000,2798,0.5550,49487.0,811,1233,974,591,129,130,87
66000,2857,0.5523,49778.4,835,1313,937,607,147,127,105
67000,2919,0.4909,50591.3,792,1407,855,657,163,111,112
68000,2925,0.5029,45882.1,741,1348,894,683,133,120,114
69000,2773,0.5085,46253.0,762,1268,841,664,128,118,128
70000,2653,0.5322,43337.0,775,1219,837,597,132,134,111
71000,2351,0.5466,34186.2,721,1043,741,567,116,125,109
72000,2044,0.5523,27435.6,731,869,640,535,100,105,120
73000,1484,0.6038,17896.1,847,741,402,341,88,91,123
74000,867,0.6840,9774.3,1024,454,222,191,32,92,103
75000,383,0.5822,6327.8,1031,313,46,24,9,33,22
76000,437,0.4462,8969.0,926,321,65,51,2,65,50
77000,992,0.4244,13710.4,633,524,229,239,24,146,116
78000,1678,0.4654,16482.3,549,724,499,455,90,168,185
79000,2134,0.5483,22337.0,608,885,754,495,108,142,135
80000,2265,0.5726,31646.1,827,953,861,451,115,137,115
81000,2406,0.5079,37573.7,811,1069,866,471,143,104,127
