step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2076,0.625,0.742,8.42,33968,26334,4115,439,2465,49163,1040158.2,329739.5,0.300,0.406,0.155,0.139,67,27.87,22.89,1.30,5.01,2.55,7.01,5.45,11.25,20.56,16.95,0.06,0.42,0.070,0.171,990,0.018,0.080,0.905,0.000,0.014,202462,194559,27,0.240,0.143,0.336,8581044,0.274,2.652,0.062,5.52,61832,317,6.707,0.483,0.179,11125537,1.27,7.57,0.168,0.150,0.029,6.5,20.5,58.8,138.7,61986,0.236,0.00,0.0024,0.027,413,0.966,0.000,0.724,0.833,4.68,5.68,5.97,0.09,0.039,1.30,1.20,1.29,0.967,0.00027,2.36,61.2478,1423.91,97267.3,140234.7,79.335,110.3238,162.104,788.031,0.990,0.306,57.2,75.099,250.271,1005,4828.0,51.95,24.708,170.174,5512.9,89.286,0.135,2.00,13.6297,28295.4,0.6897,0.3859,29.86,0.968,0.128,1.5710,0.0000,0.487,0.130,0.468,0.0000,7.66,1.13,7,23,64,134,70.4792,4.0631,0.7095,0.0000,0.0000
20000,2339,0.722,0.373,10.88,28401,24035,1496,1312,1295,65972,417110.1,128904.6,0.119,0.610,0.110,0.161,173,19.14,18.01,0.20,1.64,4.87,10.64,0.87,3.74,10.18,7.85,0.00,0.11,0.141,0.218,1408,0.025,0.105,0.880,0.000,0.015,69329,63826,2,0.818,0.157,0.111,2920966,0.237,2.086,0.027,16.86,27604,776,1.954,0.166,0.251,4954235,1.06,11.17,0.038,0.449,0.002,4.2,12.9,44.7,118.8,37707,0.144,0.00,0.0018,0.071,535,0.514,0.000,0.680,0.602,3.43,3.64,5.68,0.05,0.018,1.06,1.05,1.08,0.517,0.00123,4.71,14.9764,1657.67,107382.5,140234.7,10.764,19.9903,74.932,427.480,0.916,0.340,54.1,35.837,49.926,224,851.6,43.95,3.056,37.952,3108.9,24.671,0.137,2.00,10.3048,24102.9,1.0976,0.6688,16.12,1.166,0.129,0.4290,0.0000,0.469,0.086,0.459,0.0000,7.35,0.70,4,11,36,81,31.3298,1.6376,0.5656,0.0000,0.0000
30000,3029,0.948,0.438,16.19,93114,62678,484,23983,5279,946348,991975.4,868186.9,0.071,0.590,0.133,0.206,99,17.75,13.60,0.42,2.05,3.64,5.09,0.11,1.03,6.39,5.98,0.06,0.40,0.144,0.176,1955,0.014,0.074,0.903,0.000,0.023,298623,252984,7,0.263,0.649,0.021,1758006,0.254,2.450,0.028,19.18,130749,463,0.917,0.169,0.408,14453601,1.19,9.17,0.157,0.642,0.030,2.8,14.4,32.0,101.2,31987,0.122,0.00,0.0051,0.068,653,0.707,0.000,0.823,0.693,2.51,3.14,3.93,0.09,0.042,1.22,1.15,1.23,0.725,0.00319,10.53,70.6350,2564.27,106602.1,140234.7,87.562,93.9664,164.507,548.471,0.897,0.340,66.0,65.256,221.174,224,665.5,50.61,5.983,140.118,3335.9,82.759,0.135,2.00,7.4089,22441.7,1.2688,0.5733,10.56,1.548,0.464,1.5710,0.0000,0.478,0.128,0.486,0.0000,5.77,1.59,2,10,19,71,51.3421,4.2626,0.4526,0.0000,0.0000
40000,2654,0.836,0.310,15.08,47577,38518,264,8093,1077,396065,436322.9,332032.3,0.067,0.723,0.059,0.152,175,16.22,11.94,0.64,2.27,2.41,4.02,0.17,1.76,7.67,7.52,0.32,0.83,0.102,0.156,1764,0.014,0.086,0.895,0.001,0.019,95449,72066,4,0.572,0.087,0.028,557786,0.208,1.796,0.021,20.22,45963,537,0.838,0.152,0.333,6372738,1.26,9.25,0.102,0.682,0.149,3.0,14.0,32.0,127.9,28893,0.110,0.00,0.0021,0.068,579,0.490,0.000,0.659,0.520,2.73,3.05,4.48,0.35,0.166,1.31,1.18,1.30,0.505,0.00242,5.02,17.4558,1312.67,109868.7,140234.7,10.739,18.5595,85.294,341.123,0.799,0.350,53.9,36.302,46.391,127,396.7,34.35,2.573,34.316,2679.8,23.472,0.136,2.00,8.3472,22153.4,1.3738,0.5902,10.89,1.412,0.469,0.4290,0.0000,0.525,0.115,0.652,0.0000,5.95,1.57,2,10,18,79,28.5663,1.3155,0.4657,0.0000,0.0000
50000,3060,0.727,0.401,20.07,127137,89030,582,31705,5414,958852,999575.1,895085.6,0.051,0.686,0.085,0.178,84,19.70,14.46,0.29,1.96,5.20,6.61,0.12,1.14,6.37,7.08,0.01,0.22,0.172,0.198,1274,0.108,0.081,0.905,0.000,0.013,324032,258038,14,0.195,0.492,0.021,1011610,0.224,2.159,0.029,22.79,156060,419,0.933,0.191,0.382,20958884,1.12,8.10,0.337,0.460,0.003,3.0,18.1,32.0,200.0,36650,0.140,0.00,0.0051,0.085,662,0.718,0.000,0.784,0.615,2.68,3.26,4.09,0.01,0.004,1.11,1.12,1.15,0.734,0.00322,13.35,62.5601,1624.46,99837.3,140234.7,85.209,86.4802,181.125,530.997,0.932,0.318,66.1,71.347,215.581,232,848.5,41.92,5.851,136.041,3615.9,79.925,0.135,2.00,9.9114,30328.8,1.3397,0.6247,11.98,1.520,0.477,1.5710,0.0000,0.431,0.133,0.342,0.0000,5.64,1.64,3,13,16,100,55.6894,5.7992,0.5618,0.0000,0.0000
60000,2703,0.990,0.349,20.44,48489,37115,601,9845,1285,348543,431494.6,288891.4,0.039,0.779,0.050,0.132,164,19.01,12.69,0.23,1.86,4.43,5.30,0.14,1.27,6.83,5.53,0.00,0.08,0.155,0.177,1100,0.170,0.119,0.869,0.001,0.011,87154,64563,9,0.337,0.201,0.026,394877,0.202,1.790,0.025,19.71,45265,442,0.829,0.209,0.377,7195777,1.11,7.76,0.359,0.468,0.003,3.0,17.7,32.0,71.6,31454,0.120,0.00,0.0023,0.098,605,0.521,0.000,0.641,0.469,2.64,3.11,4.23,0.01,0.005,1.10,1.10,1.13,0.533,0.00239,4.76,15.2466,1344.92,107528.0,140234.7,10.654,18.5019,84.632,365.336,0.855,0.344,59.8,37.139,47.370,223,683.8,37.82,2.885,35.163,3036.1,23.498,0.136,2.00,8.5911,23221.7,1.1618,0.5870,11.64,1.500,0.499,0.4290,0.0000,0.413,0.118,0.230,0.0000,5.55,1.59,3,13,16,64,29.3848,1.2885,0.4410,0.0000,0.0000
70000,2497,1.113,0.493,23.15,96488,70059,1553,22197,2885,691361,961089.4,701185.8,0.050,0.765,0.061,0.124,85,22.28,12.25,0.27,1.82,4.91,5.01,0.07,0.91,7.74,6.14,0.01,0.11,0.166,0.165,927,0.170,0.106,0.883,0.000,0.010,254343,194456,14,0.175,0.396,0.012,535414,0.209,3.137,0.031,22.50,135787,385,1.014,0.211,0.352,19033081,1.11,5.34,0.460,0.378,0.004,4.0,30.0,32.0,112.1,32433,0.124,0.00,0.0050,0.082,555,0.714,0.000,0.748,0.630,2.70,3.46,4.15,0.01,0.005,1.10,1.10,1.14,0.726,0.00382,12.49,58.0639,2951.33,90274.9,140234.7,92.860,82.8061,168.408,527.588,0.862,0.300,59.5,67.505,212.110,264,901.5,114.55,6.562,129.536,3562.7,75.795,0.135,2.00,15.1909,37931.6,1.4255,0.6151,12.99,1.631,0.469,1.5710,0.0000,0.380,0.136,0.213,0.0000,5.10,1.42,3,16,16,70,54.1083,3.8471,0.4557,0.0000,0.0000
80000,2481,1.042,0.309,22.14,46509,34795,637,10071,1022,379062,441590.2,302457.1,0.026,0.812,0.044,0.118,158,20.93,12.41,0.28,1.73,4.61,4.86,0.14,1.19,7.53,5.99,0.00,0.05,0.162,0.167,1091,0.097,0.113,0.876,0.000,0.011,86914,62412,10,0.250,0.089,0.024,320593,0.182,1.846,0.019,21.26,47393,390,0.798,0.218,0.370,6810443,1.13,6.44,0.390,0.481,0.002,4.0,24.0,32.0,81.9,31169,0.119,0.00,0.0024,0.107,555,0.493,0.000,0.588,0.490,2.65,3.28,4.30,0.02,0.007,1.13,1.12,1.15,0.507,0.00294,5.12,16.7953,1362.70,105370.0,140234.7,9.786,18.7891,86.704,351.601,0.810,0.343,56.6,38.110,45.222,164,453.0,63.99,2.931,34.130,2516.8,22.941,0.134,2.00,10.5267,26116.7,1.2083,0.5499,12.56,1.571,0.485,0.4290,0.0000,0.409,0.144,0.252,0.0000,5.34,1.51,3,14,16,71,30.0457,0.7647,0.4317,0.0000,0.0000
90000,2522,1.142,0.430,23.95,74602,55319,1950,15726,1566,604934,944883.8,633376.0,0.034,0.824,0.052,0.090,81,23.39,12.40,0.37,2.01,4.70,4.54,0.09,0.63,8.20,5.75,0.00,0.09,0.160,0.151,988,0.134,0.100,0.890,0.000,0.009,225736,169503,20,0.203,0.255,0.028,533758,0.195,2.772,0.027,24.43,129645,377,1.047,0.209,0.341,17743790,1.15,5.01,0.476,0.394,0.002,4.9,32.0,32.0,81.0,33668,0.128,0.00,0.0046,0.085,563,0.696,0.000,0.666,0.679,2.67,3.51,4.25,0.02,0.009,1.13,1.14,1.18,0.708,0.00397,14.77,60.7053,2762.39,85771.8,140234.7,95.152,82.4123,158.022,450.418,0.878,0.280,62.6,63.098,198.472,234,771.4,103.82,5.940,123.040,2954.1,71.679,0.135,2.00,17.1672,43295.7,1.5260,0.5685,13.35,1.659,0.463,1.5710,0.0000,0.382,0.148,0.181,0.0000,5.09,1.40,4,16,16,64,50.8249,2.2535,0.4540,0.0000,0.0000
100000,2394,1.089,0.373,21.63,42953,33153,711,8443,774,318427,431458.0,273315.4,0.021,0.813,0.046,0.120,159,21.36,13.76,0.54,2.57,4.30,4.67,0.15,1.56,7.67,6.46,0.01,0.12,0.147,0.157,975,0.111,0.132,0.860,0.000,0.009,81214,58479,7,0.438,0.283,0.024,228630,0.183,2.191,0.025,20.14,44610,401,0.858,0.204,0.375,6729401,1.23,6.19,0.377,0.444,0.002,3.3,24.0,32.0,137.1,30316,0.116,0.00,0.0023,0.096,556,0.498,0.000,0.632,0.498,2.70,3.30,4.24,0.01,0.003,1.22,1.20,1.29,0.510,0.00286,4.58,16.7609,1635.66,104811.6,140234.7,11.270,18.8317,83.993,376.891,0.782,0.338,54.9,37.513,46.787,214,712.8,106.78,3.001,34.305,3072.2,23.071,0.136,2.00,10.7009,25617.9,1.2324,0.5687,12.66,1.565,0.480,0.4290,0.0000,0.366,0.156,0.119,0.0000,5.28,1.38,3,14,17,72,29.9370,0.7387,0.4294,0.0000,0.0000
